word	Turkish-tr	emotion	emotion-intensity-score
dishonest	sahtekâr	disgust	0.453
stigma	leke	disgust	0.453
eschew	sakınmak	disgust	0.453
antipathy	antipati	disgust	0.453
alienate	yabancılaştırmak	disgust	0.453
disingenuous	iki yüzlü	disgust	0.453
elimination	eliminasyon	disgust	0.453
unthinkable	düşünülemez	disgust	0.453
wasted	boşa	disgust	0.445
recalcitrant	inatçı	disgust	0.445
iniquity	kötülük	disgust	0.445
mosquito	sivrisinek	disgust	0.445
caries	diş çürümesi	disgust	0.445
bankruptcy	iflas	disgust	0.445
egotistical	egoist	disgust	0.445
piles	basur	disgust	0.445
smell	koku	disgust	0.445
vacuous	anlamsız	disgust	0.445
despair	umutsuzluk	disgust	0.445
opium	afyon	disgust	0.445
garish	cafcaflı	disgust	0.445
lie	Yalan	disgust	0.445
pious	dindar	disgust	0.445
aversion	hoşlanmama	disgust	0.438
sticky	yapışkan	disgust	0.438
scream	çığlık	disgust	0.438
alien	yabancı	disgust	0.438
shun	sakınmak	disgust	0.438
abnormal	Anormal	disgust	0.438
ashamed	utanmış	disgust	0.438
inmate	tutuklu	disgust	0.438
abject	sefil	disgust	0.438
hog	domuz	disgust	0.438
hopelessness	umutsuzluk	disgust	0.438
homeless	evsiz	disgust	0.438
obnoxious	iğrenç	disgust	0.438
curse	lanet	disgust	0.430
creature	yaratık	disgust	0.430
cursing	lanet okuma	disgust	0.430
illegal	yasadışı	disgust	0.430
lusty	dinç	disgust	0.430
shameless	utanmaz	disgust	0.430
debris	enkaz	disgust	0.430
defiance	nispet	disgust	0.430
pall	bıktırmak	disgust	0.430
falsity	sahtelik	disgust	0.430
reflux	cezir	disgust	0.430
incredulous	inanmaz	disgust	0.430
adverse	ters	disgust	0.430
trickery	hile	disgust	0.430
callous	duygusuz	disgust	0.430
separatist	ayrılıkçı	disgust	0.430
undesirable	istenmeyen	disgust	0.430
denounce	kınamak	disgust	0.430
witch	cadı	disgust	0.430
bum	serseri	disgust	0.422
bovine	sığır	disgust	0.422
denunciation	ihbar	disgust	0.422
untidy	Düzensiz	disgust	0.422
impure	saf olmayan	disgust	0.422
mistrust	güvensizlik	disgust	0.422
tarnish	kirletmek	disgust	0.422
ferocious	yırtıcı	disgust	0.422
gush	coşma	disgust	0.422
infantile	çocukça	disgust	0.422
ammonia	amonyak	disgust	0.422
offend	gücendirmek	disgust	0.422
idiotic	aptalca	disgust	0.422
hypertrophy	hipertrofi	disgust	0.422
nicotine	nikotin	disgust	0.422
tasteless	tatsız	disgust	0.422
pompous	şatafatlı	disgust	0.422
socialist	sosyalist	disgust	0.422
delinquent	suçlu	disgust	0.422
swarm	sürü	disgust	0.422
contentious	çekişmeli	disgust	0.422
carelessness	dikkatsizlik	disgust	0.422
hairy	kıllı	disgust	0.422
wasting	israf	disgust	0.422
slush	sulu kar	disgust	0.422
affront	hakaret	disgust	0.422
collapse	çöküş	disgust	0.422
badness	kötülük	disgust	0.422
dishonesty	sahtekârlık	disgust	0.414
vegetative	bitkisel	disgust	0.414
displacency	displacency	disgust	0.414
unfavorable	elverişsiz	disgust	0.414
disobey	uymamak	disgust	0.414
sour	Ekşi	disgust	0.414
socialism	sosyalizm	disgust	0.414
murky	karanlık	disgust	0.414
neglected	bakımsız	disgust	0.414
drivel	saçmalık	disgust	0.414
vampire	vampir	disgust	0.414
litigious	kavgalı	disgust	0.414
illegitimate	gayri meşru	disgust	0.414
disgruntled	hoşnutsuz	disgust	0.406
ignorant	cahil	disgust	0.406
outcast	serseri	disgust	0.406
unkind	kırıcı	disgust	0.406
repel	püskürtmek	disgust	0.406
displeasure	hoşnutsuzluk	disgust	0.406
phony	sahte	disgust	0.406
shoplifting	hırsızlık	disgust	0.406
dislike	Beğenmemek	disgust	0.406
unlawful	kanunsuz	disgust	0.406
bogus	sahte	disgust	0.406
discontinuity	devamsızlık	disgust	0.406
recidivism	yeniden suç işleme eğilimi	disgust	0.406
ungrateful	nankör	disgust	0.406
wrongdoing	kabahat	disgust	0.406
falsify	kalpazanlık yapmak	disgust	0.406
prosecution	kovuşturma	disgust	0.406
failure	başarısızlık	disgust	0.398
loon	dalgıçkuşu	disgust	0.398
lick	yalamak	disgust	0.398
subvert	yıkmak	disgust	0.398
rigor	titizlik	disgust	0.398
unruly	asi	disgust	0.398
paucity	azlık	disgust	0.398
unnatural	doğal olmayan	disgust	0.398
averse	gönülsüz	disgust	0.398
senseless	anlamsız	disgust	0.398
worsening	kötüleşen	disgust	0.398
disdain	küçümseme	disgust	0.398
woe	vah	disgust	0.398
woefully	acı	disgust	0.398
amphetamines	amfetaminler	disgust	0.398
stingy	paragöz	disgust	0.398
crushing	ezme	disgust	0.398
insult	hakaret	disgust	0.393
damage	hasar	disgust	0.391
hardened	katılaşmış	disgust	0.391
diatribe	hiciv	disgust	0.391
averseness	NO TRANSLATION	disgust	0.391
critter	yaratık	disgust	0.391
muff	beceriksizlik	disgust	0.391
antisocial	antisosyal	disgust	0.391
punishment	ceza	disgust	0.391
bad	kötü	disgust	0.391
punished	cezalandırılmış	disgust	0.391
disrelish	beğenmeme	disgust	0.391
expel	kovmak	disgust	0.391
farcical	saçma	disgust	0.391
scorpion	akrep	disgust	0.391
sacrifices	kurban	disgust	0.383
plagiarism	intihal	disgust	0.383
hypocritical	iki yüzlü	disgust	0.383
divorce	boşanma	disgust	0.383
presumptuous	küstah	disgust	0.383
discord	anlaşmazlık	disgust	0.383
fugitive	firari	disgust	0.383
fulsome	bıktırıcı	disgust	0.383
shabby	eski püskü	disgust	0.383
orc	orc	disgust	0.383
adder	engerek	disgust	0.383
anaconda	anakonda	disgust	0.383
surly	somurtkan	disgust	0.383
irrational	irrasyonel	disgust	0.383
disappoint	hayal kırıklığına uğratmak	disgust	0.383
illiterate	cahil	disgust	0.383
lament	ağıt	disgust	0.383
eviction	tahliye	disgust	0.383
teeming	iç içedir	disgust	0.383
guilt	suç	disgust	0.383
misconduct	kötü idare	disgust	0.375
blame	suçlama	disgust	0.375
alienation	yabancılaştırma	disgust	0.375
depressing	iç karartıcı	disgust	0.375
irritating	rahatsız edici	disgust	0.375
plight	vâât	disgust	0.375
unworthy	değmez	disgust	0.375
dislocated	çıkık	disgust	0.375
scoff	alay	disgust	0.375
irritation	tahriş	disgust	0.375
defective	arızalı	disgust	0.375
shock	şok	disgust	0.375
hoax	şaka	disgust	0.367
coerce	zorlamak	disgust	0.367
revoke	geri almak	disgust	0.367
stripped	sıyrılmıştır	disgust	0.367
exclusion	hariç tutma	disgust	0.367
blatant	bariz	disgust	0.367
disillusionment	hayal kırıklığı	disgust	0.367
squelch	çiğnemek	disgust	0.367
unhealthy	sağlıksız	disgust	0.367
toad	karakurbağası	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	görünmez tehlike	disgust	0.367
vainly	boşuna	disgust	0.367
powerless	güçsüz	disgust	0.367
cad	cad	disgust	0.367
hurtful	yaralayıcı	disgust	0.367
shuddering	ürperen	disgust	0.367
wimp	pısırık	disgust	0.367
oddity	gariplik	disgust	0.359
rebellion	isyan	disgust	0.359
incompatible	uyumsuz	disgust	0.359
ineptitude	beceriksizlik	disgust	0.359
dispose	elden çıkarmak	disgust	0.359
disobedience	itaatsizlik	disgust	0.359
damn	Lanet olsun	disgust	0.359
bug	böcek	disgust	0.359
deserted	ıssız	disgust	0.359
litigate	dava	disgust	0.352
ridiculous	gülünç	disgust	0.352
compost	organik gübre	disgust	0.352
obi	zenci büyüsü	disgust	0.352
untoward	şanssız	disgust	0.352
censor	sansürcü	disgust	0.352
uncertain	belirsiz	disgust	0.352
lawyer	avukat	disgust	0.352
flinch	korkmak	disgust	0.352
flesh	et	disgust	0.352
crushed	ezilmiş	disgust	0.352
displeased	dargın	disgust	0.352
inept	beceriksiz	disgust	0.352
wrongful	haksız	disgust	0.352
cutting	kesim	disgust	0.352
fierce	sert	disgust	0.352
misbehavior	terbiyesizlik	disgust	0.352
frustrate	boşa çıkarmak	disgust	0.352
dismissal	işten çıkarma	disgust	0.352
disapprove	onaylamamak	disgust	0.344
depreciate	küçük düşürmek	disgust	0.344
tearful	ağlamaklı	disgust	0.344
thoughtless	düşüncesiz	disgust	0.336
unsettled	kararsız	disgust	0.336
lumpy	topaklı	disgust	0.336
discoloration	solma	disgust	0.336
blunder	Hata	disgust	0.336
disinclination	isteksizlik	disgust	0.336
distrust	güvensizlik	disgust	0.336
annoy	kızdırmak	disgust	0.336
lawsuit	dava	disgust	0.336
discontent	hoşnutsuzluk	disgust	0.336
grumble	homurdanma	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	kaçık	disgust	0.336
heartsick	kederli	disgust	0.336
disliked	Sevmediği	disgust	0.336
bickering	çekişme	disgust	0.336
disallowed	izin verilmeyen	disgust	0.336
unmanageable	yönetilemez	disgust	0.328
hydrophobia	kuduz	disgust	0.328
unsatisfactory	yetersiz	disgust	0.328
whine	mızırdanmak	disgust	0.328
exasperation	öfke	disgust	0.328
instability	kararsızlık	disgust	0.328
provoking	uyandıran	disgust	0.328
disappointed	hayal kırıklığına uğramış	disgust	0.328
inhibit	engellemek	disgust	0.328
sly	sinsi	disgust	0.328
grievance	şikâyet	disgust	0.328
materialist	materyalist	disgust	0.328
excluded	dışlanan	disgust	0.328
cacophony	kakofoni	disgust	0.328
misleading	yanıltıcı	disgust	0.321
disclaim	kabul etmemek	disgust	0.320
rags	eski püskü giysiler	disgust	0.320
soot	is	disgust	0.320
disservice	kötülük	disgust	0.320
unequal	eşitsiz	disgust	0.320
humbug	riyakârlık	disgust	0.320
reproach	sitem	disgust	0.320
confined	hapsedilmiş	disgust	0.320
disapproving	onaylamayan	disgust	0.320
annoyance	sıkıntı	disgust	0.320
mishap	aksilik	disgust	0.320
groan	inilti	disgust	0.320
soil	toprak	disgust	0.312
depreciated	amortismana	disgust	0.312
disincline	isteğini kaçırmak	disgust	0.312
inappropriate	uygunsuz	disgust	0.312
inconsiderate	düşüncesiz	disgust	0.312
burke	boğmak	disgust	0.312
overpriced	overpriced	disgust	0.312
sneeze	hapşırma	disgust	0.312
stomach	mide	disgust	0.312
criticize	eleştirmek	disgust	0.312
theism	teizm	disgust	0.312
disparity	eşitsizlik	disgust	0.305
gall	safra	disgust	0.305
latent	gizli	disgust	0.305
grumpy	huysuz	disgust	0.305
bang	patlama	disgust	0.305
inadmissible	kabul edilemez	disgust	0.305
unfriendly	düşmanca	disgust	0.305
shack	kulübe	disgust	0.305
disliking	disliking	disgust	0.305
unaccountable	sorumsuz	disgust	0.305
coop	kümes	disgust	0.304
scold	azarlamak	disgust	0.297
growling	hırıltı	disgust	0.297
lonely	yalnız	disgust	0.297
delay	gecikme	disgust	0.297
congress	kongre	disgust	0.297
disregarded	gözardı	disgust	0.297
disappointment	hayal kırıklığı	disgust	0.297
backwards	geriye doğru	disgust	0.297
soreness	ağrı	disgust	0.297
rogue	düzenbaz	disgust	0.297
infamous	rezil	disgust	0.289
lesbian	lezbiyen	disgust	0.289
notoriety	adı çıkma	disgust	0.289
catechism	ilmihal	disgust	0.289
flop	çarpma sesi	disgust	0.289
nettle	ısırgan	disgust	0.289
janitor	kapıcı	disgust	0.289
saturated	doymuş	disgust	0.281
gaby	gaby	disgust	0.281
prohibited	yasak	disgust	0.281
remiss	ihmalci	disgust	0.281
unfair	haksız	disgust	0.281
desist	vazgeçmek	disgust	0.281
wince	çekinme	disgust	0.281
aftermath	sonrasının	disgust	0.281
huff	huysuzluk	disgust	0.273
discolored	rengi değişmiş	disgust	0.273
uneasy	huzursuz	disgust	0.273
wrangling	çekişmeler	disgust	0.273
tribunal	mahkeme	disgust	0.273
weird	tuhaf	disgust	0.266
bureaucrat	bürokrat	disgust	0.266
coldness	soğukluk	disgust	0.266
impolite	kaba	disgust	0.266
politic	politik	disgust	0.266
unsatisfied	tatminsiz	disgust	0.266
swig	yudum	disgust	0.266
inefficiency	verimsizlik	disgust	0.266
frantic	çılgınca	disgust	0.266
crawl	yavaş ilerleme	disgust	0.266
instinctive	içgüdüsel	disgust	0.258
barrow	el arabası	disgust	0.258
incase	bu durumda	disgust	0.258
octopus	ahtapot	disgust	0.258
chagrin	üzmek	disgust	0.258
copycat	taklitçi	disgust	0.258
rascal	kerata	disgust	0.258
sarcasm	iğneleme	disgust	0.258
gruff	hırçın	disgust	0.258
misconception	yanlış kanı	disgust	0.250
hulk	Hulk	disgust	0.250
shanghai	shanghai	disgust	0.250
baboon	Habeş maymunu	disgust	0.250
disinclined	isteksiz	disgust	0.250
lose	kaybetmek	disgust	0.250
john	John	disgust	0.250
cupping	çukurluğu	disgust	0.250
rook	kale	disgust	0.242
gratuitous	gereksiz	disgust	0.242
entangled	dolaşık	disgust	0.242
opponent	karşı taraf	disgust	0.242
tariff	tarife	disgust	0.242
scrub	bodur	disgust	0.242
resign	çekilmek	disgust	0.234
prolong	uzatmak	disgust	0.234
backwardness	geri kalmışlık	disgust	0.234
reluctance	isteksizlik	disgust	0.234
questionable	kuşkulu	disgust	0.234
lagging	gecikmeli	disgust	0.234
unlucky	şanssız	disgust	0.234
misstatement	yanlış ifade	disgust	0.234
reversal	tersine çevirme	disgust	0.227
disqualified	yetersiz	disgust	0.227
subsidy	sübvansiyon	disgust	0.227
ineffectual	etkisiz	disgust	0.227
fussy	telaşlı	disgust	0.227
unpopular	popüler olmayan	disgust	0.227
default	varsayılan	disgust	0.227
intense	yoğun	disgust	0.219
dame	kadın	disgust	0.219
evade	kaçınmak	disgust	0.219
petroleum	petrol	disgust	0.219
weight	ağırlık	disgust	0.219
frowning	çatık	disgust	0.219
actionable	dava edilebilir	disgust	0.211
tawny	esmer	disgust	0.211
donkey	eşek	disgust	0.211
unhappy	mutsuz	disgust	0.211
indifference	kayıtsızlık	disgust	0.203
rave	rave	disgust	0.203
birch	huş ağacı	disgust	0.203
hood	kukuleta	disgust	0.203
desert	çöl	disgust	0.203
owing	borçlu	disgust	0.203
gnome	cüce	disgust	0.203
awkwardness	beceriksizlik	disgust	0.203
inconvenient	uygunsuz	disgust	0.203
dandy	züppe	disgust	0.203
speck	benek	disgust	0.203
fleece	kırkmak	disgust	0.195
howl	uluma	disgust	0.195
monochrome	monokrom	disgust	0.195
airs	fiyaka	disgust	0.195
gelatin	Jelatin	disgust	0.195
misguided	NO TRANSLATION	disgust	0.195
morals	töre	disgust	0.195
dabbling	uğraşmaya	disgust	0.195
celebrity	şöhret	disgust	0.188
avoid	önlemek	disgust	0.188
stalemate	çıkmaz	disgust	0.188
lush	bereketli	disgust	0.188
gent	centilmen	disgust	0.188
lesser	daha az	disgust	0.188
sunk	çökük	disgust	0.180
nose	burun	disgust	0.180
claimant	davacı	disgust	0.180
laughable	gülünç	disgust	0.180
possession	mülk	disgust	0.180
larger	daha büyük	disgust	0.164
hoot	yuh	disgust	0.164
mouthful	ağız dolusu	disgust	0.164
thrift	tutumluluk	disgust	0.164
pregnancy	gebelik	disgust	0.164
undoubted	şüphesiz	disgust	0.164
clamor	yaygara	disgust	0.156
misplace	misplace	disgust	0.156
sentence	cümle	disgust	0.156
parrot	papağan	disgust	0.156
obliging	yardımsever	disgust	0.156
nameless	isimsiz	disgust	0.148
bummer	serseri	disgust	0.148
feeling	duygu	disgust	0.141
elf	cin	disgust	0.141
excellence	mükemmellik	disgust	0.141
turn	dönüş	disgust	0.133
gray	gri	disgust	0.133
asymmetry	asimetri	disgust	0.133
clumsy	sakar	disgust	0.133
stall	ahır	disgust	0.133
bran	kepek	disgust	0.125
finally	en sonunda	disgust	0.125
lord	Kral	disgust	0.125
boy	oğlan	disgust	0.117
cove	koy	disgust	0.117
nurture	beslemek	disgust	0.117
savor	lezzet	disgust	0.117
lemon	Limon	disgust	0.109
winning	kazanan	disgust	0.109
powerful	güçlü	disgust	0.102
glitter	Parıltı	disgust	0.094
interior	iç	disgust	0.086
mind	us	disgust	0.086
treat	tedavi etmek	disgust	0.078
interested	Ilgilenen	disgust	0.078
abundance	bolluk	disgust	0.078
honest	dürüst	disgust	0.055
kite	uçurtma	disgust	0.055
humble	mütevazi	disgust	0.047
tree	ağaç	disgust	0.039
torture	işkence	fear	0.984
terrorist	terörist	fear	0.972
horrific	korkunç	fear	0.969
terrorism	terörizm	fear	0.969
terrorists	teröristler	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	öldürmek	fear	0.962
homicidal	öldürücü	fear	0.959
annihilate	yoketmek	fear	0.953
terror	terör	fear	0.953
murderer	katil	fear	0.953
catastrophe	afet	fear	0.953
dying	ölen	fear	0.948
war	savaş	fear	0.942
bombing	bombalama	fear	0.938
bomb	bomba	fear	0.935
missiles	füzeler	fear	0.934
horror	korku	fear	0.923
brutality	vahşilik	fear	0.922
bloodthirsty	kana susamış	fear	0.922
terrorize	korkutmak	fear	0.922
horrified	dehşete kapılmış	fear	0.922
murderous	ölüm saçan	fear	0.920
massacre	katliam	fear	0.911
assassinate	öldürmek	fear	0.906
horrifying	korkunç	fear	0.906
fatality	kısmet	fear	0.906
murder	cinayet	fear	0.906
mutilation	sakatlama	fear	0.906
terrifying	dehşet verici	fear	0.906
devastation	tahribat	fear	0.906
holocaust	soykırım	fear	0.906
horrors	dehşeti	fear	0.906
killing	öldürme	fear	0.906
demon	iblis	fear	0.906
terrified	korkmuş	fear	0.906
suicidal	intihar niteliğinde	fear	0.898
kidnap	kaçırmak	fear	0.891
slaughter	katliam	fear	0.891
assault	saldırı	fear	0.891
crucifixion	çarmıha germe	fear	0.891
doomed	ölüme mahkum	fear	0.888
poisoned	zehirlenmiş	fear	0.886
suicide	intihar	fear	0.879
explosion	patlama	fear	0.879
dismemberment	parçalama	fear	0.875
slaughtering	kesim	fear	0.875
disastrous	feci	fear	0.875
deadly	ölümcül	fear	0.875
annihilation	yok etme	fear	0.875
disaster	afet	fear	0.875
threatening	tehdit	fear	0.875
suffocation	boğulma	fear	0.875
assassin	katil	fear	0.875
savagery	vahşet	fear	0.875
rape	kolza	fear	0.870
hell	cehennem	fear	0.860
anthrax	şarbon	fear	0.859
explosive	patlayıcı	fear	0.859
warfare	savaş	fear	0.859
paralyzed	felçli	fear	0.859
molestation	sarkıntılık	fear	0.859
homicide	cinayet	fear	0.859
barbaric	barbar	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	tehlike	fear	0.859
demonic	şeytani	fear	0.859
bloodshed	kan dökme	fear	0.859
annihilated	imha	fear	0.859
attacking	saldırma	fear	0.859
dread	dehşet	fear	0.859
slaughterhouse	kesimhane	fear	0.859
tragedy	trajedi	fear	0.859
guillotine	giyotin	fear	0.859
executioner	cellat	fear	0.859
suffocating	boğucu	fear	0.858
treachery	hıyanet	fear	0.856
fright	korku	fear	0.853
traumatic	travmatik	fear	0.844
afraid	korkmuş	fear	0.844
morgue	morg	fear	0.844
drown	boğmak	fear	0.844
destroying	tahrip	fear	0.844
painful	acı verici	fear	0.844
frightened	korkmuş	fear	0.844
monster	canavar	fear	0.844
slayer	katil	fear	0.844
abomination	nefret	fear	0.844
execution	icra	fear	0.844
scariest	korkutucu	fear	0.844
bombardment	bombardıman	fear	0.844
vengeance	intikam	fear	0.844
panicked	panikledi	fear	0.844
frightening	korkutucu	fear	0.844
scare	korkutmak	fear	0.844
apocalypse	vahiy	fear	0.844
petrified	taşlaşmış	fear	0.844
death	ölüm	fear	0.843
chaos	kaos	fear	0.839
ghastly	korkunç	fear	0.836
evil	kötülük	fear	0.833
gunmen	Tetikçiler	fear	0.828
fear	korku	fear	0.828
doom	kader	fear	0.828
intruder	davetsiz misafir	fear	0.828
cancer	kanser	fear	0.828
grenade	el bombası	fear	0.828
assassination	suikast	fear	0.828
fatal	ölümcül	fear	0.828
nightmare	kâbus	fear	0.828
explode	patlamak	fear	0.828
kidnapped	kaçırılan	fear	0.828
eradication	yok etme	fear	0.828
hellish	cehennemi	fear	0.828
paralyze	durdurmak	fear	0.828
trauma	travma	fear	0.828
doomsday	kiyamet gunu	fear	0.828
violently	şiddetle	fear	0.828
manslaughter	adam öldürme	fear	0.828
devil	şeytan	fear	0.828
frighten	korkutmak	fear	0.828
brutal	acımasız	fear	0.828
morbidity	morbidite	fear	0.820
crippling	felce uğratan	fear	0.817
savage	vahşi	fear	0.814
crushed	ezilmiş	fear	0.812
violence	şiddet	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	korkunç	fear	0.812
suffering	çile	fear	0.812
shooting	çekim	fear	0.812
earthquake	deprem	fear	0.812
destructive	yıkıcı	fear	0.812
violent	şiddetli	fear	0.812
poisonous	zehirli	fear	0.812
quake	deprem	fear	0.812
damnation	lanet	fear	0.812
aggressor	saldırgan	fear	0.812
imprisoned	hapsedilmiş	fear	0.811
hurricane	kasırga	fear	0.811
exterminate	yok etmek	fear	0.810
fearing	korkan	fear	0.808
hemorrhage	kanama	fear	0.807
lethal	öldürücü	fear	0.806
torment	işkence	fear	0.806
venom	zehir	fear	0.804
claustrophobia	klostrofobi	fear	0.803
danger	Tehlike	fear	0.802
snakes	yılan	fear	0.802
exorcism	şeytan çıkarma	fear	0.800
obliterated	oblitere	fear	0.800
robbery	soygun	fear	0.800
terrifies	korkutur	fear	0.798
cyanide	siyanür	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	acımasızlık	fear	0.797
monstrosity	canavarlık	fear	0.797
