word	Hmong-hmn	emotion	emotion-intensity-score
evil	siab phem	disgust	0.758
slum	slum	disgust	0.758
infectious	kis tau	disgust	0.758
mucous	mucous	disgust	0.758
phlegm	phlegm	disgust	0.758
leeches	leeches	disgust	0.750
decomposition	decomposition	disgust	0.750
sinister	siab phem	disgust	0.750
corrupting	corrupting	disgust	0.750
demon	dab	disgust	0.742
stinking	stinking	disgust	0.742
septic	septic	disgust	0.742
deranged	deranged	disgust	0.742
bile	bile	disgust	0.742
soiled	soiled	disgust	0.742
mucus	mucus	disgust	0.742
abhorrence	abhorrence	disgust	0.742
abomination	abomination	disgust	0.742
sickening	mob	disgust	0.742
demonic	ntsujplig phem	disgust	0.742
foul	foul	disgust	0.734
obese	rog	disgust	0.734
sicken	sicken	disgust	0.734
degeneracy	degeneracy	disgust	0.734
crucifixion	raug ntsia saum ntoo khaub lig	disgust	0.734
despicable	despicable	disgust	0.734
cancer	cancer	disgust	0.734
atrocity	atrocity	disgust	0.734
terrorism	kev ua phem	disgust	0.734
dirty	qias neeg	disgust	0.727
dysentery	dysentery	disgust	0.727
adultery	deev luag poj luag txiv	disgust	0.727
contamination	kis kab mob	disgust	0.727
bacterium	kab mob	disgust	0.727
diabolical	diabolical	disgust	0.727
morbidity	morbidity	disgust	0.727
grisly	grisly	disgust	0.727
repulsion	kev tshem tawm	disgust	0.727
enema	enema	disgust	0.727
contagion	sib kis	disgust	0.719
disfigured	disfigured	disgust	0.719
muck	muck	disgust	0.719
lewd	lewd	disgust	0.719
garbage	khib nyiab	disgust	0.719
autopsy	autopsy	disgust	0.719
bowels	cev nqaij daim tawv	disgust	0.719
gross	tag nrho	disgust	0.719
vulgar	hais lus phem	disgust	0.719
barbaric	barbaric	disgust	0.719
disgust	qias neeg	disgust	0.719
vicious	vicious	disgust	0.719
entrails	entrails	disgust	0.719
deterioration	deterioration	disgust	0.719
pungent	pungent	disgust	0.719
bloodshed	bloodshed	disgust	0.714
violent	tsausmuag	disgust	0.711
tyrant	tyrant	disgust	0.711
poisoned	tshuaj lom	disgust	0.711
pollute	paug	disgust	0.711
wretched	tsis zoo	disgust	0.711
nausea	xeev siab	disgust	0.711
mortification	kev tuag	disgust	0.711
gag	gag	disgust	0.711
vulgarity	hais lus phem	disgust	0.703
disgusting	disgusting	disgust	0.703
grope	grope	disgust	0.703
slut	slut	disgust	0.703
poisoning	lom	disgust	0.703
depraved	poob siab	disgust	0.703
noxious	tsis zoo	disgust	0.703
porn	porn	disgust	0.703
nasty	siab phem	disgust	0.703
slimy	slimy	disgust	0.703
despotism	despotism	disgust	0.703
nauseate	poob siab	disgust	0.703
secretion	tso zis	disgust	0.703
constipation	cem quav	disgust	0.703
hateful	ntxub	disgust	0.703
grime	grime	disgust	0.703
measles	measles	disgust	0.696
contagious	kis tau	disgust	0.695
hellish	hellish	disgust	0.695
waste	pov tseg	disgust	0.695
suicidal	suicidal	disgust	0.695
abuse	kev tsim txom	disgust	0.695
hate	ntxub	disgust	0.695
wretch	wretch	disgust	0.695
intestinal	hnyuv	disgust	0.695
wart	wart	disgust	0.695
obesity	rog	disgust	0.695
scum	scum	disgust	0.695
contaminated	kab mob	disgust	0.688
disease	kab mob	disgust	0.688
rabid	rabid	disgust	0.688
ooze	ooze	disgust	0.688
treason	treason	disgust	0.688
heartworm	heartworm	disgust	0.688
smut	smut	disgust	0.688
cholera	cholera	disgust	0.680
deformed	deformed	disgust	0.680
detest	detest	disgust	0.680
bestial	zoo tshaj plaws	disgust	0.680
sickness	kev mob kev nkeeg	disgust	0.680
antichrist	antichrist	disgust	0.680
abhorrent	abhorrent	disgust	0.680
soulless	soulless	disgust	0.680
freakish	freakish	disgust	0.680
grimy	grimy	disgust	0.680
hatred	ntxub	disgust	0.680
pollution	pa phem	disgust	0.680
germ	kab mob	disgust	0.680
abominate	abominate	disgust	0.680
hell	ntuj raug txim	disgust	0.680
dilapidated	dilapidated	disgust	0.672
dictatorship	dictatorship	disgust	0.672
inhuman	tsis yog neeg	disgust	0.672
greasy	greasy	disgust	0.672
hideous	hideous	disgust	0.672
loathful	loathful	disgust	0.672
obscene	poob siab	disgust	0.672
loathing	loathing	disgust	0.672
cess	cess	disgust	0.670
devil	dab ntxwg nyoog	disgust	0.664
heretic	heretic	disgust	0.664
nauseous	xeev siab	disgust	0.664
abominable	abominable	disgust	0.664
deformity	deformity	disgust	0.664
deadly	tuag taus	disgust	0.664
swine	swine	disgust	0.664
discrimination	kev ntxub ntxaug	disgust	0.664
masochism	masochism	disgust	0.664
poisonous	poisonous	disgust	0.656
prejudiced	prejudiced	disgust	0.656
bacteria	kab mob	disgust	0.656
death	tuag	disgust	0.656
poison	tshuaj lom	disgust	0.656
trash	pov tseg	disgust	0.656
abortion	rho menyuam	disgust	0.656
corruption	kev noj nyiaj txiag	disgust	0.656
victimized	raug tsim txom	disgust	0.656
oppression	kev tsim txom	disgust	0.656
goo	goo	disgust	0.656
latrines	cov tsev tawm rooj	disgust	0.656
horror	ntshai heev	disgust	0.656
horrible	phev heev	disgust	0.656
nefarious	nefarious	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	vindictive	disgust	0.648
outhouse	outhouse	disgust	0.648
horrid	horrid	disgust	0.648
detestation	detestation	disgust	0.648
sludge	sludge	disgust	0.648
ugly	npeeb	disgust	0.648
trashy	trashy	disgust	0.648
bitch	bitch	disgust	0.648
immoral	tsis ncaj ncees	disgust	0.648
malfeasance	tsis ncaj ncees	disgust	0.641
spew	spew	disgust	0.641
pimple	pob kab ntxau	disgust	0.641
indecency	indecency	disgust	0.641
unsightly	tsis pom tseeb	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	villainous	disgust	0.641
cystic	cystic	disgust	0.641
horrifying	horrifying	disgust	0.641
derogatory	derogatory	disgust	0.641
laxative	laxative	disgust	0.641
criminality	txhaum	disgust	0.641
oppressive	tsim txom	disgust	0.633
sinful	kev txhaum	disgust	0.633
bigoted	bigoted	disgust	0.633
doomsday	doomsday	disgust	0.633
prostitution	prostitution	disgust	0.633
ulcer	roog	disgust	0.633
secrete	secrete	disgust	0.633
perpetrator	neeg ua haujlwm	disgust	0.633
rat	nas	disgust	0.633
queasy	queasy	disgust	0.633
mildew	mildew	disgust	0.633
dastardly	dastardly	disgust	0.625
disgraceful	poob ntsej muag	disgust	0.625
ghastly	ghastly	disgust	0.625
persecution	kev tsim txom	disgust	0.625
devilish	devilish	disgust	0.625
degrading	kev quab yuam	disgust	0.625
obscenity	kev qias neeg	disgust	0.625
fungus	fungus	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	gluttony	disgust	0.625
stools	quav	disgust	0.625
suffering	kev txom nyem	disgust	0.625
contemptible	kev saib tsis taus	disgust	0.625
cuckold	cuckold	disgust	0.625
bloated	tsam plab	disgust	0.625
aghast	ib txhis	disgust	0.625
betrayal	ntxeev siab	disgust	0.617
guillotine	guillotine	disgust	0.617
infect	kis mob	disgust	0.617
spoil	txaj muag	disgust	0.617
tetanus	tetanus	disgust	0.617
fat	rog	disgust	0.617
louse	louse	disgust	0.617
malicious	siab phem	disgust	0.617
polygamy	polygamy	disgust	0.617
crusty	crusty	disgust	0.617
atrocious	atrocious	disgust	0.617
deceit	dag	disgust	0.617
termite	termite	disgust	0.617
loathe	loathe	disgust	0.617
wench	wench	disgust	0.617
dying	tuag	disgust	0.617
sickly	sickly	disgust	0.617
diaper	diaper	disgust	0.617
strangle	strangle	disgust	0.617
drool	drool	disgust	0.609
slander	rhuav npe	disgust	0.609
abhor	abhor	disgust	0.609
venomous	venomous	disgust	0.609
brothel	brothel	disgust	0.609
ghetto	ghetto	disgust	0.609
violently	tsausmuag	disgust	0.609
hostile	hostile	disgust	0.609
sabotage	sab sab	disgust	0.609
deform	deform	disgust	0.609
bleeding	los ntshav	disgust	0.609
unwashed	unwashed	disgust	0.602
lunacy	lunacy	disgust	0.602
imprisonment	raug kaw	disgust	0.602
infidel	infidel	disgust	0.602
deprivation	deprivation	disgust	0.602
traitor	tus neeg ntxeev siab	disgust	0.602
ugliness	ugliness	disgust	0.602
musty	qhov tseeb	disgust	0.602
illicit	tsis raug cai	disgust	0.602
swampy	swampy	disgust	0.602
poaching	poaching	disgust	0.602
hag	taw qhia	disgust	0.602
butcher	neeg tua tsiaj	disgust	0.594
lunatic	lunatic	disgust	0.594
venom	venom	disgust	0.594
repelling	rov qab ua dua	disgust	0.594
thug	thug	disgust	0.594
misery	kev nyuaj siab	disgust	0.594
toilet	tso quav	disgust	0.594
slug	slug	disgust	0.594
catastrophe	kev teeb meem	disgust	0.594
epidemic	phaum mob	disgust	0.594
gut	plab	disgust	0.594
intoxicated	qaug cawv	disgust	0.594
blister	blister	disgust	0.594
deceitful	deceitful	disgust	0.594
hostility	kev ua siab phem	disgust	0.594
queasiness	queasiness	disgust	0.594
lurid	lurid	disgust	0.594
sinner	tug neeg txhaum	disgust	0.594
incubus	incubus	disgust	0.586
lavatory	lavatory	disgust	0.586
harass	ua phem	disgust	0.586
unclean	tsis huv	disgust	0.586
prostitute	niam ntiav	disgust	0.586
pornography	duab liab qab	disgust	0.586
dreadful	dreadful	disgust	0.586
deteriorated	deteriorated	disgust	0.586
appalling	tsis zoo	disgust	0.586
unfaithful	tsis muaj kev ntseeg	disgust	0.578
rash	pob	disgust	0.578
humiliating	poob siab	disgust	0.578
ruinous	rhuav tshem	disgust	0.578
squeamish	squeamish	disgust	0.578
offensive	ua txhaum	disgust	0.578
conspirator	conspirator	disgust	0.578
larceny	larceny	disgust	0.578
debauchery	debauchery	disgust	0.578
mangle	mangle	disgust	0.578
flea	dev mub	disgust	0.578
hypocrite	neeg siab phem	disgust	0.578
retard	retard	disgust	0.578
fiend	khoov	disgust	0.578
sick	muaj mob	disgust	0.578
quagmire	quagmire	disgust	0.578
expulsion	tshem tawm	disgust	0.578
treacherous	treacherous	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	nti	disgust	0.570
devastating	ntsoog loj heev	disgust	0.570
bastard	tsaub	disgust	0.570
messy	ntxhov siab	disgust	0.570
flog	flog	disgust	0.570
egregious	egregious	disgust	0.570
swamp	dej hiav txwv	disgust	0.570
oppress	oppress	disgust	0.570
despise	ntxub	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	nab	disgust	0.570
snake	nab	disgust	0.562
terrible	phem	disgust	0.562
awful	phem heev	disgust	0.562
harmful	teeb meem	disgust	0.562
insanity	insanity	disgust	0.562
indecent	indecent	disgust	0.562
sordid	sordid	disgust	0.562
loo	u	disgust	0.562
scoundrel	scoundrel	disgust	0.562
enemy	yeeb ncuab	disgust	0.562
stealing	nyiag	disgust	0.562
alcoholism	kev quav dej caw	disgust	0.562
humiliation	poob siab	disgust	0.562
ruthless	ruthless	disgust	0.562
sloppy	sloppy	disgust	0.562
tyrannical	tyrannical	disgust	0.562
harlot	harlot	disgust	0.562
sinning	kev txhaum	disgust	0.562
robbery	nyiag khoom	disgust	0.555
insufferable	insufferable	disgust	0.555
arsenic	arsenic	disgust	0.555
bloody	ntshav	disgust	0.555
odious	odious	disgust	0.555
ridicule	thuam	disgust	0.555
atrophy	atrophy	disgust	0.555
beastly	beastly	disgust	0.555
collusion	collusion	disgust	0.555
distaste	distaste	disgust	0.555
segregate	cais	disgust	0.555
discriminating	cais neeg	disgust	0.555
coward	coward	disgust	0.555
wickedness	kev phem	disgust	0.555
threatening	hem	disgust	0.555
unattractive	unattractive	disgust	0.555
slayer	tua neeg	disgust	0.555
flabby	flabby	disgust	0.555
varicella	varicella	disgust	0.555
miserable	miserable	disgust	0.547
sty	sty	disgust	0.547
ogre	ogre	disgust	0.547
coercion	quab yuam	disgust	0.547
thief	tub sab	disgust	0.547
slur	slur	disgust	0.547
suffocating	suffocating	disgust	0.547
anathema	anathema	disgust	0.547
purgatory	purgatory	disgust	0.547
malevolent	malevolent	disgust	0.547
bitterly	bitterly	disgust	0.547
burglar	txhawj	disgust	0.547
attacking	zuj zus	disgust	0.547
vesicular	vesicular	disgust	0.547
condemnation	kev raug txim	disgust	0.547
pillage	pillage	disgust	0.547
deleterious	deleterious	disgust	0.547
thrash	thrash	disgust	0.539
repellant	repellant	disgust	0.539
repudiation	kev tsis lees paub	disgust	0.539
infidelity	kev plees kev yi	disgust	0.539
liar	zab	disgust	0.539
fatty	rog	disgust	0.539
gob	gob	disgust	0.539
sneer	sneer	disgust	0.539
drunken	drunken	disgust	0.539
disgrace	disgrace	disgust	0.539
shame	txaj muag	disgust	0.539
jealous	khib siab	disgust	0.539
imprisoned	raug kaw	disgust	0.539
pig	npua	disgust	0.539
greedy	ntshaw	disgust	0.539
sloth	pw	disgust	0.539
lethal	lethal	disgust	0.536
burnt	burnt	disgust	0.531
aberration	aberration	disgust	0.531
condescension	condescension	disgust	0.531
hydrocephalus	hydrocephalus	disgust	0.531
hanging	dai	disgust	0.531
destructive	puas tsuaj	disgust	0.531
smuggler	smuggler	disgust	0.531
intolerant	tsis txaus ntseeg	disgust	0.531
travesty	travesty	disgust	0.531
intrusive	intrusive	disgust	0.531
ruined	puas tsuaj	disgust	0.531
withered	withered	disgust	0.531
disintegrate	tawg	disgust	0.531
brawl	brawl	disgust	0.531
blemish	blemish	disgust	0.531
neurotic	neurotic	disgust	0.531
blasphemous	blasphemous	disgust	0.531
lying	dag	disgust	0.531
painful	mob heev	disgust	0.531
avarice	avarice	disgust	0.523
disgraced	disgraced	disgust	0.523
mistress	tus hluas nkauj	disgust	0.523
disparaging	disparaging	disgust	0.523
rubbish	rubbish	disgust	0.523
derogation	derogation	disgust	0.523
accusation	kev liam	disgust	0.523
intolerance	tsis txaus ntseeg	disgust	0.523
incarceration	incarceration	disgust	0.523
blighted	blighted	disgust	0.523
sump	sump	disgust	0.516
deplorable	deplorable	disgust	0.516
daemon	daemon	disgust	0.516
cringe	cringe	disgust	0.516
degrade	degrade	disgust	0.516
gutter	gutter	disgust	0.516
rob	hlau	disgust	0.516
grim	grim	disgust	0.516
defraud	khib nyiab	disgust	0.516
tortious	tortious	disgust	0.516
eradication	eradication	disgust	0.516
stink	tsw phem	disgust	0.516
convict	raug txim	disgust	0.516
dishonor	dishonor	disgust	0.516
vulture	vulture	disgust	0.516
remains	tshua	disgust	0.516
mite	mite	disgust	0.516
betray	ntxeev siab	disgust	0.516
sham	sham	disgust	0.509
endemic	kawg	disgust	0.508
bombed	bombed	disgust	0.508
distress	kev nyuaj siab	disgust	0.508
pest	kab tsuag	disgust	0.508
incurable	incurable	disgust	0.508
worthless	worthless	disgust	0.508
rejection	thim rov qab	disgust	0.508
distasteful	distasteful	disgust	0.508
schizophrenia	tus mob schizophrenia	disgust	0.508
belittle	poob siab	disgust	0.508
smelling	smelling	disgust	0.508
cheat	khib lav	disgust	0.508
blob	blob	disgust	0.508
prisoner	neeg raug txim	disgust	0.508
idiocy	kev hais lus	disgust	0.508
delirium	delirium	disgust	0.508
disaster	kev phem	disgust	0.508
crude	nyoos	disgust	0.508
resentment	kev chim siab	disgust	0.508
dreadfully	dreadfully	disgust	0.508
glut	glut	disgust	0.508
polemic	polemic	disgust	0.500
derision	derision	disgust	0.500
idolatry	idolatry	disgust	0.500
taboo	taboo	disgust	0.500
screaming	quaj qw	disgust	0.500
banish	banish	disgust	0.500
dirt	av	disgust	0.500
goblin	goblin	disgust	0.500
shackle	shackle	disgust	0.500
bribery	Txhaum Cai	disgust	0.500
flagrant	flagrant	disgust	0.500
jealousy	khib siab	disgust	0.500
impurity	impurity	disgust	0.500
theft	tub sab	disgust	0.500
bitterness	bitterness	disgust	0.500
offense	ua txhaum	disgust	0.500
impeach	impeach	disgust	0.500
blight	blight	disgust	0.500
duress	duress	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	kev ntshaw	disgust	0.500
tirade	tirade	disgust	0.500
squirm	squirm	disgust	0.492
robber	tub sab	disgust	0.492
ill	mob	disgust	0.492
unconscionable	unconscionable	disgust	0.492
recession	kev txom nyem	disgust	0.492
gorge	hiav txwv	disgust	0.492
wreck	wreck	disgust	0.492
malign	mob plab	disgust	0.492
boil	boil	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	ruam	disgust	0.492
disreputable	disreputable	disgust	0.492
wasteful	wasteful	disgust	0.484
affliction	kev txom nyem	disgust	0.484
stain	qub	disgust	0.484
contempt	kev yuam cai	disgust	0.484
nappy	nappy	disgust	0.484
mutiny	mutiny	disgust	0.484
occult	occult	disgust	0.484
tramp	tramp	disgust	0.484
unbearable	unbearable	disgust	0.484
offender	tus neeg txhaum	disgust	0.484
servile	servile	disgust	0.484
contraband	tiv thaiv	disgust	0.484
raging	raging	disgust	0.484
snarl	nyooj	disgust	0.484
mad	chim chim	disgust	0.484
subjugation	subjugation	disgust	0.484
possessed	muaj	disgust	0.484
animosity	kev thuam	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	defamation	disgust	0.484
disrespectful	tsis hwm	disgust	0.484
mess	mess	disgust	0.484
nepotism	nepotism	disgust	0.484
inexcusable	inexcusable	disgust	0.484
pathetic	ntshaus	disgust	0.477
unpleasant	tsis kaj siab	disgust	0.477
suppression	kev tua	disgust	0.477
mockery	mockery	disgust	0.477
palsy	tuag tes tuag taw	disgust	0.477
criminal	txhaum	disgust	0.477
illegality	txhaum cai	disgust	0.477
uncaring	uncaring	disgust	0.477
antagonistic	antagonistic	disgust	0.477
immorality	tsis ncaj ncees	disgust	0.477
dismal	tsis zoo	disgust	0.477
angry	npau taws	disgust	0.469
repellent	tiv thaiv	disgust	0.469
cough	hnoos	disgust	0.469
arrogant	khav theeb	disgust	0.469
grating	grating	disgust	0.469
aggravation	hnyav dua	disgust	0.469
livid	livid	disgust	0.469
banishment	banishment	disgust	0.469
shoddy	shoddy	disgust	0.469
banshee	banshee	disgust	0.469
poverty	txom nyem	disgust	0.469
wallow	wallow	disgust	0.469
outrage	kev chim siab	disgust	0.469
mocking	thuam	disgust	0.469
furious	furious	disgust	0.469
perspiration	hwv	disgust	0.469
prick	prick	disgust	0.461
recklessness	tsis txaus ntseeg	disgust	0.461
distorted	distorted	disgust	0.461
fraudulent	dag	disgust	0.461
spider	kab laug sab	disgust	0.461
quack	quack	disgust	0.461
perdition	kev puas tsuaj	disgust	0.461
muddy	muddy	disgust	0.461
spurious	spurious	disgust	0.461
insulting	thuam	disgust	0.461
scar	caws pliav	disgust	0.461
deceive	deceive	disgust	0.461
unjustifiable	unjustifiable	disgust	0.461
fool	ruam	disgust	0.461
deplore	deplore	disgust	0.461
plunder	plunder	disgust	0.461
aphid	aphid	disgust	0.453
bane	bane	disgust	0.453
indignation	kev npau taws	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	qia dub	disgust	0.453
disparage	disparage	disgust	0.453
cur	cur	disgust	0.453
dishonest	tsis ncaj ncees	disgust	0.453
stigma	stigma	disgust	0.453
eschew	eschew	disgust	0.453
