word	French-fr	emotion	emotion-intensity-score
ridiculous	ridicule	disgust	0.352
compost	compost	disgust	0.352
obi	obi	disgust	0.352
untoward	fâcheux	disgust	0.352
censor	censurer	disgust	0.352
uncertain	incertain	disgust	0.352
lawyer	avocat	disgust	0.352
flinch	reculer	disgust	0.352
flesh	la chair	disgust	0.352
crushed	écrasé	disgust	0.352
displeased	mécontent	disgust	0.352
inept	inepte	disgust	0.352
wrongful	injustifié	disgust	0.352
cutting	Coupe	disgust	0.352
fierce	féroce	disgust	0.352
misbehavior	mauvaise conduite	disgust	0.352
frustrate	frustrer	disgust	0.352
dismissal	congédiement	disgust	0.352
disapprove	désapprouver	disgust	0.344
depreciate	déprécier	disgust	0.344
tearful	en larmes	disgust	0.344
thoughtless	irréfléchi	disgust	0.336
unsettled	instable	disgust	0.336
lumpy	grumeleux	disgust	0.336
discoloration	décoloration	disgust	0.336
blunder	gaffe	disgust	0.336
disinclination	désinvolture	disgust	0.336
distrust	méfiance	disgust	0.336
annoy	ennuyer	disgust	0.336
lawsuit	procès	disgust	0.336
discontent	mécontentement	disgust	0.336
grumble	plaindre	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	idiot	disgust	0.336
heartsick	coeursque	disgust	0.336
disliked	n'aimait pas	disgust	0.336
bickering	chamaillerie	disgust	0.336
disallowed	refusé	disgust	0.336
unmanageable	ingérable	disgust	0.328
hydrophobia	hydrophobie	disgust	0.328
unsatisfactory	insatisfaisant	disgust	0.328
whine	gémissement	disgust	0.328
exasperation	exaspération	disgust	0.328
instability	instabilité	disgust	0.328
provoking	provoquant	disgust	0.328
disappointed	désappointé	disgust	0.328
inhibit	inhiber	disgust	0.328
sly	sournois	disgust	0.328
grievance	grief	disgust	0.328
materialist	matérialiste	disgust	0.328
excluded	exclu	disgust	0.328
cacophony	cacophonie	disgust	0.328
misleading	trompeur	disgust	0.321
disclaim	désavouer	disgust	0.320
rags	chiffons	disgust	0.320
soot	suie	disgust	0.320
disservice	mauvais service	disgust	0.320
unequal	inégal	disgust	0.320
humbug	fumisterie	disgust	0.320
reproach	reproche	disgust	0.320
confined	confiné	disgust	0.320
disapproving	désapprobateur	disgust	0.320
annoyance	contrariété	disgust	0.320
mishap	mésaventure	disgust	0.320
groan	gémissement	disgust	0.320
soil	sol	disgust	0.312
depreciated	déprécié	disgust	0.312
disincline	répugner	disgust	0.312
inappropriate	inapproprié	disgust	0.312
inconsiderate	inconsidéré	disgust	0.312
burke	burke	disgust	0.312
overpriced	trop cher	disgust	0.312
sneeze	éternuement	disgust	0.312
stomach	estomac	disgust	0.312
criticize	critiquer	disgust	0.312
theism	théisme	disgust	0.312
disparity	disparité	disgust	0.305
gall	fiel	disgust	0.305
latent	latent	disgust	0.305
grumpy	grincheux	disgust	0.305
bang	coup	disgust	0.305
inadmissible	inadmissible	disgust	0.305
unfriendly	hostile	disgust	0.305
shack	cabane	disgust	0.305
disliking	ne pas aimer	disgust	0.305
unaccountable	inexplicable	disgust	0.305
coop	coopérative	disgust	0.304
scold	gronder	disgust	0.297
growling	grondement	disgust	0.297
lonely	solitaire	disgust	0.297
delay	retard	disgust	0.297
congress	congrès	disgust	0.297
disregarded	ignoré	disgust	0.297
disappointment	déception	disgust	0.297
backwards	en arrière	disgust	0.297
soreness	douleur	disgust	0.297
rogue	coquin	disgust	0.297
infamous	infâme	disgust	0.289
lesbian	lesbienne	disgust	0.289
notoriety	notoriété	disgust	0.289
catechism	catéchisme	disgust	0.289
flop	fiasco	disgust	0.289
nettle	ortie	disgust	0.289
janitor	concierge	disgust	0.289
saturated	saturé	disgust	0.281
gaby	gaby	disgust	0.281
prohibited	interdit	disgust	0.281
remiss	négligent	disgust	0.281
unfair	injuste	disgust	0.281
desist	cesser	disgust	0.281
wince	grimacer	disgust	0.281
aftermath	conséquences	disgust	0.281
huff	souffler	disgust	0.273
discolored	décoloré	disgust	0.273
uneasy	inquiet	disgust	0.273
wrangling	querelles	disgust	0.273
tribunal	tribunal	disgust	0.273
weird	bizarre	disgust	0.266
bureaucrat	bureaucrate	disgust	0.266
coldness	froideur	disgust	0.266
impolite	impoli	disgust	0.266
politic	politique	disgust	0.266
unsatisfied	insatisfait	disgust	0.266
swig	lampée	disgust	0.266
inefficiency	inefficacité	disgust	0.266
frantic	frénétique	disgust	0.266
crawl	crawl	disgust	0.266
instinctive	instinctif	disgust	0.258
barrow	brouette	disgust	0.258
incase	au cas où	disgust	0.258
octopus	poulpe	disgust	0.258
chagrin	dépit	disgust	0.258
copycat	imitateur	disgust	0.258
rascal	coquin	disgust	0.258
sarcasm	sarcasme	disgust	0.258
gruff	bourru	disgust	0.258
misconception	idée fausse	disgust	0.250
hulk	ponton	disgust	0.250
shanghai	Shanghai	disgust	0.250
baboon	babouin	disgust	0.250
disinclined	peu disposé	disgust	0.250
lose	perdre	disgust	0.250
john	John	disgust	0.250
cupping	ventouses	disgust	0.250
rook	tour	disgust	0.242
gratuitous	gratuit	disgust	0.242
entangled	enchevêtré	disgust	0.242
opponent	adversaire	disgust	0.242
tariff	tarif	disgust	0.242
scrub	frotter	disgust	0.242
resign	démissionner	disgust	0.234
prolong	prolonger	disgust	0.234
backwardness	arriération	disgust	0.234
reluctance	réluctance	disgust	0.234
questionable	discutable	disgust	0.234
lagging	en retard	disgust	0.234
unlucky	malchanceux	disgust	0.234
misstatement	déclaration inexacte	disgust	0.234
reversal	renversement	disgust	0.227
disqualified	disqualifié	disgust	0.227
subsidy	subvention	disgust	0.227
ineffectual	inefficace	disgust	0.227
fussy	difficile	disgust	0.227
unpopular	impopulaire	disgust	0.227
default	défaut	disgust	0.227
intense	intense	disgust	0.219
dame	dame	disgust	0.219
evade	éluder	disgust	0.219
petroleum	pétrole	disgust	0.219
weight	poids	disgust	0.219
frowning	renfrogné	disgust	0.219
actionable	actionable	disgust	0.211
tawny	fauve	disgust	0.211
donkey	âne	disgust	0.211
unhappy	malheureux	disgust	0.211
indifference	indifférence	disgust	0.203
rave	délirer	disgust	0.203
birch	bouleau	disgust	0.203
hood	capuche	disgust	0.203
desert	désert	disgust	0.203
owing	dû	disgust	0.203
gnome	gnome	disgust	0.203
awkwardness	maladresse	disgust	0.203
inconvenient	incommode	disgust	0.203
dandy	dandy	disgust	0.203
speck	grain	disgust	0.203
fleece	toison	disgust	0.195
howl	hurler	disgust	0.195
monochrome	monochrome	disgust	0.195
airs	airs	disgust	0.195
gelatin	Gélatine	disgust	0.195
misguided	égaré	disgust	0.195
morals	morale	disgust	0.195
dabbling	barboter	disgust	0.195
celebrity	célébrité	disgust	0.188
avoid	éviter	disgust	0.188
stalemate	impasse	disgust	0.188
lush	luxuriant	disgust	0.188
gent	gent	disgust	0.188
lesser	moindre	disgust	0.188
sunk	coulé	disgust	0.180
nose	nez	disgust	0.180
claimant	demandeur	disgust	0.180
laughable	ridicule	disgust	0.180
possession	possession	disgust	0.180
larger	plus grand	disgust	0.164
hoot	huée	disgust	0.164
mouthful	bouchée	disgust	0.164
thrift	épargne	disgust	0.164
pregnancy	grossesse	disgust	0.164
undoubted	indubitable	disgust	0.164
clamor	clameur	disgust	0.156
misplace	égarer	disgust	0.156
sentence	phrase	disgust	0.156
parrot	perroquet	disgust	0.156
obliging	obligeant	disgust	0.156
nameless	sans nom	disgust	0.148
bummer	bummer	disgust	0.148
feeling	sentiment	disgust	0.141
elf	elfe	disgust	0.141
excellence	excellence	disgust	0.141
turn	tour	disgust	0.133
gray	gris	disgust	0.133
asymmetry	asymétrie	disgust	0.133
clumsy	maladroit	disgust	0.133
stall	stalle	disgust	0.133
bran	fibre	disgust	0.125
finally	enfin	disgust	0.125
lord	Seigneur	disgust	0.125
boy	garçon	disgust	0.117
cove	crique	disgust	0.117
nurture	nourrir	disgust	0.117
savor	saveur	disgust	0.117
lemon	citron	disgust	0.109
winning	gagnant	disgust	0.109
powerful	puissant	disgust	0.102
glitter	briller	disgust	0.094
interior	intérieur	disgust	0.086
mind	esprit	disgust	0.086
treat	traiter	disgust	0.078
interested	intéressé	disgust	0.078
abundance	abondance	disgust	0.078
honest	honnête	disgust	0.055
kite	cerf-volant	disgust	0.055
humble	humble	disgust	0.047
tree	arbre	disgust	0.039
torture	torture	fear	0.984
terrorist	terroriste	fear	0.972
horrific	horrible	fear	0.969
terrorism	terrorisme	fear	0.969
terrorists	les terroristes	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	tuer	fear	0.962
homicidal	homicide	fear	0.959
annihilate	annihiler	fear	0.953
terror	la terreur	fear	0.953
murderer	meurtrier	fear	0.953
catastrophe	catastrophe	fear	0.953
dying	en train de mourir	fear	0.948
war	guerre	fear	0.942
bombing	bombardement	fear	0.938
bomb	bombe	fear	0.935
missiles	missiles	fear	0.934
horror	horreur	fear	0.923
brutality	brutalité	fear	0.922
bloodthirsty	sanguinaire	fear	0.922
terrorize	terroriser	fear	0.922
horrified	horrifié	fear	0.922
murderous	meurtrier	fear	0.920
massacre	massacre	fear	0.911
assassinate	assassiner	fear	0.906
horrifying	effroyable	fear	0.906
fatality	Fatalité	fear	0.906
murder	meurtre	fear	0.906
mutilation	mutilation	fear	0.906
terrifying	terrifiant	fear	0.906
devastation	dévastation	fear	0.906
holocaust	holocauste	fear	0.906
horrors	horreurs	fear	0.906
killing	meurtre	fear	0.906
demon	démon	fear	0.906
terrified	terrifié	fear	0.906
suicidal	suicidaire	fear	0.898
kidnap	kidnapper	fear	0.891
slaughter	abattage	fear	0.891
assault	agression	fear	0.891
crucifixion	crucifixion	fear	0.891
doomed	condamné	fear	0.888
poisoned	empoisonné	fear	0.886
suicide	suicide	fear	0.879
explosion	explosion	fear	0.879
dismemberment	démembrement	fear	0.875
slaughtering	abattage	fear	0.875
disastrous	catastrophique	fear	0.875
deadly	mortel	fear	0.875
annihilation	annihilation	fear	0.875
disaster	catastrophe	fear	0.875
threatening	menaçant	fear	0.875
suffocation	suffocation	fear	0.875
assassin	assassin	fear	0.875
savagery	sauvagerie	fear	0.875
rape	râpé	fear	0.870
hell	enfer	fear	0.860
anthrax	anthrax	fear	0.859
explosive	explosif	fear	0.859
warfare	guerre	fear	0.859
paralyzed	paralysé	fear	0.859
molestation	attentat à la pudeur	fear	0.859
homicide	homicide	fear	0.859
barbaric	barbare	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	péril	fear	0.859
demonic	démoniaque	fear	0.859
bloodshed	effusion de sang	fear	0.859
annihilated	annihilé	fear	0.859
attacking	attaquer	fear	0.859
dread	crainte	fear	0.859
slaughterhouse	abattoir	fear	0.859
tragedy	la tragédie	fear	0.859
guillotine	guillotine	fear	0.859
executioner	bourreau	fear	0.859
suffocating	étouffant	fear	0.858
treachery	traîtrise	fear	0.856
fright	la frayeur	fear	0.853
traumatic	traumatique	fear	0.844
afraid	peur	fear	0.844
morgue	morgue	fear	0.844
drown	noyer	fear	0.844
destroying	détruire	fear	0.844
painful	douloureux	fear	0.844
frightened	effrayé	fear	0.844
monster	monstre	fear	0.844
slayer	tueur	fear	0.844
abomination	abomination	fear	0.844
execution	exécution	fear	0.844
scariest	effrayant	fear	0.844
bombardment	bombardement	fear	0.844
vengeance	vengeance	fear	0.844
panicked	paniqué	fear	0.844
frightening	effrayant	fear	0.844
scare	effrayer	fear	0.844
apocalypse	apocalypse	fear	0.844
petrified	pétrifié	fear	0.844
death	décès	fear	0.843
chaos	le chaos	fear	0.839
ghastly	horrible	fear	0.836
evil	mal	fear	0.833
gunmen	hommes armés	fear	0.828
fear	peur	fear	0.828
doom	condamner	fear	0.828
intruder	intrus	fear	0.828
cancer	cancer	fear	0.828
grenade	grenade	fear	0.828
assassination	assassinat	fear	0.828
fatal	fatal	fear	0.828
nightmare	cauchemar	fear	0.828
explode	exploser	fear	0.828
kidnapped	kidnappé	fear	0.828
eradication	éradication	fear	0.828
hellish	atroce	fear	0.828
paralyze	paralyser	fear	0.828
trauma	traumatisme	fear	0.828
doomsday	jour du Jugement dernier	fear	0.828
violently	violemment	fear	0.828
manslaughter	homicide involontaire	fear	0.828
devil	diable	fear	0.828
frighten	effrayer	fear	0.828
brutal	brutal	fear	0.828
morbidity	morbidité	fear	0.820
crippling	paralysant	fear	0.817
savage	sauvage	fear	0.814
crushed	écrasé	fear	0.812
violence	la violence	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	affreux	fear	0.812
suffering	Souffrance	fear	0.812
shooting	tournage	fear	0.812
earthquake	tremblement de terre	fear	0.812
destructive	destructeur	fear	0.812
violent	violent	fear	0.812
poisonous	toxique	fear	0.812
quake	tremblement de terre	fear	0.812
damnation	damnation	fear	0.812
aggressor	agresseur	fear	0.812
imprisoned	détenu	fear	0.811
hurricane	ouragan	fear	0.811
exterminate	exterminer	fear	0.810
fearing	craignant	fear	0.808
hemorrhage	hémorragie	fear	0.807
lethal	mortel	fear	0.806
torment	tourmenter	fear	0.806
venom	venin	fear	0.804
claustrophobia	claustrophobie	fear	0.803
danger	danger	fear	0.802
snakes	serpents	fear	0.802
exorcism	exorcisme	fear	0.800
obliterated	oblitéré	fear	0.800
robbery	vol	fear	0.800
terrifies	terrifie	fear	0.798
cyanide	cyanure	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	cruauté	fear	0.797
monstrosity	monstruosité	fear	0.797
attack	attaque	fear	0.797
extermination	extermination	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	mortalité	fear	0.797
destruction	destruction	fear	0.797
poison	poison	fear	0.797
harmful	nocif	fear	0.797
persecution	persécution	fear	0.797
bombers	bombardiers	fear	0.797
incurable	incurable	fear	0.797
hysteria	hystérie	fear	0.797
dreadfully	terriblement	fear	0.796
arson	incendie volontaire	fear	0.794
devastate	dévaster	fear	0.792
tyrant	tyran	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	périr	fear	0.784
feared	craignait	fear	0.782
maniac	maniaque	fear	0.781
enslaved	esclave	fear	0.781
rampage	déchaînement	fear	0.781
screaming	en hurlant	fear	0.781
venomous	venimeux	fear	0.781
warlike	guerrier	fear	0.781
lifeless	sans vie	fear	0.781
bloody	sanglant	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	serpent	fear	0.776
epidemic	épidémie	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	effacer	fear	0.766
shipwreck	Naufrage	fear	0.766
crisis	crise	fear	0.766
criminal	criminel	fear	0.766
invade	envahir	fear	0.766
riot	émeute	fear	0.766
fearful	craintif	fear	0.766
reprisal	représailles	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	envahisseur	fear	0.766
dangerously	dangereusement	fear	0.766
tumor	tumeur	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	violation	fear	0.766
inferno	enfer	fear	0.766
leprosy	lèpre	fear	0.766
jihad	jihad	fear	0.766
scary	effrayant	fear	0.766
hazardous	dangereux	fear	0.766
detonate	exploser	fear	0.766
claustrophobic	claustrophobe	fear	0.765
hyperventilating	hyperventilation	fear	0.762
nightmares	cauchemars	fear	0.759
ghostly	fantomatique	fear	0.754
destroyed	détruit	fear	0.754
anarchy	anarchie	fear	0.750
panic	panique	fear	0.750
dreadful	horrible	fear	0.750
riotous	séditieux	fear	0.750
dangerous	dangereux	fear	0.750
projectiles	projectiles	fear	0.750
strangle	étrangler	fear	0.750
hurricanes	ouragans	fear	0.750
anarchist	anarchiste	fear	0.750
mortuary	mortuaire	fear	0.750
wrenching	déchirant	fear	0.750
destroyer	destructeur	fear	0.750
tyranny	tyrannie	fear	0.750
ptsd	ptsd	fear	0.750
hazard	danger	fear	0.750
tragedies	tragédies	fear	0.750
slavery	esclavage	fear	0.750
treacherous	perfide	fear	0.750
cholera	choléra	fear	0.750
imprisonment	emprisonnement	fear	0.750
agony	agonie	fear	0.750
obliteration	oblitération	fear	0.750
accident	accident	fear	0.750
fears	craintes	fear	0.750
anaconda	anaconda	fear	0.750
malignancy	malignité	fear	0.742
cannibal	cannibale	fear	0.740
bombard	bombarder	fear	0.740
abominable	abominable	fear	0.738
bomber	bombardier	fear	0.734
diseased	malade	fear	0.734
gun	pistolet	fear	0.734
shoot	tirer	fear	0.734
horrible	horrible	fear	0.734
missile	missile	fear	0.734
crash	crash	fear	0.734
beast	bête	fear	0.734
tyrannical	tyrannique	fear	0.734
paralysis	paralysie	fear	0.734
devilish	diabolique	fear	0.734
mutiny	mutinerie	fear	0.734
misery	misère	fear	0.734
shot	coup	fear	0.734
depraved	dépravé	fear	0.734
gore	sang	fear	0.734
scared	effrayé	fear	0.734
cursed	maudit	fear	0.734
threaten	menacer	fear	0.734
tornado	tornade	fear	0.734
victimized	victimisé	fear	0.734
hostage	otage	fear	0.734
melee	mêlée	fear	0.734
hyperventilate	hyperventilation	fear	0.734
malignant	malin	fear	0.734
dictatorship	dictature	fear	0.734
mafia	mafia	fear	0.734
turmoil	la tourmente	fear	0.733
combat	combat	fear	0.728
alligator	alligator	fear	0.727
ruin	se ruiner	fear	0.725
shooter	tireur	fear	0.722
contagious	contagieux	fear	0.720
miscarriage	fausse couche	fear	0.719
casualty	victime	fear	0.719
fight	bats toi	fear	0.719
mortification	mortification	fear	0.719
crime	la criminalité	fear	0.719
struggle	lutte	fear	0.719
shock	choc	fear	0.719
seizure	saisie	fear	0.719
lynch	lyncher	fear	0.719
starvation	famine	fear	0.719
harm	nuire	fear	0.719
excruciating	atroce	fear	0.719
phobia	phobie	fear	0.719
desperation	désespoir	fear	0.719
devastating	dévastateur	fear	0.719
emergency	urgence	fear	0.719
scream	crier	fear	0.719
havoc	ravage	fear	0.719
injured	blessé	fear	0.719
carnage	carnage	fear	0.717
frantically	frénétiquement	fear	0.717
standoff	impasse	fear	0.716
infestation	infestation	fear	0.716
soscary	si effrayant	fear	0.712
panicking	paniquer	fear	0.708
rupture	rupture	fear	0.706
frantic	frénétique	fear	0.705
horrid	affreux	fear	0.705
aggressive	agressif	fear	0.703
anguish	angoisse	fear	0.703
gash	entaille	fear	0.703
sos	NO TRANSLATION	fear	0.703
terminal	Terminal	fear	0.703
diabolical	diabolique	fear	0.703
sabotage	sabotage	fear	0.703
hatred	haine	fear	0.703
hysterical	hystérique	fear	0.703
psychosis	psychose	fear	0.703
carcinoma	carcinome	fear	0.703
schizophrenia	schizophrénie	fear	0.703
agonizing	angoissant	fear	0.703
wrecked	détruit	fear	0.703
infectious	infectieux	fear	0.703
collapse	effondrer	fear	0.703
grisly	macabre	fear	0.703
prey	proie	fear	0.703
witchcraft	la sorcellerie	fear	0.703
avalanche	avalanche	fear	0.703
neurotic	névrosé	fear	0.703
harrowing	poignant	fear	0.703
fugitive	fugitif	fear	0.703
arsenic	arsenic	fear	0.703
assailant	agresseur	fear	0.703
vendetta	Vendetta	fear	0.703
dreaded	redouté	fear	0.703
upheaval	bouleversement	fear	0.703
armed	armé	fear	0.703
cripple	paralyser	fear	0.703
malevolent	malveillant	fear	0.703
cobra	cobra	fear	0.703
freaked	paniqué	fear	0.703
burial	enterrement	fear	0.703
deranged	dérangé	fear	0.703
plague	peste	fear	0.703
forcibly	de force	fear	0.700
abduction	enlèvement	fear	0.700
crocodile	crocodile	fear	0.700
offender	délinquant	fear	0.698
mayhem	grabuge	fear	0.690
alarm	alarme	fear	0.688
trepidation	inquiétude	fear	0.688
brawl	bagarre	fear	0.688
beastly	bestial	fear	0.688
oppression	oppression	fear	0.688
