word	Afrikaans-af	emotion	emotion-intensity-score
hell	hel	disgust	0.680
dilapidated	vervalle	disgust	0.672
dictatorship	diktatorskap	disgust	0.672
inhuman	onmenslike	disgust	0.672
greasy	vetterige	disgust	0.672
hideous	afskuwelike	disgust	0.672
loathful	walgelijk	disgust	0.672
obscene	onwelvoeglike	disgust	0.672
loathing	weersin	disgust	0.672
cess	ning	disgust	0.670
devil	duiwel	disgust	0.664
heretic	ketter	disgust	0.664
nauseous	naar	disgust	0.664
abominable	gruwelike	disgust	0.664
deformity	misvorming	disgust	0.664
deadly	dodelike	disgust	0.664
swine	varke	disgust	0.664
discrimination	diskriminasie	disgust	0.664
masochism	masochisme	disgust	0.664
poisonous	giftige	disgust	0.656
prejudiced	benadeel	disgust	0.656
bacteria	bakterieë	disgust	0.656
death	dood	disgust	0.656
poison	gif	disgust	0.656
trash	asblik	disgust	0.656
abortion	aborsie	disgust	0.656
corruption	korrupsie	disgust	0.656
victimized	geviktimiseer	disgust	0.656
oppression	onderdrukking	disgust	0.656
goo	goo	disgust	0.656
latrines	latrines	disgust	0.656
horror	gruwel	disgust	0.656
horrible	aaklig	disgust	0.656
nefarious	afstootlike	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	wraaksugtige	disgust	0.648
outhouse	kleinhuisie	disgust	0.648
horrid	aaklige	disgust	0.648
detestation	detestation	disgust	0.648
sludge	slyk	disgust	0.648
ugly	lelike	disgust	0.648
trashy	waardeloos	disgust	0.648
bitch	teef	disgust	0.648
immoral	immoreel	disgust	0.648
malfeasance	misdadiger	disgust	0.641
spew	spuug	disgust	0.641
pimple	puisie	disgust	0.641
indecency	onsedelikheid	disgust	0.641
unsightly	onooglike	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	gemeen	disgust	0.641
cystic	sistiese	disgust	0.641
horrifying	gruwelike	disgust	0.641
derogatory	neerhalende	disgust	0.641
laxative	lakseermiddel	disgust	0.641
criminality	kriminaliteit	disgust	0.641
oppressive	onderdrukkende	disgust	0.633
sinful	sondige	disgust	0.633
bigoted	bevooroordeelde	disgust	0.633
doomsday	doem	disgust	0.633
prostitution	prostitusie	disgust	0.633
ulcer	ulkus	disgust	0.633
secrete	skei	disgust	0.633
perpetrator	oortreder	disgust	0.633
rat	rot	disgust	0.633
queasy	kieskeurig	disgust	0.633
mildew	skimmel	disgust	0.633
dastardly	duistere	disgust	0.625
disgraceful	skande	disgust	0.625
ghastly	woede	disgust	0.625
persecution	vervolging	disgust	0.625
devilish	duiwelse	disgust	0.625
degrading	vernederende	disgust	0.625
obscenity	obsceniteiten	disgust	0.625
fungus	swam	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	vraatsug	disgust	0.625
stools	stoelgange	disgust	0.625
suffering	ly	disgust	0.625
contemptible	veragtelik	disgust	0.625
cuckold	Cuckold	disgust	0.625
bloated	opgeblase	disgust	0.625
aghast	ontsteld	disgust	0.625
betrayal	verraad	disgust	0.617
guillotine	guillotine	disgust	0.617
infect	besmet	disgust	0.617
spoil	bederf	disgust	0.617
tetanus	tetanus	disgust	0.617
fat	vet	disgust	0.617
louse	luis	disgust	0.617
malicious	kwaadwillige	disgust	0.617
polygamy	poligamie	disgust	0.617
crusty	bedonnerde	disgust	0.617
atrocious	gruwelike	disgust	0.617
deceit	bedrog	disgust	0.617
termite	termiet	disgust	0.617
loathe	walglik	disgust	0.617
wench	diensmeisie	disgust	0.617
dying	sterf	disgust	0.617
sickly	sieklike	disgust	0.617
diaper	luier	disgust	0.617
strangle	wurg	disgust	0.617
drool	kwyl	disgust	0.609
slander	laster	disgust	0.609
abhor	afsku	disgust	0.609
venomous	giftige	disgust	0.609
brothel	bordeel	disgust	0.609
ghetto	ghetto	disgust	0.609
violently	geweld	disgust	0.609
hostile	vyandige	disgust	0.609
sabotage	sabotasie	disgust	0.609
deform	vervorm	disgust	0.609
bleeding	bloeding	disgust	0.609
unwashed	ongewaste	disgust	0.602
lunacy	gekheid	disgust	0.602
imprisonment	gevangenisstraf	disgust	0.602
infidel	ongelowige	disgust	0.602
deprivation	ontneming	disgust	0.602
traitor	verraaier	disgust	0.602
ugliness	lelike	disgust	0.602
musty	muwwe	disgust	0.602
illicit	onwettige	disgust	0.602
swampy	moerasagtige	disgust	0.602
poaching	stropery	disgust	0.602
hag	heks	disgust	0.602
butcher	slagter	disgust	0.594
lunatic	kranksinnige	disgust	0.594
venom	gif	disgust	0.594
repelling	afstotende	disgust	0.594
thug	boef	disgust	0.594
misery	ellende	disgust	0.594
toilet	toilet	disgust	0.594
slug	slak	disgust	0.594
catastrophe	katastrofe	disgust	0.594
epidemic	epidemie	disgust	0.594
gut	gut	disgust	0.594
intoxicated	dronk	disgust	0.594
blister	blister	disgust	0.594
deceitful	bedrieglike	disgust	0.594
hostility	vyandigheid	disgust	0.594
queasiness	kieskeurig	disgust	0.594
lurid	guur	disgust	0.594
sinner	sondaar	disgust	0.594
incubus	incubus	disgust	0.586
lavatory	toilet	disgust	0.586
harass	teister	disgust	0.586
unclean	onrein	disgust	0.586
prostitute	prostituut	disgust	0.586
pornography	pornografie	disgust	0.586
dreadful	vreeslike	disgust	0.586
deteriorated	versleg	disgust	0.586
appalling	haglike	disgust	0.586
unfaithful	ontrou	disgust	0.578
rash	uitslag	disgust	0.578
humiliating	vernederende	disgust	0.578
ruinous	vervalle	disgust	0.578
squeamish	preuts	disgust	0.578
offensive	offensief	disgust	0.578
conspirator	samesweerder	disgust	0.578
larceny	diefstal	disgust	0.578
debauchery	losbandigheid	disgust	0.578
mangle	mangel	disgust	0.578
flea	vlooi	disgust	0.578
hypocrite	roekelose	disgust	0.578
retard	retard	disgust	0.578
fiend	monster	disgust	0.578
sick	siek	disgust	0.578
quagmire	moeras	disgust	0.578
expulsion	uitsetting	disgust	0.578
treacherous	verraderlike	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	spit	disgust	0.570
devastating	verwoestende	disgust	0.570
bastard	bliksem	disgust	0.570
messy	slordig	disgust	0.570
flog	slaan	disgust	0.570
egregious	uitmuntend	disgust	0.570
swamp	moeras	disgust	0.570
oppress	onderdruk	disgust	0.570
despise	minag	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	slang	disgust	0.570
snake	slang	disgust	0.562
terrible	verskriklike	disgust	0.562
awful	vreeslike	disgust	0.562
harmful	skadelike	disgust	0.562
insanity	waansin	disgust	0.562
indecent	onsedelike	disgust	0.562
sordid	ongure	disgust	0.562
loo	loo	disgust	0.562
scoundrel	skurk	disgust	0.562
enemy	vyand	disgust	0.562
stealing	steel	disgust	0.562
alcoholism	alkoholisme	disgust	0.562
humiliation	vernedering	disgust	0.562
ruthless	genadelose	disgust	0.562
sloppy	slordig	disgust	0.562
tyrannical	tiranniese	disgust	0.562
harlot	hoer	disgust	0.562
sinning	sonde	disgust	0.562
robbery	roof	disgust	0.555
insufferable	ondraaglike	disgust	0.555
arsenic	arseen	disgust	0.555
bloody	bloedige	disgust	0.555
odious	gehaat	disgust	0.555
ridicule	bespotting	disgust	0.555
atrophy	atrofie	disgust	0.555
beastly	vreeslik	disgust	0.555
collusion	Samespanning	disgust	0.555
distaste	afkeer	disgust	0.555
segregate	skei	disgust	0.555
discriminating	diskriminerende	disgust	0.555
coward	lafaard	disgust	0.555
wickedness	boosheid	disgust	0.555
threatening	dreigende	disgust	0.555
unattractive	onaantreklike	disgust	0.555
slayer	'n doodslag begaan	disgust	0.555
flabby	pap	disgust	0.555
varicella	varicella	disgust	0.555
miserable	miserabel	disgust	0.547
sty	hok	disgust	0.547
ogre	monster	disgust	0.547
coercion	dwang	disgust	0.547
thief	dief	disgust	0.547
slur	klad	disgust	0.547
suffocating	versmoor	disgust	0.547
anathema	anathema	disgust	0.547
purgatory	vagevuur	disgust	0.547
malevolent	kwaadwillig	disgust	0.547
bitterly	bitterlik	disgust	0.547
burglar	inbreker	disgust	0.547
attacking	aanval	disgust	0.547
vesicular	vesikulêre	disgust	0.547
condemnation	veroordeling	disgust	0.547
pillage	roof	disgust	0.547
deleterious	nadelige	disgust	0.547
thrash	thrash	disgust	0.539
repellant	afweerder	disgust	0.539
repudiation	verwerping	disgust	0.539
infidelity	ontrouheid	disgust	0.539
liar	leuenaar	disgust	0.539
fatty	vetterige	disgust	0.539
gob	Gob	disgust	0.539
sneer	ginnegappen	disgust	0.539
drunken	dronk	disgust	0.539
disgrace	skande	disgust	0.539
shame	skande	disgust	0.539
jealous	jaloers	disgust	0.539
imprisoned	gevange	disgust	0.539
pig	vark	disgust	0.539
greedy	gulsige	disgust	0.539
sloth	luiheid	disgust	0.539
lethal	dodelike	disgust	0.536
burnt	verbrand	disgust	0.531
aberration	afwyking	disgust	0.531
condescension	genadig	disgust	0.531
hydrocephalus	hidrokefalie	disgust	0.531
hanging	hang	disgust	0.531
destructive	vernietigende	disgust	0.531
smuggler	smokkelaar	disgust	0.531
intolerant	onverdraagsaam	disgust	0.531
travesty	bespotting	disgust	0.531
intrusive	indringende	disgust	0.531
ruined	verwoes	disgust	0.531
withered	verdorde	disgust	0.531
disintegrate	disintegreer	disgust	0.531
brawl	geraas	disgust	0.531
blemish	gebrek	disgust	0.531
neurotic	neurotiese	disgust	0.531
blasphemous	lasterlike	disgust	0.531
lying	lê	disgust	0.531
painful	pynlike	disgust	0.531
avarice	gierigheid	disgust	0.523
disgraced	skande	disgust	0.523
mistress	minnares	disgust	0.523
disparaging	neerhalende	disgust	0.523
rubbish	rommel	disgust	0.523
derogation	uitsondering	disgust	0.523
accusation	beskuldiging	disgust	0.523
intolerance	onverdraagsaamheid	disgust	0.523
incarceration	opsluiting	disgust	0.523
blighted	verwoes	disgust	0.523
sump	vergaarbak	disgust	0.516
deplorable	betreurenswaardig	disgust	0.516
daemon	daemon	disgust	0.516
cringe	vleien	disgust	0.516
degrade	verneder	disgust	0.516
gutter	geut	disgust	0.516
rob	beroof	disgust	0.516
grim	woede	disgust	0.516
defraud	bedrieg	disgust	0.516
tortious	onrechtmatig	disgust	0.516
eradication	uitwissing	disgust	0.516
stink	stink	disgust	0.516
convict	gevangene	disgust	0.516
dishonor	oneer	disgust	0.516
vulture	aasvoël	disgust	0.516
remains	oorblyfsels	disgust	0.516
mite	mite	disgust	0.516
betray	verraai	disgust	0.516
sham	skyn	disgust	0.509
endemic	endemiese	disgust	0.508
bombed	gebombardeer	disgust	0.508
distress	nood	disgust	0.508
pest	plaag	disgust	0.508
incurable	ongeneeslike	disgust	0.508
worthless	waardeloos	disgust	0.508
rejection	verwerping	disgust	0.508
distasteful	onsmaaklik	disgust	0.508
schizophrenia	skisofrenie	disgust	0.508
belittle	verkleineer	disgust	0.508
smelling	ruik	disgust	0.508
cheat	oneerlik	disgust	0.508
blob	blob	disgust	0.508
prisoner	gevangene	disgust	0.508
idiocy	idioot	disgust	0.508
delirium	delirium	disgust	0.508
disaster	ramp	disgust	0.508
crude	ru	disgust	0.508
resentment	wrok	disgust	0.508
dreadfully	vreeslik	disgust	0.508
glut	oorvloed	disgust	0.508
polemic	polemiek	disgust	0.500
derision	bespotting	disgust	0.500
idolatry	afgodery	disgust	0.500
taboo	taboe	disgust	0.500
screaming	skree	disgust	0.500
banish	verban	disgust	0.500
dirt	vuil	disgust	0.500
goblin	Kabouter	disgust	0.500
shackle	boei	disgust	0.500
bribery	omkopery	disgust	0.500
flagrant	flagrante	disgust	0.500
jealousy	jaloesie	disgust	0.500
impurity	onreinheid	disgust	0.500
theft	diefstal	disgust	0.500
bitterness	bitterheid	disgust	0.500
offense	oortreding	disgust	0.500
impeach	twyfel trek	disgust	0.500
blight	roes	disgust	0.500
duress	dwang	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	gierigheid	disgust	0.500
tirade	tirade	disgust	0.500
squirm	wriggelen	disgust	0.492
robber	rower	disgust	0.492
ill	siek	disgust	0.492
unconscionable	gewetenloos	disgust	0.492
recession	resessie	disgust	0.492
gorge	kloof	disgust	0.492
wreck	wrak	disgust	0.492
malign	skadelike	disgust	0.492
boil	kook	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	idioot	disgust	0.492
disreputable	berug	disgust	0.492
wasteful	verkwistende	disgust	0.484
affliction	ellende	disgust	0.484
stain	vlek	disgust	0.484
contempt	minagting	disgust	0.484
nappy	doek	disgust	0.484
mutiny	muitery	disgust	0.484
occult	okkulte	disgust	0.484
tramp	boemelaar	disgust	0.484
unbearable	ondraaglik	disgust	0.484
offender	oortreder	disgust	0.484
servile	beroepswerk	disgust	0.484
contraband	smokkel	disgust	0.484
raging	woed	disgust	0.484
snarl	warboel	disgust	0.484
mad	mal	disgust	0.484
subjugation	onderwerping	disgust	0.484
possessed	besit	disgust	0.484
animosity	vyandigheid	disgust	0.484
aversation	aversation	disgust	0.484
defamation	laster	disgust	0.484
disrespectful	minagtende	disgust	0.484
mess	gemors	disgust	0.484
nepotism	nepotisme	disgust	0.484
inexcusable	onverskoonbaar	disgust	0.484
pathetic	pateties	disgust	0.477
unpleasant	onaangename	disgust	0.477
suppression	onderdrukking	disgust	0.477
mockery	bespotting	disgust	0.477
palsy	gestremdheid	disgust	0.477
criminal	kriminele	disgust	0.477
illegality	onwettigheid	disgust	0.477
uncaring	ongevoelig	disgust	0.477
antagonistic	antagonistiese	disgust	0.477
immorality	onsedelikheid	disgust	0.477
dismal	somber	disgust	0.477
angry	kwaad	disgust	0.469
repellent	afweermiddel	disgust	0.469
cough	Hoes	disgust	0.469
arrogant	arrogant	disgust	0.469
grating	traliewerk	disgust	0.469
aggravation	struikelblok	disgust	0.469
livid	woedend	disgust	0.469
banishment	verbanning	disgust	0.469
shoddy	shoddy	disgust	0.469
banshee	Banshee	disgust	0.469
poverty	armoede	disgust	0.469
wallow	neerslaan	disgust	0.469
outrage	verontwaardiging	disgust	0.469
mocking	spottende	disgust	0.469
furious	woedend	disgust	0.469
perspiration	sweet	disgust	0.469
prick	prik	disgust	0.461
recklessness	roekeloosheid	disgust	0.461
distorted	verwring	disgust	0.461
fraudulent	bedrieglike	disgust	0.461
spider	spinnekop	disgust	0.461
quack	kwak	disgust	0.461
perdition	verderf	disgust	0.461
muddy	modderige	disgust	0.461
spurious	onwaar	disgust	0.461
insulting	beledigende	disgust	0.461
scar	litteken	disgust	0.461
deceive	mislei	disgust	0.461
unjustifiable	onregverdigbare	disgust	0.461
fool	flous	disgust	0.461
deplore	betreur	disgust	0.461
plunder	buit	disgust	0.461
aphid	plantluis	disgust	0.453
bane	vloek	disgust	0.453
indignation	verontwaardiging	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	selfsugtig	disgust	0.453
disparage	afkraak	disgust	0.453
cur	cur	disgust	0.453
dishonest	oneerlik	disgust	0.453
stigma	stigma	disgust	0.453
eschew	vermy	disgust	0.453
antipathy	weersin	disgust	0.453
alienate	vervreem	disgust	0.453
disingenuous	oneerlik	disgust	0.453
elimination	uitskakeling	disgust	0.453
unthinkable	ondenkbaar	disgust	0.453
wasted	vermors	disgust	0.445
recalcitrant	weerspannige	disgust	0.445
iniquity	ongeregtigheid	disgust	0.445
mosquito	muskiet	disgust	0.445
caries	cariës	disgust	0.445
bankruptcy	bankrotskap	disgust	0.445
egotistical	selfsugtig	disgust	0.445
piles	hope	disgust	0.445
smell	reuk	disgust	0.445
vacuous	nutteloos	disgust	0.445
despair	wanhoop	disgust	0.445
opium	opium	disgust	0.445
garish	kakelbont	disgust	0.445
lie	leuen	disgust	0.445
pious	vroom	disgust	0.445
aversion	weersin	disgust	0.438
sticky	taai	disgust	0.438
scream	skree	disgust	0.438
alien	uitheemse	disgust	0.438
shun	Shun	disgust	0.438
abnormal	abnormale	disgust	0.438
ashamed	skaam	disgust	0.438
inmate	gevangene	disgust	0.438
abject	volslae	disgust	0.438
hog	hog	disgust	0.438
hopelessness	hopeloosheid	disgust	0.438
homeless	haweloses	disgust	0.438
obnoxious	onaangenaam	disgust	0.438
curse	vloek	disgust	0.430
creature	wese	disgust	0.430
cursing	vloek	disgust	0.430
illegal	onwettige	disgust	0.430
lusty	ferm	disgust	0.430
shameless	skaamtelose	disgust	0.430
debris	puin	disgust	0.430
defiance	tarting	disgust	0.430
pall	sluier	disgust	0.430
falsity	valsheid	disgust	0.430
reflux	reflux	disgust	0.430
incredulous	ongelowige	disgust	0.430
adverse	ongunstige	disgust	0.430
trickery	bedrieëry	disgust	0.430
callous	gevoellose	disgust	0.430
separatist	separatiste	disgust	0.430
undesirable	ongewenste	disgust	0.430
denounce	veroordeel	disgust	0.430
witch	heks	disgust	0.430
bum	boude	disgust	0.422
bovine	bees	disgust	0.422
denunciation	veroordeling	disgust	0.422
untidy	slordig	disgust	0.422
impure	onsuiwer	disgust	0.422
mistrust	wantroue	disgust	0.422
tarnish	ontluistering	disgust	0.422
ferocious	kwaai	disgust	0.422
gush	stroom	disgust	0.422
infantile	infantiele	disgust	0.422
ammonia	ammoniak	disgust	0.422
offend	aanstoot	disgust	0.422
idiotic	idiotiese	disgust	0.422
hypertrophy	hipertrofie	disgust	0.422
nicotine	nikotien	disgust	0.422
tasteless	smaaklose	disgust	0.422
pompous	luisterryk	disgust	0.422
socialist	sosialistiese	disgust	0.422
delinquent	misdadige	disgust	0.422
swarm	swerm	disgust	0.422
contentious	omstrede	disgust	0.422
carelessness	nalatigheid	disgust	0.422
hairy	harige	disgust	0.422
wasting	mors	disgust	0.422
slush	omkoopgeld	disgust	0.422
affront	belediging	disgust	0.422
collapse	inval	disgust	0.422
badness	sleg	disgust	0.422
dishonesty	oneerlikheid	disgust	0.414
vegetative	vegetatiewe	disgust	0.414
displacency	displacency	disgust	0.414
unfavorable	ongunstige	disgust	0.414
disobey	gehoorsaam	disgust	0.414
sour	suur	disgust	0.414
socialism	sosialisme	disgust	0.414
murky	donker	disgust	0.414
neglected	verwaarloos	disgust	0.414
drivel	snert	disgust	0.414
vampire	vampier	disgust	0.414
litigious	hofwerk	disgust	0.414
illegitimate	buite-egtelike	disgust	0.414
disgruntled	ontevrede	disgust	0.406
ignorant	onkundig	disgust	0.406
outcast	uitgeworpene	disgust	0.406
unkind	onvriendelike	disgust	0.406
repel	stoot	disgust	0.406
displeasure	misnoeë	disgust	0.406
phony	valse	disgust	0.406
shoplifting	winkeldiefstal	disgust	0.406
dislike	afkeer	disgust	0.406
unlawful	onregmatige	disgust	0.406
bogus	bogus	disgust	0.406
discontinuity	diskontinuïteit	disgust	0.406
recidivism	herhaling	disgust	0.406
ungrateful	ondankbare	disgust	0.406
wrongdoing	oortreding	disgust	0.406
falsify	vervals	disgust	0.406
prosecution	vervolging	disgust	0.406
failure	mislukking	disgust	0.398
loon	loon	disgust	0.398
lick	lek	disgust	0.398
subvert	ondermyn	disgust	0.398
