word	Macedonian-mk	emotion	emotion-intensity-score
terrifying	застрашувачки	fear	0.906
devastation	уништување	fear	0.906
holocaust	холокауст	fear	0.906
horrors	ужаси	fear	0.906
killing	убиство	fear	0.906
demon	демонот	fear	0.906
terrified	преплашени	fear	0.906
suicidal	самоубиство	fear	0.898
kidnap	киднапирање	fear	0.891
slaughter	колење	fear	0.891
assault	напад	fear	0.891
crucifixion	распнување	fear	0.891
doomed	осудени на пропаст	fear	0.888
poisoned	отруен	fear	0.886
suicide	самоубиство	fear	0.879
explosion	експлозија	fear	0.879
dismemberment	расчленување	fear	0.875
slaughtering	колење	fear	0.875
disastrous	катастрофално	fear	0.875
deadly	смртоносна	fear	0.875
annihilation	аннигилација	fear	0.875
disaster	катастрофа	fear	0.875
threatening	заканувачки	fear	0.875
suffocation	задушување	fear	0.875
assassin	атентатор	fear	0.875
savagery	дивјаштво	fear	0.875
rape	силување	fear	0.870
hell	пекол	fear	0.860
anthrax	антракс	fear	0.859
explosive	експлозивни	fear	0.859
warfare	војување	fear	0.859
paralyzed	парализиран	fear	0.859
molestation	малтретирање	fear	0.859
homicide	убиство	fear	0.859
barbaric	варварски	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	опасност	fear	0.859
demonic	демонски	fear	0.859
bloodshed	крвопролевање	fear	0.859
annihilated	уништен	fear	0.859
attacking	напад	fear	0.859
dread	страв	fear	0.859
slaughterhouse	кланица	fear	0.859
tragedy	трагедија	fear	0.859
guillotine	гилотина	fear	0.859
executioner	џелард	fear	0.859
suffocating	задушувачки	fear	0.858
treachery	предавство	fear	0.856
fright	страв	fear	0.853
traumatic	трауматски	fear	0.844
afraid	се плаши	fear	0.844
morgue	мртовечницата	fear	0.844
drown	се удави	fear	0.844
destroying	уништување	fear	0.844
painful	болно	fear	0.844
frightened	исплашен	fear	0.844
monster	чудовиште	fear	0.844
slayer	убиец	fear	0.844
abomination	мерзост	fear	0.844
execution	извршување	fear	0.844
scariest	најстрашен	fear	0.844
bombardment	бомбардирање	fear	0.844
vengeance	одмазда	fear	0.844
panicked	паника	fear	0.844
frightening	застрашувачки	fear	0.844
scare	плашиш	fear	0.844
apocalypse	апокалипса	fear	0.844
petrified	скаменети	fear	0.844
death	смрт	fear	0.843
chaos	хаос	fear	0.839
ghastly	ужасно	fear	0.836
evil	зло	fear	0.833
gunmen	вооружени лица	fear	0.828
fear	страв	fear	0.828
doom	несреќа	fear	0.828
intruder	натрапник	fear	0.828
cancer	рак	fear	0.828
grenade	граната	fear	0.828
assassination	атентат	fear	0.828
fatal	фатално	fear	0.828
nightmare	кошмар	fear	0.828
explode	експлодираат	fear	0.828
kidnapped	киднапиран	fear	0.828
eradication	искоренување	fear	0.828
hellish	пеколен	fear	0.828
paralyze	парализира	fear	0.828
trauma	траума	fear	0.828
doomsday	судниот ден	fear	0.828
violently	насилно	fear	0.828
manslaughter	убиство без насилство	fear	0.828
devil	ѓавол	fear	0.828
frighten	исплашат	fear	0.828
brutal	брутално	fear	0.828
morbidity	морбидитет	fear	0.820
crippling	осакатеност	fear	0.817
savage	дивјак	fear	0.814
crushed	смачкана	fear	0.812
violence	насилство	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	страшно	fear	0.812
suffering	страдање	fear	0.812
shooting	снимање	fear	0.812
earthquake	земјотрес	fear	0.812
destructive	деструктивни	fear	0.812
violent	насилни	fear	0.812
poisonous	отровен	fear	0.812
quake	земјотресот	fear	0.812
damnation	проклетство	fear	0.812
aggressor	агресор	fear	0.812
imprisoned	затворен	fear	0.811
hurricane	ураган	fear	0.811
exterminate	истребувајте	fear	0.810
fearing	страв	fear	0.808
hemorrhage	хеморагија	fear	0.807
lethal	смртоносна	fear	0.806
torment	маки	fear	0.806
venom	отров	fear	0.804
claustrophobia	клаустрофобија	fear	0.803
danger	опасност	fear	0.802
snakes	змии	fear	0.802
exorcism	егзорцизам	fear	0.800
obliterated	избришани	fear	0.800
robbery	кражба	fear	0.800
terrifies	страши	fear	0.798
cyanide	цијанид	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	суровост	fear	0.797
monstrosity	монструозност	fear	0.797
attack	напад	fear	0.797
extermination	истребување	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	смртност	fear	0.797
destruction	уништување	fear	0.797
poison	отров	fear	0.797
harmful	штетно	fear	0.797
persecution	прогон	fear	0.797
bombers	бомбардери	fear	0.797
incurable	неизлечива	fear	0.797
hysteria	хистерија	fear	0.797
dreadfully	страшно	fear	0.796
arson	подметнување пожар	fear	0.794
devastate	уништи	fear	0.792
tyrant	тиранин	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	загине	fear	0.784
feared	стравуваа	fear	0.782
maniac	манијак	fear	0.781
enslaved	поробена	fear	0.781
rampage	дивеење	fear	0.781
screaming	вреска	fear	0.781
venomous	отровно	fear	0.781
warlike	воинствен	fear	0.781
lifeless	безживотно	fear	0.781
bloody	крвав	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	змија	fear	0.776
epidemic	епидемија	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	Бришење	fear	0.766
shipwreck	бродолом	fear	0.766
crisis	криза	fear	0.766
criminal	криминалец	fear	0.766
invade	нападне	fear	0.766
riot	немири	fear	0.766
fearful	страшно	fear	0.766
reprisal	одмазда	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	напаѓач	fear	0.766
dangerously	опасно	fear	0.766
tumor	тумор	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	повреда	fear	0.766
inferno	пекол	fear	0.766
leprosy	лепра	fear	0.766
jihad	џихад	fear	0.766
scary	страшно	fear	0.766
hazardous	опасни	fear	0.766
detonate	детонира	fear	0.766
claustrophobic	клаустрофобичен	fear	0.765
hyperventilating	хипервентилирачки	fear	0.762
nightmares	кошмари	fear	0.759
ghostly	сенишен	fear	0.754
destroyed	уништени	fear	0.754
anarchy	анархија	fear	0.750
panic	паника	fear	0.750
dreadful	страшна	fear	0.750
riotous	немири	fear	0.750
dangerous	опасно	fear	0.750
projectiles	проектили	fear	0.750
strangle	задуши	fear	0.750
hurricanes	урагани	fear	0.750
anarchist	анархист	fear	0.750
mortuary	мртовечница	fear	0.750
wrenching	болен	fear	0.750
destroyer	уништувач	fear	0.750
tyranny	тиранија	fear	0.750
ptsd	ptsd	fear	0.750
hazard	опасност	fear	0.750
tragedies	трагедии	fear	0.750
slavery	ропство	fear	0.750
treacherous	предавничка	fear	0.750
cholera	колера	fear	0.750
imprisonment	затвор	fear	0.750
agony	агонија	fear	0.750
obliteration	облитерација	fear	0.750
accident	несреќа	fear	0.750
fears	стравови	fear	0.750
anaconda	anaconda	fear	0.750
malignancy	малигнитет	fear	0.742
cannibal	канибал	fear	0.740
bombard	бомбардирам	fear	0.740
abominable	одвратни	fear	0.738
bomber	бомбаш	fear	0.734
diseased	болен	fear	0.734
gun	пиштол	fear	0.734
shoot	пука	fear	0.734
horrible	ужасно	fear	0.734
missile	проектили	fear	0.734
crash	несреќа	fear	0.734
beast	ѕвер	fear	0.734
tyrannical	тирански	fear	0.734
paralysis	парализа	fear	0.734
devilish	ѓаволски	fear	0.734
mutiny	бунт	fear	0.734
misery	мизерија	fear	0.734
shot	shot	fear	0.734
depraved	расипани	fear	0.734
gore	гор	fear	0.734
scared	исплашени	fear	0.734
cursed	проколнати	fear	0.734
threaten	се закануваат	fear	0.734
tornado	торнадо	fear	0.734
victimized	жртва	fear	0.734
hostage	заложник	fear	0.734
melee	меле	fear	0.734
hyperventilate	хипервентилат	fear	0.734
malignant	малигни	fear	0.734
dictatorship	диктатура	fear	0.734
mafia	мафија	fear	0.734
turmoil	превирања	fear	0.733
combat	борба	fear	0.728
alligator	алигатор	fear	0.727
ruin	уништи	fear	0.725
shooter	стрелец	fear	0.722
contagious	заразно	fear	0.720
miscarriage	спонтан абортус	fear	0.719
casualty	жртва	fear	0.719
fight	борба	fear	0.719
mortification	мотивирање	fear	0.719
crime	криминал	fear	0.719
struggle	борба	fear	0.719
shock	шок	fear	0.719
seizure	заплена	fear	0.719
lynch	Линч	fear	0.719
starvation	глад	fear	0.719
harm	штета	fear	0.719
excruciating	ужасно	fear	0.719
phobia	фобија	fear	0.719
desperation	очај	fear	0.719
devastating	катастрофални	fear	0.719
emergency	итен случај	fear	0.719
scream	крик	fear	0.719
havoc	хаос	fear	0.719
injured	повреден	fear	0.719
carnage	масакр	fear	0.717
frantically	френетично	fear	0.717
standoff	ќор-сокак	fear	0.716
infestation	наезда	fear	0.716
soscary	сокак	fear	0.712
panicking	панично	fear	0.708
rupture	руптура	fear	0.706
frantic	избезумено	fear	0.705
horrid	грозни	fear	0.705
aggressive	агресивен	fear	0.703
anguish	болка	fear	0.703
gash	гас	fear	0.703
sos	NO TRANSLATION	fear	0.703
terminal	терминал	fear	0.703
diabolical	ѓаволски	fear	0.703
sabotage	саботажа	fear	0.703
hatred	омраза	fear	0.703
hysterical	хистерична	fear	0.703
psychosis	психоза	fear	0.703
carcinoma	карцином	fear	0.703
schizophrenia	шизофренија	fear	0.703
agonizing	агонизирачки	fear	0.703
wrecked	уништен	fear	0.703
infectious	заразен	fear	0.703
collapse	колапс	fear	0.703
grisly	грозно	fear	0.703
prey	плен	fear	0.703
witchcraft	вештерство	fear	0.703
avalanche	лавина	fear	0.703
neurotic	невротичен	fear	0.703
harrowing	ужасни	fear	0.703
fugitive	бегалец	fear	0.703
arsenic	арсен	fear	0.703
assailant	напаѓач	fear	0.703
vendetta	одмазда	fear	0.703
dreaded	страшен	fear	0.703
upheaval	пресврт	fear	0.703
armed	вооружени	fear	0.703
cripple	осакатена	fear	0.703
malevolent	злонамерни	fear	0.703
cobra	кобра	fear	0.703
freaked	преплашени	fear	0.703
burial	погреб	fear	0.703
deranged	пореметени	fear	0.703
plague	чума	fear	0.703
forcibly	насилно	fear	0.700
abduction	киднапирање	fear	0.700
crocodile	крокодил	fear	0.700
offender	сторителот	fear	0.698
mayhem	осакатување	fear	0.690
alarm	аларм	fear	0.688
trepidation	нервоза	fear	0.688
brawl	тепачка	fear	0.688
beastly	тивко	fear	0.688
oppression	угнетување	fear	0.688
guerilla	NO TRANSLATION	fear	0.688
socialanxiety	NO TRANSLATION	fear	0.688
hopeless	безнадежен	fear	0.688
leukemia	леукемија	fear	0.688
agoraphobia	агорафобија	fear	0.688
endanger	загрози	fear	0.688
cadaver	кадавер	fear	0.688
hurt	боли	fear	0.688
paranoid	параноичен	fear	0.688
disease	болест	fear	0.688
contagion	зараза	fear	0.688
cyclone	циклон	fear	0.688
blast	експлозија	fear	0.688
hostile	непријателски	fear	0.688
shrapnel	шрапнел	fear	0.688
rabid	бесни	fear	0.688
wounding	рани	fear	0.688
ambush	заседа	fear	0.688
gory	Крвав	fear	0.688
radiation	радијација	fear	0.688
banish	прогони	fear	0.688
anarchism	анархизам	fear	0.688
gallows	бесилка	fear	0.686
coffin	ковчегот	fear	0.684
madness	лудило	fear	0.675
spook	преплаши	fear	0.673
fury	бес	fear	0.672
grim	мрачни	fear	0.672
trembling	трепет	fear	0.672
gang	банда	fear	0.672
scarier	страшно	fear	0.672
viper	Viper	fear	0.672
sinister	злобна	fear	0.672
