word	Swedish-sv	emotion	emotion-intensity-score
dictatorship	diktatur	disgust	0.672
inhuman	omänsklig	disgust	0.672
greasy	oljig	disgust	0.672
hideous	otäck	disgust	0.672
loathful	VÄMJELIG	disgust	0.672
obscene	obscen	disgust	0.672
loathing	avsky	disgust	0.672
cess	cess	disgust	0.670
devil	jäkel	disgust	0.664
heretic	kättare	disgust	0.664
nauseous	äcklig	disgust	0.664
abominable	avskyvärd	disgust	0.664
deformity	deformitet	disgust	0.664
deadly	dödligt	disgust	0.664
swine	svin	disgust	0.664
discrimination	diskriminering	disgust	0.664
masochism	masochism	disgust	0.664
poisonous	giftig	disgust	0.656
prejudiced	fördomsfull	disgust	0.656
bacteria	bakterie	disgust	0.656
death	död	disgust	0.656
poison	förgifta	disgust	0.656
trash	skräp	disgust	0.656
abortion	abort	disgust	0.656
corruption	korruption	disgust	0.656
victimized	offer	disgust	0.656
oppression	förtryck	disgust	0.656
goo	gegga	disgust	0.656
latrines	latriner	disgust	0.656
horror	Skräck	disgust	0.656
horrible	fruktansvärd	disgust	0.656
nefarious	skändlig	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	vindictive	disgust	0.648
outhouse	uthus	disgust	0.648
horrid	otäck	disgust	0.648
detestation	avsky	disgust	0.648
sludge	slam	disgust	0.648
ugly	ful	disgust	0.648
trashy	trashy	disgust	0.648
bitch	tik	disgust	0.648
immoral	omoralisk	disgust	0.648
malfeasance	ämbetsbrott	disgust	0.641
spew	spy	disgust	0.641
pimple	finne	disgust	0.641
indecency	oanständighet	disgust	0.641
unsightly	ful	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	skurkaktig	disgust	0.641
cystic	cystisk	disgust	0.641
horrifying	skräckinjagande	disgust	0.641
derogatory	nedsättande	disgust	0.641
laxative	laxativ	disgust	0.641
criminality	brottslighet	disgust	0.641
oppressive	förtryckande	disgust	0.633
sinful	syndig	disgust	0.633
bigoted	bigott	disgust	0.633
doomsday	domedag	disgust	0.633
prostitution	prostitution	disgust	0.633
ulcer	ulcus	disgust	0.633
secrete	utsöndra	disgust	0.633
perpetrator	förövare	disgust	0.633
rat	råtta	disgust	0.633
queasy	obehaglig	disgust	0.633
mildew	mögel	disgust	0.633
dastardly	usel	disgust	0.625
disgraceful	vanhedrande	disgust	0.625
ghastly	ghastly	disgust	0.625
persecution	förföljelse	disgust	0.625
devilish	djävulsk	disgust	0.625
degrading	nedbrytande	disgust	0.625
obscenity	obscenitet	disgust	0.625
fungus	svamp	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	frosseri	disgust	0.625
stools	avföring	disgust	0.625
suffering	lidande	disgust	0.625
contemptible	föraktlig	disgust	0.625
cuckold	hanrej	disgust	0.625
bloated	uppsvälld	disgust	0.625
aghast	bestört	disgust	0.625
betrayal	svek	disgust	0.617
guillotine	giljotin	disgust	0.617
infect	infektera	disgust	0.617
spoil	skämma bort	disgust	0.617
tetanus	stelkramp	disgust	0.617
fat	fett	disgust	0.617
louse	lus	disgust	0.617
malicious	illvillig	disgust	0.617
polygamy	polygami	disgust	0.617
crusty	vresig	disgust	0.617
atrocious	avskyvärda	disgust	0.617
deceit	svek	disgust	0.617
termite	termit	disgust	0.617
loathe	avsky	disgust	0.617
wench	jänta	disgust	0.617
dying	döende	disgust	0.617
sickly	sjuklig	disgust	0.617
diaper	blöja	disgust	0.617
strangle	strypa	disgust	0.617
drool	dregla	disgust	0.609
slander	förtal	disgust	0.609
abhor	avsky	disgust	0.609
venomous	giftig	disgust	0.609
brothel	bordell	disgust	0.609
ghetto	getto	disgust	0.609
violently	våldsamt	disgust	0.609
hostile	fientlig	disgust	0.609
sabotage	sabotage	disgust	0.609
deform	deformera	disgust	0.609
bleeding	blödning	disgust	0.609
unwashed	otvättad	disgust	0.602
lunacy	vansinne	disgust	0.602
imprisonment	fängelse	disgust	0.602
infidel	otrogen	disgust	0.602
deprivation	berövande	disgust	0.602
traitor	förrädare	disgust	0.602
ugliness	fulhet	disgust	0.602
musty	unken	disgust	0.602
illicit	olaglig	disgust	0.602
swampy	sumpig	disgust	0.602
poaching	tjuvjakt	disgust	0.602
hag	hagga	disgust	0.602
butcher	slaktare	disgust	0.594
lunatic	galning	disgust	0.594
venom	gift	disgust	0.594
repelling	repellerande	disgust	0.594
thug	gangster	disgust	0.594
misery	elände	disgust	0.594
toilet	toalett	disgust	0.594
slug	snigel	disgust	0.594
catastrophe	katastrof	disgust	0.594
epidemic	epidemi	disgust	0.594
gut	mage	disgust	0.594
intoxicated	berusade	disgust	0.594
blister	blåsa	disgust	0.594
deceitful	bedräglig	disgust	0.594
hostility	fientlighet	disgust	0.594
queasiness	kväljningar	disgust	0.594
lurid	spöklik	disgust	0.594
sinner	syndare	disgust	0.594
incubus	mara	disgust	0.586
lavatory	toalett	disgust	0.586
harass	plåga	disgust	0.586
unclean	oren	disgust	0.586
prostitute	prostituerad	disgust	0.586
pornography	pornografi	disgust	0.586
dreadful	hemsk	disgust	0.586
deteriorated	försämrats	disgust	0.586
appalling	skrämmande	disgust	0.586
unfaithful	otrogen	disgust	0.578
rash	utslag	disgust	0.578
humiliating	förnedrande	disgust	0.578
ruinous	ödeläggande	disgust	0.578
squeamish	kinkig	disgust	0.578
offensive	offensiv	disgust	0.578
conspirator	konspiratör	disgust	0.578
larceny	stöld	disgust	0.578
debauchery	utsvävningar	disgust	0.578
mangle	NO TRANSLATION	disgust	0.578
flea	loppa	disgust	0.578
hypocrite	hycklare	disgust	0.578
retard	hämma	disgust	0.578
fiend	djävul	disgust	0.578
sick	sjuk	disgust	0.578
quagmire	gungfly	disgust	0.578
expulsion	uteslutning	disgust	0.578
treacherous	förrädisk	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	spotta	disgust	0.570
devastating	förödande	disgust	0.570
bastard	bastard	disgust	0.570
messy	rörig	disgust	0.570
flog	prygla	disgust	0.570
egregious	oerhörd	disgust	0.570
swamp	träsk	disgust	0.570
oppress	förtrycka	disgust	0.570
despise	förakta	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	orm	disgust	0.570
snake	orm	disgust	0.562
terrible	fruktansvärd	disgust	0.562
awful	förfärlig	disgust	0.562
harmful	skadlig	disgust	0.562
insanity	vansinne	disgust	0.562
indecent	oanständig	disgust	0.562
sordid	smutsig	disgust	0.562
loo	toa	disgust	0.562
scoundrel	skurk	disgust	0.562
enemy	fiende	disgust	0.562
stealing	stjäla	disgust	0.562
alcoholism	alkoholism	disgust	0.562
humiliation	förnedring	disgust	0.562
ruthless	hänsynslös	disgust	0.562
sloppy	slarvig	disgust	0.562
tyrannical	tyrannisk	disgust	0.562
harlot	sköka	disgust	0.562
sinning	sinning	disgust	0.562
robbery	rån	disgust	0.555
insufferable	olidlig	disgust	0.555
arsenic	arsenik	disgust	0.555
bloody	blodig	disgust	0.555
odious	motbjudande	disgust	0.555
ridicule	förlöjliga	disgust	0.555
atrophy	atrofi	disgust	0.555
beastly	djurisk	disgust	0.555
collusion	maskopi	disgust	0.555
distaste	avsmak	disgust	0.555
segregate	segregera	disgust	0.555
discriminating	särskiljande	disgust	0.555
coward	feg	disgust	0.555
wickedness	ondska	disgust	0.555
threatening	hotfull	disgust	0.555
unattractive	oattraktiv	disgust	0.555
slayer	baneman	disgust	0.555
flabby	slapp	disgust	0.555
varicella	vattkoppor	disgust	0.555
miserable	eländig	disgust	0.547
sty	vagel	disgust	0.547
ogre	troll	disgust	0.547
coercion	tvång	disgust	0.547
thief	tjuv	disgust	0.547
slur	sluddra	disgust	0.547
suffocating	kvävande	disgust	0.547
anathema	förbannelse	disgust	0.547
purgatory	skärseld	disgust	0.547
malevolent	illvillig	disgust	0.547
bitterly	bittert	disgust	0.547
burglar	rånare	disgust	0.547
attacking	attackera	disgust	0.547
vesicular	vesikulär	disgust	0.547
condemnation	fördömelse	disgust	0.547
pillage	plundring	disgust	0.547
deleterious	skadlig	disgust	0.547
thrash	tröska	disgust	0.539
repellant	repellerande	disgust	0.539
repudiation	förkastande	disgust	0.539
infidelity	otrohet	disgust	0.539
liar	lögnare	disgust	0.539
fatty	fet	disgust	0.539
gob	gob	disgust	0.539
sneer	håna	disgust	0.539
drunken	berusad	disgust	0.539
disgrace	skam	disgust	0.539
shame	skam	disgust	0.539
jealous	svartsjuk	disgust	0.539
imprisoned	fången	disgust	0.539
pig	gris	disgust	0.539
greedy	girig	disgust	0.539
sloth	lättja	disgust	0.539
lethal	dödlig	disgust	0.536
burnt	bränd	disgust	0.531
aberration	avvikelse	disgust	0.531
condescension	nedlåtenhet	disgust	0.531
hydrocephalus	hydrocefalus	disgust	0.531
hanging	hängande	disgust	0.531
destructive	destruktiv	disgust	0.531
smuggler	smugglare	disgust	0.531
intolerant	intolerant	disgust	0.531
travesty	travesti	disgust	0.531
intrusive	påträngande	disgust	0.531
ruined	förstörd	disgust	0.531
withered	vissnade	disgust	0.531
disintegrate	desintegrera	disgust	0.531
brawl	bråk	disgust	0.531
blemish	fläck	disgust	0.531
neurotic	neurotisk	disgust	0.531
blasphemous	hädisk	disgust	0.531
lying	liggande	disgust	0.531
painful	smärtsam	disgust	0.531
avarice	girighet	disgust	0.523
disgraced	disgraced	disgust	0.523
mistress	husmor	disgust	0.523
disparaging	nedsättande	disgust	0.523
rubbish	skräp	disgust	0.523
derogation	avvikelse	disgust	0.523
accusation	anklagelse	disgust	0.523
intolerance	intolerans	disgust	0.523
incarceration	fängslande	disgust	0.523
blighted	fördärvat	disgust	0.523
sump	sump	disgust	0.516
deplorable	beklaglig	disgust	0.516
daemon	demon	disgust	0.516
cringe	krypa	disgust	0.516
degrade	degradera	disgust	0.516
gutter	ränna	disgust	0.516
rob	råna	disgust	0.516
grim	bister	disgust	0.516
defraud	bedra	disgust	0.516
tortious	skadegörande	disgust	0.516
eradication	utrotning	disgust	0.516
stink	stank	disgust	0.516
convict	fånge	disgust	0.516
dishonor	vanära	disgust	0.516
vulture	gam	disgust	0.516
remains	resterna	disgust	0.516
mite	kvalster	disgust	0.516
betray	förråda	disgust	0.516
sham	bluff	disgust	0.509
endemic	endemisk	disgust	0.508
bombed	bombarderades	disgust	0.508
distress	ångest	disgust	0.508
pest	skadedjur	disgust	0.508
incurable	obotlig	disgust	0.508
worthless	värdelös	disgust	0.508
rejection	avslag	disgust	0.508
distasteful	motbjudande	disgust	0.508
schizophrenia	schizofreni	disgust	0.508
belittle	förringa	disgust	0.508
smelling	lukta	disgust	0.508
cheat	fuska	disgust	0.508
blob	klick	disgust	0.508
prisoner	fånge	disgust	0.508
idiocy	idioti	disgust	0.508
delirium	delirium	disgust	0.508
disaster	katastrof	disgust	0.508
crude	rå	disgust	0.508
resentment	förbittring	disgust	0.508
dreadfully	fruktansvärt	disgust	0.508
glut	glut	disgust	0.508
polemic	polemisk	disgust	0.500
derision	hån	disgust	0.500
idolatry	avgudadyrkan	disgust	0.500
taboo	tabu	disgust	0.500
screaming	skrikande	disgust	0.500
banish	förvisa	disgust	0.500
dirt	smuts	disgust	0.500
goblin	troll	disgust	0.500
shackle	schackel	disgust	0.500
bribery	bestickning	disgust	0.500
flagrant	flagrant	disgust	0.500
jealousy	svartsjuka	disgust	0.500
impurity	förorening	disgust	0.500
theft	stöld	disgust	0.500
bitterness	bitterhet	disgust	0.500
offense	anfall	disgust	0.500
impeach	anklaga	disgust	0.500
blight	fördärv	disgust	0.500
duress	tvång	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	girighet	disgust	0.500
tirade	tirad	disgust	0.500
squirm	våndas	disgust	0.492
robber	rånare	disgust	0.492
ill	sjuk	disgust	0.492
unconscionable	unconscionable	disgust	0.492
recession	lågkonjunktur	disgust	0.492
gorge	klyfta	disgust	0.492
wreck	förstöra	disgust	0.492
malign	baktala	disgust	0.492
boil	koka upp	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	idiot	disgust	0.492
disreputable	vanhedrande	disgust	0.492
wasteful	slösaktig	disgust	0.484
affliction	lidande	disgust	0.484
stain	fläck	disgust	0.484
contempt	förakt	disgust	0.484
nappy	blöja	disgust	0.484
mutiny	myteri	disgust	0.484
occult	ockult	disgust	0.484
tramp	luffare	disgust	0.484
unbearable	outhärdlig	disgust	0.484
offender	lagbrytare	disgust	0.484
servile	servil	disgust	0.484
contraband	smuggel	disgust	0.484
raging	rasande	disgust	0.484
snarl	morra	disgust	0.484
mad	galen	disgust	0.484
subjugation	underkuvande	disgust	0.484
possessed	besatt	disgust	0.484
animosity	fientlighet	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	ärekränkning	disgust	0.484
disrespectful	respektlös	disgust	0.484
mess	röra	disgust	0.484
nepotism	nepotism	disgust	0.484
inexcusable	oursäktlig	disgust	0.484
pathetic	patetisk	disgust	0.477
unpleasant	obehaglig	disgust	0.477
suppression	undertryckande	disgust	0.477
mockery	hån	disgust	0.477
palsy	förlamning	disgust	0.477
criminal	kriminell	disgust	0.477
illegality	olaglighet	disgust	0.477
uncaring	OBEKYMRAD	disgust	0.477
antagonistic	antagonistisk	disgust	0.477
immorality	omoral	disgust	0.477
dismal	dyster	disgust	0.477
angry	arg	disgust	0.469
repellent	frånstötande	disgust	0.469
cough	hosta	disgust	0.469
arrogant	arrogant	disgust	0.469
grating	galler	disgust	0.469
aggravation	förvärrande	disgust	0.469
livid	askgrå	disgust	0.469
banishment	förvisning	disgust	0.469
shoddy	usel	disgust	0.469
banshee	banshee	disgust	0.469
poverty	fattigdom	disgust	0.469
wallow	vältra sig	disgust	0.469
outrage	upprördhet	disgust	0.469
mocking	hånfull	disgust	0.469
furious	rasande	disgust	0.469
perspiration	svett	disgust	0.469
prick	sticka	disgust	0.461
recklessness	övermod	disgust	0.461
distorted	förvrängd	disgust	0.461
fraudulent	bedräglig	disgust	0.461
spider	Spindel	disgust	0.461
quack	kvacksalvare	disgust	0.461
perdition	fördärv	disgust	0.461
muddy	grumlig	disgust	0.461
spurious	oäkta	disgust	0.461
insulting	kränkande	disgust	0.461
scar	ärr	disgust	0.461
deceive	lura	disgust	0.461
unjustifiable	oberättigad	disgust	0.461
fool	lura	disgust	0.461
deplore	djupt beklaga	disgust	0.461
plunder	plundra	disgust	0.461
aphid	bladlus	disgust	0.453
bane	fördärv	disgust	0.453
indignation	indignation	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	självisk	disgust	0.453
disparage	nedvärdera	disgust	0.453
cur	byracka	disgust	0.453
dishonest	oärlig	disgust	0.453
stigma	stigma	disgust	0.453
eschew	eschew	disgust	0.453
antipathy	antipati	disgust	0.453
alienate	fjärma	disgust	0.453
disingenuous	disingenuous	disgust	0.453
elimination	eliminering	disgust	0.453
unthinkable	otänkbar	disgust	0.453
wasted	förlorad	disgust	0.445
recalcitrant	motsträvig	disgust	0.445
iniquity	orätt	disgust	0.445
mosquito	mygga	disgust	0.445
caries	karies	disgust	0.445
bankruptcy	konkurs	disgust	0.445
egotistical	egotistical	disgust	0.445
piles	pålar	disgust	0.445
smell	lukt	disgust	0.445
vacuous	vacuous	disgust	0.445
despair	förtvivlan	disgust	0.445
opium	opium	disgust	0.445
garish	skrikig	disgust	0.445
lie	lögn	disgust	0.445
pious	from	disgust	0.445
aversion	motvilja	disgust	0.438
sticky	klibbig	disgust	0.438
scream	skrika	disgust	0.438
alien	utomjording	disgust	0.438
shun	sky	disgust	0.438
abnormal	onormal	disgust	0.438
ashamed	skamsen	disgust	0.438
inmate	fånge	disgust	0.438
abject	abject	disgust	0.438
hog	gris	disgust	0.438
hopelessness	hopplöshet	disgust	0.438
homeless	hemlös	disgust	0.438
obnoxious	motbjudande	disgust	0.438
curse	förbanna	disgust	0.430
creature	varelse	disgust	0.430
cursing	skälla	disgust	0.430
illegal	olaglig	disgust	0.430
lusty	frisk	disgust	0.430
shameless	skamlös	disgust	0.430
debris	skräp	disgust	0.430
defiance	trots	disgust	0.430
pall	bårtäcke	disgust	0.430
falsity	falskhet	disgust	0.430
reflux	återflöde	disgust	0.430
incredulous	skeptisk	disgust	0.430
adverse	ogynnsam	disgust	0.430
trickery	knep	disgust	0.430
callous	okänslig	disgust	0.430
separatist	separatist	disgust	0.430
undesirable	oönskad	disgust	0.430
denounce	fördöma	disgust	0.430
witch	häxa	disgust	0.430
bum	luffare	disgust	0.422
bovine	bovin	disgust	0.422
denunciation	uppsägning	disgust	0.422
untidy	ovårdad	disgust	0.422
impure	oren	disgust	0.422
mistrust	misstro	disgust	0.422
tarnish	missfärgning	disgust	0.422
ferocious	våldsam	disgust	0.422
gush	välla	disgust	0.422
infantile	infantil	disgust	0.422
ammonia	ammoniak	disgust	0.422
offend	förolämpa	disgust	0.422
idiotic	idiotisk	disgust	0.422
hypertrophy	hypertrofi	disgust	0.422
nicotine	nikotin	disgust	0.422
tasteless	smaklös	disgust	0.422
pompous	pompös	disgust	0.422
socialist	socialistisk	disgust	0.422
delinquent	brottsling	disgust	0.422
swarm	svärm	disgust	0.422
contentious	omtvistad	disgust	0.422
carelessness	slarv	disgust	0.422
hairy	hårig	disgust	0.422
wasting	slöseri	disgust	0.422
slush	slask	disgust	0.422
affront	skymf	disgust	0.422
collapse	kollaps	disgust	0.422
badness	dålighet	disgust	0.422
dishonesty	oärlighet	disgust	0.414
vegetative	vegetativ	disgust	0.414
displacency	displacency	disgust	0.414
unfavorable	ogynnsam	disgust	0.414
disobey	inte lyda	disgust	0.414
sour	sur	disgust	0.414
socialism	socialism	disgust	0.414
murky	mulen	disgust	0.414
neglected	försummad	disgust	0.414
drivel	dravel	disgust	0.414
vampire	vampyr	disgust	0.414
litigious	stridslysten	disgust	0.414
illegitimate	illegitim	disgust	0.414
disgruntled	missnöjd	disgust	0.406
ignorant	okunnig	disgust	0.406
outcast	utstött	disgust	0.406
unkind	ovänlig	disgust	0.406
repel	slå tillbaka	disgust	0.406
displeasure	missnöje	disgust	0.406
phony	falska	disgust	0.406
shoplifting	snatteri	disgust	0.406
dislike	motvilja	disgust	0.406
unlawful	olaglig	disgust	0.406
bogus	falsk	disgust	0.406
discontinuity	avbrott	disgust	0.406
