word	Japanese-ja	emotion	emotion-intensity-score
impurity	不純物	disgust	0.500
theft	盗難	disgust	0.500
bitterness	苦味	disgust	0.500
offense	犯罪	disgust	0.500
impeach	弾劾する	disgust	0.500
blight	疫病	disgust	0.500
duress	強迫	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	貪欲	disgust	0.500
tirade	猛烈な	disgust	0.500
squirm	酔う	disgust	0.492
robber	強盗	disgust	0.492
ill	病気	disgust	0.492
unconscionable	不経済な	disgust	0.492
recession	不況	disgust	0.492
gorge	峡谷	disgust	0.492
wreck	難破	disgust	0.492
malign	悪魔	disgust	0.492
boil	煮る	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	馬鹿	disgust	0.492
disreputable	評判の悪い	disgust	0.492
wasteful	無駄な	disgust	0.484
affliction	苦しみ	disgust	0.484
stain	染色	disgust	0.484
contempt	軽蔑	disgust	0.484
nappy	おむつ	disgust	0.484
mutiny	反乱	disgust	0.484
occult	オカルト	disgust	0.484
tramp	不運	disgust	0.484
unbearable	耐え難い	disgust	0.484
offender	違反者	disgust	0.484
servile	卑劣な	disgust	0.484
contraband	密輸品	disgust	0.484
raging	激怒する	disgust	0.484
snarl	うんざり	disgust	0.484
mad	怒っている	disgust	0.484
subjugation	征服	disgust	0.484
possessed	所有していた	disgust	0.484
animosity	敵意	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	名誉毀損	disgust	0.484
disrespectful	無礼な	disgust	0.484
mess	混乱	disgust	0.484
nepotism	ネポティズム	disgust	0.484
inexcusable	使えない	disgust	0.484
pathetic	哀れな	disgust	0.477
unpleasant	不快	disgust	0.477
suppression	抑制	disgust	0.477
mockery	嘲笑	disgust	0.477
palsy	麻痺	disgust	0.477
criminal	犯罪者	disgust	0.477
illegality	違法	disgust	0.477
uncaring	無関心	disgust	0.477
antagonistic	敵対的	disgust	0.477
immorality	不道徳	disgust	0.477
dismal	陰鬱な	disgust	0.477
angry	怒っている	disgust	0.469
repellent	忌避剤	disgust	0.469
cough	咳	disgust	0.469
arrogant	傲慢な	disgust	0.469
grating	格子	disgust	0.469
aggravation	悪化	disgust	0.469
livid	鮮やかな	disgust	0.469
banishment	追放	disgust	0.469
shoddy	うんざりする	disgust	0.469
banshee	バンシー	disgust	0.469
poverty	貧困	disgust	0.469
wallow	落ちる	disgust	0.469
outrage	怒り	disgust	0.469
mocking	モッキング	disgust	0.469
furious	激怒する	disgust	0.469
perspiration	汗	disgust	0.469
prick	刺します	disgust	0.461
recklessness	無謀	disgust	0.461
distorted	歪	disgust	0.461
fraudulent	詐欺	disgust	0.461
spider	クモ	disgust	0.461
quack	怪物	disgust	0.461
perdition	堕落	disgust	0.461
muddy	泥だ	disgust	0.461
spurious	擬似	disgust	0.461
insulting	侮辱	disgust	0.461
scar	傷跡	disgust	0.461
deceive	欺く	disgust	0.461
unjustifiable	不当な	disgust	0.461
fool	ばか	disgust	0.461
deplore	嘆かわしい	disgust	0.461
plunder	略奪	disgust	0.461
aphid	アブラムシ	disgust	0.453
bane	ベーン	disgust	0.453
indignation	憤慨	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	利己的	disgust	0.453
disparage	卑劣な	disgust	0.453
cur	カール	disgust	0.453
dishonest	不正直な	disgust	0.453
stigma	汚名	disgust	0.453
eschew	避ける	disgust	0.453
antipathy	反感	disgust	0.453
alienate	疎外	disgust	0.453
disingenuous	不誠実な	disgust	0.453
elimination	排除	disgust	0.453
unthinkable	考えられない	disgust	0.453
wasted	無駄な	disgust	0.445
recalcitrant	反逆者	disgust	0.445
iniquity	不法	disgust	0.445
mosquito	蚊	disgust	0.445
caries	虫歯	disgust	0.445
bankruptcy	倒産	disgust	0.445
egotistical	自発的	disgust	0.445
piles	杭	disgust	0.445
smell	臭い	disgust	0.445
vacuous	空いている	disgust	0.445
despair	絶望	disgust	0.445
opium	アヘン	disgust	0.445
garish	光り輝く	disgust	0.445
lie	嘘つき	disgust	0.445
pious	信心深い	disgust	0.445
aversion	嫌悪	disgust	0.438
sticky	粘着性の	disgust	0.438
scream	悲鳴	disgust	0.438
alien	エイリアン	disgust	0.438
shun	避ける	disgust	0.438
abnormal	異常な	disgust	0.438
ashamed	恥ずかしい	disgust	0.438
inmate	受刑者	disgust	0.438
abject	暴力	disgust	0.438
hog	豚	disgust	0.438
hopelessness	絶望	disgust	0.438
homeless	ホームレス	disgust	0.438
obnoxious	嫌な	disgust	0.438
curse	呪い	disgust	0.430
creature	生き物	disgust	0.430
cursing	呪い	disgust	0.430
illegal	違法	disgust	0.430
lusty	頑丈な	disgust	0.430
shameless	恥知らずの	disgust	0.430
debris	デブリ	disgust	0.430
defiance	反抗	disgust	0.430
pall	ポール	disgust	0.430
falsity	虚偽	disgust	0.430
reflux	還流	disgust	0.430
incredulous	信じられない	disgust	0.430
adverse	有害な	disgust	0.430
trickery	トリッキー	disgust	0.430
callous	無情な	disgust	0.430
separatist	分離主義者	disgust	0.430
undesirable	望ましくない	disgust	0.430
denounce	告発する	disgust	0.430
witch	魔女	disgust	0.430
bum	駄目	disgust	0.422
bovine	ウシ	disgust	0.422
denunciation	放棄	disgust	0.422
untidy	控えめな	disgust	0.422
impure	不純な	disgust	0.422
mistrust	不信	disgust	0.422
tarnish	変色する	disgust	0.422
ferocious	猛烈な	disgust	0.422
gush	吐き出す	disgust	0.422
infantile	幼児	disgust	0.422
ammonia	アンモニア	disgust	0.422
offend	怒る	disgust	0.422
idiotic	馬鹿馬鹿しい	disgust	0.422
hypertrophy	肥大	disgust	0.422
nicotine	ニコチン	disgust	0.422
tasteless	味のない	disgust	0.422
pompous	おしゃれな	disgust	0.422
socialist	社会主義者	disgust	0.422
delinquent	延滞	disgust	0.422
swarm	群れ	disgust	0.422
contentious	争う	disgust	0.422
carelessness	不注意	disgust	0.422
hairy	毛深い	disgust	0.422
wasting	無駄にする	disgust	0.422
slush	スラッシュ	disgust	0.422
affront	侮辱	disgust	0.422
collapse	崩壊	disgust	0.422
badness	不良	disgust	0.422
dishonesty	不正	disgust	0.414
vegetative	植物性	disgust	0.414
displacency	変位	disgust	0.414
unfavorable	不利な	disgust	0.414
disobey	不従順な	disgust	0.414
sour	サワー	disgust	0.414
socialism	社会主義	disgust	0.414
murky	暗い	disgust	0.414
neglected	無視された	disgust	0.414
drivel	駆け落ち	disgust	0.414
vampire	吸血鬼	disgust	0.414
litigious	訴訟の	disgust	0.414
illegitimate	違法	disgust	0.414
disgruntled	不満	disgust	0.406
ignorant	無知な	disgust	0.406
outcast	流出した	disgust	0.406
unkind	不親切	disgust	0.406
repel	反発する	disgust	0.406
displeasure	不快	disgust	0.406
phony	偽物	disgust	0.406
shoplifting	万引き	disgust	0.406
dislike	嫌い	disgust	0.406
unlawful	違法	disgust	0.406
bogus	偽	disgust	0.406
discontinuity	不連続	disgust	0.406
recidivism	再犯	disgust	0.406
ungrateful	恩知らず	disgust	0.406
wrongdoing	不正行為	disgust	0.406
falsify	偽造する	disgust	0.406
prosecution	起訴	disgust	0.406
failure	失敗	disgust	0.398
loon	ローン	disgust	0.398
lick	舐める	disgust	0.398
subvert	破壊する	disgust	0.398
rigor	厳しい	disgust	0.398
unruly	手が出ない	disgust	0.398
paucity	不足	disgust	0.398
unnatural	不自然な	disgust	0.398
averse	嫌う	disgust	0.398
senseless	無意味な	disgust	0.398
worsening	悪化する	disgust	0.398
disdain	軽蔑	disgust	0.398
woe	悲惨	disgust	0.398
woefully	悲惨に	disgust	0.398
amphetamines	アンフェタミン	disgust	0.398
stingy	刺青	disgust	0.398
crushing	粉砕する	disgust	0.398
insult	侮辱	disgust	0.393
damage	損傷	disgust	0.391
hardened	硬化した	disgust	0.391
diatribe	告発する	disgust	0.391
averseness	嫌悪	disgust	0.391
critter	クリッター	disgust	0.391
muff	マフ	disgust	0.391
antisocial	反社会的	disgust	0.391
punishment	罰	disgust	0.391
bad	悪い	disgust	0.391
punished	処罰された	disgust	0.391
disrelish	嫌がる	disgust	0.391
expel	追放	disgust	0.391
farcical	遠い	disgust	0.391
scorpion	サソリ	disgust	0.391
sacrifices	犠牲	disgust	0.383
plagiarism	盗作	disgust	0.383
hypocritical	偽善的な	disgust	0.383
divorce	離婚	disgust	0.383
presumptuous	予期せぬ	disgust	0.383
discord	不和	disgust	0.383
fugitive	逃亡者	disgust	0.383
fulsome	満ち足りた	disgust	0.383
shabby	手のひら	disgust	0.383
orc	オーク	disgust	0.383
adder	加算器	disgust	0.383
anaconda	アナコンダ	disgust	0.383
surly	ひどい	disgust	0.383
irrational	不合理な	disgust	0.383
disappoint	失望する	disgust	0.383
illiterate	文盲	disgust	0.383
lament	嘆く	disgust	0.383
eviction	追放	disgust	0.383
teeming	溢れる	disgust	0.383
guilt	罪悪感	disgust	0.383
misconduct	不正行為	disgust	0.375
blame	責任	disgust	0.375
alienation	疎外	disgust	0.375
depressing	落ち込む	disgust	0.375
irritating	刺激	disgust	0.375
plight	窮地	disgust	0.375
unworthy	価値のない	disgust	0.375
dislocated	転位	disgust	0.375
scoff	嘲笑する	disgust	0.375
irritation	刺激	disgust	0.375
defective	欠陥のある	disgust	0.375
shock	ショック	disgust	0.375
hoax	でっち上げ	disgust	0.367
coerce	強姦	disgust	0.367
revoke	取り消す	disgust	0.367
stripped	ストリップされた	disgust	0.367
exclusion	除外	disgust	0.367
blatant	ぼんやりした	disgust	0.367
disillusionment	幻滅	disgust	0.367
squelch	スケルチ	disgust	0.367
unhealthy	不健康	disgust	0.367
toad	ヒキガエル	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	落とし穴	disgust	0.367
vainly	駄目に	disgust	0.367
powerless	力のない	disgust	0.367
cad	CAD	disgust	0.367
hurtful	傷つける	disgust	0.367
shuddering	震える	disgust	0.367
wimp	ウィン	disgust	0.367
oddity	奇妙	disgust	0.359
rebellion	反乱	disgust	0.359
incompatible	互換性のない	disgust	0.359
ineptitude	不適格	disgust	0.359
dispose	処分する	disgust	0.359
disobedience	不従順	disgust	0.359
damn	くそー	disgust	0.359
bug	バグ	disgust	0.359
deserted	捨てられた	disgust	0.359
litigate	訴訟を起こす	disgust	0.352
ridiculous	ばかげた	disgust	0.352
compost	堆肥	disgust	0.352
obi	帯	disgust	0.352
untoward	不都合な	disgust	0.352
censor	検閲	disgust	0.352
uncertain	不確実な	disgust	0.352
lawyer	弁護士	disgust	0.352
flinch	フリンチング	disgust	0.352
flesh	肉	disgust	0.352
crushed	破砕されました	disgust	0.352
displeased	不快な	disgust	0.352
inept	不適格	disgust	0.352
wrongful	不当	disgust	0.352
cutting	切断	disgust	0.352
fierce	激しい	disgust	0.352
misbehavior	誤動作	disgust	0.352
frustrate	挫折	disgust	0.352
dismissal	解任	disgust	0.352
disapprove	不承認	disgust	0.344
depreciate	減価償却する	disgust	0.344
tearful	涙	disgust	0.344
thoughtless	思慮のない	disgust	0.336
unsettled	不安定	disgust	0.336
lumpy	塊状	disgust	0.336
discoloration	変色	disgust	0.336
blunder	大失敗	disgust	0.336
disinclination	気晴らし	disgust	0.336
distrust	不信	disgust	0.336
annoy	悩ます	disgust	0.336
lawsuit	訴訟	disgust	0.336
discontent	不満	disgust	0.336
grumble	不平を言う	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	怪物	disgust	0.336
heartsick	ハートウィック	disgust	0.336
disliked	嫌いな	disgust	0.336
bickering	喧嘩	disgust	0.336
disallowed	許可されていない	disgust	0.336
unmanageable	管理不能	disgust	0.328
hydrophobia	疎水性嫌気	disgust	0.328
unsatisfactory	不満足な	disgust	0.328
whine	泣き叫ぶ	disgust	0.328
exasperation	怒り	disgust	0.328
instability	不安定	disgust	0.328
provoking	誘発する	disgust	0.328
disappointed	失望した	disgust	0.328
inhibit	阻害する	disgust	0.328
sly	狡猾	disgust	0.328
grievance	苦情	disgust	0.328
materialist	物質主義者	disgust	0.328
excluded	除外された	disgust	0.328
cacophony	不協和音	disgust	0.328
misleading	誤解を招く	disgust	0.321
disclaim	放棄する	disgust	0.320
rags	ぼろぼろ	disgust	0.320
soot	すす	disgust	0.320
disservice	失礼	disgust	0.320
unequal	不等	disgust	0.320
humbug	ハムブグ	disgust	0.320
reproach	非難する	disgust	0.320
confined	閉じ込められた	disgust	0.320
disapproving	不承認	disgust	0.320
annoyance	煩わしさ	disgust	0.320
mishap	事故	disgust	0.320
groan	声援	disgust	0.320
soil	土壌	disgust	0.312
depreciated	減価償却された	disgust	0.312
disincline	ディスシンライン	disgust	0.312
inappropriate	不適切	disgust	0.312
inconsiderate	不注意	disgust	0.312
burke	バーク	disgust	0.312
overpriced	高価	disgust	0.312
sneeze	くしゃみ	disgust	0.312
stomach	胃	disgust	0.312
criticize	批判する	disgust	0.312
theism	有神論	disgust	0.312
disparity	不一致	disgust	0.305
gall	胆汁	disgust	0.305
latent	潜在	disgust	0.305
grumpy	ひどい	disgust	0.305
bang	強打	disgust	0.305
inadmissible	容認できない	disgust	0.305
unfriendly	不親切	disgust	0.305
shack	小屋	disgust	0.305
disliking	嫌いな	disgust	0.305
unaccountable	説明できない	disgust	0.305
coop	コープ	disgust	0.304
scold	叱る	disgust	0.297
growling	うなる	disgust	0.297
lonely	寂しい	disgust	0.297
delay	ディレイ	disgust	0.297
congress	会議	disgust	0.297
disregarded	無視する	disgust	0.297
disappointment	失望	disgust	0.297
backwards	後方に	disgust	0.297
soreness	痛み	disgust	0.297
rogue	不正	disgust	0.297
infamous	悪名高い	disgust	0.289
lesbian	レズビアン	disgust	0.289
notoriety	悪評	disgust	0.289
catechism	カテキズム	disgust	0.289
flop	フロップ	disgust	0.289
nettle	イラクサ	disgust	0.289
janitor	管理人	disgust	0.289
saturated	飽和した	disgust	0.281
gaby	ギャビー	disgust	0.281
prohibited	禁じられた	disgust	0.281
remiss	放棄	disgust	0.281
unfair	不公正	disgust	0.281
desist	断る	disgust	0.281
wince	元気づける	disgust	0.281
aftermath	余波	disgust	0.281
huff	かわいそう	disgust	0.273
discolored	変色した	disgust	0.273
uneasy	不安	disgust	0.273
wrangling	論争	disgust	0.273
tribunal	裁判所	disgust	0.273
weird	奇妙な	disgust	0.266
bureaucrat	官僚	disgust	0.266
coldness	寒さ	disgust	0.266
impolite	無礼な	disgust	0.266
politic	政治	disgust	0.266
unsatisfied	満足していない	disgust	0.266
swig	泳ぐ	disgust	0.266
inefficiency	非効率	disgust	0.266
frantic	必死の	disgust	0.266
crawl	クロール	disgust	0.266
instinctive	本能的	disgust	0.258
barrow	手押し車	disgust	0.258
incase	万一に備えて	disgust	0.258
octopus	たこ	disgust	0.258
chagrin	悪魔	disgust	0.258
copycat	コピーキャット	disgust	0.258
rascal	野蛮人	disgust	0.258
sarcasm	皮肉	disgust	0.258
gruff	ぞっとする	disgust	0.258
misconception	誤解	disgust	0.250
hulk	ハルク	disgust	0.250
shanghai	上海	disgust	0.250
baboon	ヒヒ	disgust	0.250
disinclined	落胆した	disgust	0.250
lose	失う	disgust	0.250
john	ジョン	disgust	0.250
cupping	カッピング	disgust	0.250
rook	ルーク	disgust	0.242
gratuitous	無償	disgust	0.242
entangled	もつれた	disgust	0.242
opponent	相手	disgust	0.242
tariff	関税	disgust	0.242
scrub	スクラブ	disgust	0.242
resign	辞任する	disgust	0.234
prolong	延長する	disgust	0.234
backwardness	後進性	disgust	0.234
reluctance	リラクタンス	disgust	0.234
questionable	疑わしい	disgust	0.234
lagging	遅れ	disgust	0.234
unlucky	不運	disgust	0.234
misstatement	誤解	disgust	0.234
reversal	逆転	disgust	0.227
disqualified	失格	disgust	0.227
subsidy	補助金	disgust	0.227
ineffectual	効果のない	disgust	0.227
fussy	うるさい	disgust	0.227
unpopular	人気がない	disgust	0.227
default	デフォルト	disgust	0.227
intense	激しい	disgust	0.219
dame	デイム	disgust	0.219
evade	回避する	disgust	0.219
petroleum	石油	disgust	0.219
weight	重量	disgust	0.219
frowning	悩む	disgust	0.219
actionable	実行可能な	disgust	0.211
tawny	タウニー	disgust	0.211
donkey	ロバ	disgust	0.211
unhappy	不幸	disgust	0.211
indifference	無関心	disgust	0.203
rave	レイブ	disgust	0.203
birch	バーチ	disgust	0.203
hood	フード	disgust	0.203
desert	砂漠	disgust	0.203
owing	負担	disgust	0.203
gnome	グノーム	disgust	0.203
awkwardness	ぎこちなさ	disgust	0.203
inconvenient	不便	disgust	0.203
dandy	ダンディー	disgust	0.203
speck	斑点	disgust	0.203
fleece	フリース	disgust	0.195
howl	うぬぼれ	disgust	0.195
monochrome	モノクロ	disgust	0.195
airs	空気	disgust	0.195
gelatin	ゼラチン	disgust	0.195
misguided	NO TRANSLATION	disgust	0.195
morals	道徳	disgust	0.195
dabbling	ダブリング	disgust	0.195
celebrity	有名人	disgust	0.188
avoid	避ける	disgust	0.188
stalemate	膠着状態	disgust	0.188
lush	豊かな	disgust	0.188
gent	紳士	disgust	0.188
lesser	小さい	disgust	0.188
sunk	沈んだ	disgust	0.180
nose	鼻	disgust	0.180
claimant	請求者	disgust	0.180
laughable	ばかばかしい	disgust	0.180
possession	所持	disgust	0.180
larger	大きい	disgust	0.164
hoot	くそ	disgust	0.164
mouthful	一口	disgust	0.164
thrift	倹約	disgust	0.164
pregnancy	妊娠	disgust	0.164
undoubted	疑いのない	disgust	0.164
clamor	騒ぎ	disgust	0.156
misplace	間違った	disgust	0.156
sentence	文	disgust	0.156
parrot	オウム	disgust	0.156
obliging	義務づける	disgust	0.156
nameless	無名	disgust	0.148
bummer	バマー	disgust	0.148
feeling	感じ	disgust	0.141
elf	エルフ	disgust	0.141
excellence	優秀	disgust	0.141
turn	順番	disgust	0.133
gray	グレー	disgust	0.133
asymmetry	非対称	disgust	0.133
clumsy	不器用な	disgust	0.133
stall	ストール	disgust	0.133
bran	ぬか	disgust	0.125
