word	Latvian-lv	emotion	emotion-intensity-score
queasiness	queasiness	disgust	0.594
lurid	lurid	disgust	0.594
sinner	grēcinieks	disgust	0.594
incubus	inkubuss	disgust	0.586
lavatory	tualete	disgust	0.586
harass	uzmākties	disgust	0.586
unclean	netīrs	disgust	0.586
prostitute	prostitūta	disgust	0.586
pornography	pornogrāfija	disgust	0.586
dreadful	briesmīgs	disgust	0.586
deteriorated	pasliktinājusies	disgust	0.586
appalling	briesmīgs	disgust	0.586
unfaithful	neticīgs	disgust	0.578
rash	izsitumi	disgust	0.578
humiliating	pazemojoši	disgust	0.578
ruinous	postoša	disgust	0.578
squeamish	squeamish	disgust	0.578
offensive	aizvainojoša	disgust	0.578
conspirator	sazvērējs	disgust	0.578
larceny	larceny	disgust	0.578
debauchery	atriebība	disgust	0.578
mangle	mangle	disgust	0.578
flea	blusu	disgust	0.578
hypocrite	liekulis	disgust	0.578
retard	palēnināt	disgust	0.578
fiend	velns	disgust	0.578
sick	slims	disgust	0.578
quagmire	dumbrājis	disgust	0.578
expulsion	izraidīšana	disgust	0.578
treacherous	nodevīgs	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	iespļaut	disgust	0.570
devastating	postošu	disgust	0.570
bastard	bastards	disgust	0.570
messy	netīrs	disgust	0.570
flog	flog	disgust	0.570
egregious	briesmīgs	disgust	0.570
swamp	purvs	disgust	0.570
oppress	apspiest	disgust	0.570
despise	nicināt	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	čūska	disgust	0.570
snake	čūska	disgust	0.562
terrible	briesmīgi	disgust	0.562
awful	šausmīgi	disgust	0.562
harmful	kaitīgs	disgust	0.562
insanity	neprāts	disgust	0.562
indecent	nepatīkams	disgust	0.562
sordid	sordid	disgust	0.562
loo	loo	disgust	0.562
scoundrel	nelietis	disgust	0.562
enemy	ienaidnieks	disgust	0.562
stealing	zagt	disgust	0.562
alcoholism	alkoholisms	disgust	0.562
humiliation	pazemojums	disgust	0.562
ruthless	nežēlīgs	disgust	0.562
sloppy	apliets	disgust	0.562
tyrannical	tirānisks	disgust	0.562
harlot	netiklība	disgust	0.562
sinning	grēkošana	disgust	0.562
robbery	laupīšana	disgust	0.555
insufferable	nepieņemams	disgust	0.555
arsenic	arsēns	disgust	0.555
bloody	asinis	disgust	0.555
odious	apbēdinošs	disgust	0.555
ridicule	izsmiekls	disgust	0.555
atrophy	atrofija	disgust	0.555
beastly	dīvaini	disgust	0.555
collusion	slepeni vienošanās	disgust	0.555
distaste	izmisums	disgust	0.555
segregate	segregēt	disgust	0.555
discriminating	diskriminējoša	disgust	0.555
coward	gļēvulis	disgust	0.555
wickedness	ļaunums	disgust	0.555
threatening	draudīgs	disgust	0.555
unattractive	nepievilcīga	disgust	0.555
slayer	Slayer	disgust	0.555
flabby	noliecās	disgust	0.555
varicella	vējbakas	disgust	0.555
miserable	nožēlojams	disgust	0.547
sty	sty	disgust	0.547
ogre	ogre	disgust	0.547
coercion	piespiešana	disgust	0.547
thief	zaglis	disgust	0.547
slur	sajaukt	disgust	0.547
suffocating	nosmakusi	disgust	0.547
anathema	anathema	disgust	0.547
purgatory	tīrīšanas līdzeklis	disgust	0.547
malevolent	ļaunprātīgs	disgust	0.547
bitterly	rūgti	disgust	0.547
burglar	zaglis	disgust	0.547
attacking	uzbrukt	disgust	0.547
vesicular	vezikulārs	disgust	0.547
condemnation	nosodījums	disgust	0.547
pillage	izlaupīšana	disgust	0.547
deleterious	kaitīgs	disgust	0.547
thrash	trrash	disgust	0.539
repellant	repelents	disgust	0.539
repudiation	atteikšanās	disgust	0.539
infidelity	neticība	disgust	0.539
liar	melis	disgust	0.539
fatty	taukskābju	disgust	0.539
gob	gob	disgust	0.539
sneer	sneer	disgust	0.539
drunken	piedzēries	disgust	0.539
disgrace	apkaunojums	disgust	0.539
shame	kauns	disgust	0.539
jealous	greizsirdīgs	disgust	0.539
imprisoned	ieslodzīts	disgust	0.539
pig	cūka	disgust	0.539
greedy	mantkārīgs	disgust	0.539
sloth	slinķis	disgust	0.539
lethal	nāvējošs	disgust	0.536
burnt	sadedzis	disgust	0.531
aberration	aberācija	disgust	0.531
condescension	panesība	disgust	0.531
hydrocephalus	hidrocefālija	disgust	0.531
hanging	karājas	disgust	0.531
destructive	destruktīvs	disgust	0.531
smuggler	kontrabandists	disgust	0.531
intolerant	neiecietīgs	disgust	0.531
travesty	travestība	disgust	0.531
intrusive	uzmācīgs	disgust	0.531
ruined	izpostīts	disgust	0.531
withered	nosēsts	disgust	0.531
disintegrate	saplīst	disgust	0.531
brawl	sacelšanās	disgust	0.531
blemish	vainags	disgust	0.531
neurotic	neirotiskais	disgust	0.531
blasphemous	zaimojošs	disgust	0.531
lying	guļot	disgust	0.531
painful	sāpīgs	disgust	0.531
avarice	avarice	disgust	0.523
disgraced	apkaunojošs	disgust	0.523
mistress	saimniece	disgust	0.523
disparaging	negodīgi	disgust	0.523
rubbish	atkritumi	disgust	0.523
derogation	atkāpe	disgust	0.523
accusation	apsūdzība	disgust	0.523
intolerance	neiecietība	disgust	0.523
incarceration	ieslodzījums	disgust	0.523
blighted	blighted	disgust	0.523
sump	izlietne	disgust	0.516
deplorable	nožēlojams	disgust	0.516
daemon	dēmons	disgust	0.516
cringe	cringe	disgust	0.516
degrade	pazemināt	disgust	0.516
gutter	notekas	disgust	0.516
rob	aplaupīt	disgust	0.516
grim	slikts	disgust	0.516
defraud	apslāpēt	disgust	0.516
tortious	negodīgs	disgust	0.516
eradication	izskaušana	disgust	0.516
stink	smirdēt	disgust	0.516
convict	notiesāts	disgust	0.516
dishonor	negods	disgust	0.516
vulture	grifs	disgust	0.516
remains	paliek	disgust	0.516
mite	ērce	disgust	0.516
betray	nodot	disgust	0.516
sham	slikts	disgust	0.509
endemic	endēmisks	disgust	0.508
bombed	bombardēja	disgust	0.508
distress	ciešanas	disgust	0.508
pest	kaitēklis	disgust	0.508
incurable	neārstējams	disgust	0.508
worthless	bezvērtīgs	disgust	0.508
rejection	noraidījums	disgust	0.508
distasteful	nepatīkams	disgust	0.508
schizophrenia	šizofrēnija	disgust	0.508
belittle	pazemot	disgust	0.508
smelling	smaržo	disgust	0.508
cheat	apkrāptu	disgust	0.508
blob	lāse	disgust	0.508
prisoner	ieslodzītais	disgust	0.508
idiocy	idiotisms	disgust	0.508
delirium	delīrijs	disgust	0.508
disaster	katastrofa	disgust	0.508
crude	neapstrādāts	disgust	0.508
resentment	aizvainojums	disgust	0.508
dreadfully	briesmīgi	disgust	0.508
glut	pārpilnība	disgust	0.508
polemic	polemiska	disgust	0.500
derision	izmainīšana	disgust	0.500
idolatry	elkdievība	disgust	0.500
taboo	tabū	disgust	0.500
screaming	kliedz	disgust	0.500
banish	izraidīt	disgust	0.500
dirt	netīrumi	disgust	0.500
goblin	goblins	disgust	0.500
shackle	važas	disgust	0.500
bribery	kukuļošana	disgust	0.500
flagrant	draņķīgs	disgust	0.500
jealousy	greizsirdība	disgust	0.500
impurity	piemaisījums	disgust	0.500
theft	zādzība	disgust	0.500
bitterness	rūgtums	disgust	0.500
offense	apvainojums	disgust	0.500
impeach	impeach	disgust	0.500
blight	slikts	disgust	0.500
duress	piespiešana	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	alkatība	disgust	0.500
tirade	tirade	disgust	0.500
squirm	ķermenis	disgust	0.492
robber	laupītājs	disgust	0.492
ill	slims	disgust	0.492
unconscionable	nesodāmi	disgust	0.492
recession	lejupslīde	disgust	0.492
gorge	aiza	disgust	0.492
wreck	vraks	disgust	0.492
malign	malign	disgust	0.492
boil	vāriet	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	idiots	disgust	0.492
disreputable	neapstrīdams	disgust	0.492
wasteful	izšķērdīgs	disgust	0.484
affliction	nelaime	disgust	0.484
stain	traips	disgust	0.484
contempt	nicinājums	disgust	0.484
nappy	autiņš	disgust	0.484
mutiny	sacelšanās	disgust	0.484
occult	slepena	disgust	0.484
tramp	līgumreisu	disgust	0.484
unbearable	nepanesams	disgust	0.484
offender	likumpārkāpējs	disgust	0.484
servile	servile	disgust	0.484
contraband	kontrabanda	disgust	0.484
raging	nikns	disgust	0.484
snarl	snarl	disgust	0.484
mad	dusmīgs	disgust	0.484
subjugation	pakļaušana	disgust	0.484
possessed	piederēja	disgust	0.484
animosity	naidīgums	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	neslavas celšana	disgust	0.484
disrespectful	necienīgs	disgust	0.484
mess	putru	disgust	0.484
nepotism	nepotisms	disgust	0.484
inexcusable	nepiedodams	disgust	0.484
pathetic	nožēlojams	disgust	0.477
unpleasant	nepatīkams	disgust	0.477
suppression	apspiešana	disgust	0.477
mockery	izmisums	disgust	0.477
palsy	paralīze	disgust	0.477
criminal	noziedznieks	disgust	0.477
illegality	nelikumība	disgust	0.477
uncaring	uncaring	disgust	0.477
antagonistic	antagonists	disgust	0.477
immorality	amorālisms	disgust	0.477
dismal	nelaimīgs	disgust	0.477
angry	dusmīgs	disgust	0.469
repellent	repelents	disgust	0.469
cough	klepus	disgust	0.469
arrogant	augstprātīgs	disgust	0.469
grating	režģi	disgust	0.469
aggravation	pasliktināšanās	disgust	0.469
livid	livid	disgust	0.469
banishment	izraidīšana	disgust	0.469
shoddy	viltīgs	disgust	0.469
banshee	banshee	disgust	0.469
poverty	nabadzība	disgust	0.469
wallow	siena	disgust	0.469
outrage	sašutums	disgust	0.469
mocking	mocīšana	disgust	0.469
furious	niknās	disgust	0.469
perspiration	svīšana	disgust	0.469
prick	krīt	disgust	0.461
recklessness	neapdomība	disgust	0.461
distorted	izkropļota	disgust	0.461
fraudulent	krāpnieciska	disgust	0.461
spider	zirneklis	disgust	0.461
quack	drebēt	disgust	0.461
perdition	bojāeja	disgust	0.461
muddy	dubļains	disgust	0.461
spurious	nepareizs	disgust	0.461
insulting	aizvainojoša	disgust	0.461
scar	rēta	disgust	0.461
deceive	maldināt	disgust	0.461
unjustifiable	nepamatots	disgust	0.461
fool	muļķis	disgust	0.461
deplore	nožēlu	disgust	0.461
plunder	izlaupīt	disgust	0.461
aphid	ahid	disgust	0.453
bane	bane	disgust	0.453
indignation	sašutums	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	savtīgs	disgust	0.453
disparage	nolaidība	disgust	0.453
cur	cur	disgust	0.453
dishonest	negodīgi	disgust	0.453
stigma	stigma	disgust	0.453
eschew	izvairīties	disgust	0.453
antipathy	antipātija	disgust	0.453
alienate	atsavināt	disgust	0.453
disingenuous	nepieklājīgs	disgust	0.453
elimination	likvidēšana	disgust	0.453
unthinkable	neiedomājams	disgust	0.453
wasted	izšķērdēta	disgust	0.445
recalcitrant	nepārliecinošs	disgust	0.445
iniquity	netaisnība	disgust	0.445
mosquito	moskītu	disgust	0.445
caries	kariesa	disgust	0.445
bankruptcy	bankrots	disgust	0.445
egotistical	egoistisks	disgust	0.445
piles	pāļi	disgust	0.445
smell	smarža	disgust	0.445
vacuous	brīvs	disgust	0.445
despair	izmisums	disgust	0.445
opium	opijs	disgust	0.445
garish	garish	disgust	0.445
lie	gulēt	disgust	0.445
pious	dievbijīgs	disgust	0.445
aversion	nepatika	disgust	0.438
sticky	lipīga	disgust	0.438
scream	kliegt	disgust	0.438
alien	ārzemnieks	disgust	0.438
shun	izvairīties	disgust	0.438
abnormal	patoloģiska	disgust	0.438
ashamed	kauns	disgust	0.438
inmate	iemītnieks	disgust	0.438
abject	abject	disgust	0.438
hog	cūkas	disgust	0.438
hopelessness	bezcerība	disgust	0.438
homeless	bezpajumtnieki	disgust	0.438
obnoxious	nepatīkams	disgust	0.438
curse	lāstu	disgust	0.430
creature	būtne	disgust	0.430
cursing	lāsts	disgust	0.430
illegal	nelegāls	disgust	0.430
lusty	lusty	disgust	0.430
shameless	bezkaunīgs	disgust	0.430
debris	gruveši	disgust	0.430
defiance	izaicinājums	disgust	0.430
pall	pall	disgust	0.430
falsity	nepatiesums	disgust	0.430
reflux	refluksa	disgust	0.430
incredulous	neticīgs	disgust	0.430
adverse	nelabvēlīgs	disgust	0.430
trickery	viltu	disgust	0.430
callous	nikns	disgust	0.430
separatist	separātiists	disgust	0.430
undesirable	nevēlams	disgust	0.430
denounce	denonsēt	disgust	0.430
witch	raganu	disgust	0.430
bum	bum	disgust	0.422
bovine	liellopi	disgust	0.422
denunciation	denonsēšana	disgust	0.422
untidy	netīrs	disgust	0.422
impure	netīrs	disgust	0.422
mistrust	neuzticība	disgust	0.422
tarnish	aptraipīt	disgust	0.422
ferocious	mežonīgs	disgust	0.422
gush	gush	disgust	0.422
infantile	infantile	disgust	0.422
ammonia	amonjaks	disgust	0.422
offend	apvainot	disgust	0.422
idiotic	idiotisks	disgust	0.422
hypertrophy	hipertrofija	disgust	0.422
nicotine	nikotīns	disgust	0.422
tasteless	garšīgs	disgust	0.422
pompous	pompošs	disgust	0.422
socialist	sociālists	disgust	0.422
delinquent	likumpārkāpējs	disgust	0.422
swarm	bars	disgust	0.422
contentious	strīdīgs	disgust	0.422
carelessness	neuzmanība	disgust	0.422
hairy	matains	disgust	0.422
wasting	izšķērdēt	disgust	0.422
slush	slaucīt	disgust	0.422
affront	apvainojums	disgust	0.422
collapse	sabrukums	disgust	0.422
badness	sliktība	disgust	0.422
dishonesty	negodīgums	disgust	0.414
vegetative	veģetatīvā	disgust	0.414
displacency	miglājība	disgust	0.414
unfavorable	nelabvēlīgs	disgust	0.414
disobey	nepaklausīt	disgust	0.414
sour	skābs	disgust	0.414
socialism	sociālisms	disgust	0.414
murky	tumšs	disgust	0.414
neglected	novārtā	disgust	0.414
drivel	drivel	disgust	0.414
vampire	vampīrs	disgust	0.414
litigious	strīdīgs jautājums	disgust	0.414
illegitimate	nelikumīgs	disgust	0.414
disgruntled	neapmierināts	disgust	0.406
ignorant	nezinošs	disgust	0.406
outcast	izraidīts	disgust	0.406
unkind	nepatīkams	disgust	0.406
repel	atvairīt	disgust	0.406
displeasure	neapmierinātība	disgust	0.406
phony	neīsto	disgust	0.406
shoplifting	zādzība veikalos	disgust	0.406
dislike	nepatīk	disgust	0.406
unlawful	nelikumīgs	disgust	0.406
bogus	fiktīvs	disgust	0.406
discontinuity	pārtraukums	disgust	0.406
recidivism	recidīvisms	disgust	0.406
ungrateful	nepateicīgs	disgust	0.406
wrongdoing	pārkāpjot	disgust	0.406
falsify	viltus	disgust	0.406
prosecution	kriminālvajāšana	disgust	0.406
failure	neveiksme	disgust	0.398
loon	loon	disgust	0.398
lick	laizīt	disgust	0.398
subvert	sagraut	disgust	0.398
rigor	stingrība	disgust	0.398
unruly	nepaklausīgs	disgust	0.398
paucity	nepietiekamība	disgust	0.398
unnatural	nedabisks	disgust	0.398
averse	neveikli	disgust	0.398
senseless	bezjēdzīgi	disgust	0.398
worsening	pasliktinājusies	disgust	0.398
disdain	padevība	disgust	0.398
woe	bēdas	disgust	0.398
woefully	nožēlojami	disgust	0.398
amphetamines	amfetamīni	disgust	0.398
stingy	stingrs	disgust	0.398
crushing	saspiešana	disgust	0.398
insult	apvainojums	disgust	0.393
damage	bojājums	disgust	0.391
hardened	sacietināts	disgust	0.391
diatribe	diatribe	disgust	0.391
averseness	priekšredzība	disgust	0.391
critter	Critter	disgust	0.391
muff	mufs	disgust	0.391
antisocial	antisociāls	disgust	0.391
punishment	sods	disgust	0.391
bad	slikti	disgust	0.391
punished	soda	disgust	0.391
disrelish	noraidīt	disgust	0.391
expel	izraidīt	disgust	0.391
farcical	farcical	disgust	0.391
scorpion	skorpions	disgust	0.391
sacrifices	upurus	disgust	0.383
plagiarism	plaģiāts	disgust	0.383
hypocritical	liekulīgs	disgust	0.383
divorce	laulības šķiršana	disgust	0.383
presumptuous	pārliecinošs	disgust	0.383
discord	nesaskaņas	disgust	0.383
fugitive	bēglis	disgust	0.383
fulsome	fulsome	disgust	0.383
shabby	sakrustots	disgust	0.383
orc	orc	disgust	0.383
adder	papildinātājs	disgust	0.383
anaconda	anaconda	disgust	0.383
surly	slikts	disgust	0.383
irrational	neracionāls	disgust	0.383
disappoint	izbrīns	disgust	0.383
illiterate	analfabēts	disgust	0.383
lament	grēks	disgust	0.383
eviction	izlikšana	disgust	0.383
teeming	plūstošs	disgust	0.383
guilt	vaina	disgust	0.383
misconduct	pārkāpums	disgust	0.375
blame	vainīgs	disgust	0.375
alienation	atsvešināšanās	disgust	0.375
depressing	nomācošs	disgust	0.375
irritating	kairinošs	disgust	0.375
plight	nelaimes gadījums	disgust	0.375
unworthy	necienīgs	disgust	0.375
dislocated	novirzīts	disgust	0.375
scoff	nožēlot	disgust	0.375
irritation	kairinājums	disgust	0.375
defective	defekts	disgust	0.375
shock	šoks	disgust	0.375
hoax	mānīšana	disgust	0.367
coerce	piespiešana	disgust	0.367
revoke	atcelt	disgust	0.367
stripped	attīrīta	disgust	0.367
exclusion	izslēgšana	disgust	0.367
blatant	acīmredzams	disgust	0.367
disillusionment	izmisums	disgust	0.367
squelch	švīts	disgust	0.367
unhealthy	neveselīgs	disgust	0.367
toad	krupis	disgust	0.367
wimpy	brīnišķīgs	disgust	0.367
pitfall	pitfall	disgust	0.367
vainly	veltīgi	disgust	0.367
powerless	bezspēcīgs	disgust	0.367
cad	cad	disgust	0.367
hurtful	ievainojams	disgust	0.367
shuddering	šausmīgs	disgust	0.367
wimp	mīkstais	disgust	0.367
oddity	dīvains	disgust	0.359
rebellion	sacelšanās	disgust	0.359
incompatible	nesaderīgs	disgust	0.359
ineptitude	nepietiekamība	disgust	0.359
dispose	iznīcināt	disgust	0.359
disobedience	nepaklausība	disgust	0.359
damn	nopelt	disgust	0.359
bug	kļūda	disgust	0.359
deserted	pamests	disgust	0.359
litigate	tiesāt tiesā	disgust	0.352
ridiculous	smieklīgi	disgust	0.352
compost	komposts	disgust	0.352
obi	obi	disgust	0.352
untoward	nevēlas	disgust	0.352
censor	cenzūra	disgust	0.352
uncertain	neskaidra	disgust	0.352
lawyer	advokāts	disgust	0.352
flinch	šļirce	disgust	0.352
flesh	mīkstums	disgust	0.352
crushed	sasmalcināts	disgust	0.352
displeased	nepatīkami	disgust	0.352
inept	nepatīkams	disgust	0.352
wrongful	nepareizs	disgust	0.352
cutting	griešana	disgust	0.352
fierce	sīva	disgust	0.352
misbehavior	nepareiza uzvedība	disgust	0.352
frustrate	izjaukt	disgust	0.352
dismissal	atlaišana	disgust	0.352
disapprove	noraidīt	disgust	0.344
depreciate	nolietot	disgust	0.344
tearful	raudulis	disgust	0.344
thoughtless	neprātīgs	disgust	0.336
unsettled	nestabils	disgust	0.336
lumpy	ķekars	disgust	0.336
discoloration	krāsas maiņa	disgust	0.336
blunder	blunder	disgust	0.336
disinclination	sajukums	disgust	0.336
distrust	neuzticēšanās	disgust	0.336
annoy	uzbudini	disgust	0.336
lawsuit	tiesas prāva	disgust	0.336
discontent	neapmierinātība	disgust	0.336
grumble	grumble	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	smags	disgust	0.336
heartsick	sirdis	disgust	0.336
disliked	nepatika	disgust	0.336
bickering	bikardēšana	disgust	0.336
disallowed	aizliegts	disgust	0.336
unmanageable	nepārvaldāms	disgust	0.328
hydrophobia	hidrofobija	disgust	0.328
unsatisfactory	neapmierinoša	disgust	0.328
whine	čukst	disgust	0.328
exasperation	sajukums	disgust	0.328
instability	nestabilitāte	disgust	0.328
provoking	provocējot	disgust	0.328
disappointed	vīlušies	disgust	0.328
