word	Nyanja (Chichewa)-ny	emotion	emotion-intensity-score
lonely	wosungulumwa	disgust	0.297
delay	kuchedwa	disgust	0.297
congress	msonkhano	disgust	0.297
disregarded	kunyalanyazidwa	disgust	0.297
disappointment	kukhumudwa	disgust	0.297
backwards	kumbuyo	disgust	0.297
soreness	kupweteka	disgust	0.297
rogue	wovuta	disgust	0.297
infamous	wolemekezeka	disgust	0.289
lesbian	azimayi	disgust	0.289
notoriety	kudziwika	disgust	0.289
catechism	Katekisimu	disgust	0.289
flop	tambani	disgust	0.289
nettle	nettle	disgust	0.289
janitor	wosamalira	disgust	0.289
saturated	adadzazidwa	disgust	0.281
gaby	gaby	disgust	0.281
prohibited	inaletsedwa	disgust	0.281
remiss	sungani	disgust	0.281
unfair	chosalungama	disgust	0.281
desist	kusiya	disgust	0.281
wince	wince	disgust	0.281
aftermath	pambuyo	disgust	0.281
huff	kumenyana	disgust	0.273
discolored	zojambula	disgust	0.273
uneasy	osasangalala	disgust	0.273
wrangling	kukangana	disgust	0.273
tribunal	khoti lamilandu	disgust	0.273
weird	zovuta	disgust	0.266
bureaucrat	ofesi yamaofesi	disgust	0.266
coldness	kuzizira	disgust	0.266
impolite	zopanda pake	disgust	0.266
politic	ndale	disgust	0.266
unsatisfied	osakhutira	disgust	0.266
swig	swig	disgust	0.266
inefficiency	zopanda pake	disgust	0.266
frantic	wokhumudwa	disgust	0.266
crawl	Kukukwa	disgust	0.266
instinctive	zachibadwa	disgust	0.258
barrow	barrow	disgust	0.258
incase	kuti mwina	disgust	0.258
octopus	okutapasi	disgust	0.258
chagrin	zowawa	disgust	0.258
copycat	copycat	disgust	0.258
rascal	mbusa	disgust	0.258
sarcasm	kunyoza	disgust	0.258
gruff	nkhanza	disgust	0.258
misconception	malingaliro olakwika	disgust	0.250
hulk	hulk	disgust	0.250
shanghai	shanghai	disgust	0.250
baboon	bowa	disgust	0.250
disinclined	adakanidwa	disgust	0.250
lose	ataya	disgust	0.250
john	John	disgust	0.250
cupping	kukwapula	disgust	0.250
rook	kugwedezeka	disgust	0.242
gratuitous	zopanda pake	disgust	0.242
entangled	kulowerera	disgust	0.242
opponent	mdani	disgust	0.242
tariff	ndalama	disgust	0.242
scrub	sanga	disgust	0.242
resign	lekani	disgust	0.234
prolong	wonjezeka	disgust	0.234
backwardness	kubwerera	disgust	0.234
reluctance	kusakayika	disgust	0.234
questionable	zokayikitsa	disgust	0.234
lagging	kutaya	disgust	0.234
unlucky	unlucky	disgust	0.234
misstatement	kusokoneza	disgust	0.234
reversal	kusintha	disgust	0.227
disqualified	osayenera	disgust	0.227
subsidy	thandizo	disgust	0.227
ineffectual	zopanda pake	disgust	0.227
fussy	fussy	disgust	0.227
unpopular	osakondedwa	disgust	0.227
default	chosasintha	disgust	0.227
intense	kwambiri	disgust	0.219
dame	dame	disgust	0.219
evade	tipewe	disgust	0.219
petroleum	mafuta	disgust	0.219
weight	kulemera	disgust	0.219
frowning	kudandaula	disgust	0.219
actionable	kuchita	disgust	0.211
tawny	tawny	disgust	0.211
donkey	bulu	disgust	0.211
unhappy	osasangalala	disgust	0.211
indifference	kusayanjanitsika	disgust	0.203
rave	sangalalani	disgust	0.203
birch	birch	disgust	0.203
hood	hood	disgust	0.203
desert	chipululu	disgust	0.203
owing	kulipira	disgust	0.203
gnome	zochepa	disgust	0.203
awkwardness	zovuta	disgust	0.203
inconvenient	zovuta	disgust	0.203
dandy	dandy	disgust	0.203
speck	speck	disgust	0.203
fleece	nsalu	disgust	0.195
howl	Lirani	disgust	0.195
monochrome	monochrome	disgust	0.195
airs	mpweya	disgust	0.195
gelatin	gelatin	disgust	0.195
misguided	NO TRANSLATION	disgust	0.195
morals	makhalidwe	disgust	0.195
dabbling	kutambasula	disgust	0.195
celebrity	wotchuka	disgust	0.188
avoid	pewani	disgust	0.188
stalemate	kusokoneza	disgust	0.188
lush	zosavuta	disgust	0.188
gent	gent	disgust	0.188
lesser	wamng'ono	disgust	0.188
sunk	kutentha	disgust	0.180
nose	mphuno	disgust	0.180
claimant	wokonda	disgust	0.180
laughable	zosangalatsa	disgust	0.180
possession	kukhala nawo	disgust	0.180
larger	zazikulu	disgust	0.164
hoot	hoot	disgust	0.164
mouthful	kamvekedwe	disgust	0.164
thrift	nthawi zambiri	disgust	0.164
pregnancy	mimba	disgust	0.164
undoubted	osakayikira	disgust	0.164
clamor	chifuwa	disgust	0.156
misplace	misplace	disgust	0.156
sentence	chigamulo	disgust	0.156
parrot	karoti	disgust	0.156
obliging	chokakamiza	disgust	0.156
nameless	dzina lake	disgust	0.148
bummer	bomba	disgust	0.148
feeling	kumverera	disgust	0.141
elf	elf	disgust	0.141
excellence	zabwino	disgust	0.141
turn	tembenuzirani	disgust	0.133
gray	imvi	disgust	0.133
asymmetry	asymmetry	disgust	0.133
clumsy	zovuta	disgust	0.133
stall	khola	disgust	0.133
bran	nthambi	disgust	0.125
finally	potsiriza	disgust	0.125
lord	mbuye	disgust	0.125
boy	mnyamata	disgust	0.117
cove	khala	disgust	0.117
nurture	kulera	disgust	0.117
savor	zosangalatsa	disgust	0.117
lemon	mandimu	disgust	0.109
winning	kupambana	disgust	0.109
powerful	wamphamvu	disgust	0.102
glitter	glitter	disgust	0.094
interior	mkati	disgust	0.086
mind	maganizo	disgust	0.086
treat	chithandizo	disgust	0.078
interested	chidwi	disgust	0.078
abundance	kuchuluka	disgust	0.078
honest	owona mtima	disgust	0.055
kite	kite	disgust	0.055
humble	wodzichepetsa	disgust	0.047
tree	mtengo	disgust	0.039
torture	kuzunza	fear	0.984
terrorist	zigawenga	fear	0.972
horrific	zoopsa	fear	0.969
terrorism	uchigawenga	fear	0.969
terrorists	zigawenga	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	kupha	fear	0.962
homicidal	kudzipha	fear	0.959
annihilate	chiwonongeko	fear	0.953
terror	mantha	fear	0.953
murderer	wakupha	fear	0.953
catastrophe	masautso	fear	0.953
dying	kufa	fear	0.948
war	nkhondo	fear	0.942
bombing	kubomba mabomba	fear	0.938
bomb	bomba	fear	0.935
missiles	mipu	fear	0.934
horror	mantha	fear	0.923
brutality	nkhanza	fear	0.922
bloodthirsty	magazi	fear	0.922
terrorize	kuopseza	fear	0.922
horrified	mantha	fear	0.922
murderous	wakupha	fear	0.920
massacre	kupha	fear	0.911
assassinate	kupha	fear	0.906
horrifying	zoopsa	fear	0.906
fatality	kupha	fear	0.906
murder	kupha	fear	0.906
mutilation	kudulidwa	fear	0.906
terrifying	zoopsa	fear	0.906
devastation	kuwonongeka	fear	0.906
holocaust	zopsereza	fear	0.906
horrors	zoopsa	fear	0.906
killing	kupha	fear	0.906
demon	ziwanda	fear	0.906
terrified	mantha	fear	0.906
suicidal	kudzipha	fear	0.898
kidnap	kuthandizani	fear	0.891
slaughter	kuphedwa	fear	0.891
assault	chiwawa	fear	0.891
crucifixion	kupachikidwa	fear	0.891
doomed	adzawonongedwa	fear	0.888
poisoned	poizoni	fear	0.886
suicide	kudzipha	fear	0.879
explosion	kupasuka	fear	0.879
dismemberment	kuvomereza	fear	0.875
slaughtering	kupha	fear	0.875
disastrous	zoopsa	fear	0.875
deadly	chakupha	fear	0.875
annihilation	chiwonongeko	fear	0.875
disaster	tsoka	fear	0.875
threatening	kuopseza	fear	0.875
suffocation	Kutupa	fear	0.875
assassin	wakupha	fear	0.875
savagery	zosokoneza	fear	0.875
rape	kugwirira	fear	0.870
hell	gehena	fear	0.860
anthrax	anthrax	fear	0.859
explosive	kuphulika	fear	0.859
warfare	nkhondo	fear	0.859
paralyzed	olumala	fear	0.859
molestation	chiwonongeko	fear	0.859
homicide	kudzipha	fear	0.859
barbaric	zovuta	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	ngozi	fear	0.859
demonic	ziwanda	fear	0.859
bloodshed	kukhetsa mwazi	fear	0.859
annihilated	anawonongedwa	fear	0.859
attacking	kuwukira	fear	0.859
dread	mantha	fear	0.859
slaughterhouse	nyumba yophera	fear	0.859
tragedy	tsoka	fear	0.859
guillotine	guillotine	fear	0.859
executioner	wakupha	fear	0.859
suffocating	kutsekemera	fear	0.858
treachery	chinyengo	fear	0.856
fright	mantha	fear	0.853
traumatic	zowawa	fear	0.844
afraid	mantha	fear	0.844
morgue	chisokonezo	fear	0.844
drown	dzamira	fear	0.844
destroying	kuwononga	fear	0.844
painful	zowawa	fear	0.844
frightened	anachita mantha	fear	0.844
monster	monster	fear	0.844
slayer	wakupha	fear	0.844
abomination	chonyansa	fear	0.844
execution	kuphedwa	fear	0.844
scariest	zoopsa	fear	0.844
bombardment	mabomba	fear	0.844
vengeance	kubwezera	fear	0.844
panicked	amanjenjemera	fear	0.844
frightening	zoopsa	fear	0.844
scare	mantha	fear	0.844
apocalypse	apocalypse	fear	0.844
petrified	petrified	fear	0.844
death	imfa	fear	0.843
chaos	chisokonezo	fear	0.839
ghastly	kusokonezeka	fear	0.836
evil	zoipa	fear	0.833
gunmen	achifwamba	fear	0.828
fear	mantha	fear	0.828
doom	chiwonongeko	fear	0.828
intruder	wolanda	fear	0.828
cancer	khansa	fear	0.828
grenade	grenade	fear	0.828
assassination	kuphedwa	fear	0.828
fatal	amafa	fear	0.828
nightmare	zowawa	fear	0.828
explode	phuluka	fear	0.828
kidnapped	anagwidwa	fear	0.828
eradication	kutha	fear	0.828
hellish	hellish	fear	0.828
paralyze	ziwalola	fear	0.828
trauma	kusokonezeka	fear	0.828
doomsday	doomsday	fear	0.828
violently	mwachiwawa	fear	0.828
manslaughter	kupha anthu	fear	0.828
devil	mdierekezi	fear	0.828
frighten	mantha	fear	0.828
brutal	nkhanza	fear	0.828
morbidity	matenda	fear	0.820
crippling	wolumala	fear	0.817
savage	zoopsa	fear	0.814
crushed	wosweka	fear	0.812
violence	chiwawa	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	zoopsa	fear	0.812
suffering	kuvutika	fear	0.812
shooting	kuwombera	fear	0.812
earthquake	chivomerezi	fear	0.812
destructive	chiwonongeko	fear	0.812
violent	wachiwawa	fear	0.812
poisonous	woopsa	fear	0.812
quake	chivomezi	fear	0.812
damnation	chiwonongeko	fear	0.812
aggressor	nkhanza	fear	0.812
imprisoned	kumangidwa	fear	0.811
hurricane	mphepo yamkuntho	fear	0.811
exterminate	kuwononga	fear	0.810
fearing	mantha	fear	0.808
hemorrhage	Kuchepetsa magazi	fear	0.807
lethal	zoopsa	fear	0.806
torment	kuzunzika	fear	0.806
venom	utsi	fear	0.804
claustrophobia	claustrophobia	fear	0.803
danger	Ngozi	fear	0.802
snakes	njoka	fear	0.802
exorcism	kutulutsa ziphuphu	fear	0.800
obliterated	ochotsedwa	fear	0.800
robbery	kuba	fear	0.800
terrifies	mantha	fear	0.798
cyanide	cyanide	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	nkhanza	fear	0.797
monstrosity	monstrosity	fear	0.797
attack	kuukira	fear	0.797
extermination	kutha	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	kufa	fear	0.797
destruction	chiwonongeko	fear	0.797
poison	poizoni	fear	0.797
harmful	zoipa	fear	0.797
persecution	kuzunzidwa	fear	0.797
bombers	mabomba	fear	0.797
incurable	osachiritsika	fear	0.797
hysteria	chisokonezo	fear	0.797
dreadfully	moopsa	fear	0.796
arson	chophimba	fear	0.794
devastate	kuwononga	fear	0.792
tyrant	wozunza	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	kufa	fear	0.784
feared	ankaopa	fear	0.782
maniac	maniac	fear	0.781
enslaved	akapolo	fear	0.781
rampage	kusokoneza	fear	0.781
screaming	akufuula	fear	0.781
venomous	zowopsa	fear	0.781
warlike	nkhondo	fear	0.781
lifeless	wopanda moyo	fear	0.781
bloody	magazi	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	njoka	fear	0.776
epidemic	mliri	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	kuwononga	fear	0.766
shipwreck	ngalawa inasweka	fear	0.766
crisis	mavuto	fear	0.766
criminal	chigawenga	fear	0.766
invade	pitani	fear	0.766
riot	chisokonezo	fear	0.766
fearful	mantha	fear	0.766
reprisal	akunyoza	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	wosakaza	fear	0.766
dangerously	moopsa	fear	0.766
tumor	chotupa	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	kuphwanya	fear	0.766
inferno	inferno	fear	0.766
leprosy	khate	fear	0.766
jihad	jihad	fear	0.766
scary	zoopsa	fear	0.766
hazardous	zoopsa	fear	0.766
detonate	onetsetsani	fear	0.766
claustrophobic	claustrophobic	fear	0.765
hyperventilating	kutsekemera	fear	0.762
nightmares	zoopsa	fear	0.759
ghostly	mpweya	fear	0.754
destroyed	kuwonongedwa	fear	0.754
anarchy	chisokonezo	fear	0.750
panic	mantha	fear	0.750
dreadful	zoopsa	fear	0.750
riotous	zosokoneza	fear	0.750
dangerous	zoopsa	fear	0.750
projectiles	projectiles	fear	0.750
strangle	sungani	fear	0.750
hurricanes	mphepo zamkuntho	fear	0.750
anarchist	anarchist	fear	0.750
mortuary	malo osungira	fear	0.750
wrenching	kudula	fear	0.750
destroyer	wowononga	fear	0.750
tyranny	nkhanza	fear	0.750
ptsd	ptsd	fear	0.750
hazard	ngozi	fear	0.750
tragedies	masoka	fear	0.750
slavery	ukapolo	fear	0.750
treacherous	achinyengo	fear	0.750
cholera	kolera	fear	0.750
imprisonment	kumangidwa	fear	0.750
agony	zowawa	fear	0.750
obliteration	kuwonongedwa	fear	0.750
accident	ngozi	fear	0.750
fears	mantha	fear	0.750
anaconda	anaconda	fear	0.750
malignancy	malignancy	fear	0.742
cannibal	nthendayi	fear	0.740
bombard	bombard	fear	0.740
abominable	zonyansa	fear	0.738
bomber	bomba	fear	0.734
diseased	matenda	fear	0.734
gun	mfuti	fear	0.734
shoot	kuwombera	fear	0.734
horrible	zoopsa	fear	0.734
missile	misisi	fear	0.734
crash	kuwonongeka	fear	0.734
beast	chirombo	fear	0.734
tyrannical	achiwawa	fear	0.734
paralysis	Kufa ziwalo	fear	0.734
devilish	mdierekezi	fear	0.734
mutiny	mutiny	fear	0.734
misery	zowawa	fear	0.734
shot	kuwombera	fear	0.734
depraved	zonyansa	fear	0.734
gore	chaka	fear	0.734
scared	mantha	fear	0.734
cursed	watembereredwa	fear	0.734
threaten	kuopseza	fear	0.734
tornado	chimphepo	fear	0.734
victimized	ozunzidwa	fear	0.734
hostage	kuthandizidwa	fear	0.734
melee	mzanga	fear	0.734
hyperventilate	sungani bwino	fear	0.734
malignant	zovuta	fear	0.734
dictatorship	kupondereza	fear	0.734
mafia	mafia	fear	0.734
turmoil	chisokonezo	fear	0.733
combat	nkhondo	fear	0.728
alligator	alligator	fear	0.727
ruin	kuwonongeka	fear	0.725
shooter	chowombera	fear	0.722
contagious	wothandizira	fear	0.720
miscarriage	kutaya padera	fear	0.719
casualty	kuwonongeka	fear	0.719
fight	kumenyana	fear	0.719
mortification	kusokoneza	fear	0.719
crime	umbanda	fear	0.719
struggle	kulimbana	fear	0.719
shock	kudabwa	fear	0.719
seizure	kulanda	fear	0.719
lynch	lynch	fear	0.719
starvation	njala	fear	0.719
harm	kuvulaza	fear	0.719
excruciating	zovuta	fear	0.719
phobia	phobia	fear	0.719
desperation	kusimidwa	fear	0.719
devastating	zopweteka	fear	0.719
emergency	zovuta	fear	0.719
scream	kufuula	fear	0.719
havoc	chiwonongeko	fear	0.719
injured	anavulala	fear	0.719
carnage	kukupha	fear	0.717
frantically	mwatsatanetsatane	fear	0.717
standoff	choyimira	fear	0.716
infestation	infestation	fear	0.716
soscary	soscary	fear	0.712
panicking	akudandaula	fear	0.708
rupture	kupasuka	fear	0.706
frantic	wokhumudwa	fear	0.705
horrid	zovuta	fear	0.705
aggressive	nkhanza	fear	0.703
anguish	zowawa	fear	0.703
gash	msuzi	fear	0.703
sos	NO TRANSLATION	fear	0.703
terminal	Pokwerera	fear	0.703
diabolical	diabolical	fear	0.703
sabotage	chiwonongeko	fear	0.703
hatred	chidani	fear	0.703
hysterical	nthendayi	fear	0.703
psychosis	psychosis	fear	0.703
carcinoma	carcinoma	fear	0.703
schizophrenia	schizophrenia	fear	0.703
agonizing	zowawa	fear	0.703
wrecked	inasweka	fear	0.703
infectious	matenda	fear	0.703
collapse	kugwa	fear	0.703
grisly	grisly	fear	0.703
prey	nyama	fear	0.703
witchcraft	ufiti	fear	0.703
avalanche	zovuta	fear	0.703
neurotic	neurotic	fear	0.703
harrowing	zovuta	fear	0.703
fugitive	wothawa	fear	0.703
arsenic	arsenic	fear	0.703
assailant	wotsutsa	fear	0.703
vendetta	vendetta	fear	0.703
dreaded	mantha	fear	0.703
upheaval	kusokonezeka	fear	0.703
armed	zida	fear	0.703
cripple	wolumala	fear	0.703
malevolent	zachiwawa	fear	0.703
cobra	cobra	fear	0.703
freaked	anamasuka	fear	0.703
burial	kuikidwa mmanda	fear	0.703
deranged	deranged	fear	0.703
plague	mliri	fear	0.703
forcibly	kukakamizika	fear	0.700
abduction	kutenga	fear	0.700
crocodile	ng'ona	fear	0.700
offender	wolakwira	fear	0.698
mayhem	mayhem	fear	0.690
alarm	alamu	fear	0.688
trepidation	mantha	fear	0.688
brawl	chisokonezo	fear	0.688
beastly	chirombo	fear	0.688
oppression	kuponderezedwa	fear	0.688
guerilla	NO TRANSLATION	fear	0.688
socialanxiety	NO TRANSLATION	fear	0.688
hopeless	opanda chiyembekezo	fear	0.688
leukemia	khansa ya m'magazi	fear	0.688
agoraphobia	agoraphobia	fear	0.688
endanger	kuika pangozi	fear	0.688
cadaver	cadaver	fear	0.688
hurt	kukhumudwa	fear	0.688
paranoid	paranoid	fear	0.688
disease	matenda	fear	0.688
contagion	matenda	fear	0.688
cyclone	chimphepo	fear	0.688
blast	kuphulika	fear	0.688
hostile	nkhanza	fear	0.688
shrapnel	shrapnel	fear	0.688
rabid	kukwiya	fear	0.688
wounding	kuvulaza	fear	0.688
ambush	akubisala	fear	0.688
gory	gory	fear	0.688
radiation	ma radiation	fear	0.688
banish	zitha	fear	0.688
anarchism	anarchism	fear	0.688
gallows	akugwedeza	fear	0.686
coffin	bokosi	fear	0.684
madness	misala	fear	0.675
spook	kuwononga	fear	0.673
fury	ukali	fear	0.672
grim	zowawa	fear	0.672
trembling	kunjenjemera	fear	0.672
gang	kagulu	fear	0.672
scarier	zovuta	fear	0.672
viper	njoka	fear	0.672
sinister	wochimwa	fear	0.672
victim	wozunzidwa	fear	0.672
crushing	kusweka	fear	0.672
hurting	kuvulaza	fear	0.672
atrocity	nkhanza	fear	0.672
tarantula	tarantula	fear	0.672
nervouswreck	NO TRANSLATION	fear	0.672
vermin	vermin	fear	0.672
thug	thug	fear	0.672
stab	mbola	fear	0.672
awful	zoopsa	fear	0.672
felon	felon	fear	0.672
militia	asilikali	fear	0.672
dungeon	ndende	fear	0.672
militants	asilikali	fear	0.672
frankenstorm	NO TRANSLATION	fear	0.672
carcass	nyama	fear	0.672
freakedout	NO TRANSLATION	fear	0.672
combatant	msilikali	fear	0.672
ghost	mzimu	fear	0.672
fangs	nkhungu	fear	0.672
soscared	zosungidwa	fear	0.672
shatter	shatter	fear	0.672
persecute	akuzunza	fear	0.672
eruption	mphukira	fear	0.672
mangle	mangolo	fear	0.672
perishing	kuwonongeka	fear	0.672
abuse	nkhanza	fear	0.672
injury	kuvulala	fear	0.672
menacing	kuopseza	fear	0.672
abhorrent	zonyansa	fear	0.672
menace	chiopsezo	fear	0.672
revolver	wopandukira	fear	0.672
outbreak	kuphulika	fear	0.672
desolation	chiwonongeko	fear	0.667
ferocious	zoopsa	fear	0.667
battered	anamenyedwa	fear	0.667
cutthroat	kudula	fear	0.664
pandemic	mliri	fear	0.664
volcano	phiri	fear	0.663
scares	zoopsa	fear	0.660
cruelly	mwankhanza	fear	0.658
ruthless	nkhanza	fear	0.656
endangered	pangozi	fear	0.656
neurosis	neurosis	fear	0.656
dictator	wolamulira wankhanza	fear	0.656
treason	chiwembu	fear	0.656
armament	zida	fear	0.656
traitor	wotsutsa	fear	0.656
nefarious	osasamala	fear	0.656
emetophobia	emetophobia	fear	0.656
crazed	wodetsedwa	fear	0.656
insane	achinyengo	fear	0.656
encroachment	kusokoneza	fear	0.656
smash	smash	fear	0.656
radioactive	zowonongeka	fear	0.656
selfharm	NO TRANSLATION	fear	0.656
cruel	nkhanza	fear	0.656
spider	kangaude	fear	0.656
malicious	zoipa	fear	0.656
bully	wonyoza	fear	0.656
blizzard	blizzard	fear	0.656
oppressive	opondereza	fear	0.656
shitless	osasamala	fear	0.656
revenge	kubwezera	fear	0.656
lunatic	lunatic	fear	0.656
typhoon	chimphepo	fear	0.656
stroke	kupwetekedwa	fear	0.656
punishment	chilango	fear	0.656
tumult	chisokonezo	fear	0.656
xenophobia	kupha anthu	fear	0.656
battlefield	nkhondo	fear	0.656
purgatory	purigatoriyo	fear	0.656
despotic	achinyengo	fear	0.656
coma	coma	fear	0.656
debauchery	kunyenga	fear	0.656
alarming	zochititsa mantha	fear	0.656
fearfully	mwamantha	fear	0.656
distress	kuvutika	fear	0.656
projectile	projectile	fear	0.654
flog	sungani	fear	0.653
bang	bang	fear	0.652
ransom	dipo	fear	0.644
criminality	zigawenga	fear	0.642
quivering	kudumphadumpha	fear	0.641
dreading	kuopa	fear	0.641
haunt	kukonda	fear	0.641
scoundrel	scoundrel	fear	0.641
retaliation	kubwezera	fear	0.641
vehement	zovuta	fear	0.641
demented	adakhazikika	fear	0.641
raging	wokwiya	fear	0.641
despair	kukhumudwa	fear	0.641
punished	adzalangidwa	fear	0.641
deteriorate	kuwonongeka	fear	0.641
conflict	mikangano	fear	0.641
aghast	zovuta	fear	0.641
demise	chiwonongeke	fear	0.641
duress	kuthandizani	fear	0.641
wildfire	kupsa moto	fear	0.641
raptors	raptors	fear	0.641
tumour	chotupa	fear	0.641
perturbation	kusokoneza	fear	0.641
rattlesnake	rattlesnake	fear	0.641
isolated	osungulumwa	fear	0.641
targeted	zolinga	fear	0.641
warlock	warlock	fear	0.641
intimidate	kuwopsyeza	fear	0.641
hanging	atapachikidwa	fear	0.641
perilous	zoopsa	fear	0.641
dastardly	kudya mowa	fear	0.641
cantbreathe	NO TRANSLATION	fear	0.641
wreck	kuwonongeka	fear	0.641
hideous	hideous	fear	0.641
abortion	kuchotsa mimba	fear	0.641
banshee	banshee	fear	0.641
dementia	matenda a maganizo	fear	0.641
antichrist	wotsutsakhristu	fear	0.641
injurious	zovulaza	fear	0.641
bestial	kumenyana	fear	0.639
serpent	njoka	fear	0.638
condemnation	kutsutsidwa	fear	0.637
fire	moto	fear	0.636
corrosive	zowononga	fear	0.636
armaments	zida	fear	0.636
exclusion	kuchotsedwa	fear	0.636
nervousness	mantha	fear	0.627
vampire	vampire	fear	0.625
incendiary	zovuta	fear	0.625
incarceration	kutsekeredwa	fear	0.625
hurtful	zopweteka	fear	0.625
pestilence	mliri	fear	0.625
manic	manic	fear	0.625
enemy	mdani	fear	0.625
spiders	akangaude	fear	0.625
malice	NO TRANSLATION	fear	0.625
revolting	kupanduka	fear	0.625
artillery	zida zankhondo	fear	0.625
repression	kuponderezedwa	fear	0.625
combative	kuphwanya	fear	0.625
sickening	odwala	fear	0.625
turbulent	zovuta	fear	0.625
thundering	mabingu	fear	0.625
