word	Lithuanian-lt	emotion	emotion-intensity-score
terror	teroras	fear	0.953
murderer	žudikas	fear	0.953
catastrophe	katastrofa	fear	0.953
dying	mirti	fear	0.948
war	karas	fear	0.942
bombing	bombardavimas	fear	0.938
bomb	bomba	fear	0.935
missiles	raketos	fear	0.934
horror	siaubas	fear	0.923
brutality	brutalumas	fear	0.922
bloodthirsty	kraujo įsivertinimas	fear	0.922
terrorize	terorizuoti	fear	0.922
horrified	siaubu	fear	0.922
murderous	nužudantis	fear	0.920
massacre	žudynes	fear	0.911
assassinate	nužudyti	fear	0.906
horrifying	siaubingas	fear	0.906
fatality	mirtis	fear	0.906
murder	nužudymas	fear	0.906
mutilation	žalojimas	fear	0.906
terrifying	siaubingas	fear	0.906
devastation	nuniokojimas	fear	0.906
holocaust	holokaustas	fear	0.906
horrors	siaubo	fear	0.906
killing	žudymas	fear	0.906
demon	demonas	fear	0.906
terrified	siaubu	fear	0.906
suicidal	savižudis	fear	0.898
kidnap	pagrobti	fear	0.891
slaughter	skerdimas	fear	0.891
assault	puolimas	fear	0.891
crucifixion	nukryžiavimas	fear	0.891
doomed	pasmerktas	fear	0.888
poisoned	apsinuodijęs	fear	0.886
suicide	savižudis	fear	0.879
explosion	sprogimas	fear	0.879
dismemberment	suskaidymas	fear	0.875
slaughtering	skerdimas	fear	0.875
disastrous	katastrofiškas	fear	0.875
deadly	mirtini	fear	0.875
annihilation	sunaikinimas	fear	0.875
disaster	nelaimė	fear	0.875
threatening	grasinanti	fear	0.875
suffocation	dusulys	fear	0.875
assassin	Assassin	fear	0.875
savagery	žiaurumas	fear	0.875
rape	išžaginimas	fear	0.870
hell	pragaras	fear	0.860
anthrax	Siurbimas	fear	0.859
explosive	sprogi	fear	0.859
warfare	karas	fear	0.859
paralyzed	paralyžiuotas	fear	0.859
molestation	tvirkinimas	fear	0.859
homicide	žmogžudystė	fear	0.859
barbaric	barbariškas	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	pavojus	fear	0.859
demonic	demoniškas	fear	0.859
bloodshed	kraujo praliejimas	fear	0.859
annihilated	sunaikintas	fear	0.859
attacking	puola	fear	0.859
dread	baimė	fear	0.859
slaughterhouse	skerdykloje	fear	0.859
tragedy	tragedija	fear	0.859
guillotine	giljotina	fear	0.859
executioner	kareivis	fear	0.859
suffocating	dusinanti	fear	0.858
treachery	išdavystė	fear	0.856
fright	baimė	fear	0.853
traumatic	trauminis	fear	0.844
afraid	išsigandęs	fear	0.844
morgue	Morgas	fear	0.844
drown	nuskęsti	fear	0.844
destroying	sunaikinti	fear	0.844
painful	skausmingas	fear	0.844
frightened	išgąsdinti	fear	0.844
monster	monstras	fear	0.844
slayer	Slayer	fear	0.844
abomination	bjaurystė	fear	0.844
execution	vykdymas	fear	0.844
scariest	baisiausias	fear	0.844
bombardment	bombardavimas	fear	0.844
vengeance	kerštas	fear	0.844
panicked	panikuoti	fear	0.844
frightening	bauginanti	fear	0.844
scare	panika	fear	0.844
apocalypse	apokalipsė	fear	0.844
petrified	sustingęs	fear	0.844
death	mirtis	fear	0.843
chaos	chaosas	fear	0.839
ghastly	šlykštus	fear	0.836
evil	velnias	fear	0.833
gunmen	ginkluotės	fear	0.828
fear	baimė	fear	0.828
doom	lemtis	fear	0.828
intruder	įsibrovėlis	fear	0.828
cancer	vėžys	fear	0.828
grenade	granatas	fear	0.828
assassination	nužudymas	fear	0.828
fatal	mirtinas	fear	0.828
nightmare	košmaras	fear	0.828
explode	sprogti	fear	0.828
kidnapped	pagrobtas	fear	0.828
eradication	likvidavimas	fear	0.828
hellish	pragaras	fear	0.828
paralyze	paralyžiuoti	fear	0.828
trauma	trauma	fear	0.828
doomsday	pasimatymų diena	fear	0.828
violently	smarkiai	fear	0.828
manslaughter	žmogžudystė	fear	0.828
devil	velnias	fear	0.828
frighten	bijoti	fear	0.828
brutal	brutalus	fear	0.828
morbidity	sergamumas	fear	0.820
crippling	blogas	fear	0.817
savage	laukinis	fear	0.814
crushed	susmulkintas	fear	0.812
violence	smurtas	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	baisus	fear	0.812
suffering	kančios	fear	0.812
shooting	Šaudymas	fear	0.812
earthquake	žemės drebėjimas	fear	0.812
destructive	destruktyvus	fear	0.812
violent	smurtinis	fear	0.812
poisonous	nuodingas	fear	0.812
quake	žemės drebėjimas	fear	0.812
damnation	pasmerkimas	fear	0.812
aggressor	agresoriaus	fear	0.812
imprisoned	įkalintas	fear	0.811
hurricane	uraganas	fear	0.811
exterminate	naikinti	fear	0.810
fearing	bijodamas	fear	0.808
hemorrhage	kraujavimas	fear	0.807
lethal	mirtina	fear	0.806
torment	kankinimai	fear	0.806
venom	nuodai	fear	0.804
claustrophobia	klaustrofobija	fear	0.803
danger	pavojus	fear	0.802
snakes	gyvatės	fear	0.802
exorcism	eksorcizmas	fear	0.800
obliterated	sunaikinta	fear	0.800
robbery	apiplėšimas	fear	0.800
terrifies	siaubia	fear	0.798
cyanide	cianidas	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	žiaurumas	fear	0.797
monstrosity	monstrosity	fear	0.797
attack	ataka	fear	0.797
extermination	naikinimas	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	mirtingumas	fear	0.797
destruction	sunaikinimas	fear	0.797
poison	nuodai	fear	0.797
harmful	kenksmingas	fear	0.797
persecution	persekiojimas	fear	0.797
bombers	sprogdintojas	fear	0.797
incurable	neišgydomas	fear	0.797
hysteria	isterija	fear	0.797
dreadfully	baisiai	fear	0.796
arson	padegimas	fear	0.794
devastate	sunaikinti	fear	0.792
tyrant	tyrantas	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	prarasti	fear	0.784
feared	bijojo	fear	0.782
maniac	maniakas	fear	0.781
enslaved	pavergė	fear	0.781
rampage	rampa	fear	0.781
screaming	rėkia	fear	0.781
venomous	nuodingas	fear	0.781
warlike	kareiviškas	fear	0.781
lifeless	negyvas	fear	0.781
bloody	kruvinas	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	gyvatė	fear	0.776
epidemic	epidemija	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	sunaikinti	fear	0.766
shipwreck	laivo avarija	fear	0.766
crisis	krizė	fear	0.766
criminal	nusikalstamas	fear	0.766
invade	įsiveržti	fear	0.766
riot	riaušės	fear	0.766
fearful	baisu	fear	0.766
reprisal	represija	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	įsibrovėlis	fear	0.766
dangerously	pavojingai	fear	0.766
tumor	navikas	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	pažeidimas	fear	0.766
inferno	inferno	fear	0.766
leprosy	raupsai	fear	0.766
jihad	džihadas	fear	0.766
scary	baugus	fear	0.766
hazardous	pavojingas	fear	0.766
detonate	detonuoti	fear	0.766
claustrophobic	klaustrofobinis	fear	0.765
hyperventilating	hiperventiliacija	fear	0.762
nightmares	košmarai	fear	0.759
ghostly	vaiduoklis	fear	0.754
destroyed	sunaikinta	fear	0.754
anarchy	anarchija	fear	0.750
panic	panika	fear	0.750
dreadful	baisus	fear	0.750
riotous	neramus	fear	0.750
dangerous	pavojingas	fear	0.750
projectiles	sviediniai	fear	0.750
strangle	pasislėpti	fear	0.750
hurricanes	uraganai	fear	0.750
anarchist	anarchistas	fear	0.750
mortuary	mortuaras	fear	0.750
wrenching	wrenching	fear	0.750
destroyer	sunaikintojas	fear	0.750
tyranny	tironija	fear	0.750
ptsd	ptsd	fear	0.750
hazard	pavojus	fear	0.750
tragedies	tragedijos	fear	0.750
slavery	vergija	fear	0.750
treacherous	klastingas	fear	0.750
cholera	cholera	fear	0.750
imprisonment	laisvės atėmimas	fear	0.750
agony	agonija	fear	0.750
obliteration	obliteracija	fear	0.750
accident	avarija	fear	0.750
fears	baimės	fear	0.750
anaconda	Anaconda	fear	0.750
malignancy	piktybiniai navikai	fear	0.742
cannibal	kanibalas	fear	0.740
bombard	bombarduoti	fear	0.740
abominable	bjaurus	fear	0.738
bomber	bombonešis	fear	0.734
diseased	sergantis	fear	0.734
gun	ginklas	fear	0.734
shoot	šaudyti	fear	0.734
horrible	siaubingas	fear	0.734
missile	raketa	fear	0.734
crash	avarija	fear	0.734
beast	žvėris	fear	0.734
tyrannical	tironiškas	fear	0.734
paralysis	paralyžius	fear	0.734
devilish	velnias	fear	0.734
mutiny	maištas	fear	0.734
misery	nelaimė	fear	0.734
shot	kulka	fear	0.734
depraved	iškraipytas	fear	0.734
gore	įsiuvas	fear	0.734
scared	išsigandusi	fear	0.734
cursed	prakeiktas	fear	0.734
threaten	grasinti	fear	0.734
tornado	tornadas	fear	0.734
victimized	nukentėjęs	fear	0.734
hostage	įkaitas	fear	0.734
melee	melee	fear	0.734
hyperventilate	hiperventilatas	fear	0.734
malignant	piktybinis	fear	0.734
dictatorship	diktatūra	fear	0.734
mafia	mafija	fear	0.734
turmoil	neramumai	fear	0.733
combat	kovoti	fear	0.728
alligator	aligatorius	fear	0.727
ruin	sugadinti	fear	0.725
shooter	šaulys	fear	0.722
contagious	užkrečiama	fear	0.720
miscarriage	persileidimas	fear	0.719
casualty	nelaimingas atsitikimas	fear	0.719
fight	kovoti	fear	0.719
mortification	sunaikinimas	fear	0.719
crime	nusikaltimas	fear	0.719
struggle	kova	fear	0.719
shock	šokas	fear	0.719
seizure	traukuliai	fear	0.719
lynch	lynch	fear	0.719
starvation	badas	fear	0.719
harm	žala	fear	0.719
excruciating	siaubingas	fear	0.719
phobia	fobija	fear	0.719
desperation	beviltiška	fear	0.719
devastating	niokojantis	fear	0.719
emergency	Skubus atvėjis	fear	0.719
scream	šaukti	fear	0.719
havoc	žlugimas	fear	0.719
injured	sužeistas	fear	0.719
carnage	skerdynės	fear	0.717
frantically	smarkiai	fear	0.717
standoff	atsilikimas	fear	0.716
infestation	užkrėtimo	fear	0.716
soscary	taip baisu	fear	0.712
panicking	panikos	fear	0.708
rupture	plyšimas	fear	0.706
frantic	beviltiška	fear	0.705
horrid	siaubingas	fear	0.705
aggressive	agresyvus	fear	0.703
anguish	sielvartas	fear	0.703
gash	gashas	fear	0.703
sos	NO TRANSLATION	fear	0.703
terminal	terminalas	fear	0.703
diabolical	velniškas	fear	0.703
sabotage	sabotažas	fear	0.703
hatred	neapykanta	fear	0.703
hysterical	isteriškas	fear	0.703
psychosis	psichozė	fear	0.703
carcinoma	karcinoma	fear	0.703
schizophrenia	šizofrenija	fear	0.703
agonizing	agonizing	fear	0.703
wrecked	sudaužytas	fear	0.703
infectious	infekcinis	fear	0.703
collapse	žlugti	fear	0.703
grisly	siaubingai	fear	0.703
prey	grobis	fear	0.703
witchcraft	raganavimas	fear	0.703
avalanche	lavina	fear	0.703
neurotic	neurotiškas	fear	0.703
harrowing	siaubti	fear	0.703
fugitive	bėgikas	fear	0.703
arsenic	arsenas	fear	0.703
assailant	užpuolikas	fear	0.703
vendetta	vendetta	fear	0.703
dreaded	bijojo	fear	0.703
upheaval	perversmas	fear	0.703
armed	ginkluotosios	fear	0.703
cripple	kankinti	fear	0.703
malevolent	piktas	fear	0.703
cobra	kobra	fear	0.703
freaked	piktas	fear	0.703
burial	laidojimas	fear	0.703
deranged	iškraipytas	fear	0.703
plague	maras	fear	0.703
forcibly	prievarta	fear	0.700
abduction	pagrobimas	fear	0.700
crocodile	krokodilas	fear	0.700
offender	nusikaltėlis	fear	0.698
mayhem	chaosas	fear	0.690
alarm	signalizacija	fear	0.688
trepidation	trepidas	fear	0.688
brawl	sumušimas	fear	0.688
beastly	bjaurus	fear	0.688
oppression	priespauda	fear	0.688
guerilla	NO TRANSLATION	fear	0.688
socialanxiety	NO TRANSLATION	fear	0.688
hopeless	beviltiška	fear	0.688
leukemia	leukemija	fear	0.688
agoraphobia	agorafobija	fear	0.688
endanger	kelti grėsmę	fear	0.688
cadaver	Cadaver	fear	0.688
hurt	skauda	fear	0.688
paranoid	paranojikas	fear	0.688
disease	liga	fear	0.688
contagion	užkratas	fear	0.688
cyclone	ciklonas	fear	0.688
blast	sprogimas	fear	0.688
hostile	priešiškas	fear	0.688
shrapnel	šrapneliai	fear	0.688
rabid	bjaurus	fear	0.688
wounding	sužeistas	fear	0.688
ambush	pasala	fear	0.688
gory	gory	fear	0.688
radiation	radiacija	fear	0.688
banish	pašalinti	fear	0.688
anarchism	anarchizmas	fear	0.688
gallows	šiaudai	fear	0.686
coffin	karstą	fear	0.684
madness	beprotybė	fear	0.675
spook	spooky	fear	0.673
fury	įniršis	fear	0.672
grim	siauras	fear	0.672
trembling	drebulys	fear	0.672
gang	gauja	fear	0.672
scarier	baisiausias	fear	0.672
viper	viper	fear	0.672
sinister	žiaurus	fear	0.672
victim	auka	fear	0.672
crushing	griovimas	fear	0.672
hurting	skauda	fear	0.672
atrocity	žiaurumas	fear	0.672
tarantula	tarantula	fear	0.672
nervouswreck	NO TRANSLATION	fear	0.672
vermin	kenkėjai	fear	0.672
thug	bjaurus	fear	0.672
stab	stab	fear	0.672
awful	baisus	fear	0.672
felon	Felonas	fear	0.672
militia	milicija	fear	0.672
dungeon	Dungeon	fear	0.672
militants	kovotojai	fear	0.672
frankenstorm	NO TRANSLATION	fear	0.672
carcass	skerdena	fear	0.672
freakedout	NO TRANSLATION	fear	0.672
combatant	kovotojas	fear	0.672
ghost	vaiduoklis	fear	0.672
fangs	fangs	fear	0.672
soscared	labai išsigandęs	fear	0.672
shatter	suplakti	fear	0.672
persecute	persekioti	fear	0.672
eruption	išsiveržimas	fear	0.672
mangle	mangle	fear	0.672
perishing	žūva	fear	0.672
abuse	piktnaudžiavimas	fear	0.672
injury	sužalojimas	fear	0.672
menacing	grėsmingas	fear	0.672
abhorrent	nepatogus	fear	0.672
menace	Gresmė	fear	0.672
revolver	revolveris	fear	0.672
outbreak	protrūkis	fear	0.672
desolation	sunaikinimas	fear	0.667
ferocious	žiaurus	fear	0.667
battered	sumuštas	fear	0.667
cutthroat	pjūvis	fear	0.664
pandemic	pandemija	fear	0.664
volcano	vulkanas	fear	0.663
scares	baimės	fear	0.660
cruelly	žiauriai	fear	0.658
ruthless	negailestingas	fear	0.656
endangered	nykstantis	fear	0.656
neurosis	neurozė	fear	0.656
dictator	diktatorius	fear	0.656
treason	išdavystė	fear	0.656
armament	ginkluote	fear	0.656
traitor	išdavikas	fear	0.656
nefarious	blogas	fear	0.656
emetophobia	emetofobija	fear	0.656
crazed	Crazed	fear	0.656
insane	psichiškas	fear	0.656
encroachment	įsibrovimas	fear	0.656
smash	sumušė	fear	0.656
radioactive	radioaktyvusis	fear	0.656
selfharm	NO TRANSLATION	fear	0.656
cruel	žiaurus	fear	0.656
spider	voras	fear	0.656
malicious	kenksminga	fear	0.656
bully	patyčias	fear	0.656
blizzard	blizzardas	fear	0.656
oppressive	slegiantis	fear	0.656
shitless	be shitless	fear	0.656
revenge	kerštas	fear	0.656
lunatic	nemalonus	fear	0.656
typhoon	taifūnas	fear	0.656
stroke	insultas	fear	0.656
punishment	bausmė	fear	0.656
tumult	triukšmas	fear	0.656
xenophobia	ksenofobija	fear	0.656
battlefield	mūšio laukas	fear	0.656
purgatory	grynintuvas	fear	0.656
despotic	despotiškas	fear	0.656
coma	koma	fear	0.656
debauchery	išblaškymas	fear	0.656
alarming	nerimą keliantis	fear	0.656
fearfully	baisiai	fear	0.656
distress	nelaimė	fear	0.656
projectile	sviedinys	fear	0.654
flog	flogas	fear	0.653
bang	sprogti	fear	0.652
ransom	išpirkti	fear	0.644
criminality	nusikalstamumas	fear	0.642
quivering	drebulys	fear	0.641
dreading	baimės	fear	0.641
haunt	vaidentis	fear	0.641
scoundrel	nesąmonė	fear	0.641
retaliation	kerštas	fear	0.641
vehement	kupinas	fear	0.641
demented	demented	fear	0.641
raging	siaubti	fear	0.641
despair	neviltis	fear	0.641
punished	nubaustas	fear	0.641
deteriorate	pablogėja	fear	0.641
conflict	konfliktas	fear	0.641
aghast	pyktis	fear	0.641
demise	žlugimas	fear	0.641
duress	priversti	fear	0.641
wildfire	Laukinė ugnis	fear	0.641
raptors	raptorius	fear	0.641
tumour	navikas	fear	0.641
perturbation	pasipiktinimas	fear	0.641
rattlesnake	griuvėsiai	fear	0.641
isolated	izoliuotas	fear	0.641
targeted	tikslinė	fear	0.641
warlock	karoliai	fear	0.641
intimidate	įbauginti	fear	0.641
hanging	kabantis	fear	0.641
perilous	pavojingas	fear	0.641
dastardly	netyčia	fear	0.641
cantbreathe	NO TRANSLATION	fear	0.641
wreck	avarija	fear	0.641
hideous	kvailas	fear	0.641
abortion	abortas	fear	0.641
banshee	banshee	fear	0.641
dementia	demencija	fear	0.641
antichrist	antikristas	fear	0.641
injurious	žalingas	fear	0.641
bestial	žvėris	fear	0.639
serpent	gyvatė	fear	0.638
condemnation	pasmerkimas	fear	0.637
fire	Ugnis	fear	0.636
corrosive	ėsdinanti	fear	0.636
armaments	ginkluote	fear	0.636
exclusion	išskyrimas	fear	0.636
nervousness	nervingumas	fear	0.627
vampire	vampyras	fear	0.625
incendiary	uždegiminis	fear	0.625
incarceration	įkalinimas	fear	0.625
hurtful	žalingas	fear	0.625
pestilence	maras	fear	0.625
manic	manija	fear	0.625
enemy	priešas	fear	0.625
spiders	vorai	fear	0.625
malice	NO TRANSLATION	fear	0.625
revolting	maištingas	fear	0.625
artillery	artilerija	fear	0.625
repression	represijos	fear	0.625
combative	kareiviškas	fear	0.625
sickening	sielvartas	fear	0.625
turbulent	neramumas	fear	0.625
thundering	griauniantis	fear	0.625
infection	infekcija	fear	0.625
smuggler	kontrabandininkas	fear	0.625
pneumonia	pneumonija	fear	0.625
stunned	apsvaigintas	fear	0.625
lunacy	nepaklusnumas	fear	0.625
wracking	wracking	fear	0.625
ruinous	griovus	fear	0.625
meltdown	Meltdown	fear	0.625
disfigured	iškraipyta	fear	0.625
prison	kalėjimas	fear	0.625
sarcoma	sarkoma	fear	0.625
irreparable	nepataisoma	fear	0.625
wicked	nelaimingas	fear	0.625
mercenary	samdinys	fear	0.625
vengeful	kerštingas	fear	0.625
madman	beprotis	fear	0.625
injure	sužeisti	fear	0.625
daemon	daemonas	fear	0.625
landslide	nuošliaužos	fear	0.625
virulence	virulentiškumas	fear	0.625
inhuman	nežmoniškas	fear	0.625
seize	pasinaudoti	fear	0.625
ill	nesveikas	fear	0.621
barbarian	barbaras	fear	0.620
battled	kovojo	fear	0.615
plummet	svyruoja	fear	0.613
blackmail	šantažas	fear	0.612
darkened	patamsintas	fear	0.610
hangman	pakabinkis	fear	0.610
contaminated	užteršta	fear	0.610
malaria	maliarija	fear	0.609
rob	apiplėšti	fear	0.609
merciless	negailestingas	fear	0.609
disintegrate	suskaidyti	fear	0.609
infanticide	kūdikiams	fear	0.609
illness	liga	fear	0.609
shackle	sijonas	fear	0.609
bleeding	kraujavimas	fear	0.609
homeless	benamiai	fear	0.609
dagger	kiškis	fear	0.609
aggression	agresija	fear	0.609
abandonment	atsisakymas	fear	0.609
alienation	atsiskyrimas	fear	0.609
prosecute	baudžiamasis persekiojimas	fear	0.609
interrogation	tardymas	fear	0.609
insurmountable	neįveikiama	fear	0.609
oblivion	užmarštis	fear	0.609
scourge	rykštė	fear	0.609
beating	plakimas	fear	0.609
oppressor	prispaudėjas	fear	0.609
ogre	Oglė	fear	0.609
butcher	mėsininkas	fear	0.609
wrath	rūstybė	fear	0.609
injuring	sužeisti	fear	0.609
despotism	despotiškumas	fear	0.609
sufferer	kančia	fear	0.609
injection	injekcija	fear	0.609
deplorable	apgailėtinas	fear	0.609
conflagration	gaisras	fear	0.609
threat	grėsmė	fear	0.604
raid	reidas	fear	0.600
firearms	šaunamieji ginklai	fear	0.600
nerves	nervus	fear	0.600
eviction	iškeldinimas	fear	0.596
villain	piktadarys	fear	0.595
omen	pranašai	fear	0.594
possessed	turima	fear	0.594
villainous	piktasis	fear	0.594
cardiomyopathy	kardiomiopatija	fear	0.594
flee	bėgti	fear	0.594
pain	skausmas	fear	0.594
restrained	suvaržytas	fear	0.594
haze	migla	fear	0.594
pounding	pounding	fear	0.594
masochism	masochizmas	fear	0.594
shelling	lukštais	fear	0.594
convict	kaltinamasis	fear	0.594
casket	karstas	fear	0.594
burglar	įsilaužimas	fear	0.594
foe	priešas	fear	0.594
terrible	baisi	fear	0.594
lightning	žaibas	fear	0.594
fraught	kupinas	fear	0.594
rot	puvėti	fear	0.594
anxiety	nerimas	fear	0.594
dragon	drakonas	fear	0.594
accursed	prakeiktas	fear	0.594
tribulation	bėdas	fear	0.594
goblin	Goblinas	fear	0.594
infidel	neteisingas	fear	0.594
sepsis	sepsis	fear	0.594
paranoia	paranoja	fear	0.594
euthanasia	eutanazija	fear	0.594
ominous	žiaurus	fear	0.594
hypertrophy	hipertrofija	fear	0.594
deceit	apgaulė	fear	0.594
tremor	drebulys	fear	0.594
belligerent	karingasis	fear	0.594
torrent	torrent	fear	0.594
sickness	ligos	fear	0.594
wounded	sužeistas	fear	0.592
elimination	pašalinimas	fear	0.588
lava	lava	fear	0.588
spank	spank	fear	0.587
hostilities	karo veiksmai	fear	0.586
dismal	žiaurus	fear	0.584
blockade	blokada	fear	0.582
punch	Punch	fear	0.580
demoralized	demoralizuotas	fear	0.578
coward	bailys	fear	0.578
sostressed	NO TRANSLATION	fear	0.578
forbidding	draudžiama	fear	0.578
shady	šešėliai	fear	0.578
dispossessed	išlaisvinta	fear	0.578
clashing	susidūrimas	fear	0.578
stealing	vagystė	fear	0.578
parasite	parazitas	fear	0.578
volatility	kintamumas	fear	0.578
deprivation	atėmimas	fear	0.578
apprehensive	nerimauja	fear	0.578
eatingdisorders	NO TRANSLATION	fear	0.578
shudder	drebulys	fear	0.578
loss	nuostolis	fear	0.578
tumultuous	audringas	fear	0.578
assail	užmušti	fear	0.578
grizzly	grizzly	fear	0.578
worry	nerimauti	fear	0.578
hateful	žiaurus	fear	0.578
confined	uždaras	fear	0.578
evacuate	evakuoti	fear	0.578
quarantine	karantinas	fear	0.578
dire	NO TRANSLATION	fear	0.578
jeopardy	pavojus	fear	0.578
failure	nesėkmė	fear	0.578
bacteria	bakterijos	fear	0.578
pained	kankina	fear	0.578
curse	prakeiksmas	fear	0.578
abyss	bedugnė	fear	0.578
