word	Danish-da	emotion	emotion-intensity-score
lush	frodig	disgust	0.188
gent	gent	disgust	0.188
lesser	mindre	disgust	0.188
sunk	sunket	disgust	0.180
nose	næse	disgust	0.180
claimant	sagsøger	disgust	0.180
laughable	latterlig	disgust	0.180
possession	besiddelse	disgust	0.180
larger	større	disgust	0.164
hoot	tude	disgust	0.164
mouthful	mundfuld	disgust	0.164
thrift	sparsommelighed	disgust	0.164
pregnancy	graviditet	disgust	0.164
undoubted	ubestridelig	disgust	0.164
clamor	protester	disgust	0.156
misplace	forlægge	disgust	0.156
sentence	dømme	disgust	0.156
parrot	papegøje	disgust	0.156
obliging	imødekommende	disgust	0.156
nameless	navnløs	disgust	0.148
bummer	øv bøv	disgust	0.148
feeling	følelse	disgust	0.141
elf	nisse	disgust	0.141
excellence	ekspertise	disgust	0.141
turn	tur	disgust	0.133
gray	grå	disgust	0.133
asymmetry	asymmetri	disgust	0.133
clumsy	klodset	disgust	0.133
stall	gå i stå	disgust	0.133
bran	klid	disgust	0.125
finally	endelig	disgust	0.125
lord	herre	disgust	0.125
boy	dreng	disgust	0.117
cove	bugt	disgust	0.117
nurture	pleje	disgust	0.117
savor	Duft	disgust	0.117
lemon	citron	disgust	0.109
winning	vinder	disgust	0.109
powerful	magtfulde	disgust	0.102
glitter	glitter	disgust	0.094
interior	interiør	disgust	0.086
mind	sind	disgust	0.086
treat	behandle	disgust	0.078
interested	interesseret	disgust	0.078
abundance	overflod	disgust	0.078
honest	ærlig	disgust	0.055
kite	glente	disgust	0.055
humble	ydmyg	disgust	0.047
tree	træ	disgust	0.039
torture	tortur	fear	0.984
terrorist	terrorist	fear	0.972
horrific	rædselsvækkende	fear	0.969
terrorism	terrorisme	fear	0.969
terrorists	terrorister	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	dræbe	fear	0.962
homicidal	morderiske	fear	0.959
annihilate	tilintetgøre	fear	0.953
terror	terror	fear	0.953
murderer	morder	fear	0.953
catastrophe	katastrofe	fear	0.953
dying	døende	fear	0.948
war	krig	fear	0.942
bombing	bombardement	fear	0.938
bomb	bombe	fear	0.935
missiles	missiler	fear	0.934
horror	rædsel	fear	0.923
brutality	brutalitet	fear	0.922
bloodthirsty	blodtørstige	fear	0.922
terrorize	terrorisere	fear	0.922
horrified	forfærdet	fear	0.922
murderous	morderiske	fear	0.920
massacre	massakre	fear	0.911
assassinate	myrde	fear	0.906
horrifying	gruopvækkende	fear	0.906
fatality	dødsulykke	fear	0.906
murder	mord	fear	0.906
mutilation	lemlæstelse	fear	0.906
terrifying	frygtindgydende	fear	0.906
devastation	ødelæggelser	fear	0.906
holocaust	holocaust	fear	0.906
horrors	rædsler	fear	0.906
killing	drab	fear	0.906
demon	dæmon	fear	0.906
terrified	rædselsslagen	fear	0.906
suicidal	selvmordstanker	fear	0.898
kidnap	kidnappe	fear	0.891
slaughter	slagte	fear	0.891
assault	angreb	fear	0.891
crucifixion	korsfæstelse	fear	0.891
doomed	dømt	fear	0.888
poisoned	forgiftet	fear	0.886
suicide	selvmord	fear	0.879
explosion	eksplosion	fear	0.879
dismemberment	sønderlemmelse	fear	0.875
slaughtering	slagtning	fear	0.875
disastrous	katastrofal	fear	0.875
deadly	dødelig	fear	0.875
annihilation	tilintetgørelse	fear	0.875
disaster	katastrofe	fear	0.875
threatening	truende	fear	0.875
suffocation	kvælning	fear	0.875
assassin	snigmorder	fear	0.875
savagery	vildskab	fear	0.875
rape	voldtage	fear	0.870
hell	helvede	fear	0.860
anthrax	miltbrand	fear	0.859
explosive	eksplosiv	fear	0.859
warfare	krigsførelse	fear	0.859
paralyzed	lammet	fear	0.859
molestation	forulempelse	fear	0.859
homicide	drab	fear	0.859
barbaric	barbarisk	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	peril	fear	0.859
demonic	dæmonisk	fear	0.859
bloodshed	blodsudgydelse	fear	0.859
annihilated	tilintetgjort	fear	0.859
attacking	angribe	fear	0.859
dread	rædsel	fear	0.859
slaughterhouse	slagteri	fear	0.859
tragedy	tragedie	fear	0.859
guillotine	guillotinen	fear	0.859
executioner	bøddel	fear	0.859
suffocating	kvælende	fear	0.858
treachery	forræderi	fear	0.856
fright	forskrækkelse	fear	0.853
traumatic	traumatisk	fear	0.844
afraid	bange	fear	0.844
morgue	lighus	fear	0.844
drown	drukne	fear	0.844
destroying	ødelægge	fear	0.844
painful	smertefuld	fear	0.844
frightened	bange	fear	0.844
monster	uhyre	fear	0.844
slayer	slayer	fear	0.844
abomination	vederstyggelighed	fear	0.844
execution	udførelse	fear	0.844
scariest	mest uhyggelige	fear	0.844
bombardment	bombardement	fear	0.844
vengeance	hævn	fear	0.844
panicked	gik i panik	fear	0.844
frightening	skræmmende	fear	0.844
scare	skræmme	fear	0.844
apocalypse	dommedag	fear	0.844
petrified	forstenet	fear	0.844
death	død	fear	0.843
chaos	kaos	fear	0.839
ghastly	skrækkelige	fear	0.836
evil	ond	fear	0.833
gunmen	revolvermænd	fear	0.828
fear	frygt	fear	0.828
doom	doom	fear	0.828
intruder	ubuden gæst	fear	0.828
cancer	Kræft	fear	0.828
grenade	granat	fear	0.828
assassination	snigmord	fear	0.828
fatal	fatal	fear	0.828
nightmare	mareridt	fear	0.828
explode	eksplodere	fear	0.828
kidnapped	kidnappet	fear	0.828
eradication	udryddelse	fear	0.828
hellish	helvedes	fear	0.828
paralyze	lamme	fear	0.828
trauma	trauma	fear	0.828
doomsday	dommedag	fear	0.828
violently	voldsomt	fear	0.828
manslaughter	manddrab	fear	0.828
devil	djævel	fear	0.828
frighten	skræmme	fear	0.828
brutal	brutal	fear	0.828
morbidity	sygelighed	fear	0.820
crippling	lammende	fear	0.817
savage	brutal	fear	0.814
crushed	knust	fear	0.812
violence	vold	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	frygtelige	fear	0.812
suffering	lidelse	fear	0.812
shooting	skydning	fear	0.812
earthquake	jordskælv	fear	0.812
destructive	Destruktiv	fear	0.812
violent	voldsom	fear	0.812
poisonous	giftig	fear	0.812
quake	quake	fear	0.812
damnation	forbandelse	fear	0.812
aggressor	aggressor	fear	0.812
imprisoned	fængslet	fear	0.811
hurricane	orkan	fear	0.811
exterminate	udrydde	fear	0.810
fearing	frygtede	fear	0.808
hemorrhage	blødning	fear	0.807
lethal	dødbringende	fear	0.806
torment	pine	fear	0.806
venom	venom	fear	0.804
claustrophobia	klaustrofobi	fear	0.803
danger	fare	fear	0.802
snakes	slanger	fear	0.802
exorcism	eksorcisme	fear	0.800
obliterated	udslettet	fear	0.800
robbery	røveri	fear	0.800
terrifies	skræmmer	fear	0.798
cyanide	cyanid	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	grusomhed	fear	0.797
monstrosity	skrummel	fear	0.797
attack	angreb	fear	0.797
extermination	udryddelse	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	dødelighed	fear	0.797
destruction	ødelæggelse	fear	0.797
poison	gift	fear	0.797
harmful	skadelig	fear	0.797
persecution	forfølgelse	fear	0.797
bombers	bombefly	fear	0.797
incurable	uhelbredelig	fear	0.797
hysteria	hysteri	fear	0.797
dreadfully	frygtelig	fear	0.796
arson	brandstiftelse	fear	0.794
devastate	ødelægge	fear	0.792
tyrant	tyran	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	Forsvinde	fear	0.784
feared	frygtet	fear	0.782
maniac	sindsyg	fear	0.781
enslaved	gjort til slaver	fear	0.781
rampage	krigsstien	fear	0.781
screaming	skrigende	fear	0.781
venomous	giftig	fear	0.781
warlike	krigerisk	fear	0.781
lifeless	livløs	fear	0.781
bloody	blodig	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	slange	fear	0.776
epidemic	epidemi	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	udslette	fear	0.766
shipwreck	skibbrud	fear	0.766
crisis	krise	fear	0.766
criminal	kriminel	fear	0.766
invade	invadere	fear	0.766
riot	optøjer	fear	0.766
fearful	frygtsomme	fear	0.766
reprisal	repressalier	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	angriber	fear	0.766
dangerously	faretruende	fear	0.766
tumor	svulst	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	krænkelse	fear	0.766
inferno	helvede	fear	0.766
leprosy	spedalskhed	fear	0.766
jihad	jihad	fear	0.766
scary	skræmmende	fear	0.766
hazardous	farlig	fear	0.766
detonate	detonere	fear	0.766
claustrophobic	klaustrofobisk	fear	0.765
hyperventilating	hyperventilating	fear	0.762
nightmares	mareridt	fear	0.759
ghostly	spøgelsesagtige	fear	0.754
destroyed	ødelagt	fear	0.754
anarchy	anarki	fear	0.750
panic	panik	fear	0.750
dreadful	forfærdelig	fear	0.750
riotous	riotous	fear	0.750
dangerous	farligt	fear	0.750
projectiles	projektiler	fear	0.750
strangle	kvæle	fear	0.750
hurricanes	orkaner	fear	0.750
anarchist	anarkist	fear	0.750
mortuary	lighus	fear	0.750
wrenching	wrenching	fear	0.750
destroyer	destroyer	fear	0.750
tyranny	tyranni	fear	0.750
ptsd	PTSD	fear	0.750
hazard	fare	fear	0.750
tragedies	tragedier	fear	0.750
slavery	slaveri	fear	0.750
treacherous	forræderiske	fear	0.750
cholera	kolera	fear	0.750
imprisonment	fængsling	fear	0.750
agony	smerte	fear	0.750
obliteration	udslettelse	fear	0.750
accident	ulykke	fear	0.750
fears	frygt	fear	0.750
anaconda	anaconda	fear	0.750
malignancy	malignitet	fear	0.742
cannibal	kannibal	fear	0.740
bombard	bombardere	fear	0.740
abominable	vederstyggelige	fear	0.738
bomber	bombefly	fear	0.734
diseased	syge	fear	0.734
gun	kanon	fear	0.734
shoot	skyde	fear	0.734
horrible	forfærdelig	fear	0.734
missile	missil	fear	0.734
crash	krak	fear	0.734
beast	dyr	fear	0.734
tyrannical	tyranniske	fear	0.734
paralysis	lammelse	fear	0.734
devilish	djævelsk	fear	0.734
mutiny	mytteri	fear	0.734
misery	elendighed	fear	0.734
shot	skud	fear	0.734
depraved	fordærvet	fear	0.734
gore	Gore	fear	0.734
scared	skræmt	fear	0.734
cursed	forbandet	fear	0.734
threaten	true	fear	0.734
tornado	tornado	fear	0.734
victimized	offer	fear	0.734
hostage	gidsel	fear	0.734
melee	nærkamp	fear	0.734
hyperventilate	hyperventilate	fear	0.734
malignant	ondartet	fear	0.734
dictatorship	diktatur	fear	0.734
mafia	mafia	fear	0.734
turmoil	oprør	fear	0.733
combat	bekæmpe	fear	0.728
alligator	alligator	fear	0.727
ruin	ruin	fear	0.725
shooter	shooter	fear	0.722
contagious	smitsom	fear	0.720
miscarriage	abort	fear	0.719
casualty	tilskadekomne	fear	0.719
fight	kæmpe	fear	0.719
mortification	selvfornægtelse	fear	0.719
crime	forbrydelse	fear	0.719
struggle	kamp	fear	0.719
shock	chok	fear	0.719
seizure	anfald	fear	0.719
lynch	Lynch	fear	0.719
starvation	sult	fear	0.719
harm	skade	fear	0.719
excruciating	ulidelig	fear	0.719
phobia	fobi	fear	0.719
desperation	desperation	fear	0.719
devastating	ødelæggende	fear	0.719
emergency	nødsituation	fear	0.719
scream	skrige	fear	0.719
havoc	ødelæggelse	fear	0.719
injured	tilskadekomne	fear	0.719
carnage	blodbad	fear	0.717
frantically	febrilsk	fear	0.717
standoff	standoff	fear	0.716
infestation	skadedyrsangreb	fear	0.716
soscary	soscary	fear	0.712
panicking	panik	fear	0.708
rupture	brud	fear	0.706
frantic	Hektisk	fear	0.705
horrid	fælt	fear	0.705
aggressive	aggressiv	fear	0.703
anguish	kvaler	fear	0.703
gash	flænge	fear	0.703
sos	NO TRANSLATION	fear	0.703
terminal	terminal	fear	0.703
diabolical	djævelsk	fear	0.703
sabotage	sabotage	fear	0.703
hatred	had	fear	0.703
hysterical	hysterisk	fear	0.703
psychosis	psykose	fear	0.703
carcinoma	carcinom	fear	0.703
schizophrenia	skizofreni	fear	0.703
agonizing	pinefuld	fear	0.703
wrecked	ødelagt	fear	0.703
infectious	smitsom	fear	0.703
collapse	bryder sammen	fear	0.703
grisly	uhyggelig	fear	0.703
prey	bytte	fear	0.703
witchcraft	hekseri	fear	0.703
avalanche	lavine	fear	0.703
neurotic	neurotisk	fear	0.703
harrowing	rystende	fear	0.703
fugitive	flygtning	fear	0.703
arsenic	arsen	fear	0.703
assailant	voldsmand	fear	0.703
vendetta	hævn	fear	0.703
dreaded	frygtede	fear	0.703
upheaval	omvæltning	fear	0.703
armed	bevæbnet	fear	0.703
cripple	krøbling	fear	0.703
malevolent	ondsindet	fear	0.703
cobra	cobra	fear	0.703
freaked	freaked	fear	0.703
burial	begravelse	fear	0.703
deranged	sindsforvirret	fear	0.703
plague	pest	fear	0.703
forcibly	med magt	fear	0.700
abduction	bortførelse	fear	0.700
crocodile	krokodille	fear	0.700
offender	gerningsmand	fear	0.698
mayhem	kaos	fear	0.690
alarm	alarm	fear	0.688
trepidation	bæven	fear	0.688
brawl	slagsmål	fear	0.688
beastly	væmmelig	fear	0.688
oppression	undertrykkelse	fear	0.688
guerilla	guerilla	fear	0.688
socialanxiety	NO TRANSLATION	fear	0.688
hopeless	håbløs	fear	0.688
leukemia	leukæmi	fear	0.688
agoraphobia	agorafobi	fear	0.688
endanger	fare	fear	0.688
cadaver	kadaver	fear	0.688
hurt	gøre ondt	fear	0.688
paranoid	paranoid	fear	0.688
disease	sygdom	fear	0.688
contagion	afsmitning	fear	0.688
cyclone	cyklon	fear	0.688
blast	blast	fear	0.688
hostile	fjendtlig	fear	0.688
shrapnel	granatsplinter	fear	0.688
rabid	rabiat	fear	0.688
wounding	sårende	fear	0.688
ambush	baghold	fear	0.688
gory	bloddryppende	fear	0.688
radiation	stråling	fear	0.688
banish	forjage	fear	0.688
anarchism	anarkisme	fear	0.688
gallows	galger	fear	0.686
coffin	kiste	fear	0.684
madness	vanvid	fear	0.675
spook	skræmme	fear	0.673
fury	raseri	fear	0.672
grim	barsk	fear	0.672
trembling	rysten	fear	0.672
gang	bande	fear	0.672
scarier	mere skræmmende	fear	0.672
viper	hugorm	fear	0.672
sinister	skummel	fear	0.672
victim	offer	fear	0.672
crushing	knusning	fear	0.672
hurting	såre	fear	0.672
atrocity	grusomhed	fear	0.672
tarantula	tarantel	fear	0.672
nervouswreck	NO TRANSLATION	fear	0.672
vermin	skadedyr	fear	0.672
thug	bandit	fear	0.672
stab	dolke	fear	0.672
awful	forfærdelig	fear	0.672
felon	forbryder	fear	0.672
militia	milits	fear	0.672
dungeon	fangehul	fear	0.672
militants	militante	fear	0.672
frankenstorm	NO TRANSLATION	fear	0.672
carcass	slagtekrop	fear	0.672
freakedout	NO TRANSLATION	fear	0.672
combatant	kombattant	fear	0.672
ghost	spøgelse	fear	0.672
fangs	hugtænder	fear	0.672
soscared	så bange	fear	0.672
shatter	splintre	fear	0.672
persecute	forfølge	fear	0.672
eruption	udbrud	fear	0.672
mangle	mangle	fear	0.672
perishing	omkom	fear	0.672
abuse	misbrug	fear	0.672
injury	skade	fear	0.672
menacing	truende	fear	0.672
abhorrent	afskyeligt	fear	0.672
menace	trussel	fear	0.672
revolver	revolver	fear	0.672
outbreak	udbrud	fear	0.672
desolation	trøstesløshed	fear	0.667
ferocious	glubsk	fear	0.667
battered	voldsramte	fear	0.667
cutthroat	skarp	fear	0.664
pandemic	pandemi	fear	0.664
volcano	vulkan	fear	0.663
scares	forskrækkelser	fear	0.660
cruelly	grusomt	fear	0.658
ruthless	ubarmhjertig	fear	0.656
endangered	truede	fear	0.656
neurosis	neurose	fear	0.656
dictator	diktator	fear	0.656
treason	forræderi	fear	0.656
armament	bevæbning	fear	0.656
traitor	forræder	fear	0.656
nefarious	forbryderiske	fear	0.656
emetophobia	emetophobia	fear	0.656
crazed	forrykte	fear	0.656
insane	sindssyg	fear	0.656
encroachment	indgreb	fear	0.656
smash	smadre	fear	0.656
radioactive	radioaktiv	fear	0.656
selfharm	NO TRANSLATION	fear	0.656
cruel	grusom	fear	0.656
spider	edderkop	fear	0.656
malicious	ondsindet	fear	0.656
bully	Bølle	fear	0.656
blizzard	snestorm	fear	0.656
oppressive	undertrykkende	fear	0.656
shitless	shitless	fear	0.656
revenge	hævn	fear	0.656
lunatic	sindssyg	fear	0.656
typhoon	tyfon	fear	0.656
stroke	slag	fear	0.656
punishment	straf	fear	0.656
tumult	tumult	fear	0.656
xenophobia	fremmedhad	fear	0.656
battlefield	slagmark	fear	0.656
purgatory	skærsilden	fear	0.656
despotic	despotisk	fear	0.656
coma	koma	fear	0.656
debauchery	skørlevned	fear	0.656
alarming	alarmerende	fear	0.656
fearfully	frygtsomt	fear	0.656
distress	nød	fear	0.656
projectile	projektil	fear	0.654
flog	piske	fear	0.653
bang	bang	fear	0.652
ransom	løsepenge	fear	0.644
criminality	kriminalitet	fear	0.642
quivering	dirrende	fear	0.641
dreading	frygter	fear	0.641
haunt	hjemsøge	fear	0.641
scoundrel	slyngel	fear	0.641
retaliation	repressalier	fear	0.641
vehement	heftige	fear	0.641
demented	dement	fear	0.641
raging	raser	fear	0.641
despair	fortvivlelse	fear	0.641
punished	straffet	fear	0.641
deteriorate	forringes	fear	0.641
conflict	konflikt	fear	0.641
aghast	forfærdet	fear	0.641
demise	død	fear	0.641
duress	tvang	fear	0.641
wildfire	løbeild	fear	0.641
raptors	rovfugle	fear	0.641
tumour	svulst	fear	0.641
perturbation	forstyrrelse	fear	0.641
rattlesnake	klapperslange	fear	0.641
isolated	isolerede	fear	0.641
targeted	målrettet	fear	0.641
warlock	troldmand	fear	0.641
intimidate	skræmme	fear	0.641
hanging	hængende	fear	0.641
perilous	farefulde	fear	0.641
dastardly	nedrige	fear	0.641
cantbreathe	NO TRANSLATION	fear	0.641
wreck	vrag	fear	0.641
hideous	hæslige	fear	0.641
abortion	abort	fear	0.641
banshee	Banshee	fear	0.641
dementia	demens	fear	0.641
antichrist	Antikrist	fear	0.641
injurious	skadelig	fear	0.641
bestial	dyrisk	fear	0.639
serpent	slange	fear	0.638
condemnation	fordømmelse	fear	0.637
fire	brand	fear	0.636
corrosive	ætsende	fear	0.636
armaments	våben	fear	0.636
exclusion	undtagelse	fear	0.636
nervousness	nervøsitet	fear	0.627
vampire	vampyr	fear	0.625
incendiary	brandbomber	fear	0.625
incarceration	indespærring	fear	0.625
hurtful	sårende	fear	0.625
pestilence	pest	fear	0.625
manic	manisk	fear	0.625
enemy	fjende	fear	0.625
spiders	edderkopper	fear	0.625
malice	NO TRANSLATION	fear	0.625
revolting	oprørende	fear	0.625
artillery	artilleri	fear	0.625
repression	undertrykkelse	fear	0.625
combative	kampklar	fear	0.625
sickening	kvalmende	fear	0.625
turbulent	turbulent	fear	0.625
thundering	tordnende	fear	0.625
infection	infektion	fear	0.625
smuggler	smugler	fear	0.625
pneumonia	lungebetændelse	fear	0.625
stunned	bedøvet	fear	0.625
lunacy	vanvid	fear	0.625
wracking	wracking	fear	0.625
ruinous	ruinerende	fear	0.625
meltdown	nedsmeltning	fear	0.625
disfigured	vansiret	fear	0.625
prison	fængsel	fear	0.625
sarcoma	sarkom	fear	0.625
irreparable	uoprettelig	fear	0.625
wicked	ond	fear	0.625
mercenary	lejesoldat	fear	0.625
vengeful	hævngerrig	fear	0.625
madman	galning	fear	0.625
injure	beskadige	fear	0.625
daemon	dæmon	fear	0.625
landslide	jordskred	fear	0.625
virulence	virulens	fear	0.625
inhuman	umenneskelig	fear	0.625
seize	gribe	fear	0.625
ill	syg	fear	0.621
barbarian	barbar	fear	0.620
battled	kæmpet	fear	0.615
plummet	styrtdykke	fear	0.613
blackmail	afpresse	fear	0.612
darkened	formørket	fear	0.610
hangman	bøddel	fear	0.610
contaminated	kontamineret	fear	0.610
malaria	malaria	fear	0.609
rob	røve	fear	0.609
merciless	nådesløs	fear	0.609
disintegrate	smuldre	fear	0.609
infanticide	barnemord	fear	0.609
illness	sygdom	fear	0.609
shackle	bøjle	fear	0.609
bleeding	blødende	fear	0.609
homeless	hjemløs	fear	0.609
dagger	dolk	fear	0.609
aggression	aggression	fear	0.609
abandonment	opgivelse	fear	0.609
alienation	fremmedgørelse	fear	0.609
prosecute	rejse tiltale	fear	0.609
interrogation	forhør	fear	0.609
insurmountable	uovervindelige	fear	0.609
oblivion	glemsel	fear	0.609
scourge	svøbe	fear	0.609
beating	prygl	fear	0.609
oppressor	undertrykkeren	fear	0.609
ogre	trold	fear	0.609
butcher	slagter	fear	0.609
wrath	vrede	fear	0.609
injuring	sårede	fear	0.609
despotism	despoti	fear	0.609
sufferer	patient	fear	0.609
injection	indsprøjtning	fear	0.609
deplorable	beklageligt	fear	0.609
conflagration	storbrand	fear	0.609
threat	trussel	fear	0.604
raid	raid	fear	0.600
firearms	skydevåben	fear	0.600
nerves	nerver	fear	0.600
eviction	udsættelse	fear	0.596
villain	skurk	fear	0.595
omen	varsel	fear	0.594
possessed	besad	fear	0.594
villainous	skurkagtige	fear	0.594
cardiomyopathy	kardiomyopati	fear	0.594
flee	flygte	fear	0.594
pain	smerte	fear	0.594
restrained	behersket	fear	0.594
haze	dis	fear	0.594
pounding	dunkende	fear	0.594
masochism	masochisme	fear	0.594
shelling	beskydning	fear	0.594
convict	straffefange	fear	0.594
casket	skrin	fear	0.594
burglar	indbrudstyv	fear	0.594
foe	fjende	fear	0.594
terrible	forfærdeligt	fear	0.594
lightning	lyn	fear	0.594
fraught	fyldt	fear	0.594
rot	rådne	fear	0.594
anxiety	angst	fear	0.594
dragon	trække på	fear	0.594
accursed	forbandede	fear	0.594
