word	Irish-ga	emotion	emotion-intensity-score
conspirator	conspirator	disgust	0.578
larceny	larceny	disgust	0.578
debauchery	debauchery	disgust	0.578
mangle	mangle	disgust	0.578
flea	flea	disgust	0.578
hypocrite	hypocrite	disgust	0.578
retard	cúlú	disgust	0.578
fiend	fiend	disgust	0.578
sick	tinn	disgust	0.578
quagmire	quagmire	disgust	0.578
expulsion	díbirt	disgust	0.578
treacherous	fealltach	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	spit	disgust	0.570
devastating	tubaisteach	disgust	0.570
bastard	bastard	disgust	0.570
messy	messy	disgust	0.570
flog	flog	disgust	0.570
egregious	egregious	disgust	0.570
swamp	swamp	disgust	0.570
oppress	brúigh	disgust	0.570
despise	caoineadh	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	nathair	disgust	0.570
snake	nathair	disgust	0.562
terrible	uafásach	disgust	0.562
awful	uafásach	disgust	0.562
harmful	dochrach	disgust	0.562
insanity	gealtachta	disgust	0.562
indecent	mígheanasach	disgust	0.562
sordid	sordid	disgust	0.562
loo	loo	disgust	0.562
scoundrel	scoundrel	disgust	0.562
enemy	namhaid	disgust	0.562
stealing	stealing	disgust	0.562
alcoholism	alcólacht	disgust	0.562
humiliation	ionsú	disgust	0.562
ruthless	neamhthrócaireach	disgust	0.562
sloppy	sloppy	disgust	0.562
tyrannical	tyrannical	disgust	0.562
harlot	harlot	disgust	0.562
sinning	peacaigh	disgust	0.562
robbery	robáil	disgust	0.555
insufferable	neamh-inbhuanaithe	disgust	0.555
arsenic	arsanaic	disgust	0.555
bloody	fuilteach	disgust	0.555
odious	odious	disgust	0.555
ridicule	magadh	disgust	0.555
atrophy	atrophy	disgust	0.555
beastly	beastach	disgust	0.555
collusion	comhchruinniú	disgust	0.555
distaste	ós rud é	disgust	0.555
segregate	scaradh	disgust	0.555
discriminating	idirdhealaitheach	disgust	0.555
coward	coimeartach	disgust	0.555
wickedness	wickedness	disgust	0.555
threatening	bagairt	disgust	0.555
unattractive	neamhghníomhach	disgust	0.555
slayer	slayer	disgust	0.555
flabby	flabby	disgust	0.555
varicella	varicella	disgust	0.555
miserable	olc	disgust	0.547
sty	sty	disgust	0.547
ogre	ogre	disgust	0.547
coercion	coigeartú	disgust	0.547
thief	thief	disgust	0.547
slur	slur	disgust	0.547
suffocating	suffocating	disgust	0.547
anathema	anathema	disgust	0.547
purgatory	purgatory	disgust	0.547
malevolent	gan choinne	disgust	0.547
bitterly	go searbh	disgust	0.547
burglar	buirgléire	disgust	0.547
attacking	ionsaí	disgust	0.547
vesicular	troscánach	disgust	0.547
condemnation	cáineadh	disgust	0.547
pillage	briseadh	disgust	0.547
deleterious	díobhálach	disgust	0.547
thrash	thrash	disgust	0.539
repellant	athchónaí	disgust	0.539
repudiation	aisghabháil	disgust	0.539
infidelity	infidelity	disgust	0.539
liar	bréagadóir	disgust	0.539
fatty	sailleacha	disgust	0.539
gob	gob	disgust	0.539
sneer	sneer	disgust	0.539
drunken	deoch	disgust	0.539
disgrace	náire	disgust	0.539
shame	náire	disgust	0.539
jealous	éad	disgust	0.539
imprisoned	príosúnachta	disgust	0.539
pig	muc	disgust	0.539
greedy	greedy	disgust	0.539
sloth	sloth	disgust	0.539
lethal	marfach	disgust	0.536
burnt	dóite	disgust	0.531
aberration	aberration	disgust	0.531
condescension	coinséis	disgust	0.531
hydrocephalus	hydrocephalus	disgust	0.531
hanging	crochta	disgust	0.531
destructive	millteach	disgust	0.531
smuggler	smuggler	disgust	0.531
intolerant	inlerant	disgust	0.531
travesty	travesty	disgust	0.531
intrusive	intrusive	disgust	0.531
ruined	scriosta	disgust	0.531
withered	withered	disgust	0.531
disintegrate	díghabháil	disgust	0.531
brawl	brawl	disgust	0.531
blemish	maorach	disgust	0.531
neurotic	neurotic	disgust	0.531
blasphemous	blasphemous	disgust	0.531
lying	atá suite	disgust	0.531
painful	pianmhar	disgust	0.531
avarice	avarice	disgust	0.523
disgraced	disgraced	disgust	0.523
mistress	máistreás	disgust	0.523
disparaging	díograiseach	disgust	0.523
rubbish	bruscar	disgust	0.523
derogation	maolú	disgust	0.523
accusation	líomhaintí	disgust	0.523
intolerance	éadulaingt	disgust	0.523
incarceration	claonadh	disgust	0.523
blighted	blighted	disgust	0.523
sump	sump	disgust	0.516
deplorable	deplorable	disgust	0.516
daemon	daemon	disgust	0.516
cringe	cringe	disgust	0.516
degrade	díghrádú	disgust	0.516
gutter	gutter	disgust	0.516
rob	Rob	disgust	0.516
grim	grim	disgust	0.516
defraud	caint	disgust	0.516
tortious	tortious	disgust	0.516
eradication	díothú	disgust	0.516
stink	stink	disgust	0.516
convict	ciontach	disgust	0.516
dishonor	míshuim	disgust	0.516
vulture	vulture	disgust	0.516
remains	fós	disgust	0.516
mite	mite	disgust	0.516
betray	bratach	disgust	0.516
sham	scáth	disgust	0.509
endemic	endemic	disgust	0.508
bombed	bombed	disgust	0.508
distress	anacair	disgust	0.508
pest	lotnaidí	disgust	0.508
incurable	incurable	disgust	0.508
worthless	worthless	disgust	0.508
rejection	diúltú	disgust	0.508
distasteful	go leor	disgust	0.508
schizophrenia	scitsifréine	disgust	0.508
belittle	belittle	disgust	0.508
smelling	smelling	disgust	0.508
cheat	cheat	disgust	0.508
blob	blob	disgust	0.508
prisoner	príosúnach	disgust	0.508
idiocy	idiocy	disgust	0.508
delirium	delirium	disgust	0.508
disaster	Tubaiste	disgust	0.508
crude	amh	disgust	0.508
resentment	brónach	disgust	0.508
dreadfully	go dreadfully	disgust	0.508
glut	glut	disgust	0.508
polemic	polemic	disgust	0.500
derision	mhaolú	disgust	0.500
idolatry	idolatry	disgust	0.500
taboo	taboo	disgust	0.500
screaming	screamáil	disgust	0.500
banish	banish	disgust	0.500
dirt	salachar	disgust	0.500
goblin	goblin	disgust	0.500
shackle	shackle	disgust	0.500
bribery	breabaireacht	disgust	0.500
flagrant	bratach	disgust	0.500
jealousy	éad	disgust	0.500
impurity	neamhionannas	disgust	0.500
theft	goid	disgust	0.500
bitterness	searbh	disgust	0.500
offense	cionta	disgust	0.500
impeach	impeach	disgust	0.500
blight	blight	disgust	0.500
duress	diúltacht	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	greed	disgust	0.500
tirade	tirade	disgust	0.500
squirm	squirm	disgust	0.492
robber	gadaí	disgust	0.492
ill	tinn	disgust	0.492
unconscionable	unconscionable	disgust	0.492
recession	cúlú	disgust	0.492
gorge	gorge	disgust	0.492
wreck	raic	disgust	0.492
malign	malign	disgust	0.492
boil	boil	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	leathcheann	disgust	0.492
disreputable	neamh-chomhfhreagrach	disgust	0.492
wasteful	dramhaíola	disgust	0.484
affliction	mothú	disgust	0.484
stain	stain	disgust	0.484
contempt	díspeagadh	disgust	0.484
nappy	clúidín	disgust	0.484
mutiny	coitianta	disgust	0.484
occult	asarlaíochta	disgust	0.484
tramp	tramp	disgust	0.484
unbearable	neamh-inbhuanaithe	disgust	0.484
offender	ciontóir	disgust	0.484
servile	servile	disgust	0.484
contraband	contrabhanna	disgust	0.484
raging	raging	disgust	0.484
snarl	snarl	disgust	0.484
mad	mire	disgust	0.484
subjugation	subjugation	disgust	0.484
possessed	seilbh	disgust	0.484
animosity	animosity	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	clúmhilleadh	disgust	0.484
disrespectful	míshósta	disgust	0.484
mess	praiseach	disgust	0.484
nepotism	nepotism	disgust	0.484
inexcusable	inexcusable	disgust	0.484
pathetic	pathetic	disgust	0.477
unpleasant	unpleasant	disgust	0.477
suppression	faoi ​​chois	disgust	0.477
mockery	magadh	disgust	0.477
palsy	pairilis	disgust	0.477
criminal	coiriúil	disgust	0.477
illegality	neamhdhleathach	disgust	0.477
uncaring	neamhshárú	disgust	0.477
antagonistic	antagonistic	disgust	0.477
immorality	mímhoráltacht	disgust	0.477
dismal	brónach	disgust	0.477
angry	feargach	disgust	0.469
repellent	repellent	disgust	0.469
cough	casacht	disgust	0.469
arrogant	sotalach	disgust	0.469
grating	grating	disgust	0.469
aggravation	tromchúiseach	disgust	0.469
livid	livid	disgust	0.469
banishment	banishment	disgust	0.469
shoddy	shoddy	disgust	0.469
banshee	banshee	disgust	0.469
poverty	bochtaineacht	disgust	0.469
wallow	barra	disgust	0.469
outrage	mealladh	disgust	0.469
mocking	magadh	disgust	0.469
furious	furious	disgust	0.469
perspiration	súthadh	disgust	0.469
prick	prick	disgust	0.461
recklessness	meargánta	disgust	0.461
distorted	saobhadh	disgust	0.461
fraudulent	calaoiseach	disgust	0.461
spider	damhán alla	disgust	0.461
quack	quack	disgust	0.461
perdition	caillteanas	disgust	0.461
muddy	muddy	disgust	0.461
spurious	spurious	disgust	0.461
insulting	insulting	disgust	0.461
scar	scar	disgust	0.461
deceive	meabhlaireachta	disgust	0.461
unjustifiable	neamh-inghlactha	disgust	0.461
fool	amadán	disgust	0.461
deplore	deplore	disgust	0.461
plunder	plunder	disgust	0.461
aphid	Aifid	disgust	0.453
bane	bane	disgust	0.453
indignation	fearg	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	seansach	disgust	0.453
disparage	díghlas	disgust	0.453
cur	cur	disgust	0.453
dishonest	mímhacánta	disgust	0.453
stigma	stiogma	disgust	0.453
eschew	eschew	disgust	0.453
antipathy	antipathy	disgust	0.453
alienate	eachtrannach	disgust	0.453
disingenuous	neamhghruthach	disgust	0.453
elimination	deireadh a chur	disgust	0.453
unthinkable	unthinkable	disgust	0.453
wasted	amú	disgust	0.445
recalcitrant	athchothromach	disgust	0.445
iniquity	iniquity	disgust	0.445
mosquito	mosquito	disgust	0.445
caries	caries	disgust	0.445
bankruptcy	féimheacht	disgust	0.445
egotistical	egotistical	disgust	0.445
piles	chairn	disgust	0.445
smell	boladh	disgust	0.445
vacuous	trua	disgust	0.445
despair	éadóchas	disgust	0.445
opium	opium	disgust	0.445
garish	garish	disgust	0.445
lie	bréag	disgust	0.445
pious	pious	disgust	0.445
aversion	aversion	disgust	0.438
sticky	greamaitheach	disgust	0.438
scream	scream	disgust	0.438
alien	eachtrannach	disgust	0.438
shun	shun	disgust	0.438
abnormal	neamhghnácha	disgust	0.438
ashamed	náire	disgust	0.438
inmate	inmheánach	disgust	0.438
abject	abject	disgust	0.438
hog	póg	disgust	0.438
hopelessness	neamhspleáchas	disgust	0.438
homeless	gan dídean	disgust	0.438
obnoxious	éagrach	disgust	0.438
curse	curse	disgust	0.430
creature	créatúr	disgust	0.430
cursing	cursing	disgust	0.430
illegal	mídhleathach	disgust	0.430
lusty	lusty	disgust	0.430
shameless	náire	disgust	0.430
debris	smionagar	disgust	0.430
defiance	ar neamhchead	disgust	0.430
pall	pall	disgust	0.430
falsity	falsa	disgust	0.430
reflux	aife	disgust	0.430
incredulous	incredulous	disgust	0.430
adverse	díobhálach	disgust	0.430
trickery	trickery	disgust	0.430
callous	callous	disgust	0.430
separatist	separatist	disgust	0.430
undesirable	neamh-inmhianaithe	disgust	0.430
denounce	nochtadh	disgust	0.430
witch	cailleach	disgust	0.430
bum	bum	disgust	0.422
bovine	bólachta	disgust	0.422
denunciation	séanadh	disgust	0.422
untidy	untidy	disgust	0.422
impure	impure	disgust	0.422
mistrust	mistrust	disgust	0.422
tarnish	tarnish	disgust	0.422
ferocious	brónach	disgust	0.422
gush	gush	disgust	0.422
infantile	naíonán	disgust	0.422
ammonia	amóinia	disgust	0.422
offend	cionta	disgust	0.422
idiotic	idiotic	disgust	0.422
hypertrophy	hipertróf	disgust	0.422
nicotine	nicotín	disgust	0.422
tasteless	tasteless	disgust	0.422
pompous	pompous	disgust	0.422
socialist	sóisialach	disgust	0.422
delinquent	éagothroime	disgust	0.422
swarm	swarm	disgust	0.422
contentious	contúirteach	disgust	0.422
carelessness	míchúramach	disgust	0.422
hairy	hairy	disgust	0.422
wasting	amú	disgust	0.422
slush	slush	disgust	0.422
affront	dearfach	disgust	0.422
collapse	titim	disgust	0.422
badness	bochtaineacht	disgust	0.422
dishonesty	mímhacántacht	disgust	0.414
vegetative	fásúil	disgust	0.414
displacency	díchlaonadh	disgust	0.414
unfavorable	neamhfhabhrach	disgust	0.414
disobey	neamhchruinniú	disgust	0.414
sour	géar	disgust	0.414
socialism	sóisialachas	disgust	0.414
murky	murky	disgust	0.414
neglected	ndearnadh faillí orthu	disgust	0.414
drivel	tiomáint	disgust	0.414
vampire	vampire	disgust	0.414
litigious	litigious	disgust	0.414
illegitimate	neamhdhlisteanach	disgust	0.414
disgruntled	disgruntled	disgust	0.406
ignorant	ignorant	disgust	0.406
outcast	scamallach	disgust	0.406
unkind	unkind	disgust	0.406
repel	repel	disgust	0.406
displeasure	displeasure	disgust	0.406
phony	phony	disgust	0.406
shoplifting	siopa	disgust	0.406
dislike	nach dtaitníonn leat	disgust	0.406
unlawful	neamhdhleathach	disgust	0.406
bogus	bréagach	disgust	0.406
discontinuity	neamhleanúnachas	disgust	0.406
recidivism	athbheochan	disgust	0.406
ungrateful	neamhghrách	disgust	0.406
wrongdoing	mícheart	disgust	0.406
falsify	falsify	disgust	0.406
prosecution	ionchúiseamh	disgust	0.406
failure	teip	disgust	0.398
loon	lón	disgust	0.398
lick	lick	disgust	0.398
subvert	subvert	disgust	0.398
rigor	dian	disgust	0.398
unruly	neamhriallach	disgust	0.398
paucity	beagán	disgust	0.398
unnatural	neamhnádúrtha	disgust	0.398
averse	a mhalairt	disgust	0.398
senseless	ciallmhar	disgust	0.398
worsening	ag dul in olcas	disgust	0.398
disdain	dífhostú	disgust	0.398
woe	tá	disgust	0.398
woefully	go dona	disgust	0.398
amphetamines	amphetamines	disgust	0.398
stingy	stingy	disgust	0.398
crushing	brú	disgust	0.398
insult	insult	disgust	0.393
damage	damáiste	disgust	0.391
hardened	cruaite	disgust	0.391
diatribe	diatribe	disgust	0.391
averseness	averseness	disgust	0.391
critter	critter	disgust	0.391
muff	muff	disgust	0.391
antisocial	frithshóisialta	disgust	0.391
punishment	pionós	disgust	0.391
bad	dona	disgust	0.391
punished	a phionósú	disgust	0.391
disrelish	díghlas	disgust	0.391
expel	díbirt	disgust	0.391
farcical	méarógach	disgust	0.391
scorpion	scairp	disgust	0.391
sacrifices	íobairtí	disgust	0.383
plagiarism	bradaíl	disgust	0.383
hypocritical	hypocritical	disgust	0.383
divorce	colscaradh	disgust	0.383
presumptuous	presumptuous	disgust	0.383
discord	diúltú	disgust	0.383
fugitive	teifeach	disgust	0.383
fulsome	lán	disgust	0.383
shabby	shabby	disgust	0.383
orc	orc	disgust	0.383
adder	bréagán	disgust	0.383
anaconda	anaconda	disgust	0.383
surly	surly	disgust	0.383
irrational	neamhréasúnach	disgust	0.383
disappoint	díomá	disgust	0.383
illiterate	neamhliteartha	disgust	0.383
lament	caoineadh	disgust	0.383
eviction	díshealbhú	disgust	0.383
teeming	ag brath	disgust	0.383
guilt	cionta	disgust	0.383
misconduct	mí-iompar	disgust	0.375
blame	an milleán	disgust	0.375
alienation	coimhthiú	disgust	0.375
depressing	depressing	disgust	0.375
irritating	greannmhar	disgust	0.375
plight	buan	disgust	0.375
unworthy	neamhánta	disgust	0.375
dislocated	dislocated	disgust	0.375
scoff	scoff	disgust	0.375
irritation	greannú	disgust	0.375
defective	lochtach	disgust	0.375
shock	turraing	disgust	0.375
hoax	hoax	disgust	0.367
coerce	coerce	disgust	0.367
revoke	cúlghairm	disgust	0.367
stripped	stripped	disgust	0.367
exclusion	eisiamh	disgust	0.367
blatant	blatant	disgust	0.367
disillusionment	disillusionment	disgust	0.367
squelch	squelch	disgust	0.367
unhealthy	míshláintiúil	disgust	0.367
toad	bréagán	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	pitfall	disgust	0.367
vainly	vainly	disgust	0.367
powerless	gan chumas	disgust	0.367
cad	cad	disgust	0.367
hurtful	díobhálach	disgust	0.367
shuddering	shuddering	disgust	0.367
wimp	wimp	disgust	0.367
oddity	oddity	disgust	0.359
rebellion	éirí amach	disgust	0.359
incompatible	neamhoiriúnach	disgust	0.359
ineptitude	ineptitude	disgust	0.359
dispose	dhiúscairt	disgust	0.359
disobedience	díshealbhú	disgust	0.359
damn	damn	disgust	0.359
bug	bug	disgust	0.359
deserted	tréigthe	disgust	0.359
litigate	thráchtáil	disgust	0.352
ridiculous	ridiculous	disgust	0.352
compost	múirín	disgust	0.352
obi	obi	disgust	0.352
untoward	untoward	disgust	0.352
censor	censor	disgust	0.352
uncertain	neamhchinnte	disgust	0.352
lawyer	dlíodóir	disgust	0.352
flinch	flinch	disgust	0.352
flesh	flesh	disgust	0.352
crushed	brúite	disgust	0.352
displeased	míshásta	disgust	0.352
inept	inept	disgust	0.352
wrongful	mícheart	disgust	0.352
cutting	gearradh	disgust	0.352
fierce	fíochmhar	disgust	0.352
misbehavior	mí-iompar	disgust	0.352
frustrate	frustrachas	disgust	0.352
dismissal	dífhostú	disgust	0.352
disapprove	neamhshuim	disgust	0.344
depreciate	depreciate	disgust	0.344
tearful	tearful	disgust	0.344
thoughtless	gan smaoineamh	disgust	0.336
unsettled	neamhshuite	disgust	0.336
lumpy	lumpy	disgust	0.336
discoloration	neamhbheartú	disgust	0.336
blunder	blunder	disgust	0.336
disinclination	díghrádú	disgust	0.336
distrust	míshuim	disgust	0.336
annoy	annoy	disgust	0.336
lawsuit	lawsuit	disgust	0.336
discontent	míshásta	disgust	0.336
grumble	grumble	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	daft	disgust	0.336
heartsick	heartsick	disgust	0.336
disliked	nár mhaith leat	disgust	0.336
bickering	bickering	disgust	0.336
disallowed	dhiúltaíodh	disgust	0.336
unmanageable	neamh-inghlactha	disgust	0.328
hydrophobia	hidrófobia	disgust	0.328
unsatisfactory	míshásúil	disgust	0.328
whine	cnámh	disgust	0.328
exasperation	exasperation	disgust	0.328
instability	éagobhsaíocht	disgust	0.328
provoking	provoking	disgust	0.328
disappointed	díomá	disgust	0.328
inhibit	bac	disgust	0.328
sly	sly	disgust	0.328
grievance	gearán	disgust	0.328
materialist	ábhar	disgust	0.328
excluded	eisiata	disgust	0.328
cacophony	cacophony	disgust	0.328
misleading	míthreorach	disgust	0.321
disclaim	séanadh	disgust	0.320
rags	cairpíní	disgust	0.320
soot	súiche	disgust	0.320
disservice	neamhspleách	disgust	0.320
unequal	neamhionann	disgust	0.320
humbug	humbug	disgust	0.320
reproach	áilleacht	disgust	0.320
confined	teoranta	disgust	0.320
disapproving	dífhostú	disgust	0.320
annoyance	moill	disgust	0.320
mishap	mishap	disgust	0.320
groan	groan	disgust	0.320
soil	ithreach	disgust	0.312
depreciated	dímheas	disgust	0.312
disincline	díchealú	disgust	0.312
inappropriate	míchuí	disgust	0.312
inconsiderate	neamhréireach	disgust	0.312
burke	burke	disgust	0.312
overpriced	overpriced	disgust	0.312
sneeze	sneeze	disgust	0.312
stomach	boilg	disgust	0.312
criticize	cáineadh	disgust	0.312
theism	theism	disgust	0.312
