word	Bosnian-bs	emotion	emotion-intensity-score
censor	cenzor	disgust	0.352
uncertain	neizvesno	disgust	0.352
lawyer	advokat	disgust	0.352
flinch	flinch	disgust	0.352
flesh	meso	disgust	0.352
crushed	srušeno	disgust	0.352
displeased	nezadovoljan	disgust	0.352
inept	inept	disgust	0.352
wrongful	pogrešno	disgust	0.352
cutting	sečenje	disgust	0.352
fierce	žestoko	disgust	0.352
misbehavior	loše ponašanje	disgust	0.352
frustrate	frustriraju	disgust	0.352
dismissal	otpuštanje	disgust	0.352
disapprove	ne odobravam	disgust	0.344
depreciate	depresija	disgust	0.344
tearful	plakanje	disgust	0.344
thoughtless	bezumni	disgust	0.336
unsettled	neizmireno	disgust	0.336
lumpy	grublje	disgust	0.336
discoloration	diskoloracija	disgust	0.336
blunder	greška	disgust	0.336
disinclination	disinclination	disgust	0.336
distrust	nepoverenje	disgust	0.336
annoy	annoy	disgust	0.336
lawsuit	tužba	disgust	0.336
discontent	nezadovoljstvo	disgust	0.336
grumble	grumble	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	daft	disgust	0.336
heartsick	srca	disgust	0.336
disliked	ne voli	disgust	0.336
bickering	peckanje	disgust	0.336
disallowed	zabranjeno	disgust	0.336
unmanageable	neupotrebljiv	disgust	0.328
hydrophobia	hidrofobija	disgust	0.328
unsatisfactory	nezadovoljavajuće	disgust	0.328
whine	hajde	disgust	0.328
exasperation	exasperation	disgust	0.328
instability	nestabilnost	disgust	0.328
provoking	izazivanje	disgust	0.328
disappointed	razočaran	disgust	0.328
inhibit	naseliti	disgust	0.328
sly	sly	disgust	0.328
grievance	Žalba	disgust	0.328
materialist	materijalista	disgust	0.328
excluded	isključeni	disgust	0.328
cacophony	kakofonija	disgust	0.328
misleading	pogrešno	disgust	0.321
disclaim	odricati	disgust	0.320
rags	krpe	disgust	0.320
soot	čađ	disgust	0.320
disservice	loše usluge	disgust	0.320
unequal	nejednako	disgust	0.320
humbug	humbug	disgust	0.320
reproach	sramota	disgust	0.320
confined	ograničeno	disgust	0.320
disapproving	neodobravanje	disgust	0.320
annoyance	nadležnost	disgust	0.320
mishap	pogrešno	disgust	0.320
groan	groan	disgust	0.320
soil	zemljište	disgust	0.312
depreciated	amortizovan	disgust	0.312
disincline	disincline	disgust	0.312
inappropriate	neprikladan	disgust	0.312
inconsiderate	nepromišljeno	disgust	0.312
burke	burke	disgust	0.312
overpriced	overpriced	disgust	0.312
sneeze	kijavica	disgust	0.312
stomach	stomak	disgust	0.312
criticize	kritikovati	disgust	0.312
theism	teizam	disgust	0.312
disparity	disparitet	disgust	0.305
gall	gall	disgust	0.305
latent	latentno	disgust	0.305
grumpy	grumpy	disgust	0.305
bang	bang	disgust	0.305
inadmissible	neprihvatljivo	disgust	0.305
unfriendly	neprijateljski	disgust	0.305
shack	shack	disgust	0.305
disliking	dislikovanje	disgust	0.305
unaccountable	neprecizno	disgust	0.305
coop	coop	disgust	0.304
scold	ružno	disgust	0.297
growling	kreten	disgust	0.297
lonely	usamljen	disgust	0.297
delay	kašnjenje	disgust	0.297
congress	kongres	disgust	0.297
disregarded	zanemaren	disgust	0.297
disappointment	razočarenje	disgust	0.297
backwards	unazad	disgust	0.297
soreness	bolest	disgust	0.297
rogue	lopov	disgust	0.297
infamous	zloglasni	disgust	0.289
lesbian	lezbejka	disgust	0.289
notoriety	ozloglašenost	disgust	0.289
catechism	katekizam	disgust	0.289
flop	flop	disgust	0.289
nettle	kopriva	disgust	0.289
janitor	domar	disgust	0.289
saturated	zasićen	disgust	0.281
gaby	gaby	disgust	0.281
prohibited	zabranjeno	disgust	0.281
remiss	remiss	disgust	0.281
unfair	nepravedno	disgust	0.281
desist	odustati	disgust	0.281
wince	wince	disgust	0.281
aftermath	posledice	disgust	0.281
huff	Huff	disgust	0.273
discolored	obojeno	disgust	0.273
uneasy	nelagodno	disgust	0.273
wrangling	nervoza	disgust	0.273
tribunal	tribunal	disgust	0.273
weird	čudno	disgust	0.266
bureaucrat	birokrat	disgust	0.266
coldness	hladnoće	disgust	0.266
impolite	nepristojna	disgust	0.266
politic	politički	disgust	0.266
unsatisfied	nezadovoljan	disgust	0.266
swig	swig	disgust	0.266
inefficiency	neefikasnost	disgust	0.266
frantic	besmisleno	disgust	0.266
crawl	puzi	disgust	0.266
instinctive	instinktivan	disgust	0.258
barrow	barrow	disgust	0.258
incase	u slučaju	disgust	0.258
octopus	hobotnica	disgust	0.258
chagrin	chagrin	disgust	0.258
copycat	copycat	disgust	0.258
rascal	rascal	disgust	0.258
sarcasm	sarkazam	disgust	0.258
gruff	gruff	disgust	0.258
misconception	zabluda	disgust	0.250
hulk	hulk	disgust	0.250
shanghai	Šangaj	disgust	0.250
baboon	babun	disgust	0.250
disinclined	neudate	disgust	0.250
lose	gube	disgust	0.250
john	john	disgust	0.250
cupping	cupping	disgust	0.250
rook	rook	disgust	0.242
gratuitous	besplatno	disgust	0.242
entangled	zapletena	disgust	0.242
opponent	protivnik	disgust	0.242
tariff	tarifa	disgust	0.242
scrub	piling	disgust	0.242
resign	podneti ostavku	disgust	0.234
prolong	produžiti	disgust	0.234
backwardness	zaostalost	disgust	0.234
reluctance	nevoljnost	disgust	0.234
questionable	upitno	disgust	0.234
lagging	zaostajanje	disgust	0.234
unlucky	nesrećan	disgust	0.234
misstatement	pogrešno prikazivanje	disgust	0.234
reversal	preokret	disgust	0.227
disqualified	diskvalifikovan	disgust	0.227
subsidy	subvencija	disgust	0.227
ineffectual	neefektivno	disgust	0.227
fussy	fussy	disgust	0.227
unpopular	nepopularno	disgust	0.227
default	podrazumevano	disgust	0.227
intense	intenzivno	disgust	0.219
dame	dame	disgust	0.219
evade	izbjeći	disgust	0.219
petroleum	nafta	disgust	0.219
weight	težina	disgust	0.219
frowning	mršti	disgust	0.219
actionable	djelotvorno	disgust	0.211
tawny	tawny	disgust	0.211
donkey	magarca	disgust	0.211
unhappy	nesretni	disgust	0.211
indifference	indiferentnost	disgust	0.203
rave	rave	disgust	0.203
birch	breza	disgust	0.203
hood	hauba	disgust	0.203
desert	pustinja	disgust	0.203
owing	zahvaljujući	disgust	0.203
gnome	gnome	disgust	0.203
awkwardness	neugodnost	disgust	0.203
inconvenient	nepodobno	disgust	0.203
dandy	dandy	disgust	0.203
speck	speck	disgust	0.203
fleece	runo	disgust	0.195
howl	vuk	disgust	0.195
monochrome	monohromatski	disgust	0.195
airs	zraci	disgust	0.195
gelatin	želatin	disgust	0.195
misguided	pogrešno	disgust	0.195
morals	morale	disgust	0.195
dabbling	dabbling	disgust	0.195
celebrity	slavna	disgust	0.188
avoid	izbjeći	disgust	0.188
stalemate	zastoj	disgust	0.188
lush	bujna	disgust	0.188
gent	gent	disgust	0.188
lesser	manje	disgust	0.188
sunk	potopljen	disgust	0.180
nose	nos	disgust	0.180
claimant	tužilac	disgust	0.180
laughable	smešno	disgust	0.180
possession	posedovanje	disgust	0.180
larger	veće	disgust	0.164
hoot	hoot	disgust	0.164
mouthful	usta	disgust	0.164
thrift	štednjaka	disgust	0.164
pregnancy	trudnoća	disgust	0.164
undoubted	nesumnjivo	disgust	0.164
clamor	klamur	disgust	0.156
misplace	misplace	disgust	0.156
sentence	rečenica	disgust	0.156
parrot	papagaja	disgust	0.156
obliging	obavezujući	disgust	0.156
nameless	bezimeni	disgust	0.148
bummer	bummer	disgust	0.148
feeling	osećanje	disgust	0.141
elf	elf	disgust	0.141
excellence	izvrsnost	disgust	0.141
turn	okrenite	disgust	0.133
gray	siva	disgust	0.133
asymmetry	asimetrija	disgust	0.133
clumsy	nespretan	disgust	0.133
stall	štanda	disgust	0.133
bran	brana	disgust	0.125
finally	konačno	disgust	0.125
lord	Gospodaru	disgust	0.125
boy	dečko	disgust	0.117
cove	zaliv	disgust	0.117
nurture	negovati	disgust	0.117
savor	savor	disgust	0.117
lemon	limun	disgust	0.109
winning	pobjeda	disgust	0.109
powerful	moćno	disgust	0.102
glitter	sjaj	disgust	0.094
interior	unutrašnjost	disgust	0.086
mind	um	disgust	0.086
treat	liječiti	disgust	0.078
interested	zainteresovan	disgust	0.078
abundance	obilje	disgust	0.078
honest	iskren	disgust	0.055
kite	kite	disgust	0.055
humble	ponizno	disgust	0.047
tree	drvo	disgust	0.039
torture	mučenje	fear	0.984
terrorist	terorista	fear	0.972
horrific	užasno	fear	0.969
terrorism	terorizam	fear	0.969
terrorists	teroristi	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	ubij	fear	0.962
homicidal	ubistvo	fear	0.959
annihilate	uništiti	fear	0.953
terror	teror	fear	0.953
murderer	ubica	fear	0.953
catastrophe	katastrofa	fear	0.953
dying	umiranje	fear	0.948
war	rat	fear	0.942
bombing	bombardovanje	fear	0.938
bomb	bomba	fear	0.935
missiles	rakete	fear	0.934
horror	užas	fear	0.923
brutality	brutalnost	fear	0.922
bloodthirsty	krvožedan	fear	0.922
terrorize	terorizira	fear	0.922
horrified	užasnut	fear	0.922
murderous	ubilački	fear	0.920
massacre	masakr	fear	0.911
assassinate	atentirati	fear	0.906
horrifying	užasavajuće	fear	0.906
fatality	smrtnost	fear	0.906
murder	ubistvo	fear	0.906
mutilation	sakaćenje	fear	0.906
terrifying	zastrašujuće	fear	0.906
devastation	pustoš	fear	0.906
holocaust	holokaust	fear	0.906
horrors	užas	fear	0.906
killing	ubistvo	fear	0.906
demon	demon	fear	0.906
terrified	uplašen	fear	0.906
suicidal	suicidalan	fear	0.898
kidnap	otmica	fear	0.891
slaughter	klanje	fear	0.891
assault	napad	fear	0.891
crucifixion	raspeće	fear	0.891
doomed	osuđena	fear	0.888
poisoned	otrovan	fear	0.886
suicide	samoubistvo	fear	0.879
explosion	eksplozija	fear	0.879
dismemberment	dismemberment	fear	0.875
slaughtering	klanje	fear	0.875
disastrous	katastrofalno	fear	0.875
deadly	smrtonosno	fear	0.875
annihilation	uništavanje	fear	0.875
disaster	katastrofa	fear	0.875
threatening	preteći	fear	0.875
suffocation	gušenje	fear	0.875
assassin	ubica	fear	0.875
savagery	divljaštvo	fear	0.875
rape	silovanje	fear	0.870
hell	dođavola	fear	0.860
anthrax	antraks	fear	0.859
explosive	eksplozivno	fear	0.859
warfare	ratovanje	fear	0.859
paralyzed	paralizovan	fear	0.859
molestation	zlostavljanje	fear	0.859
homicide	ubistvo	fear	0.859
barbaric	varvarski	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	opasnost	fear	0.859
demonic	demonski	fear	0.859
bloodshed	krvoproliće	fear	0.859
annihilated	uništen	fear	0.859
attacking	napada	fear	0.859
dread	strah	fear	0.859
slaughterhouse	klanica	fear	0.859
tragedy	tragedija	fear	0.859
guillotine	giljotina	fear	0.859
executioner	izvršilac	fear	0.859
suffocating	gušenje	fear	0.858
treachery	izdajstvo	fear	0.856
fright	strah	fear	0.853
traumatic	traumatično	fear	0.844
afraid	uplašen	fear	0.844
morgue	morgue	fear	0.844
drown	udaviti	fear	0.844
destroying	uništavajući	fear	0.844
painful	bolan	fear	0.844
frightened	uplašen	fear	0.844
monster	čudovište	fear	0.844
slayer	ubica	fear	0.844
abomination	abomination	fear	0.844
execution	izvršenje	fear	0.844
scariest	najstrašnije	fear	0.844
bombardment	bombardovanje	fear	0.844
vengeance	osveta	fear	0.844
panicked	panično	fear	0.844
frightening	zastrašujuće	fear	0.844
scare	uplašiti	fear	0.844
apocalypse	apokalipse	fear	0.844
petrified	okamenjen	fear	0.844
death	smrt	fear	0.843
chaos	haos	fear	0.839
ghastly	strašno	fear	0.836
evil	zlo	fear	0.833
gunmen	gunmen	fear	0.828
fear	strah	fear	0.828
doom	doom	fear	0.828
intruder	uljez	fear	0.828
cancer	rak	fear	0.828
grenade	granata	fear	0.828
assassination	atentat	fear	0.828
fatal	fatalan	fear	0.828
nightmare	noćna mora	fear	0.828
explode	eksplodira	fear	0.828
kidnapped	kidnapovan	fear	0.828
eradication	iskorenjivanje	fear	0.828
hellish	pakleno	fear	0.828
paralyze	paralizuje	fear	0.828
trauma	trauma	fear	0.828
doomsday	Doomsday	fear	0.828
violently	nasilno	fear	0.828
manslaughter	ubojstvo	fear	0.828
devil	đavo	fear	0.828
frighten	uplašiti	fear	0.828
brutal	brutalno	fear	0.828
morbidity	morbiditet	fear	0.820
crippling	oštećivanje	fear	0.817
savage	divljač	fear	0.814
crushed	srušeno	fear	0.812
violence	nasilje	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	strašno	fear	0.812
suffering	patnja	fear	0.812
shooting	pucanje	fear	0.812
earthquake	zemljotres	fear	0.812
destructive	destruktivno	fear	0.812
violent	nasilan	fear	0.812
poisonous	otrovna	fear	0.812
quake	potres	fear	0.812
damnation	prokletstvo	fear	0.812
aggressor	agresor	fear	0.812
imprisoned	zatvoren	fear	0.811
hurricane	uragan	fear	0.811
exterminate	istrebiti	fear	0.810
fearing	strahujući	fear	0.808
hemorrhage	hemoragija	fear	0.807
lethal	smrtonosno	fear	0.806
torment	mučenje	fear	0.806
venom	otrov	fear	0.804
claustrophobia	klaustrofobija	fear	0.803
danger	opasnost	fear	0.802
snakes	zmije	fear	0.802
exorcism	egzorcizam	fear	0.800
obliterated	izbrisana	fear	0.800
robbery	pljačka	fear	0.800
terrifies	zastrašuje	fear	0.798
cyanide	cijanid	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	okrutnost	fear	0.797
monstrosity	monstrosnost	fear	0.797
attack	napad	fear	0.797
extermination	istrebljenje	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	smrtnost	fear	0.797
destruction	uništenje	fear	0.797
poison	otrov	fear	0.797
harmful	štetno	fear	0.797
persecution	progon	fear	0.797
bombers	bombarderi	fear	0.797
incurable	neizlečiva	fear	0.797
hysteria	histerija	fear	0.797
dreadfully	užasno	fear	0.796
arson	podmetanje požara	fear	0.794
devastate	pusti	fear	0.792
tyrant	tiran	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	propasti	fear	0.784
feared	strah	fear	0.782
maniac	manijak	fear	0.781
enslaved	porobljen	fear	0.781
rampage	divljanje	fear	0.781
screaming	vrištanje	fear	0.781
venomous	otrovna	fear	0.781
warlike	ratni	fear	0.781
lifeless	bez života	fear	0.781
bloody	krvavo	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	zmija	fear	0.776
epidemic	epidemija	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	obrisati	fear	0.766
shipwreck	brodolom	fear	0.766
crisis	kriza	fear	0.766
criminal	kriminalac	fear	0.766
invade	napasti	fear	0.766
riot	nemiri	fear	0.766
fearful	uplašen	fear	0.766
reprisal	odmazda	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	invader	fear	0.766
dangerously	opasno	fear	0.766
tumor	tumor	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	kršenje	fear	0.766
inferno	inferno	fear	0.766
leprosy	lezija	fear	0.766
jihad	džihad	fear	0.766
scary	strašno	fear	0.766
hazardous	opasan	fear	0.766
detonate	detonira	fear	0.766
claustrophobic	claustrophobic	fear	0.765
hyperventilating	hiperventilacija	fear	0.762
nightmares	noćne more	fear	0.759
ghostly	duhovit	fear	0.754
destroyed	uništeno	fear	0.754
anarchy	anarhija	fear	0.750
panic	panike	fear	0.750
dreadful	strašno	fear	0.750
riotous	riotno	fear	0.750
dangerous	opasno	fear	0.750
projectiles	projektili	fear	0.750
strangle	zadaviti	fear	0.750
hurricanes	uragana	fear	0.750
anarchist	anarhista	fear	0.750
mortuary	mrtvačnica	fear	0.750
wrenching	bijesan	fear	0.750
destroyer	razarač	fear	0.750
tyranny	tiranija	fear	0.750
ptsd	ptsd	fear	0.750
hazard	opasnost	fear	0.750
tragedies	tragedije	fear	0.750
slavery	ropstvo	fear	0.750
treacherous	izdajnički	fear	0.750
cholera	kolera	fear	0.750
imprisonment	zatvaranje	fear	0.750
agony	agonija	fear	0.750
obliteration	obliteration	fear	0.750
accident	nesreća	fear	0.750
fears	strahovi	fear	0.750
anaconda	anaconda	fear	0.750
malignancy	malignitet	fear	0.742
cannibal	kanibala	fear	0.740
bombard	bombardiraj	fear	0.740
abominable	odvratno	fear	0.738
bomber	bombarder	fear	0.734
diseased	obolelih	fear	0.734
gun	pištolj	fear	0.734
shoot	pucaj	fear	0.734
horrible	užasno	fear	0.734
missile	projektil	fear	0.734
crash	pada	fear	0.734
beast	zver	fear	0.734
tyrannical	tiranski	fear	0.734
paralysis	paraliza	fear	0.734
devilish	đavolski	fear	0.734
mutiny	pobuna	fear	0.734
misery	beda	fear	0.734
shot	ubijen	fear	0.734
depraved	odvratan	fear	0.734
gore	gore	fear	0.734
scared	uplašen	fear	0.734
cursed	proklet	fear	0.734
threaten	pretnja	fear	0.734
tornado	tornado	fear	0.734
victimized	žrtva	fear	0.734
hostage	talac	fear	0.734
melee	melee	fear	0.734
hyperventilate	hiperventilat	fear	0.734
malignant	maligni	fear	0.734
dictatorship	diktatura	fear	0.734
mafia	mafija	fear	0.734
turmoil	previranja	fear	0.733
combat	borba	fear	0.728
alligator	aligator	fear	0.727
ruin	propasti	fear	0.725
shooter	strelac	fear	0.722
contagious	zarazno	fear	0.720
miscarriage	pobačaj	fear	0.719
casualty	žrtva	fear	0.719
fight	borba	fear	0.719
mortification	mortification	fear	0.719
crime	kriminal	fear	0.719
struggle	borba	fear	0.719
shock	šok	fear	0.719
seizure	napad	fear	0.719
lynch	linč	fear	0.719
starvation	gladovanje	fear	0.719
harm	šteta	fear	0.719
excruciating	mukotrpno	fear	0.719
phobia	fobija	fear	0.719
desperation	očaj	fear	0.719
devastating	razarajuće	fear	0.719
emergency	hitan slučaj	fear	0.719
scream	vrišti	fear	0.719
havoc	havoc	fear	0.719
injured	povređeno	fear	0.719
carnage	krvarenje	fear	0.717
frantically	odvratno	fear	0.717
standoff	standoff	fear	0.716
infestation	infestacija	fear	0.716
soscary	soscary	fear	0.712
panicking	paničenje	fear	0.708
rupture	ruptura	fear	0.706
frantic	besmisleno	fear	0.705
horrid	užasno	fear	0.705
aggressive	agresivan	fear	0.703
anguish	mučnina	fear	0.703
gash	gašenje	fear	0.703
sos	NO TRANSLATION	fear	0.703
terminal	terminal	fear	0.703
diabolical	dijabolično	fear	0.703
sabotage	sabotaža	fear	0.703
hatred	mržnja	fear	0.703
hysterical	histerično	fear	0.703
psychosis	psihoza	fear	0.703
carcinoma	karcinom	fear	0.703
schizophrenia	šizofrenija	fear	0.703
agonizing	agonizing	fear	0.703
wrecked	razbijen	fear	0.703
infectious	zarazno	fear	0.703
collapse	kolaps	fear	0.703
grisly	grizljivo	fear	0.703
prey	plijen	fear	0.703
witchcraft	veštice	fear	0.703
avalanche	lavina	fear	0.703
neurotic	neurotik	fear	0.703
harrowing	drhtanje	fear	0.703
fugitive	begunac	fear	0.703
arsenic	arsen	fear	0.703
assailant	napadač	fear	0.703
vendetta	vendetta	fear	0.703
dreaded	strah	fear	0.703
upheaval	previranja	fear	0.703
armed	naoružan	fear	0.703
cripple	omalovažava	fear	0.703
malevolent	zlonamjeran	fear	0.703
cobra	cobra	fear	0.703
freaked	freaked	fear	0.703
burial	sahrana	fear	0.703
deranged	poremećeni	fear	0.703
plague	kuga	fear	0.703
forcibly	prisilno	fear	0.700
abduction	otmica	fear	0.700
crocodile	krokodil	fear	0.700
offender	prestupnik	fear	0.698
mayhem	Zločin	fear	0.690
alarm	alarm	fear	0.688
trepidation	trepidacija	fear	0.688
brawl	bravo	fear	0.688
beastly	zverno	fear	0.688
oppression	ugnjetavanje	fear	0.688
guerilla	gerila	fear	0.688
socialanxiety	NO TRANSLATION	fear	0.688
hopeless	beznadežna	fear	0.688
leukemia	leukemija	fear	0.688
agoraphobia	agorafobija	fear	0.688
endanger	ugroziti	fear	0.688
cadaver	kadaver	fear	0.688
hurt	boli	fear	0.688
paranoid	paranoičan	fear	0.688
disease	bolesti	fear	0.688
contagion	zaraza	fear	0.688
cyclone	ciklon	fear	0.688
blast	eksplozija	fear	0.688
hostile	neprijateljski	fear	0.688
shrapnel	šrapnel	fear	0.688
rabid	besni	fear	0.688
wounding	ranjavanje	fear	0.688
ambush	zaseda	fear	0.688
gory	kora	fear	0.688
radiation	zračenje	fear	0.688
banish	izbaciti	fear	0.688
anarchism	anarhizam	fear	0.688
gallows	gelove	fear	0.686
coffin	kovčeg	fear	0.684
madness	ludilo	fear	0.675
spook	spook	fear	0.673
fury	bes	fear	0.672
grim	grim	fear	0.672
trembling	drhtanje	fear	0.672
gang	bande	fear	0.672
scarier	scarier	fear	0.672
viper	viper	fear	0.672
sinister	zloban	fear	0.672
victim	žrtva	fear	0.672
crushing	drobljenje	fear	0.672
hurting	boli	fear	0.672
atrocity	zločin	fear	0.672
tarantula	tarantula	fear	0.672
nervouswreck	NO TRANSLATION	fear	0.672
vermin	vermin	fear	0.672
thug	siledžija	fear	0.672
stab	ubodno	fear	0.672
awful	strašno	fear	0.672
felon	felon	fear	0.672
militia	milicija	fear	0.672
dungeon	tamnica	fear	0.672
militants	militantima	fear	0.672
frankenstorm	NO TRANSLATION	fear	0.672
carcass	trup	fear	0.672
freakedout	NO TRANSLATION	fear	0.672
combatant	borac	fear	0.672
ghost	duh	fear	0.672
fangs	fangs	fear	0.672
soscared	soscared	fear	0.672
shatter	razbiti	fear	0.672
persecute	progoni	fear	0.672
eruption	erupcija	fear	0.672
mangle	mangle	fear	0.672
perishing	gubitak	fear	0.672
