word	Korean-ko	emotion	emotion-intensity-score
violent	격렬한	disgust	0.711
tyrant	폭군	disgust	0.711
poisoned	중독 된	disgust	0.711
pollute	오염시키다	disgust	0.711
wretched	비참한	disgust	0.711
nausea	구역질	disgust	0.711
mortification	고행	disgust	0.711
gag	개그	disgust	0.711
vulgarity	속악	disgust	0.703
disgusting	역겨운	disgust	0.703
grope	더듬다	disgust	0.703
slut	암캐	disgust	0.703
poisoning	중독	disgust	0.703
depraved	타락한	disgust	0.703
noxious	유해한	disgust	0.703
porn	포르노	disgust	0.703
nasty	추잡한	disgust	0.703
slimy	불쾌한	disgust	0.703
despotism	전제국	disgust	0.703
nauseate	욕지기 나다	disgust	0.703
secretion	분비	disgust	0.703
constipation	변비	disgust	0.703
hateful	증오심이 많은	disgust	0.703
grime	때	disgust	0.703
measles	흥역	disgust	0.696
contagious	전염성이있는	disgust	0.695
hellish	지옥 같은	disgust	0.695
waste	낭비	disgust	0.695
suicidal	자살적인	disgust	0.695
abuse	남용	disgust	0.695
hate	미움	disgust	0.695
wretch	놈	disgust	0.695
intestinal	장의	disgust	0.695
wart	사마귀	disgust	0.695
obesity	비만	disgust	0.695
scum	찌끼	disgust	0.695
contaminated	더럽히는	disgust	0.688
disease	질병	disgust	0.688
rabid	맹렬한	disgust	0.688
ooze	습지	disgust	0.688
treason	반역	disgust	0.688
heartworm	심장 웜	disgust	0.688
smut	흑수병	disgust	0.688
cholera	콜레라	disgust	0.680
deformed	변형 된	disgust	0.680
detest	싫어하다	disgust	0.680
bestial	짐승 같은	disgust	0.680
sickness	병	disgust	0.680
antichrist	적 그리스도	disgust	0.680
abhorrent	혐오스러운	disgust	0.680
soulless	영혼이없는	disgust	0.680
freakish	이상한	disgust	0.680
grimy	때로 더럽혀진	disgust	0.680
hatred	증오	disgust	0.680
pollution	타락	disgust	0.680
germ	세균	disgust	0.680
abominate	가증 한	disgust	0.680
hell	지옥	disgust	0.680
dilapidated	낡은	disgust	0.672
dictatorship	절대권	disgust	0.672
inhuman	비인간적 인	disgust	0.672
greasy	기름 바른	disgust	0.672
hideous	끔찍한	disgust	0.672
loathful	싫는	disgust	0.672
obscene	역겨운	disgust	0.672
loathing	싫음	disgust	0.672
cess	운	disgust	0.670
devil	악마	disgust	0.664
heretic	이교도	disgust	0.664
nauseous	메스꺼움	disgust	0.664
abominable	가증스러운	disgust	0.664
deformity	기형	disgust	0.664
deadly	치명적인	disgust	0.664
swine	돼지	disgust	0.664
discrimination	차별	disgust	0.664
masochism	마조히즘	disgust	0.664
poisonous	유해한	disgust	0.656
prejudiced	편견을 가진	disgust	0.656
bacteria	박테리아	disgust	0.656
death	죽음	disgust	0.656
poison	독	disgust	0.656
trash	폐물	disgust	0.656
abortion	유산	disgust	0.656
corruption	부패	disgust	0.656
victimized	희생 된	disgust	0.656
oppression	압박	disgust	0.656
goo	끈적 거리는	disgust	0.656
latrines	화장실	disgust	0.656
horror	공포	disgust	0.656
horrible	끔찍한	disgust	0.656
nefarious	극악한	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	복수심 있는	disgust	0.648
outhouse	옥외 변소	disgust	0.648
horrid	무서운	disgust	0.648
detestation	아주 싫어함	disgust	0.648
sludge	진흙	disgust	0.648
ugly	추한	disgust	0.648
trashy	쓰레기 같은	disgust	0.648
bitch	암캐	disgust	0.648
immoral	부도덕 한	disgust	0.648
malfeasance	부정 행위	disgust	0.641
spew	내뿜다	disgust	0.641
pimple	여드름	disgust	0.641
indecency	외설	disgust	0.641
unsightly	보기 흉한	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	악한 같은	disgust	0.641
cystic	낭성의	disgust	0.641
horrifying	소름 끼치는	disgust	0.641
derogatory	경멸적인	disgust	0.641
laxative	완하제	disgust	0.641
criminality	범죄	disgust	0.641
oppressive	억압적인	disgust	0.633
sinful	죄가 많은	disgust	0.633
bigoted	편견없는	disgust	0.633
doomsday	최후의 심판의 날	disgust	0.633
prostitution	매춘	disgust	0.633
ulcer	궤양	disgust	0.633
secrete	분비하다	disgust	0.633
perpetrator	범인	disgust	0.633
rat	쥐	disgust	0.633
queasy	기이 한	disgust	0.633
mildew	곰팡이	disgust	0.633
dastardly	비겁한	disgust	0.625
disgraceful	불명예스러운	disgust	0.625
ghastly	무서운	disgust	0.625
persecution	박해	disgust	0.625
devilish	악마 같은	disgust	0.625
degrading	퇴화하는	disgust	0.625
obscenity	외설	disgust	0.625
fungus	진균류	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	대식	disgust	0.625
stools	변	disgust	0.625
suffering	괴로움	disgust	0.625
contemptible	경멸적인	disgust	0.625
cuckold	오만한	disgust	0.625
bloated	부푼	disgust	0.625
aghast	깜짝 놀라	disgust	0.625
betrayal	배신	disgust	0.617
guillotine	기요틴	disgust	0.617
infect	감염시키다	disgust	0.617
spoil	약탈	disgust	0.617
tetanus	파상풍	disgust	0.617
fat	지방	disgust	0.617
louse	이	disgust	0.617
malicious	악의 있는	disgust	0.617
polygamy	일부 다처제	disgust	0.617
crusty	피 각질의	disgust	0.617
atrocious	극악한	disgust	0.617
deceit	책략	disgust	0.617
termite	흰개미	disgust	0.617
loathe	싫어하다	disgust	0.617
wench	처녀	disgust	0.617
dying	사망	disgust	0.617
sickly	병난	disgust	0.617
diaper	기저귀	disgust	0.617
strangle	목을 졸라 매다	disgust	0.617
drool	군침	disgust	0.609
slander	중상	disgust	0.609
abhor	싫어하다	disgust	0.609
venomous	역겨운	disgust	0.609
brothel	매음굴	disgust	0.609
ghetto	빈민가	disgust	0.609
violently	맹렬히	disgust	0.609
hostile	적의	disgust	0.609
sabotage	사보타주	disgust	0.609
deform	추하게 하다	disgust	0.609
bleeding	출혈	disgust	0.609
unwashed	씻지 않은	disgust	0.602
lunacy	전광	disgust	0.602
imprisonment	투옥	disgust	0.602
infidel	신앙심 없는 사람	disgust	0.602
deprivation	박탈	disgust	0.602
traitor	배신자	disgust	0.602
ugliness	추함	disgust	0.602
musty	곰팡내 나는	disgust	0.602
illicit	불법의	disgust	0.602
swampy	늪	disgust	0.602
poaching	밀렵	disgust	0.602
hag	추한 노파	disgust	0.602
butcher	푸주한	disgust	0.594
lunatic	미치광이	disgust	0.594
venom	독액	disgust	0.594
repelling	격퇴하는	disgust	0.594
thug	자객	disgust	0.594
misery	불행	disgust	0.594
toilet	화장실	disgust	0.594
slug	강타	disgust	0.594
catastrophe	대단원	disgust	0.594
epidemic	전염병	disgust	0.594
gut	거트	disgust	0.594
intoxicated	술에 취한	disgust	0.594
blister	물집	disgust	0.594
deceitful	속이는	disgust	0.594
hostility	적의	disgust	0.594
queasiness	욕지기	disgust	0.594
lurid	어쩐지 기분 나쁜	disgust	0.594
sinner	죄인	disgust	0.594
incubus	악마	disgust	0.586
lavatory	화장실	disgust	0.586
harass	괴롭히다	disgust	0.586
unclean	더러운	disgust	0.586
prostitute	매춘부	disgust	0.586
pornography	춘화	disgust	0.586
dreadful	무서운	disgust	0.586
deteriorated	악화 된	disgust	0.586
appalling	질리는	disgust	0.586
unfaithful	불충실 한	disgust	0.578
rash	발진	disgust	0.578
humiliating	굴욕적인	disgust	0.578
ruinous	파멸적인	disgust	0.578
squeamish	비꼬는	disgust	0.578
offensive	공격	disgust	0.578
conspirator	공모자	disgust	0.578
larceny	절도죄	disgust	0.578
debauchery	방탕	disgust	0.578
mangle	압착 롤러	disgust	0.578
flea	벼룩	disgust	0.578
hypocrite	위선자	disgust	0.578
retard	지체	disgust	0.578
fiend	악마	disgust	0.578
sick	고약한	disgust	0.578
quagmire	소택지	disgust	0.578
expulsion	제명	disgust	0.578
treacherous	믿을 수 없는	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	침	disgust	0.570
devastating	지독한	disgust	0.570
bastard	잡종	disgust	0.570
messy	어질러 놓은	disgust	0.570
flog	팔다	disgust	0.570
egregious	악명 높은	disgust	0.570
swamp	늪	disgust	0.570
oppress	억압하다	disgust	0.570
despise	경멸하다	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	뱀	disgust	0.570
snake	뱀	disgust	0.562
terrible	무서운	disgust	0.562
awful	무서운	disgust	0.562
harmful	해로운	disgust	0.562
insanity	광기	disgust	0.562
indecent	외설스러운	disgust	0.562
sordid	더러운	disgust	0.562
loo	화장실	disgust	0.562
scoundrel	악당	disgust	0.562
enemy	적	disgust	0.562
stealing	훔침	disgust	0.562
alcoholism	대주	disgust	0.562
humiliation	굴욕	disgust	0.562
ruthless	무자비한	disgust	0.562
sloppy	묽고 싱거운	disgust	0.562
tyrannical	폭군의	disgust	0.562
harlot	매춘부	disgust	0.562
sinning	죄를 짓는	disgust	0.562
robbery	강도	disgust	0.555
insufferable	참을 수 없는	disgust	0.555
arsenic	비소	disgust	0.555
bloody	피의	disgust	0.555
odious	추악한	disgust	0.555
ridicule	조소	disgust	0.555
atrophy	위축	disgust	0.555
beastly	짐승 같은	disgust	0.555
collusion	공모	disgust	0.555
distaste	싫증	disgust	0.555
segregate	분리하다	disgust	0.555
discriminating	차별하는	disgust	0.555
coward	겁쟁이	disgust	0.555
wickedness	사악	disgust	0.555
threatening	험악한	disgust	0.555
unattractive	매력없는	disgust	0.555
slayer	살해자	disgust	0.555
flabby	연약한	disgust	0.555
varicella	수두	disgust	0.555
miserable	딱한	disgust	0.547
sty	다래끼	disgust	0.547
ogre	오우거	disgust	0.547
coercion	강제	disgust	0.547
thief	도둑	disgust	0.547
slur	중상	disgust	0.547
suffocating	질식시키는	disgust	0.547
anathema	저주	disgust	0.547
purgatory	연옥	disgust	0.547
malevolent	악의 있는	disgust	0.547
bitterly	몹시	disgust	0.547
burglar	강도	disgust	0.547
attacking	공격의	disgust	0.547
vesicular	소포 성	disgust	0.547
condemnation	비난	disgust	0.547
pillage	약탈	disgust	0.547
deleterious	해로운	disgust	0.547
thrash	뒹굴다	disgust	0.539
repellant	방수제	disgust	0.539
repudiation	포기	disgust	0.539
infidelity	부정	disgust	0.539
liar	거짓말 쟁이	disgust	0.539
fatty	지방이 많은	disgust	0.539
gob	덩어리	disgust	0.539
sneer	비웃음	disgust	0.539
drunken	술취한	disgust	0.539
disgrace	불명예	disgust	0.539
shame	부끄러움	disgust	0.539
jealous	질투심 많은	disgust	0.539
imprisoned	투옥 된	disgust	0.539
pig	돼지	disgust	0.539
greedy	탐욕스러운	disgust	0.539
sloth	나태	disgust	0.539
lethal	치명적인	disgust	0.536
burnt	탄	disgust	0.531
aberration	수차	disgust	0.531
condescension	겸손	disgust	0.531
hydrocephalus	뇌수종	disgust	0.531
hanging	교수형	disgust	0.531
destructive	파괴적인	disgust	0.531
smuggler	밀수선	disgust	0.531
intolerant	편협한	disgust	0.531
travesty	희한한	disgust	0.531
intrusive	관입하는	disgust	0.531
ruined	망가진	disgust	0.531
withered	시든	disgust	0.531
disintegrate	분해하다	disgust	0.531
brawl	말다툼	disgust	0.531
blemish	흠	disgust	0.531
neurotic	신경증 환자	disgust	0.531
blasphemous	불경스러운	disgust	0.531
lying	거짓말하는	disgust	0.531
painful	아픈	disgust	0.531
avarice	탐욕	disgust	0.523
disgraced	불명예스러운	disgust	0.523
mistress	정부	disgust	0.523
disparaging	비하하는	disgust	0.523
rubbish	쓰레기	disgust	0.523
derogation	감손	disgust	0.523
accusation	고발	disgust	0.523
intolerance	견딜 수 없기	disgust	0.523
incarceration	감금	disgust	0.523
blighted	황폐 한	disgust	0.523
sump	기름 통	disgust	0.516
deplorable	탄탄한	disgust	0.516
daemon	악마	disgust	0.516
cringe	움츠러 들게하다	disgust	0.516
degrade	저하시키다	disgust	0.516
gutter	홈통	disgust	0.516
rob	털다	disgust	0.516
grim	엄한	disgust	0.516
defraud	속이다	disgust	0.516
tortious	불법의	disgust	0.516
eradication	근절	disgust	0.516
stink	악취	disgust	0.516
convict	죄수	disgust	0.516
dishonor	불명예	disgust	0.516
vulture	무자비한 사람	disgust	0.516
remains	유적	disgust	0.516
mite	잔돈	disgust	0.516
betray	팔다	disgust	0.516
sham	가짜	disgust	0.509
endemic	풍토병	disgust	0.508
bombed	폭격당한	disgust	0.508
distress	고통	disgust	0.508
pest	해충	disgust	0.508
incurable	불치의	disgust	0.508
worthless	가치 없는	disgust	0.508
rejection	배제	disgust	0.508
distasteful	맛 없는	disgust	0.508
schizophrenia	정신 분열증	disgust	0.508
belittle	얕보다	disgust	0.508
smelling	냄새가 나는	disgust	0.508
cheat	사기	disgust	0.508
blob	얼룩	disgust	0.508
prisoner	죄인	disgust	0.508
idiocy	백치	disgust	0.508
delirium	섬망 상태	disgust	0.508
disaster	재앙	disgust	0.508
crude	조잡한	disgust	0.508
resentment	원한	disgust	0.508
dreadfully	끔찍하게	disgust	0.508
glut	과다	disgust	0.508
polemic	논쟁	disgust	0.500
derision	비웃음	disgust	0.500
idolatry	사신 숭배	disgust	0.500
taboo	금기	disgust	0.500
screaming	외침	disgust	0.500
banish	덜어 없애다	disgust	0.500
dirt	더러운	disgust	0.500
goblin	고블린	disgust	0.500
shackle	걸쇠	disgust	0.500
bribery	수회	disgust	0.500
flagrant	악명 높은	disgust	0.500
jealousy	질투	disgust	0.500
impurity	불결	disgust	0.500
theft	훔침	disgust	0.500
bitterness	신랄	disgust	0.500
offense	위반	disgust	0.500
impeach	문제 삼다	disgust	0.500
blight	마름병	disgust	0.500
duress	협박	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	욕심	disgust	0.500
tirade	장황한 연설	disgust	0.500
squirm	질주하다	disgust	0.492
robber	강도	disgust	0.492
ill	악	disgust	0.492
unconscionable	비양심적 인	disgust	0.492
recession	경기 후퇴	disgust	0.492
gorge	협곡	disgust	0.492
wreck	난파선	disgust	0.492
malign	유해한	disgust	0.492
boil	종기	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	백치	disgust	0.492
disreputable	보기 싫은	disgust	0.492
wasteful	낭비적인	disgust	0.484
affliction	고통	disgust	0.484
stain	얼룩	disgust	0.484
contempt	경멸	disgust	0.484
nappy	기저귀	disgust	0.484
mutiny	폭동	disgust	0.484
occult	신비한	disgust	0.484
tramp	도보 여행가	disgust	0.484
unbearable	견딜 수 없는	disgust	0.484
offender	범죄자	disgust	0.484
servile	노예 같은	disgust	0.484
contraband	흑인 노예	disgust	0.484
raging	성난	disgust	0.484
snarl	혼란	disgust	0.484
mad	미친	disgust	0.484
subjugation	진압	disgust	0.484
possessed	소유 한	disgust	0.484
animosity	악의	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	중상	disgust	0.484
disrespectful	무례한	disgust	0.484
mess	음식물	disgust	0.484
nepotism	친척 편중	disgust	0.484
inexcusable	용서가없는	disgust	0.484
pathetic	서투른	disgust	0.477
unpleasant	불쾌한	disgust	0.477
suppression	억압	disgust	0.477
mockery	조롱	disgust	0.477
palsy	바람	disgust	0.477
criminal	범죄자	disgust	0.477
illegality	위법	disgust	0.477
uncaring	무심코	disgust	0.477
antagonistic	적대적인	disgust	0.477
immorality	부도덕	disgust	0.477
dismal	음침한	disgust	0.477
angry	성난	disgust	0.469
repellent	싫은	disgust	0.469
cough	기침	disgust	0.469
arrogant	거만한	disgust	0.469
grating	창살	disgust	0.469
aggravation	악화	disgust	0.469
livid	선명한	disgust	0.469
banishment	추방	disgust	0.469
shoddy	재생 모직물	disgust	0.469
banshee	반시	disgust	0.469
poverty	가난	disgust	0.469
wallow	빠지다	disgust	0.469
outrage	격분	disgust	0.469
mocking	조롱	disgust	0.469
furious	맹렬한	disgust	0.469
perspiration	발한	disgust	0.469
prick	찌르기	disgust	0.461
recklessness	무모한	disgust	0.461
distorted	비뚤어진	disgust	0.461
fraudulent	사기성의	disgust	0.461
spider	거미	disgust	0.461
quack	돌팔이 의사	disgust	0.461
perdition	파멸	disgust	0.461
muddy	흐린	disgust	0.461
spurious	가짜의	disgust	0.461
insulting	모욕하는	disgust	0.461
scar	흉터	disgust	0.461
