word	Kazakh-kk	emotion	emotion-intensity-score
odious	қасірет	disgust	0.555
ridicule	күлкі	disgust	0.555
atrophy	атрофия	disgust	0.555
beastly	жыртқыш	disgust	0.555
collusion	келісу	disgust	0.555
distaste	ұятсыздық	disgust	0.555
segregate	ажырату	disgust	0.555
discriminating	дискриминация	disgust	0.555
coward	қорқақ	disgust	0.555
wickedness	зұлымдық	disgust	0.555
threatening	қауіпті	disgust	0.555
unattractive	тартымсыз	disgust	0.555
slayer	өлтіруші	disgust	0.555
flabby	жарқын	disgust	0.555
varicella	варикелла	disgust	0.555
miserable	бақытсыздық	disgust	0.547
sty	стиль	disgust	0.547
ogre	ogre	disgust	0.547
coercion	мәжбүрлеу	disgust	0.547
thief	ұры	disgust	0.547
slur	жұмсақтық	disgust	0.547
suffocating	тұншықтыру	disgust	0.547
anathema	анатея	disgust	0.547
purgatory	аулау	disgust	0.547
malevolent	зиянды	disgust	0.547
bitterly	ащы	disgust	0.547
burglar	ұрлаушы	disgust	0.547
attacking	шабуылдау	disgust	0.547
vesicular	vesicular	disgust	0.547
condemnation	айыптау	disgust	0.547
pillage	тонау	disgust	0.547
deleterious	зиянды	disgust	0.547
thrash	thrash	disgust	0.539
repellant	репеллент	disgust	0.539
repudiation	бас тарту	disgust	0.539
infidelity	сенімсіздік	disgust	0.539
liar	өтірікші	disgust	0.539
fatty	майлы	disgust	0.539
gob	гоб	disgust	0.539
sneer	күлкі	disgust	0.539
drunken	мас	disgust	0.539
disgrace	қорлау	disgust	0.539
shame	ұят	disgust	0.539
jealous	қызғаныш	disgust	0.539
imprisoned	түрмеге қамалды	disgust	0.539
pig	шошқа	disgust	0.539
greedy	ашкөздік	disgust	0.539
sloth	жұмбақ	disgust	0.539
lethal	өлім	disgust	0.536
burnt	күйдірілген	disgust	0.531
aberration	аберрация	disgust	0.531
condescension	сыпайылық	disgust	0.531
hydrocephalus	гидроцефалия	disgust	0.531
hanging	ілулі	disgust	0.531
destructive	деструктивті	disgust	0.531
smuggler	контрабандашы	disgust	0.531
intolerant	төзімсіз	disgust	0.531
travesty	травести	disgust	0.531
intrusive	интрузивті	disgust	0.531
ruined	бұзылған	disgust	0.531
withered	қурап қалды	disgust	0.531
disintegrate	ыдырайды	disgust	0.531
brawl	жанжал	disgust	0.531
blemish	кемістігі бар	disgust	0.531
neurotic	невротикалық	disgust	0.531
blasphemous	қорлайтын	disgust	0.531
lying	өтірік	disgust	0.531
painful	ауыр	disgust	0.531
avarice	авария	disgust	0.523
disgraced	ренжіген	disgust	0.523
mistress	мейірбике	disgust	0.523
disparaging	наразылық	disgust	0.523
rubbish	қоқыс	disgust	0.523
derogation	ауытқу	disgust	0.523
accusation	айыптау	disgust	0.523
intolerance	төзімсіздік	disgust	0.523
incarceration	қамауға алу	disgust	0.523
blighted	бөртілген	disgust	0.523
sump	құмыра	disgust	0.516
deplorable	қайғылы	disgust	0.516
daemon	демон	disgust	0.516
cringe	жыртылған	disgust	0.516
degrade	құлдырау	disgust	0.516
gutter	ерітінді	disgust	0.516
rob	тонау	disgust	0.516
grim	ұсақ	disgust	0.516
defraud	алаяқтық	disgust	0.516
tortious	қауіпті	disgust	0.516
eradication	жою	disgust	0.516
stink	сықақ	disgust	0.516
convict	сотталған адам	disgust	0.516
dishonor	қорлау	disgust	0.516
vulture	жыртқыш	disgust	0.516
remains	қалады	disgust	0.516
mite	кене	disgust	0.516
betray	сатқындық	disgust	0.516
sham	Жалған	disgust	0.509
endemic	эндемикалық	disgust	0.508
bombed	бомбалады	disgust	0.508
distress	қиындық	disgust	0.508
pest	зиянкестер	disgust	0.508
incurable	емделмейтін	disgust	0.508
worthless	құнсыз	disgust	0.508
rejection	бас тарту	disgust	0.508
distasteful	тым тартымды	disgust	0.508
schizophrenia	шизофрения	disgust	0.508
belittle	кемсіту	disgust	0.508
smelling	иіс	disgust	0.508
cheat	алдау	disgust	0.508
blob	блоб	disgust	0.508
prisoner	тұтқын	disgust	0.508
idiocy	идиоций	disgust	0.508
delirium	delirium	disgust	0.508
disaster	апат	disgust	0.508
crude	шикі мұнай	disgust	0.508
resentment	наразылық	disgust	0.508
dreadfully	қорқынышты	disgust	0.508
glut	қайнатпа	disgust	0.508
polemic	пікірталас	disgust	0.500
derision	шерту	disgust	0.500
idolatry	пұтқа табынушылық	disgust	0.500
taboo	тыйым	disgust	0.500
screaming	кричать	disgust	0.500
banish	кетеді	disgust	0.500
dirt	кірді	disgust	0.500
goblin	гоблин	disgust	0.500
shackle	шкаф	disgust	0.500
bribery	парақорлық	disgust	0.500
flagrant	жалған	disgust	0.500
jealousy	қызғаныш	disgust	0.500
impurity	қоспасы	disgust	0.500
theft	ұрлық	disgust	0.500
bitterness	ащы	disgust	0.500
offense	қылмыс	disgust	0.500
impeach	импичмент	disgust	0.500
blight	жарақат	disgust	0.500
duress	мәжбүрлеу	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	ашкөздік	disgust	0.500
tirade	триада	disgust	0.500
squirm	қысу	disgust	0.492
robber	қарақшы	disgust	0.492
ill	ауру	disgust	0.492
unconscionable	шексіз	disgust	0.492
recession	құлдырау	disgust	0.492
gorge	шатқалы	disgust	0.492
wreck	қирау	disgust	0.492
malign	қатерлі ісік	disgust	0.492
boil	қайнатыңыз	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	идиот	disgust	0.492
disreputable	бұзылмайтын	disgust	0.492
wasteful	ысырапқорлық	disgust	0.484
affliction	апат	disgust	0.484
stain	дақ	disgust	0.484
contempt	жек көрушілік	disgust	0.484
nappy	бақыт	disgust	0.484
mutiny	мятежі	disgust	0.484
occult	оккультизм	disgust	0.484
tramp	трамплиннен	disgust	0.484
unbearable	тартылмайтын	disgust	0.484
offender	құқық бұзушы	disgust	0.484
servile	қызмет көрсету	disgust	0.484
contraband	контрабанда	disgust	0.484
raging	қарқынды	disgust	0.484
snarl	соққы	disgust	0.484
mad	ақылсыз	disgust	0.484
subjugation	бағындыру	disgust	0.484
possessed	иеленді	disgust	0.484
animosity	қиянат	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	жала жабу	disgust	0.484
disrespectful	құрметтемейді	disgust	0.484
mess	кедергі	disgust	0.484
nepotism	непотизм	disgust	0.484
inexcusable	ақтауға болмайды	disgust	0.484
pathetic	қайғылы	disgust	0.477
unpleasant	жағымсыз	disgust	0.477
suppression	басу	disgust	0.477
mockery	мазақ	disgust	0.477
palsy	шалдығу	disgust	0.477
criminal	қылмыскер	disgust	0.477
illegality	заңсыздық	disgust	0.477
uncaring	күтпеген	disgust	0.477
antagonistic	антагонистикалық	disgust	0.477
immorality	ақымақтық	disgust	0.477
dismal	мазасыздық	disgust	0.477
angry	ашуланған	disgust	0.469
repellent	репеллент	disgust	0.469
cough	жөтел	disgust	0.469
arrogant	мақтаншақ	disgust	0.469
grating	торлар	disgust	0.469
aggravation	шиеленісуі	disgust	0.469
livid	livid	disgust	0.469
banishment	қашып кету	disgust	0.469
shoddy	шаттыққа толы	disgust	0.469
banshee	бэнши	disgust	0.469
poverty	кедейлік	disgust	0.469
wallow	қабырғалар	disgust	0.469
outrage	наразылық	disgust	0.469
mocking	мазақ ету	disgust	0.469
furious	ашуланған	disgust	0.469
perspiration	терлеу	disgust	0.469
prick	таяқша	disgust	0.461
recklessness	ренішсіздік	disgust	0.461
distorted	бұрмаланған	disgust	0.461
fraudulent	алаяқтық	disgust	0.461
spider	паук	disgust	0.461
quack	квадрат	disgust	0.461
perdition	бұзылу	disgust	0.461
muddy	балшық	disgust	0.461
spurious	жалған	disgust	0.461
insulting	қорлау	disgust	0.461
scar	шрамы	disgust	0.461
deceive	алдау	disgust	0.461
unjustifiable	әділетсіз	disgust	0.461
fool	ақымақ	disgust	0.461
deplore	күйзеліс	disgust	0.461
plunder	тонау	disgust	0.461
aphid	aphid	disgust	0.453
bane	қате	disgust	0.453
indignation	наразылық	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	өзімшілдік	disgust	0.453
disparage	теңсіздік	disgust	0.453
cur	с	disgust	0.453
dishonest	адал емес	disgust	0.453
stigma	стигма	disgust	0.453
eschew	eschew	disgust	0.453
antipathy	антипатия	disgust	0.453
alienate	иеліктен шығару	disgust	0.453
disingenuous	безжизненно	disgust	0.453
elimination	жою	disgust	0.453
unthinkable	мүмкін емес	disgust	0.453
wasted	жұмсалған	disgust	0.445
recalcitrant	қайтарымсыз	disgust	0.445
iniquity	заңсыздық	disgust	0.445
mosquito	москит	disgust	0.445
caries	кариес	disgust	0.445
bankruptcy	банкроттық	disgust	0.445
egotistical	эгоистикалық	disgust	0.445
piles	қадалар	disgust	0.445
smell	иіс	disgust	0.445
vacuous	вакуумсыз	disgust	0.445
despair	үмітсіздік	disgust	0.445
opium	апиын	disgust	0.445
garish	қытырлақ	disgust	0.445
lie	өтірік	disgust	0.445
pious	адал	disgust	0.445
aversion	жексұрындық	disgust	0.438
sticky	жабысқақ	disgust	0.438
scream	кричать	disgust	0.438
alien	шетелдіктер	disgust	0.438
shun	болдырмау	disgust	0.438
abnormal	қалыпты емес	disgust	0.438
ashamed	ұялады	disgust	0.438
inmate	сотталушы	disgust	0.438
abject	сәтсіздік	disgust	0.438
hog	шошқа	disgust	0.438
hopelessness	үмітсіздік	disgust	0.438
homeless	үйсіз	disgust	0.438
obnoxious	жағымсыз	disgust	0.438
curse	қарғыс	disgust	0.430
creature	тірі	disgust	0.430
cursing	қарғыс	disgust	0.430
illegal	заңсыз	disgust	0.430
lusty	әуесқой	disgust	0.430
shameless	ұятсыз	disgust	0.430
debris	қоқыс	disgust	0.430
defiance	қарсылық	disgust	0.430
pall	шұңқыр	disgust	0.430
falsity	жалғандық	disgust	0.430
reflux	рефлюкс	disgust	0.430
incredulous	сенімсіз	disgust	0.430
adverse	жағымсыз	disgust	0.430
trickery	алдау	disgust	0.430
callous	шулы	disgust	0.430
separatist	сепаратист	disgust	0.430
undesirable	жағымсыз	disgust	0.430
denounce	denounce	disgust	0.430
witch	сиқыршы	disgust	0.430
bum	бум	disgust	0.422
bovine	ірі қара мал	disgust	0.422
denunciation	күшін жою	disgust	0.422
untidy	қатал	disgust	0.422
impure	нәзік	disgust	0.422
mistrust	сенімсіздік	disgust	0.422
tarnish	жыртылу	disgust	0.422
ferocious	түршігерлік	disgust	0.422
gush	қытырлақ	disgust	0.422
infantile	нәресте	disgust	0.422
ammonia	аммиак	disgust	0.422
offend	қорлау	disgust	0.422
idiotic	идиотикалық	disgust	0.422
hypertrophy	гипертрофия	disgust	0.422
nicotine	никотин	disgust	0.422
tasteless	дәмі жоқ	disgust	0.422
pompous	көңілді	disgust	0.422
socialist	социалистік	disgust	0.422
delinquent	құқық бұзушы	disgust	0.422
swarm	қылқалам	disgust	0.422
contentious	даулы	disgust	0.422
carelessness	ұқыпсыздық	disgust	0.422
hairy	түкті	disgust	0.422
wasting	жұмсау	disgust	0.422
slush	сулану	disgust	0.422
affront	қорлау	disgust	0.422
collapse	құлдырау	disgust	0.422
badness	жамандық	disgust	0.422
dishonesty	алаяқтық	disgust	0.414
vegetative	вегетативтік	disgust	0.414
displacency	қоныс аудару	disgust	0.414
unfavorable	қолайсыз	disgust	0.414
disobey	бағынбау	disgust	0.414
sour	қышқыл	disgust	0.414
socialism	социализм	disgust	0.414
murky	күрделі	disgust	0.414
neglected	ескермеген	disgust	0.414
drivel	қозғалысы	disgust	0.414
vampire	вампир	disgust	0.414
litigious	литвалық	disgust	0.414
illegitimate	заңсыз	disgust	0.414
disgruntled	ренжіген	disgust	0.406
ignorant	білмейтін	disgust	0.406
outcast	шеттетілді	disgust	0.406
unkind	мейірімсіз	disgust	0.406
repel	ренжіту	disgust	0.406
displeasure	наразылық	disgust	0.406
phony	жалған	disgust	0.406
shoplifting	шоппинг	disgust	0.406
dislike	ұнатпау	disgust	0.406
unlawful	заңсыз	disgust	0.406
bogus	жасандылық	disgust	0.406
discontinuity	үзіліс	disgust	0.406
recidivism	рецидивизм	disgust	0.406
ungrateful	нашар	disgust	0.406
wrongdoing	заңсыздық	disgust	0.406
falsify	жалған	disgust	0.406
prosecution	айыптау	disgust	0.406
failure	сәтсіздік	disgust	0.398
loon	лун	disgust	0.398
lick	жалаңаштау	disgust	0.398
subvert	бұрмалау	disgust	0.398
rigor	қатаңдық	disgust	0.398
unruly	дұрыс емес	disgust	0.398
paucity	кішігірім	disgust	0.398
unnatural	табиғи емес	disgust	0.398
averse	қарсы емес	disgust	0.398
senseless	мағынасыз	disgust	0.398
worsening	нашарлаған	disgust	0.398
disdain	кемсіту	disgust	0.398
woe	қасірет	disgust	0.398
woefully	ұнамсыз	disgust	0.398
amphetamines	амфетаминдер	disgust	0.398
