word	Latin-la	emotion	emotion-intensity-score
enslaved	eramus servientes	disgust	0.836
gore	caedes	disgust	0.828
perverted	iudicium perversum	disgust	0.828
torture	cruciatu	disgust	0.828
slaughtering	caedes	disgust	0.828
excretion	excretion	disgust	0.828
contaminate	contaminare	disgust	0.821
murderer	homicidam donari	disgust	0.820
gory	umbra cruenta	disgust	0.820
repugnant	repugnet	disgust	0.820
desecration	polluerent eam	disgust	0.820
grotesque	RUDICULUS	disgust	0.820
revolting	talibusque indecentibus	disgust	0.820
diarrhoea	alvi deiectiones	disgust	0.820
manure	stercores	disgust	0.820
terrorist	terroristis	disgust	0.820
shit	stercore	disgust	0.820
pervert	subplantat	disgust	0.820
slavery	servitutem	disgust	0.812
faeces	stercus	disgust	0.812
sewer	cloaca	disgust	0.812
vomit	vomite:	disgust	0.812
manslaughter	homicidium profugus	disgust	0.812
dismemberment	discerptionis	disgust	0.812
cadaver	diri cadaueris fabricatam	disgust	0.812
hemorrhage	sanguinis fluxum patiebatur	disgust	0.805
repulsive	ante desiderabilis	disgust	0.805
perverse	perversæ:	disgust	0.805
filthy	sordibus	disgust	0.797
sewage	Alitur	disgust	0.797
depravity	pravitatem	disgust	0.797
diseased	male habentes:	disgust	0.797
carcass	cadaver	disgust	0.795
decompose	corrumpatur:	disgust	0.789
vermin	vermes	disgust	0.789
puke	puke	disgust	0.789
parasite	parasitus	disgust	0.789
horrific	seipsa horribilia	disgust	0.789
gruesome	atrox	disgust	0.789
dung	NO TRANSLATION	disgust	0.789
mutilated	amputatur virilitas	disgust	0.789
murderous	caedes	disgust	0.789
decayed	portantis	disgust	0.789
herpes	Herpesvirus hominis	disgust	0.789
slime	limus	disgust	0.781
flatulence	inflatio	disgust	0.781
monstrosity	monstrum	disgust	0.781
carnage	caedes	disgust	0.781
pestilence	peste ruituri sunt	disgust	0.781
malaria	MEPHITIS	disgust	0.781
crap	crap	disgust	0.781
toxic	toxicus	disgust	0.773
loathsome	nunc prae angustia	disgust	0.773
insidious	insidiosa	disgust	0.773
leprosy	leprosy	disgust	0.773
morgue	morgue	disgust	0.773
pus	puris malusque	disgust	0.773
herpesvirus	herpesvirus hominis	disgust	0.773
whore	scortum	disgust	0.766
cruel	saeva	disgust	0.766
repugnance	repugnantiam	disgust	0.766
revulsion	noua uocato senatu	disgust	0.766
xenophobia	xenophobia	disgust	0.766
regurgitation	mitrálna	disgust	0.766
anthrax	CARBO	disgust	0.766
lynch	Lynch	disgust	0.766
dissection	dissectione	disgust	0.759
canker	cancri,	disgust	0.758
cruelty	cruelty	disgust	0.758
perversion	scelus est	disgust	0.758
evil	malum	disgust	0.758
slum	slum	disgust	0.758
infectious	infectious	disgust	0.758
mucous	tunicae	disgust	0.758
phlegm	quae cruda	disgust	0.758
leeches	hirudines	disgust	0.750
decomposition	corrumpuntur	disgust	0.750
sinister	deum placamentis decedebat	disgust	0.750
corrupting	putridis	disgust	0.750
demon	daemonium	disgust	0.742
stinking	morientes perdunt	disgust	0.742
septic	septic	disgust	0.742
deranged	captas	disgust	0.742
bile	bilem	disgust	0.742
soiled	obsiti squalore	disgust	0.742
mucus	muco involuta	disgust	0.742
abhorrence	videant semper	disgust	0.742
abomination	abominationem facientem	disgust	0.742
sickening	nunc prae angustia	disgust	0.742
demonic	daemonibus inita	disgust	0.742
foul	turpi	disgust	0.734
obese	obesum	disgust	0.734
sicken	contrectantur adtactu,	disgust	0.734
degeneracy	degeneretque	disgust	0.734
crucifixion	crucis	disgust	0.734
despicable	, acque reprobandum	disgust	0.734
cancer	cancer	disgust	0.734
atrocity	flagitium	disgust	0.734
terrorism	terrorism	disgust	0.734
dirty	sordidum	disgust	0.727
dysentery	tormina insaniam tollunt	disgust	0.727
adultery	adulterium	disgust	0.727
contamination	contaminationem	disgust	0.727
bacterium	bacterium	disgust	0.727
diabolical	diabolicum	disgust	0.727
morbidity	IMBECILLITAS	disgust	0.727
grisly	marum tetrarum globi	disgust	0.727
repulsion	repulsu reiectae	disgust	0.727
enema	CLUSTER	disgust	0.727
contagion	contactus aegrorum	disgust	0.719
disfigured	squallentes	disgust	0.719
muck	odore fœtor	disgust	0.719
lewd	luxuriosa	disgust	0.719
garbage	purgamentum init	disgust	0.719
autopsy	autopsia declarentur	disgust	0.719
bowels	viscera	disgust	0.719
gross	crassa	disgust	0.719
vulgar	Plebei	disgust	0.719
barbaric	barbara	disgust	0.719
disgust	fastidiosum	disgust	0.719
vicious	vitiosus	disgust	0.719
entrails	exta	disgust	0.719
deterioration	depravatione	disgust	0.719
pungent	ACUTUS	disgust	0.719
bloodshed	caedes	disgust	0.714
violent	vehementi	disgust	0.711
tyrant	tyrannus	disgust	0.711
poisoned	dicitur venenum bibendum	disgust	0.711
pollute	polluatur?	disgust	0.711
wretched	miserum	disgust	0.711
nausea	nauseam	disgust	0.711
mortification	mortificatiónem júgiter	disgust	0.711
gag	iocus	disgust	0.711
vulgarity	vulgarity	disgust	0.703
disgusting	deformia meditari;	disgust	0.703
grope	sic palpabunt	disgust	0.703
slut	cunnus	disgust	0.703
poisoning	veneficium	disgust	0.703
depraved	improbus	disgust	0.703
noxious	noxium	disgust	0.703
porn	Christmas cruises	disgust	0.703
nasty	phaulius	disgust	0.703
slimy	innitens limosae	disgust	0.703
despotism	dominationis	disgust	0.703
nauseate	nauseent	disgust	0.703
secretion	orem digestionem	disgust	0.703
constipation	constipation	disgust	0.703
hateful	detestabilis	disgust	0.703
grime	squalore	disgust	0.703
measles	rubellam	disgust	0.696
contagious	contagio	disgust	0.695
hellish	infernales	disgust	0.695
waste	vastum	disgust	0.695
suicidal	funesta	disgust	0.695
abuse	abuse	disgust	0.695
hate	odium	disgust	0.695
wretch	miser?	disgust	0.695
intestinal	intestinorum	disgust	0.695
wart	verrucula eminet	disgust	0.695
obesity	dolore magna aliqua	disgust	0.695
scum	spumae	disgust	0.695
contaminated	contaminabit	disgust	0.688
disease	morbus	disgust	0.688
rabid	rabido	disgust	0.688
ooze	circum limus niger	disgust	0.688
treason	coniurationis	disgust	0.688
heartworm	heartworm	disgust	0.688
smut	smut	disgust	0.688
cholera	cholera	disgust	0.680
deformed	torto naso	disgust	0.680
detest	eaque detestor	disgust	0.680
bestial	bestialem	disgust	0.680
sickness	languorem	disgust	0.680
antichrist	antichristi	disgust	0.680
abhorrent	in vexationem adflictionemque	disgust	0.680
soulless	'tentoria'	disgust	0.680
freakish	ipsaque iusto	disgust	0.680
grimy	totas nigra popina	disgust	0.680
hatred	odium	disgust	0.680
pollution	pollutio	disgust	0.680
germ	germine cohaerente	disgust	0.680
abominate	RANCIDUS	disgust	0.680
hell	infernum	disgust	0.680
dilapidated	SENECTUS	disgust	0.672
dictatorship	dictatura	disgust	0.672
inhuman	adeo inhumanum excogitassent	disgust	0.672
greasy	crassus	disgust	0.672
hideous	Pessima	disgust	0.672
loathful	FOEDUS	disgust	0.672
obscene	obscenum	disgust	0.672
loathing	prae fastidio	disgust	0.672
cess	sterquilinium	disgust	0.670
devil	diabolus	disgust	0.664
heretic	haereticus reputandus	disgust	0.664
nauseous	nidores tetri	disgust	0.664
abominable	abominationis	disgust	0.664
deformity	turpitudinem	disgust	0.664
deadly	mortiferum	disgust	0.664
swine	porcos	disgust	0.664
discrimination	discrimen,	disgust	0.664
masochism	masochism	disgust	0.664
poisonous	venenata	disgust	0.656
prejudiced	praeiudicium	disgust	0.656
bacteria	fusobacterium	disgust	0.656
death	mortem	disgust	0.656
poison	venenum	disgust	0.656
trash	quisquiliae	disgust	0.656
abortion	abortum	disgust	0.656
corruption	corruptio	disgust	0.656
victimized	pertulit	disgust	0.656
oppression	calumniam	disgust	0.656
goo	Offerre	disgust	0.656
latrines	urinae	disgust	0.656
horror	horror	disgust	0.656
horrible	horribilis	disgust	0.656
nefarious	nefariam	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	vindicativa	disgust	0.648
outhouse	latrinas	disgust	0.648
horrid	horribile dictu	disgust	0.648
detestation	Nicanor manifestare	disgust	0.648
sludge	gravi derelinquere caeno	disgust	0.648
ugly	deformem	disgust	0.648
trashy	trashy	disgust	0.648
bitch	bitch	disgust	0.648
immoral	et fornicatoribus	disgust	0.648
malfeasance	maleficio existimabat	disgust	0.641
spew	similiter evomat,	disgust	0.641
pimple	papulae	disgust	0.641
indecency	turpitudines decidatur	disgust	0.641
unsightly	tristia deformes pariunt	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	scelesto	disgust	0.641
cystic	cysticus	disgust	0.641
horrifying	horribile	disgust	0.641
derogatory	noxium	disgust	0.641
laxative	refrigerat	disgust	0.641
criminality	falsae conscriptiones	disgust	0.641
oppressive	dominationum crudelium	disgust	0.633
sinful	peccatum	disgust	0.633
bigoted	bigoted	disgust	0.633
doomsday	super viros Iuda	disgust	0.633
prostitution	et fornicationes suas	disgust	0.633
ulcer	ulceris	disgust	0.633
secrete	occultant,	disgust	0.633
perpetrator	tacendi	disgust	0.633
rat	rat	disgust	0.633
queasy	nausea	disgust	0.633
mildew	reversam lepram	disgust	0.633
dastardly	ausum nepharium	disgust	0.625
disgraceful	turpe	disgust	0.625
ghastly	luridum	disgust	0.625
persecution	persecutionem	disgust	0.625
devilish	diabolicae	disgust	0.625
degrading	sordidum traxisse	disgust	0.625
obscenity	turpitudinem	disgust	0.625
fungus	fungus	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	gula	disgust	0.625
stools	partus tempus advenerit	disgust	0.625
suffering	patiens	disgust	0.625
contemptible	despecta est	disgust	0.625
cuckold	incestum	disgust	0.625
bloated	illum turgentis sanie	disgust	0.625
aghast	obmutuit amens,	disgust	0.625
betrayal	proditione	disgust	0.617
guillotine	guillotine	disgust	0.617
infect	inficiat;	disgust	0.617
spoil	caesorum spolia detrahenda	disgust	0.617
tetanus	tETANUS	disgust	0.617
fat	crassus	disgust	0.617
louse	alio pediculum,	disgust	0.617
malicious	malicious	disgust	0.617
polygamy	jus plures uxores habendi	disgust	0.617
crusty	tetricis dicerer	disgust	0.617
atrocious	atrox	disgust	0.617
deceit	dolo	disgust	0.617
termite	isoptera edenda	disgust	0.617
loathe	nauseae habent	disgust	0.617
wench	nimisque nitida femina	disgust	0.617
dying	mori	disgust	0.617
sickly	inamarescunt epulae	disgust	0.617
diaper	libero	disgust	0.617
strangle	virgines strangulari,	disgust	0.617
drool	drool	disgust	0.609
slander	calumniare	disgust	0.609
abhor	abhorrent,	disgust	0.609
venomous	talia audeant facere	disgust	0.609
brothel	lustris	disgust	0.609
ghetto	Gloria	disgust	0.609
violently	vim inferentes	disgust	0.609
hostile	adversum	disgust	0.609
sabotage	sabotage	disgust	0.609
deform	deformare nitentibus,	disgust	0.609
bleeding	cruentamque	disgust	0.609
unwashed	lotis manducare	disgust	0.602
lunacy	dementia	disgust	0.602
imprisonment	custodia	disgust	0.602
infidel	infidele	disgust	0.602
deprivation	privatio	disgust	0.602
traitor	proditor	disgust	0.602
ugliness	turpitudinem	disgust	0.602
musty	suae spontis	disgust	0.602
illicit	illicit	disgust	0.602
swampy	palustribus	disgust	0.602
poaching	si assa	disgust	0.602
hag	anus	disgust	0.602
butcher	macello	disgust	0.594
lunatic	impotente	disgust	0.594
venom	ostium	disgust	0.594
repelling	horrendum Perpetravit	disgust	0.594
thug	thug	disgust	0.594
misery	miseriae	disgust	0.594
toilet	CULTUS	disgust	0.594
slug	limax	disgust	0.594
catastrophe	malum	disgust	0.594
epidemic	pestilentia	disgust	0.594
gut	gut	disgust	0.594
intoxicated	Claudii vinolentia	disgust	0.594
blister	Deteret invalidos	disgust	0.594
deceitful	pravum	disgust	0.594
hostility	figet tabernacula	disgust	0.594
queasiness	queasiness	disgust	0.594
lurid	obscura nitidum ferrugine	disgust	0.594
sinner	peccator	disgust	0.594
incubus	adflixit:	disgust	0.586
lavatory	balneo	disgust	0.586
harass	pugnes	disgust	0.586
unclean	immunda	disgust	0.586
prostitute	mulieris meretricis,	disgust	0.586
pornography	turpia scripta imaginesque	disgust	0.586
dreadful	horribili	disgust	0.586
deteriorated	deterioratus est	disgust	0.586
appalling	stupor	disgust	0.586
unfaithful	maritumque contemnens	disgust	0.578
rash	temere agere	disgust	0.578
humiliating	militiae ignominia	disgust	0.578
ruinous	in ruina	disgust	0.578
squeamish	dissipate	disgust	0.578
offensive	ingrata	disgust	0.578
conspirator	e coniuratis,	disgust	0.578
larceny	latrocinium	disgust	0.578
debauchery	luxuria sed implemini	disgust	0.578
mangle	colluvione prognati	disgust	0.578
flea	ab impiis egredietur	disgust	0.578
hypocrite	hypocrita eice	disgust	0.578
retard	retardant	disgust	0.578
fiend	pe fende	disgust	0.578
sick	infirmum	disgust	0.578
quagmire	quaesturas	disgust	0.578
expulsion	urbe regnoque Tarquinios	disgust	0.578
treacherous	prævaricatrix	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	veru	disgust	0.570
devastating	vastare	disgust	0.570
bastard	bastardis	disgust	0.570
messy	nuntius	disgust	0.570
flog	flagellabunt	disgust	0.570
egregious	insignis	disgust	0.570
swamp	palus	disgust	0.570
oppress	vi opprimes	disgust	0.570
despise	dominationemque contemnunt	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	serpentem vectem	disgust	0.570
snake	anguis	disgust	0.562
terrible	horribilis	disgust	0.562
awful	awful	disgust	0.562
harmful	nocivis	disgust	0.562
insanity	insaniam	disgust	0.562
indecent	quod faciat magni	disgust	0.562
sordid	cupido sordidus	disgust	0.562
loo	latrina evenisti	disgust	0.562
scoundrel	fraudulenti vasa	disgust	0.562
enemy	inimicus	disgust	0.562
stealing	furari '	disgust	0.562
alcoholism	Diuturno alcoholismo	disgust	0.562
humiliation	humiliatione	disgust	0.562
ruthless	torrente propaginem fortium	disgust	0.562
sloppy	SORDIDUS	disgust	0.562
tyrannical	dominationis tyrannicae spoliatio	disgust	0.562
harlot	scortum	disgust	0.562
sinning	peccando	disgust	0.562
robbery	rapinam	disgust	0.555
insufferable	impetibili	disgust	0.555
arsenic	arsenicum	disgust	0.555
bloody	cruento	disgust	0.555
odious	odiosa	disgust	0.555
ridicule	ludibrium	disgust	0.555
atrophy	ATROPHIA	disgust	0.555
beastly	bestialiter	disgust	0.555
collusion	collusionem	disgust	0.555
distaste	odio habeat	disgust	0.555
segregate	uelut secernere	disgust	0.555
discriminating	discernendi	disgust	0.555
coward	ignavum nominare	disgust	0.555
wickedness	nequitia	disgust	0.555
threatening	comminationem	disgust	0.555
unattractive	non speciosam	disgust	0.555
slayer	interfectorem	disgust	0.555
flabby	inanes illos	disgust	0.555
varicella	varicella	disgust	0.555
miserable	miser	disgust	0.547
sty	haras inicere	disgust	0.547
ogre	Imprimir PÃ	disgust	0.547
coercion	coactio	disgust	0.547
thief	fur	disgust	0.547
slur	insectatione	disgust	0.547
suffocating	suffocan | s |	disgust	0.547
anathema	AS	disgust	0.547
purgatory	purgatorium	disgust	0.547
malevolent	status malus	disgust	0.547
bitterly	ostendens amaritudinem animi	disgust	0.547
burglar	RUPTOR	disgust	0.547
attacking	impetum	disgust	0.547
vesicular	vesiculosum	disgust	0.547
condemnation	judicium	disgust	0.547
pillage	rapinas,	disgust	0.547
deleterious	multiplicior	disgust	0.547
thrash	serrantia triturabis	disgust	0.539
repellant	repellant	disgust	0.539
repudiation	repudium	disgust	0.539
infidelity	infidelitatis	disgust	0.539
liar	mendax	disgust	0.539
fatty	pingue	disgust	0.539
gob	Gob	disgust	0.539
sneer	rideat	disgust	0.539
drunken	ebrios	disgust	0.539
disgrace	ignominiam	disgust	0.539
shame	verecundiam	disgust	0.539
jealous	aemulor	disgust	0.539
imprisoned	vincula	disgust	0.539
pig	Porcus	disgust	0.539
greedy	avarum	disgust	0.539
sloth	teporis torporibus	disgust	0.539
lethal	letalis	disgust	0.536
burnt	incendit	disgust	0.531
aberration	aberrationem	disgust	0.531
condescension	dignationis	disgust	0.531
hydrocephalus	hydrocephalus	disgust	0.531
hanging	tentorium	disgust	0.531
destructive	perniciosius	disgust	0.531
smuggler	smuggler	disgust	0.531
intolerant	impatientes	disgust	0.531
travesty	deridicula	disgust	0.531
intrusive	MOLESTUS	disgust	0.531
ruined	Perii	disgust	0.531
withered	arui	disgust	0.531
disintegrate	uanescere	disgust	0.531
brawl	militesque regales	disgust	0.531
blemish	macula	disgust	0.531
neurotic	neurotic	disgust	0.531
blasphemous	blasphemantes	disgust	0.531
lying	mendacem	disgust	0.531
painful	dolens	disgust	0.531
avarice	avaritia	disgust	0.523
disgraced	ignominia affici	disgust	0.523
