word	Portuguese (Portugal, Brazil)-pt	emotion	emotion-intensity-score
orc	orc	disgust	0.383
adder	adicionador	disgust	0.383
anaconda	anaconda	disgust	0.383
surly	grosseiro	disgust	0.383
irrational	irracional	disgust	0.383
disappoint	decepcionar	disgust	0.383
illiterate	analfabeto	disgust	0.383
lament	lamento	disgust	0.383
eviction	despejo	disgust	0.383
teeming	fervilhando	disgust	0.383
guilt	culpa	disgust	0.383
misconduct	má conduta	disgust	0.375
blame	culpa	disgust	0.375
alienation	alienação	disgust	0.375
depressing	deprimente	disgust	0.375
irritating	irritante	disgust	0.375
plight	situação difícil	disgust	0.375
unworthy	indigno	disgust	0.375
dislocated	deslocado	disgust	0.375
scoff	zombar	disgust	0.375
irritation	irritação	disgust	0.375
defective	defeituoso	disgust	0.375
shock	choque	disgust	0.375
hoax	engano	disgust	0.367
coerce	coagir	disgust	0.367
revoke	revogar	disgust	0.367
stripped	despojado	disgust	0.367
exclusion	exclusão	disgust	0.367
blatant	flagrante	disgust	0.367
disillusionment	desilusão	disgust	0.367
squelch	squelch	disgust	0.367
unhealthy	pouco saudável	disgust	0.367
toad	sapo	disgust	0.367
wimpy	fracote	disgust	0.367
pitfall	armadilha	disgust	0.367
vainly	em vão	disgust	0.367
powerless	impotente	disgust	0.367
cad	cad	disgust	0.367
hurtful	doloroso	disgust	0.367
shuddering	estremecendo	disgust	0.367
wimp	wimp	disgust	0.367
oddity	esquisitice	disgust	0.359
rebellion	rebelião	disgust	0.359
incompatible	incompatível	disgust	0.359
ineptitude	inépcia	disgust	0.359
dispose	descarte	disgust	0.359
disobedience	desobediência	disgust	0.359
damn	Droga	disgust	0.359
bug	erro	disgust	0.359
deserted	deserta	disgust	0.359
litigate	litigar	disgust	0.352
ridiculous	ridículo	disgust	0.352
compost	composto	disgust	0.352
obi	obi	disgust	0.352
untoward	desagradável	disgust	0.352
censor	censurar	disgust	0.352
uncertain	incerto	disgust	0.352
lawyer	advogado	disgust	0.352
flinch	vacilar	disgust	0.352
flesh	carne	disgust	0.352
crushed	esmagado	disgust	0.352
displeased	descontente	disgust	0.352
inept	inepto	disgust	0.352
wrongful	errôneo	disgust	0.352
cutting	corte	disgust	0.352
fierce	feroz	disgust	0.352
misbehavior	mau comportamento	disgust	0.352
frustrate	frustrar	disgust	0.352
dismissal	despedimento	disgust	0.352
disapprove	desaprovar	disgust	0.344
depreciate	depreciar	disgust	0.344
tearful	choroso	disgust	0.344
thoughtless	impensado	disgust	0.336
unsettled	instável	disgust	0.336
lumpy	grumoso	disgust	0.336
discoloration	descoloração	disgust	0.336
blunder	erro	disgust	0.336
disinclination	desinclinação	disgust	0.336
distrust	desconfiança	disgust	0.336
annoy	incomodar	disgust	0.336
lawsuit	ação judicial	disgust	0.336
discontent	descontentamento	disgust	0.336
grumble	resmungar	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	idiota	disgust	0.336
heartsick	doentio	disgust	0.336
disliked	não gostei	disgust	0.336
bickering	brigas	disgust	0.336
disallowed	não permitido	disgust	0.336
unmanageable	ingovernável	disgust	0.328
hydrophobia	hidrofobia	disgust	0.328
unsatisfactory	insatisfatório	disgust	0.328
whine	lamentar	disgust	0.328
exasperation	exasperação	disgust	0.328
instability	instabilidade	disgust	0.328
provoking	provocando	disgust	0.328
disappointed	desapontado	disgust	0.328
inhibit	inibir	disgust	0.328
sly	astuto	disgust	0.328
grievance	queixa	disgust	0.328
materialist	materialista	disgust	0.328
excluded	excluído	disgust	0.328
cacophony	cacofonia	disgust	0.328
misleading	enganoso	disgust	0.321
disclaim	negação	disgust	0.320
rags	trapos	disgust	0.320
soot	fuligem	disgust	0.320
disservice	desserviço	disgust	0.320
unequal	desigual	disgust	0.320
humbug	farsa	disgust	0.320
reproach	reprovação	disgust	0.320
confined	confinado	disgust	0.320
disapproving	desaprovando	disgust	0.320
annoyance	aborrecimento	disgust	0.320
mishap	acidente	disgust	0.320
groan	gemido	disgust	0.320
soil	solo	disgust	0.312
depreciated	depreciado	disgust	0.312
disincline	indispor	disgust	0.312
inappropriate	inapropriado	disgust	0.312
inconsiderate	inconsiderado	disgust	0.312
burke	burke	disgust	0.312
overpriced	superfaturada	disgust	0.312
sneeze	espirrar	disgust	0.312
stomach	estômago	disgust	0.312
criticize	criticar	disgust	0.312
theism	teísmo	disgust	0.312
disparity	disparidade	disgust	0.305
gall	galho	disgust	0.305
latent	latente	disgust	0.305
grumpy	mal humorado	disgust	0.305
bang	estrondo	disgust	0.305
inadmissible	inadmissível	disgust	0.305
unfriendly	hostil	disgust	0.305
shack	cabana	disgust	0.305
disliking	não gostar	disgust	0.305
unaccountable	inexplicável	disgust	0.305
coop	coop	disgust	0.304
scold	repreender	disgust	0.297
growling	rosnando	disgust	0.297
lonely	solitário	disgust	0.297
delay	demora	disgust	0.297
congress	Congresso	disgust	0.297
disregarded	desconsiderado	disgust	0.297
disappointment	desapontamento	disgust	0.297
backwards	para trás	disgust	0.297
soreness	dor	disgust	0.297
rogue	Vampiro	disgust	0.297
infamous	infame	disgust	0.289
lesbian	lésbica	disgust	0.289
notoriety	notoriedade	disgust	0.289
catechism	catecismo	disgust	0.289
flop	fracassar	disgust	0.289
nettle	urtiga	disgust	0.289
janitor	zelador	disgust	0.289
saturated	saturado	disgust	0.281
gaby	gaby	disgust	0.281
prohibited	Entrada	disgust	0.281
remiss	remisso	disgust	0.281
unfair	Injusto	disgust	0.281
desist	desistir	disgust	0.281
wince	estremecer	disgust	0.281
aftermath	rescaldo	disgust	0.281
huff	bufar	disgust	0.273
discolored	descolorido	disgust	0.273
uneasy	inquieto	disgust	0.273
wrangling	brigar	disgust	0.273
tribunal	tribunal	disgust	0.273
weird	esquisito	disgust	0.266
bureaucrat	burocrata	disgust	0.266
coldness	frieza	disgust	0.266
impolite	indelicado	disgust	0.266
politic	político	disgust	0.266
unsatisfied	insatisfeito	disgust	0.266
swig	gole	disgust	0.266
inefficiency	ineficiência	disgust	0.266
frantic	frenético	disgust	0.266
crawl	rastejar	disgust	0.266
instinctive	instintivo	disgust	0.258
barrow	carrinho de mão	disgust	0.258
incase	em caso	disgust	0.258
octopus	polvo	disgust	0.258
chagrin	desgosto	disgust	0.258
copycat	imitador	disgust	0.258
rascal	patife	disgust	0.258
sarcasm	sarcasmo	disgust	0.258
gruff	rude	disgust	0.258
misconception	equívoco	disgust	0.250
hulk	hulk	disgust	0.250
shanghai	Xangai	disgust	0.250
baboon	babuíno	disgust	0.250
disinclined	desinclinado	disgust	0.250
lose	perder	disgust	0.250
john	John	disgust	0.250
cupping	escavação	disgust	0.250
rook	torre	disgust	0.242
gratuitous	gratuito	disgust	0.242
entangled	emaranhado	disgust	0.242
opponent	oponente	disgust	0.242
tariff	tarifa	disgust	0.242
scrub	esfregar	disgust	0.242
resign	demitir-se	disgust	0.234
prolong	prolongar	disgust	0.234
backwardness	atraso	disgust	0.234
reluctance	relutância	disgust	0.234
questionable	questionável	disgust	0.234
lagging	atrasado	disgust	0.234
unlucky	azarado	disgust	0.234
misstatement	distorção	disgust	0.234
reversal	reversão	disgust	0.227
disqualified	desqualificado	disgust	0.227
subsidy	subvenção	disgust	0.227
ineffectual	ineficaz	disgust	0.227
fussy	espalhafatoso	disgust	0.227
unpopular	impopular	disgust	0.227
default	padrão	disgust	0.227
intense	intenso	disgust	0.219
dame	dama	disgust	0.219
evade	fugir	disgust	0.219
petroleum	petróleo	disgust	0.219
weight	peso	disgust	0.219
frowning	carrancudo	disgust	0.219
actionable	acionável	disgust	0.211
tawny	tawny	disgust	0.211
donkey	asno	disgust	0.211
unhappy	infeliz	disgust	0.211
indifference	indiferença	disgust	0.203
rave	delírio	disgust	0.203
birch	bétula	disgust	0.203
hood	capuz	disgust	0.203
desert	deserto	disgust	0.203
owing	devido	disgust	0.203
gnome	gnomo	disgust	0.203
awkwardness	estranheza	disgust	0.203
inconvenient	inconveniente	disgust	0.203
dandy	dândi	disgust	0.203
speck	pontinho	disgust	0.203
fleece	velo	disgust	0.195
howl	uivo	disgust	0.195
monochrome	monocromático	disgust	0.195
airs	areja	disgust	0.195
gelatin	gelatina	disgust	0.195
misguided	NO TRANSLATION	disgust	0.195
morals	moral	disgust	0.195
dabbling	brincando	disgust	0.195
celebrity	celebridade	disgust	0.188
avoid	evitar	disgust	0.188
stalemate	impasse	disgust	0.188
lush	exuberante	disgust	0.188
gent	gent	disgust	0.188
lesser	menor	disgust	0.188
sunk	afundado	disgust	0.180
nose	nariz	disgust	0.180
claimant	requerente	disgust	0.180
laughable	risível	disgust	0.180
possession	posse	disgust	0.180
larger	maior	disgust	0.164
hoot	pio	disgust	0.164
mouthful	bocado	disgust	0.164
thrift	economia	disgust	0.164
pregnancy	gravidez	disgust	0.164
undoubted	sem dúvida	disgust	0.164
clamor	clamor	disgust	0.156
misplace	desleixado	disgust	0.156
sentence	frase	disgust	0.156
parrot	papagaio	disgust	0.156
obliging	obrigando	disgust	0.156
nameless	sem nome	disgust	0.148
bummer	vadio	disgust	0.148
feeling	sentindo-me	disgust	0.141
elf	duende	disgust	0.141
excellence	excelência	disgust	0.141
turn	virar	disgust	0.133
gray	cinzento	disgust	0.133
asymmetry	assimetria	disgust	0.133
clumsy	desajeitado	disgust	0.133
stall	tenda	disgust	0.133
bran	Farelo	disgust	0.125
finally	finalmente	disgust	0.125
lord	senhor	disgust	0.125
boy	Garoto	disgust	0.117
cove	enseada	disgust	0.117
nurture	nutrir	disgust	0.117
savor	saborear	disgust	0.117
lemon	limão	disgust	0.109
winning	ganhando	disgust	0.109
powerful	poderoso	disgust	0.102
glitter	glitter	disgust	0.094
interior	interior	disgust	0.086
mind	mente	disgust	0.086
treat	tratar	disgust	0.078
interested	interessado	disgust	0.078
abundance	abundância	disgust	0.078
honest	honesto	disgust	0.055
kite	pipa	disgust	0.055
humble	humilde	disgust	0.047
tree	árvore	disgust	0.039
torture	tortura	fear	0.984
terrorist	terrorista	fear	0.972
horrific	horrível	fear	0.969
terrorism	terrorismo	fear	0.969
terrorists	terroristas	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	matar	fear	0.962
homicidal	homicida	fear	0.959
annihilate	aniquilar	fear	0.953
terror	terror	fear	0.953
murderer	assassino	fear	0.953
catastrophe	catástrofe	fear	0.953
dying	morrendo	fear	0.948
war	guerra	fear	0.942
bombing	bombardeio	fear	0.938
bomb	bombear	fear	0.935
missiles	mísseis	fear	0.934
horror	Horror	fear	0.923
brutality	brutalidade	fear	0.922
bloodthirsty	sanguinário	fear	0.922
terrorize	aterrorizar	fear	0.922
horrified	horrorizado	fear	0.922
murderous	assassino	fear	0.920
massacre	massacre	fear	0.911
assassinate	assassinar	fear	0.906
horrifying	horripilante	fear	0.906
fatality	fatalidade	fear	0.906
murder	assassinato	fear	0.906
mutilation	mutilação	fear	0.906
terrifying	aterrorizante	fear	0.906
devastation	devastação	fear	0.906
holocaust	holocausto	fear	0.906
horrors	horrores	fear	0.906
killing	matando	fear	0.906
demon	demônio	fear	0.906
terrified	aterrorizado	fear	0.906
suicidal	suicida	fear	0.898
kidnap	raptar	fear	0.891
slaughter	abate	fear	0.891
assault	assalto	fear	0.891
crucifixion	crucificação	fear	0.891
doomed	condenado	fear	0.888
poisoned	envenenado	fear	0.886
suicide	suicídio	fear	0.879
explosion	explosão	fear	0.879
dismemberment	desmembramento	fear	0.875
slaughtering	abate	fear	0.875
disastrous	desastroso	fear	0.875
deadly	mortal	fear	0.875
annihilation	aniquilação	fear	0.875
disaster	desastre	fear	0.875
threatening	ameaçador	fear	0.875
suffocation	asfixia	fear	0.875
assassin	assassino	fear	0.875
savagery	selvageria	fear	0.875
rape	estupro	fear	0.870
hell	inferno	fear	0.860
anthrax	antraz	fear	0.859
explosive	explosivo	fear	0.859
warfare	guerra	fear	0.859
paralyzed	paralisado	fear	0.859
molestation	molestação	fear	0.859
homicide	homicídio	fear	0.859
barbaric	bárbaro	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	perigo	fear	0.859
demonic	demoníaco	fear	0.859
bloodshed	derramamento de sangue	fear	0.859
annihilated	aniquilado	fear	0.859
attacking	atacante	fear	0.859
dread	pavor	fear	0.859
slaughterhouse	matadouro	fear	0.859
tragedy	tragédia	fear	0.859
guillotine	guilhotina	fear	0.859
executioner	carrasco	fear	0.859
suffocating	sufocante	fear	0.858
treachery	traição	fear	0.856
fright	susto	fear	0.853
traumatic	traumático	fear	0.844
afraid	receoso	fear	0.844
morgue	necrotério	fear	0.844
drown	afogar	fear	0.844
destroying	destruindo	fear	0.844
painful	doloroso	fear	0.844
frightened	assustado	fear	0.844
monster	monstro	fear	0.844
slayer	assassino	fear	0.844
abomination	abominação	fear	0.844
execution	execução	fear	0.844
scariest	mais assustador	fear	0.844
bombardment	bombardeamento	fear	0.844
vengeance	vingança	fear	0.844
panicked	apavorado	fear	0.844
frightening	assustador	fear	0.844
scare	susto	fear	0.844
apocalypse	apocalipse	fear	0.844
petrified	petrificado	fear	0.844
death	morte	fear	0.843
chaos	caos	fear	0.839
ghastly	medonho	fear	0.836
evil	mal	fear	0.833
gunmen	pistoleiros	fear	0.828
fear	medo	fear	0.828
doom	desgraça	fear	0.828
intruder	intruso	fear	0.828
cancer	Câncer	fear	0.828
grenade	Grenade	fear	0.828
assassination	assassinato	fear	0.828
fatal	fatal	fear	0.828
nightmare	pesadelo	fear	0.828
explode	explodir	fear	0.828
kidnapped	seqüestrado	fear	0.828
eradication	erradicação	fear	0.828
hellish	infernal	fear	0.828
paralyze	paralisar	fear	0.828
trauma	trauma	fear	0.828
doomsday	Apocalipse	fear	0.828
violently	violentamente	fear	0.828
manslaughter	homicídio	fear	0.828
devil	diabo	fear	0.828
frighten	amedrontar	fear	0.828
brutal	brutal	fear	0.828
morbidity	morbilidade	fear	0.820
crippling	aleijando	fear	0.817
savage	selvagem	fear	0.814
crushed	esmagado	fear	0.812
violence	violência	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	assustador	fear	0.812
suffering	sofrimento	fear	0.812
shooting	tiroteio	fear	0.812
earthquake	tremor de terra	fear	0.812
destructive	destrutivo	fear	0.812
violent	violento	fear	0.812
poisonous	venenoso	fear	0.812
quake	terremoto	fear	0.812
damnation	condenação	fear	0.812
aggressor	agressor	fear	0.812
imprisoned	aprisionado	fear	0.811
hurricane	furacão	fear	0.811
exterminate	exterminar	fear	0.810
fearing	temendo	fear	0.808
hemorrhage	hemorragia	fear	0.807
lethal	letal	fear	0.806
torment	tormento	fear	0.806
venom	veneno	fear	0.804
claustrophobia	claustrofobia	fear	0.803
danger	perigo	fear	0.802
snakes	cobras	fear	0.802
exorcism	exorcismo	fear	0.800
obliterated	obliterado	fear	0.800
robbery	roubo	fear	0.800
terrifies	aterroriza	fear	0.798
cyanide	cianeto	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	crueldade	fear	0.797
monstrosity	monstruosidade	fear	0.797
attack	ataque	fear	0.797
extermination	extermínio	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	mortalidade	fear	0.797
destruction	destruição	fear	0.797
poison	Poção	fear	0.797
harmful	prejudicial	fear	0.797
persecution	perseguição	fear	0.797
bombers	bombardeiros	fear	0.797
incurable	incurável	fear	0.797
hysteria	histeria	fear	0.797
dreadfully	terrivelmente	fear	0.796
arson	incêndio culposo	fear	0.794
devastate	devastar	fear	0.792
tyrant	tirano	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	perecer	fear	0.784
feared	temido	fear	0.782
maniac	maníaco	fear	0.781
enslaved	escravizado	fear	0.781
rampage	fúria	fear	0.781
screaming	gritando	fear	0.781
venomous	venenoso	fear	0.781
warlike	guerreiro	fear	0.781
lifeless	sem vida	fear	0.781
bloody	sangrento	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	serpente	fear	0.776
epidemic	epidemia	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	obliterar	fear	0.766
shipwreck	naufrágio	fear	0.766
crisis	crise	fear	0.766
criminal	Criminoso	fear	0.766
invade	invadir	fear	0.766
riot	tumulto	fear	0.766
fearful	amedrontado	fear	0.766
reprisal	represália	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	invasor	fear	0.766
dangerously	perigosamente	fear	0.766
tumor	tumor	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	violação	fear	0.766
inferno	inferno	fear	0.766
leprosy	lepra	fear	0.766
jihad	jihad	fear	0.766
scary	assustador	fear	0.766
hazardous	arriscado	fear	0.766
detonate	detonar	fear	0.766
claustrophobic	claustrofóbico	fear	0.765
hyperventilating	hiper-ventilação	fear	0.762
nightmares	pesadelos	fear	0.759
ghostly	espectral	fear	0.754
destroyed	destruído	fear	0.754
anarchy	anarquia	fear	0.750
panic	pânico	fear	0.750
dreadful	terrível	fear	0.750
riotous	desenfreado	fear	0.750
dangerous	perigoso	fear	0.750
projectiles	projéteis	fear	0.750
strangle	estrangular	fear	0.750
hurricanes	furacões	fear	0.750
anarchist	anarquista	fear	0.750
mortuary	necrotério	fear	0.750
wrenching	violento	fear	0.750
destroyer	destruidor	fear	0.750
tyranny	tirania	fear	0.750
ptsd	ptsd	fear	0.750
hazard	perigo	fear	0.750
tragedies	tragédias	fear	0.750
slavery	escravidão	fear	0.750
treacherous	traiçoeiro	fear	0.750
cholera	cólera	fear	0.750
imprisonment	prisão	fear	0.750
agony	agonia	fear	0.750
obliteration	obliteração	fear	0.750
accident	acidente	fear	0.750
fears	medos	fear	0.750
anaconda	anaconda	fear	0.750
malignancy	malignidade	fear	0.742
cannibal	canibal	fear	0.740
bombard	bombardear	fear	0.740
abominable	abominável	fear	0.738
bomber	bombardeiro	fear	0.734
diseased	doente	fear	0.734
gun	arma de fogo	fear	0.734
shoot	filmar	fear	0.734
horrible	horrível	fear	0.734
missile	míssil	fear	0.734
crash	batida	fear	0.734
beast	fera	fear	0.734
tyrannical	tirânico	fear	0.734
paralysis	paralisia	fear	0.734
devilish	diabólico	fear	0.734
mutiny	motim	fear	0.734
misery	miséria	fear	0.734
shot	tiro	fear	0.734
depraved	depravado	fear	0.734
gore	nesga	fear	0.734
scared	assustada	fear	0.734
cursed	amaldiçoado	fear	0.734
threaten	ameaçar	fear	0.734
tornado	tornado	fear	0.734
victimized	vitimado	fear	0.734
hostage	refém	fear	0.734
melee	corpo a corpo	fear	0.734
hyperventilate	hiper ventilação	fear	0.734
malignant	maligno	fear	0.734
dictatorship	ditadura	fear	0.734
mafia	máfia	fear	0.734
turmoil	turbulência	fear	0.733
combat	combate	fear	0.728
alligator	jacaré	fear	0.727
ruin	ruína	fear	0.725
shooter	atirador	fear	0.722
contagious	contagioso	fear	0.720
miscarriage	aborto espontâneo	fear	0.719
casualty	acidente	fear	0.719
fight	luta	fear	0.719
mortification	mortificação	fear	0.719
crime	crime	fear	0.719
struggle	luta	fear	0.719
shock	choque	fear	0.719
seizure	apreensão	fear	0.719
lynch	linchamento	fear	0.719
starvation	fome	fear	0.719
harm	prejuízo	fear	0.719
excruciating	excruciante	fear	0.719
phobia	fobia	fear	0.719
desperation	desespero	fear	0.719
devastating	devastador	fear	0.719
emergency	emergência	fear	0.719
scream	grito	fear	0.719
havoc	estrago	fear	0.719
injured	ferido	fear	0.719
carnage	carnificina	fear	0.717
frantically	freneticamente	fear	0.717
standoff	impasse	fear	0.716
infestation	infestação	fear	0.716
soscary	muito assustador	fear	0.712
panicking	em pânico	fear	0.708
