word	Samoan-sm	emotion	emotion-intensity-score
insanity	valea	disgust	0.562
indecent	mataga	disgust	0.562
sordid	sordid	disgust	0.562
loo	i	disgust	0.562
scoundrel	taufaasese	disgust	0.562
enemy	fili	disgust	0.562
stealing	gaoi	disgust	0.562
alcoholism	ava malosi	disgust	0.562
humiliation	faalumaina	disgust	0.562
ruthless	leai se tasi	disgust	0.562
sloppy	pala	disgust	0.562
tyrannical	amio pulea	disgust	0.562
harlot	fafine talitane	disgust	0.562
sinning	agasala	disgust	0.562
robbery	faomea	disgust	0.555
insufferable	leai se mea	disgust	0.555
arsenic	arsenic	disgust	0.555
bloody	toto	disgust	0.555
odious	leaga	disgust	0.555
ridicule	ulagia	disgust	0.555
atrophy	atrophy	disgust	0.555
beastly	manu feʻai	disgust	0.555
collusion	fefinauaiga	disgust	0.555
distaste	faʻaleagaina	disgust	0.555
segregate	vavae ese	disgust	0.555
discriminating	faʻamaonia	disgust	0.555
coward	tagata palaai	disgust	0.555
wickedness	amioleaga	disgust	0.555
threatening	taufaamatau	disgust	0.555
unattractive	lē fiafia	disgust	0.555
slayer	fasioti tagata	disgust	0.555
flabby	faʻailoa	disgust	0.555
varicella	varicella	disgust	0.555
miserable	faanoanoa	disgust	0.547
sty	lanu	disgust	0.547
ogre	opu	disgust	0.547
coercion	faʻamalosi	disgust	0.547
thief	gaoi	disgust	0.547
slur	slur	disgust	0.547
suffocating	toso	disgust	0.547
anathema	faʻatau	disgust	0.547
purgatory	purgatory	disgust	0.547
malevolent	le faʻaleagaina	disgust	0.547
bitterly	tiga	disgust	0.547
burglar	tagata faomea	disgust	0.547
attacking	osofaia	disgust	0.547
vesicular	vesicular	disgust	0.547
condemnation	taʻusalaga	disgust	0.547
pillage	faoa	disgust	0.547
deleterious	solo	disgust	0.547
thrash	tuʻituʻi	disgust	0.539
repellant	faʻatau	disgust	0.539
repudiation	taufaasese	disgust	0.539
infidelity	le talitonu	disgust	0.539
liar	pepelo	disgust	0.539
fatty	gaʻo	disgust	0.539
gob	gob	disgust	0.539
sneer	sneer	disgust	0.539
drunken	onā	disgust	0.539
disgrace	faʻalumaina	disgust	0.539
shame	maasiasi	disgust	0.539
jealous	fuā	disgust	0.539
imprisoned	falepuipui	disgust	0.539
pig	puaa	disgust	0.539
greedy	matapeʻapeʻa	disgust	0.539
sloth	toso	disgust	0.539
lethal	leaga	disgust	0.536
burnt	mu	disgust	0.531
aberration	faʻaleagaina	disgust	0.531
condescension	faamaualalo	disgust	0.531
hydrocephalus	hydrocephalus	disgust	0.531
hanging	tautau	disgust	0.531
destructive	faʻaumatia	disgust	0.531
smuggler	smuggler	disgust	0.531
intolerant	lē faʻalogo	disgust	0.531
travesty	taufaasese	disgust	0.531
intrusive	faʻalavelave	disgust	0.531
ruined	faaleagaina	disgust	0.531
withered	mamae	disgust	0.531
disintegrate	faʻaumatia	disgust	0.531
brawl	faʻailoga	disgust	0.531
blemish	pona	disgust	0.531
neurotic	neurotic	disgust	0.531
blasphemous	upu leaga	disgust	0.531
lying	pepelo	disgust	0.531
painful	tiga	disgust	0.531
avarice	avarice	disgust	0.523
disgraced	faalumaina	disgust	0.523
mistress	tamaʻitaʻi	disgust	0.523
disparaging	faʻaleagaina	disgust	0.523
rubbish	lapisi	disgust	0.523
derogation	faʻasalaga	disgust	0.523
accusation	tuuaiga	disgust	0.523
intolerance	le faapalepale	disgust	0.523
incarceration	faʻafalepuipui	disgust	0.523
blighted	leaga	disgust	0.523
sump	otooto	disgust	0.516
deplorable	mea leaga	disgust	0.516
daemon	daemon	disgust	0.516
cringe	faʻailoga	disgust	0.516
degrade	faʻaleagaina	disgust	0.516
gutter	gutter	disgust	0.516
rob	gaoi	disgust	0.516
grim	leaga	disgust	0.516
defraud	taufaasese	disgust	0.516
tortious	leaga	disgust	0.516
eradication	faʻaumatia	disgust	0.516
stink	sulu	disgust	0.516
convict	tausalaina	disgust	0.516
dishonor	faʻalumaina	disgust	0.516
vulture	vulture	disgust	0.516
remains	tumau	disgust	0.516
mite	mite	disgust	0.516
betray	faalata	disgust	0.516
sham	fam	disgust	0.509
endemic	faʻasologa	disgust	0.508
bombed	pomu	disgust	0.508
distress	mafatia	disgust	0.508
pest	meaʻai	disgust	0.508
incurable	e le mafai ona faʻaleleia	disgust	0.508
worthless	leai se aoga	disgust	0.508
rejection	teena	disgust	0.508
distasteful	faʻaleagaina	disgust	0.508
schizophrenia	fomaʻi	disgust	0.508
belittle	faʻailoga	disgust	0.508
smelling	manogi	disgust	0.508
cheat	kopi	disgust	0.508
blob	fuga	disgust	0.508
prisoner	pagota	disgust	0.508
idiocy	valea	disgust	0.508
delirium	faʻasalaga	disgust	0.508
disaster	mala	disgust	0.508
crude	leaga	disgust	0.508
resentment	ita	disgust	0.508
dreadfully	mataʻutia	disgust	0.508
glut	faʻatau	disgust	0.508
polemic	polemiki	disgust	0.500
derision	taufaalili	disgust	0.500
idolatry	ifo i tupua	disgust	0.500
taboo	taboo	disgust	0.500
screaming	tagi	disgust	0.500
banish	faʻailoa	disgust	0.500
dirt	palapala	disgust	0.500
goblin	fana	disgust	0.500
shackle	laʻau	disgust	0.500
bribery	faʻatau tupe	disgust	0.500
flagrant	mataʻutia	disgust	0.500
jealousy	fuā	disgust	0.500
impurity	eleelea	disgust	0.500
theft	gaoi	disgust	0.500
bitterness	tiga	disgust	0.500
offense	solitulafono	disgust	0.500
impeach	faʻataʻitaʻi	disgust	0.500
blight	mala	disgust	0.500
duress	leai	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	matapeʻapeʻa	disgust	0.500
tirade	taimi	disgust	0.500
squirm	squirm	disgust	0.492
robber	tagata gaoi	disgust	0.492
ill	maʻi	disgust	0.492
unconscionable	e le mafai ona faʻatau	disgust	0.492
recession	toe maua	disgust	0.492
gorge	logo	disgust	0.492
wreck	solo	disgust	0.492
malign	malilie	disgust	0.492
boil	matala	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	valea	disgust	0.492
disreputable	leai se mea	disgust	0.492
wasteful	otaota	disgust	0.484
affliction	puapuaga	disgust	0.484
stain	pisia	disgust	0.484
contempt	inoino	disgust	0.484
nappy	fiafia	disgust	0.484
mutiny	faalumaina	disgust	0.484
occult	faʻailoga	disgust	0.484
tramp	taʻavale	disgust	0.484
unbearable	lē mafai ona faʻafitia	disgust	0.484
offender	tagata solitulafono	disgust	0.484
servile	tautile	disgust	0.484
contraband	feteʻenaʻi	disgust	0.484
raging	osofaʻi	disgust	0.484
snarl	sulu	disgust	0.484
mad	vale	disgust	0.484
subjugation	toilalo	disgust	0.484
possessed	umia	disgust	0.484
animosity	ita	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	taufaaleaga	disgust	0.484
disrespectful	le faaaloalo	disgust	0.484
mess	gaogao	disgust	0.484
nepotism	Nepotism	disgust	0.484
inexcusable	leai se faʻamatalaga	disgust	0.484
pathetic	faʻanoanoa	disgust	0.477
unpleasant	lē fiafia	disgust	0.477
suppression	tapunia	disgust	0.477
mockery	ulagia	disgust	0.477
palsy	supa	disgust	0.477
criminal	solitulafono	disgust	0.477
illegality	solitulafono	disgust	0.477
uncaring	leai se totogi	disgust	0.477
antagonistic	tetee	disgust	0.477
immorality	le ola le mama	disgust	0.477
dismal	leaga	disgust	0.477
angry	ita	disgust	0.469
repellent	faʻatau	disgust	0.469
cough	tale	disgust	0.469
arrogant	faʻamaualuga	disgust	0.469
grating	togiina	disgust	0.469
aggravation	faʻaleagaina	disgust	0.469
livid	livid	disgust	0.469
banishment	tuliesea	disgust	0.469
shoddy	faʻailoa	disgust	0.469
banshee	uila	disgust	0.469
poverty	mativa	disgust	0.469
wallow	pala	disgust	0.469
outrage	ita	disgust	0.469
mocking	ulagia	disgust	0.469
furious	ita tele	disgust	0.469
perspiration	afu	disgust	0.469
prick	prick	disgust	0.461
recklessness	le faautauta	disgust	0.461
distorted	faʻasoesa	disgust	0.461
fraudulent	taufaasese	disgust	0.461
spider	apogaleveleve	disgust	0.461
quack	fao	disgust	0.461
perdition	malaia	disgust	0.461
muddy	pala	disgust	0.461
spurious	valea	disgust	0.461
insulting	taufaifai	disgust	0.461
scar	taula	disgust	0.461
deceive	faasese	disgust	0.461
unjustifiable	le faʻamaoni	disgust	0.461
fool	vale	disgust	0.461
deplore	atuatuvale	disgust	0.461
plunder	vete	disgust	0.461
aphid	aphid	disgust	0.453
bane	faʻatau	disgust	0.453
indignation	ita	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	manatu faapito	disgust	0.453
disparage	faʻaleagaina	disgust	0.453
cur	cur	disgust	0.453
dishonest	le faamaoni	disgust	0.453
stigma	faʻailoga	disgust	0.453
eschew	ese	disgust	0.453
antipathy	antipathy	disgust	0.453
alienate	ese	disgust	0.453
disingenuous	leai se uiga	disgust	0.453
elimination	faʻasalaga	disgust	0.453
unthinkable	le masalosalo	disgust	0.453
wasted	faʻaumatia	disgust	0.445
recalcitrant	toe faanatinati	disgust	0.445
iniquity	amioletonu	disgust	0.445
mosquito	namu	disgust	0.445
caries	caries	disgust	0.445
bankruptcy	gaumativa	disgust	0.445
egotistical	maualuga	disgust	0.445
piles	faaputuga	disgust	0.445
smell	manogi	disgust	0.445
vacuous	vaivai	disgust	0.445
despair	faanoanoa	disgust	0.445
opium	opium	disgust	0.445
garish	fufulu	disgust	0.445
lie	pepelo	disgust	0.445
pious	amioatua	disgust	0.445
aversion	avesion	disgust	0.438
sticky	toso	disgust	0.438
scream	alaga	disgust	0.438
alien	tagata ese	disgust	0.438
shun	aloese	disgust	0.438
abnormal	lē masani	disgust	0.438
ashamed	maasiasi	disgust	0.438
inmate	tagata pagota	disgust	0.438
abject	faalumaina	disgust	0.438
hog	puaa	disgust	0.438
hopelessness	leai se faamoemoe	disgust	0.438
homeless	leai se fale	disgust	0.438
obnoxious	faʻaleaga	disgust	0.438
curse	fetuu	disgust	0.430
creature	meaola	disgust	0.430
cursing	fetuu	disgust	0.430
illegal	le tulafono	disgust	0.430
lusty	tuinanau	disgust	0.430
shameless	faʻalumaina	disgust	0.430
debris	otaota	disgust	0.430
defiance	teteʻe	disgust	0.430
pall	pall	disgust	0.430
falsity	sese	disgust	0.430
reflux	reflux	disgust	0.430
incredulous	lē talitonu	disgust	0.430
adverse	leaga	disgust	0.430
trickery	togafiti	disgust	0.430
callous	le faʻaleagaina	disgust	0.430
separatist	vavaeese	disgust	0.430
undesirable	lē manaʻomia	disgust	0.430
denounce	faʻasalaga	disgust	0.430
witch	polofiti	disgust	0.430
bum	au	disgust	0.422
bovine	vine	disgust	0.422
denunciation	faʻasalaga	disgust	0.422
untidy	leai se mea	disgust	0.422
impure	lē mamā	disgust	0.422
mistrust	le talitonu	disgust	0.422
tarnish	tarnish	disgust	0.422
ferocious	feʻai	disgust	0.422
gush	gutu	disgust	0.422
infantile	pepe	disgust	0.422
ammonia	amonia	disgust	0.422
offend	ita	disgust	0.422
idiotic	valea	disgust	0.422
hypertrophy	hypertrophy	disgust	0.422
nicotine	nicotine	disgust	0.422
tasteless	leai se mea	disgust	0.422
pompous	matagofie	disgust	0.422
socialist	sosaiete	disgust	0.422
delinquent	lē faʻaaoga	disgust	0.422
swarm	sosolo	disgust	0.422
contentious	finauga	disgust	0.422
carelessness	le faʻaletonu	disgust	0.422
hairy	lauulu	disgust	0.422
wasting	faʻaumatia	disgust	0.422
slush	sulu	disgust	0.422
affront	faʻalavelave	disgust	0.422
collapse	pa'ū	disgust	0.422
badness	leaga	disgust	0.422
dishonesty	le faamaoni	disgust	0.414
vegetative	vegetative	disgust	0.414
displacency	feeseeseaiga	disgust	0.414
unfavorable	leaga	disgust	0.414
disobey	le usitai	disgust	0.414
sour	suamalie	disgust	0.414
socialism	sosaiete	disgust	0.414
murky	le mautonu	disgust	0.414
neglected	le amanaiaina	disgust	0.414
drivel	drivel	disgust	0.414
vampire	vampire	disgust	0.414
litigious	finauga	disgust	0.414
illegitimate	faʻamaonia	disgust	0.414
disgruntled	le fiafia	disgust	0.406
ignorant	valea	disgust	0.406
outcast	tuusaunoa	disgust	0.406
unkind	agaleaga	disgust	0.406
repel	solo	disgust	0.406
displeasure	le fiafia	disgust	0.406
phony	phony	disgust	0.406
shoplifting	faʻamalosi	disgust	0.406
dislike	le fiafia	disgust	0.406
unlawful	lē tusa ai ma le tulafono	disgust	0.406
bogus	faʻailoa	disgust	0.406
discontinuity	faʻalogo	disgust	0.406
recidivism	faʻasologa	disgust	0.406
ungrateful	lē faʻafetai	disgust	0.406
wrongdoing	sese	disgust	0.406
falsify	faʻasese	disgust	0.406
prosecution	moliaga	disgust	0.406
failure	toilalo	disgust	0.398
loon	loon	disgust	0.398
lick	liki	disgust	0.398
subvert	faʻalavelave	disgust	0.398
rigor	vevesi	disgust	0.398
unruly	lē pulea	disgust	0.398
paucity	vaivai	disgust	0.398
unnatural	le masani ai	disgust	0.398
averse	teteʻe	disgust	0.398
senseless	leai se uiga	disgust	0.398
worsening	faʻaleagaina	disgust	0.398
disdain	le amanaiaina	disgust	0.398
woe	aue	disgust	0.398
woefully	aue	disgust	0.398
amphetamines	amphetamines	disgust	0.398
stingy	valea	disgust	0.398
crushing	solo	disgust	0.398
insult	taufaaleaga	disgust	0.393
damage	faʻaleagaina	disgust	0.391
hardened	faʻamaʻaʻa	disgust	0.391
diatribe	diatribe	disgust	0.391
averseness	feeseeseaiga	disgust	0.391
critter	faitio	disgust	0.391
muff	muff	disgust	0.391
antisocial	faʻapitoa	disgust	0.391
punishment	faasalaga	disgust	0.391
bad	leaga	disgust	0.391
punished	faasala	disgust	0.391
disrelish	faʻanofo	disgust	0.391
expel	faatea	disgust	0.391
farcical	mea faʻapitoa	disgust	0.391
scorpion	afua	disgust	0.391
sacrifices	taulaga	disgust	0.383
plagiarism	faʻailoga	disgust	0.383
hypocritical	pepelo	disgust	0.383
divorce	teteʻa	disgust	0.383
presumptuous	faamaualuga	disgust	0.383
discord	feeseeseaiga	disgust	0.383
fugitive	tagata sola	disgust	0.383
fulsome	atoatoa	disgust	0.383
shabby	faʻailoga	disgust	0.383
orc	po o	disgust	0.383
adder	mea faʻapipiʻi	disgust	0.383
anaconda	anaconda	disgust	0.383
surly	luga	disgust	0.383
irrational	le lelei	disgust	0.383
disappoint	le fiafia	disgust	0.383
illiterate	lē faʻamatalaina	disgust	0.383
lament	aue	disgust	0.383
eviction	tuliesea	disgust	0.383
teeming	teu	disgust	0.383
guilt	tausalaina	disgust	0.383
misconduct	amio le pulea	disgust	0.375
blame	tuuaiga	disgust	0.375
alienation	vavalalata	disgust	0.375
depressing	faanoanoaga	disgust	0.375
irritating	ita	disgust	0.375
plight	faʻalavelave	disgust	0.375
unworthy	le mama	disgust	0.375
dislocated	solo	disgust	0.375
scoff	ulavale	disgust	0.375
irritation	ita	disgust	0.375
defective	le lelei	disgust	0.375
shock	faateia	disgust	0.375
hoax	uila	disgust	0.367
coerce	siaki	disgust	0.367
revoke	faalēaogā	disgust	0.367
stripped	aveese	disgust	0.367
exclusion	toesea	disgust	0.367
blatant	matala	disgust	0.367
disillusionment	le mautonu	disgust	0.367
squelch	squelch	disgust	0.367
unhealthy	le lelei	disgust	0.367
toad	toad	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	togi	disgust	0.367
vainly	le aoga	disgust	0.367
powerless	leai se malosi	disgust	0.367
cad	cad	disgust	0.367
hurtful	tiga	disgust	0.367
shuddering	matamuli	disgust	0.367
wimp	osofaʻi	disgust	0.367
oddity	agavaʻa	disgust	0.359
rebellion	teteʻe	disgust	0.359
incompatible	e le fetaui	disgust	0.359
ineptitude	le mautonu	disgust	0.359
dispose	lafo	disgust	0.359
disobedience	le usiusitai	disgust	0.359
damn	leai	disgust	0.359
bug	pusa	disgust	0.359
deserted	faʻanoanoa	disgust	0.359
litigate	faʻailoga	disgust	0.352
ridiculous	ulavale	disgust	0.352
compost	compost	disgust	0.352
obi	loto	disgust	0.352
untoward	faʻalāpotopotoga	disgust	0.352
censor	uila	disgust	0.352
uncertain	le mautinoa	disgust	0.352
lawyer	lōia	disgust	0.352
flinch	flinch	disgust	0.352
flesh	tino	disgust	0.352
crushed	paʻu	disgust	0.352
displeased	le fiafia	disgust	0.352
inept	le mautinoa	disgust	0.352
wrongful	sese	disgust	0.352
cutting	oti	disgust	0.352
fierce	leaga	disgust	0.352
misbehavior	amio le pulea	disgust	0.352
frustrate	le fiafia	disgust	0.352
dismissal	faateʻaina	disgust	0.352
disapprove	le taliaina	disgust	0.344
depreciate	faaitiitia	disgust	0.344
tearful	loimata	disgust	0.344
thoughtless	leai se mafaufau	disgust	0.336
unsettled	le mautonu	disgust	0.336
lumpy	lumpy	disgust	0.336
discoloration	suʻesuʻega	disgust	0.336
blunder	faʻalavelave	disgust	0.336
disinclination	fouvalega	disgust	0.336
distrust	le talitonu	disgust	0.336
annoy	ita	disgust	0.336
lawsuit	tagi	disgust	0.336
discontent	le fiafia	disgust	0.336
grumble	faitio	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	taʻavale	disgust	0.336
heartsick	fatu	disgust	0.336
disliked	le fiafia	disgust	0.336
bickering	fefinauai	disgust	0.336
disallowed	le faʻatagaina	disgust	0.336
unmanageable	lē faʻatonutonuina	disgust	0.328
hydrophobia	vaifofo	disgust	0.328
unsatisfactory	lē faamalieina	disgust	0.328
whine	faʻailoa	disgust	0.328
exasperation	ita tele	disgust	0.328
instability	faʻafitauli	disgust	0.328
provoking	faʻaosoina	disgust	0.328
disappointed	le fiafia	disgust	0.328
inhibit	faʻalavelave	disgust	0.328
sly	sly	disgust	0.328
grievance	faitioga	disgust	0.328
materialist	mea faitino	disgust	0.328
excluded	le aofia	disgust	0.328
cacophony	faʻataʻitaʻi	disgust	0.328
misleading	taufaasese	disgust	0.321
disclaim	faʻasaʻo	disgust	0.320
rags	solo	disgust	0.320
soot	soot	disgust	0.320
disservice	faʻasalaga	disgust	0.320
unequal	le tutusa	disgust	0.320
humbug	humbug	disgust	0.320
reproach	faalumaina	disgust	0.320
confined	faʻamaonia	disgust	0.320
disapproving	le taliaina	disgust	0.320
annoyance	ita	disgust	0.320
mishap	faʻanoanoa	disgust	0.320
groan	tagi	disgust	0.320
soil	palapala	disgust	0.312
depreciated	faʻanoanoa	disgust	0.312
disincline	le mautonu	disgust	0.312
inappropriate	le talafeagai	disgust	0.312
inconsiderate	le mautonu	disgust	0.312
burke	sosolo	disgust	0.312
overpriced	telefoni	disgust	0.312
sneeze	sneeze	disgust	0.312
stomach	manava	disgust	0.312
criticize	faitio	disgust	0.312
theism	talitonuga	disgust	0.312
disparity	feeseeseaiga	disgust	0.305
gall	gall	disgust	0.305
latent	latent	disgust	0.305
grumpy	muimui	disgust	0.305
bang	talo	disgust	0.305
inadmissible	lē taliaina	disgust	0.305
unfriendly	le fiafia	disgust	0.305
shack	ufi	disgust	0.305
disliking	le fiafia	disgust	0.305
unaccountable	le mafai ona iloa	disgust	0.305
coop	coop	disgust	0.304
scold	otegia	disgust	0.297
growling	sosolo	disgust	0.297
lonely	tuua toʻatasi	disgust	0.297
delay	tuai	disgust	0.297
congress	fono	disgust	0.297
disregarded	le amanaiaina	disgust	0.297
disappointment	le fiafia	disgust	0.297
backwards	tua i tua	disgust	0.297
soreness	tiga	disgust	0.297
rogue	laumei	disgust	0.297
infamous	le taua	disgust	0.289
lesbian	tamaʻitaʻi	disgust	0.289
notoriety	iloga	disgust	0.289
catechism	catechism	disgust	0.289
flop	flop	disgust	0.289
nettle	manogi	disgust	0.289
janitor	maualuluga	disgust	0.289
saturated	tumu	disgust	0.281
gaby	gaso	disgust	0.281
prohibited	faasaina	disgust	0.281
remiss	faʻanoanoa	disgust	0.281
unfair	le saʻo	disgust	0.281
desist	aloese	disgust	0.281
wince	manumalo	disgust	0.281
aftermath	mulimuli ane	disgust	0.281
huff	huff	disgust	0.273
discolored	faʻanoanoa	disgust	0.273
uneasy	popole	disgust	0.273
wrangling	feteenaʻi	disgust	0.273
tribunal	faamasinoga	disgust	0.273
weird	ese	disgust	0.266
bureaucrat	faipule	disgust	0.266
coldness	malulu	disgust	0.266
impolite	faʻamalosi	disgust	0.266
politic	faaupufai	disgust	0.266
unsatisfied	lē faamalieina	disgust	0.266
swig	fuga	disgust	0.266
inefficiency	le atoatoa	disgust	0.266
frantic	popole	disgust	0.266
crawl	toso	disgust	0.266
instinctive	atamamai	disgust	0.258
barrow	sulu	disgust	0.258
incase	mea ane	disgust	0.258
octopus	taʻavale	disgust	0.258
chagrin	chagrin	disgust	0.258
copycat	kopi kopi	disgust	0.258
rascal	tagata leaga	disgust	0.258
sarcasm	taufaaleaga	disgust	0.258
gruff	gruff	disgust	0.258
misconception	sese sese	disgust	0.250
hulk	feʻau	disgust	0.250
shanghai	shanghai	disgust	0.250
baboon	fofo	disgust	0.250
disinclined	le mautonu	disgust	0.250
