word	Spanish-es	emotion	emotion-intensity-score
displeasure	disgusto	disgust	0.406
phony	falso	disgust	0.406
shoplifting	hurto	disgust	0.406
dislike	disgusto	disgust	0.406
unlawful	ilegal	disgust	0.406
bogus	falso	disgust	0.406
discontinuity	discontinuidad	disgust	0.406
recidivism	reincidencia	disgust	0.406
ungrateful	desagradecido	disgust	0.406
wrongdoing	marcha mala	disgust	0.406
falsify	falsificar	disgust	0.406
prosecution	enjuiciamiento	disgust	0.406
failure	fracaso	disgust	0.398
loon	somorgujo	disgust	0.398
lick	lamer	disgust	0.398
subvert	subvertir	disgust	0.398
rigor	rigor	disgust	0.398
unruly	revoltoso	disgust	0.398
paucity	escasez	disgust	0.398
unnatural	antinatural	disgust	0.398
averse	contrario	disgust	0.398
senseless	sin sentido	disgust	0.398
worsening	empeorando	disgust	0.398
disdain	desdén	disgust	0.398
woe	aflicción	disgust	0.398
woefully	lamentablemente	disgust	0.398
amphetamines	anfetaminas	disgust	0.398
stingy	tacaño	disgust	0.398
crushing	aplastante	disgust	0.398
insult	insulto	disgust	0.393
damage	dañar	disgust	0.391
hardened	curtido	disgust	0.391
diatribe	diatriba	disgust	0.391
averseness	aversión	disgust	0.391
critter	critter	disgust	0.391
muff	manguito	disgust	0.391
antisocial	antisocial	disgust	0.391
punishment	castigo	disgust	0.391
bad	malo	disgust	0.391
punished	castigado	disgust	0.391
disrelish	ver a	disgust	0.391
expel	expulsar	disgust	0.391
farcical	absurdo	disgust	0.391
scorpion	escorpión	disgust	0.391
sacrifices	sacrificios	disgust	0.383
plagiarism	plagio	disgust	0.383
hypocritical	hipócrita	disgust	0.383
divorce	divorcio	disgust	0.383
presumptuous	presuntuoso	disgust	0.383
discord	discordia	disgust	0.383
fugitive	fugitivo	disgust	0.383
fulsome	exagerado	disgust	0.383
shabby	en mal estado	disgust	0.383
orc	orco	disgust	0.383
adder	sumador	disgust	0.383
anaconda	anaconda	disgust	0.383
surly	hosco	disgust	0.383
irrational	irracional	disgust	0.383
disappoint	decepcionar	disgust	0.383
illiterate	analfabeto	disgust	0.383
lament	lamento	disgust	0.383
eviction	desalojo	disgust	0.383
teeming	rebosante	disgust	0.383
guilt	culpa	disgust	0.383
misconduct	mala conducta	disgust	0.375
blame	culpa	disgust	0.375
alienation	alienación	disgust	0.375
depressing	deprimente	disgust	0.375
irritating	irritante	disgust	0.375
plight	situación	disgust	0.375
unworthy	indigno de	disgust	0.375
dislocated	dislocado	disgust	0.375
scoff	burla	disgust	0.375
irritation	irritacion	disgust	0.375
defective	defectuoso	disgust	0.375
shock	choque	disgust	0.375
hoax	farsa	disgust	0.367
coerce	obligar	disgust	0.367
revoke	revocar	disgust	0.367
stripped	despojado	disgust	0.367
exclusion	exclusión	disgust	0.367
blatant	evidente	disgust	0.367
disillusionment	desilusión	disgust	0.367
squelch	aplastar	disgust	0.367
unhealthy	insalubre	disgust	0.367
toad	sapo	disgust	0.367
wimpy	débil	disgust	0.367
pitfall	trampa	disgust	0.367
vainly	vanamente	disgust	0.367
powerless	impotente	disgust	0.367
cad	canalla	disgust	0.367
hurtful	hiriente	disgust	0.367
shuddering	temblando	disgust	0.367
wimp	endeble	disgust	0.367
oddity	rareza	disgust	0.359
rebellion	rebelión	disgust	0.359
incompatible	incompatible	disgust	0.359
ineptitude	ineptitud	disgust	0.359
dispose	disponer	disgust	0.359
disobedience	desobediencia	disgust	0.359
damn	Maldita sea	disgust	0.359
bug	error	disgust	0.359
deserted	abandonado	disgust	0.359
litigate	litigar	disgust	0.352
ridiculous	ridículo	disgust	0.352
compost	compost	disgust	0.352
obi	Obi	disgust	0.352
untoward	adverso	disgust	0.352
censor	censurar	disgust	0.352
uncertain	incierto	disgust	0.352
lawyer	abogado	disgust	0.352
flinch	retroceder	disgust	0.352
flesh	carne	disgust	0.352
crushed	aplastada	disgust	0.352
displeased	disgustado	disgust	0.352
inept	inepto	disgust	0.352
wrongful	ilegal	disgust	0.352
cutting	corte	disgust	0.352
fierce	feroz	disgust	0.352
misbehavior	mal comportamiento	disgust	0.352
frustrate	frustrar	disgust	0.352
dismissal	despido	disgust	0.352
disapprove	desaprobar	disgust	0.344
depreciate	depreciar	disgust	0.344
tearful	lloroso	disgust	0.344
thoughtless	desconsiderado	disgust	0.336
unsettled	inestable	disgust	0.336
lumpy	aterronado	disgust	0.336
discoloration	descoloramiento	disgust	0.336
blunder	torpeza	disgust	0.336
disinclination	aversión	disgust	0.336
distrust	desconfianza	disgust	0.336
annoy	molestar	disgust	0.336
lawsuit	demanda judicial	disgust	0.336
discontent	descontento	disgust	0.336
grumble	queja	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	loco	disgust	0.336
heartsick	desanimado	disgust	0.336
disliked	disgustado	disgust	0.336
bickering	dimes y diretes	disgust	0.336
disallowed	no permitido	disgust	0.336
unmanageable	inmanejable	disgust	0.328
hydrophobia	hidrofobia	disgust	0.328
unsatisfactory	insatisfactorio	disgust	0.328
whine	gimoteo	disgust	0.328
exasperation	exasperación	disgust	0.328
instability	inestabilidad	disgust	0.328
provoking	provocador	disgust	0.328
disappointed	decepcionado	disgust	0.328
inhibit	inhibir	disgust	0.328
sly	astuto	disgust	0.328
grievance	queja	disgust	0.328
materialist	materialista	disgust	0.328
excluded	excluido	disgust	0.328
cacophony	cacofonía	disgust	0.328
misleading	engañoso	disgust	0.321
disclaim	negar	disgust	0.320
rags	harapos	disgust	0.320
soot	Hollín	disgust	0.320
disservice	deservicio	disgust	0.320
unequal	desigual	disgust	0.320
humbug	farsante	disgust	0.320
reproach	reproche	disgust	0.320
confined	confinado	disgust	0.320
disapproving	desaprobación	disgust	0.320
annoyance	molestia	disgust	0.320
mishap	percance	disgust	0.320
groan	gemido	disgust	0.320
soil	suelo	disgust	0.312
depreciated	depreciado	disgust	0.312
disincline	tener pocas ganas de	disgust	0.312
inappropriate	inapropiado	disgust	0.312
inconsiderate	desconsiderado	disgust	0.312
burke	burke	disgust	0.312
overpriced	demasiado caro	disgust	0.312
sneeze	estornudar	disgust	0.312
stomach	estómago	disgust	0.312
criticize	criticar	disgust	0.312
theism	teísmo	disgust	0.312
disparity	disparidad	disgust	0.305
gall	hiel	disgust	0.305
latent	latente	disgust	0.305
grumpy	gruñón	disgust	0.305
bang	explosión	disgust	0.305
inadmissible	inadmisible	disgust	0.305
unfriendly	antipático	disgust	0.305
shack	choza	disgust	0.305
disliking	disgusto	disgust	0.305
unaccountable	inexplicable	disgust	0.305
coop	cooperativa	disgust	0.304
scold	regaño	disgust	0.297
growling	gruñir	disgust	0.297
lonely	solitario	disgust	0.297
delay	retrasar	disgust	0.297
congress	congreso	disgust	0.297
disregarded	ignorado	disgust	0.297
disappointment	decepción	disgust	0.297
backwards	hacia atrás	disgust	0.297
soreness	dolor	disgust	0.297
rogue	pícaro	disgust	0.297
infamous	infame	disgust	0.289
lesbian	lesbiana	disgust	0.289
notoriety	notoriedad	disgust	0.289
catechism	catecismo	disgust	0.289
flop	fracaso	disgust	0.289
nettle	ortiga	disgust	0.289
janitor	portero	disgust	0.289
saturated	saturado	disgust	0.281
gaby	callejear	disgust	0.281
prohibited	prohibido	disgust	0.281
remiss	descuidado	disgust	0.281
unfair	injusto	disgust	0.281
desist	desistir	disgust	0.281
wince	contraerse de dolor	disgust	0.281
aftermath	secuelas	disgust	0.281
huff	rabieta	disgust	0.273
discolored	descolorado	disgust	0.273
uneasy	difícil	disgust	0.273
wrangling	pelea	disgust	0.273
tribunal	tribunal	disgust	0.273
weird	extraño	disgust	0.266
bureaucrat	burócrata	disgust	0.266
coldness	frialdad	disgust	0.266
impolite	descortés	disgust	0.266
politic	diplomático	disgust	0.266
unsatisfied	insatisfecho	disgust	0.266
swig	trago	disgust	0.266
inefficiency	ineficacia	disgust	0.266
frantic	frenético	disgust	0.266
crawl	gatear	disgust	0.266
instinctive	instintivo	disgust	0.258
barrow	carretilla	disgust	0.258
incase	en caso	disgust	0.258
octopus	pulpo	disgust	0.258
chagrin	disgusto	disgust	0.258
copycat	imitador	disgust	0.258
rascal	bribón	disgust	0.258
sarcasm	sarcasmo	disgust	0.258
gruff	brusco	disgust	0.258
misconception	Idea equivocada	disgust	0.250
hulk	casco	disgust	0.250
shanghai	llevar a la fuerza	disgust	0.250
baboon	babuino	disgust	0.250
disinclined	inclinados	disgust	0.250
lose	perder	disgust	0.250
john	John	disgust	0.250
cupping	utilización de tazas	disgust	0.250
rook	torre	disgust	0.242
gratuitous	gratuito	disgust	0.242
entangled	enredado	disgust	0.242
opponent	adversario	disgust	0.242
tariff	arancel	disgust	0.242
scrub	fregar	disgust	0.242
resign	Renunciar	disgust	0.234
prolong	prolongar	disgust	0.234
backwardness	atraso	disgust	0.234
reluctance	reluctancia	disgust	0.234
questionable	cuestionable	disgust	0.234
lagging	rezagado	disgust	0.234
unlucky	desafortunado	disgust	0.234
misstatement	declaración errónea	disgust	0.234
reversal	inversión	disgust	0.227
disqualified	descalificado	disgust	0.227
subsidy	subvención	disgust	0.227
ineffectual	ineficaz	disgust	0.227
fussy	exigente	disgust	0.227
unpopular	impopular	disgust	0.227
default	defecto	disgust	0.227
intense	intenso	disgust	0.219
dame	dama	disgust	0.219
evade	evadir	disgust	0.219
petroleum	petróleo	disgust	0.219
weight	peso	disgust	0.219
frowning	ceñudo	disgust	0.219
actionable	procesable	disgust	0.211
tawny	leonado	disgust	0.211
donkey	Burro	disgust	0.211
unhappy	infeliz	disgust	0.211
indifference	indiferencia	disgust	0.203
rave	delirio	disgust	0.203
birch	abedul	disgust	0.203
hood	capucha	disgust	0.203
desert	Desierto	disgust	0.203
owing	debido	disgust	0.203
gnome	gnomo	disgust	0.203
awkwardness	torpeza	disgust	0.203
inconvenient	inconveniente	disgust	0.203
dandy	dandy	disgust	0.203
speck	mota	disgust	0.203
fleece	lana	disgust	0.195
howl	aullido	disgust	0.195
monochrome	monocromo	disgust	0.195
airs	aires	disgust	0.195
gelatin	gelatina	disgust	0.195
misguided	NO TRANSLATION	disgust	0.195
morals	moralidad	disgust	0.195
dabbling	incursionando	disgust	0.195
celebrity	celebridad	disgust	0.188
avoid	evitar	disgust	0.188
stalemate	estancamiento	disgust	0.188
lush	lozano	disgust	0.188
gent	caballero	disgust	0.188
lesser	menor	disgust	0.188
sunk	hundido	disgust	0.180
nose	nariz	disgust	0.180
claimant	demandante	disgust	0.180
laughable	cómico	disgust	0.180
possession	posesión	disgust	0.180
larger	más grande	disgust	0.164
hoot	ulular	disgust	0.164
mouthful	bocado	disgust	0.164
thrift	ahorro	disgust	0.164
pregnancy	el embarazo	disgust	0.164
undoubted	sin alguna duda	disgust	0.164
clamor	clamor	disgust	0.156
misplace	perder	disgust	0.156
sentence	frase	disgust	0.156
parrot	loro	disgust	0.156
obliging	servicial	disgust	0.156
nameless	sin nombre	disgust	0.148
bummer	gorrón	disgust	0.148
feeling	sensación	disgust	0.141
elf	duende	disgust	0.141
excellence	excelencia	disgust	0.141
turn	giro	disgust	0.133
gray	gris	disgust	0.133
asymmetry	asimetría	disgust	0.133
clumsy	torpe	disgust	0.133
stall	puesto	disgust	0.133
bran	salvado	disgust	0.125
finally	finalmente	disgust	0.125
lord	señor	disgust	0.125
boy	chico	disgust	0.117
cove	ensenada	disgust	0.117
nurture	nutrir	disgust	0.117
savor	saborear	disgust	0.117
lemon	limón	disgust	0.109
winning	victorioso	disgust	0.109
powerful	poderoso	disgust	0.102
glitter	resplandecer	disgust	0.094
interior	interior	disgust	0.086
mind	mente	disgust	0.086
treat	tratar	disgust	0.078
interested	interesado	disgust	0.078
abundance	abundancia	disgust	0.078
honest	honesto	disgust	0.055
kite	cometa	disgust	0.055
humble	humilde	disgust	0.047
tree	árbol	disgust	0.039
torture	tortura	fear	0.984
terrorist	terrorista	fear	0.972
horrific	horrendo	fear	0.969
terrorism	terrorismo	fear	0.969
terrorists	terroristas	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	matar	fear	0.962
homicidal	homicida	fear	0.959
annihilate	aniquilar	fear	0.953
terror	terror	fear	0.953
murderer	asesino	fear	0.953
catastrophe	catástrofe	fear	0.953
dying	moribundo	fear	0.948
war	guerra	fear	0.942
bombing	bombardeo	fear	0.938
bomb	bomba	fear	0.935
missiles	misiles	fear	0.934
horror	horror	fear	0.923
brutality	brutalidad	fear	0.922
bloodthirsty	sanguinario	fear	0.922
terrorize	aterrorizar	fear	0.922
horrified	horrorizado	fear	0.922
murderous	asesino	fear	0.920
massacre	masacre	fear	0.911
assassinate	asesinar	fear	0.906
horrifying	horripilante	fear	0.906
fatality	fatalidad	fear	0.906
murder	asesinato	fear	0.906
mutilation	mutilación	fear	0.906
terrifying	espantoso	fear	0.906
devastation	devastación	fear	0.906
holocaust	holocausto	fear	0.906
horrors	horrores	fear	0.906
killing	asesinato	fear	0.906
demon	demonio	fear	0.906
terrified	aterrorizado	fear	0.906
suicidal	suicida	fear	0.898
kidnap	secuestrar	fear	0.891
slaughter	sacrificio	fear	0.891
assault	asalto	fear	0.891
crucifixion	crucifixión	fear	0.891
doomed	condenado	fear	0.888
poisoned	envenenado	fear	0.886
suicide	suicidio	fear	0.879
explosion	explosión	fear	0.879
dismemberment	desmembramiento	fear	0.875
slaughtering	matanza	fear	0.875
disastrous	desastroso	fear	0.875
deadly	mortal	fear	0.875
annihilation	aniquilación	fear	0.875
disaster	desastre	fear	0.875
threatening	amenazante	fear	0.875
suffocation	asfixia	fear	0.875
assassin	asesino	fear	0.875
savagery	salvajismo	fear	0.875
rape	violación	fear	0.870
hell	infierno	fear	0.860
anthrax	ántrax	fear	0.859
explosive	explosivo	fear	0.859
warfare	guerra	fear	0.859
paralyzed	paralizado	fear	0.859
molestation	acoso	fear	0.859
homicide	homicidio	fear	0.859
barbaric	bárbaro	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	peligro	fear	0.859
demonic	demoníaco	fear	0.859
bloodshed	matanza	fear	0.859
annihilated	aniquilado	fear	0.859
attacking	agresor	fear	0.859
dread	pavor	fear	0.859
slaughterhouse	matadero	fear	0.859
tragedy	tragedia	fear	0.859
guillotine	guillotina	fear	0.859
executioner	verdugo	fear	0.859
suffocating	sofocante	fear	0.858
treachery	traición	fear	0.856
fright	susto	fear	0.853
traumatic	traumático	fear	0.844
afraid	asustado	fear	0.844
morgue	morgue	fear	0.844
drown	ahogar	fear	0.844
destroying	destruyendo	fear	0.844
painful	doloroso	fear	0.844
frightened	asustado	fear	0.844
monster	monstruo	fear	0.844
slayer	asesino	fear	0.844
abomination	abominación	fear	0.844
execution	ejecución	fear	0.844
scariest	más aterrador	fear	0.844
bombardment	bombardeo	fear	0.844
vengeance	venganza	fear	0.844
panicked	en pánico	fear	0.844
frightening	aterrador	fear	0.844
scare	susto	fear	0.844
apocalypse	apocalipsis	fear	0.844
petrified	petrificado	fear	0.844
death	muerte	fear	0.843
chaos	caos	fear	0.839
ghastly	horrible	fear	0.836
evil	mal	fear	0.833
gunmen	pistoleros	fear	0.828
fear	miedo	fear	0.828
doom	condenar	fear	0.828
intruder	intruso	fear	0.828
cancer	cáncer	fear	0.828
grenade	granada	fear	0.828
assassination	asesinato	fear	0.828
fatal	fatal	fear	0.828
nightmare	pesadilla	fear	0.828
explode	explotar	fear	0.828
kidnapped	secuestrado	fear	0.828
eradication	erradicación	fear	0.828
hellish	infernal	fear	0.828
paralyze	paralizar	fear	0.828
trauma	trauma	fear	0.828
doomsday	Día del Juicio Final	fear	0.828
violently	violentamente	fear	0.828
manslaughter	homicidio involuntario	fear	0.828
devil	diablo	fear	0.828
frighten	asustar	fear	0.828
brutal	brutal	fear	0.828
morbidity	morbosidad	fear	0.820
crippling	herida	fear	0.817
savage	salvaje	fear	0.814
crushed	aplastada	fear	0.812
violence	violencia	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	espantoso	fear	0.812
suffering	sufrimiento	fear	0.812
shooting	disparo	fear	0.812
earthquake	terremoto	fear	0.812
destructive	destructivo	fear	0.812
violent	violento	fear	0.812
poisonous	venenoso	fear	0.812
quake	terremoto	fear	0.812
damnation	condenación	fear	0.812
aggressor	agresor	fear	0.812
imprisoned	encarcelado	fear	0.811
hurricane	huracán	fear	0.811
exterminate	exterminar	fear	0.810
fearing	temiendo	fear	0.808
hemorrhage	hemorragia	fear	0.807
lethal	letal	fear	0.806
torment	tormento	fear	0.806
venom	veneno	fear	0.804
claustrophobia	claustrofobia	fear	0.803
danger	peligro	fear	0.802
snakes	serpientes	fear	0.802
exorcism	exorcismo	fear	0.800
obliterated	borrado	fear	0.800
robbery	robo	fear	0.800
terrifies	aterroriza	fear	0.798
cyanide	cianuro	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	crueldad	fear	0.797
monstrosity	monstruosidad	fear	0.797
attack	ataque	fear	0.797
extermination	exterminio	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	mortalidad	fear	0.797
destruction	destrucción	fear	0.797
poison	veneno	fear	0.797
harmful	perjudicial	fear	0.797
persecution	persecucion	fear	0.797
bombers	bombarderos	fear	0.797
incurable	incurable	fear	0.797
hysteria	histeria	fear	0.797
dreadfully	horrorosamente	fear	0.796
arson	incendio provocado	fear	0.794
devastate	devastar	fear	0.792
tyrant	tirano	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	perecer	fear	0.784
feared	temido	fear	0.782
maniac	maníaco	fear	0.781
enslaved	esclavizado	fear	0.781
rampage	alboroto	fear	0.781
screaming	gritando	fear	0.781
venomous	venenoso	fear	0.781
warlike	belicoso	fear	0.781
lifeless	sin vida	fear	0.781
bloody	sangriento	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	serpiente	fear	0.776
epidemic	epidemia	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	obliterar	fear	0.766
shipwreck	naufragio	fear	0.766
crisis	crisis	fear	0.766
criminal	criminal	fear	0.766
invade	invadir	fear	0.766
riot	alboroto	fear	0.766
fearful	temeroso	fear	0.766
reprisal	represalia	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	invasor	fear	0.766
dangerously	peligrosamente	fear	0.766
tumor	tumor	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	violación	fear	0.766
inferno	infierno	fear	0.766
leprosy	lepra	fear	0.766
jihad	yihad	fear	0.766
scary	de miedo	fear	0.766
hazardous	peligroso	fear	0.766
detonate	detonar	fear	0.766
claustrophobic	claustrófobo	fear	0.765
hyperventilating	hiperventilando	fear	0.762
nightmares	pesadillas	fear	0.759
ghostly	fantasmal	fear	0.754
destroyed	destruido	fear	0.754
anarchy	anarquía	fear	0.750
panic	pánico	fear	0.750
dreadful	terrible	fear	0.750
riotous	desenfrenado	fear	0.750
dangerous	peligroso	fear	0.750
projectiles	proyectiles	fear	0.750
strangle	estrangular	fear	0.750
hurricanes	huracanes	fear	0.750
anarchist	anarquista	fear	0.750
mortuary	mortuorio	fear	0.750
wrenching	desgarrador	fear	0.750
destroyer	destructor	fear	0.750
tyranny	tiranía	fear	0.750
ptsd	ptsd	fear	0.750
hazard	peligro	fear	0.750
tragedies	tragedias	fear	0.750
slavery	esclavitud	fear	0.750
treacherous	traicionero	fear	0.750
cholera	cólera	fear	0.750
imprisonment	prisión	fear	0.750
agony	agonía	fear	0.750
obliteration	obliteración	fear	0.750
accident	accidente	fear	0.750
fears	miedos	fear	0.750
anaconda	anaconda	fear	0.750
