word	Tagalog (Filipino)-tl	emotion	emotion-intensity-score
nausea	pagduduwal	disgust	0.711
mortification	pagkamuhi	disgust	0.711
gag	kalokohan	disgust	0.711
vulgarity	kabastusan	disgust	0.703
disgusting	nakasusuklam	disgust	0.703
grope	hapuhap	disgust	0.703
slut	kalapating mababa ang lipad	disgust	0.703
poisoning	pagkalason	disgust	0.703
depraved	malupit	disgust	0.703
noxious	nakakalason	disgust	0.703
porn	pornograpiya	disgust	0.703
nasty	pangit	disgust	0.703
slimy	malansa	disgust	0.703
despotism	despotismo	disgust	0.703
nauseate	nauseate	disgust	0.703
secretion	pagtatago	disgust	0.703
constipation	pagkadumi	disgust	0.703
hateful	mapoot	disgust	0.703
grime	dumi	disgust	0.703
measles	tigdas	disgust	0.696
contagious	nakakahawa	disgust	0.695
hellish	hellish	disgust	0.695
waste	basura	disgust	0.695
suicidal	pagpapakamatay	disgust	0.695
abuse	abuso	disgust	0.695
hate	galit	disgust	0.695
wretch	huwad	disgust	0.695
intestinal	bituka	disgust	0.695
wart	kulugo	disgust	0.695
obesity	labis na katabaan	disgust	0.695
scum	kapa	disgust	0.695
contaminated	nahawahan	disgust	0.688
disease	sakit	disgust	0.688
rabid	masugid	disgust	0.688
ooze	ooze	disgust	0.688
treason	pagtataksil	disgust	0.688
heartworm	heartworm	disgust	0.688
smut	smut	disgust	0.688
cholera	cholera	disgust	0.680
deformed	deformed	disgust	0.680
detest	pagkasindak	disgust	0.680
bestial	bestial	disgust	0.680
sickness	sakit	disgust	0.680
antichrist	antikristo	disgust	0.680
abhorrent	kasuklam-suklam	disgust	0.680
soulless	walang kaluluwa	disgust	0.680
freakish	nakakatakot	disgust	0.680
grimy	grimy	disgust	0.680
hatred	galit	disgust	0.680
pollution	polusyon	disgust	0.680
germ	mikrobyo	disgust	0.680
abominate	abominate	disgust	0.680
hell	impiyerno	disgust	0.680
dilapidated	dilapidated	disgust	0.672
dictatorship	diktadura	disgust	0.672
inhuman	hindi makatao	disgust	0.672
greasy	mamantika	disgust	0.672
hideous	kasindak-sindak	disgust	0.672
loathful	kasuklam-suklam	disgust	0.672
obscene	malaswa	disgust	0.672
loathing	kasinungalingan	disgust	0.672
cess	cess	disgust	0.670
devil	diyablo	disgust	0.664
heretic	erehe	disgust	0.664
nauseous	nasusuka	disgust	0.664
abominable	kasuklam-suklam	disgust	0.664
deformity	kabiguan	disgust	0.664
deadly	nakamamatay	disgust	0.664
swine	baboy	disgust	0.664
discrimination	diskriminasyon	disgust	0.664
masochism	masokismo	disgust	0.664
poisonous	makamandag	disgust	0.656
prejudiced	pinipili	disgust	0.656
bacteria	bakterya	disgust	0.656
death	kamatayan	disgust	0.656
poison	lason	disgust	0.656
trash	basura	disgust	0.656
abortion	pagpapalaglag	disgust	0.656
corruption	Korapsyon	disgust	0.656
victimized	biktima	disgust	0.656
oppression	pang-aapi	disgust	0.656
goo	goo	disgust	0.656
latrines	latrines	disgust	0.656
horror	katakutan	disgust	0.656
horrible	kakila-kilabot	disgust	0.656
nefarious	kasuklam-suklam	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	mapaghiganti	disgust	0.648
outhouse	outhouse	disgust	0.648
horrid	nakatatakot	disgust	0.648
detestation	pagkasuklam	disgust	0.648
sludge	putik	disgust	0.648
ugly	pangit	disgust	0.648
trashy	trashy	disgust	0.648
bitch	asong babae	disgust	0.648
immoral	imoral	disgust	0.648
malfeasance	malfeasance	disgust	0.641
spew	umalis	disgust	0.641
pimple	tagihawat	disgust	0.641
indecency	indecency	disgust	0.641
unsightly	hindi magandang tingnan	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	malaswa	disgust	0.641
cystic	cystic	disgust	0.641
horrifying	nakakatakot	disgust	0.641
derogatory	derogatory	disgust	0.641
laxative	panunaw	disgust	0.641
criminality	krimen	disgust	0.641
oppressive	mapang-api	disgust	0.633
sinful	makasalanan	disgust	0.633
bigoted	bigoted	disgust	0.633
doomsday	katapusan ng mundo	disgust	0.633
prostitution	prostitusyon	disgust	0.633
ulcer	ulser	disgust	0.633
secrete	mag-ipit	disgust	0.633
perpetrator	lider	disgust	0.633
rat	daga	disgust	0.633
queasy	nakakainis	disgust	0.633
mildew	amoy	disgust	0.633
dastardly	parang tuso	disgust	0.625
disgraceful	kahiya-hiya	disgust	0.625
ghastly	malungkot	disgust	0.625
persecution	pag-uusig	disgust	0.625
devilish	devilish	disgust	0.625
degrading	nanghihiya	disgust	0.625
obscenity	kalaswaan	disgust	0.625
fungus	halamang-singaw	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	katakawan	disgust	0.625
stools	stools	disgust	0.625
suffering	paghihirap	disgust	0.625
contemptible	napakasama	disgust	0.625
cuckold	pindutin ang	disgust	0.625
bloated	namumulaklak	disgust	0.625
aghast	matinding galit	disgust	0.625
betrayal	pagkakanulo	disgust	0.617
guillotine	guillotine	disgust	0.617
infect	makahawa	disgust	0.617
spoil	samsam	disgust	0.617
tetanus	tetano	disgust	0.617
fat	taba	disgust	0.617
louse	louse	disgust	0.617
malicious	may masamang hangarin	disgust	0.617
polygamy	poligamya	disgust	0.617
crusty	magaspang	disgust	0.617
atrocious	atrocious	disgust	0.617
deceit	panlilinlang	disgust	0.617
termite	anito	disgust	0.617
loathe	pagod	disgust	0.617
wench	wench	disgust	0.617
dying	namamatay	disgust	0.617
sickly	masama	disgust	0.617
diaper	lampin	disgust	0.617
strangle	bigla	disgust	0.617
drool	drool	disgust	0.609
slander	paninirang-puri	disgust	0.609
abhor	pagkapoot	disgust	0.609
venomous	makamandag	disgust	0.609
brothel	brothel	disgust	0.609
ghetto	ghetto	disgust	0.609
violently	marahas	disgust	0.609
hostile	pagalit	disgust	0.609
sabotage	sabotahe	disgust	0.609
deform	umuunlad	disgust	0.609
bleeding	dumudugo	disgust	0.609
unwashed	hindi naglinis	disgust	0.602
lunacy	kalokohan	disgust	0.602
imprisonment	pagkabilanggo	disgust	0.602
infidel	hindi mananampalataya	disgust	0.602
deprivation	pag-agaw	disgust	0.602
traitor	traidor	disgust	0.602
ugliness	kapangitan	disgust	0.602
musty	musty	disgust	0.602
illicit	ipinagbabawal	disgust	0.602
swampy	lumubog	disgust	0.602
poaching	poaching	disgust	0.602
hag	hag	disgust	0.602
butcher	Butcher	disgust	0.594
lunatic	lunatic	disgust	0.594
venom	kamandag	disgust	0.594
repelling	nagsisira	disgust	0.594
thug	thug	disgust	0.594
misery	paghihirap	disgust	0.594
toilet	toilet	disgust	0.594
slug	slug	disgust	0.594
catastrophe	sakuna	disgust	0.594
epidemic	epidemya	disgust	0.594
gut	gat	disgust	0.594
intoxicated	lasing	disgust	0.594
blister	paltos	disgust	0.594
deceitful	mapanlinlang	disgust	0.594
hostility	poot	disgust	0.594
queasiness	kabiguan	disgust	0.594
lurid	lurid	disgust	0.594
sinner	makasalanan	disgust	0.594
incubus	incubus	disgust	0.586
lavatory	lavatory	disgust	0.586
harass	panggigipit	disgust	0.586
unclean	marumi	disgust	0.586
prostitute	kalapating mababa ang lipad	disgust	0.586
pornography	pornograpiya	disgust	0.586
dreadful	kakila-kilabot	disgust	0.586
deteriorated	lumala	disgust	0.586
appalling	kakila-kilabot	disgust	0.586
unfaithful	hindi tapat	disgust	0.578
rash	pantal	disgust	0.578
humiliating	nakakahiya	disgust	0.578
ruinous	mapangwasak	disgust	0.578
squeamish	squeamish	disgust	0.578
offensive	nakakasakit	disgust	0.578
conspirator	kumander	disgust	0.578
larceny	larceny	disgust	0.578
debauchery	pagkalupig	disgust	0.578
mangle	mangle	disgust	0.578
flea	pulgas	disgust	0.578
hypocrite	mapagkunwari	disgust	0.578
retard	retard	disgust	0.578
fiend	fiend	disgust	0.578
sick	may sakit	disgust	0.578
quagmire	pustahan	disgust	0.578
expulsion	pagpapaalis	disgust	0.578
treacherous	mapandaya	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	dumura	disgust	0.570
devastating	nagwawasak	disgust	0.570
bastard	bastard	disgust	0.570
messy	magulo	disgust	0.570
flog	pagwasak	disgust	0.570
egregious	kapansin-pansin	disgust	0.570
swamp	lumubog	disgust	0.570
oppress	mapanghimagsik	disgust	0.570
despise	hamakin	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	ahas	disgust	0.570
snake	ahas	disgust	0.562
terrible	kakila-kilabot	disgust	0.562
awful	kakila-kilabot	disgust	0.562
harmful	mapanganib	disgust	0.562
insanity	pagkasira ng ulo	disgust	0.562
indecent	malaswa	disgust	0.562
sordid	sordid	disgust	0.562
loo	loo	disgust	0.562
scoundrel	pandaraya	disgust	0.562
enemy	kaaway	disgust	0.562
stealing	pagnanakaw	disgust	0.562
alcoholism	alkoholismo	disgust	0.562
humiliation	kahihiyan	disgust	0.562
ruthless	walang awa	disgust	0.562
sloppy	nanggagalit	disgust	0.562
tyrannical	malupit	disgust	0.562
harlot	kalapating mababa ang lipad	disgust	0.562
sinning	pagkakasala	disgust	0.562
robbery	pagnanakaw	disgust	0.555
insufferable	hindi mapigilan	disgust	0.555
arsenic	arsenic	disgust	0.555
bloody	duguan	disgust	0.555
odious	kasuklam-suklam	disgust	0.555
ridicule	panlilibak	disgust	0.555
atrophy	pagkasayang	disgust	0.555
beastly	malupit	disgust	0.555
collusion	pagsalungat	disgust	0.555
distaste	pagkalito	disgust	0.555
segregate	ihiwalay	disgust	0.555
discriminating	nakikita ang kaibhan	disgust	0.555
coward	duwag	disgust	0.555
wickedness	kasamaan	disgust	0.555
threatening	pagbabanta	disgust	0.555
unattractive	hindi kaakit-akit	disgust	0.555
slayer	mamamatay-tao	disgust	0.555
flabby	malungkot	disgust	0.555
varicella	varicella	disgust	0.555
miserable	miserable	disgust	0.547
sty	sty	disgust	0.547
ogre	daga	disgust	0.547
coercion	pamimilit	disgust	0.547
thief	magnanakaw	disgust	0.547
slur	slur	disgust	0.547
suffocating	suffocating	disgust	0.547
anathema	anathema	disgust	0.547
purgatory	purgatoryo	disgust	0.547
malevolent	malevolent	disgust	0.547
bitterly	nang masakit	disgust	0.547
burglar	magnanakaw	disgust	0.547
attacking	umaatake	disgust	0.547
vesicular	vesicular	disgust	0.547
condemnation	paghatol	disgust	0.547
pillage	pagnanakaw	disgust	0.547
deleterious	mapaminsala	disgust	0.547
thrash	thrash	disgust	0.539
repellant	repellant	disgust	0.539
repudiation	pagtatakwil	disgust	0.539
infidelity	pagtataksil	disgust	0.539
liar	sinungaling	disgust	0.539
fatty	mataba	disgust	0.539
gob	gob	disgust	0.539
sneer	sneer	disgust	0.539
drunken	lasing	disgust	0.539
disgrace	kahihiyan	disgust	0.539
shame	kahihiyan	disgust	0.539
jealous	naninibugho	disgust	0.539
imprisoned	nabilanggo	disgust	0.539
pig	baboy	disgust	0.539
greedy	sakim	disgust	0.539
sloth	katamaran	disgust	0.539
lethal	nakamamatay	disgust	0.536
burnt	nasunog	disgust	0.531
aberration	pagkaligaw	disgust	0.531
condescension	pagpapakababa	disgust	0.531
hydrocephalus	hydrocephalus	disgust	0.531
hanging	nakabitin	disgust	0.531
destructive	nakasisira	disgust	0.531
smuggler	smuggler	disgust	0.531
intolerant	hindi nagpapahintulot	disgust	0.531
travesty	travesty	disgust	0.531
intrusive	mapanghimasok	disgust	0.531
ruined	wasak	disgust	0.531
withered	lanta	disgust	0.531
disintegrate	maghiwa-hiwalay	disgust	0.531
brawl	gulo	disgust	0.531
blemish	dungis	disgust	0.531
neurotic	neurotic	disgust	0.531
blasphemous	lapastangan sa diyos	disgust	0.531
lying	nakahiga	disgust	0.531
painful	masakit	disgust	0.531
avarice	katakut-takot	disgust	0.523
disgraced	napahiya	disgust	0.523
mistress	mistress	disgust	0.523
disparaging	pagdaramdam	disgust	0.523
rubbish	basura	disgust	0.523
derogation	derogation	disgust	0.523
accusation	akusasyon	disgust	0.523
intolerance	hindi pagpayag	disgust	0.523
incarceration	pagkakabilanggo	disgust	0.523
blighted	blighted	disgust	0.523
sump	sump	disgust	0.516
deplorable	malungkot	disgust	0.516
daemon	demonyo	disgust	0.516
cringe	sumukot	disgust	0.516
degrade	pasamain	disgust	0.516
gutter	kanal	disgust	0.516
rob	rob	disgust	0.516
grim	malupit	disgust	0.516
defraud	pandaraya	disgust	0.516
tortious	tortious	disgust	0.516
eradication	pagwasak	disgust	0.516
stink	mabaho	disgust	0.516
convict	preso	disgust	0.516
dishonor	kahihiyan	disgust	0.516
vulture	buwitre	disgust	0.516
remains	labi	disgust	0.516
mite	mite	disgust	0.516
betray	ipagkanulo	disgust	0.516
sham	pagkukunwari	disgust	0.509
endemic	katutubo	disgust	0.508
bombed	bombed	disgust	0.508
distress	pagkabalisa	disgust	0.508
pest	peste	disgust	0.508
incurable	walang lunas	disgust	0.508
worthless	walang halaga	disgust	0.508
rejection	pagtanggi	disgust	0.508
distasteful	nakapipinsala	disgust	0.508
schizophrenia	skisoprenya	disgust	0.508
belittle	lumiit	disgust	0.508
smelling	amoy	disgust	0.508
cheat	impostor	disgust	0.508
blob	patak	disgust	0.508
prisoner	bilanggo	disgust	0.508
idiocy	idiocy	disgust	0.508
delirium	delirium	disgust	0.508
disaster	kalamidad	disgust	0.508
crude	krudo	disgust	0.508
resentment	sama ng loob	disgust	0.508
dreadfully	katakut-takot	disgust	0.508
glut	glut	disgust	0.508
polemic	polemic	disgust	0.500
derision	panunuya	disgust	0.500
idolatry	idolatrya	disgust	0.500
taboo	bawal	disgust	0.500
screaming	magaralgal	disgust	0.500
banish	palayasin	disgust	0.500
dirt	dumi	disgust	0.500
goblin	goblin	disgust	0.500
shackle	shackle	disgust	0.500
bribery	panunuhol	disgust	0.500
flagrant	maliwanag	disgust	0.500
jealousy	paninibugho	disgust	0.500
impurity	karumihan	disgust	0.500
theft	pagnanakaw	disgust	0.500
bitterness	kapaitan	disgust	0.500
offense	pagkakasala	disgust	0.500
impeach	impeach	disgust	0.500
blight	magwasak	disgust	0.500
duress	pagpighati	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	kasakiman	disgust	0.500
tirade	tirade	disgust	0.500
squirm	squirm	disgust	0.492
robber	magnanakaw	disgust	0.492
ill	masama	disgust	0.492
unconscionable	hindi mapagkakatiwalaan	disgust	0.492
recession	pag-urong	disgust	0.492
gorge	bangin	disgust	0.492
wreck	mabagsik	disgust	0.492
malign	malign	disgust	0.492
boil	pigsa	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	idiot	disgust	0.492
disreputable	disreputable	disgust	0.492
wasteful	aksaya	disgust	0.484
affliction	sakit	disgust	0.484
stain	mantsang	disgust	0.484
contempt	paghamak	disgust	0.484
nappy	nappy	disgust	0.484
mutiny	pag-alis	disgust	0.484
occult	okultismo	disgust	0.484
tramp	maingay	disgust	0.484
unbearable	hindi mabata	disgust	0.484
offender	nagkasala	disgust	0.484
servile	alipin	disgust	0.484
contraband	kontrabando	disgust	0.484
raging	naglalakad	disgust	0.484
snarl	snarl	disgust	0.484
mad	galit	disgust	0.484
subjugation	pagsupil	disgust	0.484
possessed	may nagmamay ari	disgust	0.484
animosity	kalupitan	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	paninirang puri	disgust	0.484
disrespectful	walang galang	disgust	0.484
mess	gulo	disgust	0.484
nepotism	nepotismo	disgust	0.484
inexcusable	hindi mapapansin	disgust	0.484
pathetic	kalunus-lunos	disgust	0.477
unpleasant	hindi kanais-nais	disgust	0.477
suppression	pagpigil	disgust	0.477
mockery	pangungutya	disgust	0.477
palsy	palsy	disgust	0.477
criminal	kriminal	disgust	0.477
illegality	ilegalidad	disgust	0.477
uncaring	walang pag-aalinlangan	disgust	0.477
antagonistic	mapangahas	disgust	0.477
immorality	imoralidad	disgust	0.477
dismal	malungkot	disgust	0.477
angry	galit	disgust	0.469
repellent	repellent	disgust	0.469
cough	ubo	disgust	0.469
arrogant	mapagmataas	disgust	0.469
grating	parilya	disgust	0.469
aggravation	aggravation	disgust	0.469
livid	masama	disgust	0.469
banishment	pagpapalayas	disgust	0.469
shoddy	mura	disgust	0.469
banshee	banshee	disgust	0.469
poverty	kahirapan	disgust	0.469
wallow	kumanta	disgust	0.469
outrage	kabangisan	disgust	0.469
mocking	mapanukso	disgust	0.469
furious	galit na galit	disgust	0.469
perspiration	pawis	disgust	0.469
prick	tipak	disgust	0.461
recklessness	kawalang-ingat	disgust	0.461
distorted	magulo	disgust	0.461
fraudulent	mapanlinlang	disgust	0.461
spider	spider	disgust	0.461
quack	kakulangan	disgust	0.461
perdition	kapahamakan	disgust	0.461
muddy	maputik	disgust	0.461
spurious	hindi totoo	disgust	0.461
insulting	mapanlinlang	disgust	0.461
scar	peklat	disgust	0.461
deceive	linlangin	disgust	0.461
unjustifiable	hindi makatwiran	disgust	0.461
fool	tanga	disgust	0.461
deplore	deplore	disgust	0.461
plunder	pandarambong	disgust	0.461
aphid	aphid	disgust	0.453
bane	bane	disgust	0.453
indignation	pagkagalit	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	makasarili	disgust	0.453
disparage	pagdumhan	disgust	0.453
cur	cur	disgust	0.453
dishonest	hindi tapat	disgust	0.453
stigma	mantsa	disgust	0.453
eschew	eschew	disgust	0.453
antipathy	antipathy	disgust	0.453
alienate	alienate	disgust	0.453
disingenuous	hindi matapat	disgust	0.453
elimination	pag-aalis	disgust	0.453
unthinkable	hindi maiisip	disgust	0.453
wasted	nasayang	disgust	0.445
recalcitrant	nagtatanggol	disgust	0.445
iniquity	kasamaan	disgust	0.445
mosquito	lamok	disgust	0.445
caries	karies	disgust	0.445
bankruptcy	bangkarota	disgust	0.445
egotistical	egotistical	disgust	0.445
piles	mga piles	disgust	0.445
smell	amoy	disgust	0.445
vacuous	walang bakante	disgust	0.445
despair	kawalan ng pag-asa	disgust	0.445
opium	opyo	disgust	0.445
garish	mabait	disgust	0.445
lie	kasinungalingan	disgust	0.445
pious	relihiyoso	disgust	0.445
aversion	pag-ayaw	disgust	0.438
sticky	malagkit	disgust	0.438
scream	mapahiyaw	disgust	0.438
alien	dayuhan	disgust	0.438
shun	iwasan	disgust	0.438
abnormal	abnormal	disgust	0.438
ashamed	nahihiya	disgust	0.438
inmate	bilanggo	disgust	0.438
abject	abject	disgust	0.438
hog	hog	disgust	0.438
hopelessness	kawalan ng pag-asa	disgust	0.438
homeless	walang tahanan	disgust	0.438
obnoxious	kasuklam-suklam	disgust	0.438
curse	sumpa	disgust	0.430
creature	nilalang	disgust	0.430
cursing	pagmumura	disgust	0.430
illegal	ilegal	disgust	0.430
lusty	lusty	disgust	0.430
shameless	walang hiya	disgust	0.430
debris	mga labi	disgust	0.430
defiance	pagsuway	disgust	0.430
pall	pall	disgust	0.430
falsity	kasinungalingan	disgust	0.430
reflux	kati	disgust	0.430
incredulous	hindi naniniwala	disgust	0.430
adverse	salungat	disgust	0.430
trickery	panlilinlang	disgust	0.430
callous	walang kapintasan	disgust	0.430
separatist	separatista	disgust	0.430
