word	Urdu-ur	emotion	emotion-intensity-score
deplorable	لاجواب	disgust	0.516
daemon	ڈیمون	disgust	0.516
cringe	cringe	disgust	0.516
degrade	ڈراؤ	disgust	0.516
gutter	گٹر	disgust	0.516
rob	لوٹ لو	disgust	0.516
grim	سخت	disgust	0.516
defraud	کھوکھلی	disgust	0.516
tortious	مظلوم	disgust	0.516
eradication	خاتمے کا خاتمہ	disgust	0.516
stink	بدبو	disgust	0.516
convict	سزا	disgust	0.516
dishonor	بے شک	disgust	0.516
vulture	گدھے	disgust	0.516
remains	باقی	disgust	0.516
mite	میتھیو	disgust	0.516
betray	دھوکہ / فشنگ	disgust	0.516
sham	شرم	disgust	0.509
endemic	اخلاقیات	disgust	0.508
bombed	بم دھماکے	disgust	0.508
distress	تکلیف	disgust	0.508
pest	کیڑوں	disgust	0.508
incurable	لاعلاج	disgust	0.508
worthless	بیکار	disgust	0.508
rejection	ردعمل	disgust	0.508
distasteful	بدبختی	disgust	0.508
schizophrenia	schizophrenia	disgust	0.508
belittle	belittle	disgust	0.508
smelling	خوشبو	disgust	0.508
cheat	دھوکہ دہی	disgust	0.508
blob	بلب	disgust	0.508
prisoner	قیدی	disgust	0.508
idiocy	بیوقوف	disgust	0.508
delirium	Delirium	disgust	0.508
disaster	مصیبت	disgust	0.508
crude	خامہ	disgust	0.508
resentment	استحصال	disgust	0.508
dreadfully	خوفناک	disgust	0.508
glut	گلے لگانا	disgust	0.508
polemic	فقہ	disgust	0.500
derision	نقطہ نظر	disgust	0.500
idolatry	بت پرستی	disgust	0.500
taboo	ممنوع	disgust	0.500
screaming	چلنا	disgust	0.500
banish	بنانا	disgust	0.500
dirt	گندگی	disgust	0.500
goblin	گوبن	disgust	0.500
shackle	ہڑتال	disgust	0.500
bribery	رشوت	disgust	0.500
flagrant	صریح	disgust	0.500
jealousy	حسد	disgust	0.500
impurity	غفلت	disgust	0.500
theft	چوری	disgust	0.500
bitterness	تھوڑا سا	disgust	0.500
offense	جرم	disgust	0.500
impeach	امتیاز	disgust	0.500
blight	خوفناک	disgust	0.500
duress	پختہ	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	لالچ	disgust	0.500
tirade	ٹائر	disgust	0.500
squirm	چوک	disgust	0.492
robber	ڈاکو	disgust	0.492
ill	بیمار	disgust	0.492
unconscionable	غیر جانبدار	disgust	0.492
recession	کساد بازاری	disgust	0.492
gorge	گھاگ	disgust	0.492
wreck	چوٹی	disgust	0.492
malign	غلط ہے	disgust	0.492
boil	ابال	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	بیوقوف	disgust	0.492
disreputable	ناجائز	disgust	0.492
wasteful	فضول	disgust	0.484
affliction	افسوس	disgust	0.484
stain	داغ	disgust	0.484
contempt	نفرت	disgust	0.484
nappy	ناپاک	disgust	0.484
mutiny	متنوع	disgust	0.484
occult	جادو	disgust	0.484
tramp	چراغ	disgust	0.484
unbearable	ناقابل اعتماد	disgust	0.484
offender	مجرم	disgust	0.484
servile	سرور	disgust	0.484
contraband	جھگڑا	disgust	0.484
raging	زراعت	disgust	0.484
snarl	سنوار	disgust	0.484
mad	پاگل	disgust	0.484
subjugation	اپنانے	disgust	0.484
possessed	ہے	disgust	0.484
animosity	حرکت پذیری	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	افتتاحی	disgust	0.484
disrespectful	ناپسندیدہ	disgust	0.484
mess	گندگی	disgust	0.484
nepotism	اقربا پروری	disgust	0.484
inexcusable	ناقابل یقین	disgust	0.484
pathetic	دلکش	disgust	0.477
unpleasant	ناپسندی	disgust	0.477
suppression	دباو	disgust	0.477
mockery	مذاق	disgust	0.477
palsy	پالی	disgust	0.477
criminal	مجرمانہ	disgust	0.477
illegality	غیر قانونی	disgust	0.477
uncaring	ناگوار	disgust	0.477
antagonistic	متضاد	disgust	0.477
immorality	غیر اخلاقی	disgust	0.477
dismal	ناپاک	disgust	0.477
angry	ناراض	disgust	0.469
repellent	اختر	disgust	0.469
cough	کھانسی	disgust	0.469
arrogant	پریشان	disgust	0.469
grating	جھٹکا	disgust	0.469
aggravation	افادیت	disgust	0.469
livid	لذت	disgust	0.469
banishment	برتن	disgust	0.469
shoddy	بدبودار	disgust	0.469
banshee	بانسھی	disgust	0.469
poverty	غربت	disgust	0.469
wallow	دیوار	disgust	0.469
outrage	نفرت	disgust	0.469
mocking	مذاق	disgust	0.469
furious	غصہ	disgust	0.469
perspiration	پریشان	disgust	0.469
prick	پرن	disgust	0.461
recklessness	بیکار	disgust	0.461
distorted	خراب ہوگیا	disgust	0.461
fraudulent	دھوکہ دہی	disgust	0.461
spider	مکڑی	disgust	0.461
quack	کوئک	disgust	0.461
perdition	دریافت	disgust	0.461
muddy	دوستی	disgust	0.461
spurious	اچانک	disgust	0.461
insulting	بے عزتی	disgust	0.461
scar	سکارف	disgust	0.461
deceive	دھوکہ دہی	disgust	0.461
unjustifiable	ناقابل قبول	disgust	0.461
fool	بیوقوف	disgust	0.461
deplore	ڈیلپلور	disgust	0.461
plunder	لوٹ لو	disgust	0.461
aphid	یفف	disgust	0.453
bane	بینی	disgust	0.453
indignation	ناممکن	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	خود غرض	disgust	0.453
disparage	تفاوت	disgust	0.453
cur	کعبہ	disgust	0.453
dishonest	بے شک	disgust	0.453
stigma	محاصرہ	disgust	0.453
eschew	اسکو	disgust	0.453
antipathy	اینٹیپیٹی	disgust	0.453
alienate	الگ الگ	disgust	0.453
disingenuous	بے حد	disgust	0.453
elimination	خاتمے	disgust	0.453
unthinkable	ناقابل یقین	disgust	0.453
wasted	برباد	disgust	0.445
recalcitrant	واپسی	disgust	0.445
iniquity	غلطی	disgust	0.445
mosquito	مچھر	disgust	0.445
caries	پریشان	disgust	0.445
bankruptcy	دیوالیہ پن	disgust	0.445
egotistical	مثال کے طور پر	disgust	0.445
piles	ڈھیر	disgust	0.445
smell	بو	disgust	0.445
vacuous	خالی	disgust	0.445
despair	نا امید	disgust	0.445
opium	اپکرم	disgust	0.445
garish	لباس	disgust	0.445
lie	جھوٹ بولنا	disgust	0.445
pious	پاک	disgust	0.445
aversion	نفرت	disgust	0.438
sticky	چپچپا	disgust	0.438
scream	چیخ	disgust	0.438
alien	اجنبی	disgust	0.438
shun	جھگڑا	disgust	0.438
abnormal	غیر معمولی	disgust	0.438
ashamed	شرمندہ	disgust	0.438
inmate	قید	disgust	0.438
abject	منسوخ کریں	disgust	0.438
hog	ہج	disgust	0.438
hopelessness	نا امید	disgust	0.438
homeless	بے گھر	disgust	0.438
obnoxious	بدمعاش	disgust	0.438
curse	لعنت	disgust	0.430
creature	مخلوق	disgust	0.430
cursing	لعنت	disgust	0.430
illegal	غیر قانونی	disgust	0.430
lusty	لچکدار	disgust	0.430
shameless	بے شرم	disgust	0.430
debris	ملبے	disgust	0.430
defiance	دفاعی	disgust	0.430
pall	پال	disgust	0.430
falsity	غلطی	disgust	0.430
reflux	ریفل	disgust	0.430
incredulous	ناقابل یقین	disgust	0.430
adverse	منفی	disgust	0.430
trickery	چالاکی	disgust	0.430
callous	کالا	disgust	0.430
separatist	علیحدگی پسند	disgust	0.430
undesirable	ناگزیر	disgust	0.430
denounce	انکار	disgust	0.430
witch	ڈائن	disgust	0.430
bum	بوم	disgust	0.422
bovine	بونا	disgust	0.422
denunciation	انکار	disgust	0.422
untidy	بے حد	disgust	0.422
impure	خراب	disgust	0.422
mistrust	بے اعتمادی	disgust	0.422
tarnish	پریشان	disgust	0.422
ferocious	فریب	disgust	0.422
gush	جلدی	disgust	0.422
infantile	Infantile	disgust	0.422
ammonia	امونیا	disgust	0.422
offend	بدبختی	disgust	0.422
idiotic	بیوکوف	disgust	0.422
hypertrophy	ہائپر ٹرافی	disgust	0.422
nicotine	نیکوٹین	disgust	0.422
tasteless	بے باک	disgust	0.422
pompous	بدمعاش	disgust	0.422
socialist	سوشلسٹ	disgust	0.422
delinquent	لاتعداد	disgust	0.422
swarm	تلوار	disgust	0.422
contentious	متضاد	disgust	0.422
carelessness	لاپرواہ	disgust	0.422
hairy	بال	disgust	0.422
wasting	برباد	disgust	0.422
slush	سلش	disgust	0.422
affront	پریشان	disgust	0.422
collapse	گرنے	disgust	0.422
badness	بدی	disgust	0.422
dishonesty	بے شک	disgust	0.414
vegetative	سبزیوں	disgust	0.414
displacency	بے گھرگی	disgust	0.414
unfavorable	ناجائز	disgust	0.414
disobey	نافرمانی	disgust	0.414
sour	کھٹے	disgust	0.414
socialism	سوشلزم	disgust	0.414
murky	بدقسمتی	disgust	0.414
neglected	نظر انداز	disgust	0.414
drivel	بہاؤ	disgust	0.414
vampire	ویمپائر	disgust	0.414
litigious	ماتحت	disgust	0.414
illegitimate	ناجائز	disgust	0.414
disgruntled	ہراساں کرنا	disgust	0.406
ignorant	جاہل	disgust	0.406
outcast	نکالا	disgust	0.406
unkind	بدقسمتی	disgust	0.406
repel	پیچھے رہو	disgust	0.406
displeasure	ناخوشگوار	disgust	0.406
phony	فون	disgust	0.406
shoplifting	shoplifting	disgust	0.406
dislike	ناپسندی	disgust	0.406
unlawful	غیر قانونی	disgust	0.406
bogus	بکس	disgust	0.406
discontinuity	بدمعاش	disgust	0.406
recidivism	ریفریجویٹ	disgust	0.406
ungrateful	ناجائز	disgust	0.406
wrongdoing	غلطی	disgust	0.406
falsify	غلط ہے	disgust	0.406
prosecution	پراسیکیوشن	disgust	0.406
failure	ناکامی	disgust	0.398
loon	لون	disgust	0.398
lick	چاٹ	disgust	0.398
subvert	کم کرو	disgust	0.398
rigor	سختی	disgust	0.398
unruly	ناقابل یقین	disgust	0.398
paucity	کمی	disgust	0.398
unnatural	غیرتمندگی	disgust	0.398
averse	نفرت	disgust	0.398
senseless	بے حد	disgust	0.398
worsening	بدترین	disgust	0.398
disdain	نفرت	disgust	0.398
woe	افسوس	disgust	0.398
woefully	بے حد	disgust	0.398
amphetamines	amphetamines	disgust	0.398
stingy	گندی	disgust	0.398
crushing	کرشنگ	disgust	0.398
insult	بدنام	disgust	0.393
damage	نقصان	disgust	0.391
hardened	سخت	disgust	0.391
diatribe	ڈائری	disgust	0.391
averseness	NO TRANSLATION	disgust	0.391
critter	critter	disgust	0.391
muff	مف	disgust	0.391
antisocial	انتشار	disgust	0.391
punishment	سزا	disgust	0.391
bad	برا	disgust	0.391
punished	سزا دی	disgust	0.391
disrelish	ڈراؤ	disgust	0.391
expel	بے دخل	disgust	0.391
farcical	الوداع	disgust	0.391
scorpion	بکتر	disgust	0.391
sacrifices	قربانی	disgust	0.383
plagiarism	جادوگر	disgust	0.383
hypocritical	منافقانہ	disgust	0.383
divorce	طلاق	disgust	0.383
presumptuous	پریشان	disgust	0.383
discord	متفق	disgust	0.383
fugitive	بدقسمتی	disgust	0.383
fulsome	fulsome	disgust	0.383
shabby	خستہ حال	disgust	0.383
orc	ORC	disgust	0.383
adder	ایڈڈر	disgust	0.383
anaconda	انکونڈا	disgust	0.383
surly	سروی	disgust	0.383
irrational	غیر منطقی	disgust	0.383
disappoint	مایوس	disgust	0.383
illiterate	غیر معمولی	disgust	0.383
lament	لالہ	disgust	0.383
eviction	ویسی	disgust	0.383
teeming	پیار کرنا	disgust	0.383
guilt	جرم	disgust	0.383
misconduct	غلط استعمال	disgust	0.375
blame	الزام	disgust	0.375
alienation	اجنبی	disgust	0.375
depressing	ڈپریشن	disgust	0.375
irritating	پریشان	disgust	0.375
plight	بدترین	disgust	0.375
unworthy	ناگزیر	disgust	0.375
dislocated	خارج کر دیا	disgust	0.375
scoff	غلطی	disgust	0.375
irritation	جلدی	disgust	0.375
defective	عیب دار	disgust	0.375
shock	جھٹکا	disgust	0.375
hoax	چکما	disgust	0.367
coerce	تجارت	disgust	0.367
revoke	منسوخ کریں	disgust	0.367
stripped	چھٹکارا	disgust	0.367
exclusion	علیحدگی	disgust	0.367
blatant	ناراض	disgust	0.367
disillusionment	ناپسندی	disgust	0.367
squelch	گدھے	disgust	0.367
unhealthy	بے نظیر	disgust	0.367
toad	مالا	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	نقصان	disgust	0.367
vainly	بے شک	disgust	0.367
powerless	طاقتور	disgust	0.367
cad	کیڈ	disgust	0.367
hurtful	نقصان دہ	disgust	0.367
shuddering	شڈڈرنگ	disgust	0.367
wimp	ویمپ	disgust	0.367
oddity	عجیب	disgust	0.359
rebellion	بغاوت	disgust	0.359
incompatible	ناممکن	disgust	0.359
ineptitude	ناکامی	disgust	0.359
dispose	تصویری	disgust	0.359
disobedience	نافرمانی	disgust	0.359
damn	لامحدود	disgust	0.359
bug	بگ	disgust	0.359
deserted	ویران	disgust	0.359
litigate	جمع کرنا	disgust	0.352
ridiculous	مضحکہ خیز	disgust	0.352
compost	مرکب	disgust	0.352
obi	obi	disgust	0.352
untoward	ناخوش	disgust	0.352
censor	سینسر	disgust	0.352
uncertain	غیر یقینی	disgust	0.352
lawyer	وکیل	disgust	0.352
flinch	فلنچ	disgust	0.352
flesh	گوشت	disgust	0.352
crushed	کچلنے	disgust	0.352
displeased	ناخوش	disgust	0.352
inept	بے شک	disgust	0.352
wrongful	غلطی	disgust	0.352
cutting	کاٹنے	disgust	0.352
fierce	سختی	disgust	0.352
misbehavior	غلط استعمال کی اطلاع دیں	disgust	0.352
frustrate	افسوس	disgust	0.352
dismissal	برطرف	disgust	0.352
disapprove	ناپسندی	disgust	0.344
depreciate	ذلت کیجئے	disgust	0.344
tearful	آنسو	disgust	0.344
thoughtless	بے نظیر	disgust	0.336
unsettled	بے شمار	disgust	0.336
lumpy	لمبی	disgust	0.336
discoloration	مایوسی	disgust	0.336
blunder	غلطی	disgust	0.336
disinclination	انفیکشن	disgust	0.336
distrust	بے اعتمادی	disgust	0.336
annoy	پریشان	disgust	0.336
lawsuit	مقدمہ	disgust	0.336
discontent	ناپسندی	disgust	0.336
grumble	بنبنانا	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	ڈافٹ	disgust	0.336
heartsick	heartick	disgust	0.336
disliked	ناپسندی	disgust	0.336
bickering	بکرنے والا	disgust	0.336
disallowed	ناجائز	disgust	0.336
unmanageable	ناقابل یقین	disgust	0.328
hydrophobia	ہائڈففوبیا	disgust	0.328
unsatisfactory	ناگزیر	disgust	0.328
whine	شراب	disgust	0.328
exasperation	پریشانی	disgust	0.328
instability	عدم استحکام	disgust	0.328
provoking	ثابت کرنا	disgust	0.328
disappointed	مایوس	disgust	0.328
inhibit	روکنا	disgust	0.328
sly	مہلک	disgust	0.328
grievance	شکایت	disgust	0.328
materialist	مادہ پرستی	disgust	0.328
excluded	خارج کر دیا گیا	disgust	0.328
cacophony	کوکفونی	disgust	0.328
misleading	گمراہ کرنا	disgust	0.321
disclaim	اعلان کریں	disgust	0.320
rags	پرچم	disgust	0.320
soot	سوٹ	disgust	0.320
disservice	متفق	disgust	0.320
unequal	غیر مساوی	disgust	0.320
humbug	ہنگھگ	disgust	0.320
reproach	تنقید	disgust	0.320
confined	محدود	disgust	0.320
disapproving	ناپسندی	disgust	0.320
annoyance	پریشانی	disgust	0.320
mishap	غلط	disgust	0.320
groan	گورو	disgust	0.320
soil	مٹی	disgust	0.312
depreciated	استحصال	disgust	0.312
disincline	ختم کرنا	disgust	0.312
inappropriate	نامناسب	disgust	0.312
inconsiderate	متفق	disgust	0.312
burke	برک	disgust	0.312
overpriced	ختم ہوا	disgust	0.312
sneeze	چھڑکیں	disgust	0.312
stomach	پیٹ	disgust	0.312
criticize	تنقید	disgust	0.312
theism	اسزم	disgust	0.312
disparity	تفاوت	disgust	0.305
gall	قد	disgust	0.305
latent	طے شدہ	disgust	0.305
grumpy	بدمعاش	disgust	0.305
bang	دھماکے	disgust	0.305
inadmissible	ناقابل قبول	disgust	0.305
unfriendly	غیر دوستی	disgust	0.305
shack	جھٹکا	disgust	0.305
disliking	ناپسندی	disgust	0.305
unaccountable	ناقابل قبول	disgust	0.305
coop	کیپ	disgust	0.304
scold	ڈانٹنا	disgust	0.297
growling	بڑھتی ہوئی	disgust	0.297
lonely	واحد	disgust	0.297
delay	تاخیر	disgust	0.297
congress	کانگریس	disgust	0.297
disregarded	بے حد	disgust	0.297
disappointment	مایوسی	disgust	0.297
backwards	پیچھے اگلا	disgust	0.297
soreness	درد	disgust	0.297
rogue	روگ	disgust	0.297
infamous	بدنام	disgust	0.289
lesbian	ہم جنس پرست	disgust	0.289
notoriety	بدکاری	disgust	0.289
catechism	قسمت	disgust	0.289
flop	فلاپ	disgust	0.289
nettle	نٹل	disgust	0.289
janitor	جینٹر	disgust	0.289
saturated	سنترپت	disgust	0.281
gaby	گیبی	disgust	0.281
prohibited	ممنوعہ	disgust	0.281
remiss	یاد رکھنا	disgust	0.281
unfair	غیر منصفانہ	disgust	0.281
desist	متنازعہ	disgust	0.281
wince	وین	disgust	0.281
aftermath	اس کے بعد	disgust	0.281
huff	ہف	disgust	0.273
discolored	بے نقاب	disgust	0.273
uneasy	بے چینی	disgust	0.273
wrangling	مسکراہٹ	disgust	0.273
tribunal	ٹربیونل	disgust	0.273
weird	عجیب	disgust	0.266
bureaucrat	بیوروکریٹ	disgust	0.266
coldness	سردی	disgust	0.266
impolite	ناجائز	disgust	0.266
politic	سیاسی	disgust	0.266
unsatisfied	ناپسندیدہ	disgust	0.266
swig	swig	disgust	0.266
inefficiency	ناکامی	disgust	0.266
frantic	فرنٹک	disgust	0.266
crawl	کرال	disgust	0.266
instinctive	غیر جانبدار	disgust	0.258
barrow	بیرو	disgust	0.258
incase	کیس میں	disgust	0.258
octopus	آکٹپس	disgust	0.258
chagrin	غمگین	disgust	0.258
copycat	copycat	disgust	0.258
rascal	rascal	disgust	0.258
sarcasm	سوراخ	disgust	0.258
gruff	گرو	disgust	0.258
misconception	غلط فہمی	disgust	0.250
hulk	ہولک	disgust	0.250
shanghai	شنگھائی	disgust	0.250
baboon	بابون	disgust	0.250
disinclined	منحصر ہے	disgust	0.250
lose	کھو	disgust	0.250
john	جان	disgust	0.250
cupping	کپڑا	disgust	0.250
rook	روبوٹ	disgust	0.242
gratuitous	خوشگوار	disgust	0.242
entangled	الجھن	disgust	0.242
opponent	مخالف	disgust	0.242
tariff	ٹیرف	disgust	0.242
scrub	صاف کریں	disgust	0.242
resign	استعفی	disgust	0.234
prolong	دیر تک	disgust	0.234
backwardness	پسماندگی	disgust	0.234
reluctance	ناجائز	disgust	0.234
questionable	قابل ذکر	disgust	0.234
lagging	جھگڑا	disgust	0.234
unlucky	ناپسندی	disgust	0.234
