word	Hausa-ha	emotion	emotion-intensity-score
wasted	lalata	disgust	0.445
recalcitrant	recalcitrant	disgust	0.445
iniquity	mugunta	disgust	0.445
mosquito	sauro	disgust	0.445
caries	caries	disgust	0.445
bankruptcy	bankruptcy	disgust	0.445
egotistical	egotistical	disgust	0.445
piles	tara	disgust	0.445
smell	wari	disgust	0.445
vacuous	m	disgust	0.445
despair	damuwa	disgust	0.445
opium	opium	disgust	0.445
garish	garish	disgust	0.445
lie	ƙarya	disgust	0.445
pious	mãsu taƙawa	disgust	0.445
aversion	ƙyama	disgust	0.438
sticky	m	disgust	0.438
scream	kururuwa	disgust	0.438
alien	baƙo	disgust	0.438
shun	kaucewa	disgust	0.438
abnormal	mahaukaci	disgust	0.438
ashamed	m	disgust	0.438
inmate	kisa	disgust	0.438
abject	abject	disgust	0.438
hog	hog	disgust	0.438
hopelessness	rashin bege	disgust	0.438
homeless	rashin gida	disgust	0.438
obnoxious	mummuna	disgust	0.438
curse	la'ana	disgust	0.430
creature	halitta	disgust	0.430
cursing	la'ana	disgust	0.430
illegal	ba bisa ka'ida ba	disgust	0.430
lusty	m	disgust	0.430
shameless	rashin kunya	disgust	0.430
debris	tarkace	disgust	0.430
defiance	rikici	disgust	0.430
pall	pall	disgust	0.430
falsity	falsity	disgust	0.430
reflux	reflux	disgust	0.430
incredulous	rashin yarda	disgust	0.430
adverse	m	disgust	0.430
trickery	yaudara	disgust	0.430
callous	callous	disgust	0.430
separatist	separatist	disgust	0.430
undesirable	wanda ba'a so	disgust	0.430
denounce	karyata	disgust	0.430
witch	maciya	disgust	0.430
bum	bum	disgust	0.422
bovine	bovine	disgust	0.422
denunciation	sanarwa	disgust	0.422
untidy	rashin ƙarfi	disgust	0.422
impure	mara kyau	disgust	0.422
mistrust	rashin amana	disgust	0.422
tarnish	tarnish	disgust	0.422
ferocious	farocious	disgust	0.422
gush	gush	disgust	0.422
infantile	marayu	disgust	0.422
ammonia	ammoniya	disgust	0.422
offend	zalunci	disgust	0.422
idiotic	idiotic	disgust	0.422
hypertrophy	hypertrophy	disgust	0.422
nicotine	Nicotine	disgust	0.422
tasteless	m	disgust	0.422
pompous	pompous	disgust	0.422
socialist	zamantakewa	disgust	0.422
delinquent	m	disgust	0.422
swarm	taro	disgust	0.422
contentious	rikici	disgust	0.422
carelessness	rashin kulawa	disgust	0.422
hairy	gashi	disgust	0.422
wasting	ɓata	disgust	0.422
slush	slush	disgust	0.422
affront	fushi	disgust	0.422
collapse	faduwa	disgust	0.422
badness	mugunta	disgust	0.422
dishonesty	rashin gaskiya	disgust	0.414
vegetative	vegetative	disgust	0.414
displacency	rashin daidaito	disgust	0.414
unfavorable	mara kyau	disgust	0.414
disobey	rashin biyayya	disgust	0.414
sour	m	disgust	0.414
socialism	zamantakewa	disgust	0.414
murky	murky	disgust	0.414
neglected	watsi	disgust	0.414
drivel	drivel	disgust	0.414
vampire	vampire	disgust	0.414
litigious	littafi	disgust	0.414
illegitimate	almara	disgust	0.414
disgruntled	raunana	disgust	0.406
ignorant	jahilci	disgust	0.406
outcast	gurbata	disgust	0.406
unkind	rashin tausayi	disgust	0.406
repel	Kashe	disgust	0.406
displeasure	fushi	disgust	0.406
phony	phony	disgust	0.406
shoplifting	Shoplifting	disgust	0.406
dislike	ƙiyayya	disgust	0.406
unlawful	haramta	disgust	0.406
bogus	buguwa	disgust	0.406
discontinuity	katsewa	disgust	0.406
recidivism	rikitarwa	disgust	0.406
ungrateful	mãsu gõdiya	disgust	0.406
wrongdoing	kuskure	disgust	0.406
falsify	falsify	disgust	0.406
prosecution	la'anta	disgust	0.406
failure	rashin nasara	disgust	0.398
loon	loon	disgust	0.398
lick	laƙa	disgust	0.398
subvert	subvert	disgust	0.398
rigor	rigor	disgust	0.398
unruly	rikici	disgust	0.398
paucity	paucity	disgust	0.398
unnatural	m	disgust	0.398
averse	ƙi	disgust	0.398
senseless	hankali	disgust	0.398
worsening	damuwa	disgust	0.398
disdain	disdain	disgust	0.398
woe	baƙin ciki	disgust	0.398
woefully	wulakanci	disgust	0.398
amphetamines	amphetamines	disgust	0.398
stingy	m	disgust	0.398
crushing	murkushe	disgust	0.398
insult	barazana	disgust	0.393
damage	lalacewa	disgust	0.391
hardened	taurare	disgust	0.391
diatribe	diatribe	disgust	0.391
averseness	averseness	disgust	0.391
critter	mai jujjuya	disgust	0.391
muff	muff	disgust	0.391
antisocial	antisocial	disgust	0.391
punishment	azãba	disgust	0.391
bad	m	disgust	0.391
punished	azabtar	disgust	0.391
disrelish	bawa	disgust	0.391
expel	fitar	disgust	0.391
farcical	farcical	disgust	0.391
scorpion	kunama	disgust	0.391
sacrifices	hadayu	disgust	0.383
plagiarism	fahariya	disgust	0.383
hypocritical	munafuki	disgust	0.383
divorce	saki	disgust	0.383
presumptuous	girman kai	disgust	0.383
discord	rikici	disgust	0.383
fugitive	fugitive	disgust	0.383
fulsome	cikakke	disgust	0.383
shabby	shabby	disgust	0.383
orc	orc	disgust	0.383
adder	adder	disgust	0.383
anaconda	anaconda	disgust	0.383
surly	surly	disgust	0.383
irrational	m	disgust	0.383
disappoint	rashin takaici	disgust	0.383
illiterate	rashin ilimi	disgust	0.383
lament	baƙin ciki	disgust	0.383
eviction	fitarwa	disgust	0.383
teeming	taeming	disgust	0.383
guilt	laifi	disgust	0.383
misconduct	rashin kuskure	disgust	0.375
blame	zargi	disgust	0.375
alienation	fitarwa	disgust	0.375
depressing	depressing	disgust	0.375
irritating	irritating	disgust	0.375
plight	yanayin	disgust	0.375
unworthy	unworthy	disgust	0.375
dislocated	bace	disgust	0.375
scoff	ba'a	disgust	0.375
irritation	wulakanci	disgust	0.375
defective	m	disgust	0.375
shock	girgiza	disgust	0.375
hoax	max	disgust	0.367
coerce	Coerce	disgust	0.367
revoke	soke	disgust	0.367
stripped	kuta	disgust	0.367
exclusion	wariya	disgust	0.367
blatant	blatant	disgust	0.367
disillusionment	rikice-rikice	disgust	0.367
squelch	squelch	disgust	0.367
unhealthy	rashin lafiya	disgust	0.367
toad	toad	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	haushi	disgust	0.367
vainly	banza	disgust	0.367
powerless	rashin ƙarfi	disgust	0.367
cad	cad	disgust	0.367
hurtful	m	disgust	0.367
shuddering	ba da tsoro	disgust	0.367
wimp	wimp	disgust	0.367
oddity	oddity	disgust	0.359
rebellion	tawaye	disgust	0.359
incompatible	m	disgust	0.359
ineptitude	rashin fahimta	disgust	0.359
dispose	sakawa	disgust	0.359
disobedience	rashin biyayya	disgust	0.359
damn	Tsine	disgust	0.359
bug	bug	disgust	0.359
deserted	bace	disgust	0.359
litigate	rikici	disgust	0.352
ridiculous	m	disgust	0.352
compost	takin	disgust	0.352
obi	Zuciya	disgust	0.352
untoward	maras kyau	disgust	0.352
censor	censor	disgust	0.352
uncertain	rashin tabbas	disgust	0.352
lawyer	lauya	disgust	0.352
flinch	flinch	disgust	0.352
flesh	nama	disgust	0.352
crushed	crushed	disgust	0.352
displeased	ba daidai ba	disgust	0.352
inept	m	disgust	0.352
wrongful	kuskure	disgust	0.352
cutting	yankan	disgust	0.352
fierce	m	disgust	0.352
misbehavior	lahani	disgust	0.352
frustrate	takaici	disgust	0.352
dismissal	aikawa	disgust	0.352
disapprove	ƙi amincewa	disgust	0.344
depreciate	ragewa	disgust	0.344
tearful	tearful	disgust	0.344
thoughtless	marasa tunani	disgust	0.336
unsettled	ba tare da tsoro ba	disgust	0.336
lumpy	lumpy	disgust	0.336
discoloration	discoloration	disgust	0.336
blunder	ɓarna	disgust	0.336
disinclination	rudani	disgust	0.336
distrust	rashin amana	disgust	0.336
annoy	fushi	disgust	0.336
lawsuit	kara	disgust	0.336
discontent	rashin haƙuri	disgust	0.336
grumble	grumble	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	daft	disgust	0.336
heartsick	zukãta	disgust	0.336
disliked	ƙi	disgust	0.336
bickering	bickering	disgust	0.336
disallowed	an haramta	disgust	0.336
unmanageable	unmanageable	disgust	0.328
hydrophobia	hydrophobia	disgust	0.328
unsatisfactory	rashin tabbacin	disgust	0.328
whine	wina	disgust	0.328
exasperation	rushewa	disgust	0.328
instability	rashin lafiya	disgust	0.328
provoking	tsokana	disgust	0.328
disappointed	masanan basu ji dadin	disgust	0.328
inhibit	inhibit	disgust	0.328
sly	sly	disgust	0.328
grievance	damuwa	disgust	0.328
materialist	jari-hujja	disgust	0.328
excluded	cire	disgust	0.328
cacophony	cacophony	disgust	0.328
misleading	ɓatarwa	disgust	0.321
disclaim	disclaim	disgust	0.320
rags	rags	disgust	0.320
soot	Soot	disgust	0.320
disservice	rikici	disgust	0.320
unequal	rashin daidaito	disgust	0.320
humbug	humbug	disgust	0.320
reproach	zargi	disgust	0.320
confined	tsare	disgust	0.320
disapproving	rashin yarda	disgust	0.320
annoyance	fushi	disgust	0.320
mishap	mishap	disgust	0.320
groan	nishi	disgust	0.320
soil	ƙasa	disgust	0.312
depreciated	baƙara	disgust	0.312
disincline	baƙanci	disgust	0.312
inappropriate	ba daidai ba	disgust	0.312
inconsiderate	inconsiderate	disgust	0.312
burke	burke	disgust	0.312
overpriced	overpriced	disgust	0.312
sneeze	sneeze	disgust	0.312
stomach	ciki	disgust	0.312
criticize	zargi	disgust	0.312
theism	burbushi	disgust	0.312
disparity	bace	disgust	0.305
gall	gall	disgust	0.305
latent	latent	disgust	0.305
grumpy	grumpy	disgust	0.305
bang	bang	disgust	0.305
inadmissible	mara yarda	disgust	0.305
unfriendly	rashin tausayi	disgust	0.305
shack	shack	disgust	0.305
disliking	ƙiyayya	disgust	0.305
unaccountable	rashin tabbas	disgust	0.305
coop	CO	disgust	0.304
scold	tsawatawa	disgust	0.297
growling	karawa	disgust	0.297
lonely	m	disgust	0.297
delay	jinkirta	disgust	0.297
congress	majalisa	disgust	0.297
disregarded	ba a kula ba	disgust	0.297
disappointment	jin kunya	disgust	0.297
backwards	baya	disgust	0.297
soreness	soreness	disgust	0.297
rogue	dan damfara	disgust	0.297
infamous	m	disgust	0.289
lesbian	'yan madigo	disgust	0.289
notoriety	daraja	disgust	0.289
catechism	catechism	disgust	0.289
flop	flop	disgust	0.289
nettle	nettle	disgust	0.289
janitor	janitor	disgust	0.289
saturated	cikakken	disgust	0.281
gaby	gaby	disgust	0.281
prohibited	haramta	disgust	0.281
remiss	rage	disgust	0.281
unfair	rashin adalci	disgust	0.281
desist	dakatar	disgust	0.281
wince	wince	disgust	0.281
aftermath	bayan	disgust	0.281
huff	huff	disgust	0.273
discolored	ganowa	disgust	0.273
uneasy	m	disgust	0.273
wrangling	wrangling	disgust	0.273
tribunal	kotun	disgust	0.273
weird	m	disgust	0.266
bureaucrat	tsarin mulki	disgust	0.266
coldness	sanyi	disgust	0.266
impolite	damuwa	disgust	0.266
politic	siyasa	disgust	0.266
unsatisfied	rashin yarda	disgust	0.266
swig	swig	disgust	0.266
inefficiency	rashin aiki	disgust	0.266
frantic	frantic	disgust	0.266
crawl	fashe	disgust	0.266
instinctive	ainihi	disgust	0.258
barrow	barrow	disgust	0.258
incase	baza	disgust	0.258
octopus	kifin teku mai kafa takwas	disgust	0.258
chagrin	chagrin	disgust	0.258
copycat	copycat	disgust	0.258
rascal	rascal	disgust	0.258
sarcasm	sarcasm	disgust	0.258
gruff	gruff	disgust	0.258
misconception	kuskure	disgust	0.250
hulk	hulk	disgust	0.250
shanghai	shanghai	disgust	0.250
baboon	baboon	disgust	0.250
disinclined	rashin tausayi	disgust	0.250
lose	rasa	disgust	0.250
john	john	disgust	0.250
cupping	yan wasa	disgust	0.250
rook	rook	disgust	0.242
gratuitous	freeous	disgust	0.242
entangled	abin da ya shafi	disgust	0.242
opponent	abokin gaba	disgust	0.242
tariff	jadawalin kuɗin fito	disgust	0.242
scrub	goge	disgust	0.242
resign	yi murabus	disgust	0.234
prolong	tsawo	disgust	0.234
backwardness	baya	disgust	0.234
reluctance	rashin haƙuri	disgust	0.234
questionable	m	disgust	0.234
lagging	lagging	disgust	0.234
unlucky	m	disgust	0.234
misstatement	rashin kuskure	disgust	0.234
reversal	komawa	disgust	0.227
disqualified	an katse	disgust	0.227
subsidy	tallafin	disgust	0.227
ineffectual	rashin kuskure	disgust	0.227
fussy	fussy	disgust	0.227
unpopular	m	disgust	0.227
default	tsoho	disgust	0.227
intense	tsanani	disgust	0.219
dame	dame	disgust	0.219
evade	kaucewa	disgust	0.219
petroleum	man fetur	disgust	0.219
weight	nauyi	disgust	0.219
frowning	frowning	disgust	0.219
actionable	aiki	disgust	0.211
tawny	tawny	disgust	0.211
donkey	jaki	disgust	0.211
unhappy	m	disgust	0.211
indifference	rashin tunani	disgust	0.203
rave	rave	disgust	0.203
birch	birch	disgust	0.203
hood	hood	disgust	0.203
desert	hamada	disgust	0.203
owing	saboda haka	disgust	0.203
gnome	gnome	disgust	0.203
awkwardness	awkwardness	disgust	0.203
inconvenient	m	disgust	0.203
dandy	dandy	disgust	0.203
speck	speck	disgust	0.203
fleece	gudu	disgust	0.195
howl	kuka	disgust	0.195
monochrome	monochrome	disgust	0.195
airs	iska	disgust	0.195
gelatin	gelatin	disgust	0.195
misguided	NO TRANSLATION	disgust	0.195
morals	halin kirki	disgust	0.195
dabbling	magana	disgust	0.195
celebrity	sanannu	disgust	0.188
avoid	kauce wa	disgust	0.188
stalemate	rikitarwa	disgust	0.188
lush	lush	disgust	0.188
gent	gent	disgust	0.188
lesser	karami	disgust	0.188
sunk	sunk	disgust	0.180
nose	hanci	disgust	0.180
claimant	da'awar	disgust	0.180
laughable	ladaba	disgust	0.180
possession	mallaka	disgust	0.180
larger	ya fi girma	disgust	0.164
hoot	hoot	disgust	0.164
mouthful	baki	disgust	0.164
thrift	Girma	disgust	0.164
pregnancy	ciki	disgust	0.164
undoubted	babu shakka	disgust	0.164
clamor	clamor	disgust	0.156
misplace	mished	disgust	0.156
sentence	jumla	disgust	0.156
parrot	kara	disgust	0.156
obliging	dashi	disgust	0.156
nameless	nameless	disgust	0.148
bummer	bummer	disgust	0.148
feeling	ji	disgust	0.141
elf	elf	disgust	0.141
excellence	kyau	disgust	0.141
turn	juya	disgust	0.133
gray	launin toka	disgust	0.133
asymmetry	asymmetry	disgust	0.133
clumsy	m	disgust	0.133
stall	yan sanda	disgust	0.133
bran	bran	disgust	0.125
finally	ƙarshe	disgust	0.125
lord	ubangiji	disgust	0.125
boy	yaro	disgust	0.117
cove	cove	disgust	0.117
nurture	kulawa	disgust	0.117
savor	savor	disgust	0.117
lemon	lemun tsami	disgust	0.109
winning	lashe	disgust	0.109
powerful	iko	disgust	0.102
glitter	kyalkyali	disgust	0.094
interior	ciki	disgust	0.086
mind	hankali	disgust	0.086
treat	bi da	disgust	0.078
interested	sha'awar	disgust	0.078
abundance	yawa	disgust	0.078
honest	gaskiya	disgust	0.055
kite	gani	disgust	0.055
humble	kaskantar da kai	disgust	0.047
tree	itace	disgust	0.039
torture	azabtarwa	fear	0.984
terrorist	ta'addanci	fear	0.972
horrific	m	fear	0.969
terrorism	ta'addanci	fear	0.969
terrorists	'yan ta'adda	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	kashe	fear	0.962
homicidal	homicidal	fear	0.959
annihilate	hallaka	fear	0.953
terror	tsoro	fear	0.953
murderer	kisan kai	fear	0.953
catastrophe	hadarin	fear	0.953
dying	mutuwa	fear	0.948
war	yaki	fear	0.942
bombing	bom	fear	0.938
bomb	bam	fear	0.935
missiles	missiles	fear	0.934
horror	tsoro	fear	0.923
brutality	mugunta	fear	0.922
bloodthirsty	jinin jini	fear	0.922
terrorize	ta'addanci	fear	0.922
horrified	girgiza	fear	0.922
murderous	kisan kai	fear	0.920
massacre	kisan gilla	fear	0.911
assassinate	kashe	fear	0.906
horrifying	muni	fear	0.906
fatality	fatality	fear	0.906
murder	kisan kai	fear	0.906
mutilation	lalata	fear	0.906
terrifying	tsoro	fear	0.906
devastation	lalata	fear	0.906
holocaust	hadayu	fear	0.906
horrors	hauka	fear	0.906
killing	kisan	fear	0.906
demon	aljanu	fear	0.906
terrified	tsoro	fear	0.906
suicidal	suicidal	fear	0.898
kidnap	sacewa	fear	0.891
slaughter	kisan	fear	0.891
assault	hari	fear	0.891
crucifixion	gicciye	fear	0.891
doomed	hallaka	fear	0.888
poisoned	guba	fear	0.886
suicide	kashe kansa	fear	0.879
explosion	fashewa	fear	0.879
dismemberment	dismemberment	fear	0.875
slaughtering	kisan	fear	0.875
disastrous	m	fear	0.875
deadly	m	fear	0.875
annihilation	hallaka	fear	0.875
disaster	bala'i	fear	0.875
threatening	barazana	fear	0.875
suffocation	isasshe	fear	0.875
assassin	kisan kai	fear	0.875
savagery	sawa	fear	0.875
rape	fyade	fear	0.870
hell	jahannama	fear	0.860
anthrax	anthrax	fear	0.859
explosive	fashewa	fear	0.859
warfare	yaki	fear	0.859
paralyzed	paralyzed	fear	0.859
molestation	ci gaba	fear	0.859
homicide	kisan kai	fear	0.859
barbaric	barbaric	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	hadari	fear	0.859
demonic	demonic	fear	0.859
bloodshed	zubar da jini	fear	0.859
annihilated	hallaka	fear	0.859
attacking	kai hare hare	fear	0.859
dread	tsoro	fear	0.859
slaughterhouse	kisan ginin	fear	0.859
tragedy	bala'i	fear	0.859
guillotine	guillotine	fear	0.859
executioner	Executioner	fear	0.859
suffocating	ci	fear	0.858
treachery	yaudara	fear	0.856
fright	tsoro	fear	0.853
traumatic	traumatic	fear	0.844
afraid	tsoro	fear	0.844
morgue	morgue	fear	0.844
drown	nutsar	fear	0.844
destroying	lalata	fear	0.844
painful	mai raɗaɗi	fear	0.844
frightened	tsoro	fear	0.844
monster	dodo	fear	0.844
slayer	kisa	fear	0.844
abomination	abin ƙyama	fear	0.844
execution	kisa	fear	0.844
scariest	mafi wuya	fear	0.844
bombardment	bombardment	fear	0.844
vengeance	ramuwa	fear	0.844
panicked	abin mamaki	fear	0.844
frightening	tsoro	fear	0.844
scare	tsorata	fear	0.844
apocalypse	apocalypse	fear	0.844
petrified	karara	fear	0.844
death	mutuwa	fear	0.843
chaos	hargitsi	fear	0.839
ghastly	ghastly	fear	0.836
evil	mugunta	fear	0.833
gunmen	'yan bindiga	fear	0.828
fear	tsoro	fear	0.828
doom	halaka	fear	0.828
intruder	intruder	fear	0.828
cancer	ciwon daji	fear	0.828
grenade	gurnati	fear	0.828
assassination	kisan gilla	fear	0.828
fatal	m	fear	0.828
nightmare	mafarki mai ban tsoro	fear	0.828
explode	fashewa	fear	0.828
kidnapped	sace	fear	0.828
eradication	karewa	fear	0.828
hellish	Jahannamah	fear	0.828
paralyze	paralyze	fear	0.828
trauma	ciwo	fear	0.828
doomsday	doomsday	fear	0.828
violently	tashin hankali	fear	0.828
manslaughter	kisan kai	fear	0.828
devil	shaidan	fear	0.828
frighten	tsoro	fear	0.828
brutal	m	fear	0.828
morbidity	ciwo	fear	0.820
crippling	crippling	fear	0.817
savage	mugunta	fear	0.814
crushed	crushed	fear	0.812
violence	tashin hankali	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	tsoro	fear	0.812
suffering	wahala	fear	0.812
shooting	harbi	fear	0.812
earthquake	girgizar kasa	fear	0.812
destructive	hallakaswa	fear	0.812
violent	tashin hankali	fear	0.812
poisonous	guba	fear	0.812
quake	girgizar kasa	fear	0.812
damnation	damnation	fear	0.812
aggressor	rikici	fear	0.812
imprisoned	kurkuku	fear	0.811
hurricane	hurricane	fear	0.811
exterminate	wargaza	fear	0.810
fearing	tsoron	fear	0.808
hemorrhage	ciwon jini	fear	0.807
lethal	na mutuwa	fear	0.806
torment	azaba	fear	0.806
venom	venom	fear	0.804
claustrophobia	claustrophobia	fear	0.803
danger	hadari	fear	0.802
snakes	macizai	fear	0.802
exorcism	exorcism	fear	0.800
obliterated	obliterated	fear	0.800
robbery	fashi	fear	0.800
terrifies	tsoro	fear	0.798
cyanide	cyanide	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	mugunta	fear	0.797
monstrosity	hauka	fear	0.797
attack	kai hari	fear	0.797
extermination	wargajewa	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	mutuwa	fear	0.797
destruction	hallaka	fear	0.797
poison	guba	fear	0.797
harmful	cutarwa	fear	0.797
persecution	tsananta	fear	0.797
bombers	masu fashewa	fear	0.797
incurable	wanda ba zai iya ba	fear	0.797
hysteria	hysteria	fear	0.797
dreadfully	tsoro	fear	0.796
arson	arson	fear	0.794
devastate	lalata	fear	0.792
tyrant	mai tsanani	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	halaka	fear	0.784
feared	tsoron	fear	0.782
maniac	maniac	fear	0.781
enslaved	bautar	fear	0.781
rampage	rampage	fear	0.781
screaming	kururuwa	fear	0.781
venomous	venomous	fear	0.781
warlike	warlike	fear	0.781
lifeless	rashin rai	fear	0.781
bloody	jini	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	maciji	fear	0.776
epidemic	annoba	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	shafewa	fear	0.766
shipwreck	shipwreck	fear	0.766
crisis	rikicin	fear	0.766
criminal	laifi	fear	0.766
invade	mamaye	fear	0.766
riot	bore	fear	0.766
fearful	tsoro	fear	0.766
reprisal	reprisal	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	mamaye	fear	0.766
dangerously	da haɗari	fear	0.766
tumor	tumo	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	cin zarafi	fear	0.766
inferno	damuwa	fear	0.766
