word	Pashto-ps	emotion	emotion-intensity-score
nepotism	نوريزم	disgust	0.484
inexcusable	ناشونی	disgust	0.484
pathetic	زړه نازړه	disgust	0.477
unpleasant	ناخوښه	disgust	0.477
suppression	ماتونه	disgust	0.477
mockery	ټوپک	disgust	0.477
palsy	پينځه	disgust	0.477
criminal	جنایی	disgust	0.477
illegality	غیرقانوني	disgust	0.477
uncaring	بې برخې کول	disgust	0.477
antagonistic	مخالفین	disgust	0.477
immorality	بې اخلاقۍ	disgust	0.477
dismal	ناڅاپه	disgust	0.477
angry	غوسه	disgust	0.469
repellent	اختر	disgust	0.469
cough	ټوخی	disgust	0.469
arrogant	سرغړونه	disgust	0.469
grating	ماتول	disgust	0.469
aggravation	زړورتیا	disgust	0.469
livid	لطفا	disgust	0.469
banishment	جلاوطنۍ	disgust	0.469
shoddy	بېړه	disgust	0.469
banshee	بانسایه	disgust	0.469
poverty	بې وزلۍ	disgust	0.469
wallow	دیوال	disgust	0.469
outrage	غوسه	disgust	0.469
mocking	ملګري	disgust	0.469
furious	ناڅاپه	disgust	0.469
perspiration	تناسب	disgust	0.469
prick	پيچل	disgust	0.461
recklessness	بې پروای	disgust	0.461
distorted	اختطاف شوی	disgust	0.461
fraudulent	درغلۍ	disgust	0.461
spider	مکړ	disgust	0.461
quack	ټکی	disgust	0.461
perdition	تاوان	disgust	0.461
muddy	خفه	disgust	0.461
spurious	ناباوره	disgust	0.461
insulting	سپکاوی	disgust	0.461
scar	سکور	disgust	0.461
deceive	غلا کول	disgust	0.461
unjustifiable	ناقانونه	disgust	0.461
fool	ناپوه	disgust	0.461
deplore	بې ځایه شوی	disgust	0.461
plunder	لوټ کړئ	disgust	0.461
aphid	یفف	disgust	0.453
bane	بڼ	disgust	0.453
indignation	غصب	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	ځان بسیا	disgust	0.453
disparage	توپیر	disgust	0.453
cur	کره	disgust	0.453
dishonest	بې رحمه	disgust	0.453
stigma	ستګا	disgust	0.453
eschew	د	disgust	0.453
antipathy	انتيپپي	disgust	0.453
alienate	بې ځایه	disgust	0.453
disingenuous	بې باوره	disgust	0.453
elimination	له منځه وړل	disgust	0.453
unthinkable	ناڅاپه	disgust	0.453
wasted	ضايع شوي	disgust	0.445
recalcitrant	بیرته راستنیدونکی	disgust	0.445
iniquity	ظلم	disgust	0.445
mosquito	مچکو	disgust	0.445
caries	پاملرنه	disgust	0.445
bankruptcy	بانکداري	disgust	0.445
egotistical	مثال	disgust	0.445
piles	خالی	disgust	0.445
smell	بو بو	disgust	0.445
vacuous	خالي دی	disgust	0.445
despair	ناڅاپه	disgust	0.445
opium	کوکنار	disgust	0.445
garish	لباس	disgust	0.445
lie	دروغ دی	disgust	0.445
pious	پاک	disgust	0.445
aversion	تبصره	disgust	0.438
sticky	چټکی	disgust	0.438
scream	چیغه	disgust	0.438
alien	اجنډا	disgust	0.438
shun	ځړول	disgust	0.438
abnormal	غیر معمولي	disgust	0.438
ashamed	شرم	disgust	0.438
inmate	بندیان	disgust	0.438
abject	غصب	disgust	0.438
hog	هوښ	disgust	0.438
hopelessness	نا امیدۍ	disgust	0.438
homeless	بې کوره	disgust	0.438
obnoxious	ناخبره	disgust	0.438
curse	لعنت	disgust	0.430
creature	مخلوق	disgust	0.430
cursing	لعنت	disgust	0.430
illegal	ناقانونه	disgust	0.430
lusty	زړورتیا	disgust	0.430
shameless	بې شرمه	disgust	0.430
debris	ملګری	disgust	0.430
defiance	سرغړونه	disgust	0.430
pall	قد	disgust	0.430
falsity	باطل	disgust	0.430
reflux	غبرګون	disgust	0.430
incredulous	ناقانونه	disgust	0.430
adverse	منفي	disgust	0.430
trickery	تریري	disgust	0.430
callous	غوږه	disgust	0.430
separatist	بیلتون غوښتونکی	disgust	0.430
undesirable	ناڅاپه	disgust	0.430
denounce	ردوی	disgust	0.430
witch	ډک	disgust	0.430
bum	بوم	disgust	0.422
bovine	بویین	disgust	0.422
denunciation	غصب	disgust	0.422
untidy	ناڅاپه	disgust	0.422
impure	کمزوری	disgust	0.422
mistrust	بې باورۍ	disgust	0.422
tarnish	تورنیش	disgust	0.422
ferocious	غصب	disgust	0.422
gush	غم	disgust	0.422
infantile	انفلاسیون	disgust	0.422
ammonia	امونیا	disgust	0.422
offend	تیریدل	disgust	0.422
idiotic	بډایټیک	disgust	0.422
hypertrophy	هایپرټروفی	disgust	0.422
nicotine	نیکوتین	disgust	0.422
tasteless	بې رحمه	disgust	0.422
pompous	بدبختۍ	disgust	0.422
socialist	سوسیالیست	disgust	0.422
delinquent	ضربه	disgust	0.422
swarm	توره	disgust	0.422
contentious	متضاد	disgust	0.422
carelessness	بې پروای	disgust	0.422
hairy	ویښته	disgust	0.422
wasting	ضایع کول	disgust	0.422
slush	لوټ کړئ	disgust	0.422
affront	مخکی	disgust	0.422
collapse	ړنګول	disgust	0.422
badness	بد	disgust	0.422
dishonesty	بې عزتي	disgust	0.414
vegetative	نباتات	disgust	0.414
displacency	بې ځایه کیدل	disgust	0.414
unfavorable	نا مناسبه	disgust	0.414
disobey	نافرماني	disgust	0.414
sour	غوړ	disgust	0.414
socialism	ټولنیززم	disgust	0.414
murky	بده مرغه	disgust	0.414
neglected	غفلت شوی	disgust	0.414
drivel	چټکۍ	disgust	0.414
vampire	ویمپائر	disgust	0.414
litigious	قانوني	disgust	0.414
illegitimate	ناقانونه	disgust	0.414
disgruntled	ناخوښه	disgust	0.406
ignorant	ناپوه	disgust	0.406
outcast	جلا کړئ	disgust	0.406
unkind	بې رحمه	disgust	0.406
repel	تکرار کړئ	disgust	0.406
displeasure	ناڅاپه	disgust	0.406
phony	غږ	disgust	0.406
shoplifting	د هټیو لیږد کول	disgust	0.406
dislike	ناڅاپه	disgust	0.406
unlawful	ناقانونه	disgust	0.406
bogus	بګس	disgust	0.406
discontinuity	بندیز	disgust	0.406
recidivism	بیا رژیم	disgust	0.406
ungrateful	ناڅاپه	disgust	0.406
wrongdoing	غلطی	disgust	0.406
falsify	باطل کړئ	disgust	0.406
prosecution	تعقیب	disgust	0.406
failure	ناکامي	disgust	0.398
loon	لوون	disgust	0.398
lick	لینک	disgust	0.398
subvert	اړول	disgust	0.398
rigor	سختۍ	disgust	0.398
unruly	ناڅاپه	disgust	0.398
paucity	کمښت	disgust	0.398
unnatural	غیر طبیعي	disgust	0.398
averse	لرې	disgust	0.398
senseless	بې ساری	disgust	0.398
worsening	خرابول	disgust	0.398
disdain	ناڅاپه	disgust	0.398
woe	خرابي	disgust	0.398
woefully	په زړه پورې	disgust	0.398
amphetamines	امفافامینونه	disgust	0.398
stingy	ټکی	disgust	0.398
crushing	کرشنگ	disgust	0.398
insult	سپکاوی	disgust	0.393
damage	زیانونه	disgust	0.391
hardened	سخته	disgust	0.391
diatribe	خواړه	disgust	0.391
averseness	د ویناوالی	disgust	0.391
critter	کونکي	disgust	0.391
muff	مفهوم	disgust	0.391
antisocial	انتونیسټي	disgust	0.391
punishment	سزا	disgust	0.391
bad	بد	disgust	0.391
punished	سزا ورکول	disgust	0.391
disrelish	له مینځه وړل	disgust	0.391
expel	ایستل	disgust	0.391
farcical	پیژندل	disgust	0.391
scorpion	ډوډۍ	disgust	0.391
sacrifices	قربانۍ	disgust	0.383
plagiarism	پلويريزم	disgust	0.383
hypocritical	منافقانه	disgust	0.383
divorce	طلاق	disgust	0.383
presumptuous	ناڅاپه	disgust	0.383
discord	توپیر	disgust	0.383
fugitive	ناسم	disgust	0.383
fulsome	بشپړ	disgust	0.383
shabby	شبیبی	disgust	0.383
orc	orc	disgust	0.383
adder	کڅوړی	disgust	0.383
anaconda	اناسونډا	disgust	0.383
surly	سروی	disgust	0.383
irrational	غیر منطقي	disgust	0.383
disappoint	ناڅاپه	disgust	0.383
illiterate	بې سواده	disgust	0.383
lament	ژمن	disgust	0.383
eviction	له منځه وړل	disgust	0.383
teeming	خواړه	disgust	0.383
guilt	جرم	disgust	0.383
misconduct	بد چلند	disgust	0.375
blame	تورونه	disgust	0.375
alienation	جغرافیه	disgust	0.375
depressing	خپګان	disgust	0.375
irritating	ځورول	disgust	0.375
plight	سختۍ	disgust	0.375
unworthy	نا معلوم	disgust	0.375
dislocated	بې ځایه شوی	disgust	0.375
scoff	ټوټه کړئ	disgust	0.375
irritation	ځړول	disgust	0.375
defective	ناسم	disgust	0.375
shock	شاک	disgust	0.375
hoax	چلکی	disgust	0.367
coerce	سکرو	disgust	0.367
revoke	لرې کړئ	disgust	0.367
stripped	لرې شوی	disgust	0.367
exclusion	جالوالی	disgust	0.367
blatant	ناڅاپه	disgust	0.367
disillusionment	بې باوره	disgust	0.367
squelch	کڅوړه	disgust	0.367
unhealthy	ناپوه	disgust	0.367
toad	مالګه	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	زیان	disgust	0.367
vainly	بې باوره	disgust	0.367
powerless	بې وسه	disgust	0.367
cad	کیډ	disgust	0.367
hurtful	زیان رسوي	disgust	0.367
shuddering	شودډنګ	disgust	0.367
wimp	وپل	disgust	0.367
oddity	ناڅاپي	disgust	0.359
rebellion	بغاوت	disgust	0.359
incompatible	ناممکن دی	disgust	0.359
ineptitude	ناڅاپه	disgust	0.359
dispose	تصفیه کړئ	disgust	0.359
disobedience	نافرماني	disgust	0.359
damn	لعنت پر	disgust	0.359
bug	بگ	disgust	0.359
deserted	ښخ شوي	disgust	0.359
litigate	لیګریټ	disgust	0.352
ridiculous	خوندور	disgust	0.352
compost	مرکب	disgust	0.352
obi	هو	disgust	0.352
untoward	ناڅاپه	disgust	0.352
censor	سنسر	disgust	0.352
uncertain	ناڅرګند	disgust	0.352
lawyer	سلاكار	disgust	0.352
flinch	فلینچ	disgust	0.352
flesh	غوښه	disgust	0.352
crushed	کښته شوی	disgust	0.352
displeased	ناڅاپه	disgust	0.352
inept	ناڅاپه	disgust	0.352
wrongful	غلط	disgust	0.352
cutting	پرې کول	disgust	0.352
fierce	سخته	disgust	0.352
misbehavior	ناوړه ګټه اخیستونکی	disgust	0.352
frustrate	خپګان	disgust	0.352
dismissal	رد کول	disgust	0.352
disapprove	ناڅاپه	disgust	0.344
depreciate	بسپنه کوي	disgust	0.344
tearful	خندا	disgust	0.344
thoughtless	بې پرواه	disgust	0.336
unsettled	ناڅاپه	disgust	0.336
lumpy	لپسي	disgust	0.336
discoloration	مخنیوی	disgust	0.336
blunder	تورونه	disgust	0.336
disinclination	انفلاسیون	disgust	0.336
distrust	بې باورۍ	disgust	0.336
annoy	ځورول	disgust	0.336
lawsuit	محاکمه	disgust	0.336
discontent	ناخوښه	disgust	0.336
grumble	بویه	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	ډوډۍ	disgust	0.336
heartsick	زړونه	disgust	0.336
disliked	نه خوښ	disgust	0.336
bickering	خندا	disgust	0.336
disallowed	منل شوي	disgust	0.336
unmanageable	ناممکن	disgust	0.328
hydrophobia	هايدروفوبيا	disgust	0.328
unsatisfactory	ناڅاپه	disgust	0.328
whine	څاه	disgust	0.328
exasperation	تبصره	disgust	0.328
instability	بې ثباتي	disgust	0.328
provoking	ثابتول	disgust	0.328
disappointed	ناڅاپه	disgust	0.328
inhibit	منع کول	disgust	0.328
sly	سوره	disgust	0.328
grievance	شکایت	disgust	0.328
materialist	مادیات	disgust	0.328
excluded	بې برخې شوي	disgust	0.328
cacophony	تناسب	disgust	0.328
misleading	بې لارې کول	disgust	0.321
disclaim	رد کړئ	disgust	0.320
rags	رګونه	disgust	0.320
soot	غوښه	disgust	0.320
disservice	ناڅاپه	disgust	0.320
unequal	نا برابره	disgust	0.320
humbug	هګګګ	disgust	0.320
reproach	تناسب	disgust	0.320
confined	محدود	disgust	0.320
disapproving	ناڅاپه	disgust	0.320
annoyance	تاوان	disgust	0.320
mishap	خواړه	disgust	0.320
groan	غوږ	disgust	0.320
soil	خاوره	disgust	0.312
depreciated	استحصال شوی	disgust	0.312
disincline	تاوان	disgust	0.312
inappropriate	نامناسب	disgust	0.312
inconsiderate	متمرکز	disgust	0.312
burke	برک	disgust	0.312
overpriced	زیاتوالی	disgust	0.312
sneeze	غوڅ کړئ	disgust	0.312
stomach	خواړه	disgust	0.312
criticize	تنقید	disgust	0.312
theism	اسالم	disgust	0.312
disparity	توپیر	disgust	0.305
gall	ګال	disgust	0.305
latent	لنډمهاله	disgust	0.305
grumpy	خندا	disgust	0.305
bang	غږ	disgust	0.305
inadmissible	ناقانونه	disgust	0.305
unfriendly	ناڅاپه	disgust	0.305
shack	ټوټه	disgust	0.305
disliking	ناڅاپه	disgust	0.305
unaccountable	ناباوره وړ	disgust	0.305
coop	کوپ	disgust	0.304
scold	ډوډۍ	disgust	0.297
growling	کرنه کول	disgust	0.297
lonely	يواځې	disgust	0.297
delay	ځنډ	disgust	0.297
congress	کانګرس	disgust	0.297
disregarded	بې باوره	disgust	0.297
disappointment	مايوسي	disgust	0.297
backwards	شاته	disgust	0.297
soreness	درد	disgust	0.297
rogue	روګی	disgust	0.297
infamous	بې رحمه	disgust	0.289
lesbian	لمونځ	disgust	0.289
notoriety	بدبختۍ	disgust	0.289
catechism	کاتیکزم	disgust	0.289
flop	فلپ	disgust	0.289
nettle	نسته	disgust	0.289
janitor	جینر	disgust	0.289
saturated	سناتور	disgust	0.281
gaby	ګابی	disgust	0.281
prohibited	منع شوی	disgust	0.281
remiss	راسره	disgust	0.281
unfair	غير عادلانه	disgust	0.281
desist	بښنه	disgust	0.281
wince	ویاړ	disgust	0.281
aftermath	وروسته	disgust	0.281
huff	هف	disgust	0.273
discolored	ړنګ شو	disgust	0.273
uneasy	ناڅاپه	disgust	0.273
wrangling	څنګل	disgust	0.273
tribunal	محکمه	disgust	0.273
weird	عجیب	disgust	0.266
bureaucrat	بیوروکراټ	disgust	0.266
coldness	ژمي	disgust	0.266
impolite	ناڅاپه	disgust	0.266
politic	سیاسي	disgust	0.266
unsatisfied	ناڅاپه	disgust	0.266
swig	swig	disgust	0.266
inefficiency	ناکافي	disgust	0.266
frantic	فرینټیک	disgust	0.266
crawl	کرال	disgust	0.266
instinctive	ناڅاپه	disgust	0.258
barrow	بیړه	disgust	0.258
incase	په صورت کې	disgust	0.258
octopus	اکتوپس	disgust	0.258
chagrin	ننګونه	disgust	0.258
copycat	کاپيکټ	disgust	0.258
rascal	rascal	disgust	0.258
sarcasm	سمدلاسه	disgust	0.258
gruff	ګراف	disgust	0.258
misconception	ناسم مفکوره	disgust	0.250
hulk	هولک	disgust	0.250
shanghai	شینګی	disgust	0.250
baboon	بابون	disgust	0.250
disinclined	ناپاک	disgust	0.250
lose	له لاسه ورکوی	disgust	0.250
john	جان	disgust	0.250
cupping	کڅوړه	disgust	0.250
rook	ریښې	disgust	0.242
gratuitous	خوشحاله	disgust	0.242
entangled	ننوتل	disgust	0.242
opponent	مخالف	disgust	0.242
tariff	تعرفې	disgust	0.242
scrub	پاڼي	disgust	0.242
resign	استعفی ورکړه	disgust	0.234
prolong	اوږد	disgust	0.234
backwardness	پیوستون	disgust	0.234
reluctance	ناڅاپه	disgust	0.234
questionable	د پوښتنې وړ	disgust	0.234
lagging	ټکونه	disgust	0.234
unlucky	ناڅاپه	disgust	0.234
misstatement	غلطی	disgust	0.234
reversal	بدلون	disgust	0.227
disqualified	ناڅاپي	disgust	0.227
subsidy	سبسایډي	disgust	0.227
ineffectual	ناقانونه	disgust	0.227
fussy	خندا	disgust	0.227
unpopular	ناپوليپ	disgust	0.227
default	منډه	disgust	0.227
intense	شدید	disgust	0.219
dame	ډیم	disgust	0.219
evade	پریښودل	disgust	0.219
petroleum	پټرولیم	disgust	0.219
weight	وزن	disgust	0.219
frowning	وشو	disgust	0.219
actionable	عمل وړ	disgust	0.211
tawny	تڼی	disgust	0.211
donkey	خره	disgust	0.211
unhappy	ناخوښه	disgust	0.211
indifference	بې کفایته	disgust	0.203
rave	رویټرز	disgust	0.203
birch	Birch	disgust	0.203
hood	هډو	disgust	0.203
desert	دښته	disgust	0.203
owing	د	disgust	0.203
gnome	غنم	disgust	0.203
awkwardness	ناڅاپه	disgust	0.203
inconvenient	ناورین	disgust	0.203
dandy	ډنډی	disgust	0.203
speck	سپک	disgust	0.203
fleece	پښه	disgust	0.195
howl	څنګه؟	disgust	0.195
monochrome	مونوکروم	disgust	0.195
airs	هوا	disgust	0.195
gelatin	جیلیټینټ	disgust	0.195
misguided	NO TRANSLATION	disgust	0.195
morals	اخلاقيات	disgust	0.195
dabbling	ډابلی کول	disgust	0.195
celebrity	جشن	disgust	0.188
avoid	پریږده	disgust	0.188
stalemate	سټیټیټ	disgust	0.188
lush	شیر	disgust	0.188
gent	خېمه	disgust	0.188
lesser	لږ	disgust	0.188
sunk	لمر	disgust	0.180
nose	پوزه	disgust	0.180
claimant	ادعا کوونکی	disgust	0.180
laughable	خندا	disgust	0.180
possession	قبضه	disgust	0.180
larger	لوی	disgust	0.164
hoot	لوټ	disgust	0.164
mouthful	خوله	disgust	0.164
thrift	غلا	disgust	0.164
pregnancy	امیندواری	disgust	0.164
undoubted	بې له شکه	disgust	0.164
clamor	کلیمور	disgust	0.156
misplace	بد ځای	disgust	0.156
sentence	سزا	disgust	0.156
parrot	توت	disgust	0.156
obliging	منل	disgust	0.156
nameless	نامناسب	disgust	0.148
bummer	بوممر	disgust	0.148
feeling	احساس	disgust	0.141
elf	ایلف	disgust	0.141
excellence	غورهتوب	disgust	0.141
turn	بدله کړئ	disgust	0.133
gray	خړ	disgust	0.133
asymmetry	د اسامیتیمیا	disgust	0.133
clumsy	خندا	disgust	0.133
stall	غړی	disgust	0.133
bran	درد	disgust	0.125
finally	بالاخره	disgust	0.125
lord	رب	disgust	0.125
boy	هلک	disgust	0.117
cove	کوو	disgust	0.117
nurture	تغذیه کول	disgust	0.117
savor	خواړه	disgust	0.117
lemon	ليمو	disgust	0.109
winning	ګټل	disgust	0.109
powerful	ځواکمن	disgust	0.102
glitter	ښکلا	disgust	0.094
interior	داخلي	disgust	0.086
mind	ذهن	disgust	0.086
treat	درملنه	disgust	0.078
interested	لیوالتیا	disgust	0.078
abundance	کثرت	disgust	0.078
honest	صادق	disgust	0.055
kite	پتنګ	disgust	0.055
humble	نرمه	disgust	0.047
tree	ونه	disgust	0.039
torture	شکنجې	fear	0.984
terrorist	ترهګر	fear	0.972
horrific	افسوس	fear	0.969
terrorism	ترهګري	fear	0.969
terrorists	ترهګر	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	وژنه	fear	0.962
homicidal	کورنی	fear	0.959
annihilate	ړنګول	fear	0.953
terror	ترهګري	fear	0.953
murderer	قاتل	fear	0.953
catastrophe	آفت وژونکی	fear	0.953
dying	مړه کيږي	fear	0.948
war	جګړه	fear	0.942
bombing	بمبارۍ	fear	0.938
bomb	بم	fear	0.935
missiles	توغندی	fear	0.934
