word	Igbo-ig	emotion	emotion-intensity-score
flabby	ihe na-eme	disgust	0.555
varicella	varicella	disgust	0.555
miserable	enweghi nsogbu	disgust	0.547
sty	akpụ	disgust	0.547
ogre	ogre	disgust	0.547
coercion	ike mmanye	disgust	0.547
thief	onye ohi	disgust	0.547
slur	slur	disgust	0.547
suffocating	na-agwụ	disgust	0.547
anathema	anathema	disgust	0.547
purgatory	purgatory	disgust	0.547
malevolent	ezighi ezi	disgust	0.547
bitterly	obi ilu	disgust	0.547
burglar	osi	disgust	0.547
attacking	agha	disgust	0.547
vesicular	vesicular	disgust	0.547
condemnation	ikpe	disgust	0.547
pillage	nchịkọta	disgust	0.547
deleterious	nhichapụ	disgust	0.547
thrash	uba	disgust	0.539
repellant	na-agbapụta	disgust	0.539
repudiation	nhichapu	disgust	0.539
infidelity	ekweghị ekwe	disgust	0.539
liar	onye ụgha	disgust	0.539
fatty	abụba	disgust	0.539
gob	gob	disgust	0.539
sneer	sneer	disgust	0.539
drunken	aṅubiga mmanya ókè	disgust	0.539
disgrace	ihere	disgust	0.539
shame	ihere	disgust	0.539
jealous	ekworo	disgust	0.539
imprisoned	a tụrụ ya mkpọrọ	disgust	0.539
pig	ezi	disgust	0.539
greedy	anyaukwu	disgust	0.539
sloth	sloth	disgust	0.539
lethal	egbu egbu	disgust	0.536
burnt	edifọp	disgust	0.531
aberration	aberration	disgust	0.531
condescension	dị ala	disgust	0.531
hydrocephalus	hydrocephalus	disgust	0.531
hanging	na-eche	disgust	0.531
destructive	ebibi	disgust	0.531
smuggler	onye nlekota	disgust	0.531
intolerant	ekweghị ekwe	disgust	0.531
travesty	arụ ọrụ	disgust	0.531
intrusive	na-agba ume	disgust	0.531
ruined	ebibi	disgust	0.531
withered	akpọnwụ	disgust	0.531
disintegrate	disintegrate	disgust	0.531
brawl	ike	disgust	0.531
blemish	mmerụ	disgust	0.531
neurotic	neurotic	disgust	0.531
blasphemous	nkwulu	disgust	0.531
lying	ịgha ụgha	disgust	0.531
painful	ihe mgbu	disgust	0.531
avarice	ọhụụ	disgust	0.523
disgraced	ihere	disgust	0.523
mistress	nna ukwu	disgust	0.523
disparaging	na-atụgharị uche	disgust	0.523
rubbish	ncha	disgust	0.523
derogation	nkwụsị	disgust	0.523
accusation	ebubo	disgust	0.523
intolerance	ekweghị ekwe	disgust	0.523
incarceration	mkpọrọ	disgust	0.523
blighted	enweghi nsogbu	disgust	0.523
sump	ezumike	disgust	0.516
deplorable	dị njọ	disgust	0.516
daemon	daemon	disgust	0.516
cringe	jụọ	disgust	0.516
degrade	degrade	disgust	0.516
gutter	gutter	disgust	0.516
rob	bido	disgust	0.516
grim	oke	disgust	0.516
defraud	njide	disgust	0.516
tortious	mmegbu	disgust	0.516
eradication	kpochapu	disgust	0.516
stink	na-esi ísì	disgust	0.516
convict	onye ikpe	disgust	0.516
dishonor	ihere	disgust	0.516
vulture	ugo	disgust	0.516
remains	anọgide	disgust	0.516
mite	mite	disgust	0.516
betray	ịrara aka	disgust	0.516
sham	sham	disgust	0.509
endemic	njedebe	disgust	0.508
bombed	bombu	disgust	0.508
distress	nsogbu	disgust	0.508
pest	pesti	disgust	0.508
incurable	enweghị ngwọta	disgust	0.508
worthless	abaghị uru	disgust	0.508
rejection	jụrụ	disgust	0.508
distasteful	obi ọjọọ	disgust	0.508
schizophrenia	nyocha	disgust	0.508
belittle	ọ dị mma	disgust	0.508
smelling	na-esi ísì	disgust	0.508
cheat	cheat	disgust	0.508
blob	blob	disgust	0.508
prisoner	mkpọrọ	disgust	0.508
idiocy	idiocy	disgust	0.508
delirium	na-achọpụta	disgust	0.508
disaster	ọdachi	disgust	0.508
crude	anụ	disgust	0.508
resentment	iwe	disgust	0.508
dreadfully	egwu	disgust	0.508
glut	glut	disgust	0.508
polemic	nsogbu	disgust	0.500
derision	ịkwa emo	disgust	0.500
idolatry	ikpere arụsị	disgust	0.500
taboo	taboo	disgust	0.500
screaming	eti mkpu	disgust	0.500
banish	wepụ	disgust	0.500
dirt	unyi	disgust	0.500
goblin	goblin	disgust	0.500
shackle	shackle	disgust	0.500
bribery	bribery	disgust	0.500
flagrant	dị mma	disgust	0.500
jealousy	ekworo	disgust	0.500
impurity	adịghị ọcha	disgust	0.500
theft	izu ohi	disgust	0.500
bitterness	obi ilu	disgust	0.500
offense	mmejọ	disgust	0.500
impeach	impeach	disgust	0.500
blight	blight	disgust	0.500
duress	nsogbu	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	anyaukwu	disgust	0.500
tirade	nkerade	disgust	0.500
squirm	squirm	disgust	0.492
robber	ohi	disgust	0.492
ill	ọrịa	disgust	0.492
unconscionable	enweghị ihe ọ bụla	disgust	0.492
recession	nbanye	disgust	0.492
gorge	ọmarịcha	disgust	0.492
wreck	kpochapu	disgust	0.492
malign	malign	disgust	0.492
boil	obụpde	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	nzuzu	disgust	0.492
disreputable	enweghị ihe ọ bụla	disgust	0.492
wasteful	emebi	disgust	0.484
affliction	nsogbu	disgust	0.484
stain	ntụpọ	disgust	0.484
contempt	nlelị	disgust	0.484
nappy	nappy	disgust	0.484
mutiny	nkwụsị	disgust	0.484
occult	anwansi	disgust	0.484
tramp	mgbochi	disgust	0.484
unbearable	egwu	disgust	0.484
offender	onye mebiri	disgust	0.484
servile	na-arụ ọrụ	disgust	0.484
contraband	igwe	disgust	0.484
raging	agha	disgust	0.484
snarl	ejiri	disgust	0.484
mad	agba	disgust	0.484
subjugation	subjugation	disgust	0.484
possessed	nwere	disgust	0.484
animosity	obi ojoo	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	nkwulu	disgust	0.484
disrespectful	enweghị nkwanye ùgwù	disgust	0.484
mess	ọgbaghara	disgust	0.484
nepotism	nepotism	disgust	0.484
inexcusable	enweghị atụ	disgust	0.484
pathetic	pathetic	disgust	0.477
unpleasant	adịghị mma	disgust	0.477
suppression	nhichapu	disgust	0.477
mockery	akwa emo	disgust	0.477
palsy	ọrịa nkwonkwo	disgust	0.477
criminal	omempụ	disgust	0.477
illegality	ezighi ezi	disgust	0.477
uncaring	enweghị nchekasị	disgust	0.477
antagonistic	na-emegide onwe ya	disgust	0.477
immorality	omume rụrụ arụ	disgust	0.477
dismal	ihere	disgust	0.477
angry	iwe	disgust	0.469
repellent	weghachite	disgust	0.469
cough	ụkwara	disgust	0.469
arrogant	mpako	disgust	0.469
grating	nhazi	disgust	0.469
aggravation	ọgba aghara	disgust	0.469
livid	livid	disgust	0.469
banishment	pụọ	disgust	0.469
shoddy	akpụkpọ ụkwụ	disgust	0.469
banshee	banshee	disgust	0.469
poverty	ịda ogbenye	disgust	0.469
wallow	wallow	disgust	0.469
outrage	iwe	disgust	0.469
mocking	na-akwa emo	disgust	0.469
furious	iwe ọkụ	disgust	0.469
perspiration	afụ	disgust	0.469
prick	prick	disgust	0.461
recklessness	enweghị uche	disgust	0.461
distorted	agbagọ	disgust	0.461
fraudulent	aghụghọ	disgust	0.461
spider	ududo	disgust	0.461
quack	ala	disgust	0.461
perdition	ọdịda	disgust	0.461
muddy	apịtị	disgust	0.461
spurious	enweghị atụ	disgust	0.461
insulting	mkparị	disgust	0.461
scar	afụ	disgust	0.461
deceive	na-eduhie	disgust	0.461
unjustifiable	enweghị obi ụtọ	disgust	0.461
fool	nzuzu	disgust	0.461
deplore	deplore	disgust	0.461
plunder	ịkwakọrọ	disgust	0.461
aphid	aphid	disgust	0.453
bane	bane	disgust	0.453
indignation	iwe	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	achọ ọdịmma onwe onye	disgust	0.453
disparage	disparage	disgust	0.453
cur	nwa	disgust	0.453
dishonest	emeghị ihe n'eziokwu	disgust	0.453
stigma	ihere	disgust	0.453
eschew	eschew	disgust	0.453
antipathy	mgbochi	disgust	0.453
alienate	kewapụ	disgust	0.453
disingenuous	disingenuous	disgust	0.453
elimination	mkpochapu	disgust	0.453
unthinkable	echetụghị echiche	disgust	0.453
wasted	ala n'iyi	disgust	0.445
recalcitrant	cheta	disgust	0.445
iniquity	ajọ omume	disgust	0.445
mosquito	anwụnta	disgust	0.445
caries	caries	disgust	0.445
bankruptcy	ezighi ezi	disgust	0.445
egotistical	egotistical	disgust	0.445
piles	ikpo	disgust	0.445
smell	esi ísì	disgust	0.445
vacuous	enweghị obi ụtọ	disgust	0.445
despair	obi nkoropụ	disgust	0.445
opium	opium	disgust	0.445
garish	garish	disgust	0.445
lie	ụgha	disgust	0.445
pious	ezi ofufe	disgust	0.445
aversion	aversion	disgust	0.438
sticky	nke nnyapade	disgust	0.438
scream	eti mkpu	disgust	0.438
alien	ọbịa	disgust	0.438
shun	zere	disgust	0.438
abnormal	ihe ojoo	disgust	0.438
ashamed	ihere	disgust	0.438
inmate	onye na-agba akwụkwọ	disgust	0.438
abject	abject	disgust	0.438
hog	hog	disgust	0.438
hopelessness	enweghị olileanya	disgust	0.438
homeless	enweghị ebe obibi	disgust	0.438
obnoxious	na-asọ oyi	disgust	0.438
curse	ọbụbụ ọnụ	disgust	0.430
creature	ihe okike	disgust	0.430
cursing	nkọcha	disgust	0.430
illegal	iwu na-akwadoghị	disgust	0.430
lusty	obi ụtọ	disgust	0.430
shameless	ihere	disgust	0.430
debris	irighiri ihe	disgust	0.430
defiance	nkwenye	disgust	0.430
pall	pall	disgust	0.430
falsity	ezighi ezi	disgust	0.430
reflux	reflux	disgust	0.430
incredulous	enweghị obi abụọ	disgust	0.430
adverse	mmejọ	disgust	0.430
trickery	aghụghọ	disgust	0.430
callous	obi ọjọọ	disgust	0.430
separatist	separatist	disgust	0.430
undesirable	adịghị mma	disgust	0.430
denounce	ịkatọ	disgust	0.430
witch	ndi amoosu	disgust	0.430
bum	bum	disgust	0.422
bovine	bovine	disgust	0.422
denunciation	ikpe	disgust	0.422
untidy	ezighi ezi	disgust	0.422
impure	adịghị ọcha	disgust	0.422
mistrust	enweghị ntụkwasị obi	disgust	0.422
tarnish	tarnish	disgust	0.422
ferocious	obi ojoo	disgust	0.422
gush	gush	disgust	0.422
infantile	nwata	disgust	0.422
ammonia	amonia	disgust	0.422
offend	ewe iwe	disgust	0.422
idiotic	idiotic	disgust	0.422
hypertrophy	hypertrophy	disgust	0.422
nicotine	nicotine	disgust	0.422
tasteless	enweghị ntụpọ	disgust	0.422
pompous	pompous	disgust	0.422
socialist	elekọta mmadụ	disgust	0.422
delinquent	ezighi ezi	disgust	0.422
swarm	iyi	disgust	0.422
contentious	esemokwu	disgust	0.422
carelessness	enweghị uche	disgust	0.422
hairy	agiri isi	disgust	0.422
wasting	egbusi	disgust	0.422
slush	slush	disgust	0.422
affront	iwe	disgust	0.422
collapse	ida	disgust	0.422
badness	ọjọọ	disgust	0.422
dishonesty	emeghị ihe n'eziokwu	disgust	0.414
vegetative	vegetative	disgust	0.414
displacency	ezighi ezi	disgust	0.414
unfavorable	adịghị mma	disgust	0.414
disobey	nupụ isi	disgust	0.414
sour	uto	disgust	0.414
socialism	socialism	disgust	0.414
murky	murky	disgust	0.414
neglected	eleghara anya	disgust	0.414
drivel	drivel	disgust	0.414
vampire	vampire	disgust	0.414
litigious	arụmụka	disgust	0.414
illegitimate	enweghị iwu	disgust	0.414
disgruntled	ewe iwe	disgust	0.406
ignorant	amaghị	disgust	0.406
outcast	ekwu okwu	disgust	0.406
unkind	enweghị obi ebere	disgust	0.406
repel	weghachite	disgust	0.406
displeasure	iwe	disgust	0.406
phony	phony	disgust	0.406
shoplifting	ntụtụaka	disgust	0.406
dislike	enweghị mmasị	disgust	0.406
unlawful	iwu akwadoghị	disgust	0.406
bogus	bogus	disgust	0.406
discontinuity	kwụsị	disgust	0.406
recidivism	nchighari	disgust	0.406
ungrateful	enweghị obi ekele	disgust	0.406
wrongdoing	eme ihe ọjọọ	disgust	0.406
falsify	mehie	disgust	0.406
prosecution	ikpe	disgust	0.406
failure	okpu	disgust	0.398
loon	elu	disgust	0.398
lick	lick	disgust	0.398
subvert	wezuga	disgust	0.398
rigor	ike	disgust	0.398
unruly	isi ike	disgust	0.398
paucity	ada ogbenye	disgust	0.398
unnatural	enweghị ike	disgust	0.398
averse	averse	disgust	0.398
senseless	enweghị uche	disgust	0.398
worsening	na-aka njọ	disgust	0.398
disdain	disdain	disgust	0.398
woe	ahụhụ	disgust	0.398
woefully	ahụhụ	disgust	0.398
amphetamines	amphetamines	disgust	0.398
stingy	aghara	disgust	0.398
crushing	kpochapu	disgust	0.398
insult	mkparị	disgust	0.393
damage	mmebi	disgust	0.391
hardened	obi tara mmiri	disgust	0.391
diatribe	diatribe	disgust	0.391
averseness	mgbanwe	disgust	0.391
critter	nkatọ	disgust	0.391
muff	muff	disgust	0.391
antisocial	ndị na-emegide ndị mmadụ	disgust	0.391
punishment	ntaramahụhụ	disgust	0.391
bad	ọjọọ	disgust	0.391
punished	ahụhụ	disgust	0.391
disrelish	ezighi ezi	disgust	0.391
expel	chụpụ	disgust	0.391
farcical	ihe omuma	disgust	0.391
scorpion	akpị	disgust	0.391
sacrifices	uwa	disgust	0.383
plagiarism	na-eme ihe ngosi	disgust	0.383
hypocritical	ihu abụọ	disgust	0.383
divorce	ịgba alụkwaghịm	disgust	0.383
presumptuous	mpako	disgust	0.383
discord	esemokwu	disgust	0.383
fugitive	onye gbara ọsọ	disgust	0.383
fulsome	zuru oke	disgust	0.383
shabby	na-enwe obi ụtọ	disgust	0.383
orc	orc	disgust	0.383
adder	adder	disgust	0.383
anaconda	anaconda	disgust	0.383
surly	surly	disgust	0.383
irrational	enweghị isi	disgust	0.383
disappoint	emechu ihu	disgust	0.383
illiterate	enweghị akwụkwọ	disgust	0.383
lament	obi	disgust	0.383
eviction	kpochapu	disgust	0.383
teeming	teeming	disgust	0.383
guilt	ikpe ọmụma	disgust	0.383
misconduct	omume rụrụ arụ	disgust	0.375
blame	ụta	disgust	0.375
alienation	nnwere onwe	disgust	0.375
depressing	enwe mwute	disgust	0.375
irritating	iwe	disgust	0.375
plight	ọnọdụ	disgust	0.375
unworthy	enweghị eru	disgust	0.375
dislocated	akwusiri	disgust	0.375
scoff	ịkwa emo	disgust	0.375
irritation	iwe	disgust	0.375
defective	nkwarụ	disgust	0.375
shock	ujo	disgust	0.375
hoax	hoax	disgust	0.367
coerce	coerce	disgust	0.367
revoke	gbanyụọ	disgust	0.367
stripped	ewepu	disgust	0.367
exclusion	nchipu	disgust	0.367
blatant	dị mma	disgust	0.367
disillusionment	enweghị nchekasị	disgust	0.367
squelch	nchikota	disgust	0.367
unhealthy	adịghị mma	disgust	0.367
toad	akwa	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	pitfall	disgust	0.367
vainly	n'efu	disgust	0.367
powerless	enweghị ike	disgust	0.367
cad	cad	disgust	0.367
hurtful	na-emerụ ahụ	disgust	0.367
shuddering	ihere	disgust	0.367
wimp	wimp	disgust	0.367
oddity	oddity	disgust	0.359
rebellion	nnupụisi	disgust	0.359
incompatible	ekwekọghị	disgust	0.359
ineptitude	enweghị uche	disgust	0.359
dispose	wepụta	disgust	0.359
disobedience	nnupu isi	disgust	0.359
damn	Ụchụ	disgust	0.359
bug	ahụhụ	disgust	0.359
deserted	gbahapụrụ	disgust	0.359
litigate	aghara aghara	disgust	0.352
ridiculous	ọchị	disgust	0.352
compost	compost	disgust	0.352
obi	obi	disgust	0.352
untoward	ọhụụ	disgust	0.352
censor	censor	disgust	0.352
uncertain	ejighị n'aka	disgust	0.352
lawyer	ọkàiwu	disgust	0.352
flinch	flinch	disgust	0.352
flesh	anụ	disgust	0.352
crushed	etipịa	disgust	0.352
displeased	ewe iwe	disgust	0.352
inept	enweghị	disgust	0.352
wrongful	ezighi ezi	disgust	0.352
cutting	ịcha	disgust	0.352
fierce	ihe ike	disgust	0.352
misbehavior	omume ọjọọ	disgust	0.352
frustrate	obi mgbawa	disgust	0.352
dismissal	nchụpụ	disgust	0.352
disapprove	ekwetaghị	disgust	0.344
depreciate	abaghị uru	disgust	0.344
tearful	akwa ákwá	disgust	0.344
thoughtless	enweghị echiche	disgust	0.336
unsettled	obi erughị ala	disgust	0.336
lumpy	lumpy	disgust	0.336
discoloration	nchọpụta ihe	disgust	0.336
blunder	ihe ojoo	disgust	0.336
disinclination	enweghị mgbagha	disgust	0.336
distrust	enweghị ntụkwasị obi	disgust	0.336
annoy	iwe iwe	disgust	0.336
lawsuit	ikpe	disgust	0.336
discontent	enweghị obi ụtọ	disgust	0.336
grumble	grumble	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	daft	disgust	0.336
heartsick	obi	disgust	0.336
disliked	enweghị mmasị	disgust	0.336
bickering	bickering	disgust	0.336
disallowed	ekwesighi	disgust	0.336
unmanageable	unmanageable	disgust	0.328
hydrophobia	hydrophobia	disgust	0.328
unsatisfactory	enweghị afọ ojuju	disgust	0.328
whine	gbanwee	disgust	0.328
exasperation	oke iwe	disgust	0.328
instability	nsogbu	disgust	0.328
provoking	na-akpali akpali	disgust	0.328
disappointed	ndakpọ olileanya	disgust	0.328
inhibit	inhibit	disgust	0.328
sly	sly	disgust	0.328
grievance	mkpesa	disgust	0.328
materialist	materialist	disgust	0.328
excluded	ewepu	disgust	0.328
cacophony	cacophony	disgust	0.328
misleading	eduhie	disgust	0.321
disclaim	wepụ	disgust	0.320
rags	akwa	disgust	0.320
soot	soot	disgust	0.320
disservice	arụ ọrụ	disgust	0.320
unequal	ezighi ezi	disgust	0.320
humbug	humbug	disgust	0.320
reproach	nkọcha	disgust	0.320
confined	ejigide	disgust	0.320
disapproving	ekwetaghị	disgust	0.320
annoyance	iwe	disgust	0.320
mishap	mishap	disgust	0.320
groan	na-asụ ude	disgust	0.320
soil	ala	disgust	0.312
depreciated	abaghị uru	disgust	0.312
disincline	adịghị mma	disgust	0.312
inappropriate	ezighi ezi	disgust	0.312
inconsiderate	enweghị atụ	disgust	0.312
burke	burke	disgust	0.312
overpriced	overpriced	disgust	0.312
sneeze	sneeze	disgust	0.312
stomach	afo	disgust	0.312
criticize	ịkatọ	disgust	0.312
theism	akwara	disgust	0.312
disparity	ezighi ezi	disgust	0.305
gall	gall	disgust	0.305
latent	latent	disgust	0.305
grumpy	grumpy	disgust	0.305
bang	Ee	disgust	0.305
inadmissible	ekwenyeghị	disgust	0.305
unfriendly	enweghị ihu ọchị	disgust	0.305
shack	nkpuchi	disgust	0.305
disliking	enweghị mmasị	disgust	0.305
unaccountable	enweghị ike	disgust	0.305
coop	coop	disgust	0.304
scold	na-agba	disgust	0.297
growling	na-eto eto	disgust	0.297
lonely	owu	disgust	0.297
delay	egbu oge	disgust	0.297
congress	nzuko	disgust	0.297
disregarded	elegharaghị ya anya	disgust	0.297
disappointment	ndakpọ olileanya	disgust	0.297
backwards	azụ	disgust	0.297
soreness	akpọnwụ	disgust	0.297
rogue	rogue	disgust	0.297
infamous	aha ọjọọ	disgust	0.289
lesbian	ụmụ nwanyị nwanyị	disgust	0.289
notoriety	ama ama	disgust	0.289
catechism	catechism	disgust	0.289
flop	flop	disgust	0.289
nettle	nettle	disgust	0.289
janitor	nza	disgust	0.289
saturated	jupụta	disgust	0.281
gaby	gaby	disgust	0.281
prohibited	machibidoro	disgust	0.281
remiss	ezighi ezi	disgust	0.281
unfair	ezighi ezi	disgust	0.281
desist	kwụsị	disgust	0.281
wince	emeri	disgust	0.281
aftermath	emesị	disgust	0.281
huff	huff	disgust	0.273
discolored	kpochapụrụ	disgust	0.273
uneasy	obi iru ala	disgust	0.273
wrangling	arụ ụka	disgust	0.273
tribunal	ikpe ikpe	disgust	0.273
weird	dị egwu	disgust	0.266
bureaucrat	ụlọ ọrụ	disgust	0.266
coldness	oyi	disgust	0.266
impolite	adịghị ike	disgust	0.266
politic	ndọrọ ndọrọ ọchịchị	disgust	0.266
unsatisfied	enweghị afọ ojuju	disgust	0.266
swig	swig	disgust	0.266
inefficiency	arụghị ọrụ	disgust	0.266
frantic	obi ọjọọ	disgust	0.266
crawl	igwu	disgust	0.266
instinctive	ihe omuma	disgust	0.258
barrow	ọ dị mma	disgust	0.258
incase	adịghị ama ama	disgust	0.258
octopus	ọktopus	disgust	0.258
chagrin	chagrin	disgust	0.258
copycat	copycat	disgust	0.258
rascal	rascal	disgust	0.258
sarcasm	ekwu okwu mkparị	disgust	0.258
gruff	gruff	disgust	0.258
misconception	ezighị ezi	disgust	0.250
hulk	hulk	disgust	0.250
shanghai	shanghai	disgust	0.250
baboon	ọwa	disgust	0.250
disinclined	enweghị nchegbu	disgust	0.250
lose	efunahụ	disgust	0.250
john	john	disgust	0.250
cupping	cupping	disgust	0.250
rook	rook	disgust	0.242
gratuitous	freeous	disgust	0.242
entangled	etinye aka	disgust	0.242
opponent	onye iro	disgust	0.242
tariff	ọnụahịa	disgust	0.242
scrub	scrub	disgust	0.242
resign	kwenye	disgust	0.234
prolong	ogologo	disgust	0.234
backwardness	azụ	disgust	0.234
reluctance	enweghị mmasị	disgust	0.234
questionable	ajuju	disgust	0.234
lagging	agbaghara	disgust	0.234
unlucky	enweghị obi ụtọ	disgust	0.234
misstatement	nkwuhie	disgust	0.234
reversal	ngbanwe	disgust	0.227
disqualified	ezighi ezi	disgust	0.227
subsidy	enyemaka	disgust	0.227
ineffectual	enweghị ntụpọ	disgust	0.227
fussy	fussy	disgust	0.227
unpopular	enweghị mmasị	disgust	0.227
default	ndabara	disgust	0.227
intense	ike	disgust	0.219
