word	Yoruba-yo	emotion	emotion-intensity-score
ruinous	iparun	disgust	0.578
squeamish	squeamish	disgust	0.578
offensive	ibinu	disgust	0.578
conspirator	igbimọ	disgust	0.578
larceny	larceny	disgust	0.578
debauchery	aibikita	disgust	0.578
mangle	NO TRANSLATION	disgust	0.578
flea	eegbọn	disgust	0.578
hypocrite	agabagebe	disgust	0.578
retard	retard	disgust	0.578
fiend	fiend	disgust	0.578
sick	aisan	disgust	0.578
quagmire	ile eegun	disgust	0.578
expulsion	igbesẹ	disgust	0.578
treacherous	treacherous	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	tutọ	disgust	0.570
devastating	ipanu pupo	disgust	0.570
bastard	Ọmọ ale	disgust	0.570
messy	aṣoju	disgust	0.570
flog	flog	disgust	0.570
egregious	egregious	disgust	0.570
swamp	swamp	disgust	0.570
oppress	ibanujẹ	disgust	0.570
despise	kẹgàn	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	ejo	disgust	0.570
snake	ejo	disgust	0.562
terrible	ẹru	disgust	0.562
awful	buruju	disgust	0.562
harmful	ipalara	disgust	0.562
insanity	aṣiwere	disgust	0.562
indecent	alaigbọran	disgust	0.562
sordid	sordid	disgust	0.562
loo	lo	disgust	0.562
scoundrel	alarin	disgust	0.562
enemy	ota	disgust	0.562
stealing	jiji	disgust	0.562
alcoholism	ọti-lile	disgust	0.562
humiliation	itiju	disgust	0.562
ruthless	alailopin	disgust	0.562
sloppy	sloppy	disgust	0.562
tyrannical	aṣoju	disgust	0.562
harlot	panṣaga	disgust	0.562
sinning	sinning	disgust	0.562
robbery	jija	disgust	0.555
insufferable	ko ni idi	disgust	0.555
arsenic	arsenic	disgust	0.555
bloody	itajesile	disgust	0.555
odious	o buru	disgust	0.555
ridicule	ipaya	disgust	0.555
atrophy	atrophy	disgust	0.555
beastly	ẹranko	disgust	0.555
collusion	ijidọpọ	disgust	0.555
distaste	distaste	disgust	0.555
segregate	segregate	disgust	0.555
discriminating	iyatọ	disgust	0.555
coward	alarin	disgust	0.555
wickedness	iwa buburu	disgust	0.555
threatening	idẹruba	disgust	0.555
unattractive	unattractive	disgust	0.555
slayer	apaniyan	disgust	0.555
flabby	flabby	disgust	0.555
varicella	varicella	disgust	0.555
miserable	ibanujẹ	disgust	0.547
sty	sty	disgust	0.547
ogre	ogre	disgust	0.547
coercion	iṣọkun	disgust	0.547
thief	olè	disgust	0.547
slur	slur	disgust	0.547
suffocating	suffocating	disgust	0.547
anathema	anathema	disgust	0.547
purgatory	purgatory	disgust	0.547
malevolent	maṣe	disgust	0.547
bitterly	kikoro	disgust	0.547
burglar	burglar	disgust	0.547
attacking	kolu	disgust	0.547
vesicular	vesicular	disgust	0.547
condemnation	idajọ	disgust	0.547
pillage	ipalara	disgust	0.547
deleterious	aṣoju	disgust	0.547
thrash	jamba	disgust	0.539
repellant	aṣiṣe	disgust	0.539
repudiation	repudiation	disgust	0.539
infidelity	aiṣedeede	disgust	0.539
liar	eke	disgust	0.539
fatty	ọra	disgust	0.539
gob	gob	disgust	0.539
sneer	sneer	disgust	0.539
drunken	mimu	disgust	0.539
disgrace	itiju	disgust	0.539
shame	itiju	disgust	0.539
jealous	owú	disgust	0.539
imprisoned	tubu	disgust	0.539
pig	ẹlẹdẹ	disgust	0.539
greedy	greedy	disgust	0.539
sloth	sloth	disgust	0.539
lethal	apaniyan	disgust	0.536
burnt	sisun	disgust	0.531
aberration	aberration	disgust	0.531
condescension	isokalẹ	disgust	0.531
hydrocephalus	hydrocephalus	disgust	0.531
hanging	wa ni ara korokun	disgust	0.531
destructive	iparun	disgust	0.531
smuggler	smuggler	disgust	0.531
intolerant	inlerant	disgust	0.531
travesty	iṣowo	disgust	0.531
intrusive	intrusive	disgust	0.531
ruined	dabaru	disgust	0.531
withered	rọ	disgust	0.531
disintegrate	disintegrate	disgust	0.531
brawl	agbọn	disgust	0.531
blemish	àbàwọn	disgust	0.531
neurotic	neurotic	disgust	0.531
blasphemous	ọrọ-odi	disgust	0.531
lying	eke	disgust	0.531
painful	irora	disgust	0.531
avarice	avarice	disgust	0.523
disgraced	itiju	disgust	0.523
mistress	oluwa	disgust	0.523
disparaging	disparaging	disgust	0.523
rubbish	idoti	disgust	0.523
derogation	iṣeduro	disgust	0.523
accusation	ẹsun	disgust	0.523
intolerance	ifarada	disgust	0.523
incarceration	igbasilẹ	disgust	0.523
blighted	ti o bajẹ	disgust	0.523
sump	ipọnla	disgust	0.516
deplorable	ipalara	disgust	0.516
daemon	daemon	disgust	0.516
cringe	ti o ni	disgust	0.516
degrade	degrade	disgust	0.516
gutter	gutter	disgust	0.516
rob	Rob	disgust	0.516
grim	jamu	disgust	0.516
defraud	defraud	disgust	0.516
tortious	tortious	disgust	0.516
eradication	eradication	disgust	0.516
stink	tẹ	disgust	0.516
convict	oluwa	disgust	0.516
dishonor	aṣoju	disgust	0.516
vulture	irun	disgust	0.516
remains	si maa wa	disgust	0.516
mite	mite	disgust	0.516
betray	fifun	disgust	0.516
sham	sham	disgust	0.509
endemic	endemic	disgust	0.508
bombed	bombed	disgust	0.508
distress	ipọnju	disgust	0.508
pest	kokoro	disgust	0.508
incurable	ti ko ni itura	disgust	0.508
worthless	asan	disgust	0.508
rejection	ijabọ	disgust	0.508
distasteful	alaafia	disgust	0.508
schizophrenia	ailera	disgust	0.508
belittle	belittle	disgust	0.508
smelling	gbigbọn	disgust	0.508
cheat	iyanjẹ	disgust	0.508
blob	blob	disgust	0.508
prisoner	ẹlẹwọn	disgust	0.508
idiocy	idiocy	disgust	0.508
delirium	delirium	disgust	0.508
disaster	ajalu	disgust	0.508
crude	robi	disgust	0.508
resentment	ìkóríra	disgust	0.508
dreadfully	ẹru	disgust	0.508
glut	glut	disgust	0.508
polemic	polu	disgust	0.500
derision	ẹgan	disgust	0.500
idolatry	ib] rißa	disgust	0.500
taboo	taboo	disgust	0.500
screaming	ikigbe ni igbekun	disgust	0.500
banish	banish	disgust	0.500
dirt	o dọti	disgust	0.500
goblin	goblin	disgust	0.500
shackle	shackle	disgust	0.500
bribery	bribery	disgust	0.500
flagrant	flagrant	disgust	0.500
jealousy	owú	disgust	0.500
impurity	aibajẹ	disgust	0.500
theft	ole	disgust	0.500
bitterness	kikoro	disgust	0.500
offense	ẹṣẹ	disgust	0.500
impeach	impeach	disgust	0.500
blight	Blight	disgust	0.500
duress	duress	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	ojukokoro	disgust	0.500
tirade	tirade	disgust	0.500
squirm	squirm	disgust	0.492
robber	robber	disgust	0.492
ill	aisan	disgust	0.492
unconscionable	alaibajẹ	disgust	0.492
recession	ipadasẹhin	disgust	0.492
gorge	Gorge	disgust	0.492
wreck	npa	disgust	0.492
malign	malign	disgust	0.492
boil	sise	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	ẹtan	disgust	0.492
disreputable	disreputable	disgust	0.492
wasteful	alailewu	disgust	0.484
affliction	ipọnju	disgust	0.484
stain	idoti	disgust	0.484
contempt	ẹgan	disgust	0.484
nappy	alaafia	disgust	0.484
mutiny	mutiny	disgust	0.484
occult	occult	disgust	0.484
tramp	tramp	disgust	0.484
unbearable	alaafia	disgust	0.484
offender	oluṣe	disgust	0.484
servile	iṣẹ-ṣiṣe	disgust	0.484
contraband	contraband	disgust	0.484
raging	raging	disgust	0.484
snarl	snarl	disgust	0.484
mad	asiwere	disgust	0.484
subjugation	subjugation	disgust	0.484
possessed	ti gba	disgust	0.484
animosity	irora	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	defamation	disgust	0.484
disrespectful	alaibọwọ	disgust	0.484
mess	idotin	disgust	0.484
nepotism	nepotism	disgust	0.484
inexcusable	inexcusable	disgust	0.484
pathetic	pathetic	disgust	0.477
unpleasant	alaafia	disgust	0.477
suppression	titẹku	disgust	0.477
mockery	ẹgan	disgust	0.477
palsy	Palsy	disgust	0.477
criminal	odaran	disgust	0.477
illegality	arufin	disgust	0.477
uncaring	laanu	disgust	0.477
antagonistic	aiṣedede	disgust	0.477
immorality	aiṣedede	disgust	0.477
dismal	dismal	disgust	0.477
angry	binu	disgust	0.469
repellent	repellent	disgust	0.469
cough	Ikọaláìdúró	disgust	0.469
arrogant	agberaga	disgust	0.469
grating	Ikawe	disgust	0.469
aggravation	ibanujẹ	disgust	0.469
livid	livid	disgust	0.469
banishment	gbigbe oko	disgust	0.469
shoddy	bii	disgust	0.469
banshee	banshee	disgust	0.469
poverty	osi	disgust	0.469
wallow	wallow	disgust	0.469
outrage	irunu	disgust	0.469
mocking	rẹrin	disgust	0.469
furious	ibinu	disgust	0.469
perspiration	simi	disgust	0.469
prick	prick	disgust	0.461
recklessness	aiṣedede	disgust	0.461
distorted	ko daru	disgust	0.461
fraudulent	ẹtan	disgust	0.461
spider	Spider	disgust	0.461
quack	quack	disgust	0.461
perdition	perdition	disgust	0.461
muddy	muddy	disgust	0.461
spurious	alapọ	disgust	0.461
insulting	itiju	disgust	0.461
scar	aleebu	disgust	0.461
deceive	tàn	disgust	0.461
unjustifiable	unjustifiable	disgust	0.461
fool	aṣiwère	disgust	0.461
deplore	deplore	disgust	0.461
plunder	ikogun	disgust	0.461
aphid	aphid	disgust	0.453
bane	bane	disgust	0.453
indignation	irunu	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	amotaraenikan	disgust	0.453
disparage	disparage	disgust	0.453
cur	cur	disgust	0.453
dishonest	alaiṣootọ	disgust	0.453
stigma	abuku	disgust	0.453
eschew	eschew	disgust	0.453
antipathy	egboogi	disgust	0.453
alienate	ajeji	disgust	0.453
disingenuous	alaafia	disgust	0.453
elimination	imukuro	disgust	0.453
unthinkable	unthinkable	disgust	0.453
wasted	ti sọnu	disgust	0.445
recalcitrant	igbasilẹ	disgust	0.445
iniquity	aiṣedede	disgust	0.445
mosquito	efon	disgust	0.445
caries	caries	disgust	0.445
bankruptcy	bankruptcy	disgust	0.445
egotistical	egotistical	disgust	0.445
piles	Awọn batiri	disgust	0.445
smell	orun	disgust	0.445
vacuous	asiri	disgust	0.445
despair	ibanujẹ	disgust	0.445
opium	opium	disgust	0.445
garish	garish	disgust	0.445
lie	luba	disgust	0.445
pious	olooot]	disgust	0.445
aversion	aversion	disgust	0.438
sticky	alalepo	disgust	0.438
scream	kigbe	disgust	0.438
alien	ajeji	disgust	0.438
shun	shun	disgust	0.438
abnormal	ohun ajeji	disgust	0.438
ashamed	tiju	disgust	0.438
inmate	inmate	disgust	0.438
abject	abject	disgust	0.438
hog	hog	disgust	0.438
hopelessness	ireti	disgust	0.438
homeless	aini ile	disgust	0.438
obnoxious	ohun ti o buru	disgust	0.438
curse	egún	disgust	0.430
creature	eda	disgust	0.430
cursing	eegun	disgust	0.430
illegal	arufin	disgust	0.430
lusty	lusty	disgust	0.430
shameless	itiju	disgust	0.430
debris	idoti	disgust	0.430
defiance	ipenija	disgust	0.430
pall	pall	disgust	0.430
falsity	falsity	disgust	0.430
reflux	reflux	disgust	0.430
incredulous	alaigbagbọ	disgust	0.430
adverse	ikolu	disgust	0.430
trickery	trickery	disgust	0.430
callous	alaafia	disgust	0.430
separatist	olutọtọ	disgust	0.430
undesirable	ti ko yẹ	disgust	0.430
denounce	ẹgan	disgust	0.430
witch	witch	disgust	0.430
bum	bum	disgust	0.422
bovine	bovine	disgust	0.422
denunciation	idibajẹ	disgust	0.422
untidy	untidy	disgust	0.422
impure	alaimọ	disgust	0.422
mistrust	aifokita	disgust	0.422
tarnish	tarnish	disgust	0.422
ferocious	ferocious	disgust	0.422
gush	gush	disgust	0.422
infantile	alabirin	disgust	0.422
ammonia	Amonia	disgust	0.422
offend	ṣe aiṣedede	disgust	0.422
idiotic	idiotic	disgust	0.422
hypertrophy	hypertrophy	disgust	0.422
nicotine	Nicotine	disgust	0.422
tasteless	awọn ohun itọwo	disgust	0.422
pompous	pompous	disgust	0.422
socialist	sosialisiti	disgust	0.422
delinquent	laini	disgust	0.422
swarm	swarm	disgust	0.422
contentious	ariyanjiyan	disgust	0.422
carelessness	abojuto	disgust	0.422
hairy	irun	disgust	0.422
wasting	jafara	disgust	0.422
slush	slush	disgust	0.422
affront	ojuju	disgust	0.422
collapse	subu	disgust	0.422
badness	iwa buburu	disgust	0.422
dishonesty	aiṣedeede	disgust	0.414
vegetative	vegetative	disgust	0.414
displacency	aiṣedeede	disgust	0.414
unfavorable	aibajẹ	disgust	0.414
disobey	iṣeduro	disgust	0.414
sour	ekan	disgust	0.414
socialism	Ijojọṣepọ	disgust	0.414
murky	murky	disgust	0.414
neglected	ti gbagbe	disgust	0.414
drivel	akọọlẹ	disgust	0.414
vampire	vampire	disgust	0.414
litigious	ẹdun	disgust	0.414
illegitimate	arufin	disgust	0.414
disgruntled	alaafia	disgust	0.406
ignorant	alaimọ	disgust	0.406
outcast	aṣiṣe	disgust	0.406
unkind	aanu	disgust	0.406
repel	repel	disgust	0.406
displeasure	ibinu	disgust	0.406
phony	phony	disgust	0.406
shoplifting	shoplifting	disgust	0.406
dislike	ikorira	disgust	0.406
unlawful	ibanuje	disgust	0.406
bogus	bogus	disgust	0.406
discontinuity	aifọwọyi	disgust	0.406
recidivism	igbasilẹ	disgust	0.406
ungrateful	alainidi	disgust	0.406
wrongdoing	aṣiṣe	disgust	0.406
falsify	falsify	disgust	0.406
prosecution	ibanirojọ	disgust	0.406
failure	ikuna	disgust	0.398
loon	loon	disgust	0.398
lick	lick	disgust	0.398
subvert	ṣaṣari	disgust	0.398
rigor	rigor	disgust	0.398
unruly	alaigbọran	disgust	0.398
paucity	ailopin	disgust	0.398
unnatural	odaran	disgust	0.398
averse	aṣeji	disgust	0.398
senseless	alaimọ	disgust	0.398
worsening	buru si	disgust	0.398
disdain	disdain	disgust	0.398
woe	egbé	disgust	0.398
woefully	laanu	disgust	0.398
amphetamines	amphetamines	disgust	0.398
stingy	alara	disgust	0.398
crushing	crushing	disgust	0.398
insult	itiju mọlẹ	disgust	0.393
damage	ibajẹ	disgust	0.391
hardened	ṣòro	disgust	0.391
diatribe	diatribe	disgust	0.391
averseness	NO TRANSLATION	disgust	0.391
critter	oluwadi	disgust	0.391
muff	muff	disgust	0.391
antisocial	alatako	disgust	0.391
punishment	ijiya	disgust	0.391
bad	buburu	disgust	0.391
punished	ijiya	disgust	0.391
disrelish	idasile	disgust	0.391
expel	yọ kuro	disgust	0.391
farcical	o jina	disgust	0.391
scorpion	ilọ-ara	disgust	0.391
sacrifices	ẹbọ	disgust	0.383
plagiarism	iyọọda	disgust	0.383
hypocritical	agabagebe	disgust	0.383
divorce	ikọsilẹ	disgust	0.383
presumptuous	ipaniyan	disgust	0.383
discord	ibanuje	disgust	0.383
fugitive	fugitive	disgust	0.383
fulsome	Fulsome	disgust	0.383
shabby	shabby	disgust	0.383
orc	Orc	disgust	0.383
adder	adder	disgust	0.383
anaconda	anaconda	disgust	0.383
surly	surly	disgust	0.383
irrational	irrational	disgust	0.383
disappoint	jakulẹ	disgust	0.383
illiterate	alaiṣẹ	disgust	0.383
lament	sọkun	disgust	0.383
eviction	ipese	disgust	0.383
teeming	teeming	disgust	0.383
guilt	ẹbi	disgust	0.383
misconduct	ti ko tọ	disgust	0.375
blame	ibawi	disgust	0.375
alienation	ajeji	disgust	0.375
depressing	depressing	disgust	0.375
irritating	irritating	disgust	0.375
plight	ipo	disgust	0.375
unworthy	unworthy	disgust	0.375
dislocated	dislocated	disgust	0.375
scoff	ẹlẹgbẹ	disgust	0.375
irritation	irúnu	disgust	0.375
defective	aṣiṣe	disgust	0.375
shock	mọnamọna	disgust	0.375
hoax	hoax	disgust	0.367
coerce	agbọn	disgust	0.367
revoke	fagilee	disgust	0.367
stripped	ti yọ kuro	disgust	0.367
exclusion	iyasoto	disgust	0.367
blatant	iyatọ	disgust	0.367
disillusionment	ibanujẹ	disgust	0.367
squelch	squelch	disgust	0.367
unhealthy	alaafia	disgust	0.367
toad	toad	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	pitfall	disgust	0.367
vainly	asan	disgust	0.367
powerless	laisi agbara	disgust	0.367
cad	cad	disgust	0.367
hurtful	ipalara	disgust	0.367
shuddering	ibanujẹ	disgust	0.367
wimp	wimp	disgust	0.367
oddity	oddity	disgust	0.359
rebellion	iṣọtẹ	disgust	0.359
incompatible	ibamu	disgust	0.359
ineptitude	ineptitude	disgust	0.359
dispose	sọ	disgust	0.359
disobedience	alaigboran	disgust	0.359
damn	Gbaga	disgust	0.359
bug	kokoro	disgust	0.359
deserted	silẹ	disgust	0.359
litigate	ipalara	disgust	0.352
ridiculous	ipaya	disgust	0.352
compost	compost	disgust	0.352
obi	Obi	disgust	0.352
untoward	àìpẹ	disgust	0.352
censor	censor	disgust	0.352
uncertain	alaini	disgust	0.352
lawyer	agbẹjọro	disgust	0.352
flinch	flinch	disgust	0.352
flesh	ara	disgust	0.352
crushed	ti pa	disgust	0.352
displeased	binu	disgust	0.352
inept	ailewu	disgust	0.352
wrongful	ti ko tọ	disgust	0.352
cutting	Iku	disgust	0.352
fierce	imuna	disgust	0.352
misbehavior	iwa aṣiṣe	disgust	0.352
frustrate	ibanuje	disgust	0.352
dismissal	ijabọ	disgust	0.352
disapprove	ko yẹ	disgust	0.344
depreciate	ti dinku	disgust	0.344
tearful	yiya	disgust	0.344
thoughtless	alairo	disgust	0.336
unsettled	unsettled	disgust	0.336
lumpy	lumpy	disgust	0.336
discoloration	irinaloju	disgust	0.336
blunder	ipalara	disgust	0.336
disinclination	airokuro	disgust	0.336
distrust	atokuro	disgust	0.336
annoy	ibanujẹ	disgust	0.336
lawsuit	ejo	disgust	0.336
discontent	aibanujẹ	disgust	0.336
grumble	ti nkùn	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	daft	disgust	0.336
heartsick	ọkàn	disgust	0.336
disliked	korira	disgust	0.336
bickering	bickering	disgust	0.336
disallowed	ti pa	disgust	0.336
unmanageable	unmanageable	disgust	0.328
hydrophobia	hydrophobia	disgust	0.328
unsatisfactory	unsatisfactory	disgust	0.328
whine	whine	disgust	0.328
exasperation	ipasẹ	disgust	0.328
instability	ailewu	disgust	0.328
provoking	si tako	disgust	0.328
disappointed	ti yẹ adehun	disgust	0.328
inhibit	dojuti	disgust	0.328
sly	sly	disgust	0.328
grievance	ibanuje	disgust	0.328
materialist	materialist	disgust	0.328
excluded	laiṣe	disgust	0.328
cacophony	ṣelọpọ	disgust	0.328
misleading	ṣiwọn	disgust	0.321
disclaim	sọ	disgust	0.320
rags	rags	disgust	0.320
soot	Soot	disgust	0.320
disservice	ibanujẹ	disgust	0.320
unequal	unqual	disgust	0.320
humbug	humbug	disgust	0.320
reproach	ẹgan	disgust	0.320
confined	alapin	disgust	0.320
disapproving	disapproving	disgust	0.320
annoyance	ibanuje	disgust	0.320
mishap	mishap	disgust	0.320
groan	kérora	disgust	0.320
soil	ile	disgust	0.312
depreciated	ti a dinku	disgust	0.312
disincline	aiyede	disgust	0.312
inappropriate	ko yẹ	disgust	0.312
inconsiderate	alaiṣedeede	disgust	0.312
burke	burke	disgust	0.312
overpriced	overpriced	disgust	0.312
sneeze	sneeze	disgust	0.312
stomach	Ìyọnu	disgust	0.312
criticize	ẹri	disgust	0.312
theism	theism	disgust	0.312
disparity	iyatọ	disgust	0.305
gall	gall	disgust	0.305
latent	Latent	disgust	0.305
grumpy	alaro	disgust	0.305
bang	Bangi	disgust	0.305
inadmissible	ti kii ṣe igbasilẹ	disgust	0.305
unfriendly	aigbọra	disgust	0.305
shack	shack	disgust	0.305
disliking	ikorira	disgust	0.305
unaccountable	ko ṣeeṣe	disgust	0.305
coop	coop	disgust	0.304
scold	ẹkun	disgust	0.297
growling	didùn	disgust	0.297
lonely	nitosi	disgust	0.297
delay	idaduro	disgust	0.297
congress	Ile Asofin	disgust	0.297
disregarded	aifiyesi	disgust	0.297
disappointment	ibanuje	disgust	0.297
backwards	sẹhin	disgust	0.297
soreness	ọgbẹ	disgust	0.297
rogue	Ole	disgust	0.297
infamous	ailokiki	disgust	0.289
lesbian	Arabinrin	disgust	0.289
notoriety	akiyesi	disgust	0.289
catechism	catechism	disgust	0.289
flop	flop	disgust	0.289
nettle	ipalara	disgust	0.289
janitor	janitor	disgust	0.289
saturated	ti a dapọ	disgust	0.281
gaby	gaby	disgust	0.281
prohibited	ti ko gba laaye	disgust	0.281
remiss	ipalara	disgust	0.281
unfair	aiṣedeede	disgust	0.281
desist	deist	disgust	0.281
wince	wince	disgust	0.281
aftermath	lẹhin lẹhin	disgust	0.281
huff	huff	disgust	0.273
discolored	discolored	disgust	0.273
uneasy	laanu	disgust	0.273
wrangling	jija	disgust	0.273
tribunal	ile-ẹjọ	disgust	0.273
weird	eemọ	disgust	0.266
bureaucrat	bureaucrat	disgust	0.266
coldness	tutu	disgust	0.266
impolite	imuduro	disgust	0.266
politic	oloselu	disgust	0.266
unsatisfied	alaiṣẹ	disgust	0.266
swig	swig	disgust	0.266
inefficiency	inefficiency	disgust	0.266
frantic	frantic	disgust	0.266
crawl	ra ko	disgust	0.266
instinctive	lainidi	disgust	0.258
barrow	ọgbọ	disgust	0.258
incase	bi o ba ṣẹlẹ pe	disgust	0.258
octopus	ẹja ẹlẹsẹ mẹjọ	disgust	0.258
