word	Hawaiian-haw	emotion	emotion-intensity-score
gnome	ke aliʻi	disgust	0.203
awkwardness	awkwardness	disgust	0.203
inconvenient	pilikiaʻole	disgust	0.203
dandy	laia	disgust	0.203
speck	kūkā	disgust	0.203
fleece	ke anuenue	disgust	0.195
howl	howl	disgust	0.195
monochrome	monochrome	disgust	0.195
airs	ea	disgust	0.195
gelatin	Gelatin	disgust	0.195
misguided	NO TRANSLATION	disgust	0.195
morals	maikaʻi	disgust	0.195
dabbling	kāhea	disgust	0.195
celebrity	kaulana	disgust	0.188
avoid	aloʻala	disgust	0.188
stalemate	kūpaʻa	disgust	0.188
lush	lush	disgust	0.188
gent	maikaʻi	disgust	0.188
lesser	ka liʻiliʻi	disgust	0.188
sunk	hāʻule	disgust	0.180
nose	ihu	disgust	0.180
claimant	ka mea noi	disgust	0.180
laughable	lauhala	disgust	0.180
possession	paʻa	disgust	0.180
larger	nui	disgust	0.164
hoot	hoot	disgust	0.164
mouthful	me ka waha	disgust	0.164
thrift	ʻo ka hoʻouluhua	disgust	0.164
pregnancy	'ōpū	disgust	0.164
undoubted	ʻaʻole kānalua	disgust	0.164
clamor	kāpili	disgust	0.156
misplace	kuhi	disgust	0.156
sentence	ka hoʻopaʻi	disgust	0.156
parrot	Pālolo	disgust	0.156
obliging	e paʻa ana	disgust	0.156
nameless	inoaless	disgust	0.148
bummer	bummer	disgust	0.148
feeling	manaʻo	disgust	0.141
elf	elf	disgust	0.141
excellence	maikaʻi	disgust	0.141
turn	e huli	disgust	0.133
gray	hinahina	disgust	0.133
asymmetry	ke kūmākī	disgust	0.133
clumsy	hemahema	disgust	0.133
stall	make	disgust	0.133
bran	lālā	disgust	0.125
finally	i ka hopena	disgust	0.125
lord	haku	disgust	0.125
boy	keiki kāne	disgust	0.117
cove	ka hao	disgust	0.117
nurture	mālama	disgust	0.117
savor	maikaʻi	disgust	0.117
lemon	lemon	disgust	0.109
winning	lanakila	disgust	0.109
powerful	ikaika	disgust	0.102
glitter	hāmama	disgust	0.094
interior	roto	disgust	0.086
mind	manaʻo	disgust	0.086
treat	pono	disgust	0.078
interested	makemake	disgust	0.078
abundance	nui	disgust	0.078
honest	ʻoiaʻiʻo	disgust	0.055
kite	ʻike	disgust	0.055
humble	haʻahaʻa	disgust	0.047
tree	kumulāʻau	disgust	0.039
torture	ka hoʻomāinoino	fear	0.984
terrorist	weliweli	fear	0.972
horrific	nui	fear	0.969
terrorism	nā hoʻokūkū	fear	0.969
terrorists	nā mea hoʻoweliweli	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	pepehi	fear	0.962
homicidal	ka homicidal	fear	0.959
annihilate	lukuʻia	fear	0.953
terror	weliweli	fear	0.953
murderer	pepehi kanaka	fear	0.953
catastrophe	ka pōʻino	fear	0.953
dying	make	fear	0.948
war	kaua	fear	0.942
bombing	popo	fear	0.938
bomb	poma	fear	0.935
missiles	nā pahi kaua	fear	0.934
horror	weliweli	fear	0.923
brutality	hewa	fear	0.922
bloodthirsty	ke koko	fear	0.922
terrorize	weliweli	fear	0.922
horrified	weliweli	fear	0.922
murderous	pepehi kanaka	fear	0.920
massacre	luku	fear	0.911
assassinate	pepehi	fear	0.906
horrifying	weliweli	fear	0.906
fatality	ka momona	fear	0.906
murder	pepehi kanaka	fear	0.906
mutilation	kaʻokiʻana	fear	0.906
terrifying	weliweli	fear	0.906
devastation	ka pōʻino	fear	0.906
holocaust	holo kuni	fear	0.906
horrors	nā mea weliweli	fear	0.906
killing	pepehi	fear	0.906
demon	ka diabolō	fear	0.906
terrified	weliweli	fear	0.906
suicidal	ke suicidal	fear	0.898
kidnap	hōʻiliʻili	fear	0.891
slaughter	pepehi	fear	0.891
assault	Limanui	fear	0.891
crucifixion	kauʻia	fear	0.891
doomed	e hoʻopaʻi	fear	0.888
poisoned	kaona	fear	0.886
suicide	ke pepehi kanaka	fear	0.879
explosion	pāpā	fear	0.879
dismemberment	kaʻawale	fear	0.875
slaughtering	pepehi kanaka	fear	0.875
disastrous	pilikia	fear	0.875
deadly	make	fear	0.875
annihilation	luku	fear	0.875
disaster	ka pōʻino	fear	0.875
threatening	weliweli	fear	0.875
suffocation	pilikia	fear	0.875
assassin	pepehi kanaka	fear	0.875
savagery	kauā	fear	0.875
rape	raina	fear	0.870
hell	hehena	fear	0.860
anthrax	anthrax	fear	0.859
explosive	nā mea pōʻino	fear	0.859
warfare	kaua	fear	0.859
paralyzed	maʻi'ōpū	fear	0.859
molestation	ʻo ka molestation	fear	0.859
homicide	ka pepehi kanaka	fear	0.859
barbaric	kūkā	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	ka pōʻino	fear	0.859
demonic	hoʻopōʻino	fear	0.859
bloodshed	i ke koko	fear	0.859
annihilated	lukuʻia	fear	0.859
attacking	kū'ē	fear	0.859
dread	hopohopo	fear	0.859
slaughterhouse	kauhale	fear	0.859
tragedy	pōʻino	fear	0.859
guillotine	ke kālani	fear	0.859
executioner	ka mea pepehi	fear	0.859
suffocating	make	fear	0.858
treachery	hoʻopunipuni	fear	0.856
fright	weliweli	fear	0.853
traumatic	traumatic	fear	0.844
afraid	makaʻu	fear	0.844
morgue	morgue	fear	0.844
drown	make	fear	0.844
destroying	e luku ana	fear	0.844
painful	eha	fear	0.844
frightened	weliweli	fear	0.844
monster	nui	fear	0.844
slayer	pepehi kanaka	fear	0.844
abomination	ino	fear	0.844
execution	hopena	fear	0.844
scariest	i maʻaʻole	fear	0.844
bombardment	popo	fear	0.844
vengeance	ka hoʻopaʻi	fear	0.844
panicked	ua pīhoihoi	fear	0.844
frightening	weliweli	fear	0.844
scare	makaʻu	fear	0.844
apocalypse	ke apocalypse	fear	0.844
petrified	e hoʻoweliweliʻia	fear	0.844
death	make	fear	0.843
chaos	'ūlana	fear	0.839
ghastly	ʻoiaʻiʻo	fear	0.836
evil	hewa	fear	0.833
gunmen	nā kānaka hao	fear	0.828
fear	ka makaʻu	fear	0.828
doom	e hoʻopaʻi	fear	0.828
intruder	mea komo	fear	0.828
cancer	ka maʻi kanulau	fear	0.828
grenade	hoʻopunipuni	fear	0.828
assassination	pepehi kanaka	fear	0.828
fatal	make	fear	0.828
nightmare	makamae	fear	0.828
explode	hoʻopā	fear	0.828
kidnapped	ua kiʻiʻia	fear	0.828
eradication	palekana	fear	0.828
hellish	Kehena	fear	0.828
paralyze	maʻi'ōpū	fear	0.828
trauma	trauma	fear	0.828
doomsday	halaʻole	fear	0.828
violently	ikaika	fear	0.828
manslaughter	ke kanaka pepehi kanaka	fear	0.828
devil	diabolo	fear	0.828
frighten	weliweli	fear	0.828
brutal	'ōhumu	fear	0.828
morbidity	ka pōʻino	fear	0.820
crippling	hoʻopiʻi	fear	0.817
savage	maikaʻi	fear	0.814
crushed	i paʻi	fear	0.812
violence	ka hanaʻino	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	weliweli	fear	0.812
suffering	pilikia	fear	0.812
shooting	ke kākoʻo	fear	0.812
earthquake	ka honua	fear	0.812
destructive	e luku ana	fear	0.812
violent	ikaika	fear	0.812
poisonous	nā mea make	fear	0.812
quake	quake	fear	0.812
damnation	hoʻoponopono	fear	0.812
aggressor	kauā	fear	0.812
imprisoned	e paʻahaoʻia	fear	0.811
hurricane	hurikani	fear	0.811
exterminate	e hoʻopau	fear	0.810
fearing	makaʻu	fear	0.808
hemorrhage	ʻo ka hemorrhage	fear	0.807
lethal	pepehi	fear	0.806
torment	eha	fear	0.806
venom	kaona	fear	0.804
claustrophobia	ke koko	fear	0.803
danger	pilikia	fear	0.802
snakes	snakes	fear	0.802
exorcism	hele	fear	0.800
obliterated	Ua hoʻopauʻia	fear	0.800
robbery	pōā	fear	0.800
terrifies	nā mea hoʻoweliweli	fear	0.798
cyanide	ka pīpī	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	hanaʻino	fear	0.797
monstrosity	ka naʻau nui	fear	0.797
attack	ke kaua	fear	0.797
extermination	hoʻopau	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	ka make	fear	0.797
destruction	ʻo ka luku	fear	0.797
poison	kaona	fear	0.797
harmful	pilikia	fear	0.797
persecution	hoʻomaʻamaʻa	fear	0.797
bombers	nā pana	fear	0.797
incurable	he meaʻaiʻole	fear	0.797
hysteria	hysteria	fear	0.797
dreadfully	weliweli	fear	0.796
arson	ke ahi	fear	0.794
devastate	e wāwahiʻia	fear	0.792
tyrant	ino	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	e make	fear	0.784
feared	makaʻu	fear	0.782
maniac	maniac	fear	0.781
enslaved	hoʻokauwā	fear	0.781
rampage	hoʻoponopono	fear	0.781
screaming	e ho'ōho ana	fear	0.781
venomous	mea inu	fear	0.781
warlike	ke kaua	fear	0.781
lifeless	olaʻole	fear	0.781
bloody	koko	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	snake	fear	0.776
epidemic	maʻi	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	makeʻole	fear	0.766
shipwreck	ka moku	fear	0.766
crisis	pilikia	fear	0.766
criminal	hewa	fear	0.766
invade	hōʻeuʻeu	fear	0.766
riot	haunaele	fear	0.766
fearful	makaʻu	fear	0.766
reprisal	make hou	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	hopena	fear	0.766
dangerously	weliweli	fear	0.766
tumor	ka nui	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	hewa	fear	0.766
inferno	pilikia	fear	0.766
leprosy	ka maʻi lepera	fear	0.766
jihad	jihad	fear	0.766
scary	weliweli	fear	0.766
hazardous	pili	fear	0.766
detonate	wehe	fear	0.766
claustrophobic	'ōkino	fear	0.765
hyperventilating	ka helu maʻamau	fear	0.762
nightmares	nā moeʻuhane	fear	0.759
ghostly	ʻohu	fear	0.754
destroyed	ua wāwahiʻia	fear	0.754
anarchy	anarchy	fear	0.750
panic	haʻalulu	fear	0.750
dreadful	weliweli	fear	0.750
riotous	haunaele	fear	0.750
dangerous	maikaʻi	fear	0.750
projectiles	nā kiʻi	fear	0.750
strangle	kāleka	fear	0.750
hurricanes	hurikina	fear	0.750
anarchist	anarchist	fear	0.750
mortuary	ka make	fear	0.750
wrenching	e hōʻoki	fear	0.750
destroyer	ka mea luku	fear	0.750
tyranny	hewa	fear	0.750
ptsd	ptsd	fear	0.750
hazard	pilikia	fear	0.750
tragedies	nā pōʻino	fear	0.750
slavery	ke kauā	fear	0.750
treacherous	hoʻopunipuni	fear	0.750
cholera	ʻo Cholera	fear	0.750
imprisonment	hoopaahao	fear	0.750
agony	eha	fear	0.750
obliteration	hōʻehaʻeha	fear	0.750
accident	pilikia	fear	0.750
fears	makaʻu	fear	0.750
anaconda	anaconda	fear	0.750
malignancy	hewa	fear	0.742
cannibal	cannibal	fear	0.740
bombard	hoʻopōpō	fear	0.740
abominable	mea hoʻopailua	fear	0.738
bomber	pana	fear	0.734
diseased	maʻi	fear	0.734
gun	pū	fear	0.734
shoot	ke pana	fear	0.734
horrible	weliweli	fear	0.734
missile	missile	fear	0.734
crash	pilikia	fear	0.734
beast	holoholona	fear	0.734
tyrannical	hoʻonāukiuki	fear	0.734
paralysis	maʻi'ōpū	fear	0.734
devilish	diabolo	fear	0.734
mutiny	keʻano	fear	0.734
misery	pōʻino	fear	0.734
shot	i ka pana	fear	0.734
depraved	pōʻino	fear	0.734
gore	Gore	fear	0.734
scared	makaʻu	fear	0.734
cursed	hōʻinoʻia	fear	0.734
threaten	weliweli	fear	0.734
tornado	anuanu	fear	0.734
victimized	ka mea i hanaʻia	fear	0.734
hostage	ka hoʻopiʻi	fear	0.734
melee	melee	fear	0.734
hyperventilate	ka hoʻolaha hou	fear	0.734
malignant	hōʻino	fear	0.734
dictatorship	ka hoʻomalu aupuni	fear	0.734
mafia	mafia	fear	0.734
turmoil	haunaele	fear	0.733
combat	ke kaua	fear	0.728
alligator	alligator	fear	0.727
ruin	make	fear	0.725
shooter	ke pana	fear	0.722
contagious	pīpī	fear	0.720
miscarriage	ke kuhihewa	fear	0.719
casualty	ka pōʻino	fear	0.719
fight	kaua	fear	0.719
mortification	hoʻopōʻino	fear	0.719
crime	hewa	fear	0.719
struggle	ke kaua	fear	0.719
shock	ka hopena	fear	0.719
seizure	hopu	fear	0.719
lynch	keki	fear	0.719
starvation	pōloli	fear	0.719
harm	pilikia	fear	0.719
excruciating	nā mea hoʻonāukiuki	fear	0.719
phobia	phobia	fear	0.719
desperation	kūlanalana	fear	0.719
devastating	nā pōʻino	fear	0.719
emergency	kūleka	fear	0.719
scream	uē	fear	0.719
havoc	ka pōʻino	fear	0.719
injured	iʻeha	fear	0.719
carnage	ka make	fear	0.717
frantically	me ke aloha	fear	0.717
standoff	ke kūkala	fear	0.716
infestation	ʻike hōʻailona	fear	0.716
soscary	ke ola	fear	0.712
panicking	kūleʻa	fear	0.708
rupture	rupture	fear	0.706
frantic	hele	fear	0.705
horrid	weliweli	fear	0.705
aggressive	kūpaʻa	fear	0.703
anguish	eha	fear	0.703
gash	'ōhū	fear	0.703
sos	NO TRANSLATION	fear	0.703
terminal	ka palena	fear	0.703
diabolical	diabolical	fear	0.703
sabotage	hoʻopiʻi	fear	0.703
hatred	inaina	fear	0.703
hysterical	ia	fear	0.703
psychosis	ia	fear	0.703
carcinoma	ka carcinoma	fear	0.703
schizophrenia	maʻi schizophrenia	fear	0.703
agonizing	eʻona	fear	0.703
wrecked	weluwelu	fear	0.703
infectious	Pāhili	fear	0.703
collapse	hāneʻe	fear	0.703
grisly	keʻano haʻahaʻa	fear	0.703
prey	pio	fear	0.703
witchcraft	ke kilokilo	fear	0.703
avalanche	ke aloha	fear	0.703
neurotic	neurotic	fear	0.703
harrowing	uhauha	fear	0.703
fugitive	ka mea mahuka	fear	0.703
arsenic	arsenic	fear	0.703
assailant	kauā	fear	0.703
vendetta	kāpili	fear	0.703
dreaded	hopohopo	fear	0.703
upheaval	ʻo ka hopena	fear	0.703
armed	nā mea kaua	fear	0.703
cripple	pupule	fear	0.703
malevolent	nā poʻe malihini	fear	0.703
cobra	ka pahu hānai	fear	0.703
freaked	kūleʻa	fear	0.703
burial	kanu	fear	0.703
deranged	hoʻokuʻu	fear	0.703
plague	maʻi	fear	0.703
forcibly	ikaika	fear	0.700
abduction	laweʻia	fear	0.700
crocodile	ke kani	fear	0.700
offender	hewa	fear	0.698
mayhem	ike	fear	0.690
alarm	alarm	fear	0.688
trepidation	helehelena	fear	0.688
brawl	ke kūkā	fear	0.688
beastly	holoholona	fear	0.688
oppression	ka hoʻoluhi	fear	0.688
guerilla	NO TRANSLATION	fear	0.688
socialanxiety	NO TRANSLATION	fear	0.688
hopeless	ʻO ka hopeʻole	fear	0.688
leukemia	leukemia	fear	0.688
agoraphobia	agoraphobia	fear	0.688
endanger	e pōʻino	fear	0.688
cadaver	hoʻopili	fear	0.688
hurt	ʻeha	fear	0.688
paranoid	Paranoid	fear	0.688
disease	maʻi	fear	0.688
contagion	contagion	fear	0.688
cyclone	hau	fear	0.688
blast	'ō'ō	fear	0.688
hostile	ʻenemi	fear	0.688
shrapnel	kāpili	fear	0.688
rabid	rabid	fear	0.688
wounding	eha	fear	0.688
ambush	hilinaʻi	fear	0.688
gory	'ōpū	fear	0.688
radiation	ke kauwela	fear	0.688
banish	e kue	fear	0.688
anarchism	anarchism	fear	0.688
gallows	ke olokeʻa	fear	0.686
coffin	ka pahu	fear	0.684
madness	hilahila	fear	0.675
spook	hele	fear	0.673
fury	ka huhū	fear	0.672
grim	nui	fear	0.672
trembling	e haʻalulu	fear	0.672
gang	hui	fear	0.672
scarier	ka meaʻoi aku	fear	0.672
viper	huaʻi	fear	0.672
sinister	hewa	fear	0.672
victim	ka mea i paʻi	fear	0.672
crushing	e uhaʻi	fear	0.672
hurting	eha	fear	0.672
atrocity	paʻaʻole	fear	0.672
tarantula	ke tarantula	fear	0.672
nervouswreck	NO TRANSLATION	fear	0.672
vermin	ʻo Vermin	fear	0.672
thug	ʻo ia	fear	0.672
stab	ala	fear	0.672
awful	weliweli	fear	0.672
felon	felon	fear	0.672
militia	nā koa	fear	0.672
dungeon	hale paʻahao	fear	0.672
militants	nā mea kaua	fear	0.672
frankenstorm	NO TRANSLATION	fear	0.672
carcass	ka make	fear	0.672
freakedout	NO TRANSLATION	fear	0.672
combatant	ke kaua	fear	0.672
ghost	ʻuhane	fear	0.672
fangs	nā'ōmele	fear	0.672
soscared	helenaʻi	fear	0.672
shatter	e uhaʻi	fear	0.672
persecute	e hoʻomaʻau	fear	0.672
eruption	ka uila	fear	0.672
mangle	mangle	fear	0.672
perishing	e make ana	fear	0.672
abuse	hoʻomāinoino	fear	0.672
injury	eha	fear	0.672
menacing	he mea weliweli	fear	0.672
abhorrent	hoʻopailua	fear	0.672
menace	weliweli	fear	0.672
revolver	hoʻoponopono	fear	0.672
outbreak	pupule	fear	0.672
desolation	neoneo	fear	0.667
ferocious	ferocious	fear	0.667
battered	ua paʻi	fear	0.667
cutthroat	ooki	fear	0.664
pandemic	pīpī	fear	0.664
volcano	lua pele	fear	0.663
scares	nā mea hoʻoweliweli	fear	0.660
cruelly	ma ka'ākau	fear	0.658
ruthless	i ka manaʻo wiwoʻole	fear	0.656
endangered	ua pōʻino	fear	0.656
neurosis	neurosis	fear	0.656
dictator	ka mea kaua	fear	0.656
treason	kipi	fear	0.656
armament	mea kaua	fear	0.656
traitor	ka mea hoʻopunipuni	fear	0.656
nefarious	nefarious	fear	0.656
emetophobia	emetophobia	fear	0.656
crazed	ua pīhoihoi	fear	0.656
insane	pupule	fear	0.656
encroachment	hoʻopiʻi	fear	0.656
smash	e'ākī	fear	0.656
radioactive	pāhanahana	fear	0.656
selfharm	NO TRANSLATION	fear	0.656
cruel	kauā	fear	0.656
spider	kikooho	fear	0.656
malicious	maikaʻi	fear	0.656
bully	hoʻonui	fear	0.656
blizzard	ka hua	fear	0.656
oppressive	nui loa	fear	0.656
shitless	ke kūkā	fear	0.656
revenge	e hoʻopaʻi	fear	0.656
lunatic	ka lunamaka	fear	0.656
typhoon	maʻiʻino	fear	0.656
stroke	pākī	fear	0.656
punishment	ka hoʻopaʻi	fear	0.656
tumult	ka nui	fear	0.656
xenophobia	xenophobia	fear	0.656
battlefield	kahua kaua	fear	0.656
purgatory	pīkeke	fear	0.656
despotic	hauʻoli	fear	0.656
coma	coma	fear	0.656
debauchery	ka waiwai hōʻailona	fear	0.656
alarming	haʻalulu	fear	0.656
fearfully	weliweli	fear	0.656
distress	pilikia	fear	0.656
projectile	kelepona	fear	0.654
flog	flog	fear	0.653
bang	Pā	fear	0.652
ransom	pānaʻi	fear	0.644
criminality	hewa	fear	0.642
quivering	ke hoʻonāukiuki	fear	0.641
dreading	weliweli	fear	0.641
haunt	hele	fear	0.641
scoundrel	ka mea hōʻailona	fear	0.641
retaliation	ke hoʻopaʻi	fear	0.641
vehement	ikaika	fear	0.641
demented	hoʻopauʻia	fear	0.641
raging	hoʻoulu	fear	0.641
despair	pōʻino	fear	0.641
punished	hoʻopaʻi	fear	0.641
deteriorate	hele	fear	0.641
conflict	kaua	fear	0.641
aghast	ke kaua	fear	0.641
demise	make	fear	0.641
duress	ke aliʻi	fear	0.641
wildfire	ke ahi	fear	0.641
raptors	raptors	fear	0.641
tumour	ka nui	fear	0.641
perturbation	pilikia	fear	0.641
rattlesnake	rattlesnake	fear	0.641
isolated	kaʻawale	fear	0.641
targeted	hoʻopiʻiʻia	fear	0.641
warlock	ke kaua	fear	0.641
intimidate	hopohopo	fear	0.641
hanging	kauʻia	fear	0.641
perilous	paila	fear	0.641
dastardly	me ka wikiwiki	fear	0.641
cantbreathe	NO TRANSLATION	fear	0.641
wreck	wreck	fear	0.641
hideous	hūnā	fear	0.641
abortion	hāpai i ka'ōpū	fear	0.641
banshee	banahee	fear	0.641
dementia	dementia	fear	0.641
antichrist	anikristo	fear	0.641
injurious	ino	fear	0.641
bestial	maikaʻi	fear	0.639
serpent	ka nahesa	fear	0.638
condemnation	hoohewa	fear	0.637
fire	ahi	fear	0.636
corrosive	ke kino	fear	0.636
armaments	nā mea kaua	fear	0.636
exclusion	ka hoʻoneʻe	fear	0.636
nervousness	nervousness	fear	0.627
vampire	ke ola	fear	0.625
incendiary	ke ahi	fear	0.625
incarceration	ka hoʻokomo	fear	0.625
hurtful	ʻeha	fear	0.625
pestilence	maʻi	fear	0.625
manic	manic	fear	0.625
enemy	ʻenemi	fear	0.625
spiders	nā pūwī	fear	0.625
malice	NO TRANSLATION	fear	0.625
revolting	kipi	fear	0.625
artillery	keaka mele	fear	0.625
repression	hoʻopilikia	fear	0.625
combative	hopena	fear	0.625
sickening	maʻi	fear	0.625
turbulent	ua hakakā	fear	0.625
thundering	nā hekili	fear	0.625
infection	maʻi	fear	0.625
smuggler	ka mea maʻa	fear	0.625
pneumonia	poniumona	fear	0.625
stunned	ʻikeʻia	fear	0.625
lunacy	lunahip	fear	0.625
wracking	hoʻopili	fear	0.625
ruinous	ʻo ka luku	fear	0.625
meltdown	meltdown	fear	0.625
disfigured	hōʻole	fear	0.625
prison	hale paʻahao	fear	0.625
sarcoma	sarcoma	fear	0.625
irreparable	hikiʻole ke pale	fear	0.625
wicked	ka poʻe hewa	fear	0.625
mercenary	ke aloha	fear	0.625
vengeful	uku hoʻopaʻi	fear	0.625
madman	hehena	fear	0.625
injure	ʻeha	fear	0.625
daemon	daemon	fear	0.625
landslide	e hoʻoneʻe	fear	0.625
virulence	virulence	fear	0.625
inhuman	hōʻino	fear	0.625
seize	e hopu	fear	0.625
ill	maʻi	fear	0.621
barbarian	malihini	fear	0.620
battled	ua kaua	fear	0.615
plummet	kaupona	fear	0.613
blackmail	ka hōʻailona	fear	0.612
darkened	ua pouli	fear	0.610
hangman	hangman	fear	0.610
contaminated	ua haumia	fear	0.610
malaria	malaria	fear	0.609
rob	mea hao	fear	0.609
merciless	me ke alohaʻole	fear	0.609
disintegrate	hoʻokaʻawaleʻia	fear	0.609
infanticide	ke kuʻihewaʻole	fear	0.609
illness	maʻi	fear	0.609
shackle	ka wai	fear	0.609
bleeding	kaheʻana	fear	0.609
homeless	homeless	fear	0.609
dagger	ʻo ia	fear	0.609
aggression	huhū	fear	0.609
abandonment	ka haʻalele	fear	0.609
alienation	ke kūkā	fear	0.609
prosecute	hoopii	fear	0.609
interrogation	nīnau	fear	0.609
insurmountable	ʻaʻole hiki ke hoʻokau	fear	0.609
oblivion	poina	fear	0.609
scourge	maʻi	fear	0.609
beating	e hahau ana	fear	0.609
oppressor	kaʻenemi	fear	0.609
ogre	opu	fear	0.609
butcher	make	fear	0.609
wrath	huhū	fear	0.609
injuring	eha	fear	0.609
despotism	ka manaʻo hoʻohālike	fear	0.609
sufferer	maʻi	fear	0.609
injection	injection	fear	0.609
deplorable	nā meaʻino	fear	0.609
conflagration	pio	fear	0.609
threat	ka weliweli	fear	0.604
raid	raid	fear	0.600
firearms	nā pū kī	fear	0.600
nerves	nā aʻalolo	fear	0.600
eviction	ke kipakuʻia	fear	0.596
villain	ʻinoʻino	fear	0.595
omen	kahi	fear	0.594
possessed	ua loaʻa	fear	0.594
villainous	maikaʻi	fear	0.594
cardiomyopathy	'okikala	fear	0.594
flee	e holo	fear	0.594
pain	eha	fear	0.594
restrained	kāohiʻia	fear	0.594
haze	haze	fear	0.594
pounding	ke pā	fear	0.594
masochism	pule nui	fear	0.594
shelling	uila	fear	0.594
convict	hewa	fear	0.594
casket	ka pahu	fear	0.594
burglar	pōkole	fear	0.594
foe	kaʻenemi	fear	0.594
terrible	weliweli	fear	0.594
lightning	uila	fear	0.594
fraught	nui	fear	0.594
rot	pala	fear	0.594
anxiety	hopohopo	fear	0.594
dragon	ka dragon	fear	0.594
accursed	e hōʻinoʻia	fear	0.594
tribulation	pilikia	fear	0.594
goblin	ke kalo	fear	0.594
infidel	ka mea hoʻomaloka	fear	0.594
sepsis	lepsis	fear	0.594
paranoia	Paranoia	fear	0.594
euthanasia	euthanasia	fear	0.594
ominous	ominous	fear	0.594
hypertrophy	ke koko	fear	0.594
deceit	hoʻopunipuni	fear	0.594
tremor	haʻalulu	fear	0.594
belligerent	kamaka	fear	0.594
torrent	awa	fear	0.594
sickness	maʻi	fear	0.594
wounded	iʻeha	fear	0.592
elimination	hoʻokalakala	fear	0.588
lava	ka pele	fear	0.588
spank	kauwela	fear	0.587
hostilities	nā kaua	fear	0.586
dismal	pilikia	fear	0.584
blockade	ke kāohi	fear	0.582
punch	punch	fear	0.580
demoralized	ia	fear	0.578
coward	makaʻu	fear	0.578
sostressed	NO TRANSLATION	fear	0.578
forbidding	e pāpāʻana	fear	0.578
shady	ʻoliʻoli	fear	0.578
dispossessed	Ua hoʻokuʻuʻia	fear	0.578
clashing	hōʻuluʻulu	fear	0.578
stealing	ʻaihue	fear	0.578
parasite	pāʻani	fear	0.578
volatility	kaʻole	fear	0.578
deprivation	nele	fear	0.578
apprehensive	e hopohopo	fear	0.578
eatingdisorders	NO TRANSLATION	fear	0.578
shudder	haʻalulu	fear	0.578
loss	make	fear	0.578
tumultuous	nui	fear	0.578
assail	ke kaua	fear	0.578
grizzly	kūkā	fear	0.578
