word	Esperanto-eo	emotion	emotion-intensity-score
deranged	ĉagrenita	disgust	0.742
bile	bile	disgust	0.742
soiled	malpurita	disgust	0.742
mucus	moco	disgust	0.742
abhorrence	abomeno	disgust	0.742
abomination	abomenindajxo	disgust	0.742
sickening	malsaniĝante	disgust	0.742
demonic	demonia	disgust	0.742
foul	malpura	disgust	0.734
obese	obesaj	disgust	0.734
sicken	malsaniĝas	disgust	0.734
degeneracy	degeneriĝo	disgust	0.734
crucifixion	krucigo	disgust	0.734
despicable	malestiminda	disgust	0.734
cancer	kancero	disgust	0.734
atrocity	atrocito	disgust	0.734
terrorism	terorismo	disgust	0.734
dirty	malpura	disgust	0.727
dysentery	disenterio	disgust	0.727
adultery	adulto	disgust	0.727
contamination	poluado	disgust	0.727
bacterium	bakterio	disgust	0.727
diabolical	diabla	disgust	0.727
morbidity	morbemo	disgust	0.727
grisly	grize	disgust	0.727
repulsion	repulsado	disgust	0.727
enema	malamiko	disgust	0.727
contagion	kontakto	disgust	0.719
disfigured	desfigurado	disgust	0.719
muck	muck	disgust	0.719
lewd	maldolĉa	disgust	0.719
garbage	rubo	disgust	0.719
autopsy	nekropsio	disgust	0.719
bowels	intestoj	disgust	0.719
gross	malpura	disgust	0.719
vulgar	vulgara	disgust	0.719
barbaric	barbara	disgust	0.719
disgust	naŭzo	disgust	0.719
vicious	maldika	disgust	0.719
entrails	internaĵoj	disgust	0.719
deterioration	difekto	disgust	0.719
pungent	akra	disgust	0.719
bloodshed	sango	disgust	0.714
violent	perforta	disgust	0.711
tyrant	tirano	disgust	0.711
poisoned	venenita	disgust	0.711
pollute	malpuriĝis	disgust	0.711
wretched	mizera	disgust	0.711
nausea	naŭzo	disgust	0.711
mortification	mortigo	disgust	0.711
gag	gag	disgust	0.711
vulgarity	vulgareco	disgust	0.703
disgusting	naŭza	disgust	0.703
grope	grope	disgust	0.703
slut	malklara	disgust	0.703
poisoning	venenado	disgust	0.703
depraved	depravita	disgust	0.703
noxious	maltrankvila	disgust	0.703
porn	porno	disgust	0.703
nasty	malbona	disgust	0.703
slimy	svelta	disgust	0.703
despotism	despotismo	disgust	0.703
nauseate	nauseate	disgust	0.703
secretion	sekrecio	disgust	0.703
constipation	estreñimiento	disgust	0.703
hateful	malaminda	disgust	0.703
grime	grime	disgust	0.703
measles	saŭlo	disgust	0.696
contagious	kontaĝa	disgust	0.695
hellish	infero	disgust	0.695
waste	malŝparo	disgust	0.695
suicidal	suicidinto	disgust	0.695
abuse	misuzo	disgust	0.695
hate	malamo	disgust	0.695
wretch	mizera	disgust	0.695
intestinal	intestinal	disgust	0.695
wart	veruko	disgust	0.695
obesity	obesidad	disgust	0.695
scum	ŝerco	disgust	0.695
contaminated	poluitaj	disgust	0.688
disease	malsano	disgust	0.688
rabid	rabema	disgust	0.688
ooze	aŭdi	disgust	0.688
treason	perfido	disgust	0.688
heartworm	korvo	disgust	0.688
smut	smut	disgust	0.688
cholera	kolero	disgust	0.680
deformed	deformita	disgust	0.680
detest	malfeliĉo	disgust	0.680
bestial	bestial	disgust	0.680
sickness	malsano	disgust	0.680
antichrist	antikristo	disgust	0.680
abhorrent	abomeninda	disgust	0.680
soulless	senkulpa	disgust	0.680
freakish	freakish	disgust	0.680
grimy	grimy	disgust	0.680
hatred	malamo	disgust	0.680
pollution	poluado	disgust	0.680
germ	ĝermo	disgust	0.680
abominate	abomeninda	disgust	0.680
hell	infero	disgust	0.680
dilapidated	maldorma	disgust	0.672
dictatorship	diktatoreco	disgust	0.672
inhuman	malhumana	disgust	0.672
greasy	graso	disgust	0.672
hideous	malbelega	disgust	0.672
loathful	malpura	disgust	0.672
obscene	obscena	disgust	0.672
loathing	maltrankvila	disgust	0.672
cess	ĉesi	disgust	0.670
devil	diablo	disgust	0.664
heretic	herezulo	disgust	0.664
nauseous	naŭza	disgust	0.664
abominable	abomeninda	disgust	0.664
deformity	deformo	disgust	0.664
deadly	mortiga	disgust	0.664
swine	porkoj	disgust	0.664
discrimination	diskriminacio	disgust	0.664
masochism	masochismo	disgust	0.664
poisonous	venena	disgust	0.656
prejudiced	antaŭjuĝaj	disgust	0.656
bacteria	bakterioj	disgust	0.656
death	morto	disgust	0.656
poison	veneno	disgust	0.656
trash	rubujo	disgust	0.656
abortion	abortas	disgust	0.656
corruption	korupteco	disgust	0.656
victimized	vundita	disgust	0.656
oppression	premo	disgust	0.656
goo	Iru	disgust	0.656
latrines	latrines	disgust	0.656
horror	teruro	disgust	0.656
horrible	hida	disgust	0.656
nefarious	malfeliĉa	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	venĝema	disgust	0.648
outhouse	kuŝejo	disgust	0.648
horrid	horrid	disgust	0.648
detestation	abomenado	disgust	0.648
sludge	ligo	disgust	0.648
ugly	malbela	disgust	0.648
trashy	malantaŭen	disgust	0.648
bitch	perico	disgust	0.648
immoral	malmorala	disgust	0.648
malfeasance	malfeliĉo	disgust	0.641
spew	spego	disgust	0.641
pimple	pimple	disgust	0.641
indecency	indecencia	disgust	0.641
unsightly	malfeliĉe	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	villano	disgust	0.641
cystic	cisma	disgust	0.641
horrifying	terura	disgust	0.641
derogatory	nekonata	disgust	0.641
laxative	laxante	disgust	0.641
criminality	kriminaleco	disgust	0.641
oppressive	subpremaj	disgust	0.633
sinful	pekema	disgust	0.633
bigoted	bigote	disgust	0.633
doomsday	finfine	disgust	0.633
prostitution	prostituado	disgust	0.633
ulcer	ulcero	disgust	0.633
secrete	sekrete	disgust	0.633
perpetrator	perpetranto	disgust	0.633
rat	rato	disgust	0.633
queasy	kvazaŭ	disgust	0.633
mildew	milda	disgust	0.633
dastardly	malĝoje	disgust	0.625
disgraceful	hontinda	disgust	0.625
ghastly	furioze	disgust	0.625
persecution	persekutado	disgust	0.625
devilish	diablo	disgust	0.625
degrading	degradante	disgust	0.625
obscenity	obscenidad	disgust	0.625
fungus	fungo	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	gluteco	disgust	0.625
stools	taburetoj	disgust	0.625
suffering	suferado	disgust	0.625
contemptible	malestiminda	disgust	0.625
cuckold	kaŝita	disgust	0.625
bloated	bloated	disgust	0.625
aghast	agrabi	disgust	0.625
betrayal	perfido	disgust	0.617
guillotine	gilotino	disgust	0.617
infect	infekti	disgust	0.617
spoil	prirabi	disgust	0.617
tetanus	tetanano	disgust	0.617
fat	graso	disgust	0.617
louse	kuzo	disgust	0.617
malicious	malica	disgust	0.617
polygamy	poligamio	disgust	0.617
crusty	kruda	disgust	0.617
atrocious	atrocaj	disgust	0.617
deceit	trompo	disgust	0.617
termite	termito	disgust	0.617
loathe	maltrankviliĝu	disgust	0.617
wench	wench	disgust	0.617
dying	mortante	disgust	0.617
sickly	malsana	disgust	0.617
diaper	diaper	disgust	0.617
strangle	stranga	disgust	0.617
drool	drool	disgust	0.609
slander	kalumnio	disgust	0.609
abhor	abomenu	disgust	0.609
venomous	venomaj	disgust	0.609
brothel	bordelo	disgust	0.609
ghetto	ghetto	disgust	0.609
violently	perforte	disgust	0.609
hostile	malfavora	disgust	0.609
sabotage	sabotado	disgust	0.609
deform	deformi	disgust	0.609
bleeding	sangado	disgust	0.609
unwashed	senhakita	disgust	0.602
lunacy	luno	disgust	0.602
imprisonment	malliberigo	disgust	0.602
infidel	malfidela	disgust	0.602
deprivation	senigo	disgust	0.602
traitor	perfidulo	disgust	0.602
ugliness	feŭzeco	disgust	0.602
musty	musty	disgust	0.602
illicit	nelica	disgust	0.602
swampy	pantano	disgust	0.602
poaching	poaching	disgust	0.602
hag	hag	disgust	0.602
butcher	viandisto	disgust	0.594
lunatic	freneza	disgust	0.594
venom	veneno	disgust	0.594
repelling	ripetante	disgust	0.594
thug	brako	disgust	0.594
misery	mizero	disgust	0.594
toilet	necesejo	disgust	0.594
slug	slug	disgust	0.594
catastrophe	katastrofo	disgust	0.594
epidemic	epidemio	disgust	0.594
gut	gut	disgust	0.594
intoxicated	ebriigita	disgust	0.594
blister	ampolo	disgust	0.594
deceitful	trompema	disgust	0.594
hostility	malamikeco	disgust	0.594
queasiness	malfeliĉo	disgust	0.594
lurid	ridinda	disgust	0.594
sinner	pekulo	disgust	0.594
incubus	incubus	disgust	0.586
lavatory	lavatorio	disgust	0.586
harass	hostigado	disgust	0.586
unclean	malpura	disgust	0.586
prostitute	prostituitino	disgust	0.586
pornography	pornografio	disgust	0.586
dreadful	terura	disgust	0.586
deteriorated	difektita	disgust	0.586
appalling	timinda	disgust	0.586
unfaithful	malfidela	disgust	0.578
rash	senprudenta	disgust	0.578
humiliating	humiliga	disgust	0.578
ruinous	ruinaj	disgust	0.578
squeamish	squeamish	disgust	0.578
offensive	ofensivo	disgust	0.578
conspirator	konspiro	disgust	0.578
larceny	larceny	disgust	0.578
debauchery	debauchery	disgust	0.578
mangle	manglo	disgust	0.578
flea	pulo	disgust	0.578
hypocrite	hipokritulo	disgust	0.578
retard	prokrasto	disgust	0.578
fiend	fiend	disgust	0.578
sick	malsana	disgust	0.578
quagmire	ĉagmire	disgust	0.578
expulsion	elpelo	disgust	0.578
treacherous	perfidulo	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	kraŝo	disgust	0.570
devastating	devastador	disgust	0.570
bastard	bastardo	disgust	0.570
messy	maltrankvila	disgust	0.570
flog	flog	disgust	0.570
egregious	eksterordinara	disgust	0.570
swamp	marĉo	disgust	0.570
oppress	premo	disgust	0.570
despise	malestimu	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	serpento	disgust	0.570
snake	serpento	disgust	0.562
terrible	terura	disgust	0.562
awful	terura	disgust	0.562
harmful	malutila	disgust	0.562
insanity	frenezo	disgust	0.562
indecent	nedenta	disgust	0.562
sordid	sordida	disgust	0.562
loo	jen	disgust	0.562
scoundrel	kalumnio	disgust	0.562
enemy	malamiko	disgust	0.562
stealing	ŝteli	disgust	0.562
alcoholism	alkoholismo	disgust	0.562
humiliation	humiligo	disgust	0.562
ruthless	senkulpa	disgust	0.562
sloppy	mallaborema	disgust	0.562
tyrannical	tiranaj	disgust	0.562
harlot	malcxastistino	disgust	0.562
sinning	pekante	disgust	0.562
robbery	ŝtelo	disgust	0.555
insufferable	nesfabla	disgust	0.555
arsenic	arsénico	disgust	0.555
bloody	sanga	disgust	0.555
odious	malaminda	disgust	0.555
ridicule	ridindulo	disgust	0.555
atrophy	atrofio	disgust	0.555
beastly	besto	disgust	0.555
collusion	koluzio	disgust	0.555
distaste	distaste	disgust	0.555
segregate	apartigi	disgust	0.555
discriminating	diskriminaciulo	disgust	0.555
coward	kovarda	disgust	0.555
wickedness	malvirteco	disgust	0.555
threatening	minacante	disgust	0.555
unattractive	senatenta	disgust	0.555
slayer	mortiginto	disgust	0.555
flabby	flabby	disgust	0.555
varicella	varikelo	disgust	0.555
miserable	senhava	disgust	0.547
sty	sty	disgust	0.547
ogre	ogre	disgust	0.547
coercion	coercion	disgust	0.547
thief	ŝtelisto	disgust	0.547
slur	sulko	disgust	0.547
suffocating	sufokante	disgust	0.547
anathema	anatemo	disgust	0.547
purgatory	purgatorio	disgust	0.547
malevolent	malbonfara	disgust	0.547
bitterly	amare	disgust	0.547
burglar	burglar	disgust	0.547
attacking	atakante	disgust	0.547
vesicular	vesicular	disgust	0.547
condemnation	kondamno	disgust	0.547
pillage	frapo	disgust	0.547
deleterious	malutila	disgust	0.547
thrash	Thrash	disgust	0.539
repellant	repelisto	disgust	0.539
repudiation	malakcepti	disgust	0.539
infidelity	malfideleco	disgust	0.539
liar	mensoganto	disgust	0.539
fatty	dika	disgust	0.539
gob	gob	disgust	0.539
sneer	sneer	disgust	0.539
drunken	Ebriigita	disgust	0.539
disgrace	malhonoro	disgust	0.539
shame	honto	disgust	0.539
jealous	ĵaluza	disgust	0.539
imprisoned	malliberulo	disgust	0.539
pig	porko	disgust	0.539
greedy	avida	disgust	0.539
sloth	maldolĉa	disgust	0.539
lethal	mortiga	disgust	0.536
burnt	bruligis	disgust	0.531
aberration	abero	disgust	0.531
condescension	kondonscensio	disgust	0.531
hydrocephalus	hidrocephalus	disgust	0.531
hanging	pendanta	disgust	0.531
destructive	destructiva	disgust	0.531
smuggler	contrabandista	disgust	0.531
intolerant	netolerema	disgust	0.531
travesty	travesti	disgust	0.531
intrusive	intrusiva	disgust	0.531
ruined	ruinigita	disgust	0.531
withered	forvelkis	disgust	0.531
disintegrate	malintegri	disgust	0.531
brawl	kverelo	disgust	0.531
blemish	mallaborema	disgust	0.531
neurotic	neurotaj	disgust	0.531
blasphemous	blasfemaj	disgust	0.531
lying	mensoganta	disgust	0.531
painful	dolora	disgust	0.531
avarice	avaricia	disgust	0.523
disgraced	ĉagrenita	disgust	0.523
mistress	mastrino	disgust	0.523
disparaging	malklara	disgust	0.523
rubbish	skombroj	disgust	0.523
derogation	nuligo	disgust	0.523
accusation	akuzo	disgust	0.523
intolerance	maltoleremo	disgust	0.523
incarceration	malliberigo	disgust	0.523
blighted	blovita	disgust	0.523
sump	sump	disgust	0.516
deplorable	deplorable	disgust	0.516
daemon	demono	disgust	0.516
cringe	kraĉas	disgust	0.516
degrade	degradi	disgust	0.516
gutter	gutter	disgust	0.516
rob	Ŝteli	disgust	0.516
grim	grim	disgust	0.516
defraud	fraŭdo	disgust	0.516
tortious	turmenta	disgust	0.516
eradication	erradiko	disgust	0.516
stink	Stink	disgust	0.516
convict	kulpulo	disgust	0.516
dishonor	malhonoro	disgust	0.516
vulture	vulturo	disgust	0.516
remains	restas	disgust	0.516
mite	mito	disgust	0.516
betray	perfidi	disgust	0.516
sham	ombro	disgust	0.509
endemic	endemia	disgust	0.508
bombed	bombita	disgust	0.508
distress	aflikto	disgust	0.508
pest	pesto	disgust	0.508
incurable	nekuracebla	disgust	0.508
worthless	senvalora	disgust	0.508
rejection	malakcepto	disgust	0.508
distasteful	maltrankvila	disgust	0.508
schizophrenia	skizofrenio	disgust	0.508
belittle	batala	disgust	0.508
smelling	odore	disgust	0.508
cheat	trompo	disgust	0.508
blob	bloboj	disgust	0.508
prisoner	malliberulo	disgust	0.508
idiocy	idiozeco	disgust	0.508
delirium	deliro	disgust	0.508
disaster	katastrofo	disgust	0.508
crude	kruda	disgust	0.508
resentment	rankoro	disgust	0.508
dreadfully	terure	disgust	0.508
glut	gluton	disgust	0.508
polemic	polemika	disgust	0.500
derision	mokado	disgust	0.500
idolatry	idolkulto	disgust	0.500
taboo	tabuo	disgust	0.500
screaming	kriante	disgust	0.500
banish	malpermesi	disgust	0.500
dirt	malpuraĵo	disgust	0.500
goblin	goblino	disgust	0.500
shackle	kruĉu	disgust	0.500
bribery	subaĉeto	disgust	0.500
flagrant	flagrante	disgust	0.500
jealousy	zorgoj	disgust	0.500
impurity	malpureco	disgust	0.500
theft	ŝtelo	disgust	0.500
bitterness	amareco	disgust	0.500
offense	ofendo	disgust	0.500
impeach	impeach	disgust	0.500
blight	blito	disgust	0.500
duress	kondukas	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	avideco	disgust	0.500
tirade	malaperis	disgust	0.500
squirm	kuraĝu	disgust	0.492
robber	ŝtelisto	disgust	0.492
ill	malsana	disgust	0.492
unconscionable	nekonsciable	disgust	0.492
recession	recesio	disgust	0.492
gorge	rompita	disgust	0.492
wreck	sinistra	disgust	0.492
malign	maligno	disgust	0.492
boil	boli	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	stulta	disgust	0.492
disreputable	nediskutebla	disgust	0.492
wasteful	malplena	disgust	0.484
affliction	aflikto	disgust	0.484
stain	makulo	disgust	0.484
contempt	malestimo	disgust	0.484
nappy	pufo	disgust	0.484
mutiny	ribelo	disgust	0.484
occult	okulta	disgust	0.484
tramp	piedpremi	disgust	0.484
unbearable	neeltenebla	disgust	0.484
offender	krimulo	disgust	0.484
servile	servila	disgust	0.484
contraband	kontrabando	disgust	0.484
raging	furioza	disgust	0.484
snarl	snarl	disgust	0.484
mad	freneza	disgust	0.484
subjugation	subjugado	disgust	0.484
possessed	posedata	disgust	0.484
animosity	kuraĝeco	disgust	0.484
aversation	aversation	disgust	0.484
defamation	difamado	disgust	0.484
disrespectful	malrespekta	disgust	0.484
mess	salato	disgust	0.484
nepotism	nepotismo	disgust	0.484
inexcusable	inexcusable	disgust	0.484
pathetic	patosa	disgust	0.477
unpleasant	malagrabla	disgust	0.477
suppression	forigo	disgust	0.477
mockery	mokado	disgust	0.477
palsy	paralizo	disgust	0.477
criminal	kriminala	disgust	0.477
illegality	kontraŭleĝaĵo	disgust	0.477
uncaring	senkulpa	disgust	0.477
antagonistic	antagonismaj	disgust	0.477
immorality	inmoralidad	disgust	0.477
dismal	malklara	disgust	0.477
angry	kolera	disgust	0.469
repellent	repelente	disgust	0.469
cough	tuso	disgust	0.469
arrogant	aroganta	disgust	0.469
grating	krado	disgust	0.469
aggravation	pligravigo	disgust	0.469
livid	livid	disgust	0.469
banishment	ekzilo	disgust	0.469
shoddy	shoddy	disgust	0.469
banshee	banshee	disgust	0.469
poverty	malriĉeco	disgust	0.469
wallow	muro	disgust	0.469
outrage	indigno	disgust	0.469
mocking	mokante	disgust	0.469
furious	furioza	disgust	0.469
perspiration	sviro	disgust	0.469
prick	priko	disgust	0.461
recklessness	temerareco	disgust	0.461
distorted	distordita	disgust	0.461
fraudulent	fraŭda	disgust	0.461
spider	araneo	disgust	0.461
quack	quako	disgust	0.461
perdition	perdado	disgust	0.461
muddy	Kota	disgust	0.461
spurious	malpura	disgust	0.461
insulting	insultante	disgust	0.461
scar	cikatro	disgust	0.461
deceive	trompi	disgust	0.461
unjustifiable	nedifigebla	disgust	0.461
fool	malsaĝulo	disgust	0.461
deplore	Deplore	disgust	0.461
plunder	prirabado	disgust	0.461
aphid	apidido	disgust	0.453
bane	bane	disgust	0.453
indignation	indigno	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	egoisma	disgust	0.453
disparage	ĉagreni	disgust	0.453
cur	cur	disgust	0.453
dishonest	malhonesta	disgust	0.453
stigma	stigmo	disgust	0.453
eschew	eskapi	disgust	0.453
antipathy	antipatio	disgust	0.453
alienate	fremdulo	disgust	0.453
disingenuous	senĉese	disgust	0.453
elimination	elimino	disgust	0.453
unthinkable	nepensebla	disgust	0.453
wasted	malŝparita	disgust	0.445
recalcitrant	malklara	disgust	0.445
iniquity	kulpo	disgust	0.445
mosquito	moskito	disgust	0.445
caries	karioj	disgust	0.445
bankruptcy	bankroto	disgust	0.445
egotistical	egotista	disgust	0.445
piles	amasoj	disgust	0.445
smell	odoro	disgust	0.445
vacuous	malplena	disgust	0.445
