word	Cebuano-ceb	emotion	emotion-intensity-score
nausea	pagkasukaon	disgust	0.711
mortification	pagpaubos	disgust	0.711
gag	gag	disgust	0.711
vulgarity	kabastusan	disgust	0.703
disgusting	dulumtanan	disgust	0.703
grope	grope	disgust	0.703
slut	pagbaligya	disgust	0.703
poisoning	pagkahilo	disgust	0.703
depraved	nahugawan	disgust	0.703
noxious	kabalaka	disgust	0.703
porn	pornograpiya	disgust	0.703
nasty	daotan	disgust	0.703
slimy	slimy	disgust	0.703
despotism	despotismo	disgust	0.703
nauseate	nauseate	disgust	0.703
secretion	pagtago	disgust	0.703
constipation	constipation	disgust	0.703
hateful	madumtanon	disgust	0.703
grime	dali	disgust	0.703
measles	tipdas	disgust	0.696
contagious	makatakod	disgust	0.695
hellish	hellish	disgust	0.695
waste	basura	disgust	0.695
suicidal	paghikog	disgust	0.695
abuse	abuso	disgust	0.695
hate	pagdumot	disgust	0.695
wretch	wretch	disgust	0.695
intestinal	Intestinal	disgust	0.695
wart	wart	disgust	0.695
obesity	obesity	disgust	0.695
scum	limpyo	disgust	0.695
contaminated	nahugawan	disgust	0.688
disease	sakit	disgust	0.688
rabid	rabid	disgust	0.688
ooze	ooze	disgust	0.688
treason	pagbudhi	disgust	0.688
heartworm	heartworm	disgust	0.688
smut	smut	disgust	0.688
cholera	cholera	disgust	0.680
deformed	nausab	disgust	0.680
detest	dungog	disgust	0.680
bestial	bestial	disgust	0.680
sickness	sakit	disgust	0.680
antichrist	Antikristo	disgust	0.680
abhorrent	kasilag	disgust	0.680
soulless	soulless	disgust	0.680
freakish	katingalahan	disgust	0.680
grimy	grabe	disgust	0.680
hatred	pagdumot	disgust	0.680
pollution	polusyon	disgust	0.680
germ	kagaw	disgust	0.680
abominate	Kahadlok	disgust	0.680
hell	impyerno	disgust	0.680
dilapidated	gubaon	disgust	0.672
dictatorship	diktadurya	disgust	0.672
inhuman	dili tawhanon	disgust	0.672
greasy	madasigon	disgust	0.672
hideous	makalagot	disgust	0.672
loathful	makaluluoy	disgust	0.672
obscene	malaw-ay	disgust	0.672
loathing	kasilag	disgust	0.672
cess	cess	disgust	0.670
devil	yawa	disgust	0.664
heretic	erehiya	disgust	0.664
nauseous	nausyoso	disgust	0.664
abominable	dulumtanan	disgust	0.664
deformity	depekto	disgust	0.664
deadly	makamatay	disgust	0.664
swine	baboy	disgust	0.664
discrimination	diskriminasyon	disgust	0.664
masochism	masochism	disgust	0.664
poisonous	makahilo	disgust	0.656
prejudiced	mapihigon	disgust	0.656
bacteria	bakterya	disgust	0.656
death	kamatayon	disgust	0.656
poison	hilo	disgust	0.656
trash	basura	disgust	0.656
abortion	aborsyon	disgust	0.656
corruption	korapsyon	disgust	0.656
victimized	biktima	disgust	0.656
oppression	pagpanglupig	disgust	0.656
goo	goo	disgust	0.656
latrines	kasilyas	disgust	0.656
horror	horror	disgust	0.656
horrible	makalilisang	disgust	0.656
nefarious	nefarious	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	mapamatud-an	disgust	0.648
outhouse	outhouse	disgust	0.648
horrid	horrid	disgust	0.648
detestation	pagkadunot	disgust	0.648
sludge	puti	disgust	0.648
ugly	pangit	disgust	0.648
trashy	basura	disgust	0.648
bitch	bitch	disgust	0.648
immoral	imoral	disgust	0.648
malfeasance	malfeasance	disgust	0.641
spew	palihug	disgust	0.641
pimple	pimple	disgust	0.641
indecency	pagkadili-hingpit	disgust	0.641
unsightly	dili maayo	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	daotan	disgust	0.641
cystic	cystic	disgust	0.641
horrifying	makalilisang	disgust	0.641
derogatory	pagpakaubos	disgust	0.641
laxative	laxative	disgust	0.641
criminality	kriminalidad	disgust	0.641
oppressive	mapig-oton	disgust	0.633
sinful	makasasala	disgust	0.633
bigoted	gisaway	disgust	0.633
doomsday	kataposan sa kalibotan	disgust	0.633
prostitution	pagpamuta	disgust	0.633
ulcer	ulser	disgust	0.633
secrete	paghikog	disgust	0.633
perpetrator	ang nagbuhat	disgust	0.633
rat	ilaga	disgust	0.633
queasy	malipayon	disgust	0.633
mildew	agup-op	disgust	0.633
dastardly	derby	disgust	0.625
disgraceful	makauulaw	disgust	0.625
ghastly	ghastly	disgust	0.625
persecution	paglutos	disgust	0.625
devilish	yawan-on	disgust	0.625
degrading	makapaubos	disgust	0.625
obscenity	kalaw-ayan	disgust	0.625
fungus	fungus	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	kahilayan	disgust	0.625
stools	nga mga bangkaw	disgust	0.625
suffering	pag-antos	disgust	0.625
contemptible	talamayon	disgust	0.625
cuckold	cuckold	disgust	0.625
bloated	namutol	disgust	0.625
aghast	nahadlok	disgust	0.625
betrayal	pagbudhi	disgust	0.617
guillotine	guillotine	disgust	0.617
infect	infect	disgust	0.617
spoil	inagaw	disgust	0.617
tetanus	tetanus	disgust	0.617
fat	tambok	disgust	0.617
louse	louse	disgust	0.617
malicious	malisyoso	disgust	0.617
polygamy	poligamiya	disgust	0.617
crusty	lugos	disgust	0.617
atrocious	atrocious	disgust	0.617
deceit	pagpanglimbong	disgust	0.617
termite	termite	disgust	0.617
loathe	gikasilagan	disgust	0.617
wench	wench	disgust	0.617
dying	mamatay	disgust	0.617
sickly	masakiton	disgust	0.617
diaper	diaper	disgust	0.617
strangle	maghigda	disgust	0.617
drool	drool	disgust	0.609
slander	pagbutangbutang	disgust	0.609
abhor	kasilag	disgust	0.609
venomous	makahilo	disgust	0.609
brothel	brothel	disgust	0.609
ghetto	ghetto	disgust	0.609
violently	mapintas	disgust	0.609
hostile	kontra	disgust	0.609
sabotage	sabotage	disgust	0.609
deform	nagbag-o	disgust	0.609
bleeding	pagdugo	disgust	0.609
unwashed	wala maunsa	disgust	0.602
lunacy	lunacy	disgust	0.602
imprisonment	pagkabilanggo	disgust	0.602
infidel	dili magtotoo	disgust	0.602
deprivation	paghikaw	disgust	0.602
traitor	traydor	disgust	0.602
ugliness	kalibog	disgust	0.602
musty	an	disgust	0.602
illicit	ilegal	disgust	0.602
swampy	swampy	disgust	0.602
poaching	pagpanguha	disgust	0.602
hag	hag	disgust	0.602
butcher	Butcher	disgust	0.594
lunatic	lunatic	disgust	0.594
venom	hilo	disgust	0.594
repelling	pag-uswag	disgust	0.594
thug	thug	disgust	0.594
misery	pag-antos	disgust	0.594
toilet	kasilyas	disgust	0.594
slug	slug	disgust	0.594
catastrophe	katalagman	disgust	0.594
epidemic	epidemya	disgust	0.594
gut	gut	disgust	0.594
intoxicated	nahubog	disgust	0.594
blister	blister	disgust	0.594
deceitful	malimbongon	disgust	0.594
hostility	pagsupak	disgust	0.594
queasiness	kabalisa	disgust	0.594
lurid	lurid	disgust	0.594
sinner	makasasala	disgust	0.594
incubus	incubus	disgust	0.586
lavatory	lavatory	disgust	0.586
harass	paghasi	disgust	0.586
unclean	mahugaw	disgust	0.586
prostitute	bigaon	disgust	0.586
pornography	pornograpiya	disgust	0.586
dreadful	makalilisang	disgust	0.586
deteriorated	nadaot	disgust	0.586
appalling	makalilisang	disgust	0.586
unfaithful	dili matinud-anon	disgust	0.578
rash	hugaw	disgust	0.578
humiliating	makapaubos	disgust	0.578
ruinous	makagun-ob	disgust	0.578
squeamish	squeamish	disgust	0.578
offensive	away	disgust	0.578
conspirator	Nagplano	disgust	0.578
larceny	larceny	disgust	0.578
debauchery	pagkadaotan	disgust	0.578
mangle	mangle	disgust	0.578
flea	pulgas	disgust	0.578
hypocrite	salimpapaw	disgust	0.578
retard	retard	disgust	0.578
fiend	Gisalikway	disgust	0.578
sick	masakiton	disgust	0.578
quagmire	hinay	disgust	0.578
expulsion	pagpalagpot	disgust	0.578
treacherous	malimbongon	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	pagluwa	disgust	0.570
devastating	makagun-ob	disgust	0.570
bastard	bastard	disgust	0.570
messy	hugaw	disgust	0.570
flog	pagdaot	disgust	0.570
egregious	mabugalbugalon	disgust	0.570
swamp	swamp	disgust	0.570
oppress	pagpig-ot	disgust	0.570
despise	tamayon	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	bitin	disgust	0.570
snake	bitin	disgust	0.562
terrible	makalilisang	disgust	0.562
awful	makalilisang	disgust	0.562
harmful	makadaot	disgust	0.562
insanity	insanity	disgust	0.562
indecent	malaw-ay	disgust	0.562
sordid	sordid	disgust	0.562
loo	loo	disgust	0.562
scoundrel	daotan	disgust	0.562
enemy	kaaway	disgust	0.562
stealing	pagpangawat	disgust	0.562
alcoholism	alkoholismo	disgust	0.562
humiliation	pagpaubos	disgust	0.562
ruthless	mapintas	disgust	0.562
sloppy	sayon	disgust	0.562
tyrannical	mapiguson	disgust	0.562
harlot	bigaon	disgust	0.562
sinning	pagpakasala	disgust	0.562
robbery	pagpangawat	disgust	0.555
insufferable	dili maantos	disgust	0.555
arsenic	arsenic	disgust	0.555
bloody	dugmok	disgust	0.555
odious	makauulaw	disgust	0.555
ridicule	pagbiaybiay	disgust	0.555
atrophy	atropiya	disgust	0.555
beastly	nga mapintas	disgust	0.555
collusion	paghiusa	disgust	0.555
distaste	pagkawala	disgust	0.555
segregate	managlahi	disgust	0.555
discriminating	pagpihig	disgust	0.555
coward	talawan	disgust	0.555
wickedness	pagkadautan	disgust	0.555
threatening	naghulga	disgust	0.555
unattractive	dili madanihon	disgust	0.555
slayer	slayer	disgust	0.555
flabby	huyang	disgust	0.555
varicella	varicella	disgust	0.555
miserable	makalolooy	disgust	0.547
sty	est	disgust	0.547
ogre	ogre	disgust	0.547
coercion	pagpamugos	disgust	0.547
thief	kawatan	disgust	0.547
slur	slur	disgust	0.547
suffocating	makalagot	disgust	0.547
anathema	anathema	disgust	0.547
purgatory	purgatoryo	disgust	0.547
malevolent	malevolent	disgust	0.547
bitterly	mapait	disgust	0.547
burglar	kawatan	disgust	0.547
attacking	pag-atake	disgust	0.547
vesicular	vesicular	disgust	0.547
condemnation	panghimaraut	disgust	0.547
pillage	pagdaot	disgust	0.547
deleterious	deleterious	disgust	0.547
thrash	pagdagan	disgust	0.539
repellant	repellant	disgust	0.539
repudiation	pagsalikway	disgust	0.539
infidelity	pagluib	disgust	0.539
liar	bakakon	disgust	0.539
fatty	tambokon	disgust	0.539
gob	gob	disgust	0.539
sneer	sneer	disgust	0.539
drunken	hubog	disgust	0.539
disgrace	kaulaw	disgust	0.539
shame	kaulaw	disgust	0.539
jealous	abughoan	disgust	0.539
imprisoned	gibilanggo	disgust	0.539
pig	baboy	disgust	0.539
greedy	dalo	disgust	0.539
sloth	sloth	disgust	0.539
lethal	makapatay	disgust	0.536
burnt	gisunog	disgust	0.531
aberration	aberration	disgust	0.531
condescension	pagpaubos	disgust	0.531
hydrocephalus	hydrocephalus	disgust	0.531
hanging	pagbitay	disgust	0.531
destructive	makaguba	disgust	0.531
smuggler	smuggler	disgust	0.531
intolerant	dili makatarunganon	disgust	0.531
travesty	pagkasakit	disgust	0.531
intrusive	intrusive	disgust	0.531
ruined	naguba na	disgust	0.531
withered	nalaya	disgust	0.531
disintegrate	nabungkag	disgust	0.531
brawl	brawl	disgust	0.531
blemish	depekto	disgust	0.531
neurotic	neurotic	disgust	0.531
blasphemous	mapasipalahon	disgust	0.531
lying	pagpamakak	disgust	0.531
painful	sakit	disgust	0.531
avarice	pagkalipay	disgust	0.523
disgraced	kaulaw	disgust	0.523
mistress	babaye nga babaye	disgust	0.523
disparaging	pagdaot	disgust	0.523
rubbish	basura	disgust	0.523
derogation	pagkawala	disgust	0.523
accusation	akusasyon	disgust	0.523
intolerance	pagpihig	disgust	0.523
incarceration	pagkabilanggo	disgust	0.523
blighted	nanghubag	disgust	0.523
sump	sump	disgust	0.516
deplorable	makaluluoy	disgust	0.516
daemon	daemon	disgust	0.516
cringe	managpasakup	disgust	0.516
degrade	degrade	disgust	0.516
gutter	gutter	disgust	0.516
rob	nangawat	disgust	0.516
grim	grim	disgust	0.516
defraud	pagpanglimbong	disgust	0.516
tortious	tortious	disgust	0.516
eradication	pagwagtang	disgust	0.516
stink	pagkadunot	disgust	0.516
convict	convict	disgust	0.516
dishonor	pagpakaulaw	disgust	0.516
vulture	buwitre	disgust	0.516
remains	nagpabilin	disgust	0.516
mite	mite	disgust	0.516
betray	pagbudhi	disgust	0.516
sham	sham	disgust	0.509
endemic	ang pagkamatay	disgust	0.508
bombed	gibombahan	disgust	0.508
distress	kasamok	disgust	0.508
pest	peste	disgust	0.508
incurable	walay kaayohan	disgust	0.508
worthless	walay pulos	disgust	0.508
rejection	pagsalikway	disgust	0.508
distasteful	dili maayo	disgust	0.508
schizophrenia	schizophrenia	disgust	0.508
belittle	pagpaubos	disgust	0.508
smelling	kahumot	disgust	0.508
cheat	paglimbong	disgust	0.508
blob	patambok	disgust	0.508
prisoner	binilanggo	disgust	0.508
idiocy	idiocy	disgust	0.508
delirium	delirium	disgust	0.508
disaster	katalagman	disgust	0.508
crude	krudo	disgust	0.508
resentment	kayugot	disgust	0.508
dreadfully	gikahadlokan	disgust	0.508
glut	glut	disgust	0.508
polemic	polemic	disgust	0.500
derision	pagbiaybiay	disgust	0.500
idolatry	idolatriya	disgust	0.500
taboo	bawal	disgust	0.500
screaming	pagsinggit	disgust	0.500
banish	papahawaa	disgust	0.500
dirt	hugaw	disgust	0.500
goblin	goblin	disgust	0.500
shackle	pagdako	disgust	0.500
bribery	pagsuhol	disgust	0.500
flagrant	garapal	disgust	0.500
jealousy	kasina	disgust	0.500
impurity	mahugaw	disgust	0.500
theft	pagpangawat	disgust	0.500
bitterness	kapaitan	disgust	0.500
offense	sala	disgust	0.500
impeach	impeach	disgust	0.500
blight	blight	disgust	0.500
duress	pagpugos	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	kahakog	disgust	0.500
tirade	tirade	disgust	0.500
squirm	squirm	disgust	0.492
robber	robber	disgust	0.492
ill	masakiton	disgust	0.492
unconscionable	pagkawala	disgust	0.492
recession	ekonomiya	disgust	0.492
gorge	gorge	disgust	0.492
wreck	pagkaguba	disgust	0.492
malign	malign	disgust	0.492
boil	hubag	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	idiot	disgust	0.492
disreputable	dulumtanan	disgust	0.492
wasteful	biyaan	disgust	0.484
affliction	kasakitan	disgust	0.484
stain	mansa	disgust	0.484
contempt	pagtamay	disgust	0.484
nappy	nappy	disgust	0.484
mutiny	mutiny	disgust	0.484
occult	okulto	disgust	0.484
tramp	pagyatak	disgust	0.484
unbearable	dili maantus	disgust	0.484
offender	sala	disgust	0.484
servile	alagad	disgust	0.484
contraband	kontrabando	disgust	0.484
raging	nagdilaab	disgust	0.484
snarl	snarl	disgust	0.484
mad	buang	disgust	0.484
subjugation	pagsakop	disgust	0.484
possessed	gipanag-iya	disgust	0.484
animosity	kasuko	disgust	0.484
aversation	aberasyon	disgust	0.484
defamation	pagpakaulaw	disgust	0.484
disrespectful	dili matinahuron	disgust	0.484
mess	nagkaguliyang	disgust	0.484
nepotism	nepotismo	disgust	0.484
inexcusable	walay ikapangatarongan	disgust	0.484
pathetic	pathetic	disgust	0.477
unpleasant	dili maayong	disgust	0.477
suppression	pagsumpo	disgust	0.477
mockery	pagbiaybiay	disgust	0.477
palsy	palsy	disgust	0.477
criminal	kriminal	disgust	0.477
illegality	ilegal	disgust	0.477
uncaring	dili mausab	disgust	0.477
antagonistic	pagsupak	disgust	0.477
immorality	imoralidad	disgust	0.477
dismal	makaluluoy	disgust	0.477
angry	nasuko	disgust	0.469
repellent	makalagot	disgust	0.469
cough	ubo	disgust	0.469
arrogant	arogante	disgust	0.469
grating	grating	disgust	0.469
aggravation	pagsamot	disgust	0.469
livid	livid	disgust	0.469
banishment	paghingilin	disgust	0.469
shoddy	dili maayo	disgust	0.469
banshee	banshee	disgust	0.469
poverty	kakabos	disgust	0.469
wallow	pagligid	disgust	0.469
outrage	kasuko	disgust	0.469
mocking	pagbugalbugal	disgust	0.469
furious	masuk-anon	disgust	0.469
perspiration	singot	disgust	0.469
prick	prick	disgust	0.461
recklessness	pagkawalay kabalaka	disgust	0.461
distorted	gituis	disgust	0.461
fraudulent	malimbongon	disgust	0.461
spider	kaka	disgust	0.461
quack	quack	disgust	0.461
perdition	kapildihan	disgust	0.461
muddy	lapokon	disgust	0.461
spurious	bakak	disgust	0.461
insulting	nanginsulto	disgust	0.461
scar	samad	disgust	0.461
deceive	paglimbong	disgust	0.461
unjustifiable	dili makatarunganon	disgust	0.461
fool	buang	disgust	0.461
deplore	depresyon	disgust	0.461
plunder	pagpanglungkab	disgust	0.461
aphid	aphid	disgust	0.453
bane	bane	disgust	0.453
indignation	kasuko	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	hakog	disgust	0.453
disparage	pagdaot	disgust	0.453
cur	pan	disgust	0.453
dishonest	dili matinud-anon	disgust	0.453
stigma	stigma	disgust	0.453
eschew	pag-eschew	disgust	0.453
antipathy	antipathy	disgust	0.453
alienate	alienate	disgust	0.453
disingenuous	disingenuous	disgust	0.453
elimination	pagwagtang	disgust	0.453
unthinkable	dili mahimo	disgust	0.453
wasted	nahutdan	disgust	0.445
recalcitrant	pagbaligya	disgust	0.445
iniquity	kadautan	disgust	0.445
mosquito	lamok	disgust	0.445
caries	caries	disgust	0.445
bankruptcy	pagkabangkarote	disgust	0.445
egotistical	egotistical	disgust	0.445
piles	mga piles	disgust	0.445
smell	baho	disgust	0.445
vacuous	vacuous	disgust	0.445
despair	pagkawalay paglaum	disgust	0.445
opium	opium	disgust	0.445
garish	maayo	disgust	0.445
lie	bakak	disgust	0.445
pious	diosnon	disgust	0.445
aversion	pag-ayad	disgust	0.438
sticky	sticky	disgust	0.438
scream	singgit	disgust	0.438
alien	langyaw	disgust	0.438
shun	likayan	disgust	0.438
abnormal	abnormal	disgust	0.438
ashamed	nahuya	disgust	0.438
inmate	binilanggo	disgust	0.438
abject	abject	disgust	0.438
hog	baboy	disgust	0.438
hopelessness	pagkawalay paglaum	disgust	0.438
homeless	walay balay	disgust	0.438
obnoxious	makauulaw	disgust	0.438
curse	tunglo	disgust	0.430
creature	binuhat	disgust	0.430
cursing	pagtunglo	disgust	0.430
illegal	iligal	disgust	0.430
lusty	lusty	disgust	0.430
shameless	walay kahadlok	disgust	0.430
debris	mga tinumpag	disgust	0.430
defiance	pagsupak	disgust	0.430
pall	pall	disgust	0.430
falsity	pagkasala	disgust	0.430
reflux	reflux	disgust	0.430
incredulous	dili kasaligan	disgust	0.430
adverse	dili maayo	disgust	0.430
trickery	pagpanglimbong	disgust	0.430
callous	dili maayo	disgust	0.430
separatist	separatista	disgust	0.430
undesirable	dili maayo	disgust	0.430
denounce	pagpanghimaraut	disgust	0.430
witch	witch	disgust	0.430
bum	bumal	disgust	0.422
bovine	bovine	disgust	0.422
denunciation	pagsaway	disgust	0.422
untidy	dili maayo	disgust	0.422
impure	dili putli	disgust	0.422
mistrust	kawalay pagsalig	disgust	0.422
tarnish	pagdaot	disgust	0.422
ferocious	bangis nga	disgust	0.422
gush	gush	disgust	0.422
infantile	bata pa	disgust	0.422
ammonia	ammonia	disgust	0.422
offend	nakasala	disgust	0.422
idiotic	idiotic	disgust	0.422
hypertrophy	hypertrophy	disgust	0.422
