word	Finnish-fi	emotion	emotion-intensity-score
hanging	riippuva	disgust	0.531
destructive	tuhoisa	disgust	0.531
smuggler	salakuljettaja	disgust	0.531
intolerant	suvaitsematon	disgust	0.531
travesty	irvikuva	disgust	0.531
intrusive	tunkeileva	disgust	0.531
ruined	pilalla	disgust	0.531
withered	kurttuinen	disgust	0.531
disintegrate	hajota	disgust	0.531
brawl	rähinä	disgust	0.531
blemish	tahra	disgust	0.531
neurotic	neuroottinen	disgust	0.531
blasphemous	herjaava	disgust	0.531
lying	makaava	disgust	0.531
painful	tuskallinen	disgust	0.531
avarice	ahneus	disgust	0.523
disgraced	nolottaa	disgust	0.523
mistress	emäntä	disgust	0.523
disparaging	väheksyvä	disgust	0.523
rubbish	roskat	disgust	0.523
derogation	poikkeus	disgust	0.523
accusation	syytös	disgust	0.523
intolerance	suvaitsemattomuus	disgust	0.523
incarceration	vangitseminen	disgust	0.523
blighted	tuhonneet	disgust	0.523
sump	öljypohja	disgust	0.516
deplorable	valitettava	disgust	0.516
daemon	demoni	disgust	0.516
cringe	kyyristyä	disgust	0.516
degrade	hajota	disgust	0.516
gutter	räystäskouru	disgust	0.516
rob	ryöstää	disgust	0.516
grim	synkkä	disgust	0.516
defraud	huijata	disgust	0.516
tortious	rikkomuksellista	disgust	0.516
eradication	hävittämiseksi	disgust	0.516
stink	haista	disgust	0.516
convict	tuomittu	disgust	0.516
dishonor	häpäistä	disgust	0.516
vulture	korppikotka	disgust	0.516
remains	jäännökset	disgust	0.516
mite	punkki	disgust	0.516
betray	pettää	disgust	0.516
sham	huijaus	disgust	0.509
endemic	endeeminen	disgust	0.508
bombed	pommitti	disgust	0.508
distress	hätä	disgust	0.508
pest	tuhoeläin	disgust	0.508
incurable	parantumaton	disgust	0.508
worthless	arvoton	disgust	0.508
rejection	hylkäys	disgust	0.508
distasteful	vastenmielinen	disgust	0.508
schizophrenia	skitsofrenia	disgust	0.508
belittle	vähätellä	disgust	0.508
smelling	hajuisia	disgust	0.508
cheat	huijata	disgust	0.508
blob	möykky	disgust	0.508
prisoner	vanki	disgust	0.508
idiocy	typeryys	disgust	0.508
delirium	hourailu	disgust	0.508
disaster	katastrofi	disgust	0.508
crude	raaka	disgust	0.508
resentment	kauna	disgust	0.508
dreadfully	kamalan	disgust	0.508
glut	kyllästää	disgust	0.508
polemic	poleeminen	disgust	0.500
derision	pilkka	disgust	0.500
idolatry	palvonta	disgust	0.500
taboo	tabu	disgust	0.500
screaming	kirkuva	disgust	0.500
banish	karkottaa maasta	disgust	0.500
dirt	lika	disgust	0.500
goblin	menninkäinen	disgust	0.500
shackle	kahlehtia	disgust	0.500
bribery	lahjonta	disgust	0.500
flagrant	räikeä	disgust	0.500
jealousy	mustasukkaisuus	disgust	0.500
impurity	epäpuhtaus	disgust	0.500
theft	varkaus	disgust	0.500
bitterness	katkeruus	disgust	0.500
offense	rikkomus	disgust	0.500
impeach	syyttää virkavirheestä	disgust	0.500
blight	vitsaus	disgust	0.500
duress	pakko	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	ahneus	disgust	0.500
tirade	vuodatus	disgust	0.500
squirm	kiemurtelu	disgust	0.492
robber	rosvo	disgust	0.492
ill	sairas	disgust	0.492
unconscionable	kohtuuton	disgust	0.492
recession	lama	disgust	0.492
gorge	rotko	disgust	0.492
wreck	tuhota	disgust	0.492
malign	parjata	disgust	0.492
boil	kiehua	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	idiootti	disgust	0.492
disreputable	huonomaineinen	disgust	0.492
wasteful	tuhlaileva	disgust	0.484
affliction	koettelemus	disgust	0.484
stain	tahra	disgust	0.484
contempt	ylenkatse	disgust	0.484
nappy	vaippa	disgust	0.484
mutiny	kapina	disgust	0.484
occult	yliluonnollinen	disgust	0.484
tramp	kulkuri	disgust	0.484
unbearable	sietämätön	disgust	0.484
offender	rikollinen	disgust	0.484
servile	nöyristelevä	disgust	0.484
contraband	salakuljetustavara	disgust	0.484
raging	raivoava	disgust	0.484
snarl	sotkea	disgust	0.484
mad	hullu	disgust	0.484
subjugation	alistamista	disgust	0.484
possessed	riivattu	disgust	0.484
animosity	vihamielisyys jtk kohtaan	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	kunnianloukkaus	disgust	0.484
disrespectful	epäkunnioittava	disgust	0.484
mess	sotku	disgust	0.484
nepotism	nepotismi	disgust	0.484
inexcusable	anteeksiantamaton	disgust	0.484
pathetic	säälittävä	disgust	0.477
unpleasant	epämiellyttävä	disgust	0.477
suppression	tukahduttaminen	disgust	0.477
mockery	pilkka	disgust	0.477
palsy	halvaus	disgust	0.477
criminal	rikollinen	disgust	0.477
illegality	laittomuus	disgust	0.477
uncaring	piittaamaton	disgust	0.477
antagonistic	vihamielinen	disgust	0.477
immorality	moraalittomuus	disgust	0.477
dismal	synkkä	disgust	0.477
angry	suuttunut	disgust	0.469
repellent	hylkivä	disgust	0.469
cough	yskä	disgust	0.469
arrogant	ylimielinen	disgust	0.469
grating	säleikkö	disgust	0.469
aggravation	paheneminen	disgust	0.469
livid	raivoissaan	disgust	0.469
banishment	karkotus	disgust	0.469
shoddy	rähjäinen	disgust	0.469
banshee	banshee	disgust	0.469
poverty	köyhyys	disgust	0.469
wallow	rypeä	disgust	0.469
outrage	skandaali	disgust	0.469
mocking	ivallinen	disgust	0.469
furious	raivostunut	disgust	0.469
perspiration	hiki	disgust	0.469
prick	ääliö	disgust	0.461
recklessness	piittaamattomuus	disgust	0.461
distorted	vääristynyt	disgust	0.461
fraudulent	vilpillinen	disgust	0.461
spider	hämähäkki	disgust	0.461
quack	puoskari	disgust	0.461
perdition	kadotus	disgust	0.461
muddy	mutainen	disgust	0.461
spurious	väärä	disgust	0.461
insulting	loukkaavia	disgust	0.461
scar	arpi	disgust	0.461
deceive	pettää	disgust	0.461
unjustifiable	tuomittava	disgust	0.461
fool	typerys	disgust	0.461
deplore	valittaa	disgust	0.461
plunder	ryöstää	disgust	0.461
aphid	kirva	disgust	0.453
bane	kirous	disgust	0.453
indignation	närkästys	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	itsekäs	disgust	0.453
disparage	väheksyä	disgust	0.453
cur	rakki	disgust	0.453
dishonest	epärehellinen	disgust	0.453
stigma	häpeä	disgust	0.453
eschew	välttää	disgust	0.453
antipathy	antipatia	disgust	0.453
alienate	luovuttaa	disgust	0.453
disingenuous	vilpillinen	disgust	0.453
elimination	eliminointi	disgust	0.453
unthinkable	mahdoton	disgust	0.453
wasted	hukkaan	disgust	0.445
recalcitrant	niskoitteleva	disgust	0.445
iniquity	vääryys	disgust	0.445
mosquito	hyttynen	disgust	0.445
caries	karies	disgust	0.445
bankruptcy	konkurssi	disgust	0.445
egotistical	itsekäs	disgust	0.445
piles	peräpukamat	disgust	0.445
smell	haju	disgust	0.445
vacuous	ontto	disgust	0.445
despair	epätoivo	disgust	0.445
opium	oopiumi	disgust	0.445
garish	räikeä	disgust	0.445
lie	valehdella	disgust	0.445
pious	hurskas	disgust	0.445
aversion	vastenmielisyys	disgust	0.438
sticky	tahmea	disgust	0.438
scream	huutaa	disgust	0.438
alien	ulkomaalainen	disgust	0.438
shun	karttaa	disgust	0.438
abnormal	poikkeava	disgust	0.438
ashamed	häpeissään	disgust	0.438
inmate	vanki	disgust	0.438
abject	viheliäinen	disgust	0.438
hog	sika	disgust	0.438
hopelessness	toivottomuus	disgust	0.438
homeless	asunnoton	disgust	0.438
obnoxious	vastenmielinen	disgust	0.438
curse	kirous	disgust	0.430
creature	olento	disgust	0.430
cursing	kiroilu	disgust	0.430
illegal	laiton	disgust	0.430
lusty	reipas	disgust	0.430
shameless	häpeämätön	disgust	0.430
debris	jätteet	disgust	0.430
defiance	uhma	disgust	0.430
pall	ruumisarkku	disgust	0.430
falsity	valheellisuus	disgust	0.430
reflux	refluksi	disgust	0.430
incredulous	epäuskoinen	disgust	0.430
adverse	haitallinen	disgust	0.430
trickery	metkut	disgust	0.430
callous	tunteeton	disgust	0.430
separatist	separatisti	disgust	0.430
undesirable	ei-toivottu	disgust	0.430
denounce	tuomita	disgust	0.430
witch	noita	disgust	0.430
bum	pylly	disgust	0.422
bovine	nauta	disgust	0.422
denunciation	tuomitseminen	disgust	0.422
untidy	epäsiisti	disgust	0.422
impure	epäpuhdas	disgust	0.422
mistrust	epäluottamus	disgust	0.422
tarnish	tummua	disgust	0.422
ferocious	hurja	disgust	0.422
gush	pursua	disgust	0.422
infantile	infantiili	disgust	0.422
ammonia	ammoniakki	disgust	0.422
offend	loukata	disgust	0.422
idiotic	typerä	disgust	0.422
hypertrophy	liikakasvu	disgust	0.422
nicotine	nikotiini	disgust	0.422
tasteless	mauton	disgust	0.422
pompous	mahtipontinen	disgust	0.422
socialist	sosialistinen	disgust	0.422
delinquent	rikollinen	disgust	0.422
swarm	parvi	disgust	0.422
contentious	riidanalainen	disgust	0.422
carelessness	varomattomuus	disgust	0.422
hairy	karvainen	disgust	0.422
wasting	tuhlaa	disgust	0.422
slush	loska	disgust	0.422
affront	loukkaus	disgust	0.422
collapse	romahdus	disgust	0.422
badness	pahuus	disgust	0.422
dishonesty	epärehellisyys	disgust	0.414
vegetative	vegetatiivinen	disgust	0.414
displacency	displacency	disgust	0.414
unfavorable	epäsuotuisa	disgust	0.414
disobey	rikkoa	disgust	0.414
sour	hapan	disgust	0.414
socialism	sosialismi	disgust	0.414
murky	hämärä	disgust	0.414
neglected	laiminlyöty	disgust	0.414
drivel	pöty	disgust	0.414
vampire	vampyyri	disgust	0.414
litigious	käräjöimishaluinen	disgust	0.414
illegitimate	avioton	disgust	0.414
disgruntled	tyytymätön	disgust	0.406
ignorant	oppimaton	disgust	0.406
outcast	hylkiö	disgust	0.406
unkind	epäystävällinen	disgust	0.406
repel	hylkiä	disgust	0.406
displeasure	mielipaha	disgust	0.406
phony	tekaistu	disgust	0.406
shoplifting	myymälävarkaus	disgust	0.406
dislike	vastenmielisyys	disgust	0.406
unlawful	laiton	disgust	0.406
bogus	väärä	disgust	0.406
discontinuity	katkonaisuus	disgust	0.406
recidivism	uusintarikollisuus	disgust	0.406
ungrateful	kiittämätön	disgust	0.406
wrongdoing	vääryys	disgust	0.406
falsify	väärentää	disgust	0.406
prosecution	syyte	disgust	0.406
failure	vika	disgust	0.398
loon	kuikka	disgust	0.398
lick	nuolla	disgust	0.398
subvert	horjuttaa	disgust	0.398
rigor	täsmällisyys	disgust	0.398
unruly	kuriton	disgust	0.398
paucity	niukkuus	disgust	0.398
unnatural	luonnoton	disgust	0.398
averse	vastahakoinen	disgust	0.398
senseless	mieletön	disgust	0.398
worsening	paheneminen	disgust	0.398
disdain	ylenkatse	disgust	0.398
woe	murhe	disgust	0.398
woefully	valitettavan	disgust	0.398
amphetamines	amfetamiinit	disgust	0.398
stingy	niukka	disgust	0.398
crushing	murskaava	disgust	0.398
insult	loukkaus	disgust	0.393
damage	vahingoittaa	disgust	0.391
hardened	karkaistu	disgust	0.391
diatribe	kiivas hyökkäys	disgust	0.391
averseness	averseness	disgust	0.391
critter	veijari	disgust	0.391
muff	muhvi	disgust	0.391
antisocial	ihmisiä vihaava	disgust	0.391
punishment	rankaiseminen	disgust	0.391
bad	huono	disgust	0.391
punished	rangaistaan	disgust	0.391
disrelish	disrelish	disgust	0.391
expel	karkottaa	disgust	0.391
farcical	farssimainen	disgust	0.391
scorpion	skorpioni	disgust	0.391
sacrifices	uhrauksia	disgust	0.383
plagiarism	plagiointi	disgust	0.383
hypocritical	tekopyhä	disgust	0.383
divorce	avioero	disgust	0.383
presumptuous	julkea	disgust	0.383
discord	eripuraisuus	disgust	0.383
fugitive	pakolainen	disgust	0.383
fulsome	äitelä	disgust	0.383
shabby	nuhjuinen	disgust	0.383
orc	örkki	disgust	0.383
adder	kyykäärme	disgust	0.383
anaconda	anaconda	disgust	0.383
surly	äreä	disgust	0.383
irrational	irrationaalinen	disgust	0.383
disappoint	petä	disgust	0.383
illiterate	lukutaidoton	disgust	0.383
lament	valittaa	disgust	0.383
eviction	häätö	disgust	0.383
teeming	vilisee	disgust	0.383
guilt	syyllisyys	disgust	0.383
misconduct	rikkomus	disgust	0.375
blame	syyttää	disgust	0.375
alienation	vieraantuminen	disgust	0.375
depressing	masentava	disgust	0.375
irritating	ärsyttävä	disgust	0.375
plight	ahdinko	disgust	0.375
unworthy	kelvoton	disgust	0.375
dislocated	sijoiltaan	disgust	0.375
scoff	pilkata	disgust	0.375
irritation	ärsytys	disgust	0.375
defective	viallinen	disgust	0.375
shock	järkyttää	disgust	0.375
hoax	huijaus	disgust	0.367
coerce	hallita pakolla	disgust	0.367
revoke	peruuttaa	disgust	0.367
stripped	riisuttu	disgust	0.367
exclusion	syrjäytyminen	disgust	0.367
blatant	räikeä	disgust	0.367
disillusionment	pettymys	disgust	0.367
squelch	litinä	disgust	0.367
unhealthy	epäterveellinen	disgust	0.367
toad	rupikonna	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	sudenkuoppa	disgust	0.367
vainly	turhaan	disgust	0.367
powerless	voimaton	disgust	0.367
cad	moukka	disgust	0.367
hurtful	loukkaava	disgust	0.367
shuddering	Shuddering	disgust	0.367
wimp	nynny	disgust	0.367
oddity	kummajainen	disgust	0.359
rebellion	kapina	disgust	0.359
incompatible	yhteensopimaton	disgust	0.359
ineptitude	taitamattomuus	disgust	0.359
dispose	määrätä	disgust	0.359
disobedience	tottelemattomuus	disgust	0.359
damn	kirottu	disgust	0.359
bug	vika	disgust	0.359
deserted	autio	disgust	0.359
litigate	käräjöidä	disgust	0.352
ridiculous	naurettava	disgust	0.352
compost	komposti	disgust	0.352
obi	obi	disgust	0.352
untoward	ikävä	disgust	0.352
censor	sensuroida	disgust	0.352
uncertain	epävarma	disgust	0.352
lawyer	lakimies	disgust	0.352
flinch	sävähtää	disgust	0.352
flesh	liha	disgust	0.352
crushed	murskattu	disgust	0.352
displeased	ärsyyntynyt	disgust	0.352
inept	taitamaton	disgust	0.352
wrongful	laiton	disgust	0.352
cutting	leikkaus	disgust	0.352
fierce	raju	disgust	0.352
misbehavior	kurittomuus	disgust	0.352
frustrate	turhauttaa	disgust	0.352
dismissal	hylkääminen	disgust	0.352
disapprove	hylkää	disgust	0.344
depreciate	laskea	disgust	0.344
tearful	itkuinen	disgust	0.344
thoughtless	ajattelematon	disgust	0.336
unsettled	ratkaisematta	disgust	0.336
lumpy	möykkyinen	disgust	0.336
discoloration	värjäytyminen	disgust	0.336
blunder	kömmähdys	disgust	0.336
disinclination	haluttomuus	disgust	0.336
distrust	epäluottamus	disgust	0.336
annoy	ärsyttää	disgust	0.336
lawsuit	oikeusjuttu	disgust	0.336
discontent	tyytymättömyys	disgust	0.336
grumble	marmattaa	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	mieletön	disgust	0.336
heartsick	sydämin	disgust	0.336
disliked	inhosi	disgust	0.336
bickering	kinastelu	disgust	0.336
disallowed	sovitella	disgust	0.336
unmanageable	vaikea hallita	disgust	0.328
hydrophobia	vesikauhu	disgust	0.328
unsatisfactory	epätyydyttävä	disgust	0.328
whine	kitistä	disgust	0.328
exasperation	ärtymys	disgust	0.328
instability	epävakaisuus	disgust	0.328
provoking	provosoi	disgust	0.328
disappointed	pettynyt	disgust	0.328
inhibit	estää	disgust	0.328
sly	ovela	disgust	0.328
grievance	epäkohta	disgust	0.328
materialist	materialisti	disgust	0.328
excluded	ulkopuolelle	disgust	0.328
cacophony	kakofonia	disgust	0.328
misleading	harhaanjohtava	disgust	0.321
disclaim	kiistää	disgust	0.320
rags	lumput	disgust	0.320
soot	noki	disgust	0.320
disservice	karhunpalvelus	disgust	0.320
unequal	epätasainen	disgust	0.320
humbug	humpuuki	disgust	0.320
reproach	moite	disgust	0.320
confined	rajoitettu	disgust	0.320
disapproving	tuomitseva	disgust	0.320
annoyance	ärsyttävyys	disgust	0.320
mishap	vahinko	disgust	0.320
groan	notkua	disgust	0.320
soil	maaperä	disgust	0.312
depreciated	poistot	disgust	0.312
disincline	viedä halu jhk	disgust	0.312
inappropriate	sopimaton	disgust	0.312
inconsiderate	ajattelematon	disgust	0.312
burke	Burke	disgust	0.312
overpriced	ylihintainen	disgust	0.312
sneeze	aivastaa	disgust	0.312
stomach	vatsa	disgust	0.312
criticize	arvostella	disgust	0.312
theism	teismi	disgust	0.312
disparity	erilaisuus	disgust	0.305
gall	sappi	disgust	0.305
latent	piilevä	disgust	0.305
grumpy	pahantuulinen	disgust	0.305
bang	pamaus	disgust	0.305
inadmissible	tutkimatta	disgust	0.305
unfriendly	epäystävällinen	disgust	0.305
shack	hökkeli	disgust	0.305
disliking	vastenmielisyyden	disgust	0.305
unaccountable	selittämätön	disgust	0.305
coop	coop	disgust	0.304
scold	röykyttää	disgust	0.297
growling	urina	disgust	0.297
lonely	yksinäinen	disgust	0.297
delay	viive	disgust	0.297
congress	kongressi	disgust	0.297
disregarded	huomiotta	disgust	0.297
disappointment	pettymys	disgust	0.297
backwards	taaksepäin	disgust	0.297
soreness	arkuus	disgust	0.297
rogue	veijari	disgust	0.297
infamous	pahamaineinen	disgust	0.289
lesbian	lesbo	disgust	0.289
notoriety	kuuluisuus	disgust	0.289
catechism	katekismus	disgust	0.289
flop	flop	disgust	0.289
nettle	nokkonen	disgust	0.289
janitor	talonmies	disgust	0.289
saturated	tyydyttynyt	disgust	0.281
gaby	Gaby	disgust	0.281
prohibited	kielletty	disgust	0.281
remiss	huolimaton	disgust	0.281
unfair	epäoikeudenmukainen	disgust	0.281
desist	pidättyä	disgust	0.281
wince	säpsähtää	disgust	0.281
aftermath	jälkiseuraukset	disgust	0.281
huff	puuskahtaa	disgust	0.273
discolored	värjäytyneet	disgust	0.273
uneasy	levoton	disgust	0.273
wrangling	kinastelu	disgust	0.273
tribunal	tuomioistuin	disgust	0.273
weird	outo	disgust	0.266
bureaucrat	byrokraatti	disgust	0.266
coldness	kylmyys	disgust	0.266
impolite	epäkohtelias	disgust	0.266
politic	viisas	disgust	0.266
unsatisfied	tyytymätön	disgust	0.266
swig	huikka	disgust	0.266
inefficiency	tehottomuus	disgust	0.266
frantic	hätääntynyt	disgust	0.266
crawl	ryömiä	disgust	0.266
instinctive	vaistomainen	disgust	0.258
barrow	kottikärryt	disgust	0.258
incase	varalta	disgust	0.258
octopus	mustekala	disgust	0.258
chagrin	mielipaha	disgust	0.258
copycat	apina	disgust	0.258
rascal	lurjus	disgust	0.258
sarcasm	sarkasmi	disgust	0.258
gruff	karhea	disgust	0.258
misconception	väärinkäsitys	disgust	0.250
hulk	purkki	disgust	0.250
shanghai	Shanghai	disgust	0.250
baboon	paviaani	disgust	0.250
disinclined	haluton	disgust	0.250
lose	menettää	disgust	0.250
john	Johannes	disgust	0.250
cupping	kuppaus	disgust	0.250
rook	torni	disgust	0.242
gratuitous	aiheeton	disgust	0.242
entangled	kietoutunut	disgust	0.242
opponent	vastustaja	disgust	0.242
tariff	tulli	disgust	0.242
scrub	hangata	disgust	0.242
resign	erota	disgust	0.234
prolong	pidentää	disgust	0.234
backwardness	jälkeenjääneisyys	disgust	0.234
reluctance	haluttomuus	disgust	0.234
questionable	kyseenalainen	disgust	0.234
lagging	jääneillä	disgust	0.234
unlucky	onneton	disgust	0.234
misstatement	virheellisyyttä	disgust	0.234
reversal	muutos	disgust	0.227
disqualified	esteellinen	disgust	0.227
subsidy	tuki	disgust	0.227
ineffectual	tulokseton	disgust	0.227
fussy	kranttu	disgust	0.227
unpopular	epäsuosittu	disgust	0.227
default	oletusarvo	disgust	0.227
intense	voimakas	disgust	0.219
dame	rouva	disgust	0.219
evade	kiertää	disgust	0.219
petroleum	maaöljy	disgust	0.219
weight	paino	disgust	0.219
frowning	otsa kurtussa	disgust	0.219
actionable	kannekelpoinen	disgust	0.211
tawny	kellanruskea	disgust	0.211
donkey	aasi	disgust	0.211
unhappy	onneton	disgust	0.211
indifference	välinpitämättömyys	disgust	0.203
rave	rave	disgust	0.203
birch	koivu	disgust	0.203
hood	huppu	disgust	0.203
desert	aavikko	disgust	0.203
owing	maksamatta	disgust	0.203
gnome	menninkäinen	disgust	0.203
awkwardness	kiusallisuus	disgust	0.203
inconvenient	epämukava	disgust	0.203
dandy	keikari	disgust	0.203
speck	täplä	disgust	0.203
fleece	fleece	disgust	0.195
howl	ulvonta	disgust	0.195
monochrome	yksivärinen	disgust	0.195
