word	Basque-eu	emotion	emotion-intensity-score
sneer	sneer	disgust	0.539
drunken	mozkor	disgust	0.539
disgrace	lotsagarria	disgust	0.539
shame	Pena	disgust	0.539
jealous	jeloskor	disgust	0.539
imprisoned	kartzelatua	disgust	0.539
pig	txerri	disgust	0.539
greedy	Greedy	disgust	0.539
sloth	sloth	disgust	0.539
lethal	hilgarria	disgust	0.536
burnt	erre	disgust	0.531
aberration	aberrazio	disgust	0.531
condescension	condescension	disgust	0.531
hydrocephalus	Hidrozefaliaren	disgust	0.531
hanging	zintzilik	disgust	0.531
destructive	suntsitzailea	disgust	0.531
smuggler	kontrabandista	disgust	0.531
intolerant	intoleranteak	disgust	0.531
travesty	travesty	disgust	0.531
intrusive	intrusiboak	disgust	0.531
ruined	hondatu	disgust	0.531
withered	withered	disgust	0.531
disintegrate	desegiten	disgust	0.531
brawl	brawl	disgust	0.531
blemish	akats	disgust	0.531
neurotic	neurotiko	disgust	0.531
blasphemous	blasphemous	disgust	0.531
lying	etzanda	disgust	0.531
painful	mingarria	disgust	0.531
avarice	zikoizkeria	disgust	0.523
disgraced	disgraced	disgust	0.523
mistress	andrea	disgust	0.523
disparaging	disparaging	disgust	0.523
rubbish	zaborra	disgust	0.523
derogation	salbuespen	disgust	0.523
accusation	salaketa	disgust	0.523
intolerance	intolerantzia	disgust	0.523
incarceration	incarceration	disgust	0.523
blighted	blighted	disgust	0.523
sump	sump	disgust	0.516
deplorable	deitoragarria	disgust	0.516
daemon	daemon	disgust	0.516
cringe	cringe	disgust	0.516
degrade	jeitsi	disgust	0.516
gutter	gutter	disgust	0.516
rob	rob	disgust	0.516
grim	sombría	disgust	0.516
defraud	iruzurra	disgust	0.516
tortious	tortious	disgust	0.516
eradication	desagerraraztea	disgust	0.516
stink	stink	disgust	0.516
convict	convict	disgust	0.516
dishonor	desohorea	disgust	0.516
vulture	putre	disgust	0.516
remains	aztarnak	disgust	0.516
mite	mite	disgust	0.516
betray	betray	disgust	0.516
sham	faltsura	disgust	0.509
endemic	endemiko	disgust	0.508
bombed	bonbardatu	disgust	0.508
distress	apuros	disgust	0.508
pest	izurriteen	disgust	0.508
incurable	sendaezinak	disgust	0.508
worthless	worthless	disgust	0.508
rejection	gaitzespena	disgust	0.508
distasteful	distasteful	disgust	0.508
schizophrenia	eskizofrenia	disgust	0.508
belittle	gutxiesten	disgust	0.508
smelling	usain	disgust	0.508
cheat	tranparik	disgust	0.508
blob	blob	disgust	0.508
prisoner	preso	disgust	0.508
idiocy	Idiocy	disgust	0.508
delirium	Delirium	disgust	0.508
disaster	Hondamendi	disgust	0.508
crude	gordin	disgust	0.508
resentment	erresumina	disgust	0.508
dreadfully	ikaragarria	disgust	0.508
glut	glut	disgust	0.508
polemic	polemika	disgust	0.500
derision	iseka	disgust	0.500
idolatry	idolatria	disgust	0.500
taboo	tabu	disgust	0.500
screaming	Garrasi	disgust	0.500
banish	baztertu	disgust	0.500
dirt	zikinkeria	disgust	0.500
goblin	goblin	disgust	0.500
shackle	shackle	disgust	0.500
bribery	eroskeria	disgust	0.500
flagrant	flagrant	disgust	0.500
jealousy	jelosia	disgust	0.500
impurity	ezpurutasun	disgust	0.500
theft	lapurreta	disgust	0.500
bitterness	gorrotorik	disgust	0.500
offense	iraina	disgust	0.500
impeach	impeach	disgust	0.500
blight	blight	disgust	0.500
duress	duress	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	gutizia	disgust	0.500
tirade	tirade	disgust	0.500
squirm	squirm	disgust	0.492
robber	lapurra	disgust	0.492
ill	gaixo	disgust	0.492
unconscionable	unconscionable	disgust	0.492
recession	atzeraldi	disgust	0.492
gorge	arroila	disgust	0.492
wreck	Wreck	disgust	0.492
malign	gaizto	disgust	0.492
boil	irakiten	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	idiota	disgust	0.492
disreputable	disreputable	disgust	0.492
wasteful	xahuketa	disgust	0.484
affliction	affliction	disgust	0.484
stain	orban	disgust	0.484
contempt	mespretxua	disgust	0.484
nappy	nappy	disgust	0.484
mutiny	matxinada	disgust	0.484
occult	Ocultista	disgust	0.484
tramp	tramp	disgust	0.484
unbearable	jasanezina	disgust	0.484
offender	offender	disgust	0.484
servile	morroi	disgust	0.484
contraband	kontrabandoa	disgust	0.484
raging	raging	disgust	0.484
snarl	snarl	disgust	0.484
mad	ero	disgust	0.484
subjugation	menderatze	disgust	0.484
possessed	jabetu	disgust	0.484
animosity	animosity	disgust	0.484
aversation	aversation	disgust	0.484
defamation	difamazio	disgust	0.484
disrespectful	disrespectful	disgust	0.484
mess	nahaspila	disgust	0.484
nepotism	nepotism	disgust	0.484
inexcusable	inexcusable	disgust	0.484
pathetic	patetikoa	disgust	0.477
unpleasant	desatseginak	disgust	0.477
suppression	kendu da	disgust	0.477
mockery	iseka	disgust	0.477
palsy	perlesia	disgust	0.477
criminal	criminal	disgust	0.477
illegality	ilegalitatearen	disgust	0.477
uncaring	uncaring	disgust	0.477
antagonistic	antagoniko	disgust	0.477
immorality	immorality	disgust	0.477
dismal	berriz	disgust	0.477
angry	haserre	disgust	0.469
repellent	repellent	disgust	0.469
cough	eztul	disgust	0.469
arrogant	harroputz	disgust	0.469
grating	sareta	disgust	0.469
aggravation	aggravation	disgust	0.469
livid	livid	disgust	0.469
banishment	desterrua	disgust	0.469
shoddy	shoddy	disgust	0.469
banshee	banshee	disgust	0.469
poverty	pobreziaren	disgust	0.469
wallow	wallow	disgust	0.469
outrage	atentatu	disgust	0.469
mocking	mocking	disgust	0.469
furious	haserre	disgust	0.469
perspiration	izerdia	disgust	0.469
prick	prick	disgust	0.461
recklessness	recklessness	disgust	0.461
distorted	desitxuratu	disgust	0.461
fraudulent	iruzurrezko	disgust	0.461
spider	armiarma	disgust	0.461
quack	quack	disgust	0.461
perdition	perdition	disgust	0.461
muddy	Zelai	disgust	0.461
spurious	ezgaitzea	disgust	0.461
insulting	iraintzen	disgust	0.461
scar	scar	disgust	0.461
deceive	engainatzen	disgust	0.461
unjustifiable	Justifikaziorik	disgust	0.461
fool	norbera	disgust	0.461
deplore	deitoratu	disgust	0.461
plunder	espoliazioa	disgust	0.461
aphid	Zorri	disgust	0.453
bane	bane	disgust	0.453
indignation	sumindura	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	berekoia	disgust	0.453
disparage	gutxietsi	disgust	0.453
cur	orain	disgust	0.453
dishonest	petrala	disgust	0.453
stigma	estigma	disgust	0.453
eschew	eschew	disgust	0.453
antipathy	antipathy	disgust	0.453
alienate	alienatzeko	disgust	0.453
disingenuous	disingenuous	disgust	0.453
elimination	ezabatzea	disgust	0.453
unthinkable	pentsaezina	disgust	0.453
wasted	alferrik galtzen	disgust	0.445
recalcitrant	temati	disgust	0.445
iniquity	gaiztakeria	disgust	0.445
mosquito	eltxo	disgust	0.445
caries	txantxarra	disgust	0.445
bankruptcy	Porrotaren	disgust	0.445
egotistical	egoten	disgust	0.445
piles	pila	disgust	0.445
smell	usain	disgust	0.445
vacuous	vacuous	disgust	0.445
despair	etsipen	disgust	0.445
opium	opioa	disgust	0.445
garish	garish	disgust	0.445
lie	gezur	disgust	0.445
pious	jainkozale	disgust	0.445
aversion	nazka	disgust	0.438
sticky	itsaskor	disgust	0.438
scream	garrasi	disgust	0.438
alien	Alien	disgust	0.438
shun	Shun	disgust	0.438
abnormal	anormal	disgust	0.438
ashamed	lotsarik	disgust	0.438
inmate	preso	disgust	0.438
abject	abject	disgust	0.438
hog	Inhar	disgust	0.438
hopelessness	hopelessness	disgust	0.438
homeless	etxerik	disgust	0.438
obnoxious	obnoxious	disgust	0.438
curse	madarikazio	disgust	0.430
creature	izaki	disgust	0.430
cursing	cursing	disgust	0.430
illegal	legez kanpoko	disgust	0.430
lusty	lusty	disgust	0.430
shameless	lotsagabeak	disgust	0.430
debris	hondakinak	disgust	0.430
defiance	DEFIANCE	disgust	0.430
pall	pall	disgust	0.430
falsity	faltsukeria	disgust	0.430
reflux	errefluxu	disgust	0.430
incredulous	sinesgaitz	disgust	0.430
adverse	kaltegarriak	disgust	0.430
trickery	trickery	disgust	0.430
callous	hoiek	disgust	0.430
separatist	independentista	disgust	0.430
undesirable	txarrak	disgust	0.430
denounce	salatzeko	disgust	0.430
witch	sorgina	disgust	0.430
bum	bum	disgust	0.422
bovine	behi	disgust	0.422
denunciation	Salaketak	disgust	0.422
untidy	untidy	disgust	0.422
impure	purua	disgust	0.422
mistrust	mesfidantza	disgust	0.422
tarnish	tarnish	disgust	0.422
ferocious	ferocious	disgust	0.422
gush	gush	disgust	0.422
infantile	Haur	disgust	0.422
ammonia	amoniako	disgust	0.422
offend	iraindu	disgust	0.422
idiotic	idiotic	disgust	0.422
hypertrophy	hipertrofia	disgust	0.422
nicotine	nikotina	disgust	0.422
tasteless	tasteless	disgust	0.422
pompous	Pomposo	disgust	0.422
socialist	sozialista	disgust	0.422
delinquent	berankorren	disgust	0.422
swarm	swarm	disgust	0.422
contentious	auzi	disgust	0.422
carelessness	axolagabekeria	disgust	0.422
hairy	hairy	disgust	0.422
wasting	alferrik galtzen	disgust	0.422
slush	slush	disgust	0.422
affront	laido	disgust	0.422
collapse	kolapso	disgust	0.422
badness	gaiztakeria	disgust	0.422
dishonesty	dishonesty	disgust	0.414
vegetative	begetatiboan	disgust	0.414
displacency	displacency	disgust	0.414
unfavorable	kontrako	disgust	0.414
disobey	obeditzen	disgust	0.414
sour	garratza	disgust	0.414
socialism	sozialismo	disgust	0.414
murky	murky	disgust	0.414
neglected	ahaztutako	disgust	0.414
drivel	jarioa	disgust	0.414
vampire	banpiroa	disgust	0.414
litigious	litigious	disgust	0.414
illegitimate	legitimoa	disgust	0.414
disgruntled	disgruntled	disgust	0.406
ignorant	ezjakinak	disgust	0.406
outcast	baztertutako	disgust	0.406
unkind	unkind	disgust	0.406
repel	uxatzeko	disgust	0.406
displeasure	nahigabea	disgust	0.406
phony	phony	disgust	0.406
shoplifting	shoplifting	disgust	0.406
dislike	Dislike	disgust	0.406
unlawful	legez kanpokoa	disgust	0.406
bogus	akastunak	disgust	0.406
discontinuity	eza	disgust	0.406
recidivism	recidivism	disgust	0.406
ungrateful	esker txarreko	disgust	0.406
wrongdoing	wrongdoing	disgust	0.406
falsify	faltsutu	disgust	0.406
prosecution	Fiskaltzak	disgust	0.406
failure	porrota	disgust	0.398
loon	loon	disgust	0.398
lick	lick	disgust	0.398
subvert	iraultzeko	disgust	0.398
rigor	zorroztasun	disgust	0.398
unruly	unruly	disgust	0.398
paucity	paucity	disgust	0.398
unnatural	ez naturalak	disgust	0.398
averse	averse	disgust	0.398
senseless	zentzugabeak	disgust	0.398
worsening	larriagoa	disgust	0.398
disdain	disdain	disgust	0.398
woe	ay	disgust	0.398
woefully	woefully	disgust	0.398
amphetamines	anfetaminak	disgust	0.398
stingy	zeken	disgust	0.398
crushing	birrintzeko	disgust	0.398
insult	iraina	disgust	0.393
damage	kalteak	disgust	0.391
hardened	gogortu	disgust	0.391
diatribe	diatribe	disgust	0.391
averseness	averseness	disgust	0.391
critter	critter	disgust	0.391
muff	muff	disgust	0.391
antisocial	antisocial	disgust	0.391
punishment	zigorra	disgust	0.391
bad	txarra	disgust	0.391
punished	zigortu	disgust	0.391
disrelish	disrelish	disgust	0.391
expel	kanporatzeko	disgust	0.391
farcical	farcical	disgust	0.391
scorpion	scorpion	disgust	0.391
sacrifices	sakrifizio	disgust	0.383
plagiarism	plagioa	disgust	0.383
hypocritical	hipokrita	disgust	0.383
divorce	dibortzio	disgust	0.383
presumptuous	presumptuous	disgust	0.383
discord	discord	disgust	0.383
fugitive	Iheslari	disgust	0.383
fulsome	fulsome	disgust	0.383
shabby	shabby	disgust	0.383
orc	OCR	disgust	0.383
adder	adder	disgust	0.383
anaconda	Anaconda	disgust	0.383
surly	surly	disgust	0.383
irrational	irrazional	disgust	0.383
disappoint	huts egin	disgust	0.383
illiterate	analfabetoa	disgust	0.383
lament	lament	disgust	0.383
eviction	desalojoa	disgust	0.383
teeming	teeming	disgust	0.383
guilt	erru	disgust	0.383
misconduct	desegokitasunak	disgust	0.375
blame	errua	disgust	0.375
alienation	alienazioa	disgust	0.375
depressing	etsigarriak	disgust	0.375
irritating	irritating	disgust	0.375
plight	egoera latza	disgust	0.375
unworthy	unworthy	disgust	0.375
dislocated	dislocated	disgust	0.375
scoff	scoff	disgust	0.375
irritation	narritadurak	disgust	0.375
defective	akastuna	disgust	0.375
shock	shock	disgust	0.375
hoax	iruzurra	disgust	0.367
coerce	coerce	disgust	0.367
revoke	ezeztatu	disgust	0.367
stripped	biluztu	disgust	0.367
exclusion	bazterketa	disgust	0.367
blatant	blatant	disgust	0.367
disillusionment	desengainuaren	disgust	0.367
squelch	squelch	disgust	0.367
unhealthy	Osasungaitz	disgust	0.367
toad	apo	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	pitfall	disgust	0.367
vainly	alferrik	disgust	0.367
powerless	powerless	disgust	0.367
cad	cad	disgust	0.367
hurtful	hurtful	disgust	0.367
shuddering	Hotzikara	disgust	0.367
wimp	wimp	disgust	0.367
oddity	bitxikeria	disgust	0.359
rebellion	matxinada	disgust	0.359
incompatible	bateraezina	disgust	0.359
ineptitude	ineptitude	disgust	0.359
dispose	bota	disgust	0.359
disobedience	desobedientzia	disgust	0.359
damn	madarikatua	disgust	0.359
bug	bug	disgust	0.359
deserted	desertu	disgust	0.359
litigate	auzitan	disgust	0.352
ridiculous	barregarria	disgust	0.352
compost	konposta	disgust	0.352
obi	obi	disgust	0.352
untoward	untoward	disgust	0.352
censor	zentsura	disgust	0.352
uncertain	incierto	disgust	0.352
lawyer	abokatu	disgust	0.352
flinch	kuzkurtu	disgust	0.352
flesh	haragia	disgust	0.352
crushed	xehatu	disgust	0.352
displeased	haserre	disgust	0.352
inept	ongi	disgust	0.352
wrongful	legez	disgust	0.352
cutting	ebaketa	disgust	0.352
fierce	baden	disgust	0.352
misbehavior	misbehavior	disgust	0.352
frustrate	zapuztea	disgust	0.352
dismissal	kaleratzea	disgust	0.352
disapprove	gaitzetsi	disgust	0.344
depreciate	depreciate	disgust	0.344
tearful	tearful	disgust	0.344
thoughtless	thoughtless	disgust	0.336
unsettled	unsettled	disgust	0.336
lumpy	lumpy	disgust	0.336
discoloration	discoloration	disgust	0.336
blunder	blunder	disgust	0.336
disinclination	disinclination	disgust	0.336
distrust	mesfidantza	disgust	0.336
annoy	annoy	disgust	0.336
lawsuit	auzia	disgust	0.336
discontent	discontent	disgust	0.336
grumble	Grumble	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	Daft	disgust	0.336
heartsick	heartsick	disgust	0.336
disliked	Gustukoak	disgust	0.336
bickering	bickering	disgust	0.336
disallowed	debekatu	disgust	0.336
unmanageable	unmanageable	disgust	0.328
hydrophobia	hidrofobia	disgust	0.328
unsatisfactory	unsatisfactory	disgust	0.328
whine	whine	disgust	0.328
exasperation	exasperation	disgust	0.328
instability	ezegonkortasuna	disgust	0.328
provoking	eragitea	disgust	0.328
disappointed	etsita	disgust	0.328
inhibit	galarazteko	disgust	0.328
sly	Sly	disgust	0.328
grievance	grievance	disgust	0.328
materialist	materialista	disgust	0.328
excluded	baztertutako	disgust	0.328
cacophony	cacophony	disgust	0.328
misleading	engainagarria	disgust	0.321
disclaim	uko	disgust	0.320
rags	trapuak	disgust	0.320
soot	kedarra	disgust	0.320
disservice	disservice	disgust	0.320
unequal	desorekatua	disgust	0.320
humbug	Humbug	disgust	0.320
reproach	reproach	disgust	0.320
confined	mugatzen	disgust	0.320
disapproving	disapproving	disgust	0.320
annoyance	annoyance	disgust	0.320
mishap	mishap	disgust	0.320
groan	gimen	disgust	0.320
soil	lurzorua	disgust	0.312
depreciated	amortizatuta	disgust	0.312
disincline	disincline	disgust	0.312
inappropriate	egokitzat	disgust	0.312
inconsiderate	inconsiderate	disgust	0.312
burke	burke	disgust	0.312
overpriced	overpriced	disgust	0.312
sneeze	sneeze	disgust	0.312
stomach	urdailean	disgust	0.312
criticize	kritikatzea	disgust	0.312
theism	teismoa	disgust	0.312
disparity	desberdintasuna	disgust	0.305
gall	gall	disgust	0.305
latent	ezkutuko	disgust	0.305
grumpy	erretxinaz	disgust	0.305
bang	bang	disgust	0.305
inadmissible	onartezina	disgust	0.305
unfriendly	unfriendly	disgust	0.305
shack	txabola	disgust	0.305
disliking	disliking	disgust	0.305
unaccountable	ulergaitza	disgust	0.305
coop	coop	disgust	0.304
scold	scold	disgust	0.297
growling	growling	disgust	0.297
lonely	bakartia	disgust	0.297
delay	atzerapenik	disgust	0.297
congress	kongresua	disgust	0.297
disregarded	galdu	disgust	0.297
disappointment	berriz	disgust	0.297
backwards	atzeraka	disgust	0.297
soreness	soreness	disgust	0.297
rogue	granuja	disgust	0.297
infamous	gaiztoa	disgust	0.289
lesbian	lesbiana	disgust	0.289
notoriety	nabarmendu	disgust	0.289
catechism	katixima	disgust	0.289
flop	flop	disgust	0.289
nettle	nettle	disgust	0.289
janitor	janitor	disgust	0.289
saturated	gainezka	disgust	0.281
gaby	Gaby	disgust	0.281
prohibited	debekatuta	disgust	0.281
remiss	remiss	disgust	0.281
unfair	bidegabeko	disgust	0.281
desist	desist	disgust	0.281
wince	wince	disgust	0.281
aftermath	Kolpe	disgust	0.281
huff	HUFF	disgust	0.273
discolored	discolored	disgust	0.273
uneasy	deseroso	disgust	0.273
wrangling	liskarrak	disgust	0.273
tribunal	tribunal	disgust	0.273
weird	bitxi	disgust	0.266
bureaucrat	bureaucrat	disgust	0.266
coldness	hoztasuna	disgust	0.266
impolite	impolite	disgust	0.266
politic	politikoa	disgust	0.266
unsatisfied	bete gabeko	disgust	0.266
swig	swig	disgust	0.266
inefficiency	eraginkortasunik eza	disgust	0.266
frantic	Frenet	disgust	0.266
crawl	arakatzea	disgust	0.266
instinctive	senezkoa	disgust	0.258
barrow	barrow	disgust	0.258
incase	kasuan	disgust	0.258
octopus	olagarro	disgust	0.258
chagrin	chagrin	disgust	0.258
copycat	copycat	disgust	0.258
rascal	zital	disgust	0.258
sarcasm	sarkasmoa	disgust	0.258
gruff	gruff	disgust	0.258
misconception	misconception	disgust	0.250
hulk	hulk	disgust	0.250
shanghai	shanghai	disgust	0.250
baboon	babuino	disgust	0.250
disinclined	disinclined	disgust	0.250
lose	galtzen	disgust	0.250
john	john	disgust	0.250
cupping	cupping	disgust	0.250
rook	dorrearen	disgust	0.242
gratuitous	doakoa	disgust	0.242
entangled	korapilatu	disgust	0.242
opponent	aurkari	disgust	0.242
tariff	tarifa	disgust	0.242
scrub	sasiak	disgust	0.242
resign	izendapenerako	disgust	0.234
prolong	luzatu	disgust	0.234
backwardness	atzerapen	disgust	0.234
reluctance	tura	disgust	0.234
questionable	eztabaidagarri	disgust	0.234
lagging	lagging	disgust	0.234
unlucky	unlucky	disgust	0.234
misstatement	misstatement	disgust	0.234
reversal	atzerakada	disgust	0.227
disqualified	kanporatua	disgust	0.227
subsidy	diru-laguntza	disgust	0.227
ineffectual	ineffectual	disgust	0.227
fussy	fussy	disgust	0.227
unpopular	atseginak	disgust	0.227
default	lehenetsi	disgust	0.227
intense	bizia	disgust	0.219
dame	dame	disgust	0.219
evade	evade	disgust	0.219
petroleum	petrolioaren	disgust	0.219
weight	pisua	disgust	0.219
frowning	frowning	disgust	0.219
actionable	actionable	disgust	0.211
tawny	urubia	disgust	0.211
donkey	asto	disgust	0.211
unhappy	zorigaiztoko	disgust	0.211
indifference	axolagabekeria	disgust	0.203
rave	rave	disgust	0.203
birch	urki	disgust	0.203
hood	txano	disgust	0.203
desert	basamortuko	disgust	0.203
owing	dietelako	disgust	0.203
gnome	gnome	disgust	0.203
awkwardness	awkwardness	disgust	0.203
inconvenient	deserosoa	disgust	0.203
dandy	dandy	disgust	0.203
speck	mota	disgust	0.203
fleece	polarra	disgust	0.195
