word	Maori-mi	emotion	emotion-intensity-score
discontinuity	whakarerenga	disgust	0.406
recidivism	Tuhinga o mua	disgust	0.406
ungrateful	kahore he whakawhetai	disgust	0.406
wrongdoing	he he	disgust	0.406
falsify	whakahē	disgust	0.406
prosecution	whakapae	disgust	0.406
failure	kore	disgust	0.398
loon	Tuhinga	disgust	0.398
lick	paraka	disgust	0.398
subvert	takahuri	disgust	0.398
rigor	Tuhinga o mua	disgust	0.398
unruly	te tutu	disgust	0.398
paucity	paucity	disgust	0.398
unnatural	he taiao	disgust	0.398
averse	whakaheke	disgust	0.398
senseless	kore	disgust	0.398
worsening	ka kaha ake	disgust	0.398
disdain	whakapae	disgust	0.398
woe	aue	disgust	0.398
woefully	aue	disgust	0.398
amphetamines	amphetamines	disgust	0.398
stingy	pupuhi	disgust	0.398
crushing	takahi	disgust	0.398
insult	kanga	disgust	0.393
damage	kino	disgust	0.391
hardened	pakeke	disgust	0.391
diatribe	diatribe	disgust	0.391
averseness	Tuhinga	disgust	0.391
critter	whakatau	disgust	0.391
muff	muff	disgust	0.391
antisocial	Tuhinga o mua	disgust	0.391
punishment	whiu	disgust	0.391
bad	kino	disgust	0.391
punished	whiua	disgust	0.391
disrelish	kaore i pai	disgust	0.391
expel	peia	disgust	0.391
farcical	Tuhinga o mua	disgust	0.391
scorpion	kopiona	disgust	0.391
sacrifices	patunga tapu	disgust	0.383
plagiarism	whakatairanga	disgust	0.383
hypocritical	tinihanga	disgust	0.383
divorce	whakarere	disgust	0.383
presumptuous	whakapehapeha	disgust	0.383
discord	rereke	disgust	0.383
fugitive	Tuhinga ka whai mai	disgust	0.383
fulsome	Tuhinga	disgust	0.383
shabby	whakahou	disgust	0.383
orc	orc	disgust	0.383
adder	Tuhinga	disgust	0.383
anaconda	anaconda	disgust	0.383
surly	Tuhinga	disgust	0.383
irrational	koree	disgust	0.383
disappoint	pouri	disgust	0.383
illiterate	kaore i te mohio	disgust	0.383
lament	tangi	disgust	0.383
eviction	Tuhinga	disgust	0.383
teeming	Tuhinga	disgust	0.383
guilt	hara	disgust	0.383
misconduct	harakore	disgust	0.375
blame	hara	disgust	0.375
alienation	Tuhinga	disgust	0.375
depressing	pouri	disgust	0.375
irritating	he riri	disgust	0.375
plight	Tuhinga	disgust	0.375
unworthy	kore e tika	disgust	0.375
dislocated	ka whakakorehia	disgust	0.375
scoff	whakahi	disgust	0.375
irritation	te riri	disgust	0.375
defective	mate	disgust	0.375
shock	hake	disgust	0.375
hoax	hoax	disgust	0.367
coerce	Tuhinga	disgust	0.367
revoke	whakakore	disgust	0.367
stripped	tangohia	disgust	0.367
exclusion	whakakore	disgust	0.367
blatant	Tuhinga	disgust	0.367
disillusionment	he raruraru	disgust	0.367
squelch	Tuhinga	disgust	0.367
unhealthy	haurangi	disgust	0.367
toad	toha	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	Tuhinga o mua	disgust	0.367
vainly	he horihori	disgust	0.367
powerless	korekore	disgust	0.367
cad	cad	disgust	0.367
hurtful	kino	disgust	0.367
shuddering	whakahihi	disgust	0.367
wimp	wimp	disgust	0.367
oddity	Tuhinga	disgust	0.359
rebellion	Tuhinga o mua	disgust	0.359
incompatible	kaore i te whaitake	disgust	0.359
ineptitude	haumaru	disgust	0.359
dispose	tuku	disgust	0.359
disobedience	te tutu	disgust	0.359
damn	Tuhinga o mua	disgust	0.359
bug	bug	disgust	0.359
deserted	kua mahue	disgust	0.359
litigate	ka whakaekea	disgust	0.352
ridiculous	whakahianga	disgust	0.352
compost	wairākau	disgust	0.352
obi	ngakau	disgust	0.352
untoward	Tuhingakore	disgust	0.352
censor	pene	disgust	0.352
uncertain	kāore i te mōhio	disgust	0.352
lawyer	rōia	disgust	0.352
flinch	Tuhinga o mua	disgust	0.352
flesh	kikokiko	disgust	0.352
crushed	ka pakaru	disgust	0.352
displeased	kino	disgust	0.352
inept	Tuhinga	disgust	0.352
wrongful	he he	disgust	0.352
cutting	tapahi	disgust	0.352
fierce	kaha	disgust	0.352
misbehavior	hara	disgust	0.352
frustrate	whakahē	disgust	0.352
dismissal	Tuhinga	disgust	0.352
disapprove	whakahē	disgust	0.344
depreciate	whakaheke	disgust	0.344
tearful	tangi	disgust	0.344
thoughtless	whakaarokore	disgust	0.336
unsettled	kaore i tino raru	disgust	0.336
lumpy	lumpy	disgust	0.336
discoloration	te whakakitenga	disgust	0.336
blunder	pakaru	disgust	0.336
disinclination	Tuhinga o mua	disgust	0.336
distrust	haumaru	disgust	0.336
annoy	he riri	disgust	0.336
lawsuit	whakawakanga	disgust	0.336
discontent	whakareretanga	disgust	0.336
grumble	amuamu	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	Tuhinga o mua	disgust	0.336
heartsick	ngakau	disgust	0.336
disliked	kaore i pai	disgust	0.336
bickering	Tuhinga o mua	disgust	0.336
disallowed	ka whakakorehia	disgust	0.336
unmanageable	kāore e taea te whakahaere	disgust	0.328
hydrophobia	hydrophobia	disgust	0.328
unsatisfactory	kāore i te pai	disgust	0.328
whine	whāngai	disgust	0.328
exasperation	Tuhinga	disgust	0.328
instability	haurangi	disgust	0.328
provoking	whakatoi	disgust	0.328
disappointed	pouri	disgust	0.328
inhibit	whakakore	disgust	0.328
sly	kae	disgust	0.328
grievance	mate	disgust	0.328
materialist	materialist	disgust	0.328
excluded	whakakorea	disgust	0.328
cacophony	mahi	disgust	0.328
misleading	tinihanga	disgust	0.321
disclaim	whakakore	disgust	0.320
rags	rawe	disgust	0.320
soot	pupuhi	disgust	0.320
disservice	Tuhinga	disgust	0.320
unequal	he rereke	disgust	0.320
humbug	humbug	disgust	0.320
reproach	kanga	disgust	0.320
confined	herea	disgust	0.320
disapproving	whakahē	disgust	0.320
annoyance	riri	disgust	0.320
mishap	mishap	disgust	0.320
groan	tangi	disgust	0.320
soil	oneone	disgust	0.312
depreciated	kua whakahekehia	disgust	0.312
disincline	kaore i rauka	disgust	0.312
inappropriate	he tika	disgust	0.312
inconsiderate	kaore i te whakaaro	disgust	0.312
burke	pakaru	disgust	0.312
overpriced	Tuhinga	disgust	0.312
sneeze	Tuhinga	disgust	0.312
stomach	kopu	disgust	0.312
criticize	whakahē	disgust	0.312
theism	Tuhinga	disgust	0.312
disparity	Tuhinga o mua	disgust	0.305
gall	Tuhinga	disgust	0.305
latent	Tuhinga o mua	disgust	0.305
grumpy	whakahē	disgust	0.305
bang	pene	disgust	0.305
inadmissible	kaore e taea	disgust	0.305
unfriendly	he kore aroha	disgust	0.305
shack	hika	disgust	0.305
disliking	kaore e pai	disgust	0.305
unaccountable	kāore e taea te whakaatu	disgust	0.305
coop	coop	disgust	0.304
scold	te riri	disgust	0.297
growling	pupuhi	disgust	0.297
lonely	mokemoke	disgust	0.297
delay	roa	disgust	0.297
congress	huihuinga	disgust	0.297
disregarded	ka wareware	disgust	0.297
disappointment	pouri	disgust	0.297
backwards	muri	disgust	0.297
soreness	mamae	disgust	0.297
rogue	hihiri	disgust	0.297
infamous	ingoa nui	disgust	0.289
lesbian	wahine wahine	disgust	0.289
notoriety	Tuhinga o mua	disgust	0.289
catechism	Tuhinga o mua	disgust	0.289
flop	Tuhinga	disgust	0.289
nettle	whara	disgust	0.289
janitor	Tuhinga o mua	disgust	0.289
saturated	ka makona	disgust	0.281
gaby	Tuhinga	disgust	0.281
prohibited	whakaaetia	disgust	0.281
remiss	Tuhinga o mua	disgust	0.281
unfair	he tika	disgust	0.281
desist	Tuhinga o mua	disgust	0.281
wince	toa	disgust	0.281
aftermath	Tuhinga o mua	disgust	0.281
huff	Tuhinga o mua	disgust	0.273
discolored	ka whakairohia	disgust	0.273
uneasy	pouri	disgust	0.273
wrangling	tautohetohe	disgust	0.273
tribunal	karauna	disgust	0.273
weird	paku	disgust	0.266
bureaucrat	Tuhinga o mua	disgust	0.266
coldness	makariri	disgust	0.266
impolite	Tuhinga	disgust	0.266
politic	tōrangapū	disgust	0.266
unsatisfied	kāore i te pai	disgust	0.266
swig	pupuhi	disgust	0.266
inefficiency	ine kore	disgust	0.266
frantic	Tuhinga o mua	disgust	0.266
crawl	pakaru	disgust	0.266
instinctive	kaore e mohio	disgust	0.258
barrow	Tuhinga o mua	disgust	0.258
incase	kore he	disgust	0.258
octopus	Tuhinga o mua	disgust	0.258
chagrin	Tuhinga o mua	disgust	0.258
copycat	copycat	disgust	0.258
rascal	haurangi	disgust	0.258
sarcasm	Tuhinga o mua	disgust	0.258
gruff	pupuhi	disgust	0.258
misconception	he pohehe	disgust	0.250
hulk	Tuhinga o mua	disgust	0.250
shanghai	shanghai	disgust	0.250
baboon	waahi	disgust	0.250
disinclined	kaore i pai	disgust	0.250
lose	ngaro	disgust	0.250
john	john	disgust	0.250
cupping	kohua	disgust	0.250
rook	rook	disgust	0.242
gratuitous	Tuhinga o mua	disgust	0.242
entangled	takahia	disgust	0.242
opponent	hoariri	disgust	0.242
tariff	utu	disgust	0.242
scrub	horoia	disgust	0.242
resign	whakaingoatia	disgust	0.234
prolong	whakaroa	disgust	0.234
backwardness	Tuhinga	disgust	0.234
reluctance	Tuhinga	disgust	0.234
questionable	ka uiui	disgust	0.234
lagging	whakaheke	disgust	0.234
unlucky	he angitu	disgust	0.234
misstatement	whakapae	disgust	0.234
reversal	Tuhinga o mua	disgust	0.227
disqualified	ka whakakorea	disgust	0.227
subsidy	āwhina	disgust	0.227
ineffectual	kaore i whai hua	disgust	0.227
fussy	Tuhinga	disgust	0.227
unpopular	kaore i te noho	disgust	0.227
default	taunoa	disgust	0.227
intense	kaha	disgust	0.219
dame	wahine	disgust	0.219
evade	rereke	disgust	0.219
petroleum	hinu	disgust	0.219
weight	te taimaha	disgust	0.219
frowning	Tuhinga o mua	disgust	0.219
actionable	mahi	disgust	0.211
tawny	tawny	disgust	0.211
donkey	kaihe	disgust	0.211
unhappy	pouri	disgust	0.211
indifference	Tuhinga o mua	disgust	0.203
rave	mahi	disgust	0.203
birch	birch	disgust	0.203
hood	Tuhinga	disgust	0.203
desert	koraha	disgust	0.203
owing	no te mea	disgust	0.203
gnome	Tuhinga	disgust	0.203
awkwardness	awkwardness	disgust	0.203
inconvenient	he mea kore	disgust	0.203
dandy	Tuhinga o mua	disgust	0.203
speck	tika	disgust	0.203
fleece	rere	disgust	0.195
howl	aue	disgust	0.195
monochrome	monochrome	disgust	0.195
airs	hau	disgust	0.195
gelatin	gelatin	disgust	0.195
misguided	NO TRANSLATION	disgust	0.195
morals	ngā moemoeka	disgust	0.195
dabbling	tautuhi	disgust	0.195
celebrity	rongonui	disgust	0.188
avoid	karo	disgust	0.188
stalemate	ka noho	disgust	0.188
lush	pupuhi	disgust	0.188
gent	gent	disgust	0.188
lesser	iti iho	disgust	0.188
sunk	takahia	disgust	0.180
nose	ihu	disgust	0.180
claimant	kaikerēme	disgust	0.180
laughable	Tuhinga ka whai mai	disgust	0.180
possession	taonga	disgust	0.180
larger	nui	disgust	0.164
hoot	Tuhinga	disgust	0.164
mouthful	mangai	disgust	0.164
thrift	Tuhinga o mua	disgust	0.164
pregnancy	hapu	disgust	0.164
undoubted	kore rawa	disgust	0.164
clamor	Tuhinga	disgust	0.156
misplace	whakaheke	disgust	0.156
sentence	Tuhinga	disgust	0.156
parrot	Tuhinga	disgust	0.156
obliging	Tuhinga o mua	disgust	0.156
nameless	ingoakore	disgust	0.148
bummer	pupuhi	disgust	0.148
feeling	te ngakau	disgust	0.141
elf	Tuhinga o mua	disgust	0.141
excellence	hiranga	disgust	0.141
turn	tahuri	disgust	0.133
gray	hina	disgust	0.133
asymmetry	Tuhinga	disgust	0.133
clumsy	paku	disgust	0.133
stall	Tuhinga o mua	disgust	0.133
bran	harani	disgust	0.125
finally	i te mutunga	disgust	0.125
lord	rangatira	disgust	0.125
boy	tama	disgust	0.117
cove	haurangi	disgust	0.117
nurture	whakanui	disgust	0.117
savor	kakara	disgust	0.117
lemon	rēmana	disgust	0.109
winning	toa	disgust	0.109
powerful	kaha	disgust	0.102
glitter	whakaheke	disgust	0.094
interior	roto	disgust	0.086
mind	whakaaro	disgust	0.086
treat	hamani	disgust	0.078
interested	hiahia	disgust	0.078
abundance	nui	disgust	0.078
honest	pono	disgust	0.055
kite	kite	disgust	0.055
humble	whakaiti	disgust	0.047
tree	rakau	disgust	0.039
torture	whakatupato	fear	0.984
terrorist	kaiwhakatuma	fear	0.972
horrific	kino	fear	0.969
terrorism	pakanga	fear	0.969
terrorists	kaiwhakatuma	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	patu	fear	0.962
homicidal	Tuhinga o mua	fear	0.959
annihilate	Tuhinga o mua	fear	0.953
terror	wehi	fear	0.953
murderer	kaikohuru	fear	0.953
catastrophe	he parekura	fear	0.953
dying	mate	fear	0.948
war	whawhai	fear	0.942
bombing	pakaru	fear	0.938
bomb	poma	fear	0.935
missiles	mau patu	fear	0.934
horror	wehi	fear	0.923
brutality	kino	fear	0.922
bloodthirsty	te toto	fear	0.922
terrorize	whakawehi	fear	0.922
horrified	whakawehi	fear	0.922
murderous	kohuru	fear	0.920
massacre	te patu	fear	0.911
assassinate	kohuru	fear	0.906
horrifying	whakawehi	fear	0.906
fatality	mate	fear	0.906
murder	kohuru	fear	0.906
mutilation	whakaheke	fear	0.906
terrifying	whakawehi	fear	0.906
devastation	whakangaro	fear	0.906
holocaust	whakaeke	fear	0.906
horrors	nga whakawehi	fear	0.906
killing	kohuru	fear	0.906
demon	rewera	fear	0.906
terrified	ka mataku	fear	0.906
suicidal	koiora	fear	0.898
kidnap	kohi	fear	0.891
slaughter	patu	fear	0.891
assault	whakaeke	fear	0.891
crucifixion	ripekatia	fear	0.891
doomed	ka ngaro	fear	0.888
poisoned	kawa	fear	0.886
suicide	te whakamomori	fear	0.879
explosion	pakaru	fear	0.879
dismemberment	Tuhinga o mua	fear	0.875
slaughtering	patu	fear	0.875
disastrous	he kino	fear	0.875
deadly	mate	fear	0.875
annihilation	Tuhinga o mua	fear	0.875
disaster	kino	fear	0.875
threatening	whakawehi	fear	0.875
suffocation	whakaheke	fear	0.875
assassin	kohuru	fear	0.875
savagery	tawhito	fear	0.875
rape	rape	fear	0.870
hell	he reinga	fear	0.860
anthrax	anthrax	fear	0.859
explosive	pupuhi	fear	0.859
warfare	whawhai	fear	0.859
paralyzed	pararutiki	fear	0.859
molestation	Tuhinga o mua	fear	0.859
homicide	kohuru	fear	0.859
barbaric	Tuhinga	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	mate	fear	0.859
demonic	rewera	fear	0.859
bloodshed	te toto	fear	0.859
annihilated	ngarohia	fear	0.859
attacking	whakaeke	fear	0.859
dread	wehi	fear	0.859
slaughterhouse	whare patu	fear	0.859
tragedy	te aitua	fear	0.859
guillotine	guillotine	fear	0.859
executioner	kaiwhakahaere	fear	0.859
suffocating	whakamamae	fear	0.858
treachery	tinihanga	fear	0.856
fright	wehi	fear	0.853
traumatic	Tuhinga	fear	0.844
afraid	wehi	fear	0.844
morgue	morgue	fear	0.844
drown	mate	fear	0.844
destroying	whakangaro	fear	0.844
painful	mamae	fear	0.844
frightened	wehi	fear	0.844
monster	monster	fear	0.844
slayer	kohuru	fear	0.844
abomination	mea whakarihariha	fear	0.844
execution	Tuhinga	fear	0.844
scariest	Koinei te ahuareka	fear	0.844
bombardment	Tuhinga o mua	fear	0.844
vengeance	rapu utu	fear	0.844
panicked	panuku	fear	0.844
frightening	whakawehi	fear	0.844
scare	whakawehi	fear	0.844
apocalypse	apocalypse	fear	0.844
petrified	Tuhinga o mua	fear	0.844
death	mate	fear	0.843
chaos	haurangi	fear	0.839
ghastly	haunga	fear	0.836
evil	kino	fear	0.833
gunmen	hunga patu	fear	0.828
fear	wehi	fear	0.828
doom	mate	fear	0.828
intruder	kaihau	fear	0.828
cancer	mate pukupuku	fear	0.828
grenade	pītara	fear	0.828
assassination	kohuru	fear	0.828
fatal	mate	fear	0.828
nightmare	moemoea	fear	0.828
explode	pakaru	fear	0.828
kidnapped	ka hopukina	fear	0.828
eradication	whakakorenga	fear	0.828
hellish	pouri	fear	0.828
paralyze	paralyze	fear	0.828
trauma	maimoatanga	fear	0.828
doomsday	rarangi	fear	0.828
violently	pakari	fear	0.828
manslaughter	Tuhinga o mua	fear	0.828
devil	rewera	fear	0.828
frighten	wehi	fear	0.828
brutal	kino	fear	0.828
morbidity	mate	fear	0.820
crippling	pakaru	fear	0.817
savage	haumaru	fear	0.814
crushed	ka pakaru	fear	0.812
violence	te tutu	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	wehi	fear	0.812
suffering	mamae	fear	0.812
shooting	pupuhi	fear	0.812
earthquake	te ru	fear	0.812
destructive	whakangaro	fear	0.812
violent	te tutu	fear	0.812
poisonous	mate	fear	0.812
quake	te maere	fear	0.812
damnation	Tuhinga o mua	fear	0.812
aggressor	Tuhinga o mua	fear	0.812
imprisoned	herea	fear	0.811
hurricane	huringa	fear	0.811
exterminate	whakakore	fear	0.810
fearing	mataku	fear	0.808
hemorrhage	te urutaru	fear	0.807
lethal	mate	fear	0.806
torment	whakamamae	fear	0.806
venom	waipiro	fear	0.804
claustrophobia	claustrophobia	fear	0.803
danger	haumaru	fear	0.802
snakes	nga nakahi	fear	0.802
exorcism	Tuhinga o mua	fear	0.800
obliterated	whakakorea	fear	0.800
robbery	tahae	fear	0.800
terrifies	whakawehi	fear	0.798
cyanide	cyanide	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	tukino	fear	0.797
monstrosity	Tuhinga o mua	fear	0.797
attack	whakaeke	fear	0.797
extermination	Tuhinga	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	Tuhinga o mua	fear	0.797
destruction	whakangaro	fear	0.797
poison	kawa	fear	0.797
harmful	kino	fear	0.797
persecution	whakatoi	fear	0.797
bombers	potae	fear	0.797
incurable	kaore e taea	fear	0.797
hysteria	Tuhinga o mua	fear	0.797
dreadfully	nui	fear	0.796
arson	arson	fear	0.794
devastate	whakangaro	fear	0.792
tyrant	kino	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	ngaro	fear	0.784
feared	wehi	fear	0.782
maniac	maniac	fear	0.781
enslaved	pononga	fear	0.781
rampage	whakawhitinga	fear	0.781
screaming	hamama	fear	0.781
venomous	waipiro	fear	0.781
warlike	he pakanga	fear	0.781
lifeless	orakore	fear	0.781
bloody	toto	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	maoa	fear	0.776
epidemic	mate uruta	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	whakakorea	fear	0.766
shipwreck	pakaru	fear	0.766
crisis	raruraru	fear	0.766
criminal	hara	fear	0.766
invade	whakaeke	fear	0.766
riot	Tuhinga o mua	fear	0.766
fearful	wehi	fear	0.766
reprisal	Tuhinga o mua	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	hoariri	fear	0.766
dangerously	kino	fear	0.766
tumor	koko	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	takahi	fear	0.766
inferno	Tuhinga o mua	fear	0.766
leprosy	te repera	fear	0.766
jihad	jihad	fear	0.766
scary	mataku	fear	0.766
hazardous	kino	fear	0.766
detonate	whakahua	fear	0.766
claustrophobic	claustrophobic	fear	0.765
hyperventilating	whakawhitinga	fear	0.762
nightmares	moemoea	fear	0.759
ghostly	haurangi	fear	0.754
destroyed	ngaro	fear	0.754
anarchy	Tuhinga o mua	fear	0.750
panic	panui	fear	0.750
dreadful	nui	fear	0.750
riotous	riotous	fear	0.750
dangerous	kino	fear	0.750
projectiles	kaupapa whakatere	fear	0.750
strangle	taatai	fear	0.750
hurricanes	hurricanes	fear	0.750
anarchist	anarchist	fear	0.750
mortuary	wharepaku	fear	0.750
wrenching	whakatairanga	fear	0.750
destroyer	kaihoko	fear	0.750
tyranny	tukino	fear	0.750
ptsd	ptsd	fear	0.750
hazard	haumaru	fear	0.750
tragedies	nga aitua	fear	0.750
slavery	Tuhinga o mua	fear	0.750
treacherous	tinihanga	fear	0.750
cholera	cholera	fear	0.750
imprisonment	whare herehere	fear	0.750
agony	mamae	fear	0.750
obliteration	murua	fear	0.750
accident	aituā	fear	0.750
fears	wehi	fear	0.750
anaconda	anaconda	fear	0.750
malignancy	kino	fear	0.742
cannibal	cannibal	fear	0.740
bombard	pakaru	fear	0.740
abominable	whakarihariha	fear	0.738
bomber	pupuhi	fear	0.734
diseased	mate	fear	0.734
gun	pu	fear	0.734
shoot	pana	fear	0.734
horrible	whakawehi	fear	0.734
missile	pupuhi	fear	0.734
crash	pakaru	fear	0.734
beast	kararehe	fear	0.734
tyrannical	whakatikatika	fear	0.734
paralysis	pararutiki	fear	0.734
devilish	rewera	fear	0.734
mutiny	whakaheke	fear	0.734
misery	pouri	fear	0.734
shot	pana	fear	0.734
depraved	kua pahuatia	fear	0.734
gore	Tuhinga	fear	0.734
scared	wehi	fear	0.734
cursed	kanga	fear	0.734
threaten	whakawehi	fear	0.734
tornado	huringa	fear	0.734
victimized	ka whiua	fear	0.734
hostage	whakatupato	fear	0.734
melee	melee	fear	0.734
hyperventilate	whakahoutia	fear	0.734
malignant	kino	fear	0.734
dictatorship	rangatira	fear	0.734
mafia	mafia	fear	0.734
turmoil	raruraru	fear	0.733
combat	whawhai	fear	0.728
alligator	Tuhinga o mua	fear	0.727
ruin	whakangaro	fear	0.725
shooter	kaikopere	fear	0.722
contagious	haurangi	fear	0.720
miscarriage	te mate	fear	0.719
casualty	mate	fear	0.719
fight	whawhai	fear	0.719
mortification	mate	fear	0.719
crime	hara	fear	0.719
struggle	pakanga	fear	0.719
shock	hake	fear	0.719
seizure	hopu	fear	0.719
lynch	Tuhinga	fear	0.719
starvation	matekai	fear	0.719
harm	kino	fear	0.719
excruciating	whakaharahara	fear	0.719
phobia	phobia	fear	0.719
desperation	Tuhinga o mua	fear	0.719
devastating	te painga	fear	0.719
emergency	urupare	fear	0.719
scream	hamama	fear	0.719
havoc	kino	fear	0.719
injured	whara	fear	0.719
carnage	Tuhinga o mua	fear	0.717
frantically	me te aroha	fear	0.717
standoff	Tuhinga o mua	fear	0.716
infestation	Tuhinga	fear	0.716
soscary	Tuhinga	fear	0.712
panicking	panui	fear	0.708
rupture	rupture	fear	0.706
frantic	Tuhinga o mua	fear	0.705
horrid	whakaharahara	fear	0.705
aggressive	kaha	fear	0.703
anguish	pouri	fear	0.703
gash	hau	fear	0.703
sos	NO TRANSLATION	fear	0.703
terminal	tauranga	fear	0.703
diabolical	rewera	fear	0.703
sabotage	Tuhinga o mua	fear	0.703
hatred	kino	fear	0.703
hysterical	whakapae	fear	0.703
psychosis	hinengaro	fear	0.703
carcinoma	carcinoma	fear	0.703
schizophrenia	schizophrenia	fear	0.703
agonizing	mamae	fear	0.703
wrecked	takahia	fear	0.703
infectious	pupuhi	fear	0.703
collapse	ka hinga	fear	0.703
grisly	maata	fear	0.703
