word	Estonian-et	emotion	emotion-intensity-score
xenophobia	ksenofoobia	disgust	0.766
regurgitation	tagasivoolus	disgust	0.766
anthrax	siberi katkhiire	disgust	0.766
lynch	lünn	disgust	0.766
dissection	dissektsioon	disgust	0.759
canker	katkestama	disgust	0.758
cruelty	julmust	disgust	0.758
perversion	perversioon	disgust	0.758
evil	kurja	disgust	0.758
slum	lesk	disgust	0.758
infectious	nakkav	disgust	0.758
mucous	limaskesta	disgust	0.758
phlegm	flegm	disgust	0.758
leeches	Piibud	disgust	0.750
decomposition	lagunemine	disgust	0.750
sinister	pahameelne	disgust	0.750
corrupting	purustades	disgust	0.750
demon	deemon	disgust	0.742
stinking	kuradima	disgust	0.742
septic	septiline	disgust	0.742
deranged	varjatud	disgust	0.742
bile	sapi	disgust	0.742
soiled	määrdunud	disgust	0.742
mucus	lima	disgust	0.742
abhorrence	hirmus	disgust	0.742
abomination	hullumeelsus	disgust	0.742
sickening	sickening	disgust	0.742
demonic	deemonlik	disgust	0.742
foul	ebakindel	disgust	0.734
obese	rasvunud	disgust	0.734
sicken	haige	disgust	0.734
degeneracy	degeneratsioon	disgust	0.734
crucifixion	ristilöömine	disgust	0.734
despicable	põlastusväärne	disgust	0.734
cancer	vähk	disgust	0.734
atrocity	vägivald	disgust	0.734
terrorism	terrorism	disgust	0.734
dirty	räpane	disgust	0.727
dysentery	düsenteeria	disgust	0.727
adultery	abielurikkumine	disgust	0.727
contamination	saastumine	disgust	0.727
bacterium	bakter	disgust	0.727
diabolical	kuratlik	disgust	0.727
morbidity	haigestumus	disgust	0.727
grisly	kohutavalt	disgust	0.727
repulsion	tagasilöök	disgust	0.727
enema	kleepsus	disgust	0.727
contagion	nakkus	disgust	0.719
disfigured	moonutatud	disgust	0.719
muck	muck	disgust	0.719
lewd	pahane	disgust	0.719
garbage	prügi	disgust	0.719
autopsy	autopsia	disgust	0.719
bowels	süda	disgust	0.719
gross	bruto	disgust	0.719
vulgar	vulgar	disgust	0.719
barbaric	barbaarne	disgust	0.719
disgust	vastikust	disgust	0.719
vicious	tigedad	disgust	0.719
entrails	õhustikud	disgust	0.719
deterioration	halvenemine	disgust	0.719
pungent	terav	disgust	0.719
bloodshed	verevalamine	disgust	0.714
violent	vägivaldne	disgust	0.711
tyrant	türann	disgust	0.711
poisoned	mürgitatud	disgust	0.711
pollute	saastavad	disgust	0.711
wretched	kurjav	disgust	0.711
nausea	iiveldus	disgust	0.711
mortification	kärbimine	disgust	0.711
gag	Gag	disgust	0.711
vulgarity	vgaarsus	disgust	0.703
disgusting	vastik	disgust	0.703
grope	torkima	disgust	0.703
slut	lits	disgust	0.703
poisoning	mürgistus	disgust	0.703
depraved	rikutud	disgust	0.703
noxious	mürgine	disgust	0.703
porn	porno	disgust	0.703
nasty	vastik	disgust	0.703
slimy	sileda	disgust	0.703
despotism	Despotism	disgust	0.703
nauseate	iiveldus	disgust	0.703
secretion	sekretsioon	disgust	0.703
constipation	kõhukinnisus	disgust	0.703
hateful	vihklev	disgust	0.703
grime	mustus	disgust	0.703
measles	leetrid	disgust	0.696
contagious	nakkav	disgust	0.695
hellish	põrgu	disgust	0.695
waste	jäätmed	disgust	0.695
suicidal	enesetapu	disgust	0.695
abuse	kuritarvitamine	disgust	0.695
hate	vihkan	disgust	0.695
wretch	vaene	disgust	0.695
intestinal	soolestik	disgust	0.695
wart	köha	disgust	0.695
obesity	ülekaalulisus	disgust	0.695
scum	saast	disgust	0.695
contaminated	saastunud	disgust	0.688
disease	haigus	disgust	0.688
rabid	kurb	disgust	0.688
ooze	ärkvel	disgust	0.688
treason	riigireetmine	disgust	0.688
heartworm	südameuss	disgust	0.688
smut	lõugima	disgust	0.688
cholera	koolera	disgust	0.680
deformed	deformeerunud	disgust	0.680
detest	hirmutav	disgust	0.680
bestial	loomakasvatus	disgust	0.680
sickness	haigus	disgust	0.680
antichrist	Antikeha	disgust	0.680
abhorrent	kohutav	disgust	0.680
soulless	soulless	disgust	0.680
freakish	kummaline	disgust	0.680
grimy	mustane	disgust	0.680
hatred	vihkamine	disgust	0.680
pollution	reostus	disgust	0.680
germ	idu	disgust	0.680
abominate	kõhklema	disgust	0.680
hell	põrgu	disgust	0.680
dilapidated	lagunenud	disgust	0.672
dictatorship	diktatuur	disgust	0.672
inhuman	ebainimlik	disgust	0.672
greasy	rasvane	disgust	0.672
hideous	kohutav	disgust	0.672
loathful	vihane	disgust	0.672
obscene	ebamugav	disgust	0.672
loathing	vihkamine	disgust	0.672
cess	lõpetan	disgust	0.670
devil	kurat	disgust	0.664
heretic	ketserlik	disgust	0.664
nauseous	iiveldus	disgust	0.664
abominable	hirmutav	disgust	0.664
deformity	deformatsioon	disgust	0.664
deadly	surmav	disgust	0.664
swine	siga	disgust	0.664
discrimination	diskrimineerimine	disgust	0.664
masochism	masochism	disgust	0.664
poisonous	mürgine	disgust	0.656
prejudiced	kahjustatud	disgust	0.656
bacteria	bakterid	disgust	0.656
death	surm	disgust	0.656
poison	mürk	disgust	0.656
trash	prügikast	disgust	0.656
abortion	abort	disgust	0.656
corruption	korruptsioon	disgust	0.656
victimized	ohvriks langenud	disgust	0.656
oppression	rõhumine	disgust	0.656
goo	goo	disgust	0.656
latrines	latriinid	disgust	0.656
horror	õudus	disgust	0.656
horrible	kohutav	disgust	0.656
nefarious	naljakas	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	süütu	disgust	0.648
outhouse	outhouse	disgust	0.648
horrid	hirmus	disgust	0.648
detestation	kõhklemine	disgust	0.648
sludge	muda	disgust	0.648
ugly	inetu	disgust	0.648
trashy	kallis	disgust	0.648
bitch	emane	disgust	0.648
immoral	ebamoraalne	disgust	0.648
malfeasance	väärkohtlemine	disgust	0.641
spew	valama	disgust	0.641
pimple	vistrik	disgust	0.641
indecency	ebakindlus	disgust	0.641
unsightly	inetu	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	kurjategija	disgust	0.641
cystic	tsüstiline	disgust	0.641
horrifying	kohutav	disgust	0.641
derogatory	murettekitav	disgust	0.641
laxative	lahtistav	disgust	0.641
criminality	kuritegevus	disgust	0.641
oppressive	rõhuv	disgust	0.633
sinful	patune	disgust	0.633
bigoted	fanatiseeritud	disgust	0.633
doomsday	lõppkuupäev	disgust	0.633
prostitution	prostitutsioon	disgust	0.633
ulcer	haavand	disgust	0.633
secrete	sekreteerige	disgust	0.633
perpetrator	kurjategija	disgust	0.633
rat	rott	disgust	0.633
queasy	järjekordne	disgust	0.633
mildew	hallitus	disgust	0.633
dastardly	ebaharilikult	disgust	0.625
disgraceful	häbiväärne	disgust	0.625
ghastly	õudne	disgust	0.625
persecution	tagakiusamine	disgust	0.625
devilish	kuradi	disgust	0.625
degrading	alandav	disgust	0.625
obscenity	ebamõistlikkus	disgust	0.625
fungus	seene	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	pettumus	disgust	0.625
stools	väljaheide	disgust	0.625
suffering	kannatusi	disgust	0.625
contemptible	põlastusväärne	disgust	0.625
cuckold	koorik	disgust	0.625
bloated	paisunud	disgust	0.625
aghast	aghast	disgust	0.625
betrayal	reetmine	disgust	0.617
guillotine	giljotiin	disgust	0.617
infect	nakatada	disgust	0.617
spoil	rikkuma	disgust	0.617
tetanus	teetanus	disgust	0.617
fat	rasv	disgust	0.617
louse	kutt	disgust	0.617
malicious	pahatahtlik	disgust	0.617
polygamy	polügaamia	disgust	0.617
crusty	koorikas	disgust	0.617
atrocious	julm	disgust	0.617
deceit	pettus	disgust	0.617
termite	termiit	disgust	0.617
loathe	jälestama	disgust	0.617
wench	kõhn	disgust	0.617
dying	suremas	disgust	0.617
sickly	haiglane	disgust	0.617
diaper	mähe	disgust	0.617
strangle	kummitama	disgust	0.617
drool	drool	disgust	0.609
slander	lause	disgust	0.609
abhor	kummardama	disgust	0.609
venomous	mürgine	disgust	0.609
brothel	bordell	disgust	0.609
ghetto	geto	disgust	0.609
violently	vägivaldselt	disgust	0.609
hostile	vaenulik	disgust	0.609
sabotage	sabotaaž	disgust	0.609
deform	deformeeruma	disgust	0.609
bleeding	verejooks	disgust	0.609
unwashed	pesemata	disgust	0.602
lunacy	lõpmatus	disgust	0.602
imprisonment	vangistus	disgust	0.602
infidel	ebatäpne	disgust	0.602
deprivation	puudust	disgust	0.602
traitor	reetur	disgust	0.602
ugliness	õnneks	disgust	0.602
musty	mustad	disgust	0.602
illicit	ebaseaduslik	disgust	0.602
swampy	soine	disgust	0.602
poaching	salaküttimine	disgust	0.602
hag	hag	disgust	0.602
butcher	lihunik	disgust	0.594
lunatic	hullumeelne	disgust	0.594
venom	mürk	disgust	0.594
repelling	tõrjuv	disgust	0.594
thug	rumal	disgust	0.594
misery	viletsus	disgust	0.594
toilet	tualettruum	disgust	0.594
slug	liblikas	disgust	0.594
catastrophe	katastroof	disgust	0.594
epidemic	epideemia	disgust	0.594
gut	soolestik	disgust	0.594
intoxicated	joobes	disgust	0.594
blister	blister	disgust	0.594
deceitful	petlik	disgust	0.594
hostility	vaenulikkus	disgust	0.594
queasiness	karedus	disgust	0.594
lurid	lurid	disgust	0.594
sinner	patune	disgust	0.594
incubus	inkubauss	disgust	0.586
lavatory	tualettruum	disgust	0.586
harass	ahistama	disgust	0.586
unclean	roojane	disgust	0.586
prostitute	prostituut	disgust	0.586
pornography	pornograafia	disgust	0.586
dreadful	kohutav	disgust	0.586
deteriorated	halvenenud	disgust	0.586
appalling	kohutav	disgust	0.586
unfaithful	ebaõiglane	disgust	0.578
rash	lööve	disgust	0.578
humiliating	alandav	disgust	0.578
ruinous	hävitav	disgust	0.578
squeamish	squeamish	disgust	0.578
offensive	solvav	disgust	0.578
conspirator	võlur	disgust	0.578
larceny	larceny	disgust	0.578
debauchery	pettumus	disgust	0.578
mangle	müts	disgust	0.578
flea	kirp	disgust	0.578
hypocrite	silmakirjalikkus	disgust	0.578
retard	hälvik	disgust	0.578
fiend	viha	disgust	0.578
sick	haige	disgust	0.578
quagmire	kobaras	disgust	0.578
expulsion	väljasaatmine	disgust	0.578
treacherous	petlik	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	sülitada	disgust	0.570
devastating	laastav	disgust	0.570
bastard	naine	disgust	0.570
messy	räpane	disgust	0.570
flog	flog	disgust	0.570
egregious	kirglik	disgust	0.570
swamp	soo	disgust	0.570
oppress	ahvatlema	disgust	0.570
despise	põlgama	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	madu	disgust	0.570
snake	mao	disgust	0.562
terrible	kohutav	disgust	0.562
awful	kohutav	disgust	0.562
harmful	kahjulik	disgust	0.562
insanity	hullumeelsus	disgust	0.562
indecent	ebakindel	disgust	0.562
sordid	sordid	disgust	0.562
loo	loo	disgust	0.562
scoundrel	pettumus	disgust	0.562
enemy	vaenlane	disgust	0.562
stealing	varastamine	disgust	0.562
alcoholism	alkoholism	disgust	0.562
humiliation	alandamine	disgust	0.562
ruthless	halastamatu	disgust	0.562
sloppy	lohakas	disgust	0.562
tyrannical	türaniline	disgust	0.562
harlot	viletsus	disgust	0.562
sinning	patus	disgust	0.562
robbery	röövimine	disgust	0.555
insufferable	ebatõenäoline	disgust	0.555
arsenic	arseen	disgust	0.555
bloody	verine	disgust	0.555
odious	vastik	disgust	0.555
ridicule	naeruvääristamine	disgust	0.555
atrophy	atroofia	disgust	0.555
beastly	loomulikult	disgust	0.555
collusion	kokkumängu	disgust	0.555
distaste	unustama	disgust	0.555
segregate	eraldama	disgust	0.555
discriminating	diskrimineeriv	disgust	0.555
coward	argpüks	disgust	0.555
wickedness	pahelisus	disgust	0.555
threatening	ähvardav	disgust	0.555
unattractive	ebameeldiv	disgust	0.555
slayer	slayer	disgust	0.555
flabby	lollakas	disgust	0.555
varicella	tuulerõuged	disgust	0.555
miserable	õnnetu	disgust	0.547
sty	stiil	disgust	0.547
ogre	okei	disgust	0.547
coercion	sundimine	disgust	0.547
thief	varas	disgust	0.547
slur	sulatama	disgust	0.547
suffocating	lämmatab	disgust	0.547
anathema	anathema	disgust	0.547
purgatory	puhastaja	disgust	0.547
malevolent	pahatahtlik	disgust	0.547
bitterly	kibedalt	disgust	0.547
burglar	sissemurdja	disgust	0.547
attacking	rünnata	disgust	0.547
vesicular	vesicular	disgust	0.547
condemnation	hukkamõistu	disgust	0.547
pillage	rüüstamine	disgust	0.547
deleterious	kahjulik	disgust	0.547
thrash	trrash	disgust	0.539
repellant	repellant	disgust	0.539
repudiation	loobumine	disgust	0.539
infidelity	truudusetus	disgust	0.539
liar	valetaja	disgust	0.539
fatty	paksuke	disgust	0.539
gob	kukk	disgust	0.539
sneer	hirmutama	disgust	0.539
drunken	purjus	disgust	0.539
disgrace	häbistav	disgust	0.539
shame	häbi	disgust	0.539
jealous	armukade jaoks	disgust	0.539
imprisoned	vangistatud	disgust	0.539
pig	siga	disgust	0.539
greedy	ahne	disgust	0.539
sloth	libu	disgust	0.539
lethal	surmav	disgust	0.536
burnt	põles	disgust	0.531
aberration	aberratsioon	disgust	0.531
condescension	põlgus	disgust	0.531
hydrocephalus	hüdrotsefaalia	disgust	0.531
hanging	rippus	disgust	0.531
destructive	hävitav	disgust	0.531
smuggler	salakaubavedaja	disgust	0.531
intolerant	sallimatu	disgust	0.531
travesty	travestiline	disgust	0.531
intrusive	pealetükkiv	disgust	0.531
ruined	rikutud	disgust	0.531
withered	kuivanud	disgust	0.531
disintegrate	lagunema	disgust	0.531
brawl	lööma	disgust	0.531
blemish	plekk	disgust	0.531
neurotic	neurootiline	disgust	0.531
blasphemous	pühadusekindel	disgust	0.531
lying	valetades	disgust	0.531
painful	valus	disgust	0.531
avarice	avarus	disgust	0.523
disgraced	häbistatud	disgust	0.523
mistress	armuke	disgust	0.523
disparaging	häbiväärne	disgust	0.523
rubbish	prügi	disgust	0.523
derogation	erand	disgust	0.523
accusation	süüdistus	disgust	0.523
intolerance	sallimatus	disgust	0.523
incarceration	vangistus	disgust	0.523
blighted	muretud	disgust	0.523
sump	tõstuk	disgust	0.516
deplorable	kahetsusväärne	disgust	0.516
daemon	deemon	disgust	0.516
cringe	Cringing	disgust	0.516
degrade	lagunevad	disgust	0.516
gutter	kanal	disgust	0.516
rob	röövima	disgust	0.516
grim	mustad	disgust	0.516
defraud	petta	disgust	0.516
tortious	petturlik	disgust	0.516
eradication	likvideerimine	disgust	0.516
stink	lõhnama	disgust	0.516
convict	süüdimõistetu	disgust	0.516
dishonor	pettumus	disgust	0.516
vulture	raisakotkas	disgust	0.516
remains	jäänused	disgust	0.516
mite	lest	disgust	0.516
betray	heida ära	disgust	0.516
sham	laitmatu	disgust	0.509
endemic	endeemiline	disgust	0.508
bombed	pommitatakse	disgust	0.508
distress	stressi	disgust	0.508
pest	kahjur	disgust	0.508
incurable	ravimatu	disgust	0.508
worthless	väärtusetu	disgust	0.508
rejection	tagasilükkamine	disgust	0.508
distasteful	ebameeldiv	disgust	0.508
schizophrenia	skisofreenia	disgust	0.508
belittle	alandama	disgust	0.508
smelling	lõhnav	disgust	0.508
cheat	petan	disgust	0.508
blob	loll	disgust	0.508
prisoner	vang	disgust	0.508
idiocy	idiootsus	disgust	0.508
delirium	deliirium	disgust	0.508
disaster	katastroof	disgust	0.508
crude	toornafta	disgust	0.508
resentment	pahameele	disgust	0.508
dreadfully	kohutavalt	disgust	0.508
glut	lämblema	disgust	0.508
polemic	poleemiline	disgust	0.500
derision	nägemine	disgust	0.500
idolatry	ebajumalateenistus	disgust	0.500
taboo	tabu	disgust	0.500
screaming	karjuvad	disgust	0.500
banish	keelduma	disgust	0.500
dirt	mustus	disgust	0.500
goblin	goblin	disgust	0.500
shackle	varras	disgust	0.500
bribery	altkäemaks	disgust	0.500
flagrant	silmatorkav	disgust	0.500
jealousy	armukadedus	disgust	0.500
impurity	lisand	disgust	0.500
theft	vargus	disgust	0.500
bitterness	kibedus	disgust	0.500
offense	kuritegu	disgust	0.500
impeach	impeach	disgust	0.500
blight	halb	disgust	0.500
duress	sunniviis	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	ahnus	disgust	0.500
tirade	tiraadiga	disgust	0.500
squirm	kummardama	disgust	0.492
robber	röövija	disgust	0.492
ill	haige	disgust	0.492
unconscionable	ebamõistlik	disgust	0.492
recession	majanduslangus	disgust	0.492
gorge	gorge	disgust	0.492
wreck	vrakk	disgust	0.492
malign	halign	disgust	0.492
boil	keema	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	idioot	disgust	0.492
disreputable	häbiväärne	disgust	0.492
wasteful	raiskamine	disgust	0.484
affliction	viletsus	disgust	0.484
stain	peitsima	disgust	0.484
contempt	põlgus	disgust	0.484
nappy	mähkmetest	disgust	0.484
mutiny	mäss	disgust	0.484
occult	varjatud	disgust	0.484
tramp	tramp	disgust	0.484
unbearable	talumatu	disgust	0.484
offender	õigusrikkuja	disgust	0.484
servile	salajane	disgust	0.484
contraband	salakaubavedu	disgust	0.484
raging	raevukas	disgust	0.484
snarl	jama	disgust	0.484
mad	hulluks	disgust	0.484
subjugation	allumine	disgust	0.484
possessed	vallanud	disgust	0.484
animosity	vaenulikkus	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	laimamine	disgust	0.484
disrespectful	lugupidamatu	disgust	0.484
mess	jama	disgust	0.484
nepotism	nepotism	disgust	0.484
inexcusable	vabandamatu	disgust	0.484
pathetic	haletsusväärne	disgust	0.477
unpleasant	ebameeldiv	disgust	0.477
suppression	supressioon	disgust	0.477
mockery	mõnitamine	disgust	0.477
palsy	paralüüs	disgust	0.477
criminal	kurjategija	disgust	0.477
illegality	ebaseaduslikkus	disgust	0.477
uncaring	uncaring	disgust	0.477
antagonistic	antagonistlik	disgust	0.477
immorality	ebamoraalsus	disgust	0.477
dismal	jama	disgust	0.477
angry	vihane	disgust	0.469
repellent	tõrjuv	disgust	0.469
cough	köha	disgust	0.469
arrogant	ülbe	disgust	0.469
grating	restid	disgust	0.469
aggravation	süvenemine	disgust	0.469
livid	livid	disgust	0.469
banishment	väljasaatmine	disgust	0.469
shoddy	vilets	disgust	0.469
banshee	banshee	disgust	0.469
poverty	vaesus	disgust	0.469
wallow	voolama	disgust	0.469
outrage	pahameele	disgust	0.469
mocking	pilkamine	disgust	0.469
furious	vihane	disgust	0.469
perspiration	higistamine	disgust	0.469
prick	kukkuma	disgust	0.461
recklessness	hoolimatus	disgust	0.461
distorted	moonutatud	disgust	0.461
fraudulent	petlik	disgust	0.461
spider	ämblik	disgust	0.461
