word	Georgian-ka	emotion	emotion-intensity-score
distracting	ყურადღების გადატანა	anticipation	0.398
mortification	mortification	anticipation	0.398
balm	ბალზამი	anticipation	0.398
guillotine	გილოტ	anticipation	0.398
top	დაბრუნება	anticipation	0.398
lettered	lettered	anticipation	0.398
reliance	ნდობა	anticipation	0.398
poke	poke	anticipation	0.391
unfulfilled	შეუსრულებელი	anticipation	0.391
assurance	გარანტია	anticipation	0.391
condemnation	დაგმობას	anticipation	0.391
undoubted	უდავოა	anticipation	0.391
diplomacy	დიპლომატია	anticipation	0.391
familiarity	ნაცნობობა	anticipation	0.391
antidote	ანტიდოტი	anticipation	0.391
chuckle	chuckle	anticipation	0.391
objective	ობიექტური	anticipation	0.391
maternal	დედა	anticipation	0.391
abeyance	მიტოვება	anticipation	0.391
art	ხელოვნება	anticipation	0.391
linger	linger	anticipation	0.391
trust	ნდობა	anticipation	0.391
depraved	გარყვნილი	anticipation	0.391
sanctify	sanctify	anticipation	0.391
inoculation	inoculation	anticipation	0.384
chant	გალობა	anticipation	0.383
banger	ბანერი	anticipation	0.383
playground	მოედანი	anticipation	0.383
failing	ვერ	anticipation	0.383
ship	გემი	anticipation	0.383
hymn	ჰიმნი	anticipation	0.383
simplify	გამარტივება	anticipation	0.383
ram	ვერძი	anticipation	0.383
labor	შრომა	anticipation	0.383
discretion	შეხედულებისამებრ	anticipation	0.383
hap	NO TRANSLATION	anticipation	0.383
good	კარგი	anticipation	0.383
scientist	მეცნიერი	anticipation	0.383
undecided	გადაუწყვეტია	anticipation	0.383
humanitarian	ჰუმანიტარული	anticipation	0.383
depend	დამოკიდებული	anticipation	0.383
dutiful	გამბედავი	anticipation	0.383
clock	საათი	anticipation	0.375
sterling	სტერლინგი	anticipation	0.375
mountain	მთის	anticipation	0.375
savor	სასიამოვნოა	anticipation	0.375
recurrent	განმეორებითი	anticipation	0.375
interim	შუალედური	anticipation	0.375
navigator	ნავიგატორი	anticipation	0.375
gradual	თანდათანობით	anticipation	0.375
interminable	შეუსრულებელი	anticipation	0.375
track	სიმღერა	anticipation	0.375
public	საჯარო	anticipation	0.375
cradle	აკვანი	anticipation	0.375
concealed	დაფარული	anticipation	0.367
lesson	გაკვეთილი	anticipation	0.367
instructions	ინსტრუქციები	anticipation	0.367
shiver	shiver	anticipation	0.367
musical	მუსიკალური	anticipation	0.367
towering	towering	anticipation	0.367
whim	ახირება	anticipation	0.367
spear	Spear	anticipation	0.367
convince	დაარწმუნოს	anticipation	0.367
sonar	სონარი	anticipation	0.367
abide	დაიცვან	anticipation	0.367
biennial	ბიენალე	anticipation	0.367
theology	თეოლოგია	anticipation	0.359
offset	ოფსეტური	anticipation	0.359
atone	atone	anticipation	0.359
timidity	სიმსუქნე	anticipation	0.359
theory	თეორია	anticipation	0.359
undying	უვარგისი	anticipation	0.359
plump	plump	anticipation	0.359
audience	აუდიტორია	anticipation	0.357
nobility	კეთილშობილება	anticipation	0.352
paragon	პარაგონმა	anticipation	0.352
dietary	დიეტური	anticipation	0.352
closure	დახურვა	anticipation	0.352
store	მაღაზია	anticipation	0.352
localize	ლოკალიზება	anticipation	0.352
cramp	კრუნჩხვა	anticipation	0.352
daily	ყოველდღიურად	anticipation	0.352
kindred	მონათვლა	anticipation	0.352
farm	მეურნეობა	anticipation	0.352
edition	გამოცემა	anticipation	0.352
consecration	კურთხევა	anticipation	0.352
archaeology	არქეოლოგია	anticipation	0.344
mobile	მობილური	anticipation	0.344
errand	შეცდომა	anticipation	0.344
wireless	უკაბელო	anticipation	0.344
mutable	mutable	anticipation	0.344
meditate	ფიქრი	anticipation	0.344
stripped	გაშიშვლდა	anticipation	0.344
lessen	შეამცირეთ	anticipation	0.336
unaccountable	უპირობოდ	anticipation	0.336
pare	NO TRANSLATION	anticipation	0.336
brotherly	ძმური	anticipation	0.336
buddy	ბადი	anticipation	0.336
unbeaten	გაულახავი	anticipation	0.336
germ	ჩანასახები	anticipation	0.336
dove	მტრედი	anticipation	0.328
digress	დირიჟორი	anticipation	0.328
ribbon	ლენტი	anticipation	0.328
olfactory	ზეთოვანი	anticipation	0.328
patient	პაციენტი	anticipation	0.328
council	საბჭო	anticipation	0.328
possess	ფლობენ	anticipation	0.328
secular	საერო	anticipation	0.328
chastity	chastity	anticipation	0.328
disposed	განლაგებული	anticipation	0.320
regularity	რეგულარულობა	anticipation	0.320
mediator	შუამავალი	anticipation	0.320
scrutinize	გაანალიზებულია	anticipation	0.320
fancy	ლამაზი	anticipation	0.320
immature	გაუაზრებელი	anticipation	0.320
infanticide	infanticide	anticipation	0.320
heft	heft	anticipation	0.320
preservative	კონსერვატიული	anticipation	0.320
paddle	ნიჩაბი	anticipation	0.320
cove	cove	anticipation	0.320
denying	უარყოფა	anticipation	0.312
bugle	bugle	anticipation	0.312
unpublished	გამოუქვეყნებელი	anticipation	0.312
analyst	ანალიტიკოსი	anticipation	0.312
grim	საშინელი	anticipation	0.312
church	ეკლესია	anticipation	0.312
priesthood	სამღვდელოება	anticipation	0.305
mill	წისქვილზე	anticipation	0.305
judicial	სასამართლო	anticipation	0.305
broadside	ფართო	anticipation	0.305
tributary	შენატანი	anticipation	0.297
cap	cap	anticipation	0.297
thermocouple	თერმო კედელი	anticipation	0.297
dismay	შეშფოთება	anticipation	0.297
instructor	ინსტრუქტორი	anticipation	0.297
saliva	ნერწყვი	anticipation	0.297
exhaustion	ამოწურვა	anticipation	0.297
bruise	სისხლნაჟღენთი	anticipation	0.289
wont	NO TRANSLATION	anticipation	0.289
homeless	უსახლკარო	anticipation	0.289
visor	visor	anticipation	0.289
discreet	NO TRANSLATION	anticipation	0.289
network	ქსელი	anticipation	0.289
shackle	shackle	anticipation	0.289
addresses	მისამართები	anticipation	0.289
noncompliance	შეუსაბამობა	anticipation	0.289
cataract	კატარაქტი	anticipation	0.289
skewed	გადახრა	anticipation	0.281
astronomer	ასტრონომი	anticipation	0.281
neighbor	მეზობელი	anticipation	0.281
holiness	სიწმინდე	anticipation	0.273
devil	ეშმაკი	anticipation	0.273
cream	კრემი	anticipation	0.273
picket	პიკეტი	anticipation	0.273
latent	ლატენტური	anticipation	0.273
immaturity	immaturity	anticipation	0.273
sentence	სასჯელი	anticipation	0.273
neighborhood	სამეზობლოში	anticipation	0.266
morals	მორალი	anticipation	0.266
lull	გაჩერებული	anticipation	0.266
habitual	ჩვეულებრივი	anticipation	0.266
weight	წონა	anticipation	0.258
bye	ნახვამდის	anticipation	0.258
forearm	უპირატესობა	anticipation	0.250
clown	clown	anticipation	0.250
organ	ორგანო	anticipation	0.250
quote	ციტატა	anticipation	0.242
commonplace	ბანალურობა	anticipation	0.242
dictatorship	დიქტატურა	anticipation	0.234
board	ფორუმში	anticipation	0.234
white	თეთრი	anticipation	0.234
treadmill	სარბენი	anticipation	0.234
rail	სარკინიგზო	anticipation	0.234
sundial	sundial	anticipation	0.227
tree	ხე	anticipation	0.227
paralysis	დამბლა	anticipation	0.211
