word	Thai-th	emotion	emotion-intensity-score
perilous	เต็มไปด้วยอันตราย	anticipation	0.477
unification	การรวมกัน	anticipation	0.477
score	คะแนน	anticipation	0.477
medal	เหรียญ	anticipation	0.477
glide	เหิน	anticipation	0.477
recipient	ผู้รับ	anticipation	0.477
accompaniment	คลอเสียง	anticipation	0.477
praiseworthy	น่าสรรเสริญ	anticipation	0.473
providing	หาก	anticipation	0.469
motion	การเคลื่อนไหว	anticipation	0.469
fete	NO TRANSLATION	anticipation	0.469
cautious	ระมัดระวัง	anticipation	0.469
cash	เงินสด	anticipation	0.469
precursor	ผู้นำ	anticipation	0.469
opera	อุปรากร	anticipation	0.469
elite	ผู้ลากมากดี	anticipation	0.469
pry	แงะ	anticipation	0.469
hire	จ้าง	anticipation	0.469
sweets	ขนม	anticipation	0.469
star	ดาว	anticipation	0.469
unsurpassed	ไม่มีที่เปรียบ	anticipation	0.469
successful	ที่ประสบความสำเร็จ	anticipation	0.469
unknown	ไม่ทราบ	anticipation	0.469
immediately	ทันที	anticipation	0.469
starry	แจ่มจรัส	anticipation	0.469
production	การผลิต	anticipation	0.469
football	ฟุตบอล	anticipation	0.469
completion	เสร็จสิ้น	anticipation	0.469
scare	ทำให้ตกใจ	anticipation	0.469
invoke	ขอร้อง	anticipation	0.469
shaky	สั่นคลอน	anticipation	0.469
dawn	รุ่งอรุณ	anticipation	0.469
creeping	คืบคลาน	anticipation	0.469
cheerfulness	ความเบิกบานใจ	anticipation	0.461
soundness	ความแข็งแรง	anticipation	0.461
mail	อีเมล	anticipation	0.461
draft	ร่าง	anticipation	0.461
preliminary	เบื้องต้น	anticipation	0.461
friendly	เป็นมิตร	anticipation	0.461
commemorative	ระลึก	anticipation	0.461
extricate	คลี่คลาย	anticipation	0.461
alive	มีชีวิตอยู่	anticipation	0.461
untold	นับไม่ถ้วน	anticipation	0.461
overture	การทาบทาม	anticipation	0.461
excel	สันทัด	anticipation	0.461
plight	สภาพ	anticipation	0.461
synchronize	ประสาน	anticipation	0.461
punt	เรือท้องแบน	anticipation	0.461
sanctuary	สถานที่ศักดิ์สิทธิ์	anticipation	0.461
brilliant	สุกใส	anticipation	0.461
pay	จ่ายเงิน	anticipation	0.461
shining	ส่องแสง	anticipation	0.461
regatta	การแข่งเรือ	anticipation	0.461
testament	พินัยกรรม	anticipation	0.461
jeopardy	อันตราย	anticipation	0.461
perpetuity	ความเป็นนิจ	anticipation	0.453
elegance	ความงดงาม	anticipation	0.453
career	อาชีพ	anticipation	0.453
basketball	บาสเกตบอล	anticipation	0.453
intimately	อย่างใกล้ชิด	anticipation	0.453
renovate	บูรณะ	anticipation	0.453
supremacy	อำนาจสูงสุด	anticipation	0.453
infinity	ความไม่มีที่สิ้นสุด	anticipation	0.453
unexpected	ไม่คาดฝัน	anticipation	0.453
flinch	สะดุ้ง	anticipation	0.453
complement	ส่วนประกอบ	anticipation	0.453
prologue	อารัมภบท	anticipation	0.453
compliment	NO TRANSLATION	anticipation	0.453
prevention	การป้องกัน	anticipation	0.453
improve	ปรับปรุง	anticipation	0.453
sunset	พระอาทิตย์ตกดิน	anticipation	0.453
inaugural	เกี่ยวกับการสถาปนา	anticipation	0.453
rehabilitation	การพักฟื้น	anticipation	0.453
fitting	เหมาะสม	anticipation	0.445
surround	รอบทิศทาง	anticipation	0.445
share	หุ้น	anticipation	0.445
epidemic	ที่ระบาด	anticipation	0.445
sweet	หวาน	anticipation	0.445
fain	NO TRANSLATION	anticipation	0.445
concealment	การปกปิด	anticipation	0.445
confidence	ความมั่นใจ	anticipation	0.445
perfect	สมบูรณ์	anticipation	0.445
sun	ดวงอาทิตย์	anticipation	0.445
veracity	ความจริง	anticipation	0.445
volunteer	อาสาสมัคร	anticipation	0.445
conjecture	การคาดคะเน	anticipation	0.445
medical	ทางการแพทย์	anticipation	0.438
prepared	เตรียมพร้อม	anticipation	0.438
superstitious	เชื่อโชคลาง	anticipation	0.438
reconstruction	การก่อสร้างใหม่	anticipation	0.438
tickle	จี้	anticipation	0.438
faith	ความเชื่อ	anticipation	0.438
passenger	ผู้โดยสาร	anticipation	0.438
saint	นักบุญ	anticipation	0.438
respect	เคารพ	anticipation	0.438
rabid	บ้า	anticipation	0.438
reconstruct	บูรณะ	anticipation	0.438
recombination	รวมตัวกันอีก	anticipation	0.438
devout	มีศรัทธา	anticipation	0.438
goodness	ความดี	anticipation	0.438
angel	นางฟ้า	anticipation	0.438
ferment	หมัก	anticipation	0.438
plea	ข้ออ้าง	anticipation	0.438
aloha	Aloha	anticipation	0.438
serial	อนุกรม	anticipation	0.438
conservation	การอนุรักษ์	anticipation	0.438
serenity	ความสงบเงียบ	anticipation	0.430
tabulate	จัดระเบียบ	anticipation	0.430
install	ติดตั้ง	anticipation	0.430
labyrinth	เขาวงกต	anticipation	0.430
venerable	เป็นที่เคารพ	anticipation	0.430
perpetuate	ขยายเวลา	anticipation	0.430
strategist	นักยุทธศาสตร์	anticipation	0.430
unverified	ไม่สอบ	anticipation	0.430
tribunal	ศาล	anticipation	0.430
charitable	ใจบุญ	anticipation	0.430
luscious	หวานฉ่ำ	anticipation	0.430
spa	สปา	anticipation	0.430
peace	ความสงบ	anticipation	0.430
clap	ตบมือ	anticipation	0.430
conspirator	ผู้สมรู้ร่วมคิด	anticipation	0.422
forestall	ขัดขวาง	anticipation	0.422
patience	ความอดทน	anticipation	0.422
oasis	โอเอซิส	anticipation	0.422
grin	การยิ้มกว้าง	anticipation	0.422
revere	นบนอบ	anticipation	0.422
worship	นมัสการ	anticipation	0.422
vista	ทิวทัศน์	anticipation	0.422
laughter	เสียงหัวเราะ	anticipation	0.422
volatility	การระเหย	anticipation	0.422
adrift	ไม่มีจุดหมาย	anticipation	0.422
candid	ตรงไปตรงมา	anticipation	0.422
edification	การสั่งสอน	anticipation	0.422
unresolved	ไม่ได้ตั้งใจ	anticipation	0.422
peaceful	เงียบสงบ	anticipation	0.422
recognizable	เตือนใจ	anticipation	0.422
calls	โทร	anticipation	0.414
weigh	ชั่งน้ำหนัก	anticipation	0.414
probation	การคุมประพฤติ	anticipation	0.414
proficiency	ความชำนาญ	anticipation	0.414
morn	ยามเช้า	anticipation	0.414
craps	เล่นลูกเต๋าชนิดหนึ่ง	anticipation	0.414
detainee	นักโทษ	anticipation	0.414
mediate	ไกล่เกลี่ย	anticipation	0.414
continue	ต่อ	anticipation	0.414
astrologer	โหราจารย์	anticipation	0.414
punctual	ตรงเวลา	anticipation	0.414
ordination	การบวช	anticipation	0.414
pretty	น่ารัก	anticipation	0.414
thought	คิดว่า	anticipation	0.414
grant	อนุญาต	anticipation	0.414
withstand	ต้านทาน	anticipation	0.414
frisky	ขี้เล่น	anticipation	0.414
ongoing	ต่อเนื่อง	anticipation	0.414
sing	ร้องเพลง	anticipation	0.411
long	ยาว	anticipation	0.406
confession	คำสารภาพ	anticipation	0.406
headlight	ไฟหน้า	anticipation	0.406
prophylactic	ป้องกันโรค	anticipation	0.406
mother	แม่	anticipation	0.406
debenture	หุ้นกู้	anticipation	0.406
wizard	พ่อมด	anticipation	0.406
university	มหาวิทยาลัย	anticipation	0.406
proud	ภูมิใจ	anticipation	0.406
midwife	ผดุงครรภ์	anticipation	0.406
banquet	งานเลี้ยง	anticipation	0.406
continuation	ความต่อเนื่อง	anticipation	0.406
navigable	เดินเรือได้	anticipation	0.406
punished	ลงโทษ	anticipation	0.406
chicane	หาเรื่อง	anticipation	0.406
comfort	ความสะดวกสบาย	anticipation	0.406
opponent	คู่แข่ง	anticipation	0.406
subscribe	สมัครเป็นสมาชิก	anticipation	0.406
outdo	เอาชนะ	anticipation	0.406
nurture	บำรุง	anticipation	0.406
twinkle	กระพริบตา	anticipation	0.406
deal	จัดการ	anticipation	0.402
efficient	ที่มีประสิทธิภาพ	anticipation	0.398
representing	เป็นตัวแทนของ	anticipation	0.398
simmer	หลน	anticipation	0.398
symphony	ซิมโฟนี	anticipation	0.398
judiciary	ตุลาการ	anticipation	0.398
obliging	เป็นมิตร	anticipation	0.398
saintly	ศักดิ์สิทธิ์	anticipation	0.398
vigil	การเฝ้า	anticipation	0.398
death	ความตาย	anticipation	0.398
distracting	ซึ่งทำให้วอกแวก	anticipation	0.398
mortification	ความบัดสี	anticipation	0.398
balm	ยาหม่อง	anticipation	0.398
guillotine	กิโยตีน	anticipation	0.398
top	ด้านบน	anticipation	0.398
lettered	มีความรู้	anticipation	0.398
reliance	ความเชื่อมั่น	anticipation	0.398
poke	โผล่	anticipation	0.391
unfulfilled	ไม่ได้ผล	anticipation	0.391
assurance	ความมั่นใจ	anticipation	0.391
condemnation	การลงโทษ	anticipation	0.391
undoubted	ไม่เป็นที่สงสัย	anticipation	0.391
diplomacy	การทูต	anticipation	0.391
familiarity	ความคุ้นเคย	anticipation	0.391
antidote	ยาแก้พิษ	anticipation	0.391
chuckle	ซิกซี้	anticipation	0.391
objective	วัตถุประสงค์	anticipation	0.391
maternal	เกี่ยวกับมารดา	anticipation	0.391
abeyance	การระงับชั่วคราว	anticipation	0.391
art	ศิลปะ	anticipation	0.391
linger	อู้	anticipation	0.391
trust	วางใจ	anticipation	0.391
depraved	ต่ำช้า	anticipation	0.391
sanctify	ล้างบาป	anticipation	0.391
inoculation	การฉีดวัคซีน	anticipation	0.384
