word	Mongolian-mn	emotion	emotion-intensity-score
smelling	үнэртэй	disgust	0.508
cheat	Мэхлэх	disgust	0.508
blob	бөмбөр	disgust	0.508
prisoner	хоригдол	disgust	0.508
idiocy	idiocy	disgust	0.508
delirium	дэмийрэл	disgust	0.508
disaster	гамшиг	disgust	0.508
crude	газрын тос	disgust	0.508
resentment	дургүйцэл	disgust	0.508
dreadfully	аймшигтай	disgust	0.508
glut	glut	disgust	0.508
polemic	зөрчил	disgust	0.500
derision	гомдлоо	disgust	0.500
idolatry	шүтээн шүтэх	disgust	0.500
taboo	хориотой	disgust	0.500
screaming	хашгирах	disgust	0.500
banish	хаях	disgust	0.500
dirt	шороо	disgust	0.500
goblin	goblin	disgust	0.500
shackle	shackle	disgust	0.500
bribery	хээл хахууль	disgust	0.500
flagrant	худлаа	disgust	0.500
jealousy	атаархал	disgust	0.500
impurity	бохирдол	disgust	0.500
theft	хулгай	disgust	0.500
bitterness	гаслах явдал	disgust	0.500
offense	гэмт хэрэг	disgust	0.500
impeach	impeach	disgust	0.500
blight	хортой	disgust	0.500
duress	дарамт	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	шунал	disgust	0.500
tirade	залхуурал	disgust	0.500
squirm	семинар	disgust	0.492
robber	дээрэмчин	disgust	0.492
ill	өвчтэй	disgust	0.492
unconscionable	ойлгомжгүй	disgust	0.492
recession	уналт	disgust	0.492
gorge	хавцал	disgust	0.492
wreck	сүйрэл	disgust	0.492
malign	хорт могой	disgust	0.492
boil	буцалгана	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	тэнэг	disgust	0.492
disreputable	Гайхалтай	disgust	0.492
wasteful	Үгүй	disgust	0.484
affliction	зовлон зүдүүр	disgust	0.484
stain	толбо	disgust	0.484
contempt	жигшил	disgust	0.484
nappy	нинжа	disgust	0.484
mutiny	мутант	disgust	0.484
occult	ид шид	disgust	0.484
tramp	гурвуулаа	disgust	0.484
unbearable	Тэвчишгүй юм	disgust	0.484
offender	гэмт хэрэгтэн	disgust	0.484
servile	Үйлчлэлийн ажил	disgust	0.484
contraband	гаалийн байцаалт	disgust	0.484
raging	ноцож байна	disgust	0.484
snarl	snarl	disgust	0.484
mad	галзуу	disgust	0.484
subjugation	татгалзах	disgust	0.484
possessed	эзэмшсэн	disgust	0.484
animosity	харгислал	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	гүтгэлэг	disgust	0.484
disrespectful	үл хүндэтгэсэн	disgust	0.484
mess	зовлонтой	disgust	0.484
nepotism	nepotism	disgust	0.484
inexcusable	Үгүй	disgust	0.484
pathetic	харамсалтай	disgust	0.477
unpleasant	таагүй байна	disgust	0.477
suppression	дарах	disgust	0.477
mockery	дооглох	disgust	0.477
palsy	саа	disgust	0.477
criminal	гэмт хэрэгтэн	disgust	0.477
illegality	хууль бусаар	disgust	0.477
uncaring	үл хайхрах	disgust	0.477
antagonistic	антагонист	disgust	0.477
immorality	ёс суртахуунгүй байдал	disgust	0.477
dismal	гунигтай	disgust	0.477
angry	уурлаж байна	disgust	0.469
repellent	зэвүүн	disgust	0.469
cough	ханиалга	disgust	0.469
arrogant	бардам	disgust	0.469
grating	семинар	disgust	0.469
aggravation	доройтсон	disgust	0.469
livid	хортой	disgust	0.469
banishment	хаях	disgust	0.469
shoddy	муухай	disgust	0.469
banshee	banshee	disgust	0.469
poverty	ядуурал	disgust	0.469
wallow	хана	disgust	0.469
outrage	харгислал	disgust	0.469
mocking	Хөгширч байна	disgust	0.469
furious	галзуу	disgust	0.469
perspiration	хөлсөөр	disgust	0.469
prick	prick	disgust	0.461
recklessness	таагүй байдал	disgust	0.461
distorted	гажуудсан	disgust	0.461
fraudulent	хууран мэхлэх	disgust	0.461
spider	аалз	disgust	0.461
quack	quack	disgust	0.461
perdition	сүйрэх	disgust	0.461
muddy	шаварлаг	disgust	0.461
spurious	хуурамч	disgust	0.461
insulting	доромжлох	disgust	0.461
scar	сорви	disgust	0.461
deceive	хууран мэхлэх	disgust	0.461
unjustifiable	шударга бус	disgust	0.461
fool	тэнэг	disgust	0.461
deplore	гаслан	disgust	0.461
plunder	дээрэм тонуул	disgust	0.461
aphid	aphid	disgust	0.453
bane	Биш	disgust	0.453
indignation	уур хилэн	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	амиа бодсон	disgust	0.453
disparage	эмзэглэл	disgust	0.453
cur	Тэгэхээр	disgust	0.453
dishonest	шударга бус	disgust	0.453
stigma	гутаан доромжлол	disgust	0.453
eschew	Эсвэл	disgust	0.453
antipathy	antipathy	disgust	0.453
alienate	алга болно	disgust	0.453
disingenuous	мунхаглал	disgust	0.453
elimination	устгах	disgust	0.453
unthinkable	мэдэхгүй байна	disgust	0.453
wasted	үрэгдүүлсэн	disgust	0.445
recalcitrant	кальцитрант	disgust	0.445
iniquity	алдаа	disgust	0.445
mosquito	шумуул	disgust	0.445
caries	цооролт	disgust	0.445
bankruptcy	дампуурал	disgust	0.445
egotistical	Эсрэг статик	disgust	0.445
piles	овоолго	disgust	0.445
smell	үнэр	disgust	0.445
vacuous	vacuous	disgust	0.445
despair	цөхрөл	disgust	0.445
opium	опиум	disgust	0.445
garish	сайн байна	disgust	0.445
lie	худлаа	disgust	0.445
pious	ариун хүн	disgust	0.445
aversion	дургүйцэх	disgust	0.438
sticky	наалттай	disgust	0.438
scream	хашгирах	disgust	0.438
alien	харийн	disgust	0.438
shun	Шун	disgust	0.438
abnormal	хэвийн бус	disgust	0.438
ashamed	ичиж байна	disgust	0.438
inmate	хоригдол	disgust	0.438
abject	хортой	disgust	0.438
hog	гахай	disgust	0.438
hopelessness	найдваргүй байдал	disgust	0.438
homeless	орон гэргүй	disgust	0.438
obnoxious	харамсалтай	disgust	0.438
curse	хараал байна	disgust	0.430
creature	амьтан	disgust	0.430
cursing	хараал	disgust	0.430
illegal	хууль бус	disgust	0.430
lusty	зүгээр л	disgust	0.430
shameless	Хөөрхий	disgust	0.430
debris	хог хаягдал	disgust	0.430
defiance	зөрчил	disgust	0.430
pall	палл	disgust	0.430
falsity	хууран мэхлэлт	disgust	0.430
reflux	рефлюкс	disgust	0.430
incredulous	итгэмээргүй юм	disgust	0.430
adverse	сөрөг	disgust	0.430
trickery	заль мэх	disgust	0.430
callous	завгүй байна	disgust	0.430
separatist	салатист	disgust	0.430
undesirable	хүсээгүй	disgust	0.430
denounce	буруутгаж байна	disgust	0.430
witch	шулам	disgust	0.430
bum	бөх	disgust	0.422
bovine	үхэр	disgust	0.422
denunciation	цуцалсан тухай	disgust	0.422
untidy	Хөөрхий	disgust	0.422
impure	цэвэр бус	disgust	0.422
mistrust	үл итгэх	disgust	0.422
tarnish	хортой	disgust	0.422
ferocious	харгис хэрцгий	disgust	0.422
gush	галзуу	disgust	0.422
infantile	нялх хүүхэд	disgust	0.422
ammonia	аммиак	disgust	0.422
offend	гомдох	disgust	0.422
idiotic	тэнэг	disgust	0.422
hypertrophy	гипертрофи	disgust	0.422
nicotine	никотин	disgust	0.422
tasteless	амтгүй	disgust	0.422
pompous	pompous	disgust	0.422
socialist	социалист	disgust	0.422
delinquent	буруутай	disgust	0.422
swarm	Бүгд	disgust	0.422
contentious	маргаантай	disgust	0.422
carelessness	хайхрамжгүй байдал	disgust	0.422
hairy	үсэрхэг	disgust	0.422
wasting	туранхай	disgust	0.422
slush	налуу	disgust	0.422
affront	зовлонтой	disgust	0.422
collapse	уналт	disgust	0.422
badness	муу муухай	disgust	0.422
dishonesty	шударга бус байдал	disgust	0.414
vegetative	ургамал	disgust	0.414
displacency	шилжилт	disgust	0.414
unfavorable	таалагдаагүй	disgust	0.414
disobey	дуулгаваргүй байх	disgust	0.414
sour	исгэлэн	disgust	0.414
socialism	социализм	disgust	0.414
murky	Чимээгүй байна	disgust	0.414
neglected	үл тоомсорлосон	disgust	0.414
drivel	робот	disgust	0.414
vampire	цус сорогч	disgust	0.414
litigious	шударга зарчим	disgust	0.414
illegitimate	хууль бус	disgust	0.414
disgruntled	дургүйцсэн	disgust	0.406
ignorant	мунхаг	disgust	0.406
outcast	хөөх	disgust	0.406
unkind	эелдэг бус	disgust	0.406
repel	няцааж байна	disgust	0.406
displeasure	Сэтгэл ханамжгүй байна	disgust	0.406
phony	фон	disgust	0.406
shoplifting	хулгайлах	disgust	0.406
dislike	дургүй байдаг	disgust	0.406
unlawful	хууль бус	disgust	0.406
bogus	хуурамч	disgust	0.406
discontinuity	тасалдал	disgust	0.406
recidivism	Дахиадив	disgust	0.406
ungrateful	чин сэтгэлээсээ	disgust	0.406
wrongdoing	буруу юм	disgust	0.406
falsify	хууран мэхлэх	disgust	0.406
prosecution	яллах	disgust	0.406
failure	алдаа	disgust	0.398
loon	loon	disgust	0.398
lick	долоох	disgust	0.398
subvert	татгалзсан	disgust	0.398
rigor	Зоригтой	disgust	0.398
unruly	цөхрөлгүй байна	disgust	0.398
paucity	дутагдал	disgust	0.398
unnatural	ер бусын	disgust	0.398
averse	урвуу	disgust	0.398
senseless	ухаангүй	disgust	0.398
worsening	муудаж байна	disgust	0.398
disdain	үл тоомсорлох	disgust	0.398
woe	Ай зовлон	disgust	0.398
woefully	Гайхалтай	disgust	0.398
amphetamines	амфетаминууд	disgust	0.398
stingy	хомс	disgust	0.398
crushing	бутлах	disgust	0.398
insult	доромжлох	disgust	0.393
damage	гэмтэл	disgust	0.391
hardened	хатуурсан	disgust	0.391
diatribe	Диатив	disgust	0.391
averseness	уналт	disgust	0.391
critter	critter	disgust	0.391
muff	Хөөрхий	disgust	0.391
antisocial	эсрэг үзэгдэл	disgust	0.391
punishment	шийтгэл	disgust	0.391
bad	муу байна	disgust	0.391
punished	шийтгэсэн	disgust	0.391
disrelish	эрх чөлөөгүй	disgust	0.391
expel	expel	disgust	0.391
farcical	Дотоод харилцаа	disgust	0.391
scorpion	хилэнцэт хорхой	disgust	0.391
sacrifices	тахил өргөх	disgust	0.383
plagiarism	plagiarism	disgust	0.383
hypocritical	хоёр нүүртэй	disgust	0.383
divorce	салалт	disgust	0.383
presumptuous	дарамттай	disgust	0.383
discord	зөрчилдөөн	disgust	0.383
fugitive	оргодол	disgust	0.383
fulsome	fulsome	disgust	0.383
shabby	Хөөрхий	disgust	0.383
orc	orc	disgust	0.383
adder	adder	disgust	0.383
anaconda	anaconda	disgust	0.383
surly	Муухай	disgust	0.383
irrational	харамсалтай	disgust	0.383
disappoint	урам хугарах	disgust	0.383
illiterate	Бичиг үсэг мэддэггүй	disgust	0.383
lament	гаслан	disgust	0.383
eviction	албадан нүүлгэх	disgust	0.383
teeming	сайхан байна	disgust	0.383
guilt	гэм буруутай	disgust	0.383
misconduct	буруу зүйл	disgust	0.375
blame	буруутгана	disgust	0.375
alienation	төрөөс ангид	disgust	0.375
depressing	сэтгэлээр унасан	disgust	0.375
irritating	цочроох	disgust	0.375
plight	нөхцөл байдал	disgust	0.375
unworthy	зохисгүй	disgust	0.375
dislocated	Хийхгүй	disgust	0.375
scoff	шоолох	disgust	0.375
irritation	цочромтгой	disgust	0.375
defective	гэмтэлтэй	disgust	0.375
shock	шок	disgust	0.375
hoax	хууран мэхлэлт	disgust	0.367
coerce	албадах	disgust	0.367
revoke	хүчингүй болгох	disgust	0.367
stripped	хаясан	disgust	0.367
exclusion	хасах	disgust	0.367
blatant	тод томруун байна	disgust	0.367
disillusionment	сэтгэл гутрал	disgust	0.367
squelch	Суллах	disgust	0.367
unhealthy	эрүүл бус байна	disgust	0.367
toad	бах	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	пуужин	disgust	0.367
vainly	дэмий юм	disgust	0.367
powerless	хүч чадалгүй	disgust	0.367
cad	cad	disgust	0.367
hurtful	хор хөнөөлтэй	disgust	0.367
shuddering	чичирч байна	disgust	0.367
wimp	золгүй	disgust	0.367
oddity	сондгой байдал	disgust	0.359
rebellion	бослого	disgust	0.359
incompatible	нийцгүй байна	disgust	0.359
ineptitude	итгэлгүй байдал	disgust	0.359
dispose	устгах	disgust	0.359
disobedience	дуулгаваргүй байдал	disgust	0.359
damn	Новч гэж	disgust	0.359
bug	алдаа	disgust	0.359
deserted	зэлүүд газар	disgust	0.359
litigate	Татгалзах	disgust	0.352
ridiculous	инээдтэй	disgust	0.352
compost	бордоо	disgust	0.352
obi	obi	disgust	0.352
untoward	Хөөрхий	disgust	0.352
censor	цензур	disgust	0.352
uncertain	тодорхойгүй байна	disgust	0.352
lawyer	хуульч	disgust	0.352
flinch	гуйвуул	disgust	0.352
flesh	махан бие	disgust	0.352
crushed	буталсан	disgust	0.352
displeased	дургүйцэн	disgust	0.352
inept	чаддаггүй	disgust	0.352
wrongful	буруу	disgust	0.352
cutting	хайчлах	disgust	0.352
fierce	догшин	disgust	0.352
misbehavior	буруу үйлдэл	disgust	0.352
frustrate	frustrate	disgust	0.352
dismissal	халах	disgust	0.352
disapprove	буруу байна	disgust	0.344
depreciate	элэгдүүлэх	disgust	0.344
tearful	нулимстай	disgust	0.344
thoughtless	бодолгүй	disgust	0.336
unsettled	эвгүй байна	disgust	0.336
lumpy	бөмбөрцөг	disgust	0.336
discoloration	өнгө хувиралт	disgust	0.336
blunder	буруу байна	disgust	0.336
disinclination	Дахилт	disgust	0.336
distrust	итгэлгүй байдал	disgust	0.336
annoy	уурлаж байна	disgust	0.336
lawsuit	Шүүмжлэл	disgust	0.336
discontent	сэтгэл дундуур	disgust	0.336
grumble	гомдоллов	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	Дээш	disgust	0.336
heartsick	зүрх сэтгэл	disgust	0.336
disliked	дургүй	disgust	0.336
bickering	зөрчилдөөн	disgust	0.336
disallowed	зөвшөөрөгдөөгүй	disgust	0.336
unmanageable	зохицуулагдаагүй	disgust	0.328
hydrophobia	hydrophobia	disgust	0.328
unsatisfactory	хангалтгүй байна	disgust	0.328
whine	гаслах	disgust	0.328
exasperation	Гомдол	disgust	0.328
instability	тогтворгүй байдал	disgust	0.328
provoking	сэтгэл хөдлөл	disgust	0.328
disappointed	урам хугарсан	disgust	0.328
inhibit	саатуулах	disgust	0.328
sly	зальтай байна	disgust	0.328
