word	Haitian Creole-ht	emotion	emotion-intensity-score
odious	odye	disgust	0.555
ridicule	betiz	disgust	0.555
atrophy	atrofi	disgust	0.555
beastly	bèt	disgust	0.555
collusion	konplisite	disgust	0.555
distaste	distaste	disgust	0.555
segregate	segregasyon	disgust	0.555
discriminating	diskriminasyon	disgust	0.555
coward	lach	disgust	0.555
wickedness	mechanste	disgust	0.555
threatening	menase	disgust	0.555
unattractive	désagréable	disgust	0.555
slayer	touye	disgust	0.555
flabby	flask	disgust	0.555
varicella	varicella	disgust	0.555
miserable	mizerab	disgust	0.547
sty	sty	disgust	0.547
ogre	ogre	disgust	0.547
coercion	presyon	disgust	0.547
thief	vòlè	disgust	0.547
slur	Slur	disgust	0.547
suffocating	étoufan	disgust	0.547
anathema	Anatèm	disgust	0.547
purgatory	purgatwar	disgust	0.547
malevolent	malfezan	disgust	0.547
bitterly	anmè kou fièl	disgust	0.547
burglar	kanbriyolè	disgust	0.547
attacking	atake	disgust	0.547
vesicular	vesikulèr	disgust	0.547
condemnation	kondanasyon	disgust	0.547
pillage	grenn	disgust	0.547
deleterious	negatif	disgust	0.547
thrash	Thrash	disgust	0.539
repellant	repantan	disgust	0.539
repudiation	refi	disgust	0.539
infidelity	enfidelite	disgust	0.539
liar	bay manti	disgust	0.539
fatty	gra	disgust	0.539
gob	gob	disgust	0.539
sneer	sèpan	disgust	0.539
drunken	tafyatè	disgust	0.539
disgrace	wont	disgust	0.539
shame	wont	disgust	0.539
jealous	fè jalouzi	disgust	0.539
imprisoned	prizon	disgust	0.539
pig	kochon	disgust	0.539
greedy	visye	disgust	0.539
sloth	paresseux	disgust	0.539
lethal	letal	disgust	0.536
burnt	boule nèt	disgust	0.531
aberration	Aberration	disgust	0.531
condescension	Kondansasyon	disgust	0.531
hydrocephalus	hydrocephalus	disgust	0.531
hanging	pandye	disgust	0.531
destructive	destriktif	disgust	0.531
smuggler	kontrebann	disgust	0.531
intolerant	entolerans	disgust	0.531
travesty	travesti	disgust	0.531
intrusive	entriksyon	disgust	0.531
ruined	pèdi tou	disgust	0.531
withered	cheche	disgust	0.531
disintegrate	dezentegre	disgust	0.531
brawl	tapaj	disgust	0.531
blemish	bèbè	disgust	0.531
neurotic	nerotik	disgust	0.531
blasphemous	blasfèm	disgust	0.531
lying	kouche	disgust	0.531
painful	fè mal	disgust	0.531
avarice	avarice	disgust	0.523
disgraced	wont	disgust	0.523
mistress	metrès	disgust	0.523
disparaging	disparaging	disgust	0.523
rubbish	fatra	disgust	0.523
derogation	derogasyon	disgust	0.523
accusation	akizasyon	disgust	0.523
intolerance	entolerans	disgust	0.523
incarceration	anprizònman	disgust	0.523
blighted	cheche	disgust	0.523
sump	Soti	disgust	0.516
deplorable	dekale	disgust	0.516
daemon	dyaman	disgust	0.516
cringe	a	disgust	0.516
degrade	degrade	disgust	0.516
gutter	goutyè	disgust	0.516
rob	volè	disgust	0.516
grim	grimas	disgust	0.516
defraud	defraud	disgust	0.516
tortious	tòti	disgust	0.516
eradication	eliminasyon	disgust	0.516
stink	Stink	disgust	0.516
convict	kondane	disgust	0.516
dishonor	dezòd	disgust	0.516
vulture	votour	disgust	0.516
remains	rete	disgust	0.516
mite	Mite	disgust	0.516
betray	trayi	disgust	0.516
sham	tranble	disgust	0.509
endemic	endemic	disgust	0.508
bombed	bonbade	disgust	0.508
distress	detrès	disgust	0.508
pest	ensèk nuizib	disgust	0.508
incurable	iremedyabl	disgust	0.508
worthless	san valè	disgust	0.508
rejection	rejè	disgust	0.508
distasteful	désagréable	disgust	0.508
schizophrenia	eskizofreni	disgust	0.508
belittle	bite	disgust	0.508
smelling	pran sant	disgust	0.508
cheat	tronpe	disgust	0.508
blob	pate	disgust	0.508
prisoner	prizonye	disgust	0.508
idiocy	idiocy	disgust	0.508
delirium	delirium	disgust	0.508
disaster	dezas	disgust	0.508
crude	brit	disgust	0.508
resentment	resantiman	disgust	0.508
dreadfully	dreadfully	disgust	0.508
glut	glut	disgust	0.508
polemic	polemik	disgust	0.500
derision	derision	disgust	0.500
idolatry	idolatri	disgust	0.500
taboo	tabou	disgust	0.500
screaming	kriyan	disgust	0.500
banish	bani	disgust	0.500
dirt	pousyè tè	disgust	0.500
goblin	goblin	disgust	0.500
shackle	bat	disgust	0.500
bribery	koripsyon	disgust	0.500
flagrant	flagrant	disgust	0.500
jealousy	jalouzi	disgust	0.500
impurity	anpati	disgust	0.500
theft	vòl	disgust	0.500
bitterness	anmè	disgust	0.500
offense	ofans	disgust	0.500
impeach	anpeche	disgust	0.500
blight	cheche	disgust	0.500
duress	duress	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	Evaris	disgust	0.500
tirade	tirade	disgust	0.500
squirm	squirm	disgust	0.492
robber	vòlè	disgust	0.492
ill	malad	disgust	0.492
unconscionable	konseye	disgust	0.492
recession	resesyon	disgust	0.492
gorge	pasaj	disgust	0.492
wreck	nofwaj	disgust	0.492
malign	mali	disgust	0.492
boil	bouyi	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	zidòl	disgust	0.492
disreputable	danjere	disgust	0.492
wasteful	inutil	disgust	0.484
affliction	afliksyon	disgust	0.484
stain	tach	disgust	0.484
contempt	meprize	disgust	0.484
nappy	move	disgust	0.484
mutiny	choute	disgust	0.484
occult	okta	disgust	0.484
tramp	vagabon	disgust	0.484
unbearable	ensipòtab	disgust	0.484
offender	delenkan	disgust	0.484
servile	servile	disgust	0.484
contraband	kontrebann	disgust	0.484
raging	fache	disgust	0.484
snarl	snarl	disgust	0.484
mad	fou	disgust	0.484
subjugation	Soumisyon	disgust	0.484
possessed	posede	disgust	0.484
animosity	animosite	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	difamasyon	disgust	0.484
disrespectful	derespektan	disgust	0.484
mess	dezòd	disgust	0.484
nepotism	Nepotism	disgust	0.484
inexcusable	inexcusable	disgust	0.484
pathetic	patikilyèman	disgust	0.477
unpleasant	dezagreyab	disgust	0.477
suppression	repwesyon	disgust	0.477
mockery	Imitation	disgust	0.477
palsy	parsyèl	disgust	0.477
criminal	kriminèl	disgust	0.477
illegality	ilegalite	disgust	0.477
uncaring	enkarnasyon	disgust	0.477
antagonistic	antagonik	disgust	0.477
immorality	imoralite	disgust	0.477
dismal	patisipasyon	disgust	0.477
angry	fache	disgust	0.469
repellent	repouse	disgust	0.469
cough	tous	disgust	0.469
arrogant	arogan	disgust	0.469
grating	griyaj	disgust	0.469
aggravation	vin pi grav	disgust	0.469
livid	klere	disgust	0.469
banishment	Ban	disgust	0.469
shoddy	chod	disgust	0.469
banshee	banshee	disgust	0.469
poverty	povrete	disgust	0.469
wallow	ranje	disgust	0.469
outrage	outraj	disgust	0.469
mocking	moke	disgust	0.469
furious	fache	disgust	0.469
perspiration	swit	disgust	0.469
prick	pike	disgust	0.461
recklessness	enkyetid	disgust	0.461
distorted	defòme	disgust	0.461
fraudulent	fwod	disgust	0.461
spider	arenyen	disgust	0.461
quack	tranblemanntè	disgust	0.461
perdition	perdisyon	disgust	0.461
muddy	labou	disgust	0.461
spurious	espirityèl	disgust	0.461
insulting	ensiltan	disgust	0.461
scar	mak	disgust	0.461
deceive	twonpe	disgust	0.461
unjustifiable	enjistifyab	disgust	0.461
fool	moun fou	disgust	0.461
deplore	deplore	disgust	0.461
plunder	pran tou sa	disgust	0.461
aphid	afich	disgust	0.453
bane	malè	disgust	0.453
indignation	endiyasyon	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	egoyis	disgust	0.453
disparage	disparage	disgust	0.453
cur	koulye a	disgust	0.453
dishonest	malonèt	disgust	0.453
stigma	stigma	disgust	0.453
eschew	eschew	disgust	0.453
antipathy	antipati	disgust	0.453
alienate	alyenate	disgust	0.453
disingenuous	detounman	disgust	0.453
elimination	eliminasyon	disgust	0.453
unthinkable	inkonu	disgust	0.453
wasted	gaspiye	disgust	0.445
recalcitrant	rekalsitrant	disgust	0.445
iniquity	mechanste	disgust	0.445
mosquito	Moustik	disgust	0.445
caries	kari	disgust	0.445
bankruptcy	fayit	disgust	0.445
egotistical	egotistik	disgust	0.445
piles	pil	disgust	0.445
smell	pran sant	disgust	0.445
vacuous	vid	disgust	0.445
despair	dezespwa	disgust	0.445
opium	opyòm	disgust	0.445
garish	garish	disgust	0.445
lie	manti	disgust	0.445
pious	relijyeu	disgust	0.445
aversion	Aversion	disgust	0.438
sticky	kolye	disgust	0.438
scream	rèl	disgust	0.438
alien	etranje	disgust	0.438
shun	koupe	disgust	0.438
abnormal	nòmal	disgust	0.438
ashamed	wont	disgust	0.438
inmate	prizonye	disgust	0.438
abject	abi	disgust	0.438
hog	kochon	disgust	0.438
hopelessness	dezespwa	disgust	0.438
homeless	ki san kay	disgust	0.438
obnoxious	dezagreyab	disgust	0.438
curse	madichon	disgust	0.430
creature	bèt	disgust	0.430
cursing	madichon	disgust	0.430
illegal	ilegal	disgust	0.430
lusty	lusty	disgust	0.430
shameless	sinik	disgust	0.430
debris	debri	disgust	0.430
defiance	defi	disgust	0.430
pall	pall	disgust	0.430
falsity	falsite	disgust	0.430
reflux	reflou	disgust	0.430
incredulous	incredulous	disgust	0.430
adverse	negatif	disgust	0.430
trickery	tris	disgust	0.430
callous	san rete	disgust	0.430
separatist	separatis	disgust	0.430
undesirable	endezirab	disgust	0.430
denounce	denonse	disgust	0.430
witch	sòsyè	disgust	0.430
bum	bom	disgust	0.422
bovine	bèf	disgust	0.422
denunciation	denonsyasyon	disgust	0.422
untidy	dezòd	disgust	0.422
impure	mal	disgust	0.422
mistrust	mefyans	disgust	0.422
tarnish	tanpri	disgust	0.422
ferocious	nan bwa	disgust	0.422
gush	gush	disgust	0.422
infantile	enfantil	disgust	0.422
ammonia	amonyak	disgust	0.422
offend	ofansif	disgust	0.422
idiotic	idiotik	disgust	0.422
hypertrophy	ipertwofi	disgust	0.422
nicotine	Nikotin	disgust	0.422
tasteless	san gou	disgust	0.422
pompous	ponpye	disgust	0.422
socialist	sosyalis	disgust	0.422
delinquent	delenkan	disgust	0.422
swarm	swarm	disgust	0.422
contentious	kontwovèsyal	disgust	0.422
carelessness	negligans	disgust	0.422
hairy	pwal sou tout kò	disgust	0.422
wasting	gaspiye	disgust	0.422
slush	glase	disgust	0.422
affront	afwonte	disgust	0.422
collapse	tonbe	disgust	0.422
badness	mechanste	disgust	0.422
dishonesty	malonèt	disgust	0.414
vegetative	vejetatif	disgust	0.414
displacency	deplasans	disgust	0.414
unfavorable	favorab	disgust	0.414
disobey	dezobeyi	disgust	0.414
sour	tounen	disgust	0.414
socialism	sosyalis	disgust	0.414
murky	tris	disgust	0.414
neglected	neglije	disgust	0.414
drivel	drivel	disgust	0.414
vampire	vanpir	disgust	0.414
litigious	litijyeu	disgust	0.414
illegitimate	ilejitim	disgust	0.414
disgruntled	disgruntled	disgust	0.406
ignorant	inyoran	disgust	0.406
outcast	outcast	disgust	0.406
unkind	mal	disgust	0.406
repel	repouse	disgust	0.406
displeasure	dezagreman	disgust	0.406
phony	fon	disgust	0.406
shoplifting	shoplifting	disgust	0.406
dislike	grip	disgust	0.406
unlawful	ilegal	disgust	0.406
bogus	fos	disgust	0.406
discontinuity	diskontinwite	disgust	0.406
recidivism	residivism	disgust	0.406
ungrateful	enkwayab	disgust	0.406
wrongdoing	mal	disgust	0.406
falsify	fo	disgust	0.406
prosecution	pouswit jidisyè	disgust	0.406
failure	echèk	disgust	0.398
loon	Loon	disgust	0.398
lick	niche	disgust	0.398
subvert	sibvansyon	disgust	0.398
rigor	difikilte	disgust	0.398
unruly	dezòd	disgust	0.398
paucity	Pèdi	disgust	0.398
unnatural	anòmal	disgust	0.398
averse	advèrsèr	disgust	0.398
senseless	dezagreyab	disgust	0.398
worsening	vin pi grav	disgust	0.398
disdain	deden	disgust	0.398
woe	malè	disgust	0.398
woefully	tèrib	disgust	0.398
amphetamines	amfetamin	disgust	0.398
stingy	chaje	disgust	0.398
crushing	kraze	disgust	0.398
insult	joure	disgust	0.393
damage	domaj	disgust	0.391
hardened	fè tèt di toujou	disgust	0.391
diatribe	diatribe	disgust	0.391
averseness	averseness	disgust	0.391
critter	critter	disgust	0.391
muff	mof	disgust	0.391
antisocial	antisosyal	disgust	0.391
punishment	pinisyon	disgust	0.391
bad	move	disgust	0.391
punished	pini	disgust	0.391
disrelish	disèl	disgust	0.391
expel	ranvwaye	disgust	0.391
farcical	farcical	disgust	0.391
scorpion	eskòpyon	disgust	0.391
sacrifices	sakrifis	disgust	0.383
plagiarism	plagiarism	disgust	0.383
hypocritical	ipokrit	disgust	0.383
divorce	divòs	disgust	0.383
presumptuous	pwovokan	disgust	0.383
discord	dezòd	disgust	0.383
fugitive	sove	disgust	0.383
fulsome	fulsome	disgust	0.383
shabby	ranyon	disgust	0.383
orc	ork	disgust	0.383
adder	adisyone	disgust	0.383
anaconda	anakonda	disgust	0.383
surly	mal	disgust	0.383
irrational	irasyonèl	disgust	0.383
disappoint	desevwa	disgust	0.383
illiterate	analfabèt	disgust	0.383
lament	plenn	disgust	0.383
eviction	degèpisman	disgust	0.383
teeming	teeming	disgust	0.383
guilt	kilpabilite	disgust	0.383
misconduct	movèz kondwit	disgust	0.375
blame	blame	disgust	0.375
alienation	izolman	disgust	0.375
depressing	dépressions	disgust	0.375
irritating	enèvan	disgust	0.375
plight	konba	disgust	0.375
unworthy	danjere	disgust	0.375
dislocated	deplase	disgust	0.375
scoff	scoff	disgust	0.375
irritation	iritasyon	disgust	0.375
defective	defektye	disgust	0.375
shock	chòk	disgust	0.375
hoax	fo	disgust	0.367
coerce	fè kòlè	disgust	0.367
revoke	revoke	disgust	0.367
stripped	dezabiye	disgust	0.367
exclusion	esklizyon	disgust	0.367
blatant	flagran	disgust	0.367
disillusionment	desepsyon	disgust	0.367
squelch	squelch	disgust	0.367
unhealthy	malsen	disgust	0.367
toad	krapo	disgust	0.367
wimpy	Wimpy	disgust	0.367
pitfall	pyèj	disgust	0.367
vainly	vainly	disgust	0.367
powerless	san fòs	disgust	0.367
cad	kad	disgust	0.367
hurtful	fè mal	disgust	0.367
shuddering	bouche	disgust	0.367
wimp	wimp	disgust	0.367
oddity	oddite	disgust	0.359
rebellion	rebelyon	disgust	0.359
incompatible	enkonpatib	disgust	0.359
ineptitude	ineptitid	disgust	0.359
dispose	jete	disgust	0.359
disobedience	dezobeyisans	disgust	0.359
damn	modi	disgust	0.359
bug	ensèk	disgust	0.359
deserted	dezè	disgust	0.359
litigate	litij	disgust	0.352
ridiculous	ridikil	disgust	0.352
compost	konpòs	disgust	0.352
obi	obi	disgust	0.352
untoward	untoward	disgust	0.352
censor	sansib	disgust	0.352
uncertain	ensèten	disgust	0.352
lawyer	avoka	disgust	0.352
flinch	flinch	disgust	0.352
flesh	vyann	disgust	0.352
crushed	kraze	disgust	0.352
displeased	fache	disgust	0.352
inept	inept	disgust	0.352
wrongful	negatif	disgust	0.352
cutting	koupe	disgust	0.352
fierce	feròs	disgust	0.352
misbehavior	move konpòtman	disgust	0.352
frustrate	fristrasyon	disgust	0.352
dismissal	lekòl lage	disgust	0.352
disapprove	pa dakò	disgust	0.344
depreciate	depresyasyon	disgust	0.344
tearful	chajeuz	disgust	0.344
thoughtless	panse	disgust	0.336
unsettled	enstab	disgust	0.336
lumpy	defonse	disgust	0.336
discoloration	dekolorasyon	disgust	0.336
blunder	bèbè	disgust	0.336
disinclination	dezinonskripsyon	disgust	0.336
distrust	defye	disgust	0.336
annoy	anbete	disgust	0.336
lawsuit	pwosè	disgust	0.336
discontent	mekontantman	disgust	0.336
grumble	bese	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	Daft	disgust	0.336
heartsick	kè	disgust	0.336
disliked	nèm	disgust	0.336
bickering	britalite	disgust	0.336
disallowed	non	disgust	0.336
unmanageable	dificil	disgust	0.328
hydrophobia	idrofobi	disgust	0.328
unsatisfactory	satisfezan	disgust	0.328
whine	bri	disgust	0.328
exasperation	ekzotasyon	disgust	0.328
instability	enstabilite	disgust	0.328
provoking	provok	disgust	0.328
disappointed	desi	disgust	0.328
inhibit	anpeche	disgust	0.328
sly	sounwa	disgust	0.328
grievance	plent	disgust	0.328
materialist	materyalism	disgust	0.328
excluded	eskli	disgust	0.328
cacophony	kakofoni	disgust	0.328
misleading	ki bay manti	disgust	0.321
disclaim	repete	disgust	0.320
rags	rad	disgust	0.320
soot	swi	disgust	0.320
disservice	disservice	disgust	0.320
unequal	inegal	disgust	0.320
humbug	humbug	disgust	0.320
reproach	wont	disgust	0.320
confined	fèmen	disgust	0.320
disapproving	disapproving	disgust	0.320
annoyance	anmèdan	disgust	0.320
mishap	move	disgust	0.320
groan	plenn	disgust	0.320
soil	tè	disgust	0.312
depreciated	depresyasyon	disgust	0.312
disincline	dezin	disgust	0.312
inappropriate	apwopriye	disgust	0.312
inconsiderate	konsilte	disgust	0.312
burke	burke	disgust	0.312
overpriced	ovèrprisèd	disgust	0.312
sneeze	estènye	disgust	0.312
stomach	vant	disgust	0.312
criticize	kritike	disgust	0.312
theism	teyism	disgust	0.312
disparity	disparite	disgust	0.305
gall	fyèl	disgust	0.305
latent	inaktif	disgust	0.305
grumpy	mawon	disgust	0.305
bang	bang	disgust	0.305
inadmissible	inadmissible	disgust	0.305
unfriendly	frwa	disgust	0.305
shack	shack	disgust	0.305
disliking	disliking	disgust	0.305
unaccountable	inaktif	disgust	0.305
coop	poulaye	disgust	0.304
scold	reprimande	disgust	0.297
growling	grinpye	disgust	0.297
lonely	lonely	disgust	0.297
delay	reta	disgust	0.297
congress	Kongrè a	disgust	0.297
disregarded	neglijans	disgust	0.297
disappointment	desepsyon	disgust	0.297
backwards	bak	disgust	0.297
soreness	doulè	disgust	0.297
rogue	vakabon	disgust	0.297
infamous	trist	disgust	0.289
lesbian	madivin	disgust	0.289
notoriety	notoryete	disgust	0.289
catechism	katechism	disgust	0.289
flop	flop	disgust	0.289
nettle	orti	disgust	0.289
janitor	Janitor	disgust	0.289
saturated	satire	disgust	0.281
gaby	gaby	disgust	0.281
prohibited	entèdi	disgust	0.281
remiss	remis	disgust	0.281
unfair	enjis	disgust	0.281
desist	desist	disgust	0.281
wince	wince	disgust	0.281
aftermath	konsekans	disgust	0.281
huff	huff	disgust	0.273
discolored	dekolore	disgust	0.273
uneasy	alèz	disgust	0.273
wrangling	ensandi	disgust	0.273
tribunal	tribinal la	disgust	0.273
weird	etranj	disgust	0.266
bureaucrat	bureaucrat	disgust	0.266
coldness	fredi	disgust	0.266
impolite	enpilsyon	disgust	0.266
politic	politik	disgust	0.266
unsatisfied	satisfè	disgust	0.266
swig	swig	disgust	0.266
inefficiency	inefficiency	disgust	0.266
frantic	frantic	disgust	0.266
crawl	rale	disgust	0.266
instinctive	enstenktif	disgust	0.258
barrow	kari	disgust	0.258
incase	incase	disgust	0.258
octopus	poulp	disgust	0.258
chagrin	chagrin	disgust	0.258
copycat	copycat	disgust	0.258
rascal	koken	disgust	0.258
sarcasm	sarcastic	disgust	0.258
gruff	grof	disgust	0.258
misconception	miskonsepsyon	disgust	0.250
hulk	hulk	disgust	0.250
shanghai	Shanghai	disgust	0.250
baboon	babon	disgust	0.250
disinclined	dezin	disgust	0.250
lose	pèdi	disgust	0.250
john	John	disgust	0.250
cupping	koup	disgust	0.250
rook	rook	disgust	0.242
gratuitous	gratis	disgust	0.242
entangled	entangled	disgust	0.242
opponent	advèsè	disgust	0.242
tariff	tarif yo	disgust	0.242
scrub	fwote	disgust	0.242
resign	bay demisyon	disgust	0.234
prolong	prolonje	disgust	0.234
backwardness	feblès	disgust	0.234
reluctance	repiyans	disgust	0.234
questionable	dout	disgust	0.234
lagging	reta	disgust	0.234
unlucky	malè	disgust	0.234
misstatement	reflechi	disgust	0.234
reversal	anilasyon	disgust	0.227
disqualified	diskalifye	disgust	0.227
subsidy	sibvansyon	disgust	0.227
ineffectual	ineffectual	disgust	0.227
