word	Slovak-sk	emotion	emotion-intensity-score
towering	nebetyčný	anticipation	0.367
whim	rozmar	anticipation	0.367
spear	kopije	anticipation	0.367
convince	presvedčiť	anticipation	0.367
sonar	sonar	anticipation	0.367
abide	dodržať	anticipation	0.367
biennial	dvojročný	anticipation	0.367
theology	teológia	anticipation	0.359
offset	ofset	anticipation	0.359
atone	odčiniť	anticipation	0.359
timidity	bojazlivosť	anticipation	0.359
theory	teória	anticipation	0.359
undying	nehynúcu	anticipation	0.359
plump	kyprý	anticipation	0.359
audience	publikum	anticipation	0.357
nobility	šľachta	anticipation	0.352
paragon	vzor	anticipation	0.352
dietary	diétne	anticipation	0.352
closure	uzavretie	anticipation	0.352
store	sklad	anticipation	0.352
localize	lokalizovať	anticipation	0.352
cramp	kŕč	anticipation	0.352
daily	denná	anticipation	0.352
kindred	príbuzenstva	anticipation	0.352
farm	farma	anticipation	0.352
edition	vydanie	anticipation	0.352
consecration	zasvätenie	anticipation	0.352
archaeology	archeológia	anticipation	0.344
mobile	mobilné	anticipation	0.344
errand	pochôdzka	anticipation	0.344
wireless	bezdrôtový	anticipation	0.344
mutable	premenlivý	anticipation	0.344
meditate	premýšľať	anticipation	0.344
stripped	vyzliekol	anticipation	0.344
lessen	znížiť	anticipation	0.336
unaccountable	nevysvetliteľný	anticipation	0.336
pare	NO TRANSLATION	anticipation	0.336
brotherly	bratský	anticipation	0.336
buddy	kámoš	anticipation	0.336
unbeaten	neporazený	anticipation	0.336
germ	zárodok	anticipation	0.336
dove	holubica	anticipation	0.328
digress	odbočiť	anticipation	0.328
ribbon	stuha	anticipation	0.328
olfactory	čuchový	anticipation	0.328
patient	pacient	anticipation	0.328
council	rada	anticipation	0.328
possess	vlastniť	anticipation	0.328
secular	svetský	anticipation	0.328
chastity	cudnosť	anticipation	0.328
disposed	usporiadaný	anticipation	0.320
regularity	pravidelnosť	anticipation	0.320
mediator	prostredník	anticipation	0.320
scrutinize	preskúmať	anticipation	0.320
fancy	ozdobný	anticipation	0.320
immature	nevyspelý	anticipation	0.320
infanticide	novorodencov	anticipation	0.320
heft	ťarcha	anticipation	0.320
preservative	konzervačné	anticipation	0.320
paddle	pádlo	anticipation	0.320
cove	zátoka	anticipation	0.320
denying	popierať	anticipation	0.312
bugle	poľnice	anticipation	0.312
unpublished	nepublikovaný	anticipation	0.312
analyst	analytik	anticipation	0.312
grim	ponurý	anticipation	0.312
church	cirkevné	anticipation	0.312
priesthood	kňazstva	anticipation	0.305
mill	mlyn	anticipation	0.305
judicial	súdne	anticipation	0.305
broadside	bočné salva	anticipation	0.305
tributary	prítok	anticipation	0.297
cap	viečko	anticipation	0.297
thermocouple	termoelektrický článok	anticipation	0.297
dismay	zdesenie	anticipation	0.297
instructor	inštruktor	anticipation	0.297
saliva	slina	anticipation	0.297
exhaustion	vyčerpania	anticipation	0.297
bruise	modrina	anticipation	0.289
wont	NO TRANSLATION	anticipation	0.289
homeless	bezdomovec	anticipation	0.289
visor	hľadí	anticipation	0.289
discreet	NO TRANSLATION	anticipation	0.289
network	sieť	anticipation	0.289
shackle	spútať	anticipation	0.289
addresses	adresy	anticipation	0.289
noncompliance	nesúlad	anticipation	0.289
cataract	šedý zákal	anticipation	0.289
skewed	skosený	anticipation	0.281
astronomer	astronóm	anticipation	0.281
neighbor	sused	anticipation	0.281
holiness	sviatosť	anticipation	0.273
devil	diabol	anticipation	0.273
cream	krém	anticipation	0.273
picket	tyčka	anticipation	0.273
latent	latentný	anticipation	0.273
immaturity	nezrelosť	anticipation	0.273
sentence	veta	anticipation	0.273
neighborhood	susedstve	anticipation	0.266
morals	mravnosť	anticipation	0.266
lull	prestávka	anticipation	0.266
habitual	obvyklý	anticipation	0.266
weight	závažia	anticipation	0.258
bye	zbohom	anticipation	0.258
forearm	predlaktie	anticipation	0.250
clown	klaun	anticipation	0.250
organ	varhany	anticipation	0.250
quote	citovať	anticipation	0.242
commonplace	samozrejmosť	anticipation	0.242
dictatorship	diktatúra	anticipation	0.234
board	doska	anticipation	0.234
white	biely	anticipation	0.234
treadmill	bežecký pás	anticipation	0.234
rail	koľajnice	anticipation	0.234
sundial	slnečné hodiny	anticipation	0.227
tree	strom	anticipation	0.227
paralysis	paralýza	anticipation	0.211
worm	červ	anticipation	0.203
organization	organizácie	anticipation	0.203
cement	cement	anticipation	0.203
lagging	zaostávajúce	anticipation	0.180
neutral	neutrálne	anticipation	0.148
cannibalism	kanibalizmus	disgust	0.953
mutilation	zmrzačenie	disgust	0.930
molestation	obťažovanie	disgust	0.914
incest	incest	disgust	0.914
gonorrhea	kvapavka	disgust	0.906
rape	znásilnenia	disgust	0.906
cannibal	kanibal	disgust	0.898
rot	hniloba	disgust	0.891
corpse	mŕtvola	disgust	0.883
massacre	masaker	disgust	0.883
excrement	exkrement	disgust	0.883
slaughter	porážka	disgust	0.875
barf	NO TRANSLATION	disgust	0.875
slaughterhouse	bitúnok	disgust	0.867
rancid	Potuchnutý	disgust	0.859
sewerage	kanalizácie	disgust	0.859
incestuous	incestné	disgust	0.859
filth	špina	disgust	0.859
bigot	náboženský fanatik	disgust	0.859
infestation	napadnutia	disgust	0.852
plague	mor	disgust	0.852
bloodthirsty	krvilačný	disgust	0.852
holocaust	holokaust	disgust	0.852
rotting	hnijúci	disgust	0.844
maggot	červ	disgust	0.844
feces	výkaly	disgust	0.844
fecal	fekálne	disgust	0.844
murder	vražda	disgust	0.839
infanticide	novorodencov	disgust	0.836
homicide	zabitie	disgust	0.836
asshole	kretén	disgust	0.836
enslaved	zotročený	disgust	0.836
gore	klin	disgust	0.828
perverted	skazený	disgust	0.828
torture	mučenia	disgust	0.828
slaughtering	porážanie	disgust	0.828
excretion	vylučovanie	disgust	0.828
contaminate	kontaminovať	disgust	0.821
murderer	vrah	disgust	0.820
gory	krvavý	disgust	0.820
repugnant	odporný	disgust	0.820
desecration	znesvätenie	disgust	0.820
grotesque	groteskné	disgust	0.820
revolting	odporný	disgust	0.820
diarrhoea	hnačka	disgust	0.820
manure	hnoj	disgust	0.820
terrorist	terorista	disgust	0.820
shit	hovno	disgust	0.820
pervert	zvrhlík	disgust	0.820
slavery	otroctva	disgust	0.812
faeces	fekálie	disgust	0.812
sewer	stoka	disgust	0.812
vomit	zvracať	disgust	0.812
manslaughter	zabitie	disgust	0.812
dismemberment	rozdelenie	disgust	0.812
cadaver	mŕtvola	disgust	0.812
hemorrhage	krvácanie	disgust	0.805
repulsive	odporný	disgust	0.805
perverse	perverzné	disgust	0.805
filthy	špinavý	disgust	0.797
sewage	kal	disgust	0.797
depravity	spustnutosti	disgust	0.797
diseased	chorý	disgust	0.797
carcass	mŕtvola	disgust	0.795
decompose	rozložiť	disgust	0.789
vermin	háveď	disgust	0.789
puke	dáviť	disgust	0.789
parasite	parazit	disgust	0.789
horrific	hrozný	disgust	0.789
gruesome	príšerný	disgust	0.789
dung	NO TRANSLATION	disgust	0.789
mutilated	znetvorený	disgust	0.789
murderous	vražedný	disgust	0.789
decayed	krivú	disgust	0.789
herpes	opar	disgust	0.789
slime	sliz	disgust	0.781
flatulence	nadúvanie	disgust	0.781
monstrosity	obludnosť	disgust	0.781
carnage	krviprelievania	disgust	0.781
pestilence	mor	disgust	0.781
malaria	malárie	disgust	0.781
crap	blbosť	disgust	0.781
toxic	toxický	disgust	0.773
loathsome	odporný	disgust	0.773
insidious	zákerný	disgust	0.773
leprosy	malomocenstvo	disgust	0.773
morgue	márnice	disgust	0.773
pus	hnis	disgust	0.773
herpesvirus	herpesvirus	disgust	0.773
whore	suka	disgust	0.766
cruel	krutý	disgust	0.766
repugnance	odpor	disgust	0.766
revulsion	odpor	disgust	0.766
xenophobia	xenofóbie	disgust	0.766
regurgitation	regurgitácia	disgust	0.766
anthrax	antrax	disgust	0.766
lynch	lynčovať	disgust	0.766
dissection	pitva	disgust	0.759
canker	rakovina	disgust	0.758
cruelty	krutosť	disgust	0.758
perversion	prekrútenie	disgust	0.758
evil	zlo	disgust	0.758
slum	slum	disgust	0.758
infectious	infekčné	disgust	0.758
mucous	sliznatý	disgust	0.758
phlegm	hlien	disgust	0.758
leeches	pijavice	disgust	0.750
decomposition	rozklad	disgust	0.750
sinister	zlovestný	disgust	0.750
corrupting	kazenie	disgust	0.750
demon	démon	disgust	0.742
stinking	páchnuce	disgust	0.742
septic	septický	disgust	0.742
deranged	pomätený	disgust	0.742
bile	žlč	disgust	0.742
soiled	znečistené	disgust	0.742
mucus	sliz	disgust	0.742
abhorrence	opovrhnutie	disgust	0.742
abomination	ohavnosť	disgust	0.742
sickening	odporný	disgust	0.742
demonic	démonický	disgust	0.742
foul	odporný	disgust	0.734
obese	obézny	disgust	0.734
sicken	znechutiť	disgust	0.734
degeneracy	degenerovanost	disgust	0.734
crucifixion	ukrižovanie	disgust	0.734
despicable	opovrhnutiahodný	disgust	0.734
cancer	rakovina	disgust	0.734
atrocity	krutosť	disgust	0.734
terrorism	terorizmus	disgust	0.734
dirty	špinavý	disgust	0.727
dysentery	úplavica	disgust	0.727
adultery	cudzoložstvo	disgust	0.727
contamination	kontaminácia	disgust	0.727
bacterium	baktérie	disgust	0.727
diabolical	diabolský	disgust	0.727
morbidity	chorobnosť	disgust	0.727
grisly	príšerný	disgust	0.727
repulsion	odpor	disgust	0.727
enema	klystír	disgust	0.727
contagion	nákaza	disgust	0.719
disfigured	znetvorený	disgust	0.719
muck	hnoj	disgust	0.719
lewd	oplzlý	disgust	0.719
garbage	odpadky	disgust	0.719
autopsy	pitva	disgust	0.719
bowels	vnútornosti	disgust	0.719
gross	hrubý	disgust	0.719
vulgar	vulgárne	disgust	0.719
barbaric	barbarský	disgust	0.719
disgust	znechutiť	disgust	0.719
vicious	brutálny	disgust	0.719
entrails	vnútornosti	disgust	0.719
deterioration	zhoršenie	disgust	0.719
pungent	prenikavý	disgust	0.719
bloodshed	krviprelievania	disgust	0.714
violent	násilný	disgust	0.711
tyrant	tyran	disgust	0.711
poisoned	otrávený	disgust	0.711
pollute	znečisťovať	disgust	0.711
wretched	biedny	disgust	0.711
nausea	nevoľnosť	disgust	0.711
mortification	umŕtvovaní	disgust	0.711
gag	gag	disgust	0.711
vulgarity	sprostota	disgust	0.703
disgusting	odporný	disgust	0.703
grope	tápať	disgust	0.703
slut	coura	disgust	0.703
poisoning	otrava	disgust	0.703
depraved	spustnutý	disgust	0.703
noxious	škodlivý	disgust	0.703
porn	porn	disgust	0.703
nasty	protivný	disgust	0.703
slimy	sliznatý	disgust	0.703
despotism	despotizmus	disgust	0.703
nauseate	dvíhať žalúdok	disgust	0.703
secretion	vylučovanie	disgust	0.703
constipation	zápcha	disgust	0.703
hateful	nenávistný	disgust	0.703
grime	špina	disgust	0.703
measles	osýpky	disgust	0.696
contagious	nákazlivý	disgust	0.695
hellish	pekelný	disgust	0.695
waste	odpad	disgust	0.695
suicidal	samovražedný	disgust	0.695
abuse	zneužívanie	disgust	0.695
hate	nenávidieť	disgust	0.695
wretch	úbožiak	disgust	0.695
intestinal	črevnej	disgust	0.695
wart	bradavice	disgust	0.695
obesity	obezita	disgust	0.695
scum	spodina	disgust	0.695
contaminated	kontaminovaný	disgust	0.688
disease	choroba	disgust	0.688
rabid	spupný	disgust	0.688
ooze	sliz	disgust	0.688
treason	zrada	disgust	0.688
heartworm	heartworm	disgust	0.688
smut	sadze	disgust	0.688
cholera	cholera	disgust	0.680
deformed	zdeformovaný	disgust	0.680
detest	nenávidieť	disgust	0.680
bestial	beštiálne	disgust	0.680
sickness	choroba	disgust	0.680
antichrist	antikrist	disgust	0.680
abhorrent	odporný	disgust	0.680
soulless	bez citu	disgust	0.680
freakish	náladový	disgust	0.680
grimy	špinavý	disgust	0.680
hatred	nenávisť	disgust	0.680
pollution	znečistenie	disgust	0.680
germ	zárodok	disgust	0.680
abominate	hnusiť	disgust	0.680
hell	peklo	disgust	0.680
dilapidated	schátraný	disgust	0.672
dictatorship	diktatúra	disgust	0.672
inhuman	neľudský	disgust	0.672
greasy	mastný	disgust	0.672
hideous	ohyzdný	disgust	0.672
loathful	odporný	disgust	0.672
obscene	obscénne	disgust	0.672
loathing	averzia	disgust	0.672
cess	Cess	disgust	0.670
devil	diabol	disgust	0.664
heretic	kacír	disgust	0.664
nauseous	nevoľno	disgust	0.664
abominable	odporný	disgust	0.664
deformity	deformita	disgust	0.664
deadly	smrteľný	disgust	0.664
swine	sviňa	disgust	0.664
discrimination	diskriminácie	disgust	0.664
masochism	masochizmus	disgust	0.664
poisonous	jedovatý	disgust	0.656
prejudiced	predpojatý	disgust	0.656
bacteria	baktérie	disgust	0.656
death	úmrtia	disgust	0.656
poison	jed	disgust	0.656
trash	smeti	disgust	0.656
abortion	potrat	disgust	0.656
corruption	korupcia	disgust	0.656
victimized	obetí	disgust	0.656
oppression	útlak	disgust	0.656
goo	niečo lepkavého	disgust	0.656
latrines	latríny	disgust	0.656
horror	hrôza	disgust	0.656
horrible	hrozný	disgust	0.656
nefarious	zločinný	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	pomstychtivý	disgust	0.648
outhouse	kôlňa	disgust	0.648
horrid	děsný	disgust	0.648
detestation	ošklivosť	disgust	0.648
sludge	kal	disgust	0.648
ugly	škaredý	disgust	0.648
trashy	gýčovitý	disgust	0.648
bitch	fena	disgust	0.648
immoral	nemorálne	disgust	0.648
malfeasance	zneužitie	disgust	0.641
spew	vrhnúť	disgust	0.641
pimple	pupienok	disgust	0.641
indecency	neslušnosť	disgust	0.641
unsightly	nevzhľadný	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	podlý	disgust	0.641
cystic	cystická	disgust	0.641
horrifying	desivý	disgust	0.641
derogatory	škodlivý	disgust	0.641
laxative	preháňadlo	disgust	0.641
criminality	kriminalita	disgust	0.641
oppressive	despotický	disgust	0.633
sinful	hriešny	disgust	0.633
bigoted	bigotní	disgust	0.633
doomsday	súdny deň	disgust	0.633
prostitution	prostitúcia	disgust	0.633
ulcer	vred	disgust	0.633
secrete	vylučovať	disgust	0.633
perpetrator	páchateľ	disgust	0.633
rat	potkan	disgust	0.633
queasy	odporný	disgust	0.633
mildew	splesnivieť	disgust	0.633
dastardly	podlý	disgust	0.625
disgraceful	hanebný	disgust	0.625
ghastly	príšerný	disgust	0.625
persecution	prenasledovanie	disgust	0.625
devilish	diabolský	disgust	0.625
degrading	ponižujúce	disgust	0.625
obscenity	obscénnosť	disgust	0.625
fungus	huba	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	žravosť	disgust	0.625
stools	stoličky	disgust	0.625
suffering	utrpenie	disgust	0.625
contemptible	opovrhnutiahodný	disgust	0.625
cuckold	paroháč	disgust	0.625
bloated	nafúknutý	disgust	0.625
aghast	zdesený	disgust	0.625
betrayal	zrada	disgust	0.617
guillotine	gilotína	disgust	0.617
infect	infikovať	disgust	0.617
spoil	pokaziť	disgust	0.617
tetanus	tetanus	disgust	0.617
fat	tuk	disgust	0.617
louse	voš	disgust	0.617
malicious	zlomyseľný	disgust	0.617
polygamy	mnohoženstvo	disgust	0.617
crusty	chrumkavý	disgust	0.617
atrocious	ukrutný	disgust	0.617
deceit	zákernosť	disgust	0.617
termite	termit	disgust	0.617
loathe	ošklivit si	disgust	0.617
wench	dievča	disgust	0.617
dying	umierajúci	disgust	0.617
sickly	neduživý	disgust	0.617
diaper	plienka	disgust	0.617
strangle	uškrtiť	disgust	0.617
drool	slintať	disgust	0.609
slander	ohováranie	disgust	0.609
abhor	hroziť sa	disgust	0.609
venomous	jedovatý	disgust	0.609
brothel	bordel	disgust	0.609
ghetto	ghetto	disgust	0.609
violently	násilne	disgust	0.609
hostile	nepriateľský	disgust	0.609
sabotage	sabotáž	disgust	0.609
deform	deformovať	disgust	0.609
bleeding	krvácajúca	disgust	0.609
unwashed	nepraný	disgust	0.602
lunacy	šialenstvo	disgust	0.602
imprisonment	uväznenie	disgust	0.602
infidel	neveriaci	disgust	0.602
deprivation	deprivácie	disgust	0.602
traitor	zradca	disgust	0.602
ugliness	ohavnosť	disgust	0.602
musty	plesnivý	disgust	0.602
illicit	nedovolené	disgust	0.602
swampy	močaristá	disgust	0.602
poaching	pytliactva	disgust	0.602
hag	čarodejnice	disgust	0.602
butcher	mäsiar	disgust	0.594
lunatic	blázon	disgust	0.594
venom	jed	disgust	0.594
repelling	odpudzujúci	disgust	0.594
thug	násilník	disgust	0.594
misery	bieda	disgust	0.594
toilet	toaleta, WC	disgust	0.594
slug	slimák	disgust	0.594
catastrophe	katastrofa	disgust	0.594
epidemic	epidémie	disgust	0.594
gut	črevo	disgust	0.594
intoxicated	opitý	disgust	0.594
blister	pľuzgier	disgust	0.594
deceitful	ľstivý	disgust	0.594
hostility	nepriateľstvo	disgust	0.594
queasiness	chúlostivosť	disgust	0.594
lurid	děsný	disgust	0.594
sinner	hriešnik	disgust	0.594
incubus	upír	disgust	0.586
lavatory	toaleta	disgust	0.586
harass	obťažovať	disgust	0.586
unclean	nečistý	disgust	0.586
prostitute	prostitútka	disgust	0.586
pornography	pornografie	disgust	0.586
dreadful	príšerný	disgust	0.586
deteriorated	zhoršila	disgust	0.586
appalling	otrasný	disgust	0.586
unfaithful	neverný	disgust	0.578
rash	vyrážka	disgust	0.578
