word	Slovenian-sl	emotion	emotion-intensity-score
shoplifting	trgovina	disgust	0.406
dislike	Ne maram	disgust	0.406
unlawful	nezakonito	disgust	0.406
bogus	lažno	disgust	0.406
discontinuity	diskontinuiteta	disgust	0.406
recidivism	recidivizem	disgust	0.406
ungrateful	nehvaležna	disgust	0.406
wrongdoing	nepravičnost	disgust	0.406
falsify	ponarejeni	disgust	0.406
prosecution	pregon	disgust	0.406
failure	neuspeh	disgust	0.398
loon	Loon	disgust	0.398
lick	lizati	disgust	0.398
subvert	pretrgati	disgust	0.398
rigor	strogost	disgust	0.398
unruly	nepopravljivo	disgust	0.398
paucity	pomanjkanje	disgust	0.398
unnatural	nenaravno	disgust	0.398
averse	averse	disgust	0.398
senseless	nesmiselno	disgust	0.398
worsening	poslabšanje	disgust	0.398
disdain	prezira	disgust	0.398
woe	grdo	disgust	0.398
woefully	žalostno	disgust	0.398
amphetamines	amfetamini	disgust	0.398
stingy	Škrt	disgust	0.398
crushing	drobljenje	disgust	0.398
insult	žalitev	disgust	0.393
damage	škoda	disgust	0.391
hardened	utrjene	disgust	0.391
diatribe	diatribe	disgust	0.391
averseness	Odsotnost	disgust	0.391
critter	critter	disgust	0.391
muff	Muf	disgust	0.391
antisocial	antisocialno	disgust	0.391
punishment	kazen	disgust	0.391
bad	slab	disgust	0.391
punished	kaznovani	disgust	0.391
disrelish	brezplačno	disgust	0.391
expel	Izginiti	disgust	0.391
farcical	farsi	disgust	0.391
scorpion	škorpijon	disgust	0.391
sacrifices	žrtve	disgust	0.383
plagiarism	plagiator	disgust	0.383
hypocritical	hinavsko	disgust	0.383
divorce	ločitev	disgust	0.383
presumptuous	Nesmiselno	disgust	0.383
discord	razdora	disgust	0.383
fugitive	begunec	disgust	0.383
fulsome	fulsome	disgust	0.383
shabby	obrita	disgust	0.383
orc	orc	disgust	0.383
adder	seštevalnik	disgust	0.383
anaconda	anakonda	disgust	0.383
surly	preveč	disgust	0.383
irrational	iracionalno	disgust	0.383
disappoint	razočaraj	disgust	0.383
illiterate	nepismen	disgust	0.383
lament	lament	disgust	0.383
eviction	izselitev	disgust	0.383
teeming	teeming	disgust	0.383
guilt	krivdo	disgust	0.383
misconduct	nepravilnost	disgust	0.375
blame	krivda	disgust	0.375
alienation	odtujenost	disgust	0.375
depressing	depresivno	disgust	0.375
irritating	draži	disgust	0.375
plight	slabost	disgust	0.375
unworthy	brez vrednosti	disgust	0.375
dislocated	dislocated	disgust	0.375
scoff	zmedo	disgust	0.375
irritation	draženje	disgust	0.375
defective	pomanjkljivo	disgust	0.375
shock	šok	disgust	0.375
hoax	potegavščina	disgust	0.367
coerce	prisilno	disgust	0.367
revoke	prekliči	disgust	0.367
stripped	odlepil	disgust	0.367
exclusion	izključitev	disgust	0.367
blatant	očitno	disgust	0.367
disillusionment	razočaranje	disgust	0.367
squelch	squelch	disgust	0.367
unhealthy	nezdravo	disgust	0.367
toad	Žabe	disgust	0.367
wimpy	Wimpy	disgust	0.367
pitfall	pasti	disgust	0.367
vainly	zaman	disgust	0.367
powerless	nemočen	disgust	0.367
cad	cad	disgust	0.367
hurtful	hudobno	disgust	0.367
shuddering	stresanje	disgust	0.367
wimp	wimp	disgust	0.367
oddity	čudnost	disgust	0.359
rebellion	upor	disgust	0.359
incompatible	nezdružljiva	disgust	0.359
ineptitude	neupravičenost	disgust	0.359
dispose	razpolagajo	disgust	0.359
disobedience	neposlušnost	disgust	0.359
damn	Prekleto	disgust	0.359
bug	bug	disgust	0.359
deserted	zapuščeno	disgust	0.359
litigate	litigate	disgust	0.352
ridiculous	smešno	disgust	0.352
compost	kompost	disgust	0.352
obi	obi	disgust	0.352
untoward	neugodno	disgust	0.352
censor	cenzor	disgust	0.352
uncertain	negotovo	disgust	0.352
lawyer	odvetnik	disgust	0.352
flinch	flinch	disgust	0.352
flesh	meso	disgust	0.352
crushed	zdrobljen	disgust	0.352
displeased	nezadovoljen	disgust	0.352
inept	nesposoben	disgust	0.352
wrongful	nezakonito	disgust	0.352
cutting	rezanje	disgust	0.352
fierce	ostro	disgust	0.352
misbehavior	nepravilno vedenje	disgust	0.352
frustrate	onemogočiti	disgust	0.352
dismissal	odpuščanje	disgust	0.352
disapprove	zavračati	disgust	0.344
depreciate	amortizirati	disgust	0.344
tearful	plakati	disgust	0.344
thoughtless	brez pomislekov	disgust	0.336
unsettled	nereden	disgust	0.336
lumpy	grudast	disgust	0.336
discoloration	razbarvanje	disgust	0.336
blunder	napačna	disgust	0.336
disinclination	disinclination	disgust	0.336
distrust	nezaupanje	disgust	0.336
annoy	moti	disgust	0.336
lawsuit	tožba	disgust	0.336
discontent	nezadovoljstvo	disgust	0.336
grumble	grumble	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	daft	disgust	0.336
heartsick	srca	disgust	0.336
disliked	ne maram	disgust	0.336
bickering	batorering	disgust	0.336
disallowed	prepovedano	disgust	0.336
unmanageable	neobvladljivo	disgust	0.328
hydrophobia	hidrofobija	disgust	0.328
unsatisfactory	nezadovoljivo	disgust	0.328
whine	gremo	disgust	0.328
exasperation	razburjenje	disgust	0.328
instability	nestabilnost	disgust	0.328
provoking	vzpodbuja	disgust	0.328
disappointed	razočaran	disgust	0.328
inhibit	zavirati	disgust	0.328
sly	sli	disgust	0.328
grievance	žalovanje	disgust	0.328
materialist	materialist	disgust	0.328
excluded	izključeni	disgust	0.328
cacophony	kakofonija	disgust	0.328
misleading	zavajajoče	disgust	0.321
disclaim	odkloniti	disgust	0.320
rags	krpe	disgust	0.320
soot	saj	disgust	0.320
disservice	slabost	disgust	0.320
unequal	neenakomerno	disgust	0.320
humbug	humbug	disgust	0.320
reproach	sramota	disgust	0.320
confined	omejeno	disgust	0.320
disapproving	neodobravanje	disgust	0.320
annoyance	motnja	disgust	0.320
mishap	nesreča	disgust	0.320
groan	Groan	disgust	0.320
soil	prst	disgust	0.312
depreciated	amortizirana	disgust	0.312
disincline	Zavračati se	disgust	0.312
inappropriate	neprimerno	disgust	0.312
inconsiderate	nepredstavljivo	disgust	0.312
burke	burke	disgust	0.312
overpriced	prekomerno	disgust	0.312
sneeze	kihanje	disgust	0.312
stomach	želodec	disgust	0.312
criticize	kritizirati	disgust	0.312
theism	teizem	disgust	0.312
disparity	neskladje	disgust	0.305
gall	žolč	disgust	0.305
latent	latenten	disgust	0.305
grumpy	grumpy	disgust	0.305
bang	bang	disgust	0.305
inadmissible	nedopustno	disgust	0.305
unfriendly	neprijazno	disgust	0.305
shack	shack	disgust	0.305
disliking	ne marajo	disgust	0.305
unaccountable	nespametno	disgust	0.305
coop	coop	disgust	0.304
scold	Rahlo	disgust	0.297
growling	Rožanje	disgust	0.297
lonely	osamljen	disgust	0.297
delay	zamuda	disgust	0.297
congress	kongres	disgust	0.297
disregarded	neupoštevanje	disgust	0.297
disappointment	razočaranje	disgust	0.297
backwards	nazaj	disgust	0.297
soreness	bolečine	disgust	0.297
rogue	lopov	disgust	0.297
infamous	zloglasni	disgust	0.289
lesbian	lezbijka	disgust	0.289
notoriety	ozloglašenost	disgust	0.289
catechism	katekizem	disgust	0.289
flop	flop	disgust	0.289
nettle	koprive	disgust	0.289
janitor	domišljavec	disgust	0.289
saturated	nasičen	disgust	0.281
gaby	gaby	disgust	0.281
prohibited	prepovedano	disgust	0.281
remiss	remiss	disgust	0.281
unfair	nepravično	disgust	0.281
desist	odstopi	disgust	0.281
wince	wince	disgust	0.281
aftermath	posledice	disgust	0.281
huff	Huff	disgust	0.273
discolored	razbarvana	disgust	0.273
uneasy	nelagodno	disgust	0.273
wrangling	premagati	disgust	0.273
tribunal	tribunal	disgust	0.273
weird	čudno	disgust	0.266
bureaucrat	birokrat	disgust	0.266
coldness	hladnost	disgust	0.266
impolite	nevljuden	disgust	0.266
politic	politično	disgust	0.266
unsatisfied	nezadovoljni	disgust	0.266
swig	swig	disgust	0.266
inefficiency	neučinkovitost	disgust	0.266
frantic	nenavaden	disgust	0.266
crawl	pajkanje	disgust	0.266
instinctive	instinktivno	disgust	0.258
barrow	barrow	disgust	0.258
incase	v primeru	disgust	0.258
octopus	hobotnica	disgust	0.258
chagrin	Očaraj	disgust	0.258
copycat	posnemati	disgust	0.258
rascal	rascal	disgust	0.258
sarcasm	sarkazem	disgust	0.258
gruff	gruff	disgust	0.258
misconception	napačno razumevanje	disgust	0.250
hulk	hulk	disgust	0.250
shanghai	Šanghaj	disgust	0.250
baboon	baboon	disgust	0.250
disinclined	zanemarjen	disgust	0.250
lose	izgubi	disgust	0.250
john	John	disgust	0.250
cupping	Cupping	disgust	0.250
rook	rook	disgust	0.242
gratuitous	brezplačno	disgust	0.242
entangled	zapletena	disgust	0.242
opponent	nasprotnik	disgust	0.242
tariff	tarifa	disgust	0.242
scrub	piling	disgust	0.242
resign	odstopiti	disgust	0.234
prolong	podaljšati	disgust	0.234
backwardness	zaostalost	disgust	0.234
reluctance	nenaklonjenost	disgust	0.234
questionable	vprašljivo	disgust	0.234
lagging	zaostajajo	disgust	0.234
unlucky	nesrečni	disgust	0.234
misstatement	napačna navedba	disgust	0.234
reversal	preobrat	disgust	0.227
disqualified	diskvalificiran	disgust	0.227
subsidy	subvencije	disgust	0.227
ineffectual	neučinkovito	disgust	0.227
fussy	fussy	disgust	0.227
unpopular	nepriljubljen	disgust	0.227
default	privzeto	disgust	0.227
intense	intenzivno	disgust	0.219
dame	dame	disgust	0.219
evade	izogniti se	disgust	0.219
petroleum	nafta	disgust	0.219
weight	utež	disgust	0.219
frowning	mrzel	disgust	0.219
actionable	dejanski	disgust	0.211
tawny	Tawny	disgust	0.211
donkey	osel	disgust	0.211
unhappy	nesrečen	disgust	0.211
indifference	brezbrižnost	disgust	0.203
rave	rave	disgust	0.203
birch	breza	disgust	0.203
hood	pokrov	disgust	0.203
desert	puščava	disgust	0.203
owing	zaradi	disgust	0.203
gnome	gnome	disgust	0.203
awkwardness	nerodnost	disgust	0.203
inconvenient	neprijetno	disgust	0.203
dandy	Dandy	disgust	0.203
speck	speck	disgust	0.203
fleece	flis	disgust	0.195
howl	vraga	disgust	0.195
monochrome	enobarvno	disgust	0.195
airs	zrak	disgust	0.195
gelatin	želatina	disgust	0.195
misguided	NO TRANSLATION	disgust	0.195
morals	morale	disgust	0.195
dabbling	dabbling	disgust	0.195
celebrity	slaven	disgust	0.188
avoid	izogibajte se	disgust	0.188
stalemate	zastoj	disgust	0.188
lush	bujna	disgust	0.188
gent	gent	disgust	0.188
lesser	manj	disgust	0.188
sunk	potopljen	disgust	0.180
nose	nos	disgust	0.180
claimant	tožnik	disgust	0.180
laughable	smešno	disgust	0.180
possession	posest	disgust	0.180
larger	večje	disgust	0.164
hoot	hoot	disgust	0.164
mouthful	usta	disgust	0.164
thrift	varčevanje	disgust	0.164
pregnancy	nosečnost	disgust	0.164
undoubted	nedvomno	disgust	0.164
clamor	klobuk	disgust	0.156
misplace	napačno	disgust	0.156
sentence	stavka	disgust	0.156
parrot	papiga	disgust	0.156
obliging	obvezujoče	disgust	0.156
nameless	brez imena	disgust	0.148
bummer	bummer	disgust	0.148
feeling	občutek	disgust	0.141
elf	elf	disgust	0.141
excellence	odličnost	disgust	0.141
turn	obrat	disgust	0.133
gray	siva	disgust	0.133
asymmetry	asimetrija	disgust	0.133
clumsy	nespreten	disgust	0.133
stall	stojnica	disgust	0.133
bran	otrobi	disgust	0.125
finally	končno	disgust	0.125
lord	Gospod	disgust	0.125
boy	fant	disgust	0.117
cove	zaliv	disgust	0.117
nurture	negovati	disgust	0.117
savor	aromo	disgust	0.117
lemon	limona	disgust	0.109
winning	zmagovalec	disgust	0.109
powerful	močno	disgust	0.102
glitter	bleščice	disgust	0.094
interior	notranjost	disgust	0.086
mind	um	disgust	0.086
treat	zdravljenje	disgust	0.078
interested	zainteresirani	disgust	0.078
abundance	obilje	disgust	0.078
honest	pošten	disgust	0.055
kite	zmaj	disgust	0.055
humble	skromno	disgust	0.047
tree	drevo	disgust	0.039
torture	mučenje	fear	0.984
terrorist	terorista	fear	0.972
horrific	grozno	fear	0.969
terrorism	terorizem	fear	0.969
terrorists	teroristi	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	ubiti	fear	0.962
homicidal	umorni	fear	0.959
annihilate	izničiti	fear	0.953
terror	teror	fear	0.953
murderer	morilec	fear	0.953
catastrophe	katastrofa	fear	0.953
dying	umiranje	fear	0.948
war	vojna	fear	0.942
bombing	bombardiranje	fear	0.938
bomb	bomba	fear	0.935
missiles	rakete	fear	0.934
horror	grozo	fear	0.923
brutality	brutalnost	fear	0.922
bloodthirsty	krvoločno	fear	0.922
terrorize	terorizem	fear	0.922
horrified	prestrašen	fear	0.922
murderous	morilec	fear	0.920
massacre	pokol	fear	0.911
assassinate	ubiti	fear	0.906
horrifying	grozljivo	fear	0.906
fatality	smrtnost	fear	0.906
murder	umor	fear	0.906
mutilation	pohabljanje	fear	0.906
terrifying	zastrašujoče	fear	0.906
devastation	uničenje	fear	0.906
holocaust	holokavst	fear	0.906
horrors	grozote	fear	0.906
killing	ubijanje	fear	0.906
demon	demon	fear	0.906
terrified	prestrašen	fear	0.906
suicidal	samomoril	fear	0.898
kidnap	ugrabitev	fear	0.891
slaughter	zakol	fear	0.891
assault	napad	fear	0.891
crucifixion	križanje	fear	0.891
doomed	obsojen	fear	0.888
poisoned	zastrupljen	fear	0.886
suicide	samomor	fear	0.879
explosion	eksplozija	fear	0.879
dismemberment	razčlenjevanje	fear	0.875
slaughtering	zakol	fear	0.875
disastrous	katastrofalno	fear	0.875
deadly	smrtonosno	fear	0.875
annihilation	anihilacija	fear	0.875
disaster	katastrofa	fear	0.875
threatening	grozi	fear	0.875
suffocation	zadušitev	fear	0.875
assassin	morilec	fear	0.875
savagery	divjaštvo	fear	0.875
rape	posilstvo	fear	0.870
hell	hudiča	fear	0.860
anthrax	antraks	fear	0.859
explosive	eksplozivno	fear	0.859
warfare	vojna	fear	0.859
paralyzed	paraliziran	fear	0.859
molestation	zloraba	fear	0.859
homicide	umor	fear	0.859
barbaric	barbarski	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	nevarnost	fear	0.859
demonic	demonsko	fear	0.859
bloodshed	krvoproba	fear	0.859
annihilated	uničen	fear	0.859
attacking	napadajo	fear	0.859
dread	strah	fear	0.859
slaughterhouse	klavnice	fear	0.859
tragedy	tragedija	fear	0.859
guillotine	giljotina	fear	0.859
executioner	izvršitelj	fear	0.859
suffocating	zaduši	fear	0.858
treachery	izdajstvo	fear	0.856
fright	strah	fear	0.853
traumatic	travmatičen	fear	0.844
afraid	strah	fear	0.844
morgue	mrtvašnica	fear	0.844
drown	utopiti	fear	0.844
destroying	uničenje	fear	0.844
painful	boleče	fear	0.844
frightened	prestrašen	fear	0.844
monster	pošast	fear	0.844
slayer	Slayer	fear	0.844
abomination	gnusoba	fear	0.844
execution	izvedba	fear	0.844
scariest	najstrašnejši	fear	0.844
bombardment	bombardiranje	fear	0.844
vengeance	maščevanje	fear	0.844
panicked	panično	fear	0.844
frightening	zastrašujoče	fear	0.844
scare	prestraši	fear	0.844
apocalypse	apokalipse	fear	0.844
petrified	okamenjen	fear	0.844
death	smrt	fear	0.843
chaos	kaos	fear	0.839
ghastly	grozno	fear	0.836
evil	zlo	fear	0.833
gunmen	Orožniki	fear	0.828
fear	strah	fear	0.828
doom	Doom	fear	0.828
intruder	vsiljivec	fear	0.828
cancer	rak	fear	0.828
grenade	granata	fear	0.828
assassination	atentat	fear	0.828
fatal	smrtno	fear	0.828
nightmare	nočna mora	fear	0.828
explode	eksplodira	fear	0.828
kidnapped	ugrabljena	fear	0.828
eradication	izkoreninjenje	fear	0.828
hellish	peklensko	fear	0.828
paralyze	paralizirati	fear	0.828
trauma	travma	fear	0.828
doomsday	Doomsday	fear	0.828
violently	nasilno	fear	0.828
manslaughter	uboj	fear	0.828
devil	Hudič	fear	0.828
frighten	prestraši	fear	0.828
brutal	brutalno	fear	0.828
morbidity	obolevnost	fear	0.820
crippling	pohabljen	fear	0.817
savage	divji	fear	0.814
crushed	zdrobljen	fear	0.812
violence	nasilje	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	grozno	fear	0.812
suffering	trpljenje	fear	0.812
shooting	streljanje	fear	0.812
earthquake	potres	fear	0.812
destructive	uničujoče	fear	0.812
violent	nasilno	fear	0.812
poisonous	strupen	fear	0.812
quake	potres	fear	0.812
damnation	prekletstvo	fear	0.812
aggressor	agresor	fear	0.812
imprisoned	zaprli	fear	0.811
hurricane	orkan	fear	0.811
exterminate	iztrebiti	fear	0.810
fearing	strah	fear	0.808
hemorrhage	krvavitev	fear	0.807
lethal	smrtonosno	fear	0.806
torment	mučenje	fear	0.806
venom	strup	fear	0.804
claustrophobia	klaustrofobija	fear	0.803
danger	nevarnost	fear	0.802
snakes	kače	fear	0.802
exorcism	eksorcizem	fear	0.800
obliterated	izbrisane	fear	0.800
robbery	rop	fear	0.800
terrifies	prestraši	fear	0.798
cyanide	cianid	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	krutost	fear	0.797
monstrosity	pošast	fear	0.797
attack	napad	fear	0.797
extermination	iztrebljanje	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	smrtnost	fear	0.797
destruction	uničenje	fear	0.797
poison	strup	fear	0.797
harmful	škodljivo	fear	0.797
persecution	preganjanje	fear	0.797
bombers	bombarderji	fear	0.797
incurable	neozdravljiv	fear	0.797
hysteria	histerija	fear	0.797
dreadfully	grozno	fear	0.796
arson	požig	fear	0.794
devastate	uniči	fear	0.792
tyrant	tiran	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	propadajo	fear	0.784
feared	strah	fear	0.782
maniac	manijak	fear	0.781
enslaved	zasužnjen	fear	0.781
rampage	divljanje	fear	0.781
screaming	kričati	fear	0.781
venomous	strupeni	fear	0.781
warlike	vojaško	fear	0.781
lifeless	brez življenja	fear	0.781
bloody	krvavo	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	kača	fear	0.776
epidemic	epidemija	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	izbrisati	fear	0.766
shipwreck	brodolom	fear	0.766
crisis	kriza	fear	0.766
criminal	kriminalec	fear	0.766
invade	napadel	fear	0.766
riot	nemiri	fear	0.766
fearful	strah	fear	0.766
reprisal	odmazde	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	napadalec	fear	0.766
dangerously	nevarno	fear	0.766
tumor	tumor	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	kršitev	fear	0.766
inferno	inferno	fear	0.766
leprosy	gobavost	fear	0.766
jihad	džihad	fear	0.766
scary	strašno	fear	0.766
hazardous	Nevarno	fear	0.766
detonate	detoniraj	fear	0.766
claustrophobic	claustrophobic	fear	0.765
hyperventilating	hiperventilacija	fear	0.762
nightmares	nočne more	fear	0.759
ghostly	duhovito	fear	0.754
destroyed	uničeni	fear	0.754
anarchy	anarhija	fear	0.750
panic	panike	fear	0.750
dreadful	grozno	fear	0.750
riotous	riotno	fear	0.750
dangerous	nevarno	fear	0.750
projectiles	projektile	fear	0.750
strangle	zadaviti	fear	0.750
hurricanes	orkani	fear	0.750
anarchist	anarhist	fear	0.750
mortuary	mrtvašnica	fear	0.750
wrenching	grižljaj	fear	0.750
destroyer	uničevalec	fear	0.750
tyranny	tiranija	fear	0.750
ptsd	ptsd	fear	0.750
hazard	nevarnost	fear	0.750
tragedies	tragedije	fear	0.750
slavery	suženjstvo	fear	0.750
treacherous	izdajalski	fear	0.750
cholera	kolera	fear	0.750
imprisonment	zapora	fear	0.750
agony	agonija	fear	0.750
obliteration	obliteration	fear	0.750
accident	nesreča	fear	0.750
fears	strahove	fear	0.750
anaconda	anakonda	fear	0.750
malignancy	malignosti	fear	0.742
cannibal	kanibal	fear	0.740
bombard	bombardiranje	fear	0.740
abominable	gnusno	fear	0.738
bomber	bomber	fear	0.734
diseased	obolelih	fear	0.734
gun	pištolo	fear	0.734
shoot	ustrelil	fear	0.734
horrible	grozno	fear	0.734
missile	projektil	fear	0.734
crash	crash	fear	0.734
beast	Zver	fear	0.734
tyrannical	tiransko	fear	0.734
paralysis	paraliza	fear	0.734
devilish	hudič	fear	0.734
mutiny	upor	fear	0.734
misery	beda	fear	0.734
shot	strel	fear	0.734
depraved	odvraten	fear	0.734
gore	gore	fear	0.734
scared	prestrašen	fear	0.734
cursed	preklet	fear	0.734
threaten	grozi	fear	0.734
tornado	tornado	fear	0.734
victimized	žrtev	fear	0.734
hostage	talec	fear	0.734
melee	g	fear	0.734
hyperventilate	hiperventilat	fear	0.734
malignant	maligni	fear	0.734
dictatorship	diktatura	fear	0.734
mafia	mafija	fear	0.734
turmoil	nemir	fear	0.733
combat	boj	fear	0.728
alligator	aligator	fear	0.727
ruin	uniči	fear	0.725
shooter	strelec	fear	0.722
contagious	nalezljivo	fear	0.720
miscarriage	spontani splav	fear	0.719
casualty	žrtev	fear	0.719
fight	boj	fear	0.719
mortification	grozenje	fear	0.719
crime	kriminal	fear	0.719
struggle	boj	fear	0.719
shock	šok	fear	0.719
seizure	zaseg	fear	0.719
lynch	Linč	fear	0.719
starvation	lakota	fear	0.719
harm	škoda	fear	0.719
excruciating	moteče	fear	0.719
phobia	fobija	fear	0.719
desperation	obup	fear	0.719
