word	Uzbek-uz	emotion	emotion-intensity-score
tyrant	zolim	disgust	0.711
poisoned	zaharlangan	disgust	0.711
pollute	ifloslanish	disgust	0.711
wretched	baxtsiz	disgust	0.711
nausea	ko'ngil aynish	disgust	0.711
mortification	o'lim	disgust	0.711
gag	gag	disgust	0.711
vulgarity	kamtarlik	disgust	0.703
disgusting	jirkanch	disgust	0.703
grope	grope	disgust	0.703
slut	fohishaxonada	disgust	0.703
poisoning	zaharlanish	disgust	0.703
depraved	buzilgan	disgust	0.703
noxious	zararli	disgust	0.703
porn	porno	disgust	0.703
nasty	yomon	disgust	0.703
slimy	soxta	disgust	0.703
despotism	despotizm	disgust	0.703
nauseate	nafas olish	disgust	0.703
secretion	sekretsiya	disgust	0.703
constipation	ich qotishi	disgust	0.703
hateful	nafratlangan	disgust	0.703
grime	ifloslik	disgust	0.703
measles	Qizamiq	disgust	0.696
contagious	yuqumli	disgust	0.695
hellish	do'zax	disgust	0.695
waste	chiqindilar	disgust	0.695
suicidal	o'z joniga qasd qilish	disgust	0.695
abuse	suiste'mol qilish	disgust	0.695
hate	nafrat	disgust	0.695
wretch	qashshoqlik	disgust	0.695
intestinal	ichak	disgust	0.695
wart	soqol	disgust	0.695
obesity	semizlik	disgust	0.695
scum	axlat	disgust	0.695
contaminated	ifloslangan	disgust	0.688
disease	kasallik	disgust	0.688
rabid	qo'zg'olon	disgust	0.688
ooze	ooze	disgust	0.688
treason	vatanga xiyonat qilish	disgust	0.688
heartworm	yurak xuruji	disgust	0.688
smut	noqulay	disgust	0.688
cholera	xolera	disgust	0.680
deformed	deformatsiyalangan	disgust	0.680
detest	noqulaylik	disgust	0.680
bestial	eng yaxshi	disgust	0.680
sickness	kasallik	disgust	0.680
antichrist	Dajjol	disgust	0.680
abhorrent	jirkanch	disgust	0.680
soulless	ruhsiz	disgust	0.680
freakish	freakish	disgust	0.680
grimy	iflos	disgust	0.680
hatred	nafrat	disgust	0.680
pollution	ifloslanish	disgust	0.680
germ	mikrob	disgust	0.680
abominate	jirkanch	disgust	0.680
hell	jahannam	disgust	0.680
dilapidated	xiralashgan	disgust	0.672
dictatorship	diktatorlik	disgust	0.672
inhuman	insoniy bo'lmagan	disgust	0.672
greasy	yog'li	disgust	0.672
hideous	yoqimsiz	disgust	0.672
loathful	noqulay	disgust	0.672
obscene	odobsiz	disgust	0.672
loathing	yovuzlik	disgust	0.672
cess	to'xtatish	disgust	0.670
devil	shayton	disgust	0.664
heretic	bid'atchi	disgust	0.664
nauseous	moxovlik	disgust	0.664
abominable	jirkanch	disgust	0.664
deformity	deformitivlik	disgust	0.664
deadly	o'lik holda	disgust	0.664
swine	cho'chqa	disgust	0.664
discrimination	kamsitish	disgust	0.664
masochism	masochizm	disgust	0.664
poisonous	zaharli	disgust	0.656
prejudiced	noto'g'ri	disgust	0.656
bacteria	bakteriyalar	disgust	0.656
death	o'lim	disgust	0.656
poison	zahar	disgust	0.656
trash	axlat	disgust	0.656
abortion	abort qilish	disgust	0.656
corruption	korruptsiya	disgust	0.656
victimized	qurbon bo'lgan	disgust	0.656
oppression	zo'ravonlik	disgust	0.656
goo	goo	disgust	0.656
latrines	dachalar	disgust	0.656
horror	qo'rquv	disgust	0.656
horrible	dahshatli	disgust	0.656
nefarious	buzuq	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	vijdonli	disgust	0.648
outhouse	tashqarida	disgust	0.648
horrid	dahshatli	disgust	0.648
detestation	nopoklik	disgust	0.648
sludge	loy	disgust	0.648
ugly	yomon	disgust	0.648
trashy	axlat	disgust	0.648
bitch	xashak	disgust	0.648
immoral	axloqsiz	disgust	0.648
malfeasance	huquqbuzarlik	disgust	0.641
spew	spew	disgust	0.641
pimple	pimple	disgust	0.641
indecency	axloqsizlik	disgust	0.641
unsightly	noqulay	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	yomon odam	disgust	0.641
cystic	sezuvchanlik	disgust	0.641
horrifying	dahshatli	disgust	0.641
derogatory	haqoratli	disgust	0.641
laxative	lakshatkich	disgust	0.641
criminality	jinoyatchilik	disgust	0.641
oppressive	zolim	disgust	0.633
sinful	gunohkor	disgust	0.633
bigoted	katta tasavvurga ega	disgust	0.633
doomsday	Qiyomat kuni	disgust	0.633
prostitution	fohishalik	disgust	0.633
ulcer	oshqozon yarasi	disgust	0.633
secrete	yashirincha	disgust	0.633
perpetrator	tajovuzkor	disgust	0.633
rat	kalamush	disgust	0.633
queasy	qusish	disgust	0.633
mildew	chiriyotgan	disgust	0.633
dastardly	dastavval	disgust	0.625
disgraceful	sharmandalarcha	disgust	0.625
ghastly	dahshatli	disgust	0.625
persecution	ta'qiblar	disgust	0.625
devilish	iblis	disgust	0.625
degrading	tahqirlash	disgust	0.625
obscenity	odobsizlik	disgust	0.625
fungus	qo'ziqorin	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	soqovlik	disgust	0.625
stools	axlat	disgust	0.625
suffering	azob	disgust	0.625
contemptible	haqoratli	disgust	0.625
cuckold	yolg'on	disgust	0.625
bloated	shishgan	disgust	0.625
aghast	ahmoqlik	disgust	0.625
betrayal	xiyonat	disgust	0.617
guillotine	gilyotin	disgust	0.617
infect	yuqtirish	disgust	0.617
spoil	buziladi	disgust	0.617
tetanus	tetanoz	disgust	0.617
fat	yog '	disgust	0.617
louse	xonadon	disgust	0.617
malicious	zararli	disgust	0.617
polygamy	ko'pburchak	disgust	0.617
crusty	qushqo'nmas	disgust	0.617
atrocious	dahshatli	disgust	0.617
deceit	yolg'on	disgust	0.617
termite	Termit	disgust	0.617
loathe	nafratlanmoq	disgust	0.617
wench	wench	disgust	0.617
dying	o'lim	disgust	0.617
sickly	kasallik bilan	disgust	0.617
diaper	bezi bezi	disgust	0.617
strangle	bo'g'ilib qoladi	disgust	0.617
drool	drool	disgust	0.609
slander	tuhmat qilish	disgust	0.609
abhor	Abhor	disgust	0.609
venomous	zaharli	disgust	0.609
brothel	fohishaxonalar	disgust	0.609
ghetto	ghetto	disgust	0.609
violently	zo'ravonlik bilan	disgust	0.609
hostile	dushman	disgust	0.609
sabotage	sabotaj	disgust	0.609
deform	deformatsiyalanadi	disgust	0.609
bleeding	Qon ketishi	disgust	0.609
unwashed	yuvilmagan	disgust	0.602
lunacy	xunuklik	disgust	0.602
imprisonment	qamoq jazosi	disgust	0.602
infidel	kofir	disgust	0.602
deprivation	deprivatsiya	disgust	0.602
traitor	xoin	disgust	0.602
ugliness	yomonlik	disgust	0.602
musty	chiriyotgan	disgust	0.602
illicit	noqonuniydir	disgust	0.602
swampy	botqoqlik	disgust	0.602
poaching	brakonerlik	disgust	0.602
hag	xag	disgust	0.602
butcher	qassob	disgust	0.594
lunatic	jinnilik	disgust	0.594
venom	zahar	disgust	0.594
repelling	repelling	disgust	0.594
thug	qotil	disgust	0.594
misery	baxtsizlik	disgust	0.594
toilet	dush	disgust	0.594
slug	siqish	disgust	0.594
catastrophe	falokat	disgust	0.594
epidemic	epidemik	disgust	0.594
gut	ichak tutilishi	disgust	0.594
intoxicated	mast	disgust	0.594
blister	blister	disgust	0.594
deceitful	yolg'onchi	disgust	0.594
hostility	dushmanlik	disgust	0.594
queasiness	noqulaylik	disgust	0.594
lurid	mushkul	disgust	0.594
sinner	gunohkor	disgust	0.594
incubus	inkubus	disgust	0.586
lavatory	lavlagi	disgust	0.586
harass	qo'rqitish	disgust	0.586
unclean	nopok	disgust	0.586
prostitute	fohisha	disgust	0.586
pornography	pornografiya	disgust	0.586
dreadful	qo'rqinchli	disgust	0.586
deteriorated	yomonlashdi	disgust	0.586
appalling	dahshatli	disgust	0.586
unfaithful	xiyonatkor	disgust	0.578
rash	toshma	disgust	0.578
humiliating	tahqirlovchi	disgust	0.578
ruinous	buzuq	disgust	0.578
squeamish	siqilish	disgust	0.578
offensive	tajovuzkor	disgust	0.578
conspirator	fitna uyushtirgan	disgust	0.578
larceny	larzeni	disgust	0.578
debauchery	buzuqlik	disgust	0.578
mangle	NO TRANSLATION	disgust	0.578
flea	burga	disgust	0.578
hypocrite	ikkiyuzlamachi	disgust	0.578
retard	kechikish	disgust	0.578
fiend	Shayton	disgust	0.578
sick	kasal	disgust	0.578
quagmire	quagmire	disgust	0.578
expulsion	chiqarib yuborish	disgust	0.578
treacherous	xoin	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	tupurish	disgust	0.570
devastating	halokatli	disgust	0.570
bastard	Ablah	disgust	0.570
messy	iflos	disgust	0.570
flog	flok	disgust	0.570
egregious	yomon emas	disgust	0.570
swamp	batamom	disgust	0.570
oppress	zulm qilish	disgust	0.570
despise	nafratlanish	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	ilon	disgust	0.570
snake	ilon	disgust	0.562
terrible	qo'rqinchli	disgust	0.562
awful	dahshatli	disgust	0.562
harmful	zararli	disgust	0.562
insanity	jinnilik	disgust	0.562
indecent	nomusli	disgust	0.562
sordid	mudhish	disgust	0.562
loo	loo	disgust	0.562
scoundrel	ahmoqona	disgust	0.562
enemy	dushman	disgust	0.562
stealing	o'g'irlik	disgust	0.562
alcoholism	alkogolizm	disgust	0.562
humiliation	tahqirlash	disgust	0.562
ruthless	shafqatsiz	disgust	0.562
sloppy	noqulay	disgust	0.562
tyrannical	zolim	disgust	0.562
harlot	fohisha	disgust	0.562
sinning	gunoh qilish	disgust	0.562
robbery	qaroqchilik	disgust	0.555
insufferable	etishmasligi	disgust	0.555
arsenic	mishyoz	disgust	0.555
bloody	qonli	disgust	0.555
odious	g'azablangan	disgust	0.555
ridicule	masxara qilish	disgust	0.555
atrophy	atrofi	disgust	0.555
beastly	beastly	disgust	0.555
collusion	kelishmovchiliklar	disgust	0.555
distaste	bezovta qilmang	disgust	0.555
segregate	ajratish	disgust	0.555
discriminating	ajratish	disgust	0.555
coward	qo'rqoq	disgust	0.555
wickedness	yovuzlik	disgust	0.555
threatening	tahdid qilmoqda	disgust	0.555
unattractive	yoqimsiz	disgust	0.555
slayer	slayder	disgust	0.555
flabby	shishib ketgan	disgust	0.555
varicella	varicella	disgust	0.555
miserable	baxtsizlik	disgust	0.547
sty	sty	disgust	0.547
ogre	ogre	disgust	0.547
coercion	majburlash	disgust	0.547
thief	o'g'ri	disgust	0.547
slur	slur	disgust	0.547
suffocating	nafas olish	disgust	0.547
anathema	anatema	disgust	0.547
purgatory	tozalash	disgust	0.547
malevolent	yomon odam	disgust	0.547
bitterly	achinarli	disgust	0.547
burglar	o'g'ri	disgust	0.547
attacking	hujum qilish	disgust	0.547
vesicular	vesikulyar	disgust	0.547
condemnation	hukm qilish	disgust	0.547
pillage	qasd qilish	disgust	0.547
deleterious	zararli	disgust	0.547
thrash	thrash	disgust	0.539
repellant	repellant	disgust	0.539
repudiation	rad etish	disgust	0.539
infidelity	xiyonat	disgust	0.539
liar	yolg'onchi	disgust	0.539
fatty	yog'li	disgust	0.539
gob	gob	disgust	0.539
sneer	sharmandalik	disgust	0.539
drunken	mast	disgust	0.539
disgrace	sharmandalik	disgust	0.539
shame	sharmandalik	disgust	0.539
jealous	rashkchi	disgust	0.539
imprisoned	qamoqqa tashlandi	disgust	0.539
pig	cho'chqa	disgust	0.539
greedy	ochko'z	disgust	0.539
sloth	siqilish	disgust	0.539
lethal	o'lik	disgust	0.536
burnt	yondi	disgust	0.531
aberration	aberration	disgust	0.531
condescension	yomonlik	disgust	0.531
hydrocephalus	Hidrosefali	disgust	0.531
hanging	osilgan	disgust	0.531
destructive	halokatli	disgust	0.531
smuggler	kontrabandachi	disgust	0.531
intolerant	chidamsiz	disgust	0.531
travesty	travesty	disgust	0.531
intrusive	tajovuzkor	disgust	0.531
ruined	vayron bo'ldi	disgust	0.531
withered	qurib qoldi	disgust	0.531
disintegrate	parchalanish	disgust	0.531
brawl	janjal	disgust	0.531
blemish	bema'ni	disgust	0.531
neurotic	nevroz	disgust	0.531
blasphemous	kufrli	disgust	0.531
lying	yolg'on gapirish	disgust	0.531
painful	alamli	disgust	0.531
avarice	avarice	disgust	0.523
disgraced	sharmandalarcha	disgust	0.523
mistress	muhabir	disgust	0.523
disparaging	sharmanda qilish	disgust	0.523
rubbish	axlat	disgust	0.523
derogation	derogatsiya	disgust	0.523
accusation	ayblov	disgust	0.523
intolerance	intolerans	disgust	0.523
incarceration	qamoqqa olish	disgust	0.523
blighted	blighted	disgust	0.523
sump	qabariq	disgust	0.516
deplorable	achinarli	disgust	0.516
daemon	daemon	disgust	0.516
cringe	xafa qilma	disgust	0.516
degrade	tushirish	disgust	0.516
gutter	oltindan	disgust	0.516
rob	qaroqchi	disgust	0.516
grim	shafqatsiz	disgust	0.516
defraud	yolg'on gapirish	disgust	0.516
tortious	tortinchoq	disgust	0.516
eradication	yo'q qilish	disgust	0.516
stink	qoqilib	disgust	0.516
convict	mahkum	disgust	0.516
dishonor	sharmandalik	disgust	0.516
vulture	akbar	disgust	0.516
remains	qoladi	disgust	0.516
mite	mite	disgust	0.516
betray	xiyonat qilish	disgust	0.516
sham	sham	disgust	0.509
endemic	endemik	disgust	0.508
bombed	bombalangan	disgust	0.508
distress	qiyinchilik	disgust	0.508
pest	zararkunanda	disgust	0.508
incurable	davolanmaydi	disgust	0.508
worthless	qiymatsiz	disgust	0.508
rejection	rad etish	disgust	0.508
distasteful	shafqatsiz	disgust	0.508
schizophrenia	shizofreniya	disgust	0.508
belittle	kamsitish	disgust	0.508
smelling	hidlash	disgust	0.508
cheat	makr qilish	disgust	0.508
blob	blob	disgust	0.508
prisoner	mahbus	disgust	0.508
idiocy	ahmoqlik	disgust	0.508
delirium	deliryum	disgust	0.508
disaster	falokat	disgust	0.508
crude	xom	disgust	0.508
resentment	g'azablanish	disgust	0.508
dreadfully	dahshatli	disgust	0.508
glut	glut	disgust	0.508
polemic	polemika	disgust	0.500
derision	sharmanda qilish	disgust	0.500
idolatry	butparastlik	disgust	0.500
taboo	tabu	disgust	0.500
screaming	qichqiriq	disgust	0.500
banish	yo'qotish	disgust	0.500
dirt	axloqsizlik	disgust	0.500
goblin	goblin	disgust	0.500
shackle	qalqib olish	disgust	0.500
bribery	poraxo'rlik	disgust	0.500
flagrant	shafqatsiz	disgust	0.500
jealousy	hasadgo'ylik	disgust	0.500
impurity	ifloslik	disgust	0.500
theft	o'g'irlik	disgust	0.500
bitterness	achchiqlanish	disgust	0.500
offense	huquqbuzarlik	disgust	0.500
impeach	impeach	disgust	0.500
blight	blight	disgust	0.500
duress	majburlash	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	ochlik	disgust	0.500
tirade	tirad	disgust	0.500
squirm	qisqartirish	disgust	0.492
robber	qaroqchi	disgust	0.492
ill	kasal	disgust	0.492
unconscionable	tushunarsiz	disgust	0.492
recession	turg'unlik	disgust	0.492
gorge	gorge	disgust	0.492
wreck	halokat	disgust	0.492
malign	malign	disgust	0.492
boil	qaynatiladi	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	axloqsizlik	disgust	0.492
disreputable	noqulay	disgust	0.492
wasteful	isrofgarchilik	disgust	0.484
affliction	azob	disgust	0.484
stain	bo'yoq	disgust	0.484
contempt	haqorat qilish	disgust	0.484
nappy	nappy	disgust	0.484
mutiny	itoatsizlik	disgust	0.484
occult	yashirincha	disgust	0.484
tramp	tramp	disgust	0.484
unbearable	chidab bo'lmas	disgust	0.484
offender	jinoyatchi	disgust	0.484
servile	qullik	disgust	0.484
contraband	kontrabanda	disgust	0.484
raging	g'azablangan	disgust	0.484
snarl	soqov	disgust	0.484
mad	Telba	disgust	0.484
subjugation	bo'ysundirish	disgust	0.484
possessed	ega edi	disgust	0.484
animosity	dushmanlik	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	tuhmat qilish	disgust	0.484
disrespectful	hurmatsizlik	disgust	0.484
mess	ifloslik	disgust	0.484
nepotism	nepotizm	disgust	0.484
inexcusable	kechirimsiz	disgust	0.484
pathetic	achinarli	disgust	0.477
unpleasant	yoqimsiz	disgust	0.477
suppression	bosim	disgust	0.477
mockery	masxara qilish	disgust	0.477
palsy	palsi	disgust	0.477
criminal	jinoyatchi	disgust	0.477
illegality	qonunsizlik	disgust	0.477
uncaring	uncaring	disgust	0.477
antagonistic	antagonistik	disgust	0.477
immorality	axloqsizlik	disgust	0.477
dismal	moyillik	disgust	0.477
angry	badjahl	disgust	0.469
repellent	jirkanch	disgust	0.469
cough	yo'tal	disgust	0.469
arrogant	dimog'dor	disgust	0.469
grating	grating	disgust	0.469
aggravation	tobora kuchaymoqda	disgust	0.469
livid	livid	disgust	0.469
banishment	surgun	disgust	0.469
shoddy	shoddy	disgust	0.469
banshee	banshee	disgust	0.469
poverty	qashshoqlik	disgust	0.469
wallow	chiroyli	disgust	0.469
outrage	g'azablanish	disgust	0.469
mocking	masxara qilish	disgust	0.469
furious	g'azablangan	disgust	0.469
perspiration	terlash	disgust	0.469
prick	teshik	disgust	0.461
recklessness	shafqatsizlik	disgust	0.461
distorted	buzilgan	disgust	0.461
fraudulent	firibgarlik	disgust	0.461
spider	o'rgimchak	disgust	0.461
quack	suzish	disgust	0.461
perdition	halokat	disgust	0.461
muddy	loyqa	disgust	0.461
spurious	yolg'onchi	disgust	0.461
insulting	tahqirlash	disgust	0.461
scar	jarohatlar	disgust	0.461
deceive	aldash	disgust	0.461
unjustifiable	nohaqlik	disgust	0.461
fool	ahmoq	disgust	0.461
deplore	tuhmat qilish	disgust	0.461
plunder	talon	disgust	0.461
aphid	aphid	disgust	0.453
bane	yo'q	disgust	0.453
indignation	g'azablanish	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	xudbinlik	disgust	0.453
disparage	buzuqlik	disgust	0.453
cur	O'chirish	disgust	0.453
dishonest	nohaqlik	disgust	0.453
stigma	siqilish	disgust	0.453
eschew	eschew	disgust	0.453
antipathy	antipatiya	disgust	0.453
alienate	yabancılaştırmak	disgust	0.453
disingenuous	nomusli	disgust	0.453
elimination	yo'q qilish	disgust	0.453
unthinkable	aql bovar qilmas	disgust	0.453
wasted	yo'qotilgan	disgust	0.445
recalcitrant	qayta hisoblagich	disgust	0.445
iniquity	qonunsizlik	disgust	0.445
mosquito	chivin	disgust	0.445
caries	karies	disgust	0.445
bankruptcy	bankrotlik	disgust	0.445
egotistical	ixtiyoriy	disgust	0.445
piles	qoziqlar	disgust	0.445
smell	hid	disgust	0.445
vacuous	bo'sh	disgust	0.445
despair	umidsizlik	disgust	0.445
opium	afyun	disgust	0.445
garish	chiroyli	disgust	0.445
lie	yolg'on	disgust	0.445
pious	taqvodor	disgust	0.445
aversion	g'azablanish	disgust	0.438
sticky	yopishqoq	disgust	0.438
scream	qichqiriq	disgust	0.438
alien	begona	disgust	0.438
shun	o'chirish	disgust	0.438
abnormal	anormal	disgust	0.438
ashamed	uyaldi	disgust	0.438
inmate	mahbus	disgust	0.438
abject	noqulaylik	disgust	0.438
hog	cho'chqa	disgust	0.438
hopelessness	umidsizlik	disgust	0.438
homeless	uysiz	disgust	0.438
obnoxious	jirkanch	disgust	0.438
curse	la'natlash	disgust	0.430
creature	jonzot	disgust	0.430
cursing	la'natlash	disgust	0.430
illegal	noqonuniy	disgust	0.430
lusty	shahvatli	disgust	0.430
shameless	sharmandasiz	disgust	0.430
debris	qoldiqlari	disgust	0.430
defiance	bo'ysunmaslik	disgust	0.430
pall	pall	disgust	0.430
falsity	yolg'onchilik	disgust	0.430
reflux	qayta oqim	disgust	0.430
incredulous	ishonmaydigan	disgust	0.430
adverse	salbiy	disgust	0.430
trickery	makkorlik	disgust	0.430
callous	shafqatsiz	disgust	0.430
separatist	separatchi	disgust	0.430
undesirable	istalmagan	disgust	0.430
denounce	ayblash	disgust	0.430
witch	jodugar	disgust	0.430
bum	bum	disgust	0.422
bovine	mol go'shti	disgust	0.422
denunciation	denonsatsiya	disgust	0.422
untidy	tartibsiz	disgust	0.422
impure	nopokdir	disgust	0.422
mistrust	ishonchsizlik	disgust	0.422
tarnish	xiralashish	disgust	0.422
ferocious	shafqatsiz	disgust	0.422
gush	gul	disgust	0.422
infantile	chaqaloq	disgust	0.422
ammonia	ammiak	disgust	0.422
offend	xafa qilish	disgust	0.422
idiotic	ahmoqona	disgust	0.422
hypertrophy	gipertrofiyasi	disgust	0.422
nicotine	nikotin	disgust	0.422
tasteless	noaniq	disgust	0.422
pompous	shirin	disgust	0.422
socialist	sotsialistik	disgust	0.422
delinquent	sukut	disgust	0.422
