word	Malay-ms	emotion	emotion-intensity-score
unpleasant	tidak menyenangkan	disgust	0.477
suppression	penindasan	disgust	0.477
mockery	ejekan	disgust	0.477
palsy	palsy	disgust	0.477
criminal	jenayah	disgust	0.477
illegality	tidak sah	disgust	0.477
uncaring	tidak peduli	disgust	0.477
antagonistic	antagonistik	disgust	0.477
immorality	tidak bermoral	disgust	0.477
dismal	suram	disgust	0.477
angry	marah	disgust	0.469
repellent	penolak	disgust	0.469
cough	batuk	disgust	0.469
arrogant	sombong	disgust	0.469
grating	grating	disgust	0.469
aggravation	kejutan	disgust	0.469
livid	teruk	disgust	0.469
banishment	buang negeri	disgust	0.469
shoddy	kurang bermutu	disgust	0.469
banshee	banshee	disgust	0.469
poverty	kemiskinan	disgust	0.469
wallow	berkeliaran	disgust	0.469
outrage	kemarahan	disgust	0.469
mocking	mengejek	disgust	0.469
furious	marah	disgust	0.469
perspiration	peluh	disgust	0.469
prick	tusukan	disgust	0.461
recklessness	kecuaian	disgust	0.461
distorted	terdistorsi	disgust	0.461
fraudulent	penipuan	disgust	0.461
spider	labah-labah	disgust	0.461
quack	quack	disgust	0.461
perdition	kebinasaan	disgust	0.461
muddy	berlumpur	disgust	0.461
spurious	palsu	disgust	0.461
insulting	menghina	disgust	0.461
scar	parut	disgust	0.461
deceive	memperdaya	disgust	0.461
unjustifiable	tidak boleh dibenarkan	disgust	0.461
fool	bodoh	disgust	0.461
deplore	deplore	disgust	0.461
plunder	rampasan	disgust	0.461
aphid	aphid	disgust	0.453
bane	bane	disgust	0.453
indignation	kemarahan	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	mementingkan diri sendiri	disgust	0.453
disparage	merendahkan	disgust	0.453
cur	cur	disgust	0.453
dishonest	tidak jujur	disgust	0.453
stigma	stigma	disgust	0.453
eschew	tolak diri	disgust	0.453
antipathy	antipati	disgust	0.453
alienate	mengasingkan diri	disgust	0.453
disingenuous	tidak jujur	disgust	0.453
elimination	penghapusan	disgust	0.453
unthinkable	tidak dapat difikirkan	disgust	0.453
wasted	dibazirkan	disgust	0.445
recalcitrant	recalcitrant	disgust	0.445
iniquity	kejahatan	disgust	0.445
mosquito	nyamuk	disgust	0.445
caries	karies	disgust	0.445
bankruptcy	muflis	disgust	0.445
egotistical	egotistik	disgust	0.445
piles	buasir	disgust	0.445
smell	bau	disgust	0.445
vacuous	kosong	disgust	0.445
despair	putus asa	disgust	0.445
opium	candu	disgust	0.445
garish	baik hati	disgust	0.445
lie	berbohong	disgust	0.445
pious	alim	disgust	0.445
aversion	kebencian	disgust	0.438
sticky	melekit	disgust	0.438
scream	menjerit	disgust	0.438
alien	makhluk asing	disgust	0.438
shun	shun	disgust	0.438
abnormal	tidak normal	disgust	0.438
ashamed	malu	disgust	0.438
inmate	penghuni	disgust	0.438
abject	hina	disgust	0.438
hog	babi	disgust	0.438
hopelessness	keputusasaan	disgust	0.438
homeless	tiada tempat tinggal	disgust	0.438
obnoxious	menjengkelkan	disgust	0.438
curse	kutukan	disgust	0.430
creature	makhluk	disgust	0.430
cursing	kutuk	disgust	0.430
illegal	haram	disgust	0.430
lusty	sihat	disgust	0.430
shameless	tidak malu	disgust	0.430
debris	serpihan	disgust	0.430
defiance	bantahan	disgust	0.430
pall	pall	disgust	0.430
falsity	kepalsuan	disgust	0.430
reflux	refluks	disgust	0.430
incredulous	tidak teragak-agak	disgust	0.430
adverse	buruk	disgust	0.430
trickery	penipuan	disgust	0.430
callous	lelah	disgust	0.430
separatist	pemisah	disgust	0.430
undesirable	tidak diingini	disgust	0.430
denounce	nyatakan	disgust	0.430
witch	penyihir	disgust	0.430
bum	bum	disgust	0.422
bovine	lembu	disgust	0.422
denunciation	pengucupan	disgust	0.422
untidy	tidak kemas	disgust	0.422
impure	tidak suci	disgust	0.422
mistrust	ketidakpercayaan	disgust	0.422
tarnish	merosakkan	disgust	0.422
ferocious	ganas	disgust	0.422
gush	gush	disgust	0.422
infantile	kanak-kanak	disgust	0.422
ammonia	ammonia	disgust	0.422
offend	menyinggung perasaan	disgust	0.422
idiotic	bodoh	disgust	0.422
hypertrophy	hipertrofi	disgust	0.422
nicotine	nikotin	disgust	0.422
tasteless	hambar	disgust	0.422
pompous	sombong	disgust	0.422
socialist	sosialis	disgust	0.422
delinquent	bertentangan	disgust	0.422
swarm	kawanan	disgust	0.422
contentious	perbalahan	disgust	0.422
carelessness	kecuaian	disgust	0.422
hairy	berbulu	disgust	0.422
wasting	membazir	disgust	0.422
slush	lumpur	disgust	0.422
affront	penghinaan	disgust	0.422
collapse	runtuh	disgust	0.422
badness	kejahatan	disgust	0.422
dishonesty	ketidakjujuran	disgust	0.414
vegetative	vegetatif	disgust	0.414
displacency	pergantungan	disgust	0.414
unfavorable	tidak menguntungkan	disgust	0.414
disobey	tidak patuh	disgust	0.414
sour	masam	disgust	0.414
socialism	sosialisme	disgust	0.414
murky	keruh	disgust	0.414
neglected	diabaikan	disgust	0.414
drivel	pemacu	disgust	0.414
vampire	Pontianak	disgust	0.414
litigious	litigious	disgust	0.414
illegitimate	tidak sah	disgust	0.414
disgruntled	tidak puas hati	disgust	0.406
ignorant	bodoh	disgust	0.406
outcast	bersalah	disgust	0.406
unkind	tidak baik	disgust	0.406
repel	mengusir	disgust	0.406
displeasure	tidak berpuas hati	disgust	0.406
phony	palsu	disgust	0.406
shoplifting	mencuri	disgust	0.406
dislike	tidak suka	disgust	0.406
unlawful	menyalahi undang-undang	disgust	0.406
bogus	palsu	disgust	0.406
discontinuity	pemotongan	disgust	0.406
recidivism	residivisme	disgust	0.406
ungrateful	tidak bersyukur	disgust	0.406
wrongdoing	kesalahan	disgust	0.406
falsify	memalsukan	disgust	0.406
prosecution	pendakwaan	disgust	0.406
failure	kegagalan	disgust	0.398
loon	loon	disgust	0.398
lick	menjilat	disgust	0.398
subvert	subvert	disgust	0.398
rigor	rigor	disgust	0.398
unruly	tidak teratur	disgust	0.398
paucity	kekurangan	disgust	0.398
unnatural	tidak semestinya	disgust	0.398
averse	tidak suka	disgust	0.398
senseless	tidak masuk akal	disgust	0.398
worsening	semakin teruk	disgust	0.398
disdain	penghinaan	disgust	0.398
woe	celaka	disgust	0.398
woefully	semoga berjaya	disgust	0.398
amphetamines	amphetamines	disgust	0.398
stingy	pelit	disgust	0.398
crushing	menghancurkan	disgust	0.398
insult	menghina	disgust	0.393
damage	kerosakan	disgust	0.391
hardened	mengeras	disgust	0.391
diatribe	diatribe	disgust	0.391
averseness	averseness	disgust	0.391
critter	kejang	disgust	0.391
muff	muff	disgust	0.391
antisocial	antisocial	disgust	0.391
punishment	hukuman	disgust	0.391
bad	buruk	disgust	0.391
punished	dihukum	disgust	0.391
disrelish	tidak berkaitan	disgust	0.391
expel	mengusir	disgust	0.391
farcical	bersuara	disgust	0.391
scorpion	kalajengking	disgust	0.391
sacrifices	pengorbanan	disgust	0.383
plagiarism	plagiarisme	disgust	0.383
hypocritical	munafik	disgust	0.383
divorce	perceraian	disgust	0.383
presumptuous	gagah	disgust	0.383
discord	percanggahan	disgust	0.383
fugitive	buruan	disgust	0.383
fulsome	sempurna	disgust	0.383
shabby	lusuh	disgust	0.383
orc	orc	disgust	0.383
adder	penambah	disgust	0.383
anaconda	anaconda	disgust	0.383
surly	suram	disgust	0.383
irrational	tidak rasional	disgust	0.383
disappoint	mengecewakan	disgust	0.383
illiterate	buta huruf	disgust	0.383
lament	Ratapan	disgust	0.383
eviction	pengusiran	disgust	0.383
teeming	penuh	disgust	0.383
guilt	bersalah	disgust	0.383
misconduct	salah laku	disgust	0.375
blame	menyalahkan	disgust	0.375
alienation	pengasingan	disgust	0.375
depressing	menyedihkan	disgust	0.375
irritating	menjengkelkan	disgust	0.375
plight	nasib	disgust	0.375
unworthy	tidak layak	disgust	0.375
dislocated	tersisih	disgust	0.375
scoff	mengejek	disgust	0.375
irritation	kerengsaan	disgust	0.375
defective	cacat	disgust	0.375
shock	terkejut	disgust	0.375
hoax	penipuan	disgust	0.367
coerce	memaksa	disgust	0.367
revoke	membatalkan	disgust	0.367
stripped	dilucutkan	disgust	0.367
exclusion	pengecualian	disgust	0.367
blatant	terang-terangan	disgust	0.367
disillusionment	kekecewaan	disgust	0.367
squelch	mengeluh	disgust	0.367
unhealthy	tidak sihat	disgust	0.367
toad	toad	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	pitfall	disgust	0.367
vainly	sia-sia	disgust	0.367
powerless	tiada kuasa	disgust	0.367
cad	cad	disgust	0.367
hurtful	menyakitkan hati	disgust	0.367
shuddering	menggigil	disgust	0.367
wimp	wimp	disgust	0.367
oddity	keanehan	disgust	0.359
rebellion	pemberontakan	disgust	0.359
incompatible	tidak serasi	disgust	0.359
ineptitude	tidak diterima	disgust	0.359
dispose	buang	disgust	0.359
disobedience	ketidakpatuhan	disgust	0.359
damn	sialan	disgust	0.359
bug	bug	disgust	0.359
deserted	ditinggalkan	disgust	0.359
litigate	litigasi	disgust	0.352
ridiculous	tidak masuk akal	disgust	0.352
compost	kompos	disgust	0.352
obi	obi	disgust	0.352
untoward	tidak diingini	disgust	0.352
censor	menapis	disgust	0.352
uncertain	tidak pasti	disgust	0.352
lawyer	peguam	disgust	0.352
flinch	mengganggu	disgust	0.352
flesh	daging	disgust	0.352
crushed	dihancurkan	disgust	0.352
displeased	tidak senang	disgust	0.352
inept	tidak diterima	disgust	0.352
wrongful	salah	disgust	0.352
cutting	memotong	disgust	0.352
fierce	sengit	disgust	0.352
misbehavior	salah laku	disgust	0.352
frustrate	kecewa	disgust	0.352
dismissal	pemecatan	disgust	0.352
disapprove	tidak setuju	disgust	0.344
depreciate	menyusut	disgust	0.344
tearful	menguap	disgust	0.344
thoughtless	tidak berfikir	disgust	0.336
unsettled	tidak selesai	disgust	0.336
lumpy	kental	disgust	0.336
discoloration	perubahan warna	disgust	0.336
blunder	kesilapan	disgust	0.336
disinclination	disinclinasi	disgust	0.336
distrust	kesangsian	disgust	0.336
annoy	mengganggu	disgust	0.336
lawsuit	tuntutan mahkamah	disgust	0.336
discontent	ketidakpuasan	disgust	0.336
grumble	merungut	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	daft	disgust	0.336
heartsick	hati	disgust	0.336
disliked	tidak suka	disgust	0.336
bickering	pertengkaran	disgust	0.336
disallowed	tidak dibenarkan	disgust	0.336
unmanageable	tidak terurus	disgust	0.328
hydrophobia	hidrofobia	disgust	0.328
unsatisfactory	tidak memuaskan	disgust	0.328
whine	merengek	disgust	0.328
exasperation	kegelisahan	disgust	0.328
instability	ketidakstabilan	disgust	0.328
provoking	memprovokasi	disgust	0.328
disappointed	kecewa	disgust	0.328
inhibit	menghalang	disgust	0.328
sly	licik	disgust	0.328
grievance	keluhan	disgust	0.328
materialist	materialis	disgust	0.328
excluded	dikecualikan	disgust	0.328
cacophony	cacophony	disgust	0.328
misleading	mengelirukan	disgust	0.321
disclaim	penafian	disgust	0.320
rags	kain buruk	disgust	0.320
soot	jelaga	disgust	0.320
disservice	merugikan	disgust	0.320
unequal	tidak sama	disgust	0.320
humbug	humbug	disgust	0.320
reproach	penolakan	disgust	0.320
confined	terhad	disgust	0.320
disapproving	tidak setuju	disgust	0.320
annoyance	kegusaran	disgust	0.320
mishap	kemalangan	disgust	0.320
groan	mengerang	disgust	0.320
soil	tanah	disgust	0.312
depreciated	disusut nilai	disgust	0.312
disincline	disincline	disgust	0.312
inappropriate	tidak sesuai	disgust	0.312
inconsiderate	tidak dipertimbangkan	disgust	0.312
burke	burke	disgust	0.312
overpriced	terlalu mahal	disgust	0.312
sneeze	bersin	disgust	0.312
stomach	perut	disgust	0.312
criticize	mengkritik	disgust	0.312
theism	teisme	disgust	0.312
disparity	ketaksamaan	disgust	0.305
gall	hempedu	disgust	0.305
latent	laten	disgust	0.305
grumpy	marah	disgust	0.305
bang	bang	disgust	0.305
inadmissible	tidak dapat diterima	disgust	0.305
unfriendly	tidak mesra	disgust	0.305
shack	shack	disgust	0.305
disliking	tidak menyukai	disgust	0.305
unaccountable	tidak dapat dipertanggungjawabkan	disgust	0.305
coop	kandang	disgust	0.304
scold	memarahi	disgust	0.297
growling	bergelora	disgust	0.297
lonely	kesepian	disgust	0.297
delay	kelewatan	disgust	0.297
congress	kongres	disgust	0.297
disregarded	tidak diendahkan	disgust	0.297
disappointment	kekecewaan	disgust	0.297
backwards	ke belakang	disgust	0.297
soreness	kesakitan	disgust	0.297
rogue	penyangak	disgust	0.297
infamous	terkenal	disgust	0.289
lesbian	lesbian	disgust	0.289
notoriety	terkenal	disgust	0.289
catechism	katekismus	disgust	0.289
flop	flop	disgust	0.289
nettle	Jelatang	disgust	0.289
janitor	janitor	disgust	0.289
saturated	tepu	disgust	0.281
gaby	gaby	disgust	0.281
prohibited	dilarang	disgust	0.281
remiss	kecewa	disgust	0.281
unfair	tidak adil	disgust	0.281
desist	berhenti	disgust	0.281
wince	wince	disgust	0.281
aftermath	selepas itu	disgust	0.281
huff	huff	disgust	0.273
discolored	berubah warna	disgust	0.273
uneasy	tidak selesa	disgust	0.273
wrangling	bertengkar	disgust	0.273
tribunal	tribunal	disgust	0.273
weird	pelik	disgust	0.266
bureaucrat	birokrat	disgust	0.266
coldness	sejuk	disgust	0.266
impolite	tidak sopan	disgust	0.266
politic	politik	disgust	0.266
unsatisfied	tidak puas hati	disgust	0.266
swig	swig	disgust	0.266
inefficiency	ketidakcekapan	disgust	0.266
frantic	terburu-buru	disgust	0.266
crawl	merangkak	disgust	0.266
instinctive	naluri	disgust	0.258
barrow	barrow	disgust	0.258
incase	memasangkan	disgust	0.258
octopus	sotong	disgust	0.258
chagrin	kekecewaan	disgust	0.258
copycat	peniru	disgust	0.258
rascal	rascal	disgust	0.258
sarcasm	sindiran	disgust	0.258
gruff	geram	disgust	0.258
misconception	salah tanggapan	disgust	0.250
hulk	hulk	disgust	0.250
shanghai	shanghai	disgust	0.250
baboon	baboon	disgust	0.250
disinclined	tidak disengajakan	disgust	0.250
lose	kehilangan	disgust	0.250
john	john	disgust	0.250
cupping	cupping	disgust	0.250
rook	rook	disgust	0.242
gratuitous	percuma	disgust	0.242
entangled	terikat	disgust	0.242
opponent	lawan	disgust	0.242
tariff	tarif	disgust	0.242
scrub	scrub	disgust	0.242
resign	mengundurkan diri	disgust	0.234
prolong	memanjangkan	disgust	0.234
backwardness	kemunduran	disgust	0.234
reluctance	keengganan	disgust	0.234
questionable	dipersoalkan	disgust	0.234
lagging	ketinggalan	disgust	0.234
unlucky	malang	disgust	0.234
misstatement	salah nyata	disgust	0.234
reversal	pembalikan	disgust	0.227
disqualified	hilang kelayakan	disgust	0.227
subsidy	subsidi	disgust	0.227
ineffectual	tidak berkesan	disgust	0.227
fussy	rewel	disgust	0.227
unpopular	tidak popular	disgust	0.227
default	lalai	disgust	0.227
intense	tegang	disgust	0.219
dame	kemasyhuran	disgust	0.219
evade	mengelakkan	disgust	0.219
petroleum	petroleum	disgust	0.219
weight	berat badan	disgust	0.219
frowning	kesakitan	disgust	0.219
actionable	boleh dilakukan	disgust	0.211
tawny	tawny	disgust	0.211
donkey	keldai	disgust	0.211
unhappy	tidak berpuas hati	disgust	0.211
indifference	sikap acuh tak acuh	disgust	0.203
rave	rave	disgust	0.203
birch	birch	disgust	0.203
hood	penutup	disgust	0.203
desert	padang pasir	disgust	0.203
owing	berhutang	disgust	0.203
gnome	gnome	disgust	0.203
awkwardness	kejanggalan	disgust	0.203
inconvenient	tidak selesa	disgust	0.203
dandy	sangat bagus	disgust	0.203
speck	speck	disgust	0.203
fleece	bulu	disgust	0.195
howl	tolol	disgust	0.195
monochrome	monokrom	disgust	0.195
airs	menyiarkan	disgust	0.195
gelatin	gelatin	disgust	0.195
misguided	NO TRANSLATION	disgust	0.195
morals	moral	disgust	0.195
dabbling	dabbling	disgust	0.195
celebrity	selebriti	disgust	0.188
avoid	elakkan	disgust	0.188
stalemate	kebuntuan	disgust	0.188
lush	subur	disgust	0.188
gent	gent	disgust	0.188
lesser	kurang	disgust	0.188
sunk	tenggelam	disgust	0.180
nose	hidung	disgust	0.180
claimant	penuntut	disgust	0.180
laughable	ketawa	disgust	0.180
possession	pemilikan	disgust	0.180
larger	lebih besar	disgust	0.164
hoot	hoot	disgust	0.164
mouthful	bersuara	disgust	0.164
thrift	berjimat cermat	disgust	0.164
pregnancy	kehamilan	disgust	0.164
undoubted	tidak diragui	disgust	0.164
clamor	berteriak-teriak	disgust	0.156
misplace	salah letaknya	disgust	0.156
sentence	ayat	disgust	0.156
parrot	burung nuri	disgust	0.156
obliging	mewajibkan	disgust	0.156
nameless	tidak bernama	disgust	0.148
bummer	mengecewakan	disgust	0.148
feeling	perasaan	disgust	0.141
elf	elf	disgust	0.141
excellence	kecemerlangan	disgust	0.141
turn	berpaling	disgust	0.133
gray	kelabu	disgust	0.133
asymmetry	asimetri	disgust	0.133
clumsy	kekok	disgust	0.133
stall	gerai	disgust	0.133
bran	dedak	disgust	0.125
finally	akhirnya	disgust	0.125
lord	Tuan	disgust	0.125
boy	budak lelaki	disgust	0.117
cove	cove	disgust	0.117
nurture	memupuk	disgust	0.117
savor	citarasa	disgust	0.117
lemon	lemon	disgust	0.109
winning	menang	disgust	0.109
powerful	berkuasa	disgust	0.102
glitter	bergemerlapan	disgust	0.094
interior	dalaman	disgust	0.086
mind	fikiran	disgust	0.086
treat	merawat	disgust	0.078
interested	berminat	disgust	0.078
abundance	banyak	disgust	0.078
honest	jujur	disgust	0.055
kite	layang-layang	disgust	0.055
humble	rendah hati	disgust	0.047
tree	pokok	disgust	0.039
torture	penyeksaan	fear	0.984
terrorist	pengganas	fear	0.972
horrific	mengerikan	fear	0.969
terrorism	keganasan	fear	0.969
terrorists	pengganas	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	bunuh	fear	0.962
homicidal	pembunuhan	fear	0.959
annihilate	memusnahkan	fear	0.953
terror	keganasan	fear	0.953
murderer	pembunuh	fear	0.953
catastrophe	malapetaka	fear	0.953
dying	mati	fear	0.948
war	perang	fear	0.942
bombing	pengeboman	fear	0.938
bomb	bom	fear	0.935
missiles	peluru berpandu	fear	0.934
horror	seram	fear	0.923
brutality	kekejaman	fear	0.922
bloodthirsty	dahagakan darah	fear	0.922
terrorize	keganasan	fear	0.922
horrified	terkejut	fear	0.922
murderous	pembunuh	fear	0.920
massacre	pembunuhan beramai-ramai	fear	0.911
assassinate	membunuh	fear	0.906
horrifying	mengerikan	fear	0.906
fatality	kematian	fear	0.906
murder	pembunuhan	fear	0.906
mutilation	mutilasi	fear	0.906
terrifying	menakutkan	fear	0.906
devastation	kemusnahan	fear	0.906
holocaust	holocaust	fear	0.906
horrors	kengerian	fear	0.906
killing	membunuh	fear	0.906
demon	setan	fear	0.906
terrified	ketakutan	fear	0.906
suicidal	bunuh diri	fear	0.898
kidnap	menculik	fear	0.891
slaughter	penyembelihan	fear	0.891
assault	serangan	fear	0.891
crucifixion	penyaliban	fear	0.891
doomed	ditakdirkan	fear	0.888
poisoned	diracun	fear	0.886
suicide	bunuh diri	fear	0.879
explosion	letupan	fear	0.879
dismemberment	pemecahan	fear	0.875
slaughtering	penyembelihan	fear	0.875
disastrous	malapetaka	fear	0.875
deadly	maut	fear	0.875
annihilation	pemusnahan	fear	0.875
disaster	bencana	fear	0.875
threatening	mengancam	fear	0.875
suffocation	lemas	fear	0.875
assassin	pembunuh	fear	0.875
savagery	kekejaman	fear	0.875
rape	rogol	fear	0.870
hell	neraka	fear	0.860
anthrax	anthrax	fear	0.859
explosive	letupan	fear	0.859
warfare	peperangan	fear	0.859
paralyzed	lumpuh	fear	0.859
molestation	pencabulan	fear	0.859
homicide	pembunuhan beramai-ramai	fear	0.859
barbaric	kejam	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	bahaya	fear	0.859
demonic	syaitan	fear	0.859
bloodshed	pertumpahan darah	fear	0.859
annihilated	dihapuskan	fear	0.859
attacking	menyerang	fear	0.859
dread	ketakutan	fear	0.859
slaughterhouse	rumah sembelih	fear	0.859
tragedy	tragedi	fear	0.859
guillotine	guillotine	fear	0.859
executioner	algojo	fear	0.859
suffocating	sesak nafas	fear	0.858
treachery	pengkhianatan	fear	0.856
fright	ketakutan	fear	0.853
traumatic	traumatik	fear	0.844
afraid	takut	fear	0.844
morgue	mayat	fear	0.844
drown	lemas	fear	0.844
destroying	memusnahkan	fear	0.844
painful	menyakitkan	fear	0.844
