word	Swahili-sw	emotion	emotion-intensity-score
secretion	secretion	disgust	0.703
constipation	kuvimbiwa	disgust	0.703
hateful	chuki	disgust	0.703
grime	grime	disgust	0.703
measles	sukari	disgust	0.696
contagious	kuambukiza	disgust	0.695
hellish	hellish	disgust	0.695
waste	taka	disgust	0.695
suicidal	kujiua	disgust	0.695
abuse	unyanyasaji	disgust	0.695
hate	chukia	disgust	0.695
wretch	wanyonge	disgust	0.695
intestinal	tumbo	disgust	0.695
wart	Wart	disgust	0.695
obesity	fetma	disgust	0.695
scum	scum	disgust	0.695
contaminated	yaliyotokana	disgust	0.688
disease	ugonjwa	disgust	0.688
rabid	rabid	disgust	0.688
ooze	oza	disgust	0.688
treason	upatanisho	disgust	0.688
heartworm	moyo	disgust	0.688
smut	smut	disgust	0.688
cholera	kolera	disgust	0.680
deformed	wameharibika	disgust	0.680
detest	chukia	disgust	0.680
bestial	kinyume	disgust	0.680
sickness	ugonjwa	disgust	0.680
antichrist	mpinga Kristo	disgust	0.680
abhorrent	chuki	disgust	0.680
soulless	si rahisi	disgust	0.680
freakish	freakish	disgust	0.680
grimy	grimy	disgust	0.680
hatred	chuki	disgust	0.680
pollution	Uchafuzi	disgust	0.680
germ	virusi	disgust	0.680
abominate	chuki	disgust	0.680
hell	Jahannamu	disgust	0.680
dilapidated	imeshuka	disgust	0.672
dictatorship	udikteta	disgust	0.672
inhuman	si ya kibinadamu	disgust	0.672
greasy	greasy	disgust	0.672
hideous	hideous	disgust	0.672
loathful	chuki	disgust	0.672
obscene	kinyume	disgust	0.672
loathing	kupuuza	disgust	0.672
cess	cess	disgust	0.670
devil	shetani	disgust	0.664
heretic	kihistoria	disgust	0.664
nauseous	kichefuchefu	disgust	0.664
abominable	ni machukizo	disgust	0.664
deformity	ulemavu	disgust	0.664
deadly	mauti	disgust	0.664
swine	nguruwe	disgust	0.664
discrimination	ubaguzi	disgust	0.664
masochism	masochism	disgust	0.664
poisonous	sumu	disgust	0.656
prejudiced	chuki	disgust	0.656
bacteria	bakteria	disgust	0.656
death	kifo	disgust	0.656
poison	sumu	disgust	0.656
trash	takataka	disgust	0.656
abortion	utoaji mimba	disgust	0.656
corruption	rushwa	disgust	0.656
victimized	walioathirika	disgust	0.656
oppression	ukandamizaji	disgust	0.656
goo	goo	disgust	0.656
latrines	vifungo	disgust	0.656
horror	hofu	disgust	0.656
horrible	kutisha	disgust	0.656
nefarious	nefarious	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	kutetea	disgust	0.648
outhouse	nje ya nyumba	disgust	0.648
horrid	tamaa	disgust	0.648
detestation	chuki	disgust	0.648
sludge	sludge	disgust	0.648
ugly	mbaya	disgust	0.648
trashy	trashy	disgust	0.648
bitch	bitch	disgust	0.648
immoral	uovu	disgust	0.648
malfeasance	unyanyasaji	disgust	0.641
spew	spew	disgust	0.641
pimple	pimple	disgust	0.641
indecency	uovu	disgust	0.641
unsightly	unsightly	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	wenyeji	disgust	0.641
cystic	cystic	disgust	0.641
horrifying	hofu	disgust	0.641
derogatory	kudharau	disgust	0.641
laxative	laxative	disgust	0.641
criminality	uhalifu	disgust	0.641
oppressive	kupandamiza	disgust	0.633
sinful	wenye dhambi	disgust	0.633
bigoted	imepigwa	disgust	0.633
doomsday	doomsday	disgust	0.633
prostitution	uasherati	disgust	0.633
ulcer	kidonda	disgust	0.633
secrete	secrete	disgust	0.633
perpetrator	mhalifu	disgust	0.633
rat	panya	disgust	0.633
queasy	mshahara	disgust	0.633
mildew	koga	disgust	0.633
dastardly	dastardly	disgust	0.625
disgraceful	aibu	disgust	0.625
ghastly	ghafla	disgust	0.625
persecution	mateso	disgust	0.625
devilish	shetani	disgust	0.625
degrading	kupoteza	disgust	0.625
obscenity	uchafu	disgust	0.625
fungus	Kuvu	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	ukatili	disgust	0.625
stools	viti	disgust	0.625
suffering	mateso	disgust	0.625
contemptible	wanadharauliwa	disgust	0.625
cuckold	cuckold	disgust	0.625
bloated	imefungwa	disgust	0.625
aghast	mbaya	disgust	0.625
betrayal	usaliti	disgust	0.617
guillotine	guillotine	disgust	0.617
infect	kuambukiza	disgust	0.617
spoil	nyara	disgust	0.617
tetanus	tetanasi	disgust	0.617
fat	mafuta	disgust	0.617
louse	panya	disgust	0.617
malicious	malicious	disgust	0.617
polygamy	polygamy	disgust	0.617
crusty	crusty	disgust	0.617
atrocious	hasira	disgust	0.617
deceit	uongo	disgust	0.617
termite	muda mrefu	disgust	0.617
loathe	tamaa	disgust	0.617
wench	wench	disgust	0.617
dying	kufa	disgust	0.617
sickly	mgonjwa	disgust	0.617
diaper	diaper	disgust	0.617
strangle	tamaa	disgust	0.617
drool	drool	disgust	0.609
slander	uchapishaji	disgust	0.609
abhor	chukia	disgust	0.609
venomous	sumu	disgust	0.609
brothel	shaba	disgust	0.609
ghetto	ghetto	disgust	0.609
violently	kwa ukali	disgust	0.609
hostile	chuki	disgust	0.609
sabotage	sabotage	disgust	0.609
deform	deform	disgust	0.609
bleeding	Vujadamu	disgust	0.609
unwashed	kusambazwa	disgust	0.602
lunacy	uchangamfu	disgust	0.602
imprisonment	kifungo	disgust	0.602
infidel	waaminifu	disgust	0.602
deprivation	kunyimwa	disgust	0.602
traitor	msaliti	disgust	0.602
ugliness	uovu	disgust	0.602
musty	musty	disgust	0.602
illicit	halali	disgust	0.602
swampy	swampy	disgust	0.602
poaching	uhamasishaji	disgust	0.602
hag	Hag	disgust	0.602
butcher	mchezaji	disgust	0.594
lunatic	mchana	disgust	0.594
venom	sumu	disgust	0.594
repelling	kupindua	disgust	0.594
thug	mhuni	disgust	0.594
misery	taabu	disgust	0.594
toilet	choo	disgust	0.594
slug	konokono	disgust	0.594
catastrophe	janga	disgust	0.594
epidemic	janga	disgust	0.594
gut	gut	disgust	0.594
intoxicated	kunywa	disgust	0.594
blister	blister	disgust	0.594
deceitful	udanganyifu	disgust	0.594
hostility	uadui	disgust	0.594
queasiness	upungufu	disgust	0.594
lurid	lurid	disgust	0.594
sinner	mwenye dhambi	disgust	0.594
incubus	incubus	disgust	0.586
lavatory	lavatory	disgust	0.586
harass	kusumbua	disgust	0.586
unclean	sijisi	disgust	0.586
prostitute	makahaba	disgust	0.586
pornography	ponografia	disgust	0.586
dreadful	hofu	disgust	0.586
deteriorated	imeshuka	disgust	0.586
appalling	inatisha	disgust	0.586
unfaithful	wasioamini	disgust	0.578
rash	upele	disgust	0.578
humiliating	kudhalilisha	disgust	0.578
ruinous	uharibifu	disgust	0.578
squeamish	squeamish	disgust	0.578
offensive	hasira	disgust	0.578
conspirator	mkimbizi	disgust	0.578
larceny	larceny	disgust	0.578
debauchery	unyanyasaji	disgust	0.578
mangle	kula	disgust	0.578
flea	kijivu	disgust	0.578
hypocrite	wafiki	disgust	0.578
retard	tamaa	disgust	0.578
fiend	fiend	disgust	0.578
sick	mgonjwa	disgust	0.578
quagmire	quagmire	disgust	0.578
expulsion	kufukuzwa	disgust	0.578
treacherous	waaminifu	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	matea	disgust	0.570
devastating	uharibifu	disgust	0.570
bastard	mwanaharamu	disgust	0.570
messy	hutumiwa	disgust	0.570
flog	funga	disgust	0.570
egregious	mbaya	disgust	0.570
swamp	swamp	disgust	0.570
oppress	kudhalilisha	disgust	0.570
despise	kudharau	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	nyoka	disgust	0.570
snake	nyoka	disgust	0.562
terrible	mbaya	disgust	0.562
awful	mbaya	disgust	0.562
harmful	hatari	disgust	0.562
insanity	upungufu	disgust	0.562
indecent	mbaya	disgust	0.562
sordid	uovu	disgust	0.562
loo	loo	disgust	0.562
scoundrel	scoundrel	disgust	0.562
enemy	adui	disgust	0.562
stealing	kuiba	disgust	0.562
alcoholism	ulevi	disgust	0.562
humiliation	udhalilishaji	disgust	0.562
ruthless	hasira	disgust	0.562
sloppy	tamaa	disgust	0.562
tyrannical	tyrannical	disgust	0.562
harlot	kahaba	disgust	0.562
sinning	dhambi	disgust	0.562
robbery	wizi	disgust	0.555
insufferable	insufferable	disgust	0.555
arsenic	arsenic	disgust	0.555
bloody	damu	disgust	0.555
odious	odhi	disgust	0.555
ridicule	kudharau	disgust	0.555
atrophy	atrophy	disgust	0.555
beastly	mnyama	disgust	0.555
collusion	ushirikiano	disgust	0.555
distaste	vurugu	disgust	0.555
segregate	sega	disgust	0.555
discriminating	kuchagua	disgust	0.555
coward	coward	disgust	0.555
wickedness	uovu	disgust	0.555
threatening	kutishia	disgust	0.555
unattractive	haifai	disgust	0.555
slayer	mwuaji	disgust	0.555
flabby	flabby	disgust	0.555
varicella	varicella	disgust	0.555
miserable	huzuni	disgust	0.547
sty	seti	disgust	0.547
ogre	ogre	disgust	0.547
coercion	kulazimishwa	disgust	0.547
thief	mwizi	disgust	0.547
slur	slur	disgust	0.547
suffocating	kutosha	disgust	0.547
anathema	anathema	disgust	0.547
purgatory	purgatory	disgust	0.547
malevolent	kibaya	disgust	0.547
bitterly	kwa uchungu	disgust	0.547
burglar	mwizi	disgust	0.547
attacking	kushambulia	disgust	0.547
vesicular	viumbe	disgust	0.547
condemnation	hukumu	disgust	0.547
pillage	kuibiwa	disgust	0.547
deleterious	kupoteza	disgust	0.547
thrash	tamaa	disgust	0.539
repellant	repellant	disgust	0.539
repudiation	kukataa	disgust	0.539
infidelity	uaminifu	disgust	0.539
liar	mwongo	disgust	0.539
fatty	mafuta	disgust	0.539
gob	gob	disgust	0.539
sneer	sneer	disgust	0.539
drunken	kunywa	disgust	0.539
disgrace	aibu	disgust	0.539
shame	aibu	disgust	0.539
jealous	wivu	disgust	0.539
imprisoned	kufungwa	disgust	0.539
pig	nguruwe	disgust	0.539
greedy	wenye tamaa	disgust	0.539
sloth	sloth	disgust	0.539
lethal	hatari	disgust	0.536
burnt	kuteketezwa	disgust	0.531
aberration	uhamisho	disgust	0.531
condescension	kujishughulisha	disgust	0.531
hydrocephalus	hydrocephalus	disgust	0.531
hanging	kunyongwa	disgust	0.531
destructive	uharibifu	disgust	0.531
smuggler	smuggler	disgust	0.531
intolerant	wasio na hatia	disgust	0.531
travesty	uvunjaji	disgust	0.531
intrusive	intrusive	disgust	0.531
ruined	kuharibiwa	disgust	0.531
withered	waliotauka	disgust	0.531
disintegrate	kuangamiza	disgust	0.531
brawl	shawl	disgust	0.531
blemish	talafu	disgust	0.531
neurotic	neurotic	disgust	0.531
blasphemous	kumtukana	disgust	0.531
lying	kusema uongo	disgust	0.531
painful	chungu	disgust	0.531
avarice	adarice	disgust	0.523
disgraced	aibu	disgust	0.523
mistress	bibi	disgust	0.523
disparaging	kupuuza	disgust	0.523
rubbish	takataka	disgust	0.523
derogation	kudharau	disgust	0.523
accusation	mashtaka	disgust	0.523
intolerance	kutokuwepo	disgust	0.523
incarceration	kufungwa	disgust	0.523
blighted	imewashwa	disgust	0.523
sump	sump	disgust	0.516
deplorable	huzuni	disgust	0.516
daemon	daemon	disgust	0.516
cringe	cringe	disgust	0.516
degrade	onyesha	disgust	0.516
gutter	chupa	disgust	0.516
rob	uibike	disgust	0.516
grim	mbaya	disgust	0.516
defraud	kudanganya	disgust	0.516
tortious	mateso	disgust	0.516
eradication	kuondokana	disgust	0.516
stink	kunuka	disgust	0.516
convict	mtuhumiwa	disgust	0.516
dishonor	aibu	disgust	0.516
vulture	tai	disgust	0.516
remains	bado	disgust	0.516
mite	mchwa	disgust	0.516
betray	kumsaliti	disgust	0.516
sham	sham	disgust	0.509
endemic	endemic	disgust	0.508
bombed	bomu	disgust	0.508
distress	dhiki	disgust	0.508
pest	wadudu	disgust	0.508
incurable	haiwezekani	disgust	0.508
worthless	hauna maana	disgust	0.508
rejection	kukataliwa	disgust	0.508
distasteful	husababishwa	disgust	0.508
schizophrenia	schizophrenia	disgust	0.508
belittle	kupungua	disgust	0.508
smelling	kununuliwa	disgust	0.508
cheat	kudanganya	disgust	0.508
blob	piga	disgust	0.508
prisoner	mfungwa	disgust	0.508
idiocy	idiocy	disgust	0.508
delirium	delirium	disgust	0.508
disaster	janga	disgust	0.508
crude	isiyo ya kawaida	disgust	0.508
resentment	chuki	disgust	0.508
dreadfully	dreadfully	disgust	0.508
glut	glut	disgust	0.508
polemic	polemic	disgust	0.500
derision	dharau	disgust	0.500
idolatry	ibada ya sanamu	disgust	0.500
taboo	taboo	disgust	0.500
screaming	kupiga kelele	disgust	0.500
banish	kupiga marufuku	disgust	0.500
dirt	uchafu	disgust	0.500
goblin	goblin	disgust	0.500
shackle	shackle	disgust	0.500
bribery	rushwa	disgust	0.500
flagrant	nzuri	disgust	0.500
jealousy	wivu	disgust	0.500
impurity	uchafu	disgust	0.500
theft	wizi	disgust	0.500
bitterness	uchungu	disgust	0.500
offense	kosa	disgust	0.500
impeach	impeach	disgust	0.500
blight	blight	disgust	0.500
duress	shika	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	tamaa	disgust	0.500
tirade	tirade	disgust	0.500
squirm	tamaa	disgust	0.492
robber	mwizi	disgust	0.492
ill	mgonjwa	disgust	0.492
unconscionable	bila shaka	disgust	0.492
recession	uchumi	disgust	0.492
gorge	gorge	disgust	0.492
wreck	kuanguka	disgust	0.492
malign	kumtukana	disgust	0.492
boil	chemsha	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	idiot	disgust	0.492
disreputable	haijulikani	disgust	0.492
wasteful	kupoteza	disgust	0.484
affliction	taabu	disgust	0.484
stain	stain	disgust	0.484
contempt	dharau	disgust	0.484
nappy	nappy	disgust	0.484
mutiny	mimba	disgust	0.484
occult	uchawi	disgust	0.484
tramp	tamaa	disgust	0.484
unbearable	hawezi kusamehe	disgust	0.484
offender	mkosaji	disgust	0.484
servile	servile	disgust	0.484
contraband	kinyume	disgust	0.484
raging	hasira	disgust	0.484
snarl	tamaa	disgust	0.484
mad	wazimu	disgust	0.484
subjugation	kutawala	disgust	0.484
possessed	alimiliki	disgust	0.484
animosity	chuki	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	kufutwa	disgust	0.484
disrespectful	kutoheshimu	disgust	0.484
mess	fujo	disgust	0.484
nepotism	upendeleo	disgust	0.484
inexcusable	haitoshi	disgust	0.484
pathetic	pathetic	disgust	0.477
unpleasant	haifai	disgust	0.477
suppression	kukandamiza	disgust	0.477
mockery	mshtuko	disgust	0.477
palsy	Upoovu	disgust	0.477
criminal	wahalifu	disgust	0.477
illegality	kinyume cha sheria	disgust	0.477
uncaring	bila kujali	disgust	0.477
antagonistic	kupinga	disgust	0.477
immorality	uasherati	disgust	0.477
dismal	mbaya	disgust	0.477
angry	hasira	disgust	0.469
repellent	hutumiwa	disgust	0.469
cough	kikohozi	disgust	0.469
arrogant	kiburi	disgust	0.469
grating	mgawanyiko	disgust	0.469
aggravation	kupungua	disgust	0.469
livid	wazi	disgust	0.469
banishment	kupigwa marufuku	disgust	0.469
shoddy	shoddy	disgust	0.469
banshee	banshee	disgust	0.469
poverty	umasikini	disgust	0.469
wallow	piga	disgust	0.469
outrage	hasira	disgust	0.469
mocking	kumdhihaki	disgust	0.469
furious	hasira	disgust	0.469
perspiration	jasho	disgust	0.469
prick	tamaa	disgust	0.461
recklessness	kutokuwa na ujinga	disgust	0.461
distorted	kupotosha	disgust	0.461
fraudulent	ulaghai	disgust	0.461
spider	buibui	disgust	0.461
quack	shida	disgust	0.461
perdition	uharibifu	disgust	0.461
muddy	matope	disgust	0.461
spurious	hasira	disgust	0.461
insulting	kutukana	disgust	0.461
scar	kovu	disgust	0.461
deceive	kudanganya	disgust	0.461
unjustifiable	haijulikani	disgust	0.461
fool	mpumbavu	disgust	0.461
deplore	tamaa	disgust	0.461
plunder	nyara	disgust	0.461
aphid	aphid	disgust	0.453
bane	bane	disgust	0.453
indignation	ghadhabu	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	ubinafsi	disgust	0.453
disparage	kupuuza	disgust	0.453
cur	kiti	disgust	0.453
dishonest	waaminifu	disgust	0.453
stigma	unyanyapaa	disgust	0.453
eschew	eschew	disgust	0.453
antipathy	kupinga	disgust	0.453
alienate	kuepuka	disgust	0.453
disingenuous	disingenuous	disgust	0.453
elimination	kuondoa	disgust	0.453
unthinkable	haiwezekani	disgust	0.453
wasted	kupotea	disgust	0.445
recalcitrant	recalcitrant	disgust	0.445
iniquity	uovu	disgust	0.445
mosquito	mbu	disgust	0.445
caries	husababisha	disgust	0.445
bankruptcy	kufilisika	disgust	0.445
egotistical	mfano	disgust	0.445
piles	piles	disgust	0.445
smell	harufu	disgust	0.445
vacuous	inaacha	disgust	0.445
despair	tamaa	disgust	0.445
opium	opiamu	disgust	0.445
garish	tamaa	disgust	0.445
lie	uongo	disgust	0.445
pious	wajinga	disgust	0.445
aversion	upungufu	disgust	0.438
sticky	fimbo	disgust	0.438
scream	piga kelele	disgust	0.438
alien	mgeni	disgust	0.438
shun	jizuia	disgust	0.438
abnormal	isiyo ya kawaida	disgust	0.438
ashamed	aibu	disgust	0.438
inmate	kifungo	disgust	0.438
abject	inakabiliwa	disgust	0.438
hog	nguruwe	disgust	0.438
hopelessness	kutokuwa na tamaa	disgust	0.438
homeless	wasio na makazi	disgust	0.438
obnoxious	kuogopa	disgust	0.438
curse	laana	disgust	0.430
creature	kiumbe	disgust	0.430
cursing	kutukana	disgust	0.430
illegal	kinyume cha sheria	disgust	0.430
lusty	tamaa	disgust	0.430
shameless	aibu	disgust	0.430
debris	uchafu	disgust	0.430
defiance	upinzani	disgust	0.430
pall	pall	disgust	0.430
falsity	falsity	disgust	0.430
reflux	reflux	disgust	0.430
incredulous	hawajali	disgust	0.430
adverse	mbaya	disgust	0.430
trickery	udanganyifu	disgust	0.430
callous	Wasio	disgust	0.430
separatist	separatist	disgust	0.430
undesirable	haipendi	disgust	0.430
denounce	kukataa	disgust	0.430
witch	mchawi	disgust	0.430
bum	bum	disgust	0.422
bovine	bovine	disgust	0.422
denunciation	hukumu	disgust	0.422
untidy	untidy	disgust	0.422
impure	haipaswi	disgust	0.422
mistrust	kutoaminiana	disgust	0.422
tarnish	tarnish	disgust	0.422
ferocious	hasira	disgust	0.422
gush	kumeza	disgust	0.422
infantile	watoto wachanga	disgust	0.422
ammonia	amonia	disgust	0.422
offend	hukosa	disgust	0.422
idiotic	idiotic	disgust	0.422
hypertrophy	hypertrophy	disgust	0.422
nicotine	nikotini	disgust	0.422
tasteless	haifai	disgust	0.422
pompous	wenye busara	disgust	0.422
socialist	mstaarabu	disgust	0.422
delinquent	wahalifu	disgust	0.422
swarm	swarm	disgust	0.422
contentious	mjadala	disgust	0.422
carelessness	kutojali	disgust	0.422
hairy	hairy	disgust	0.422
wasting	kupoteza	disgust	0.422
slush	slush	disgust	0.422
affront	chuki	disgust	0.422
collapse	kuanguka	disgust	0.422
badness	uovu	disgust	0.422
dishonesty	uaminifu	disgust	0.414
vegetative	mboga	disgust	0.414
displacency	kuhama	disgust	0.414
unfavorable	halali	disgust	0.414
disobey	msiiasi	disgust	0.414
sour	sour	disgust	0.414
socialism	ujamaa	disgust	0.414
murky	wazi	disgust	0.414
neglected	kupuuzwa	disgust	0.414
drivel	drivel	disgust	0.414
vampire	vampire	disgust	0.414
litigious	litigious	disgust	0.414
illegitimate	halali	disgust	0.414
disgruntled	walivunjika moyo	disgust	0.406
ignorant	hawajui	disgust	0.406
outcast	wazi	disgust	0.406
unkind	hasira	disgust	0.406
repel	pindua	disgust	0.406
displeasure	hasira	disgust	0.406
phony	phony	disgust	0.406
shoplifting	ugavi	disgust	0.406
dislike	usipende	disgust	0.406
unlawful	kinyume cha sheria	disgust	0.406
bogus	machafu	disgust	0.406
discontinuity	kuacha	disgust	0.406
recidivism	recidivism	disgust	0.406
ungrateful	hakuthamini	disgust	0.406
wrongdoing	kufanya makosa	disgust	0.406
falsify	uongo	disgust	0.406
prosecution	mashtaka	disgust	0.406
failure	kushindwa	disgust	0.398
