word	Tamil-ta	emotion	emotion-intensity-score
sanctuary	சரணாலயம்	anticipation	0.461
brilliant	புத்திசாலித்தனமான	anticipation	0.461
pay	செலுத்த	anticipation	0.461
shining	பிரகாசிக்கும்	anticipation	0.461
regatta	படகுப்	anticipation	0.461
testament	சாட்சிகளாய்	anticipation	0.461
jeopardy	ஜியோபார்டியில்	anticipation	0.461
perpetuity	நிரந்தரமாக	anticipation	0.453
elegance	நேர்த்தியுடன்	anticipation	0.453
career	வாழ்க்கை	anticipation	0.453
basketball	கூடைப்பந்து	anticipation	0.453
intimately	நெருக்கமாகத்	anticipation	0.453
renovate	புதுப்பிக்க	anticipation	0.453
supremacy	மேலாதிக்கத்தை	anticipation	0.453
infinity	முடிவிலி	anticipation	0.453
unexpected	எதிர்பாராத	anticipation	0.453
flinch	செல்வதாகவும்	anticipation	0.453
complement	நிறைவுடன்	anticipation	0.453
prologue	முன்னுரையாக	anticipation	0.453
compliment	NO TRANSLATION	anticipation	0.453
prevention	தடுப்பு	anticipation	0.453
improve	மேம்படுத்த	anticipation	0.453
sunset	சூரிய அஸ்தமனம்	anticipation	0.453
inaugural	தொடக்க	anticipation	0.453
rehabilitation	புனர்வாழ்வு	anticipation	0.453
fitting	பொருத்தி	anticipation	0.445
surround	சரவுண்ட்	anticipation	0.445
share	பகிர்	anticipation	0.445
epidemic	தொற்றுநோய்	anticipation	0.445
sweet	இனிப்பு	anticipation	0.445
fain	NO TRANSLATION	anticipation	0.445
concealment	மறைவிடம்	anticipation	0.445
confidence	நம்பிக்கை	anticipation	0.445
perfect	சரியான	anticipation	0.445
sun	சூரியன்	anticipation	0.445
veracity	உண்மைத்தன்மையை	anticipation	0.445
volunteer	தன்னார்வ	anticipation	0.445
conjecture	அனுமானம்	anticipation	0.445
medical	மருத்துவம்	anticipation	0.438
prepared	தயாராக	anticipation	0.438
superstitious	மூடநம்பிக்கை	anticipation	0.438
reconstruction	மறுசீரமைப்பு	anticipation	0.438
tickle	டிக்கிள்	anticipation	0.438
faith	நம்பிக்கை	anticipation	0.438
passenger	பயணிகள்	anticipation	0.438
saint	துறவி	anticipation	0.438
respect	மரியாதை	anticipation	0.438
rabid	ராபிட்	anticipation	0.438
reconstruct	வரையறுத்துள்ளனர்	anticipation	0.438
recombination	மறுசேர்க்கையின்	anticipation	0.438
devout	பக்தியும்	anticipation	0.438
goodness	நற்குணம்	anticipation	0.438
angel	தேவதை	anticipation	0.438
ferment	கொந்தளிப்பா	anticipation	0.438
plea	மனு	anticipation	0.438
aloha	அலோகா	anticipation	0.438
serial	தொடர்	anticipation	0.438
conservation	பாதுகாப்பு	anticipation	0.438
serenity	அமைதி	anticipation	0.430
tabulate	அட்டவணைப்படுத்தலாம்	anticipation	0.430
install	நிறுவ	anticipation	0.430
labyrinth	சிக்கலான	anticipation	0.430
venerable	மதிப்பிற்குரிய	anticipation	0.430
perpetuate	நிலைத்த	anticipation	0.430
strategist	உத்தியியலாளர்	anticipation	0.430
unverified	சரிபார்க்கப்படாத	anticipation	0.430
tribunal	தீர்ப்பாயம்	anticipation	0.430
charitable	தொண்டு	anticipation	0.430
luscious	தீஞ்சுவை	anticipation	0.430
spa	ஸ்பா	anticipation	0.430
peace	சமாதானம்	anticipation	0.430
clap	கைத்தட்டல்	anticipation	0.430
conspirator	சதிகாரர்	anticipation	0.422
forestall	முன்கூட்டியே	anticipation	0.422
patience	பொறுமை	anticipation	0.422
oasis	சோலையாக	anticipation	0.422
grin	சிரிப்பின்	anticipation	0.422
revere	வணங்கு	anticipation	0.422
worship	வழிபாடு	anticipation	0.422
vista	விஸ்டா	anticipation	0.422
laughter	சிரிப்பு	anticipation	0.422
volatility	ஏற்ற இறக்கம்	anticipation	0.422
adrift	நிலைதடுமாறி	anticipation	0.422
candid	நேர்மையாக	anticipation	0.422
edification	நல்லொழுக்கப்படுத்துவதற்கு	anticipation	0.422
unresolved	தீர்க்கப்படாத	anticipation	0.422
peaceful	அமைதியான	anticipation	0.422
recognizable	ஏற்கக்கூடியதாக	anticipation	0.422
calls	அழைப்புகள்	anticipation	0.414
weigh	எடையை	anticipation	0.414
probation	தகுதிகாண்	anticipation	0.414
proficiency	திறமை	anticipation	0.414
morn	விடிவெள்ளியைப்	anticipation	0.414
craps	பகடையாட்டம்	anticipation	0.414
detainee	கைதியின்	anticipation	0.414
mediate	மத்தியஸ்தம்	anticipation	0.414
continue	தொடர்ந்து	anticipation	0.414
astrologer	ஜோதிடர்	anticipation	0.414
punctual	தவறாமையுடன்	anticipation	0.414
ordination	ஒருங்கிணைப்பு	anticipation	0.414
pretty	அழகான	anticipation	0.414
thought	நினைத்தேன்	anticipation	0.414
grant	வழங்க	anticipation	0.414
withstand	தாங்க	anticipation	0.414
frisky	frisky	anticipation	0.414
ongoing	நடந்து	anticipation	0.414
sing	பாட	anticipation	0.411
long	நீண்ட	anticipation	0.406
confession	வாக்குமூலம்	anticipation	0.406
headlight	ஹெட்லைட்	anticipation	0.406
prophylactic	முற்காப்பு	anticipation	0.406
mother	தாய்	anticipation	0.406
debenture	கடன் பத்திர	anticipation	0.406
wizard	வழிகாட்டி	anticipation	0.406
university	பல்கலைக்கழக	anticipation	0.406
proud	பெருமை	anticipation	0.406
midwife	மருத்துவச்சி	anticipation	0.406
banquet	விருந்து	anticipation	0.406
continuation	தொடர்ச்சி	anticipation	0.406
navigable	பயணிக்கக்கூடிய	anticipation	0.406
punished	தண்டனை	anticipation	0.406
chicane	ஏமாற்று	anticipation	0.406
comfort	ஆறுதல்	anticipation	0.406
opponent	எதிரியை	anticipation	0.406
subscribe	பதிவு	anticipation	0.406
outdo	மிஞ்ச	anticipation	0.406
nurture	வளர்த்தெடுப்பதே	anticipation	0.406
twinkle	இமை	anticipation	0.406
deal	ஒப்பந்தம்	anticipation	0.402
efficient	திறமையான	anticipation	0.398
representing	குறிக்கும்	anticipation	0.398
simmer	மூழ்க	anticipation	0.398
symphony	சிம்பொனி	anticipation	0.398
judiciary	நீதித்துறை	anticipation	0.398
obliging	தெளிவற்ற	anticipation	0.398
saintly	துறவு	anticipation	0.398
vigil	கண்விழித்தலின்	anticipation	0.398
death	மரணம்	anticipation	0.398
distracting	கவனச்சிதறல்	anticipation	0.398
mortification	பெரும் அவமானம்	anticipation	0.398
balm	தைலம்	anticipation	0.398
guillotine	க்வில்லடின்	anticipation	0.398
top	மேல்	anticipation	0.398
lettered	எழுத்துகள்	anticipation	0.398
reliance	நம்பிக்கை	anticipation	0.398
poke	ஷீட்களை	anticipation	0.391
unfulfilled	நிறைவேறாமல்	anticipation	0.391
assurance	உத்தரவாதம்	anticipation	0.391
condemnation	கண்டனம்	anticipation	0.391
undoubted	நிச்சயமான	anticipation	0.391
diplomacy	இராஜதந்திரம்	anticipation	0.391
familiarity	பரிச்சயம்	anticipation	0.391
antidote	மாற்று மருந்தாக	anticipation	0.391
chuckle	உள்ளூர ஏற்படும் சிரிப்பு	anticipation	0.391
objective	புறநிலை	anticipation	0.391
maternal	தாய்க்குரிய	anticipation	0.391
abeyance	தற்காலிகமாக நிறுத்தி வைத்தல்	anticipation	0.391
art	கலை	anticipation	0.391
linger	தாமதி	anticipation	0.391
trust	நம்பிக்கை	anticipation	0.391
depraved	வக்கிரமான	anticipation	0.391
sanctify	தூய்மைப்படுத்திக்	anticipation	0.391
inoculation	தடுப்பூசியாக	anticipation	0.384
chant	மந்திரம்	anticipation	0.383
banger	பேங்கர்	anticipation	0.383
playground	விளையாட்டு மைதானத்தின்	anticipation	0.383
failing	தவறிய	anticipation	0.383
ship	கப்பல்	anticipation	0.383
hymn	பாடல்	anticipation	0.383
simplify	எளிமைப்படுத்த	anticipation	0.383
ram	ரேம்	anticipation	0.383
labor	தொழிலாளர்	anticipation	0.383
discretion	சுயேச்சையான	anticipation	0.383
hap	NO TRANSLATION	anticipation	0.383
good	நல்ல	anticipation	0.383
scientist	விஞ்ஞானி	anticipation	0.383
undecided	தீர்மானமின்றி	anticipation	0.383
humanitarian	மனிதாபிமான	anticipation	0.383
depend	சார்ந்தது	anticipation	0.383
dutiful	பணிவான	anticipation	0.383
clock	கடிகாரம்	anticipation	0.375
sterling	ஸ்டெர்லிங்	anticipation	0.375
mountain	மலை	anticipation	0.375
savor	வாசனையான	anticipation	0.375
recurrent	மீண்டும் மீண்டும்	anticipation	0.375
interim	இடைக்கால	anticipation	0.375
navigator	மாலுமி	anticipation	0.375
gradual	படிப்படியாக	anticipation	0.375
interminable	ஓயாத	anticipation	0.375
track	பாதையில்	anticipation	0.375
public	பொது	anticipation	0.375
cradle	தொட்டில்	anticipation	0.375
