word	Albanian-sq	emotion	emotion-intensity-score
impolite	i pasjellshëm	disgust	0.266
politic	i mençur	disgust	0.266
unsatisfied	i pakënaqur	disgust	0.266
swig	tel	disgust	0.266
inefficiency	paaftësi	disgust	0.266
frantic	i tërbuar	disgust	0.266
crawl	zvarritje	disgust	0.266
instinctive	instinktiv	disgust	0.258
barrow	karrocë dore	disgust	0.258
incase	në rast se	disgust	0.258
octopus	oktapod	disgust	0.258
chagrin	hidhërim	disgust	0.258
copycat	Copycat	disgust	0.258
rascal	laro	disgust	0.258
sarcasm	sarkazëm	disgust	0.258
gruff	i ashpër	disgust	0.258
misconception	ide e gabuar	disgust	0.250
hulk	anije karakatinë	disgust	0.250
shanghai	Shanghai	disgust	0.250
baboon	baboon	disgust	0.250
disinclined	mosdashës	disgust	0.250
lose	humb	disgust	0.250
john	nevojtore	disgust	0.250
cupping	hedhje kupash	disgust	0.250
rook	sorrë	disgust	0.242
gratuitous	gratis	disgust	0.242
entangled	i ngatërruar	disgust	0.242
opponent	kundërshtar	disgust	0.242
tariff	tarifë	disgust	0.242
scrub	pastrim	disgust	0.242
resign	heq dorë	disgust	0.234
prolong	zgjat	disgust	0.234
backwardness	prapambetje	disgust	0.234
reluctance	ngurrim	disgust	0.234
questionable	i diskutueshëm	disgust	0.234
lagging	mbetur	disgust	0.234
unlucky	i pafat	disgust	0.234
misstatement	deklaratë e gabuar	disgust	0.234
reversal	ndryshim	disgust	0.227
disqualified	i përjashtuar	disgust	0.227
subsidy	subvencion	disgust	0.227
ineffectual	i padobishëm	disgust	0.227
fussy	i bezdisshëm	disgust	0.227
unpopular	jopopullor	disgust	0.227
default	parazgjedhur	disgust	0.227
intense	i madh	disgust	0.219
dame	grua e moshuar	disgust	0.219
evade	shmangen	disgust	0.219
petroleum	naftë	disgust	0.219
weight	peshë	disgust	0.219
frowning	frowning	disgust	0.219
actionable	vepruese	disgust	0.211
tawny	i kuqërremë	disgust	0.211
donkey	gomar	disgust	0.211
unhappy	pakënaqur	disgust	0.211
indifference	mospërfillje	disgust	0.203
rave	furi	disgust	0.203
birch	thupër	disgust	0.203
hood	kapuç	disgust	0.203
desert	shkretëtirë	disgust	0.203
owing	i duhur	disgust	0.203
gnome	xhuxh	disgust	0.203
awkwardness	ngathtësi	disgust	0.203
inconvenient	i papërshtatshëm	disgust	0.203
dandy	i shkëlqyer	disgust	0.203
speck	pikël	disgust	0.203
fleece	qeth	disgust	0.195
howl	vajtoj	disgust	0.195
monochrome	pikturë njëngjyrëshe	disgust	0.195
airs	airs	disgust	0.195
gelatin	xhelatinë	disgust	0.195
misguided	devijuar	disgust	0.195
morals	parime morale	disgust	0.195
dabbling	dabbling	disgust	0.195
celebrity	njeri i famshëm	disgust	0.188
avoid	shmang	disgust	0.188
stalemate	rrugë qorre	disgust	0.188
lush	i shëndetshëm	disgust	0.188
gent	fisnik	disgust	0.188
lesser	më i vogël	disgust	0.188
sunk	i zhytur	disgust	0.180
nose	hundë	disgust	0.180
claimant	paditës	disgust	0.180
laughable	për të qeshur	disgust	0.180
possession	posedim	disgust	0.180
larger	më e madhe	disgust	0.164
hoot	gjë qesharake	disgust	0.164
mouthful	kafshatë	disgust	0.164
thrift	lulëzim	disgust	0.164
pregnancy	barrë	disgust	0.164
undoubted	i padyshimtë	disgust	0.164
clamor	zhurmë	disgust	0.156
misplace	vë gabim	disgust	0.156
sentence	fjali	disgust	0.156
parrot	papagall	disgust	0.156
obliging	i mirësjellshëm	disgust	0.156
nameless	i panjohur	disgust	0.148
bummer	zhgënjim	disgust	0.148
feeling	ndjenje	disgust	0.141
elf	kukudh	disgust	0.141
excellence	përsosmëri	disgust	0.141
turn	kthesë	disgust	0.133
gray	gri	disgust	0.133
asymmetry	asimetri	disgust	0.133
clumsy	i ngathët	disgust	0.133
stall	tezgë	disgust	0.133
bran	krunde	disgust	0.125
finally	më në fund	disgust	0.125
lord	lord	disgust	0.125
boy	djalë	disgust	0.117
cove	rob	disgust	0.117
nurture	të ngrëna	disgust	0.117
savor	shijoj	disgust	0.117
lemon	limon	disgust	0.109
winning	fitues	disgust	0.109
powerful	i fuqishëm	disgust	0.102
glitter	shkëlqim	disgust	0.094
interior	i brendshëm	disgust	0.086
mind	mendje	disgust	0.086
treat	trajtoj	disgust	0.078
interested	i interesuar	disgust	0.078
abundance	bollëk	disgust	0.078
honest	i ndershëm	disgust	0.055
kite	qift	disgust	0.055
humble	i përulur	disgust	0.047
tree	pemë	disgust	0.039
torture	torturë	fear	0.984
terrorist	terrorist	fear	0.972
horrific	tmerrues	fear	0.969
terrorism	terrorizëm	fear	0.969
terrorists	terroristët	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	vras	fear	0.962
homicidal	vrasës	fear	0.959
annihilate	asgjësoj	fear	0.953
terror	terror	fear	0.953
murderer	vrasës	fear	0.953
catastrophe	katastrofë	fear	0.953
dying	që po vdes	fear	0.948
war	luftë	fear	0.942
bombing	bombardim	fear	0.938
bomb	bombë	fear	0.935
missiles	raketa	fear	0.934
horror	tmerr	fear	0.923
brutality	brutalitet	fear	0.922
bloodthirsty	gjakatar	fear	0.922
terrorize	terrorizoj	fear	0.922
horrified	tmerruar	fear	0.922
murderous	vrasës	fear	0.920
massacre	masakër	fear	0.911
assassinate	të vrarë	fear	0.906
horrifying	tmerruese	fear	0.906
fatality	fatalitet	fear	0.906
murder	vrasje	fear	0.906
mutilation	gjymtim	fear	0.906
terrifying	tmerrues	fear	0.906
devastation	shkatërrim	fear	0.906
holocaust	theror	fear	0.906
horrors	tmerret	fear	0.906
killing	vrasje	fear	0.906
demon	demon	fear	0.906
terrified	tmerruar	fear	0.906
suicidal	vetëvrasjeje	fear	0.898
kidnap	rrëmbej me dhunë	fear	0.891
slaughter	masakër	fear	0.891
assault	sulm	fear	0.891
crucifixion	kryqëzim	fear	0.891
doomed	i dënuar	fear	0.888
poisoned	i helmuar	fear	0.886
suicide	vetëvrasje	fear	0.879
explosion	shpërthyes	fear	0.879
dismemberment	shqyerje	fear	0.875
slaughtering	therja	fear	0.875
disastrous	shkatërrimtar	fear	0.875
deadly	vdekjeprurës	fear	0.875
annihilation	asgjësim	fear	0.875
disaster	fatkeqësi	fear	0.875
threatening	kërcënues	fear	0.875
suffocation	asfiksi	fear	0.875
assassin	vrasës	fear	0.875
savagery	egërsi	fear	0.875
rape	përdhunim	fear	0.870
hell	ferr	fear	0.860
anthrax	lloj guri të çmuar	fear	0.859
explosive	eksploziv	fear	0.859
warfare	betejë	fear	0.859
paralyzed	i paralizuar	fear	0.859
molestation	ngacmim	fear	0.859
homicide	vrasje	fear	0.859
barbaric	barbar	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	rrezik	fear	0.859
demonic	djallëzor	fear	0.859
bloodshed	gjakderdhje	fear	0.859
annihilated	asgjësuar	fear	0.859
attacking	sulmuar	fear	0.859
dread	tmerr	fear	0.859
slaughterhouse	thertore	fear	0.859
tragedy	tragjedi	fear	0.859
guillotine	gijotinë	fear	0.859
executioner	xhelat	fear	0.859
suffocating	mbytës	fear	0.858
treachery	tradhti	fear	0.856
fright	lemeri	fear	0.853
traumatic	traumatik	fear	0.844
afraid	i frikësuar	fear	0.844
morgue	morg	fear	0.844
drown	mbytem	fear	0.844
destroying	shkatërruar	fear	0.844
painful	i dhimbshëm	fear	0.844
frightened	i frikësuar	fear	0.844
monster	përbindësh	fear	0.844
slayer	vrasës	fear	0.844
abomination	neveri	fear	0.844
execution	ekzekutim	fear	0.844
scariest	scariest	fear	0.844
bombardment	bombardim	fear	0.844
vengeance	hakmarrje	fear	0.844
panicked	panik	fear	0.844
frightening	frikësues	fear	0.844
scare	tremb	fear	0.844
apocalypse	apokalips	fear	0.844
petrified	petrified	fear	0.844
death	vdekje	fear	0.843
chaos	kaos	fear	0.839
ghastly	i kobshëm	fear	0.836
evil	e keqe	fear	0.833
gunmen	persona të armatosur	fear	0.828
fear	frikë	fear	0.828
doom	dënim	fear	0.828
intruder	njeri i bezdisshëm	fear	0.828
cancer	kancer	fear	0.828
grenade	granatë	fear	0.828
assassination	vrasja	fear	0.828
fatal	fatal	fear	0.828
nightmare	ankth	fear	0.828
explode	shpërthej	fear	0.828
kidnapped	rrëmbyer	fear	0.828
eradication	çrrënjosje	fear	0.828
hellish	djallëzor	fear	0.828
paralyze	shtang	fear	0.828
trauma	traumë	fear	0.828
doomsday	fundi i botës	fear	0.828
violently	me dhunë	fear	0.828
manslaughter	vrasje e thjeshtë	fear	0.828
devil	djall	fear	0.828
frighten	tremb	fear	0.828
brutal	brutal	fear	0.828
morbidity	sëmundshmëri	fear	0.820
crippling	paralizuese	fear	0.817
savage	i egër	fear	0.814
crushed	i grimcuar	fear	0.812
violence	dhunë	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	i frikshëm	fear	0.812
suffering	vuajtje	fear	0.812
shooting	qitje	fear	0.812
earthquake	tërmet	fear	0.812
destructive	shkatërrues	fear	0.812
violent	i dhunshëm	fear	0.812
poisonous	helmues	fear	0.812
quake	tërmet	fear	0.812
damnation	dënim	fear	0.812
aggressor	agresor	fear	0.812
imprisoned	i burgosur	fear	0.811
hurricane	stuhi	fear	0.811
exterminate	shfarosin	fear	0.810
fearing	frika	fear	0.808
hemorrhage	hemorragji	fear	0.807
lethal	vdekjeprurës	fear	0.806
torment	vuajtje	fear	0.806
venom	helm	fear	0.804
claustrophobia	claustrophobia	fear	0.803
danger	rrezik	fear	0.802
snakes	snakes	fear	0.802
exorcism	ekzorcizëm	fear	0.800
obliterated	zhdukur	fear	0.800
robbery	grabitje	fear	0.800
terrifies	tmerron	fear	0.798
cyanide	cyanide	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	mizori	fear	0.797
monstrosity	gjë e shëmtuar	fear	0.797
attack	sulm	fear	0.797
extermination	asgjësim	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	vdekshmëri	fear	0.797
destruction	shkatërrim	fear	0.797
poison	helm	fear	0.797
harmful	i dëmshëm	fear	0.797
persecution	persekutim	fear	0.797
bombers	bombarduesit	fear	0.797
incurable	i pashërueshëm	fear	0.797
hysteria	histeri	fear	0.797
dreadfully	tmerrësisht	fear	0.796
arson	zjarrvënie e qëllimshme	fear	0.794
devastate	shkretoj	fear	0.792
tyrant	tiran	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	mbaroj	fear	0.784
feared	frikë	fear	0.782
maniac	maniak	fear	0.781
enslaved	i skllavëruar	fear	0.781
rampage	inat	fear	0.781
screaming	ulëritës	fear	0.781
venomous	i helmët	fear	0.781
warlike	luftarak	fear	0.781
lifeless	i pajetë	fear	0.781
bloody	i përgjakshëm	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	gjarpër	fear	0.776
epidemic	epidemi	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	prish	fear	0.766
shipwreck	anijembytje	fear	0.766
crisis	krizë	fear	0.766
criminal	penal	fear	0.766
invade	pushtoj	fear	0.766
riot	trazirë	fear	0.766
fearful	i frikshëm	fear	0.766
reprisal	masë ndëshkimore	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	pushtues	fear	0.766
dangerously	rrezikshme	fear	0.766
tumor	tumor	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	shkelje	fear	0.766
inferno	ferr	fear	0.766
leprosy	lebër	fear	0.766
jihad	xhihat	fear	0.766
scary	i tmerrshëm	fear	0.766
hazardous	i rrezikshëm	fear	0.766
detonate	shpërthej	fear	0.766
claustrophobic	claustrophobic	fear	0.765
hyperventilating	hyperventilating	fear	0.762
nightmares	këqija	fear	0.759
ghostly	shpirtëror	fear	0.754
destroyed	i shkatërruar	fear	0.754
anarchy	anarki	fear	0.750
panic	panik	fear	0.750
dreadful	i frikshëm	fear	0.750
riotous	i tërbuar	fear	0.750
dangerous	i rrezikshëm	fear	0.750
projectiles	predha	fear	0.750
strangle	mbyt	fear	0.750
hurricanes	uragane	fear	0.750
anarchist	anarkist	fear	0.750
mortuary	morg	fear	0.750
wrenching	wrenching	fear	0.750
destroyer	shkatërrues	fear	0.750
tyranny	tirani	fear	0.750
ptsd	PTSD	fear	0.750
hazard	rrezik	fear	0.750
tragedies	tragjedi	fear	0.750
slavery	skllavëri	fear	0.750
treacherous	i pabesë	fear	0.750
cholera	kolerë	fear	0.750
imprisonment	burgim	fear	0.750
agony	agoni	fear	0.750
obliteration	zhdukje	fear	0.750
accident	aksident	fear	0.750
fears	frika	fear	0.750
anaconda	Anaconda	fear	0.750
malignancy	keqdashje	fear	0.742
cannibal	kanibal	fear	0.740
bombard	bombardoj	fear	0.740
abominable	i neveritshëm	fear	0.738
bomber	aeroplan bombardues	fear	0.734
diseased	i sëmurë	fear	0.734
gun	armë	fear	0.734
shoot	gjuaj	fear	0.734
horrible	i tmerrshëm	fear	0.734
missile	raketë	fear	0.734
crash	përplasje	fear	0.734
beast	kafshë	fear	0.734
tyrannical	tiranik	fear	0.734
paralysis	paralizë	fear	0.734
devilish	djallëzor	fear	0.734
mutiny	kryengritje	fear	0.734
misery	mjerim	fear	0.734
shot	e shtënë	fear	0.734
depraved	i prishur	fear	0.734
gore	gjak i dredhur	fear	0.734
scared	i frikësuar	fear	0.734
cursed	i mallkuar	fear	0.734
threaten	kërcënoj	fear	0.734
tornado	tornado	fear	0.734
victimized	viktimizuar	fear	0.734
hostage	Peng	fear	0.734
melee	përleshje	fear	0.734
hyperventilate	shqetësoni	fear	0.734
malignant	i keq	fear	0.734
dictatorship	diktaturë	fear	0.734
mafia	mafia	fear	0.734
turmoil	trazire	fear	0.733
combat	betejë	fear	0.728
alligator	aligator	fear	0.727
ruin	shkatërrim	fear	0.725
shooter	revole	fear	0.722
contagious	ngjitës	fear	0.720
miscarriage	abort	fear	0.719
casualty	fatkeqësi	fear	0.719
fight	përleshje	fear	0.719
mortification	turp	fear	0.719
crime	krim	fear	0.719
struggle	luftë	fear	0.719
shock	goditje	fear	0.719
seizure	konfiskim	fear	0.719
lynch	vras	fear	0.719
starvation	ngordhje	fear	0.719
harm	dëm	fear	0.719
excruciating	torturues	fear	0.719
phobia	fobi	fear	0.719
desperation	dëshpërim	fear	0.719
devastating	shkatërrues	fear	0.719
emergency	urgjencë	fear	0.719
scream	piskat	fear	0.719
havoc	kërdi	fear	0.719
injured	i dëmtuar	fear	0.719
carnage	kërdi	fear	0.717
frantically	çmendurisht	fear	0.717
standoff	ngecje	fear	0.716
infestation	infektimi	fear	0.716
soscary	shume e frikshme	fear	0.712
panicking	panicking	fear	0.708
rupture	këputje	fear	0.706
frantic	i tërbuar	fear	0.705
horrid	i tmerrshëm	fear	0.705
aggressive	agresive	fear	0.703
anguish	ankth	fear	0.703
gash	plagë	fear	0.703
sos	NO TRANSLATION	fear	0.703
terminal	terminal	fear	0.703
diabolical	djallëzor	fear	0.703
sabotage	sabotim	fear	0.703
hatred	urrejtje	fear	0.703
hysterical	histerike	fear	0.703
psychosis	psikozë	fear	0.703
carcinoma	tumor kanzeroz	fear	0.703
schizophrenia	shizofreni	fear	0.703
agonizing	pikëllues	fear	0.703
wrecked	i mbytur	fear	0.703
infectious	infektues	fear	0.703
collapse	shembje	fear	0.703
grisly	i frikshëm	fear	0.703
prey	pre	fear	0.703
witchcraft	magji	fear	0.703
avalanche	ortek	fear	0.703
neurotic	nevrotik	fear	0.703
harrowing	pikëllues	fear	0.703
fugitive	i arratisur	fear	0.703
arsenic	arsenik	fear	0.703
assailant	sulmues	fear	0.703
vendetta	hakmarrje	fear	0.703
dreaded	dreaded	fear	0.703
upheaval	përmbysje	fear	0.703
armed	i armatosur	fear	0.703
cripple	sakat	fear	0.703
malevolent	keqdashës	fear	0.703
cobra	gjarpër me syze	fear	0.703
freaked	freaked	fear	0.703
burial	varrim	fear	0.703
deranged	i çmendur	fear	0.703
plague	murtajë	fear	0.703
forcibly	me forcë	fear	0.700
abduction	rrëmbim	fear	0.700
crocodile	krokodil	fear	0.700
offender	shkelës	fear	0.698
mayhem	sakatim	fear	0.690
alarm	alarm	fear	0.688
trepidation	ankth	fear	0.688
brawl	grindje	fear	0.688
beastly	i neveritshëm	fear	0.688
oppression	shtypje	fear	0.688
guerilla	guerilje	fear	0.688
socialanxiety	NO TRANSLATION	fear	0.688
hopeless	i pashpresë	fear	0.688
leukemia	leukimi	fear	0.688
agoraphobia	agoraphobia	fear	0.688
endanger	rrezikoj	fear	0.688
cadaver	kufomë	fear	0.688
hurt	i lënduar	fear	0.688
paranoid	paranojak	fear	0.688
disease	sëmundje	fear	0.688
contagion	sëmundje ngjitëse	fear	0.688
cyclone	ciklon	fear	0.688
blast	shpërthim	fear	0.688
hostile	armiqësor	fear	0.688
shrapnel	shrapnel	fear	0.688
rabid	i tërbuar	fear	0.688
wounding	plagosja	fear	0.688
ambush	pritë	fear	0.688
gory	i gjakosur	fear	0.688
radiation	rrezatim	fear	0.688
banish	largoj nga mendja	fear	0.688
anarchism	anarkizëm	fear	0.688
gallows	varje	fear	0.686
coffin	arkivol	fear	0.684
madness	çmenduri	fear	0.675
spook	hije	fear	0.673
fury	tërbim	fear	0.672
grim	i zymtë	fear	0.672
trembling	dridhje	fear	0.672
gang	bandë	fear	0.672
scarier	scarier	fear	0.672
viper	nëpërkë	fear	0.672
sinister	i keq	fear	0.672
victim	viktimë	fear	0.672
crushing	shkatërrimtar	fear	0.672
hurting	dëmton	fear	0.672
atrocity	mizori	fear	0.672
tarantula	merimangë e madhe	fear	0.672
nervouswreck	NO TRANSLATION	fear	0.672
vermin	parazitë	fear	0.672
thug	bandit	fear	0.672
stab	goditje me thikë	fear	0.672
awful	i tmerrshëm	fear	0.672
felon	kriminel	fear	0.672
militia	milici	fear	0.672
dungeon	birucë	fear	0.672
militants	militantët	fear	0.672
frankenstorm	NO TRANSLATION	fear	0.672
carcass	karabina	fear	0.672
freakedout	NO TRANSLATION	fear	0.672
combatant	luftëtar	fear	0.672
ghost	fantazmë	fear	0.672
fangs	fangs	fear	0.672
soscared	soscared	fear	0.672
shatter	thyej	fear	0.672
persecute	ndjek	fear	0.672
eruption	shpërthim	fear	0.672
mangle	sakatoj	fear	0.672
perishing	i tmerrshëm	fear	0.672
abuse	abuzim	fear	0.672
injury	plagosje	fear	0.672
menacing	menacing	fear	0.672
abhorrent	i pështirë	fear	0.672
menace	kërcënim	fear	0.672
revolver	revolver	fear	0.672
outbreak	shpërthim	fear	0.672
desolation	shkretim	fear	0.667
ferocious	i egër	fear	0.667
battered	goditet	fear	0.667
cutthroat	i pamëshirshëm	fear	0.664
pandemic	pandemike	fear	0.664
volcano	vullkan	fear	0.663
scares	frikëson	fear	0.660
cruelly	me egërsi	fear	0.658
ruthless	pamëshirshme	fear	0.656
endangered	rrezikuara	fear	0.656
neurosis	nevrozë	fear	0.656
dictator	diktator	fear	0.656
treason	tradhti	fear	0.656
armament	armatim	fear	0.656
traitor	tradhtar	fear	0.656
nefarious	i poshtër	fear	0.656
emetophobia	emetophobia	fear	0.656
crazed	i çmendur	fear	0.656
insane	i çmendur	fear	0.656
encroachment	cenim	fear	0.656
smash	thyhet	fear	0.656
radioactive	radioaktiv	fear	0.656
selfharm	NO TRANSLATION	fear	0.656
cruel	mizor	fear	0.656
spider	merimangë	fear	0.656
malicious	me qëllim të keq	fear	0.656
bully	detyroj	fear	0.656
blizzard	prapambetje	fear	0.656
oppressive	shtypës	fear	0.656
shitless	shitless	fear	0.656
revenge	hakmarrje	fear	0.656
lunatic	i çmendur	fear	0.656
typhoon	taifun	fear	0.656
stroke	goditje	fear	0.656
punishment	dënim	fear	0.656
tumult	zhurmë	fear	0.656
xenophobia	ksenofobi	fear	0.656
battlefield	fushë beteje	fear	0.656
purgatory	purgator	fear	0.656
despotic	despotik	fear	0.656
coma	komë	fear	0.656
debauchery	pirje	fear	0.656
alarming	alarmues	fear	0.656
fearfully	frikshëm	fear	0.656
distress	ankth	fear	0.656
projectile	predhë	fear	0.654
flog	shes	fear	0.653
bang	zhurmë	fear	0.652
ransom	shpërblesë	fear	0.644
criminality	kriminalitet	fear	0.642
quivering	dridhur	fear	0.641
dreading	druheni	fear	0.641
haunt	fanitet	fear	0.641
scoundrel	faqezi	fear	0.641
retaliation	shpagim	fear	0.641
vehement	i fortë	fear	0.641
demented	i çmendur	fear	0.641
raging	ndezur	fear	0.641
despair	dëshpërim	fear	0.641
punished	dënohet	fear	0.641
deteriorate	përkeqësohet	fear	0.641
conflict	konflikt	fear	0.641
aghast	i tmerruar	fear	0.641
demise	abdikim	fear	0.641
duress	detyrim	fear	0.641
wildfire	lëndë e djegshme	fear	0.641
raptors	Raptors	fear	0.641
tumour	tumor	fear	0.641
perturbation	turbullim	fear	0.641
rattlesnake	gjarpër me zile	fear	0.641
isolated	i izoluar	fear	0.641
targeted	në shënjestër	fear	0.641
warlock	magjistar	fear	0.641
intimidate	frikësoj	fear	0.641
hanging	në lartësi	fear	0.641
perilous	i rrezikshëm	fear	0.641
dastardly	i poshtër	fear	0.641
cantbreathe	NO TRANSLATION	fear	0.641
wreck	thyej	fear	0.641
hideous	i shëmtuar	fear	0.641
abortion	abort	fear	0.641
banshee	Banshee	fear	0.641
dementia	çmenduri	fear	0.641
antichrist	antikrishti	fear	0.641
injurious	dëmtues	fear	0.641
bestial	shtazarak	fear	0.639
serpent	gjarpër	fear	0.638
condemnation	dënim	fear	0.637
fire	zjarr	fear	0.636
corrosive	gërryes	fear	0.636
armaments	armatime	fear	0.636
exclusion	përjashtim	fear	0.636
nervousness	nervozizëm	fear	0.627
vampire	vampir	fear	0.625
incendiary	zjarrvënës	fear	0.625
incarceration	burgosje	fear	0.625
hurtful	lëndojnë	fear	0.625
pestilence	murtajë	fear	0.625
manic	maniak	fear	0.625
enemy	armik	fear	0.625
spiders	spiders	fear	0.625
malice	NO TRANSLATION	fear	0.625
revolting	i padurueshëm	fear	0.625
artillery	artilerie	fear	0.625
repression	shtypje	fear	0.625
combative	luftarak	fear	0.625
sickening	i pështirë	fear	0.625
turbulent	i trazuar	fear	0.625
thundering	gjëmues	fear	0.625
infection	infeksion	fear	0.625
smuggler	kontrabandist	fear	0.625
pneumonia	pneumoni	fear	0.625
stunned	habitur	fear	0.625
lunacy	çmenduri	fear	0.625
wracking	wracking	fear	0.625
ruinous	shkatërrues	fear	0.625
meltdown	Shkrirja	fear	0.625
disfigured	i shëmtuar	fear	0.625
prison	burg	fear	0.625
