word	Galician-gl	emotion	emotion-intensity-score
ihatespiders	NO TRANSLATION	fear	0.859
peril	perigo	fear	0.859
demonic	demoníaco	fear	0.859
bloodshed	derramamento de sangue	fear	0.859
annihilated	aniquilados	fear	0.859
attacking	atacando	fear	0.859
dread	temor	fear	0.859
slaughterhouse	matadoiro	fear	0.859
tragedy	traxedia	fear	0.859
guillotine	guillotina	fear	0.859
executioner	verdugo	fear	0.859
suffocating	asfixiante	fear	0.858
treachery	traizón	fear	0.856
fright	medo	fear	0.853
traumatic	traumático	fear	0.844
afraid	temer	fear	0.844
morgue	morgue	fear	0.844
drown	afogar	fear	0.844
destroying	destruíndo	fear	0.844
painful	Dolores	fear	0.844
frightened	asustado	fear	0.844
monster	monstro	fear	0.844
slayer	asasino	fear	0.844
abomination	abominación	fear	0.844
execution	execución	fear	0.844
scariest	máis asustado	fear	0.844
bombardment	bombardeo	fear	0.844
vengeance	vinganza	fear	0.844
panicked	en pánico	fear	0.844
frightening	asustado	fear	0.844
scare	asustar	fear	0.844
apocalypse	apocalipse	fear	0.844
petrified	petrificado	fear	0.844
death	morte	fear	0.843
chaos	caos	fear	0.839
ghastly	espantoso	fear	0.836
evil	mal	fear	0.833
gunmen	homes armados	fear	0.828
fear	medo	fear	0.828
doom	desgraza	fear	0.828
intruder	intruso	fear	0.828
cancer	cancro	fear	0.828
grenade	granada	fear	0.828
assassination	asasinato	fear	0.828
fatal	fatal	fear	0.828
nightmare	pesadelo	fear	0.828
explode	estoupar	fear	0.828
kidnapped	secuestrados	fear	0.828
eradication	erradicación	fear	0.828
hellish	infernal	fear	0.828
paralyze	paraliza	fear	0.828
trauma	trauma	fear	0.828
doomsday	día do xuízo final	fear	0.828
violently	violentamente	fear	0.828
manslaughter	homicidio	fear	0.828
devil	diaño	fear	0.828
frighten	asustar	fear	0.828
brutal	brutal	fear	0.828
morbidity	morbilidad	fear	0.820
crippling	paralizando	fear	0.817
savage	salvaxe	fear	0.814
crushed	esmagado	fear	0.812
violence	violencia	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	espantoso	fear	0.812
suffering	sufrimento	fear	0.812
shooting	tiro	fear	0.812
earthquake	terremoto	fear	0.812
destructive	destrutivo	fear	0.812
violent	violento	fear	0.812
poisonous	venenoso	fear	0.812
quake	terremoto	fear	0.812
damnation	condenación	fear	0.812
aggressor	agresor	fear	0.812
imprisoned	en prisión	fear	0.811
hurricane	furacán	fear	0.811
exterminate	exterminar	fear	0.810
fearing	temendo	fear	0.808
hemorrhage	hemorragia	fear	0.807
lethal	letal	fear	0.806
torment	tormento	fear	0.806
venom	veneno	fear	0.804
claustrophobia	claustrofobia	fear	0.803
danger	perigo	fear	0.802
snakes	serpes	fear	0.802
exorcism	exorcismo	fear	0.800
obliterated	borrado	fear	0.800
robbery	roubo	fear	0.800
terrifies	aterroriza	fear	0.798
cyanide	cianuro	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	crueldade	fear	0.797
monstrosity	monstruosidade	fear	0.797
attack	ataque	fear	0.797
extermination	exterminio	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	mortalidade	fear	0.797
destruction	destrución	fear	0.797
poison	veneno	fear	0.797
harmful	nocivo	fear	0.797
persecution	persecución	fear	0.797
bombers	bombardeiros	fear	0.797
incurable	incurable	fear	0.797
hysteria	histeria	fear	0.797
dreadfully	terriblemente	fear	0.796
arson	arson	fear	0.794
devastate	arrasar	fear	0.792
tyrant	tirano	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	perecer	fear	0.784
feared	temido	fear	0.782
maniac	maníaco	fear	0.781
enslaved	esclavizados	fear	0.781
rampage	rebeldía	fear	0.781
screaming	gritando	fear	0.781
venomous	veneno	fear	0.781
warlike	de guerra	fear	0.781
lifeless	sen vida	fear	0.781
bloody	sanguento	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	serpe	fear	0.776
epidemic	epidemia	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	borrar	fear	0.766
shipwreck	naufraxio	fear	0.766
crisis	crise	fear	0.766
criminal	criminal	fear	0.766
invade	invadir	fear	0.766
riot	motín	fear	0.766
fearful	temeroso	fear	0.766
reprisal	represalia	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	invasor	fear	0.766
dangerously	perigosamente	fear	0.766
tumor	tumor	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	violación	fear	0.766
inferno	inferno	fear	0.766
leprosy	lepra	fear	0.766
jihad	jihad	fear	0.766
scary	asustado	fear	0.766
hazardous	perigosa	fear	0.766
detonate	detonar	fear	0.766
claustrophobic	claustrofóbico	fear	0.765
hyperventilating	hiperventilación	fear	0.762
nightmares	pesadelos	fear	0.759
ghostly	fantasmal	fear	0.754
destroyed	destruído	fear	0.754
anarchy	anarquía	fear	0.750
panic	pánico	fear	0.750
dreadful	terrible	fear	0.750
riotous	riotosa	fear	0.750
dangerous	perigoso	fear	0.750
projectiles	proxectís	fear	0.750
strangle	estrangular	fear	0.750
hurricanes	furacáns	fear	0.750
anarchist	anarquista	fear	0.750
mortuary	mortuorio	fear	0.750
wrenching	empeorando	fear	0.750
destroyer	destructor	fear	0.750
tyranny	tiranía	fear	0.750
ptsd	ptsd	fear	0.750
hazard	perigo	fear	0.750
tragedies	traxedias	fear	0.750
slavery	escravitude	fear	0.750
treacherous	traizoeiro	fear	0.750
cholera	cólera	fear	0.750
imprisonment	prisión	fear	0.750
agony	agonía	fear	0.750
obliteration	obliteración	fear	0.750
accident	accidente	fear	0.750
fears	temores	fear	0.750
anaconda	anaconda	fear	0.750
malignancy	malignidade	fear	0.742
cannibal	caníbal	fear	0.740
bombard	bombard	fear	0.740
abominable	abominable	fear	0.738
bomber	bomber	fear	0.734
diseased	enfermo	fear	0.734
gun	arma	fear	0.734
shoot	disparar	fear	0.734
horrible	horrible	fear	0.734
missile	misil	fear	0.734
crash	falla	fear	0.734
beast	besta	fear	0.734
tyrannical	tiránico	fear	0.734
paralysis	parálise	fear	0.734
devilish	diabólico	fear	0.734
mutiny	motín	fear	0.734
misery	miseria	fear	0.734
shot	tiro	fear	0.734
depraved	depravado	fear	0.734
gore	gore	fear	0.734
scared	asustado	fear	0.734
cursed	maldito	fear	0.734
threaten	ameazan	fear	0.734
tornado	tornado	fear	0.734
victimized	vítima	fear	0.734
hostage	rehén	fear	0.734
melee	melee	fear	0.734
hyperventilate	hiperventilado	fear	0.734
malignant	maligno	fear	0.734
dictatorship	ditadura	fear	0.734
mafia	mafia	fear	0.734
turmoil	turbulencia	fear	0.733
combat	combate	fear	0.728
alligator	alligator	fear	0.727
ruin	ruína	fear	0.725
shooter	tirador	fear	0.722
contagious	contaxioso	fear	0.720
miscarriage	aborto involuntario	fear	0.719
casualty	baixa	fear	0.719
fight	loita	fear	0.719
mortification	mortificación	fear	0.719
crime	delito	fear	0.719
struggle	loita	fear	0.719
shock	choque	fear	0.719
seizure	aprehensión	fear	0.719
lynch	lynch	fear	0.719
starvation	fame	fear	0.719
harm	danos	fear	0.719
excruciating	excruciante	fear	0.719
phobia	fobia	fear	0.719
desperation	desesperación	fear	0.719
devastating	devastador	fear	0.719
emergency	emerxencia	fear	0.719
scream	gritar	fear	0.719
havoc	estragos	fear	0.719
injured	lesionado	fear	0.719
carnage	carnicería	fear	0.717
frantically	freneticamente	fear	0.717
standoff	estancamento	fear	0.716
infestation	infestación	fear	0.716
soscary	Soscary	fear	0.712
panicking	pánico	fear	0.708
rupture	ruptura	fear	0.706
frantic	frenético	fear	0.705
horrid	horrible	fear	0.705
aggressive	agresivo	fear	0.703
anguish	angustia	fear	0.703
gash	gash	fear	0.703
sos	NO TRANSLATION	fear	0.703
terminal	terminal	fear	0.703
diabolical	diabólico	fear	0.703
sabotage	sabotaxe	fear	0.703
hatred	odio	fear	0.703
hysterical	histérica	fear	0.703
psychosis	psicosis	fear	0.703
carcinoma	carcinoma	fear	0.703
schizophrenia	esquizofrenia	fear	0.703
agonizing	agonizante	fear	0.703
wrecked	destruído	fear	0.703
infectious	infecciosas	fear	0.703
collapse	colapso	fear	0.703
grisly	grismente	fear	0.703
prey	presa	fear	0.703
witchcraft	bruxería	fear	0.703
avalanche	avalancha	fear	0.703
neurotic	neurótico	fear	0.703
harrowing	angustiante	fear	0.703
fugitive	fugitivo	fear	0.703
arsenic	arsénico	fear	0.703
assailant	asaltante	fear	0.703
vendetta	vendetta	fear	0.703
dreaded	temido	fear	0.703
upheaval	trastorno	fear	0.703
armed	armado	fear	0.703
cripple	paralizar	fear	0.703
malevolent	malévolo	fear	0.703
cobra	cobra	fear	0.703
freaked	asustado	fear	0.703
burial	enterro	fear	0.703
deranged	deranged	fear	0.703
plague	peste	fear	0.703
forcibly	forza	fear	0.700
abduction	rapto	fear	0.700
crocodile	cocodrilo	fear	0.700
offender	infractor	fear	0.698
mayhem	caos	fear	0.690
alarm	alarma	fear	0.688
trepidation	trepidación	fear	0.688
brawl	pelexa	fear	0.688
beastly	beastly	fear	0.688
oppression	opresión	fear	0.688
guerilla	NO TRANSLATION	fear	0.688
socialanxiety	NO TRANSLATION	fear	0.688
hopeless	sen esperanza	fear	0.688
leukemia	leucemia	fear	0.688
agoraphobia	agorafobia	fear	0.688
endanger	poñer en perigo	fear	0.688
cadaver	Cadaver	fear	0.688
hurt	ferido	fear	0.688
paranoid	paranoico	fear	0.688
disease	enfermidade	fear	0.688
contagion	contaxio	fear	0.688
cyclone	ciclón	fear	0.688
blast	explosión	fear	0.688
hostile	hostil	fear	0.688
shrapnel	metralla	fear	0.688
rabid	rabioso	fear	0.688
wounding	ferindo	fear	0.688
ambush	emboscada	fear	0.688
gory	gory	fear	0.688
radiation	radiación	fear	0.688
banish	desterrar	fear	0.688
anarchism	anarquismo	fear	0.688
gallows	forca	fear	0.686
coffin	caixón	fear	0.684
madness	tolemia	fear	0.675
spook	espanto	fear	0.673
fury	furia	fear	0.672
grim	sombrío	fear	0.672
trembling	tremendo	fear	0.672
gang	banda	fear	0.672
scarier	máis asustado	fear	0.672
viper	viper	fear	0.672
sinister	siniestro	fear	0.672
victim	vítima	fear	0.672
crushing	esmagamento	fear	0.672
hurting	ferindo	fear	0.672
atrocity	atrocidade	fear	0.672
tarantula	Tarantula	fear	0.672
nervouswreck	NO TRANSLATION	fear	0.672
vermin	verme	fear	0.672
thug	matón	fear	0.672
stab	apuñalar	fear	0.672
awful	horrible	fear	0.672
felon	felon	fear	0.672
militia	milicia	fear	0.672
dungeon	mazmorra	fear	0.672
militants	militantes	fear	0.672
frankenstorm	NO TRANSLATION	fear	0.672
carcass	carcasa	fear	0.672
freakedout	NO TRANSLATION	fear	0.672
combatant	combatente	fear	0.672
ghost	pantasma	fear	0.672
fangs	colmillos	fear	0.672
soscared	exclamou	fear	0.672
shatter	romper	fear	0.672
persecute	perseguir	fear	0.672
eruption	erupción	fear	0.672
mangle	mangle	fear	0.672
perishing	perecer	fear	0.672
abuse	abuso	fear	0.672
injury	lesión	fear	0.672
menacing	amenazante	fear	0.672
abhorrent	abominable	fear	0.672
menace	ameaza	fear	0.672
revolver	revólver	fear	0.672
outbreak	brote	fear	0.672
desolation	desolación	fear	0.667
ferocious	feroz	fear	0.667
battered	maltratado	fear	0.667
cutthroat	cortadura	fear	0.664
pandemic	pandemia	fear	0.664
volcano	volcán	fear	0.663
scares	asusta	fear	0.660
cruelly	cruelmente	fear	0.658
ruthless	desapiadado	fear	0.656
endangered	en perigo de extinción	fear	0.656
neurosis	neurosis	fear	0.656
dictator	ditador	fear	0.656
treason	traizón	fear	0.656
armament	armamento	fear	0.656
traitor	traidor	fear	0.656
nefarious	nefasta	fear	0.656
emetophobia	emetofobia	fear	0.656
crazed	enojado	fear	0.656
insane	insano	fear	0.656
encroachment	invasión	fear	0.656
smash	esmagar	fear	0.656
radioactive	radioactivo	fear	0.656
selfharm	NO TRANSLATION	fear	0.656
cruel	cruel	fear	0.656
spider	araña	fear	0.656
malicious	malicioso	fear	0.656
bully	bully	fear	0.656
blizzard	ventisca	fear	0.656
oppressive	opresivo	fear	0.656
shitless	sen piedade	fear	0.656
revenge	vinganza	fear	0.656
lunatic	lunático	fear	0.656
typhoon	tifón	fear	0.656
stroke	accidente vascular cerebral	fear	0.656
punishment	castigo	fear	0.656
tumult	tumulto	fear	0.656
xenophobia	xenofobia	fear	0.656
battlefield	campo de batalla	fear	0.656
purgatory	purgatorio	fear	0.656
despotic	despótico	fear	0.656
coma	coma	fear	0.656
debauchery	despedida	fear	0.656
alarming	alarmante	fear	0.656
fearfully	temerosa	fear	0.656
distress	angustia	fear	0.656
projectile	proxectil	fear	0.654
flog	flog	fear	0.653
bang	bang	fear	0.652
ransom	Rescate	fear	0.644
criminality	criminalidade	fear	0.642
quivering	tremor	fear	0.641
dreading	temor	fear	0.641
haunt	asombrar	fear	0.641
scoundrel	canalla	fear	0.641
retaliation	represalias	fear	0.641
vehement	vehemento	fear	0.641
demented	demented	fear	0.641
raging	furor	fear	0.641
despair	desesperación	fear	0.641
punished	castigado	fear	0.641
deteriorate	deteriorar	fear	0.641
conflict	conflito	fear	0.641
aghast	aghast	fear	0.641
demise	desaparición	fear	0.641
duress	durmir	fear	0.641
wildfire	incendio forestal	fear	0.641
raptors	aves rapaces	fear	0.641
tumour	tumor	fear	0.641
perturbation	perturbación	fear	0.641
rattlesnake	serpida de cascada	fear	0.641
isolated	aislado	fear	0.641
targeted	orientado	fear	0.641
warlock	bruxo	fear	0.641
intimidate	intimidar	fear	0.641
hanging	colgado	fear	0.641
perilous	perigoso	fear	0.641
dastardly	dastardly	fear	0.641
cantbreathe	NO TRANSLATION	fear	0.641
wreck	naufraxio	fear	0.641
hideous	horrible	fear	0.641
abortion	aborto	fear	0.641
banshee	banshee	fear	0.641
dementia	demencia	fear	0.641
antichrist	anticristo	fear	0.641
injurious	dañosa	fear	0.641
bestial	bestial	fear	0.639
serpent	serpe	fear	0.638
condemnation	condena	fear	0.637
fire	lume	fear	0.636
corrosive	corrosivo	fear	0.636
armaments	armamentos	fear	0.636
exclusion	exclusión	fear	0.636
nervousness	nerviosismo	fear	0.627
vampire	vampiro	fear	0.625
incendiary	incendiario	fear	0.625
incarceration	encarceramento	fear	0.625
hurtful	ferido	fear	0.625
pestilence	peste	fear	0.625
manic	maníaco	fear	0.625
enemy	inimigo	fear	0.625
spiders	arañas	fear	0.625
malice	NO TRANSLATION	fear	0.625
revolting	revoltando	fear	0.625
artillery	artillería	fear	0.625
repression	represión	fear	0.625
combative	combativo	fear	0.625
sickening	enfermo	fear	0.625
turbulent	turbulento	fear	0.625
thundering	trono	fear	0.625
infection	infección	fear	0.625
smuggler	contrabandista	fear	0.625
pneumonia	pneumonía	fear	0.625
stunned	sorprendido	fear	0.625
lunacy	asfixia	fear	0.625
wracking	arruinando	fear	0.625
ruinous	ruinoso	fear	0.625
meltdown	fusión	fear	0.625
disfigured	desfigurado	fear	0.625
prison	prisión	fear	0.625
sarcoma	sarcoma	fear	0.625
irreparable	irreparable	fear	0.625
wicked	malvada	fear	0.625
mercenary	mercenario	fear	0.625
vengeful	vingativo	fear	0.625
madman	tolo	fear	0.625
injure	ferir	fear	0.625
daemon	demonio	fear	0.625
landslide	deslizamento de terra	fear	0.625
virulence	virulencia	fear	0.625
inhuman	inhumanos	fear	0.625
seize	apoderarse	fear	0.625
ill	mal	fear	0.621
barbarian	bárbaro	fear	0.620
battled	batallou	fear	0.615
plummet	caer en picado	fear	0.613
blackmail	chantaxe	fear	0.612
darkened	ensombrecido	fear	0.610
hangman	colgado	fear	0.610
contaminated	contaminado	fear	0.610
malaria	malaria	fear	0.609
rob	roubar	fear	0.609
merciless	sen piedade	fear	0.609
disintegrate	desintegrarse	fear	0.609
infanticide	infanticidio	fear	0.609
illness	doenza	fear	0.609
shackle	grillete	fear	0.609
bleeding	hemorragia	fear	0.609
homeless	sen teito	fear	0.609
dagger	daga	fear	0.609
aggression	agresión	fear	0.609
abandonment	abandono	fear	0.609
alienation	alienación	fear	0.609
prosecute	procesar	fear	0.609
interrogation	interrogatorio	fear	0.609
insurmountable	insuperable	fear	0.609
oblivion	o esquecemento	fear	0.609
scourge	flaxelo	fear	0.609
beating	batendo	fear	0.609
oppressor	opresor	fear	0.609
ogre	ogro	fear	0.609
butcher	carniceiro	fear	0.609
wrath	ira	fear	0.609
injuring	ferindo	fear	0.609
despotism	despotismo	fear	0.609
sufferer	sofredor	fear	0.609
injection	inxección	fear	0.609
deplorable	deplorable	fear	0.609
conflagration	conflagración	fear	0.609
threat	ameaza	fear	0.604
raid	incursión	fear	0.600
firearms	armas de fogo	fear	0.600
nerves	nervios	fear	0.600
eviction	despexo	fear	0.596
villain	villano	fear	0.595
omen	presaxio	fear	0.594
possessed	posuído	fear	0.594
villainous	villano	fear	0.594
cardiomyopathy	miocardiopatía	fear	0.594
flee	fuxir	fear	0.594
pain	dor	fear	0.594
restrained	restrinxido	fear	0.594
haze	néboa	fear	0.594
pounding	batendo	fear	0.594
masochism	masoquismo	fear	0.594
shelling	bombardeo	fear	0.594
convict	convicto	fear	0.594
casket	caixón	fear	0.594
burglar	ladrón	fear	0.594
foe	inimigo	fear	0.594
terrible	terrible	fear	0.594
lightning	raio	fear	0.594
fraught	cheo	fear	0.594
rot	podremia	fear	0.594
anxiety	ansiedade	fear	0.594
dragon	dragón	fear	0.594
accursed	maldito	fear	0.594
tribulation	tribulación	fear	0.594
goblin	goblin	fear	0.594
infidel	infiel	fear	0.594
sepsis	sepsis	fear	0.594
paranoia	paranoia	fear	0.594
euthanasia	eutanasia	fear	0.594
ominous	ominoso	fear	0.594
hypertrophy	hipertrofia	fear	0.594
deceit	engano	fear	0.594
tremor	tremor	fear	0.594
belligerent	belixerante	fear	0.594
torrent	torrent	fear	0.594
sickness	enfermidade	fear	0.594
wounded	feridos	fear	0.592
elimination	eliminación	fear	0.588
lava	lava	fear	0.588
spank	spank	fear	0.587
hostilities	hostilidades	fear	0.586
dismal	triste	fear	0.584
blockade	bloqueo	fear	0.582
punch	golpe	fear	0.580
demoralized	desmoralizado	fear	0.578
coward	cobarde	fear	0.578
sostressed	NO TRANSLATION	fear	0.578
forbidding	prohibición	fear	0.578
shady	sombreado	fear	0.578
dispossessed	desposeído	fear	0.578
clashing	choque	fear	0.578
stealing	roubar	fear	0.578
parasite	parasito	fear	0.578
volatility	volatilidade	fear	0.578
deprivation	privación	fear	0.578
apprehensive	aprensivo	fear	0.578
eatingdisorders	NO TRANSLATION	fear	0.578
shudder	estremecerse	fear	0.578
loss	perda	fear	0.578
tumultuous	tumultuoso	fear	0.578
assail	asaltar	fear	0.578
grizzly	grisáceo	fear	0.578
worry	preocupación	fear	0.578
hateful	odioso	fear	0.578
confined	confinado	fear	0.578
evacuate	evacuar	fear	0.578
quarantine	corentena	fear	0.578
dire	NO TRANSLATION	fear	0.578
jeopardy	perigo	fear	0.578
failure	falla	fear	0.578
bacteria	bacterias	fear	0.578
pained	dolorido	fear	0.578
curse	maldición	fear	0.578
abyss	abismo	fear	0.578
haunted	asombrado	fear	0.578
surgery	Cirurxía	fear	0.578
jail	prisión	fear	0.578
desecration	profanación	fear	0.578
infliction	infliction	fear	0.578
cringe	cringe	fear	0.578
angina	angina	fear	0.578
mob	mob	fear	0.577
perdition	perdición	fear	0.577
comatose	comatose	fear	0.575
unholy	impíos	fear	0.575
toxin	toxina	fear	0.575
pillage	pillaje	fear	0.574
incest	incesto	fear	0.571
wound	ferida	fear	0.571
forced	forzado	fear	0.569
cowardice	cobardía	fear	0.567
crypt	cripta	fear	0.566
domination	dominación	fear	0.566
witch	bruxa	fear	0.565
smuggle	contrabando	fear	0.565
martyrdom	martirio	fear	0.562
martyr	mártir	fear	0.562
impending	inminente	fear	0.562
turbulence	turbulencia	fear	0.562
risk	risco	fear	0.562
polio	polio	fear	0.562
prisoner	preso	fear	0.562
ulcer	úlcera	fear	0.562
worries	preocupacións	fear	0.562
powerless	impotente	fear	0.562
overpowering	atropelado	fear	0.562
mange	NO TRANSLATION	fear	0.562
corrupting	corromper	fear	0.562
confine	confinar	fear	0.562
appalling	aterrador	fear	0.562
eeek	NO TRANSLATION	fear	0.562
distressing	angustiante	fear	0.562
deterioration	deterioración	fear	0.562
