word	Persian-fa	emotion	emotion-intensity-score
savagery	وحشیگری	fear	0.875
rape	تجاوز به عنف	fear	0.870
hell	جهنم	fear	0.860
anthrax	سم زدایی	fear	0.859
explosive	انفجاری	fear	0.859
warfare	جنگ	fear	0.859
paralyzed	فلج شده	fear	0.859
molestation	مزمن	fear	0.859
homicide	قتل	fear	0.859
barbaric	وحشیانه	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	خطرات	fear	0.859
demonic	شیطانی	fear	0.859
bloodshed	خونریزی	fear	0.859
annihilated	نابود شد	fear	0.859
attacking	هجوم بردن	fear	0.859
dread	وحشت	fear	0.859
slaughterhouse	کشتارگاه	fear	0.859
tragedy	تراژدی	fear	0.859
guillotine	گیوتین	fear	0.859
executioner	اعدام	fear	0.859
suffocating	خفه کننده	fear	0.858
treachery	خیانت	fear	0.856
fright	ترس	fear	0.853
traumatic	پس از سانحه	fear	0.844
afraid	ترسیدن	fear	0.844
morgue	مرگی	fear	0.844
drown	غرق شدن	fear	0.844
destroying	از بین بردن	fear	0.844
painful	دردناک	fear	0.844
frightened	وحشت زده	fear	0.844
monster	هیولا	fear	0.844
slayer	قاتل	fear	0.844
abomination	بی حوصلگی	fear	0.844
execution	اجرا	fear	0.844
scariest	ترسناک	fear	0.844
bombardment	بمباران	fear	0.844
vengeance	انتقام	fear	0.844
panicked	ترسناک	fear	0.844
frightening	ترسناک	fear	0.844
scare	ترساندن	fear	0.844
apocalypse	آخر الزمان	fear	0.844
petrified	سنگ فرش	fear	0.844
death	مرگ	fear	0.843
chaos	آشوب	fear	0.839
ghastly	شگفت انگیز	fear	0.836
evil	بد	fear	0.833
gunmen	مردان مسلح	fear	0.828
fear	ترس	fear	0.828
doom	عذاب	fear	0.828
intruder	مزاحم	fear	0.828
cancer	سرطان	fear	0.828
grenade	نارنجک	fear	0.828
assassination	ترور	fear	0.828
fatal	کشنده	fear	0.828
nightmare	کابوس	fear	0.828
explode	منفجر شود	fear	0.828
kidnapped	ربوده شده	fear	0.828
eradication	قلع و قمع	fear	0.828
hellish	جهنم	fear	0.828
paralyze	فلج کردن	fear	0.828
trauma	تروما	fear	0.828
doomsday	روز قیامت	fear	0.828
violently	خشونت آمیز	fear	0.828
manslaughter	قتل عام	fear	0.828
devil	شیطان	fear	0.828
frighten	ترساندن	fear	0.828
brutal	وحشیانه	fear	0.828
morbidity	عوارض جانبی	fear	0.820
crippling	فلج	fear	0.817
savage	وحشی	fear	0.814
crushed	خرد شده	fear	0.812
violence	خشونت	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	ترسناک	fear	0.812
suffering	رنج کشیدن	fear	0.812
shooting	تیراندازی کردن	fear	0.812
earthquake	زمين لرزه	fear	0.812
destructive	مخرب	fear	0.812
violent	خشن	fear	0.812
poisonous	سمی	fear	0.812
quake	زمین لرزه	fear	0.812
damnation	لعنت	fear	0.812
aggressor	متجاوز	fear	0.812
imprisoned	زندانی	fear	0.811
hurricane	طوفان	fear	0.811
exterminate	نابود کردن	fear	0.810
fearing	ترسیدن	fear	0.808
hemorrhage	خونریزی	fear	0.807
lethal	مرگبار	fear	0.806
torment	عذاب	fear	0.806
venom	سم	fear	0.804
claustrophobia	مشکوک	fear	0.803
danger	خطر	fear	0.802
snakes	مارها	fear	0.802
exorcism	بی رحمانه	fear	0.800
obliterated	نابود شد	fear	0.800
robbery	سرقت	fear	0.800
terrifies	وحشتزده	fear	0.798
cyanide	سیانید	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	ظلم	fear	0.797
monstrosity	هیولا	fear	0.797
attack	حمله	fear	0.797
extermination	نابودی	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	مرگ و میر	fear	0.797
destruction	تخریب	fear	0.797
poison	سم	fear	0.797
harmful	زیان آور	fear	0.797
persecution	آزار و اذیت	fear	0.797
bombers	بمب افکن ها	fear	0.797
incurable	ناخوشایند	fear	0.797
hysteria	هیستری	fear	0.797
dreadfully	ترسناک	fear	0.796
arson	آتش سوزی	fear	0.794
devastate	خرابکاری	fear	0.792
tyrant	ستمگر	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	از بین بردن	fear	0.784
feared	ترسید	fear	0.782
maniac	دیوانه وار	fear	0.781
enslaved	بردگی	fear	0.781
rampage	لرزیدن	fear	0.781
screaming	جیغ زدن	fear	0.781
venomous	سمی	fear	0.781
warlike	جنگی	fear	0.781
lifeless	بی حوصله	fear	0.781
bloody	خون آشام	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	مار	fear	0.776
epidemic	بیماری همه گیر	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	از بین بردن	fear	0.766
shipwreck	غرق کشتی	fear	0.766
crisis	بحران	fear	0.766
criminal	جنایی	fear	0.766
invade	حمله کردن	fear	0.766
riot	شورش	fear	0.766
fearful	ترسناک	fear	0.766
reprisal	انتقام	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	مهاجم	fear	0.766
dangerously	خطرناک	fear	0.766
tumor	تومور	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	نقض	fear	0.766
inferno	انفرادی	fear	0.766
leprosy	پرخاشگر	fear	0.766
jihad	جهاد	fear	0.766
scary	ترسناک	fear	0.766
hazardous	خطرناک	fear	0.766
detonate	منفجر شدن	fear	0.766
claustrophobic	انفجاری	fear	0.765
hyperventilating	hyperventilating	fear	0.762
nightmares	کابوس ها	fear	0.759
ghostly	ارواح	fear	0.754
destroyed	نابود	fear	0.754
anarchy	هرج و مرج	fear	0.750
panic	وحشت	fear	0.750
dreadful	وحشتناک	fear	0.750
riotous	آشفتگی	fear	0.750
dangerous	خطرناک	fear	0.750
projectiles	پرتابه ها	fear	0.750
strangle	خفه شدن	fear	0.750
hurricanes	طوفان ها	fear	0.750
anarchist	هرج و مرج طلب	fear	0.750
mortuary	مهمانی	fear	0.750
wrenching	آزار دهنده	fear	0.750
destroyer	نابودگر	fear	0.750
tyranny	استبداد	fear	0.750
ptsd	ptsd	fear	0.750
hazard	خطر	fear	0.750
tragedies	تراژدی	fear	0.750
slavery	بردگی	fear	0.750
treacherous	خائنانه	fear	0.750
cholera	وبا	fear	0.750
imprisonment	زندان	fear	0.750
agony	آکنه	fear	0.750
obliteration	از بین بردن	fear	0.750
accident	تصادف	fear	0.750
fears	ترس	fear	0.750
anaconda	anaconda	fear	0.750
malignancy	بدخیمی	fear	0.742
cannibal	کینیبال	fear	0.740
bombard	بمبارد	fear	0.740
abominable	منحرف	fear	0.738
bomber	بمب افکن	fear	0.734
diseased	بیمار	fear	0.734
gun	اسلحه	fear	0.734
shoot	شلیک	fear	0.734
horrible	ناگوار	fear	0.734
missile	موشک	fear	0.734
crash	تصادف در	fear	0.734
beast	حیوانات	fear	0.734
tyrannical	استبدادی	fear	0.734
paralysis	فلج	fear	0.734
devilish	اهریمنی	fear	0.734
mutiny	سوگواری	fear	0.734
misery	بدبختی	fear	0.734
shot	شات	fear	0.734
depraved	فریب خورده	fear	0.734
gore	گور	fear	0.734
scared	ترسیده	fear	0.734
cursed	لعنتی	fear	0.734
threaten	تهدید کن	fear	0.734
tornado	گردباد	fear	0.734
victimized	قربانی	fear	0.734
hostage	گروگان	fear	0.734
melee	غوغا	fear	0.734
hyperventilate	hyperventilate	fear	0.734
malignant	بدخیم	fear	0.734
dictatorship	دیکتاتوری	fear	0.734
mafia	مافیای	fear	0.734
turmoil	آشفتگی	fear	0.733
combat	مبارزه کن	fear	0.728
alligator	تمساح	fear	0.727
ruin	خراب کردن	fear	0.725
shooter	تیرانداز	fear	0.722
contagious	مسری	fear	0.720
miscarriage	سقط جنین	fear	0.719
casualty	سانحه، کشته	fear	0.719
fight	مبارزه کردن	fear	0.719
mortification	مرطوب کردن	fear	0.719
crime	جرم	fear	0.719
struggle	تقلا	fear	0.719
shock	شوکه شدن	fear	0.719
seizure	تصرف	fear	0.719
lynch	لینچ	fear	0.719
starvation	گرسنگی	fear	0.719
harm	صدمه	fear	0.719
excruciating	تعجب آور است	fear	0.719
phobia	فوبیا	fear	0.719
desperation	ناامیدی	fear	0.719
devastating	ویرانگر	fear	0.719
emergency	اضطراری	fear	0.719
scream	فریاد زدن	fear	0.719
havoc	ویران کردن	fear	0.719
injured	مجروح	fear	0.719
carnage	قتل عام	fear	0.717
frantically	فریبنده	fear	0.717
standoff	سرنوشت	fear	0.716
infestation	آلودگی	fear	0.716
soscary	خیلی ترسناک	fear	0.712
panicking	ترساندن	fear	0.708
rupture	پارگی	fear	0.706
frantic	از کوره در رفته	fear	0.705
horrid	ترسناک	fear	0.705
aggressive	خشونت آمیز	fear	0.703
anguish	غم و اندوه	fear	0.703
gash	گشا	fear	0.703
sos	NO TRANSLATION	fear	0.703
terminal	پایانه	fear	0.703
diabolical	شیطانی	fear	0.703
sabotage	خرابکاری	fear	0.703
hatred	نفرت	fear	0.703
hysterical	هیستریک	fear	0.703
psychosis	روانپریشی	fear	0.703
carcinoma	کارسینوما	fear	0.703
schizophrenia	جنون جوانی	fear	0.703
agonizing	تکان دهنده	fear	0.703
wrecked	خراب شده	fear	0.703
infectious	عفونی	fear	0.703
collapse	سقوط - فروپاشی	fear	0.703
grisly	ترسناک	fear	0.703
prey	طعمه	fear	0.703
witchcraft	جادوگری	fear	0.703
avalanche	بهمن	fear	0.703
neurotic	روانپزشکی	fear	0.703
harrowing	مزاحم	fear	0.703
fugitive	فراری	fear	0.703
arsenic	آرسنیک	fear	0.703
assailant	مهاجم	fear	0.703
vendetta	vendetta	fear	0.703
dreaded	تهمت زد	fear	0.703
upheaval	تعجب	fear	0.703
armed	مسلح	fear	0.703
cripple	فلج کردن	fear	0.703
malevolent	خشونت آمیز	fear	0.703
cobra	کبرا	fear	0.703
freaked	دمدمی مزاجی	fear	0.703
burial	خاکسپاری	fear	0.703
deranged	متناقض	fear	0.703
plague	طاعون	fear	0.703
forcibly	اجباری	fear	0.700
abduction	آدم ربایی	fear	0.700
crocodile	تمساح	fear	0.700
offender	مجرم	fear	0.698
mayhem	ضرب وشتم	fear	0.690
alarm	زنگ خطر	fear	0.688
trepidation	هیجان	fear	0.688
brawl	نزاع	fear	0.688
beastly	خنده دار	fear	0.688
oppression	ظلم و ستم	fear	0.688
guerilla	NO TRANSLATION	fear	0.688
socialanxiety	NO TRANSLATION	fear	0.688
hopeless	نومید	fear	0.688
leukemia	لوسمی	fear	0.688
agoraphobia	agoraphobia	fear	0.688
endanger	خطرناک است	fear	0.688
cadaver	جسد	fear	0.688
hurt	صدمه	fear	0.688
paranoid	پارانوئید	fear	0.688
disease	مرض	fear	0.688
contagion	مسمومیت	fear	0.688
cyclone	سیکلون	fear	0.688
blast	انفجار	fear	0.688
hostile	خصومت آمیز	fear	0.688
shrapnel	تکه تکه	fear	0.688
rabid	مضطرب	fear	0.688
wounding	زخمی	fear	0.688
ambush	کمین	fear	0.688
gory	خب	fear	0.688
radiation	تابش	fear	0.688
banish	تبعید کردن	fear	0.688
anarchism	آنارشیسم	fear	0.688
gallows	سرزنش	fear	0.686
coffin	تابوت	fear	0.684
madness	جنون	fear	0.675
spook	spook	fear	0.673
fury	خشم	fear	0.672
grim	ترسناک	fear	0.672
trembling	لرزش	fear	0.672
gang	باند	fear	0.672
scarier	ترسناکتر	fear	0.672
viper	ادم خائن و بدنهاد	fear	0.672
sinister	شیطانی	fear	0.672
victim	قربانی	fear	0.672
crushing	خرد کردن	fear	0.672
hurting	صدمه زدن	fear	0.672
atrocity	خشونت	fear	0.672
tarantula	تارانتولا	fear	0.672
nervouswreck	NO TRANSLATION	fear	0.672
vermin	خرگوش	fear	0.672
thug	دزد	fear	0.672
stab	خم شدن	fear	0.672
awful	خیلی بد و ناخوشایند	fear	0.672
felon	جنایتکار	fear	0.672
militia	شبه نظامی	fear	0.672
dungeon	سیاه چال	fear	0.672
militants	ستیزه جویان	fear	0.672
frankenstorm	NO TRANSLATION	fear	0.672
carcass	لاشه	fear	0.672
freakedout	NO TRANSLATION	fear	0.672
combatant	رزمندگان	fear	0.672
ghost	شبح	fear	0.672
fangs	دندان های نیش	fear	0.672
soscared	خیلی ترسیده	fear	0.672
shatter	تکان دادن	fear	0.672
persecute	آزار و اذیت	fear	0.672
eruption	فوران	fear	0.672
mangle	لگد زدن	fear	0.672
perishing	از بین می رود	fear	0.672
abuse	سو استفاده کردن	fear	0.672
injury	صدمه	fear	0.672
menacing	تهدید	fear	0.672
abhorrent	غم انگیز	fear	0.672
menace	تهدید	fear	0.672
revolver	تیرانداز	fear	0.672
outbreak	شیوع	fear	0.672
desolation	تخریب	fear	0.667
ferocious	وحشی	fear	0.667
battered	ضرب و شتم	fear	0.667
cutthroat	سرخ شدن	fear	0.664
pandemic	پاندمی	fear	0.664
volcano	آتشفشان	fear	0.663
scares	ترسناک	fear	0.660
cruelly	بی رحمانه	fear	0.658
ruthless	بی رحم	fear	0.656
endangered	در معرض خطر	fear	0.656
neurosis	نوروزی	fear	0.656
dictator	دیکتاتور	fear	0.656
treason	خیانت	fear	0.656
armament	تسلیحات	fear	0.656
traitor	خائن	fear	0.656
nefarious	نابکار	fear	0.656
emetophobia	بیهوشی	fear	0.656
crazed	دیوانه شده	fear	0.656
insane	دیوانه	fear	0.656
encroachment	تجاوز	fear	0.656
smash	درهم کوبیدن	fear	0.656
radioactive	رادیو اکتیو	fear	0.656
selfharm	NO TRANSLATION	fear	0.656
cruel	ظالمانه	fear	0.656
spider	عنکبوت	fear	0.656
malicious	مخرب	fear	0.656
bully	گردن کلفت	fear	0.656
blizzard	کولاک	fear	0.656
oppressive	سرکوبگر	fear	0.656
shitless	بی شرمانه	fear	0.656
revenge	انتقام گرفتن	fear	0.656
lunatic	دیوانه	fear	0.656
typhoon	تافون	fear	0.656
stroke	سکته مغزی	fear	0.656
punishment	مجازات	fear	0.656
tumult	تکان خوردن	fear	0.656
xenophobia	بیگانه بودن	fear	0.656
battlefield	میدان جنگ	fear	0.656
purgatory	برزخ	fear	0.656
despotic	مستبد	fear	0.656
coma	کاما	fear	0.656
debauchery	اشتباه	fear	0.656
alarming	هشدار دهنده	fear	0.656
fearfully	ترسناک	fear	0.656
distress	پریشانی	fear	0.656
projectile	پرتابه	fear	0.654
flog	افتادن	fear	0.653
bang	انفجار	fear	0.652
ransom	فدیه	fear	0.644
criminality	جرم و جنایت	fear	0.642
quivering	لرزش	fear	0.641
dreading	ترسناک	fear	0.641
haunt	پیروز باشید	fear	0.641
scoundrel	ناخودآگاه	fear	0.641
retaliation	انتقام	fear	0.641
vehement	شگفت انگیز	fear	0.641
demented	دمدمی	fear	0.641
raging	مهاجم	fear	0.641
despair	ناامیدی	fear	0.641
punished	مجازات	fear	0.641
deteriorate	بدتر می شود	fear	0.641
conflict	درگیری	fear	0.641
aghast	آهسته	fear	0.641
demise	سقوط	fear	0.641
duress	فشار دادن	fear	0.641
wildfire	آتش سوزی	fear	0.641
raptors	رپتورها	fear	0.641
tumour	تومور	fear	0.641
perturbation	آشفتگی	fear	0.641
rattlesnake	خنده دار	fear	0.641
isolated	جدا شده	fear	0.641
targeted	هدفمند	fear	0.641
warlock	کلاه قرمزی	fear	0.641
intimidate	ترساندن	fear	0.641
hanging	حلق آویز	fear	0.641
perilous	خطرناک	fear	0.641
dastardly	بدبختی	fear	0.641
cantbreathe	NO TRANSLATION	fear	0.641
wreck	خراب کردن	fear	0.641
hideous	مخوف	fear	0.641
abortion	سقط جنین	fear	0.641
banshee	banshee	fear	0.641
dementia	زوال عقل	fear	0.641
antichrist	ضد مسیح	fear	0.641
injurious	زیان آور	fear	0.641
bestial	جانوری	fear	0.639
serpent	مار	fear	0.638
condemnation	محکومیت	fear	0.637
fire	آتش	fear	0.636
corrosive	خوردگی	fear	0.636
armaments	اسلحه	fear	0.636
exclusion	خروج	fear	0.636
nervousness	عصبی بودن	fear	0.627
vampire	خون آشام	fear	0.625
incendiary	آتش زدن	fear	0.625
incarceration	زندان	fear	0.625
hurtful	مضطرب	fear	0.625
pestilence	مورچه	fear	0.625
manic	مانیک	fear	0.625
enemy	دشمن	fear	0.625
spiders	عنکبوت	fear	0.625
malice	NO TRANSLATION	fear	0.625
revolting	شورش	fear	0.625
artillery	توپخانه	fear	0.625
repression	سرکوب	fear	0.625
combative	مبارز	fear	0.625
sickening	بدبختی	fear	0.625
turbulent	آشفته	fear	0.625
thundering	رعد و برق	fear	0.625
infection	عفونت	fear	0.625
smuggler	قاچاقچی	fear	0.625
pneumonia	ذات الریه	fear	0.625
stunned	خسته شدم	fear	0.625
lunacy	گناه	fear	0.625
wracking	چرت زدن	fear	0.625
ruinous	ویرانگر	fear	0.625
meltdown	سقوط	fear	0.625
disfigured	خراب شده	fear	0.625
prison	زندان	fear	0.625
sarcoma	سارکوم	fear	0.625
irreparable	جبران ناپذیر	fear	0.625
wicked	شرور	fear	0.625
mercenary	مزدور	fear	0.625
vengeful	انتقام	fear	0.625
madman	دیوانه	fear	0.625
injure	صدمه زدن	fear	0.625
daemon	دلم	fear	0.625
landslide	رانش زمین	fear	0.625
virulence	سرگیجه	fear	0.625
inhuman	غیر انسانی	fear	0.625
seize	تصاحب کردن	fear	0.625
ill	بیمار	fear	0.621
barbarian	وحشی	fear	0.620
battled	جنگید	fear	0.615
plummet	افتادن	fear	0.613
blackmail	چنگ زدن	fear	0.612
darkened	تاریک	fear	0.610
hangman	قاتل	fear	0.610
contaminated	آلوده	fear	0.610
malaria	مالاریا	fear	0.609
rob	غارت	fear	0.609
merciless	بی رحم	fear	0.609
disintegrate	تجزیه	fear	0.609
infanticide	بچه گانه	fear	0.609
illness	بیماری	fear	0.609
shackle	زدن	fear	0.609
bleeding	خون ریزی	fear	0.609
homeless	بی خانمان	fear	0.609
dagger	خنجر	fear	0.609
aggression	تجاوز	fear	0.609
abandonment	رها کردن	fear	0.609
alienation	بیگانگی	fear	0.609
prosecute	پیگرد قانونی	fear	0.609
interrogation	بازجویی	fear	0.609
insurmountable	غیر قابل تحمل	fear	0.609
