word	Maltese-mt	emotion	emotion-intensity-score
nasty	diżgustanti	disgust	0.703
slimy	irqaq	disgust	0.703
despotism	despotiżmu	disgust	0.703
nauseate	nauseate	disgust	0.703
secretion	sekrezzjoni	disgust	0.703
constipation	stitikezza	disgust	0.703
hateful	mibegħda	disgust	0.703
grime	grime	disgust	0.703
measles	ħosba	disgust	0.696
contagious	kontaġjuż	disgust	0.695
hellish	hellish	disgust	0.695
waste	skart	disgust	0.695
suicidal	suwiċidju	disgust	0.695
abuse	abbuż	disgust	0.695
hate	mibegħda	disgust	0.695
wretch	wretch	disgust	0.695
intestinal	intestinali	disgust	0.695
wart	felul	disgust	0.695
obesity	obeżità	disgust	0.695
scum	scum	disgust	0.695
contaminated	kontaminat	disgust	0.688
disease	marda	disgust	0.688
rabid	rabid	disgust	0.688
ooze	ooze	disgust	0.688
treason	tradiment	disgust	0.688
heartworm	qalb	disgust	0.688
smut	smut	disgust	0.688
cholera	kolera	disgust	0.680
deformed	deformat	disgust	0.680
detest	detest	disgust	0.680
bestial	bestial	disgust	0.680
sickness	mard	disgust	0.680
antichrist	antichrist	disgust	0.680
abhorrent	abhorrent	disgust	0.680
soulless	bla qalbek	disgust	0.680
freakish	freakish	disgust	0.680
grimy	grimy	disgust	0.680
hatred	mibegħda	disgust	0.680
pollution	tniġġis	disgust	0.680
germ	raħs	disgust	0.680
abominate	abominate	disgust	0.680
hell	infern	disgust	0.680
dilapidated	mwiegħra	disgust	0.672
dictatorship	dittatorjat	disgust	0.672
inhuman	inuman	disgust	0.672
greasy	żejtni	disgust	0.672
hideous	skandaluż	disgust	0.672
loathful	skużanti	disgust	0.672
obscene	oxxen	disgust	0.672
loathing	disgrazzja	disgust	0.672
cess	cess	disgust	0.670
devil	devil	disgust	0.664
heretic	Heretic	disgust	0.664
nauseous	nauseous	disgust	0.664
abominable	abominable	disgust	0.664
deformity	deformità	disgust	0.664
deadly	fatali	disgust	0.664
swine	majjali	disgust	0.664
discrimination	diskriminazzjoni	disgust	0.664
masochism	Masochism	disgust	0.664
poisonous	velenuż	disgust	0.656
prejudiced	preġudikat	disgust	0.656
bacteria	batterji	disgust	0.656
death	mewt	disgust	0.656
poison	velenu	disgust	0.656
trash	Trash	disgust	0.656
abortion	abort	disgust	0.656
corruption	korruzzjoni	disgust	0.656
victimized	vittimizzati	disgust	0.656
oppression	oppressjoni	disgust	0.656
goo	goo	disgust	0.656
latrines	latrini	disgust	0.656
horror	orrur	disgust	0.656
horrible	horrible	disgust	0.656
nefarious	nefarious	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	vindictive	disgust	0.648
outhouse	outhouse	disgust	0.648
horrid	horrid	disgust	0.648
detestation	detestazzjoni	disgust	0.648
sludge	ħama	disgust	0.648
ugly	ikrah	disgust	0.648
trashy	trashy	disgust	0.648
bitch	kelba	disgust	0.648
immoral	immorali	disgust	0.648
malfeasance	malfeasance	disgust	0.641
spew	spew	disgust	0.641
pimple	pimple	disgust	0.641
indecency	indecency	disgust	0.641
unsightly	unsightly	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	villainous	disgust	0.641
cystic	ċistika	disgust	0.641
horrifying	skoraġġanti	disgust	0.641
derogatory	derogatorja	disgust	0.641
laxative	lassattiv	disgust	0.641
criminality	kriminalità	disgust	0.641
oppressive	oppressiva	disgust	0.633
sinful	sinful	disgust	0.633
bigoted	bigoted	disgust	0.633
doomsday	Doomsday	disgust	0.633
prostitution	prostituzzjoni	disgust	0.633
ulcer	ulċera	disgust	0.633
secrete	segrex	disgust	0.633
perpetrator	awtur	disgust	0.633
rat	far	disgust	0.633
queasy	queasy	disgust	0.633
mildew	moffa	disgust	0.633
dastardly	dastardly	disgust	0.625
disgraceful	diżgustanti	disgust	0.625
ghastly	ghastly	disgust	0.625
persecution	persekuzzjoni	disgust	0.625
devilish	devilish	disgust	0.625
degrading	degradanti	disgust	0.625
obscenity	obscenity	disgust	0.625
fungus	fungus	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	gluttony	disgust	0.625
stools	ippurgar	disgust	0.625
suffering	tbatija	disgust	0.625
contemptible	kontestabbli	disgust	0.625
cuckold	cuckold	disgust	0.625
bloated	nefħa	disgust	0.625
aghast	aghast	disgust	0.625
betrayal	tradiment	disgust	0.617
guillotine	guillotine	disgust	0.617
infect	infettati	disgust	0.617
spoil	spoil	disgust	0.617
tetanus	tetnu	disgust	0.617
fat	xaħam	disgust	0.617
louse	louse	disgust	0.617
malicious	malizzjuż	disgust	0.617
polygamy	poligamija	disgust	0.617
crusty	qxur	disgust	0.617
atrocious	atrocious	disgust	0.617
deceit	qerq	disgust	0.617
termite	termite	disgust	0.617
loathe	loathe	disgust	0.617
wench	wench	disgust	0.617
dying	tmut	disgust	0.617
sickly	morda	disgust	0.617
diaper	ħrieqi	disgust	0.617
strangle	strangle	disgust	0.617
drool	drool	disgust	0.609
slander	malafama	disgust	0.609
abhor	abhor	disgust	0.609
venomous	velenuż	disgust	0.609
brothel	prostituzzjoni	disgust	0.609
ghetto	ghetto	disgust	0.609
violently	b'mod vjolenti	disgust	0.609
hostile	ostili	disgust	0.609
sabotage	sabotaġġ	disgust	0.609
deform	deform	disgust	0.609
bleeding	fsada	disgust	0.609
unwashed	mhux maħlul	disgust	0.602
lunacy	ħeġġa	disgust	0.602
imprisonment	priġunerija	disgust	0.602
infidel	infidali	disgust	0.602
deprivation	ċaħda	disgust	0.602
traitor	traitor	disgust	0.602
ugliness	fingir	disgust	0.602
musty	musty	disgust	0.602
illicit	illiċitu	disgust	0.602
swampy	swampy	disgust	0.602
poaching	kaċċa illegali	disgust	0.602
hag	hag	disgust	0.602
butcher	biċċier	disgust	0.594
lunatic	lunatic	disgust	0.594
venom	velenu	disgust	0.594
repelling	repelling	disgust	0.594
thug	thug	disgust	0.594
misery	miżerja	disgust	0.594
toilet	twaletta	disgust	0.594
slug	slug	disgust	0.594
catastrophe	diżastru	disgust	0.594
epidemic	epidemija	disgust	0.594
gut	imsaren	disgust	0.594
intoxicated	xurbana	disgust	0.594
blister	folja	disgust	0.594
deceitful	qarrieqa	disgust	0.594
hostility	ostilità	disgust	0.594
queasiness	kjuattività	disgust	0.594
lurid	lurid	disgust	0.594
sinner	sinner	disgust	0.594
incubus	inkubus	disgust	0.586
lavatory	lavatory	disgust	0.586
harass	ta 'fastidju	disgust	0.586
unclean	mhux nadif	disgust	0.586
prostitute	prostituta	disgust	0.586
pornography	pornografija	disgust	0.586
dreadful	koroh	disgust	0.586
deteriorated	iddeterjorat	disgust	0.586
appalling	terribbli	disgust	0.586
unfaithful	unfaithful	disgust	0.578
rash	raxx	disgust	0.578
humiliating	umiljanti	disgust	0.578
ruinous	ruinous	disgust	0.578
squeamish	squeamish	disgust	0.578
offensive	offensiv	disgust	0.578
conspirator	conspirator	disgust	0.578
larceny	larkeny	disgust	0.578
debauchery	żebgħa	disgust	0.578
mangle	mangle	disgust	0.578
flea	briegħed	disgust	0.578
hypocrite	hypocrite	disgust	0.578
retard	dewmien	disgust	0.578
fiend	fiend	disgust	0.578
sick	morda	disgust	0.578
quagmire	quagmire	disgust	0.578
expulsion	tkeċċija	disgust	0.578
treacherous	treacherous	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	spit	disgust	0.570
devastating	devastanti	disgust	0.570
bastard	bagħal	disgust	0.570
messy	messy	disgust	0.570
flog	flog	disgust	0.570
egregious	mhux evidenti	disgust	0.570
swamp	swamp	disgust	0.570
oppress	oppress	disgust	0.570
despise	mintix	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	serp	disgust	0.570
snake	serp	disgust	0.562
terrible	terribbli	disgust	0.562
awful	orribbli	disgust	0.562
harmful	li jagħmel ħsara	disgust	0.562
insanity	insanità	disgust	0.562
indecent	indiċenti	disgust	0.562
sordid	sordid	disgust	0.562
loo	loo	disgust	0.562
scoundrel	scoundrel	disgust	0.562
enemy	ghadu	disgust	0.562
stealing	serq	disgust	0.562
alcoholism	alkoħoliżmu	disgust	0.562
humiliation	umiljazzjoni	disgust	0.562
ruthless	bla ħniena	disgust	0.562
sloppy	traskurat	disgust	0.562
tyrannical	tirranġiku	disgust	0.562
harlot	harlot	disgust	0.562
sinning	sinning	disgust	0.562
robbery	serq	disgust	0.555
insufferable	insufferabbli	disgust	0.555
arsenic	arseniku	disgust	0.555
bloody	imdemmi	disgust	0.555
odious	odjuż	disgust	0.555
ridicule	ridicule	disgust	0.555
atrophy	atrofija	disgust	0.555
beastly	beastly	disgust	0.555
collusion	kollużjoni	disgust	0.555
distaste	distaste	disgust	0.555
segregate	segregat	disgust	0.555
discriminating	diskriminatorju	disgust	0.555
coward	coward	disgust	0.555
wickedness	Morda	disgust	0.555
threatening	theddid	disgust	0.555
unattractive	mhux attraenti	disgust	0.555
slayer	slayer	disgust	0.555
flabby	flabby	disgust	0.555
varicella	varikella	disgust	0.555
miserable	miserable	disgust	0.547
sty	sty	disgust	0.547
ogre	Ogre	disgust	0.547
coercion	koerzjoni	disgust	0.547
thief	ħalliel	disgust	0.547
slur	brim	disgust	0.547
suffocating	soffokanti	disgust	0.547
anathema	anatema	disgust	0.547
purgatory	purgatorju	disgust	0.547
malevolent	malizzjuż	disgust	0.547
bitterly	b'dispjaċir	disgust	0.547
burglar	serq	disgust	0.547
attacking	attakk	disgust	0.547
vesicular	vesikulari	disgust	0.547
condemnation	kundanna	disgust	0.547
pillage	pillage	disgust	0.547
deleterious	deleterjuż	disgust	0.547
thrash	thrash	disgust	0.539
repellant	ripellanti	disgust	0.539
repudiation	rifjut	disgust	0.539
infidelity	infedeltà	disgust	0.539
liar	liar	disgust	0.539
fatty	xaħmija	disgust	0.539
gob	gob	disgust	0.539
sneer	sneer	disgust	0.539
drunken	drunken	disgust	0.539
disgrace	disgrace	disgust	0.539
shame	mistħija	disgust	0.539
jealous	ġeluż	disgust	0.539
imprisoned	ħabs	disgust	0.539
pig	ħanżir	disgust	0.539
greedy	greedy	disgust	0.539
sloth	sloth	disgust	0.539
lethal	letali	disgust	0.536
burnt	maħruqa	disgust	0.531
aberration	aberrazzjoni	disgust	0.531
condescension	kondensazzjoni	disgust	0.531
hydrocephalus	hydrocephalus	disgust	0.531
hanging	mdendlin	disgust	0.531
destructive	distruttivi	disgust	0.531
smuggler	kontrabandu	disgust	0.531
intolerant	intolleranti	disgust	0.531
travesty	travesty	disgust	0.531
intrusive	intrużivi	disgust	0.531
ruined	ruined	disgust	0.531
withered	imnaddfa	disgust	0.531
disintegrate	jiddiżintegraw	disgust	0.531
brawl	Brawl	disgust	0.531
blemish	tbajja	disgust	0.531
neurotic	newtiku	disgust	0.531
blasphemous	blasfema	disgust	0.531
lying	mimdud	disgust	0.531
painful	uġigħ	disgust	0.531
avarice	avarice	disgust	0.523
disgraced	diżgrazzjat	disgust	0.523
mistress	mistress	disgust	0.523
disparaging	tiddevja	disgust	0.523
rubbish	żibel	disgust	0.523
derogation	deroga	disgust	0.523
accusation	akkuża	disgust	0.523
intolerance	intolleranza	disgust	0.523
incarceration	inkarceration	disgust	0.523
blighted	blighted	disgust	0.523
sump	sump	disgust	0.516
deplorable	deplorevoli	disgust	0.516
daemon	Daemon	disgust	0.516
cringe	cringe	disgust	0.516
degrade	tiddegrada	disgust	0.516
gutter	kanal	disgust	0.516
rob	rob	disgust	0.516
grim	skura	disgust	0.516
defraud	frodi	disgust	0.516
tortious	tortious	disgust	0.516
eradication	eradikazzjoni	disgust	0.516
stink	stink	disgust	0.516
convict	kundanna	disgust	0.516
dishonor	diżonor	disgust	0.516
vulture	vulture	disgust	0.516
remains	jibqa '	disgust	0.516
mite	dudu	disgust	0.516
betray	betray	disgust	0.516
sham	fittizja	disgust	0.509
endemic	endemiku	disgust	0.508
bombed	ibbumbardjat	disgust	0.508
distress	inkwiet	disgust	0.508
pest	pesti	disgust	0.508
incurable	inkurabbli	disgust	0.508
worthless	mingħajr valur	disgust	0.508
rejection	ċaħda	disgust	0.508
distasteful	distasteful	disgust	0.508
schizophrenia	skizofrenija	disgust	0.508
belittle	belittle	disgust	0.508
smelling	jinxtammu	disgust	0.508
cheat	iqarrqu	disgust	0.508
blob	blob	disgust	0.508
prisoner	priġunier	disgust	0.508
idiocy	idiocy	disgust	0.508
delirium	delirju	disgust	0.508
disaster	diżastru	disgust	0.508
crude	mhux raffinat	disgust	0.508
resentment	riżentiment	disgust	0.508
dreadfully	dreadfully	disgust	0.508
glut	glut	disgust	0.508
polemic	polemika	disgust	0.500
derision	derision	disgust	0.500
idolatry	idolatry	disgust	0.500
taboo	tabù	disgust	0.500
screaming	screaming	disgust	0.500
banish	banish	disgust	0.500
dirt	ħmieġ	disgust	0.500
goblin	goblin	disgust	0.500
shackle	shackle	disgust	0.500
bribery	tixħim	disgust	0.500
flagrant	flagranti	disgust	0.500
jealousy	jealousy	disgust	0.500
impurity	impurità	disgust	0.500
theft	serq	disgust	0.500
bitterness	imrar	disgust	0.500
offense	reat	disgust	0.500
impeach	impeach	disgust	0.500
blight	blight	disgust	0.500
duress	għebet	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	regħba	disgust	0.500
tirade	tirade	disgust	0.500
squirm	squirm	disgust	0.492
robber	robber	disgust	0.492
ill	morda	disgust	0.492
unconscionable	unconscionable	disgust	0.492
recession	riċessjoni	disgust	0.492
gorge	Gorge	disgust	0.492
wreck	relitt	disgust	0.492
malign	malinni	disgust	0.492
boil	għalli	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	idjota	disgust	0.492
disreputable	irrekuperabbli	disgust	0.492
wasteful	ħela	disgust	0.484
affliction	affliction	disgust	0.484
stain	tebgħa	disgust	0.484
contempt	disprezz	disgust	0.484
nappy	ħrieqi	disgust	0.484
mutiny	mutiny	disgust	0.484
occult	okkult	disgust	0.484
tramp	tramp	disgust	0.484
unbearable	insupportabbli	disgust	0.484
offender	ħati	disgust	0.484
servile	servili	disgust	0.484
contraband	kontrabandu	disgust	0.484
raging	qalb	disgust	0.484
snarl	snarl	disgust	0.484
mad	ġenn	disgust	0.484
subjugation	subjugation	disgust	0.484
possessed	fil-pussess	disgust	0.484
animosity	animosità	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	malafama	disgust	0.484
disrespectful	irrispettat	disgust	0.484
mess	mess	disgust	0.484
nepotism	nepotiżmu	disgust	0.484
inexcusable	mhux skużabbli	disgust	0.484
pathetic	pathetic	disgust	0.477
unpleasant	spjaċevoli	disgust	0.477
suppression	trażżin	disgust	0.477
mockery	mockery	disgust	0.477
palsy	palsy	disgust	0.477
criminal	kriminali	disgust	0.477
illegality	illegalità	disgust	0.477
uncaring	invalidi	disgust	0.477
antagonistic	antagonistiku	disgust	0.477
immorality	immoralità	disgust	0.477
dismal	diżastruż	disgust	0.477
angry	rrabjata	disgust	0.469
repellent	ripellant	disgust	0.469
cough	sogħla	disgust	0.469
arrogant	arroganti	disgust	0.469
grating	taħkik	disgust	0.469
aggravation	aggravament	disgust	0.469
livid	livid	disgust	0.469
banishment	tbegħid	disgust	0.469
shoddy	shoddy	disgust	0.469
banshee	banshee	disgust	0.469
poverty	faqar	disgust	0.469
wallow	wallow	disgust	0.469
outrage	għarrieda	disgust	0.469
mocking	mocking	disgust	0.469
furious	furious	disgust	0.469
perspiration	għaraq	disgust	0.469
prick	prick	disgust	0.461
recklessness	traskuraġni	disgust	0.461
distorted	mgħawġa	disgust	0.461
fraudulent	frawdolenti	disgust	0.461
spider	spider	disgust	0.461
quack	quack	disgust	0.461
perdition	perdition	disgust	0.461
muddy	tajn	disgust	0.461
spurious	foloz	disgust	0.461
insulting	insult	disgust	0.461
scar	ċikatriċi	disgust	0.461
deceive	tqarraq	disgust	0.461
unjustifiable	mhux iġġustifikat	disgust	0.461
fool	iqarqu	disgust	0.461
deplore	jiddeplora	disgust	0.461
plunder	jisirqu	disgust	0.461
aphid	pulzier	disgust	0.453
bane	bane	disgust	0.453
indignation	indignazzjoni	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	egoist	disgust	0.453
disparage	nieqes	disgust	0.453
cur	kur	disgust	0.453
dishonest	diżonest	disgust	0.453
stigma	stigma	disgust	0.453
eschew	jevitaw	disgust	0.453
antipathy	antipatija	disgust	0.453
alienate	aljenati	disgust	0.453
disingenuous	diżinfettanti	disgust	0.453
elimination	eliminazzjoni	disgust	0.453
unthinkable	impensabbli	disgust	0.453
wasted	moħli	disgust	0.445
recalcitrant	rrikantanti	disgust	0.445
iniquity	iniquity	disgust	0.445
mosquito	nemus	disgust	0.445
caries	caries	disgust	0.445
bankruptcy	falliment	disgust	0.445
egotistical	egotistiku	disgust	0.445
piles	munzelli	disgust	0.445
smell	riħa	disgust	0.445
vacuous	vojta	disgust	0.445
despair	disprament	disgust	0.445
opium	opju	disgust	0.445
garish	garish	disgust	0.445
lie	jinsabu	disgust	0.445
pious	pious	disgust	0.445
aversion	aversjoni	disgust	0.438
sticky	twaħħal	disgust	0.438
scream	scream	disgust	0.438
alien	aljeni	disgust	0.438
shun	tevita	disgust	0.438
abnormal	anormali	disgust	0.438
ashamed	ashamed	disgust	0.438
inmate	rekluta	disgust	0.438
abject	abject	disgust	0.438
hog	hog	disgust	0.438
hopelessness	nuqqas ta 'tfulija	disgust	0.438
homeless	bla dar	disgust	0.438
obnoxious	dwejjaq	disgust	0.438
curse	curse	disgust	0.430
creature	kreatura	disgust	0.430
cursing	misħuta	disgust	0.430
illegal	illegali	disgust	0.430
lusty	lusty	disgust	0.430
shameless	shameless	disgust	0.430
debris	debris	disgust	0.430
defiance	difiża	disgust	0.430
pall	pall	disgust	0.430
falsity	falsità	disgust	0.430
reflux	rifluss	disgust	0.430
incredulous	inkredibbli	disgust	0.430
adverse	avversi	disgust	0.430
trickery	trickery	disgust	0.430
callous	kalma	disgust	0.430
separatist	separatist	disgust	0.430
undesirable	mhux mixtieqa	disgust	0.430
denounce	tiddenunzja	disgust	0.430
witch	saħħara	disgust	0.430
bum	bum	disgust	0.422
bovine	bovini	disgust	0.422
denunciation	denunzja	disgust	0.422
untidy	traskurat	disgust	0.422
impure	impur	disgust	0.422
mistrust	nuqqas ta 'fiduċja	disgust	0.422
tarnish	ittebba	disgust	0.422
ferocious	ferotiku	disgust	0.422
gush	gush	disgust	0.422
infantile	tfal	disgust	0.422
ammonia	ammonja	disgust	0.422
offend	toffendi	disgust	0.422
idiotic	idiotic	disgust	0.422
hypertrophy	ipertrofija	disgust	0.422
nicotine	nikotina	disgust	0.422
tasteless	togħma	disgust	0.422
pompous	pompous	disgust	0.422
socialist	soċjalista	disgust	0.422
delinquent	delinkwenti	disgust	0.422
swarm	swarm	disgust	0.422
contentious	kontroversjali	disgust	0.422
carelessness	traskuraġni	disgust	0.422
hairy	hairy	disgust	0.422
wasting	ħela	disgust	0.422
slush	slush	disgust	0.422
affront	affront	disgust	0.422
collapse	kollass	disgust	0.422
badness	ħżiena	disgust	0.422
dishonesty	diżonestà	disgust	0.414
vegetative	veġetattiv	disgust	0.414
