word	Kurdish-ku	emotion	emotion-intensity-score
mosquito	pêşû	disgust	0.445
caries	kiryaran	disgust	0.445
bankruptcy	îflas	disgust	0.445
egotistical	nimûne	disgust	0.445
piles	şewitandin	disgust	0.445
smell	bîn	disgust	0.445
vacuous	vala	disgust	0.445
despair	şaşmanî	disgust	0.445
opium	hilberînê	disgust	0.445
garish	kinc	disgust	0.445
lie	derew	disgust	0.445
pious	dilsoz	disgust	0.445
aversion	dilnexwazî	disgust	0.438
sticky	lezeqî	disgust	0.438
scream	qîrîn	disgust	0.438
alien	xerîb	disgust	0.438
shun	şewitandin	disgust	0.438
abnormal	nenormal	disgust	0.438
ashamed	şermezar	disgust	0.438
inmate	rûneştevan	disgust	0.438
abject	xelet	disgust	0.438
hog	beraz	disgust	0.438
hopelessness	bêhêvî	disgust	0.438
homeless	bêmal	disgust	0.438
obnoxious	neheq	disgust	0.438
curse	nifir	disgust	0.430
creature	ava	disgust	0.430
cursing	cursing	disgust	0.430
illegal	neqanûnî	disgust	0.430
lusty	lûk	disgust	0.430
shameless	bêşerm	disgust	0.430
debris	xirbe	disgust	0.430
defiance	serhişkî	disgust	0.430
pall	pall	disgust	0.430
falsity	bêaqil	disgust	0.430
reflux	berbiçav	disgust	0.430
incredulous	neheq	disgust	0.430
adverse	neyare	disgust	0.430
trickery	xemgîniyê	disgust	0.430
callous	zilam	disgust	0.430
separatist	cudatiyê	disgust	0.430
undesirable	nexwestî	disgust	0.430
denounce	îxbarkirin	disgust	0.430
witch	cadû	disgust	0.430
bum	kûlîmek	disgust	0.422
bovine	bovine	disgust	0.422
denunciation	şermezar	disgust	0.422
untidy	nesaz	disgust	0.422
impure	nexweşî	disgust	0.422
mistrust	nebaweriyê	disgust	0.422
tarnish	xemgîn	disgust	0.422
ferocious	hişk	disgust	0.422
gush	zû	disgust	0.422
infantile	infantile	disgust	0.422
ammonia	amonyak	disgust	0.422
offend	êşandin	disgust	0.422
idiotic	dînî	disgust	0.422
hypertrophy	hypertrophy	disgust	0.422
nicotine	nîkotîn	disgust	0.422
tasteless	bêtam	disgust	0.422
pompous	berbiçav	disgust	0.422
socialist	sosyalîst	disgust	0.422
delinquent	berbiçav	disgust	0.422
swarm	naxir	disgust	0.422
contentious	celeb	disgust	0.422
carelessness	jiseravêtinî	disgust	0.422
hairy	pirçikî	disgust	0.422
wasting	hilweşînin	disgust	0.422
slush	herrî	disgust	0.422
affront	pêşî	disgust	0.422
collapse	jiberhevketin	disgust	0.422
badness	xirab	disgust	0.422
dishonesty	neheqiyê	disgust	0.414
vegetative	çîn	disgust	0.414
displacency	berbiçav	disgust	0.414
unfavorable	neheq	disgust	0.414
disobey	gûhnedan	disgust	0.414
sour	tirş	disgust	0.414
socialism	sosyalîzm	disgust	0.414
murky	xemgîn	disgust	0.414
neglected	nefret kirin	disgust	0.414
drivel	davêjin	disgust	0.414
vampire	vampire	disgust	0.414
litigious	birêvebirin	disgust	0.414
illegitimate	bêbavane	disgust	0.414
disgruntled	bêhtir	disgust	0.406
ignorant	nezan	disgust	0.406
outcast	derxistin	disgust	0.406
unkind	nedost	disgust	0.406
repel	şûndeavêtin	disgust	0.406
displeasure	xemgîniyê	disgust	0.406
phony	fony	disgust	0.406
shoplifting	firotanê	disgust	0.406
dislike	nefret dikin	disgust	0.406
unlawful	dijqanûn	disgust	0.406
bogus	bogus	disgust	0.406
discontinuity	nerazîbûn	disgust	0.406
recidivism	veguhestin	disgust	0.406
ungrateful	nankor	disgust	0.406
wrongdoing	çewtiyê	disgust	0.406
falsify	şaş kirin	disgust	0.406
prosecution	şopajotinî	disgust	0.406
failure	têkçûnî	disgust	0.398
loon	loon	disgust	0.398
lick	alastin	disgust	0.398
subvert	veguherînin	disgust	0.398
rigor	zehmet	disgust	0.398
unruly	neheq	disgust	0.398
paucity	kêmasî	disgust	0.398
unnatural	netabiî	disgust	0.398
averse	berbiçav	disgust	0.398
senseless	bêhîs	disgust	0.398
worsening	xirabtirîn	disgust	0.398
disdain	neheq	disgust	0.398
woe	wey	disgust	0.398
woefully	xemgîn	disgust	0.398
amphetamines	amphetamines	disgust	0.398
stingy	stingy	disgust	0.398
crushing	qirêj	disgust	0.398
insult	kêmkirinî	disgust	0.393
damage	zirar	disgust	0.391
hardened	dijwar	disgust	0.391
diatribe	xwarinê	disgust	0.391
averseness	averseness	disgust	0.391
critter	rêjeyê	disgust	0.391
muff	muff	disgust	0.391
antisocial	antisocial	disgust	0.391
punishment	cezakirin	disgust	0.391
bad	xerab	disgust	0.391
punished	cezakirin	disgust	0.391
disrelish	şaş	disgust	0.391
expel	qewitandin	disgust	0.391
farcical	xerîb	disgust	0.391
scorpion	dûpişk	disgust	0.391
sacrifices	qurbaniyan	disgust	0.383
plagiarism	pirrjimar	disgust	0.383
hypocritical	durû ye	disgust	0.383
divorce	telaqdanî	disgust	0.383
presumptuous	xemgîn	disgust	0.383
discord	berbiçav	disgust	0.383
fugitive	penaber	disgust	0.383
fulsome	fulsome	disgust	0.383
shabby	şikir	disgust	0.383
orc	orc	disgust	0.383
adder	adder	disgust	0.383
anaconda	anaconda	disgust	0.383
surly	surly	disgust	0.383
irrational	bêaqil	disgust	0.383
disappoint	şaşhiştin	disgust	0.383
illiterate	nexwende	disgust	0.383
lament	xemgîniyê	disgust	0.383
eviction	qewitandinî	disgust	0.383
teeming	teşwîq	disgust	0.383
guilt	sûc	disgust	0.383
misconduct	lênegirtin	disgust	0.375
blame	sûc	disgust	0.375
alienation	xerîbbûyî	disgust	0.375
depressing	xemgîniyê	disgust	0.375
irritating	xemgîniyê	disgust	0.375
plight	xemgîniyê	disgust	0.375
unworthy	nebawer	disgust	0.375
dislocated	betal kirin	disgust	0.375
scoff	şaş	disgust	0.375
irritation	qehirandin	disgust	0.375
defective	şaşîyane	disgust	0.375
shock	hûrmik	disgust	0.375
hoax	hoax	disgust	0.367
coerce	cebirkirin	disgust	0.367
revoke	betal bike	disgust	0.367
stripped	veşartî	disgust	0.367
exclusion	jinavderxistî	disgust	0.367
blatant	berbiçav	disgust	0.367
disillusionment	bêhtir	disgust	0.367
squelch	dorpêç	disgust	0.367
unhealthy	nesax	disgust	0.367
toad	beq	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	zehf	disgust	0.367
vainly	nebaş	disgust	0.367
powerless	bêerk	disgust	0.367
cad	kad	disgust	0.367
hurtful	birîndarkir	disgust	0.367
shuddering	şuddering	disgust	0.367
wimp	wimp	disgust	0.367
oddity	bêkêmasî	disgust	0.359
rebellion	şoreş	disgust	0.359
incompatible	lihevnehat	disgust	0.359
ineptitude	neheq	disgust	0.359
dispose	bifikirin	disgust	0.359
disobedience	asêtî	disgust	0.359
damn	xemgîn	disgust	0.359
bug	rûnask	disgust	0.359
deserted	çêdike	disgust	0.359
litigate	dozkirin	disgust	0.352
ridiculous	pêkenî	disgust	0.352
compost	peyda bikin	disgust	0.352
obi	obi	disgust	0.352
untoward	neheq	disgust	0.352
censor	sansorvan	disgust	0.352
uncertain	bêgûman	disgust	0.352
lawyer	parêzkar	disgust	0.352
flinch	flinch	disgust	0.352
flesh	goşt	disgust	0.352
crushed	qirêj	disgust	0.352
displeased	xemgîn	disgust	0.352
inept	şaş	disgust	0.352
wrongful	neheq	disgust	0.352
cutting	jêbirin	disgust	0.352
fierce	hêrsane	disgust	0.352
misbehavior	sûcdar	disgust	0.352
frustrate	şaşkirin	disgust	0.352
dismissal	berdanî	disgust	0.352
disapprove	dilnerazîbûn	disgust	0.344
depreciate	bifikirin	disgust	0.344
tearful	tirsnak	disgust	0.344
thoughtless	bêheş	disgust	0.336
unsettled	nehêle	disgust	0.336
lumpy	xemgîn	disgust	0.336
discoloration	dirûşmetê	disgust	0.336
blunder	şaş	disgust	0.336
disinclination	veqetandin	disgust	0.336
distrust	nebawerî	disgust	0.336
annoy	xûlîkirin	disgust	0.336
lawsuit	doz	disgust	0.336
discontent	nerazîbûnê	disgust	0.336
grumble	berbiçav	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	daft	disgust	0.336
heartsick	dilê xwe	disgust	0.336
disliked	nexwendin	disgust	0.336
bickering	balkering	disgust	0.336
disallowed	qedexekirin	disgust	0.336
unmanageable	neheq	disgust	0.328
hydrophobia	hydrophobia	disgust	0.328
unsatisfactory	neheq	disgust	0.328
whine	kûzkûzî	disgust	0.328
exasperation	nerazîbûnê	disgust	0.328
instability	bêkariyê	disgust	0.328
provoking	provoke	disgust	0.328
disappointed	xemgîn kirin	disgust	0.328
inhibit	veguherînin	disgust	0.328
sly	qetya	disgust	0.328
grievance	gilî	disgust	0.328
materialist	materyalîst	disgust	0.328
excluded	derxistin	disgust	0.328
cacophony	cacophony	disgust	0.328
misleading	şaşrêkir	disgust	0.321
disclaim	derxistin	disgust	0.320
rags	cilên	disgust	0.320
soot	şewitandin	disgust	0.320
disservice	dijber	disgust	0.320
unequal	neheq	disgust	0.320
humbug	humbug	disgust	0.320
reproach	xemgîniyê	disgust	0.320
confined	sînor	disgust	0.320
disapproving	red kirin	disgust	0.320
annoyance	hêrs	disgust	0.320
mishap	xemgîniyê	disgust	0.320
groan	nalînî	disgust	0.320
soil	erd	disgust	0.312
depreciated	nirxandin	disgust	0.312
disincline	derxistin	disgust	0.312
inappropriate	neheq	disgust	0.312
inconsiderate	bêbal	disgust	0.312
burke	burke	disgust	0.312
overpriced	bêhtir	disgust	0.312
sneeze	pişkîn	disgust	0.312
stomach	made	disgust	0.312
criticize	rexnekirin	disgust	0.312
theism	îslamî	disgust	0.312
disparity	neheqiyê	disgust	0.305
gall	gall	disgust	0.305
latent	latînî	disgust	0.305
grumpy	mirmirrok	disgust	0.305
bang	bang	disgust	0.305
inadmissible	nayê pejirandin	disgust	0.305
unfriendly	nedost	disgust	0.305
shack	şikandin	disgust	0.305
disliking	nakokî	disgust	0.305
unaccountable	neheq	disgust	0.305
coop	coop	disgust	0.304
scold	xeberdan	disgust	0.297
growling	mezinbûnê	disgust	0.297
lonely	tenê	disgust	0.297
delay	derengxistin	disgust	0.297
congress	kongre	disgust	0.297
disregarded	berbiçav	disgust	0.297
disappointment	şaşhiştinî	disgust	0.297
backwards	berbipaş	disgust	0.297
soreness	xemgîniyê	disgust	0.297
rogue	rûkê	disgust	0.297
infamous	binav û deng	disgust	0.289
lesbian	lesbian	disgust	0.289
notoriety	neheqî	disgust	0.289
catechism	catechîzmê	disgust	0.289
flop	flop	disgust	0.289
nettle	nettle	disgust	0.289
janitor	sûxrekar	disgust	0.289
saturated	saturated	disgust	0.281
gaby	gaby	disgust	0.281
prohibited	qedexekirin	disgust	0.281
remiss	bistînin	disgust	0.281
unfair	neheq	disgust	0.281
desist	berbiçav	disgust	0.281
wince	wince	disgust	0.281
aftermath	paşê	disgust	0.281
huff	huff	disgust	0.273
discolored	helal kirin	disgust	0.273
uneasy	nerehet	disgust	0.273
wrangling	şewitandin	disgust	0.273
tribunal	dadgehê	disgust	0.273
weird	xofane	disgust	0.266
bureaucrat	burokrasiyê	disgust	0.266
coldness	sar	disgust	0.266
impolite	nedost	disgust	0.266
politic	siyasî	disgust	0.266
unsatisfied	nefret	disgust	0.266
swig	tîrêj	disgust	0.266
inefficiency	neheqiyê	disgust	0.266
frantic	frantîk	disgust	0.266
crawl	xwebierdêkêşan	disgust	0.266
instinctive	hîssî	disgust	0.258
barrow	berbiçav	disgust	0.258
incase	eger	disgust	0.258
octopus	masîyê mirekebê	disgust	0.258
chagrin	xemgîniyê	disgust	0.258
copycat	kapîtal	disgust	0.258
rascal	rascal	disgust	0.258
sarcasm	sarcasm	disgust	0.258
gruff	gruff	disgust	0.258
misconception	şaş	disgust	0.250
hulk	hulk	disgust	0.250
shanghai	shanghai	disgust	0.250
baboon	meymûn	disgust	0.250
disinclined	vekirî	disgust	0.250
lose	windakirin	disgust	0.250
john	john	disgust	0.250
cupping	kişandin	disgust	0.250
rook	rook	disgust	0.242
gratuitous	nefret	disgust	0.242
entangled	ketin	disgust	0.242
opponent	dijmin	disgust	0.242
tariff	nasdanî	disgust	0.242
scrub	paqijkirin	disgust	0.242
resign	xwe bişûndekişandin	disgust	0.234
prolong	dirêjkirin	disgust	0.234
backwardness	paşde	disgust	0.234
reluctance	bêdilî	disgust	0.234
questionable	bipirs	disgust	0.234
lagging	xerîb	disgust	0.234
unlucky	nebextîyar	disgust	0.234
misstatement	şaş	disgust	0.234
reversal	tersî	disgust	0.227
disqualified	derxistin	disgust	0.227
subsidy	alî	disgust	0.227
ineffectual	neheqî	disgust	0.227
fussy	fussy	disgust	0.227
unpopular	bêpopular	disgust	0.227
default	destçûnî	disgust	0.227
intense	liserhev	disgust	0.219
dame	damezrandin	disgust	0.219
evade	jêzîvirrîn	disgust	0.219
petroleum	petroleum	disgust	0.219
weight	pîvan	disgust	0.219
frowning	xemgîn	disgust	0.219
actionable	çalak kirin	disgust	0.211
tawny	tawny	disgust	0.211
donkey	ker	disgust	0.211
unhappy	nebextîyar	disgust	0.211
indifference	neheq	disgust	0.203
rave	rave	disgust	0.203
birch	birch	disgust	0.203
hood	kûmik	disgust	0.203
desert	çol	disgust	0.203
owing	awayî	disgust	0.203
gnome	gomez	disgust	0.203
awkwardness	hişyariyê	disgust	0.203
inconvenient	neerzan	disgust	0.203
dandy	dandy	disgust	0.203
speck	xerîb	disgust	0.203
fleece	hilweşandin	disgust	0.195
howl	zûrîn	disgust	0.195
monochrome	monochrome	disgust	0.195
airs	hewa	disgust	0.195
gelatin	gelatin	disgust	0.195
misguided	NO TRANSLATION	disgust	0.195
morals	exlaqî	disgust	0.195
dabbling	dabbling	disgust	0.195
celebrity	pîroz	disgust	0.188
avoid	bergirtin	disgust	0.188
stalemate	stalemate	disgust	0.188
lush	rush	disgust	0.188
gent	konê	disgust	0.188
lesser	kêmtir	disgust	0.188
sunk	rojav	disgust	0.180
nose	poz	disgust	0.180
claimant	daxwazkir	disgust	0.180
laughable	pêkenok	disgust	0.180
possession	hebûnî	disgust	0.180
larger	mezin	disgust	0.164
hoot	hoot	disgust	0.164
mouthful	devtijî	disgust	0.164
thrift	xezeb	disgust	0.164
pregnancy	dûcanî	disgust	0.164
undoubted	berbiçav	disgust	0.164
clamor	xerîb	disgust	0.156
misplace	şermezarketin	disgust	0.156
sentence	biryar	disgust	0.156
parrot	pepxan	disgust	0.156
obliging	mecbûr kirin	disgust	0.156
nameless	nameyek	disgust	0.148
bummer	bummer	disgust	0.148
feeling	his	disgust	0.141
elf	elf	disgust	0.141
excellence	gelekbaşî	disgust	0.141
turn	zîvir	disgust	0.133
gray	gewr	disgust	0.133
asymmetry	asîmmetry	disgust	0.133
clumsy	nezane	disgust	0.133
stall	axûr	disgust	0.133
bran	bran	disgust	0.125
finally	paşan	disgust	0.125
lord	mirze	disgust	0.125
boy	xort	disgust	0.117
cove	cove	disgust	0.117
nurture	kurt kirin	disgust	0.117
savor	savor	disgust	0.117
lemon	leymûn	disgust	0.109
winning	serketin	disgust	0.109
powerful	erke	disgust	0.102
glitter	zêrîn	disgust	0.094
interior	navî	disgust	0.086
mind	aqil	disgust	0.086
treat	dermankirin	disgust	0.078
interested	balkêş	disgust	0.078
abundance	zêdayî	disgust	0.078
honest	dilpaqij	disgust	0.055
kite	zîha	disgust	0.055
humble	dilnizm	disgust	0.047
tree	dar	disgust	0.039
torture	îşkence	fear	0.984
terrorist	terorîst	fear	0.972
horrific	tirsnak	fear	0.969
terrorism	terorîzm	fear	0.969
terrorists	terorîst	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	kûştin	fear	0.962
homicidal	mirovî	fear	0.959
annihilate	qirkirin	fear	0.953
terror	teror	fear	0.953
murderer	kuştin	fear	0.953
catastrophe	hetik	fear	0.953
dying	dimirin	fear	0.948
war	şerr	fear	0.942
bombing	êrişa bimbe	fear	0.938
bomb	bimbe	fear	0.935
missiles	mûşeyan	fear	0.934
horror	xof	fear	0.923
brutality	bêwîjdanî	fear	0.922
bloodthirsty	xwînê	fear	0.922
terrorize	terorkirin	fear	0.922
horrified	tirsa	fear	0.922
murderous	kuştin	fear	0.920
massacre	qirkirin	fear	0.911
assassinate	kûştin	fear	0.906
horrifying	tirsnak	fear	0.906
fatality	kuştinê	fear	0.906
murder	kûştin	fear	0.906
mutilation	nerazîbûnê	fear	0.906
terrifying	tirsda	fear	0.906
devastation	tunekirin	fear	0.906
holocaust	holocaust	fear	0.906
horrors	tirs	fear	0.906
killing	kuştin	fear	0.906
demon	xerfît	fear	0.906
terrified	tirsiyan	fear	0.906
suicidal	xwekujî	fear	0.898
kidnap	revandin	fear	0.891
slaughter	serjêkirin	fear	0.891
assault	êriş	fear	0.891
crucifixion	xaçkirinê	fear	0.891
doomed	şaş	fear	0.888
poisoned	jehrê	fear	0.886
suicide	xwekûştinî	fear	0.879
explosion	teqînî	fear	0.879
dismemberment	hilweşandin	fear	0.875
slaughtering	kuştinê	fear	0.875
disastrous	filakten	fear	0.875
deadly	mirarî	fear	0.875
annihilation	qirkirinî	fear	0.875
disaster	filaket	fear	0.875
threatening	tehdît kirin	fear	0.875
suffocation	fetis	fear	0.875
assassin	mêrkûj	fear	0.875
savagery	dirûşm	fear	0.875
rape	bazserdanî	fear	0.870
hell	cehnem	fear	0.860
anthrax	anthrax	fear	0.859
explosive	teqîn	fear	0.859
warfare	şerê	fear	0.859
paralyzed	paralyzed	fear	0.859
molestation	şikandin	fear	0.859
homicide	kûştinî	fear	0.859
barbaric	bejîtî	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	xerîb	fear	0.859
demonic	cinan	fear	0.859
bloodshed	xwînrêjî	fear	0.859
annihilated	hilweşandin	fear	0.859
attacking	êrîş kirin	fear	0.859
dread	tirsa	fear	0.859
slaughterhouse	kuştinê	fear	0.859
tragedy	tirajedî	fear	0.859
guillotine	guillotine	fear	0.859
executioner	darizandin	fear	0.859
suffocating	hilweşînin	fear	0.858
treachery	betaliyê	fear	0.856
fright	xof	fear	0.853
traumatic	trawmatîk	fear	0.844
afraid	tirsane	fear	0.844
morgue	morgue	fear	0.844
drown	fetisîn	fear	0.844
destroying	tunekirin	fear	0.844
painful	êşda	fear	0.844
frightened	tirsa	fear	0.844
monster	wehş	fear	0.844
slayer	slayer	fear	0.844
abomination	hilweşandin	fear	0.844
execution	birêverbirî	fear	0.844
scariest	xerîb	fear	0.844
bombardment	bombebaranê	fear	0.844
vengeance	heyf	fear	0.844
panicked	xerîb kirin	fear	0.844
frightening	xemgîniyê	fear	0.844
scare	tirs	fear	0.844
apocalypse	apocalypse	fear	0.844
petrified	xemgîn kirin	fear	0.844
death	mirin	fear	0.843
chaos	serobinî	fear	0.839
ghastly	xemgîn	fear	0.836
evil	nebaş	fear	0.833
gunmen	çekdar	fear	0.828
fear	tirs	fear	0.828
doom	serhildanê	fear	0.828
intruder	binavket	fear	0.828
cancer	qansêr	fear	0.828
grenade	qûmbere	fear	0.828
assassination	mêrkûjî	fear	0.828
fatal	kûşte	fear	0.828
nightmare	kabûs	fear	0.828
explode	teqîn	fear	0.828
kidnapped	revandin	fear	0.828
eradication	hilweşandin	fear	0.828
hellish	şaş	fear	0.828
paralyze	pûçkirin	fear	0.828
trauma	şikesta	fear	0.828
doomsday	rojan	fear	0.828
violently	binpêkirin	fear	0.828
manslaughter	derba kûştinê	fear	0.828
devil	şeytan	fear	0.828
frighten	xofdan	fear	0.828
brutal	wehşîyane	fear	0.828
morbidity	nerm	fear	0.820
crippling	şaş	fear	0.817
savage	bejî	fear	0.814
crushed	qirêj	fear	0.812
violence	cebr	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	tirs	fear	0.812
suffering	tengahiyê	fear	0.812
shooting	teqîn	fear	0.812
earthquake	erdhejî	fear	0.812
destructive	hilweşîn	fear	0.812
violent	cebrî	fear	0.812
poisonous	jarî	fear	0.812
quake	quake	fear	0.812
damnation	windakirinê	fear	0.812
aggressor	êrişkir	fear	0.812
imprisoned	girtîgehê	fear	0.811
hurricane	bahoz	fear	0.811
exterminate	qelihandin	fear	0.810
fearing	ditirsin	fear	0.808
hemorrhage	hemorrhage	fear	0.807
lethal	kujyar	fear	0.806
torment	tade	fear	0.806
venom	venom	fear	0.804
claustrophobia	claustrophobia	fear	0.803
danger	talûke	fear	0.802
snakes	snakes	fear	0.802
exorcism	exorcîzmê	fear	0.800
obliterated	bête kirin	fear	0.800
robbery	şêl	fear	0.800
terrifies	terrifies	fear	0.798
cyanide	cyanide	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	zordariyê	fear	0.797
monstrosity	hişk	fear	0.797
attack	êriş	fear	0.797
extermination	qelihandinî	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	mirina	fear	0.797
destruction	wêrankirin	fear	0.797
poison	axû	fear	0.797
harmful	zirarane	fear	0.797
persecution	şopketinî	fear	0.797
bombers	bombebaran	fear	0.797
incurable	saxnabe	fear	0.797
hysteria	nerehetî	fear	0.797
dreadfully	xemgîn	fear	0.796
arson	agirpêxistinî	fear	0.794
devastate	xopankirin	fear	0.792
tyrant	zordariyê	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	helak	fear	0.784
feared	ditirsin	fear	0.782
maniac	manîac	fear	0.781
enslaved	dagirker	fear	0.781
rampage	tengahî	fear	0.781
screaming	qîrîn	fear	0.781
venomous	zehmet	fear	0.781
warlike	şer	fear	0.781
lifeless	becan	fear	0.781
bloody	xûnî	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	mar	fear	0.776
epidemic	nexweşîya zûbelav	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	vebigere	fear	0.766
shipwreck	firotanê	fear	0.766
crisis	nerehetî	fear	0.766
criminal	emelxirab	fear	0.766
invade	bîrketin	fear	0.766
riot	tevketî	fear	0.766
fearful	tirsa	fear	0.766
reprisal	heyf	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	êrişker	fear	0.766
dangerously	xeter	fear	0.766
tumor	kûl	fear	0.766
