word	Greek-el	emotion	emotion-intensity-score
utopian	ουτοπικός	anticipation	0.500
romantic	ρομαντικός	anticipation	0.500
unbridled	αχαλίνωτος	anticipation	0.500
sunny	ηλιόλουστος	anticipation	0.500
uphill	ανηφορικος ΔΡΟΜΟΣ	anticipation	0.500
intuitively	διαισθητικά	anticipation	0.500
depart	παρεκκλίνω	anticipation	0.500
eventuality	ενδεχόμενο	anticipation	0.500
puppy	κουτάβι	anticipation	0.500
zeal	ζήλος	anticipation	0.500
sneaking	κρυφός	anticipation	0.500
ready	έτοιμος	anticipation	0.500
advocacy	υπεράσπιση	anticipation	0.500
airport	αεροδρόμιο	anticipation	0.500
litigate	έρχομαι εις δίκη	anticipation	0.500
blindfold	με δεμένα μάτια	anticipation	0.500
undisclosed	μυστικός	anticipation	0.500
young	νέος	anticipation	0.500
horoscope	ωροσκόπιο	anticipation	0.500
invocation	επίκληση	anticipation	0.500
calculation	υπολογισμός	anticipation	0.500
hero	ήρωας	anticipation	0.500
court	δικαστήριο	anticipation	0.492
repay	ανταποδίδω	anticipation	0.492
improvise	αυτοσχεδιάζω	anticipation	0.492
parole	λόγος τιμής	anticipation	0.492
worry	ανησυχία	anticipation	0.492
inauguration	εγκαίνια	anticipation	0.492
gaping	γκρίζα	anticipation	0.492
youth	νεολαία	anticipation	0.492
bless	ευλογώ	anticipation	0.492
defense	άμυνα	anticipation	0.492
heyday	ακμή	anticipation	0.492
consequent	συνεπής	anticipation	0.492
proceeding	ενέργεια	anticipation	0.492
eventual	ενδεχόμενος	anticipation	0.492
perspective	προοπτική	anticipation	0.492
restorative	τονωτικό	anticipation	0.492
undertaking	επιχείρηση	anticipation	0.492
highest	ύψιστος	anticipation	0.491
duel	μονομαχία	anticipation	0.484
unexplained	ανεξήγητο	anticipation	0.484
tremor	τρόμος	anticipation	0.484
sharpen	ακονίζω	anticipation	0.484
generosity	γενναιοδωρία	anticipation	0.484
voluptuous	ηδονικός	anticipation	0.484
shortly	σε σύντομο χρονικό διάστημα	anticipation	0.484
vow	όρκος	anticipation	0.484
contagion	μετάδοση	anticipation	0.484
letter	γράμμα	anticipation	0.484
happen	συμβεί	anticipation	0.484
threaten	απειλώ	anticipation	0.484
conjure	εξορκίζω	anticipation	0.484
sparkle	λάμπω	anticipation	0.484
engulf	καταπίνω	anticipation	0.484
god	θεός	anticipation	0.484
correspondence	αλληλογραφία	anticipation	0.484
auspicious	ευοίωνος	anticipation	0.484
princely	ηγεμονικός	anticipation	0.484
adore	λατρεύω	anticipation	0.477
enroll	εγγράφω	anticipation	0.477
determinate	καθορισμένος	anticipation	0.477
predispose	προιδεάζω	anticipation	0.477
clue	ένδειξη	anticipation	0.477
onset	επίθεση	anticipation	0.477
powerful	ισχυρός	anticipation	0.477
glorify	δοξάζω	anticipation	0.477
glow	λάμψη	anticipation	0.477
arbitration	διαιτησία	anticipation	0.477
torture	βασανιστήριο	anticipation	0.477
gravitate	έλκομαι	anticipation	0.477
cherish	διατηρώ	anticipation	0.477
contemplate	ατενίζω	anticipation	0.477
submit	υποβάλλουν	anticipation	0.477
perilous	επικίνδυνος	anticipation	0.477
unification	ενοποίηση	anticipation	0.477
score	σκορ	anticipation	0.477
medal	μετάλλιο	anticipation	0.477
glide	γλιστρώ	anticipation	0.477
recipient	παραλήπτης	anticipation	0.477
accompaniment	συνοδεία	anticipation	0.477
praiseworthy	αξιέπαινος	anticipation	0.473
providing	χορήγηση	anticipation	0.469
motion	κίνηση	anticipation	0.469
fete	NO TRANSLATION	anticipation	0.469
cautious	προσεκτικός	anticipation	0.469
cash	μετρητά	anticipation	0.469
precursor	πρόδρομος	anticipation	0.469
opera	ΛΥΡΙΚΗ ΣΚΗΝΗ	anticipation	0.469
elite	αφρόκρεμα	anticipation	0.469
pry	εξετάζω	anticipation	0.469
hire	ενοικίαση	anticipation	0.469
sweets	γλυκα	anticipation	0.469
star	αστέρι	anticipation	0.469
unsurpassed	ανυπέρβατος	anticipation	0.469
successful	επιτυχής	anticipation	0.469
unknown	άγνωστος	anticipation	0.469
immediately	αμέσως	anticipation	0.469
starry	έναστρος	anticipation	0.469
production	παραγωγή	anticipation	0.469
football	ποδόσφαιρο	anticipation	0.469
completion	ολοκλήρωση	anticipation	0.469
scare	φόβος	anticipation	0.469
invoke	επικαλούμαι	anticipation	0.469
shaky	επισφαλής	anticipation	0.469
dawn	αυγή	anticipation	0.469
creeping	σέρνεται	anticipation	0.469
cheerfulness	φαιδρότητα	anticipation	0.461
soundness	ορθότητα	anticipation	0.461
mail	ταχυδρομείο	anticipation	0.461
draft	προσχέδιο	anticipation	0.461
preliminary	προκαταρκτικός	anticipation	0.461
friendly	φιλικός	anticipation	0.461
commemorative	αναμνηστικός	anticipation	0.461
extricate	απαλλάσσω	anticipation	0.461
alive	ζωντανός	anticipation	0.461
untold	ανομολόγητος	anticipation	0.461
overture	εισαγωγή	anticipation	0.461
excel	προέχω	anticipation	0.461
plight	κατάσταση	anticipation	0.461
synchronize	συγχρονίζω	anticipation	0.461
punt	ποντάρω	anticipation	0.461
sanctuary	άσυλο	anticipation	0.461
brilliant	λαμπρός	anticipation	0.461
pay	πληρωμή	anticipation	0.461
shining	λάμψη	anticipation	0.461
regatta	ρεγκάτα	anticipation	0.461
testament	διαθήκη	anticipation	0.461
jeopardy	διακινδύνευση	anticipation	0.461
perpetuity	αιωνιότης	anticipation	0.453
elegance	κομψότητα	anticipation	0.453
career	καριέρα	anticipation	0.453
basketball	μπάσκετ	anticipation	0.453
intimately	στενά	anticipation	0.453
renovate	ανακαινίζω	anticipation	0.453
supremacy	υπεροχή	anticipation	0.453
infinity	άπειρο	anticipation	0.453
unexpected	απροσδόκητος	anticipation	0.453
flinch	δειλιάζω	anticipation	0.453
complement	συμπλήρωμα	anticipation	0.453
prologue	πρόλογος	anticipation	0.453
compliment	NO TRANSLATION	anticipation	0.453
prevention	πρόληψη	anticipation	0.453
improve	βελτιώσει	anticipation	0.453
sunset	η δυση του ηλιου	anticipation	0.453
inaugural	εναρκτήριος	anticipation	0.453
rehabilitation	Αναμόρφωση	anticipation	0.453
fitting	προσαρμογή	anticipation	0.445
surround	περιβάλλω	anticipation	0.445
share	μερίδιο	anticipation	0.445
epidemic	επιδημία	anticipation	0.445
sweet	γλυκός	anticipation	0.445
fain	NO TRANSLATION	anticipation	0.445
concealment	απόκρυψη	anticipation	0.445
confidence	αυτοπεποίθηση	anticipation	0.445
perfect	τέλειος	anticipation	0.445
sun	ήλιος	anticipation	0.445
veracity	φιλαλήθεια	anticipation	0.445
volunteer	εθελοντής	anticipation	0.445
conjecture	εικασία	anticipation	0.445
medical	ιατρικός	anticipation	0.438
prepared	έτοιμος	anticipation	0.438
superstitious	προληπτικός	anticipation	0.438
reconstruction	ανοικοδόμηση	anticipation	0.438
tickle	γαργαλάω	anticipation	0.438
faith	πίστη	anticipation	0.438
passenger	επιβάτης	anticipation	0.438
saint	άγιος	anticipation	0.438
respect	Σεβασμός	anticipation	0.438
rabid	φανατικός	anticipation	0.438
reconstruct	επανακτίζω	anticipation	0.438
recombination	ανασυνδυασμός	anticipation	0.438
devout	ευσεβής	anticipation	0.438
goodness	καλοσύνη	anticipation	0.438
angel	άγγελος	anticipation	0.438
ferment	ένζυμο	anticipation	0.438
plea	έκκληση	anticipation	0.438
aloha	aloha	anticipation	0.438
serial	κατα συρροη	anticipation	0.438
conservation	διατήρηση	anticipation	0.438
serenity	ηρεμία	anticipation	0.430
tabulate	συνοψίζω	anticipation	0.430
install	εγκαθιστώ	anticipation	0.430
labyrinth	λαβύρινθος	anticipation	0.430
venerable	σεβάσμιος	anticipation	0.430
perpetuate	διαιωνίζω	anticipation	0.430
strategist	στρατηγός	anticipation	0.430
unverified	ανεπιβεβαίωτος	anticipation	0.430
tribunal	δικαστήριο	anticipation	0.430
charitable	φιλάνθρωπος	anticipation	0.430
luscious	γλυκύτατος	anticipation	0.430
spa	ιαματική πηγή	anticipation	0.430
peace	ειρήνη	anticipation	0.430
clap	χειροκρότημα	anticipation	0.430
conspirator	συνωμότης	anticipation	0.422
forestall	προλαμβάνω	anticipation	0.422
patience	υπομονή	anticipation	0.422
oasis	όαση	anticipation	0.422
grin	γκριμάτσα	anticipation	0.422
revere	τιμώ	anticipation	0.422
worship	λατρεία	anticipation	0.422
vista	μακρινή θέα	anticipation	0.422
laughter	γέλιο	anticipation	0.422
volatility	μεταβλητότητα	anticipation	0.422
adrift	ανεμοδαρμένος	anticipation	0.422
candid	ειλικρινής	anticipation	0.422
edification	διαπαιδαγώγηση	anticipation	0.422
unresolved	άλυτος	anticipation	0.422
peaceful	ειρηνικός	anticipation	0.422
recognizable	ευκολογνώριστος	anticipation	0.422
calls	κλήσεις	anticipation	0.414
weigh	ζυγίζω	anticipation	0.414
probation	δοκιμασία	anticipation	0.414
proficiency	ικανότητα	anticipation	0.414
morn	αυγή	anticipation	0.414
craps	ζάρια	anticipation	0.414
detainee	κρατούμενο	anticipation	0.414
mediate	μεσιτεύω	anticipation	0.414
continue	να συνεχίσει	anticipation	0.414
astrologer	αστρολόγος	anticipation	0.414
punctual	ακριβής	anticipation	0.414
ordination	χειροτονία	anticipation	0.414
pretty	αρκετά	anticipation	0.414
thought	σκέψη	anticipation	0.414
grant	χορήγηση	anticipation	0.414
withstand	αντέχω	anticipation	0.414
frisky	ζωηρός	anticipation	0.414
ongoing	σε εξέλιξη	anticipation	0.414
sing	τραγουδώ	anticipation	0.411
long	μακρύς	anticipation	0.406
confession	ομολογία	anticipation	0.406
headlight	προβολέας	anticipation	0.406
prophylactic	προφυλακτικό	anticipation	0.406
mother	μητέρα	anticipation	0.406
debenture	ομόλογο	anticipation	0.406
wizard	μάγος	anticipation	0.406
university	πανεπιστήμιο	anticipation	0.406
proud	υπερήφανος	anticipation	0.406
midwife	μαία	anticipation	0.406
banquet	συμπόσιο	anticipation	0.406
continuation	συνέχιση	anticipation	0.406
navigable	πλωτός	anticipation	0.406
punished	τιμωρούνται	anticipation	0.406
chicane	chicane	anticipation	0.406
comfort	άνεση	anticipation	0.406
opponent	αντίπαλος	anticipation	0.406
subscribe	Εγγραφείτε	anticipation	0.406
outdo	υπερβαίνω	anticipation	0.406
nurture	ανατροφή	anticipation	0.406
twinkle	ανοιγοκλείω τα βλέφαρα	anticipation	0.406
deal	συμφωνία	anticipation	0.402
efficient	αποτελεσματικός	anticipation	0.398
representing	αντιπροσωπεύει	anticipation	0.398
simmer	σιγοβράζω	anticipation	0.398
symphony	συμφωνία	anticipation	0.398
judiciary	δικαστήρια	anticipation	0.398
obliging	περιποιητικός	anticipation	0.398
saintly	άγιος	anticipation	0.398
vigil	αγρυπνία	anticipation	0.398
death	θάνατος	anticipation	0.398
distracting	αποσπά την προσοχή	anticipation	0.398
mortification	ταπείνωση	anticipation	0.398
balm	βάλσαμο	anticipation	0.398
guillotine	καρμανιόλα	anticipation	0.398
top	μπλουζα	anticipation	0.398
lettered	λόγιος	anticipation	0.398
reliance	εξάρτηση	anticipation	0.398
poke	σακί	anticipation	0.391
unfulfilled	ανεκπλήρωτος	anticipation	0.391
assurance	ασφάλεια	anticipation	0.391
condemnation	καταδίκη	anticipation	0.391
undoubted	αναμφίβολος	anticipation	0.391
diplomacy	διπλωματία	anticipation	0.391
familiarity	εξοικείωση	anticipation	0.391
antidote	αντίδοτο	anticipation	0.391
chuckle	συγκρατημένο γέλιο	anticipation	0.391
objective	σκοπός	anticipation	0.391
maternal	μητρικός	anticipation	0.391
abeyance	αναστολή	anticipation	0.391
art	τέχνη	anticipation	0.391
linger	αργοπορώ	anticipation	0.391
trust	εμπιστοσύνη	anticipation	0.391
depraved	διεφθαρμένος	anticipation	0.391
sanctify	αγιάζω	anticipation	0.391
inoculation	εμβολιασμός	anticipation	0.384
chant	άσμα	anticipation	0.383
banger	banger	anticipation	0.383
playground	παιδική χαρά	anticipation	0.383
failing	έλλειψη	anticipation	0.383
ship	πλοίο	anticipation	0.383
hymn	ύμνος	anticipation	0.383
simplify	απλοποιώ	anticipation	0.383
ram	έμβολο	anticipation	0.383
labor	εργασία	anticipation	0.383
discretion	διακριτικότητα	anticipation	0.383
hap	NO TRANSLATION	anticipation	0.383
good	Καλός	anticipation	0.383
scientist	επιστήμονας	anticipation	0.383
undecided	αναποφάσιστος	anticipation	0.383
humanitarian	φιλάνθρωπος	anticipation	0.383
depend	εξαρτώμαι	anticipation	0.383
dutiful	υπάκουος	anticipation	0.383
clock	ρολόι	anticipation	0.375
sterling	γνήσιος	anticipation	0.375
mountain	βουνό	anticipation	0.375
savor	γεύση	anticipation	0.375
recurrent	επαναλαμβανόμενος	anticipation	0.375
interim	προσωρινός	anticipation	0.375
navigator	πλοηγός	anticipation	0.375
gradual	βαθμιαίος	anticipation	0.375
interminable	ατελεύτητος	anticipation	0.375
track	πίστα	anticipation	0.375
public	δημόσιο	anticipation	0.375
cradle	κούνια	anticipation	0.375
concealed	απόκρυψη	anticipation	0.367
lesson	μάθημα	anticipation	0.367
instructions	οδηγίες	anticipation	0.367
shiver	ρίγος	anticipation	0.367
musical	μιούζικαλ	anticipation	0.367
towering	πανυψηλός	anticipation	0.367
whim	ιδιοτροπία	anticipation	0.367
spear	δόρυ	anticipation	0.367
convince	πείθω	anticipation	0.367
sonar	υποβρύχιο ραντάρ	anticipation	0.367
abide	συμμορφώνομαι	anticipation	0.367
biennial	διετής	anticipation	0.367
theology	θεολογία	anticipation	0.359
offset	αντισταθμίζεται	anticipation	0.359
atone	εξιλεώ	anticipation	0.359
timidity	δειλία	anticipation	0.359
theory	θεωρία	anticipation	0.359
