word	Indonesian-id	emotion	emotion-intensity-score
pillage	menjarah	disgust	0.547
deleterious	merusak	disgust	0.547
thrash	menggasak	disgust	0.539
repellant	repellant	disgust	0.539
repudiation	penolakan	disgust	0.539
infidelity	ketidaksetiaan	disgust	0.539
liar	pembohong	disgust	0.539
fatty	berlemak	disgust	0.539
gob	pelayar	disgust	0.539
sneer	mengejek	disgust	0.539
drunken	mabuk	disgust	0.539
disgrace	aib	disgust	0.539
shame	malu	disgust	0.539
jealous	cemburu	disgust	0.539
imprisoned	dipenjara	disgust	0.539
pig	babi	disgust	0.539
greedy	serakah	disgust	0.539
sloth	kemalasan	disgust	0.539
lethal	letal	disgust	0.536
burnt	dibakar	disgust	0.531
aberration	penyimpangan	disgust	0.531
condescension	sikap merendahkan	disgust	0.531
hydrocephalus	hidrosefalus	disgust	0.531
hanging	gantung	disgust	0.531
destructive	destruktif	disgust	0.531
smuggler	penyelundup	disgust	0.531
intolerant	intoleran	disgust	0.531
travesty	parodi	disgust	0.531
intrusive	intrusif	disgust	0.531
ruined	rusak	disgust	0.531
withered	layu	disgust	0.531
disintegrate	hancur	disgust	0.531
brawl	ribut	disgust	0.531
blemish	cacat	disgust	0.531
neurotic	neurotik	disgust	0.531
blasphemous	menghujat	disgust	0.531
lying	bohong	disgust	0.531
painful	menyakitkan	disgust	0.531
avarice	ketamakan	disgust	0.523
disgraced	ternoda	disgust	0.523
mistress	nyonya	disgust	0.523
disparaging	meremehkan	disgust	0.523
rubbish	sampah	disgust	0.523
derogation	penghinaan	disgust	0.523
accusation	tuduhan	disgust	0.523
intolerance	intoleransi	disgust	0.523
incarceration	penahanan	disgust	0.523
blighted	dirusak	disgust	0.523
sump	bah	disgust	0.516
deplorable	tercela	disgust	0.516
daemon	daemon	disgust	0.516
cringe	ngeri	disgust	0.516
degrade	menurunkan	disgust	0.516
gutter	selokan	disgust	0.516
rob	rampok	disgust	0.516
grim	suram	disgust	0.516
defraud	menipu	disgust	0.516
tortious	menyiksa	disgust	0.516
eradication	pemberantasan	disgust	0.516
stink	bau	disgust	0.516
convict	menghukum	disgust	0.516
dishonor	aib	disgust	0.516
vulture	burung bangkai	disgust	0.516
remains	sisa	disgust	0.516
mite	tungau	disgust	0.516
betray	mengkhianati	disgust	0.516
sham	palsu	disgust	0.509
endemic	endemis	disgust	0.508
bombed	dibom	disgust	0.508
distress	kesulitan	disgust	0.508
pest	hama	disgust	0.508
incurable	tak tersembuhkan	disgust	0.508
worthless	tak berguna	disgust	0.508
rejection	penolakan	disgust	0.508
distasteful	tidak menyenangkan	disgust	0.508
schizophrenia	skizofrenia	disgust	0.508
belittle	meremehkan	disgust	0.508
smelling	berbau	disgust	0.508
cheat	curang	disgust	0.508
blob	gumpal	disgust	0.508
prisoner	tawanan	disgust	0.508
idiocy	kebodohan	disgust	0.508
delirium	igauan	disgust	0.508
disaster	bencana	disgust	0.508
crude	mentah	disgust	0.508
resentment	kebencian	disgust	0.508
dreadfully	sangat	disgust	0.508
glut	kekenyangan	disgust	0.508
polemic	polemik	disgust	0.500
derision	ejekan	disgust	0.500
idolatry	pemujaan berhala	disgust	0.500
taboo	tabu	disgust	0.500
screaming	teriakan	disgust	0.500
banish	membuang	disgust	0.500
dirt	kotoran	disgust	0.500
goblin	goblin	disgust	0.500
shackle	belenggu	disgust	0.500
bribery	penyuapan	disgust	0.500
flagrant	menyolok	disgust	0.500
jealousy	kecemburuan	disgust	0.500
impurity	ketidakmurnian	disgust	0.500
theft	pencurian	disgust	0.500
bitterness	kepahitan	disgust	0.500
offense	pelanggaran	disgust	0.500
impeach	mendakwa	disgust	0.500
blight	hawar	disgust	0.500
duress	paksaan	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	keserakahan	disgust	0.500
tirade	omelan	disgust	0.500
squirm	menggeliat	disgust	0.492
robber	perampok	disgust	0.492
ill	sakit	disgust	0.492
unconscionable	rendah budi	disgust	0.492
recession	resesi	disgust	0.492
gorge	jurang	disgust	0.492
wreck	kecelakaan	disgust	0.492
malign	memfitnah	disgust	0.492
boil	mendidih	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	bodoh	disgust	0.492
disreputable	jelek	disgust	0.492
wasteful	boros	disgust	0.484
affliction	penderitaan	disgust	0.484
stain	noda	disgust	0.484
contempt	penghinaan	disgust	0.484
nappy	popok	disgust	0.484
mutiny	pemberontakan	disgust	0.484
occult	gaib	disgust	0.484
tramp	gelandangan	disgust	0.484
unbearable	tak tertahankan	disgust	0.484
offender	pelanggar	disgust	0.484
servile	seperti budak	disgust	0.484
contraband	barang selundupan	disgust	0.484
raging	hebat	disgust	0.484
snarl	menggeram	disgust	0.484
mad	gila	disgust	0.484
subjugation	penaklukan	disgust	0.484
possessed	kerasukan	disgust	0.484
animosity	kebencian	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	fitnah	disgust	0.484
disrespectful	tidak sopan	disgust	0.484
mess	kekacauan	disgust	0.484
nepotism	nepotisme	disgust	0.484
inexcusable	tidak bisa dimaafkan	disgust	0.484
pathetic	menyedihkan	disgust	0.477
unpleasant	tidak menyenangkan	disgust	0.477
suppression	penekanan	disgust	0.477
mockery	ejekan	disgust	0.477
palsy	kelumpuhan	disgust	0.477
criminal	pidana	disgust	0.477
illegality	ketidaksahan	disgust	0.477
uncaring	tidak peduli	disgust	0.477
antagonistic	bermusuhan	disgust	0.477
immorality	tidak bermoral	disgust	0.477
dismal	suram	disgust	0.477
angry	marah	disgust	0.469
repellent	penolak	disgust	0.469
cough	batuk	disgust	0.469
arrogant	sombong	disgust	0.469
grating	kisi	disgust	0.469
aggravation	kejengkelan	disgust	0.469
livid	marah	disgust	0.469
banishment	pembuangan	disgust	0.469
shoddy	jelek	disgust	0.469
banshee	banshee	disgust	0.469
poverty	kemiskinan	disgust	0.469
wallow	berkubang	disgust	0.469
outrage	kebiadaban	disgust	0.469
mocking	mengejek	disgust	0.469
furious	geram	disgust	0.469
perspiration	keringat	disgust	0.469
prick	tusukan	disgust	0.461
recklessness	kenekatan	disgust	0.461
distorted	terdistorsi	disgust	0.461
fraudulent	curang	disgust	0.461
spider	laba-laba	disgust	0.461
quack	dukun	disgust	0.461
perdition	kebinasaan	disgust	0.461
muddy	berlumpur	disgust	0.461
spurious	palsu	disgust	0.461
insulting	menghina	disgust	0.461
scar	bekas luka	disgust	0.461
deceive	menipu	disgust	0.461
unjustifiable	tidak bisa dibenarkan	disgust	0.461
fool	menipu	disgust	0.461
deplore	menyayangkan	disgust	0.461
plunder	menjarah	disgust	0.461
aphid	aphid	disgust	0.453
bane	kutukan	disgust	0.453
indignation	kemarahan	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	egois	disgust	0.453
disparage	meremehkan	disgust	0.453
cur	bajingan	disgust	0.453
dishonest	tidak jujur	disgust	0.453
stigma	stigma	disgust	0.453
eschew	menjauhkan diri	disgust	0.453
antipathy	antipati	disgust	0.453
alienate	menjauhkan	disgust	0.453
disingenuous	tidak jujur	disgust	0.453
elimination	eliminasi	disgust	0.453
unthinkable	tidak terpikirkan	disgust	0.453
wasted	terbuang	disgust	0.445
recalcitrant	bandel	disgust	0.445
iniquity	kedurhakaan	disgust	0.445
mosquito	nyamuk	disgust	0.445
caries	karies	disgust	0.445
bankruptcy	kebangkrutan	disgust	0.445
egotistical	egois	disgust	0.445
piles	tumpukan	disgust	0.445
smell	bau	disgust	0.445
vacuous	hampa	disgust	0.445
despair	putus asa	disgust	0.445
opium	candu	disgust	0.445
garish	menyolok	disgust	0.445
lie	berbohong	disgust	0.445
pious	saleh	disgust	0.445
aversion	keengganan	disgust	0.438
sticky	lengket	disgust	0.438
scream	berteriak	disgust	0.438
alien	asing	disgust	0.438
shun	menghindari	disgust	0.438
abnormal	abnormal	disgust	0.438
ashamed	malu	disgust	0.438
inmate	tahanan	disgust	0.438
abject	hina	disgust	0.438
hog	babi	disgust	0.438
hopelessness	keputusasan	disgust	0.438
homeless	tuna wisma	disgust	0.438
obnoxious	buruk	disgust	0.438
curse	kutukan	disgust	0.430
creature	makhluk	disgust	0.430
cursing	kutuk	disgust	0.430
illegal	liar	disgust	0.430
lusty	sehat	disgust	0.430
shameless	tidak tahu malu	disgust	0.430
debris	puing	disgust	0.430
defiance	tantangan	disgust	0.430
pall	membosankan	disgust	0.430
falsity	kepalsuan	disgust	0.430
reflux	surutnya	disgust	0.430
incredulous	meragukan	disgust	0.430
adverse	merugikan	disgust	0.430
trickery	tipu daya	disgust	0.430
callous	tidak berperasaan	disgust	0.430
separatist	separatis	disgust	0.430
undesirable	tidak diinginkan	disgust	0.430
denounce	mencela	disgust	0.430
witch	penyihir	disgust	0.430
bum	gelandangan	disgust	0.422
bovine	termasuk keluarga sapi	disgust	0.422
denunciation	pengaduan	disgust	0.422
untidy	berantakan	disgust	0.422
impure	najis	disgust	0.422
mistrust	ketidakpercayaan	disgust	0.422
tarnish	menodai	disgust	0.422
ferocious	ganas	disgust	0.422
gush	membesut	disgust	0.422
infantile	kekanak-kanakan	disgust	0.422
ammonia	amonia	disgust	0.422
offend	menyinggung	disgust	0.422
idiotic	bodoh	disgust	0.422
hypertrophy	hipertrofi	disgust	0.422
nicotine	nikotin	disgust	0.422
tasteless	hambar	disgust	0.422
pompous	sombong	disgust	0.422
socialist	sosialis	disgust	0.422
delinquent	nakal	disgust	0.422
swarm	kawanan	disgust	0.422
contentious	kontensius	disgust	0.422
carelessness	kecerobohan	disgust	0.422
hairy	berbulu	disgust	0.422
wasting	menyia nyiakan	disgust	0.422
slush	lumpur salju	disgust	0.422
affront	penghinaan	disgust	0.422
collapse	jatuh	disgust	0.422
badness	kejahatan	disgust	0.422
dishonesty	ketidakjujuran	disgust	0.414
vegetative	vegetatif	disgust	0.414
displacency	pemindahan	disgust	0.414
unfavorable	tidak baik	disgust	0.414
disobey	tidak taat	disgust	0.414
sour	asam	disgust	0.414
socialism	sosialisme	disgust	0.414
murky	suram	disgust	0.414
neglected	terlantar	disgust	0.414
drivel	meliur	disgust	0.414
vampire	vampir	disgust	0.414
litigious	suka beperkara	disgust	0.414
illegitimate	haram	disgust	0.414
disgruntled	tdk puas	disgust	0.406
ignorant	bodoh	disgust	0.406
outcast	orang buangan	disgust	0.406
unkind	kasar	disgust	0.406
repel	mengusir	disgust	0.406
displeasure	ketidaksenangan	disgust	0.406
phony	palsu	disgust	0.406
shoplifting	mengutil	disgust	0.406
dislike	benci	disgust	0.406
unlawful	melanggar hukum	disgust	0.406
bogus	palsu	disgust	0.406
discontinuity	pemegatan	disgust	0.406
recidivism	kepulangan sakit	disgust	0.406
ungrateful	tidak bersyukur	disgust	0.406
wrongdoing	pelanggaran	disgust	0.406
falsify	memalsukan	disgust	0.406
prosecution	penuntutan	disgust	0.406
failure	kegagalan	disgust	0.398
loon	loon	disgust	0.398
lick	menjilat	disgust	0.398
subvert	menumbangkan	disgust	0.398
rigor	kekakuan	disgust	0.398
unruly	tegar	disgust	0.398
paucity	kekurangan	disgust	0.398
unnatural	tidak wajar	disgust	0.398
averse	enggan	disgust	0.398
senseless	bodoh	disgust	0.398
worsening	memburuk	disgust	0.398
disdain	penghinaan	disgust	0.398
woe	duka	disgust	0.398
woefully	menyedihkan	disgust	0.398
amphetamines	amfetamin	disgust	0.398
stingy	pelit	disgust	0.398
crushing	penumpasan	disgust	0.398
insult	menghina	disgust	0.393
damage	kerusakan	disgust	0.391
hardened	mengeras	disgust	0.391
diatribe	cacian	disgust	0.391
averseness	kebencian	disgust	0.391
critter	makhluk	disgust	0.391
muff	sarung tangan bulu	disgust	0.391
antisocial	antisosial	disgust	0.391
punishment	hukuman	disgust	0.391
bad	buruk	disgust	0.391
punished	dihukum	disgust	0.391
disrelish	rasa jijik	disgust	0.391
expel	mengeluarkan	disgust	0.391
farcical	lucu	disgust	0.391
scorpion	kalajengking	disgust	0.391
sacrifices	pengorbanan	disgust	0.383
plagiarism	plagiat	disgust	0.383
hypocritical	munafik	disgust	0.383
divorce	perceraian	disgust	0.383
presumptuous	lancang	disgust	0.383
discord	perselisihan	disgust	0.383
fugitive	buronan	disgust	0.383
fulsome	munafik	disgust	0.383
shabby	lusuh	disgust	0.383
orc	Orc	disgust	0.383
adder	adder	disgust	0.383
anaconda	anaconda	disgust	0.383
surly	bermuka masam	disgust	0.383
irrational	irasional	disgust	0.383
disappoint	mengecewakan	disgust	0.383
illiterate	buta huruf	disgust	0.383
lament	meratapi	disgust	0.383
eviction	pengusiran	disgust	0.383
teeming	padat	disgust	0.383
guilt	kesalahan	disgust	0.383
misconduct	perbuatan salah	disgust	0.375
blame	menyalahkan	disgust	0.375
alienation	pengasingan	disgust	0.375
depressing	muram	disgust	0.375
irritating	menjengkelkan	disgust	0.375
plight	keadaan buruk	disgust	0.375
unworthy	tak layak	disgust	0.375
dislocated	dislokasi	disgust	0.375
scoff	mencemoohkan	disgust	0.375
irritation	gangguan	disgust	0.375
defective	cacat	disgust	0.375
shock	syok	disgust	0.375
hoax	berita palsu	disgust	0.367
coerce	memaksa	disgust	0.367
revoke	mencabut	disgust	0.367
stripped	dilucuti	disgust	0.367
exclusion	pengecualian	disgust	0.367
blatant	menyolok	disgust	0.367
disillusionment	kekecewaan	disgust	0.367
squelch	memadamkan	disgust	0.367
unhealthy	tidak sehat	disgust	0.367
toad	katak	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	jebakan	disgust	0.367
vainly	dengan sia-sia	disgust	0.367
powerless	tidak berdaya	disgust	0.367
cad	cad	disgust	0.367
hurtful	menyakitkan	disgust	0.367
shuddering	bergidik	disgust	0.367
wimp	pengecut	disgust	0.367
oddity	keanehan	disgust	0.359
rebellion	pemberontakan	disgust	0.359
incompatible	tidak kompatibel	disgust	0.359
ineptitude	tindakan yg bodoh	disgust	0.359
dispose	membuang	disgust	0.359
disobedience	pembangkangan	disgust	0.359
damn	mengutuk	disgust	0.359
bug	bug	disgust	0.359
deserted	sepi	disgust	0.359
litigate	mengajukan perkara	disgust	0.352
ridiculous	konyol	disgust	0.352
compost	kompos	disgust	0.352
obi	obi	disgust	0.352
untoward	tak diinginkan	disgust	0.352
censor	sensor	disgust	0.352
uncertain	tidak pasti	disgust	0.352
lawyer	pengacara	disgust	0.352
flinch	menyentak	disgust	0.352
flesh	daging	disgust	0.352
crushed	hancur	disgust	0.352
displeased	tidak senang	disgust	0.352
inept	tidak kompeten	disgust	0.352
wrongful	salah	disgust	0.352
cutting	pemotongan	disgust	0.352
fierce	sengit	disgust	0.352
misbehavior	kelakuan buruk	disgust	0.352
frustrate	menggagalkan	disgust	0.352
dismissal	pemecatan	disgust	0.352
disapprove	tidak setuju	disgust	0.344
depreciate	terdepresiasi	disgust	0.344
tearful	menangis	disgust	0.344
thoughtless	tanpa berpikir	disgust	0.336
unsettled	belum terselesaikan	disgust	0.336
lumpy	kental	disgust	0.336
discoloration	perubahan warna	disgust	0.336
blunder	kekeliruan	disgust	0.336
disinclination	keseganan	disgust	0.336
distrust	ketidakpercayaan	disgust	0.336
annoy	mengganggu	disgust	0.336
lawsuit	gugatan hukum	disgust	0.336
discontent	ketidakpuasan	disgust	0.336
grumble	ngomel	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	gila	disgust	0.336
heartsick	sedih	disgust	0.336
disliked	tidak disukai	disgust	0.336
bickering	pertengkaran	disgust	0.336
disallowed	tidak diizinkan	disgust	0.336
unmanageable	tidak terkendali	disgust	0.328
hydrophobia	penyakit anjing gila	disgust	0.328
unsatisfactory	tidak memuaskan	disgust	0.328
whine	merengek	disgust	0.328
exasperation	kejengkelan	disgust	0.328
instability	ketidakstabilan	disgust	0.328
provoking	memprovokasi	disgust	0.328
disappointed	kecewa	disgust	0.328
inhibit	menghalangi	disgust	0.328
sly	licik	disgust	0.328
grievance	keluhan	disgust	0.328
materialist	materialis	disgust	0.328
excluded	dikecualikan	disgust	0.328
cacophony	hiruk-pikuk	disgust	0.328
misleading	menyesatkan	disgust	0.321
disclaim	melepaskan	disgust	0.320
rags	compang-camping	disgust	0.320
soot	jelaga	disgust	0.320
disservice	tindakan merugikan	disgust	0.320
unequal	tidak sama	disgust	0.320
humbug	omong kosong	disgust	0.320
reproach	mencela	disgust	0.320
confined	terbatas	disgust	0.320
disapproving	tidak setuju	disgust	0.320
annoyance	gangguan	disgust	0.320
mishap	kecelakaan	disgust	0.320
groan	mengerang	disgust	0.320
soil	tanah	disgust	0.312
depreciated	terdepresiasi	disgust	0.312
disincline	tdk bersedia	disgust	0.312
inappropriate	tidak pantas	disgust	0.312
inconsiderate	tidak pengertian	disgust	0.312
burke	menutup perkara	disgust	0.312
overpriced	terlalu mahal	disgust	0.312
sneeze	bersin	disgust	0.312
stomach	perut	disgust	0.312
criticize	mengkritik	disgust	0.312
theism	theisme	disgust	0.312
disparity	perbedaan	disgust	0.305
gall	empedu	disgust	0.305
latent	terpendam	disgust	0.305
grumpy	pemarah	disgust	0.305
bang	bang	disgust	0.305
inadmissible	tidak dapat diterima	disgust	0.305
unfriendly	tidak ramah	disgust	0.305
shack	gubuk	disgust	0.305
disliking	tidak menyukai	disgust	0.305
unaccountable	tidak akuntabel	disgust	0.305
coop	mengurung	disgust	0.304
scold	memarahi	disgust	0.297
growling	menggeram	disgust	0.297
lonely	kesepian	disgust	0.297
delay	menunda	disgust	0.297
congress	Kongres	disgust	0.297
disregarded	diabaikan	disgust	0.297
disappointment	kekecewaan	disgust	0.297
backwards	ke belakang	disgust	0.297
soreness	rasa sakit	disgust	0.297
rogue	penipu	disgust	0.297
infamous	terkenal	disgust	0.289
lesbian	lesbian	disgust	0.289
notoriety	kemasyhuran	disgust	0.289
catechism	katekese	disgust	0.289
flop	kegagalan	disgust	0.289
nettle	jelatang	disgust	0.289
janitor	pesuruh	disgust	0.289
saturated	jenuh	disgust	0.281
gaby	orang bodoh	disgust	0.281
prohibited	terlarang	disgust	0.281
remiss	lalai	disgust	0.281
unfair	tidak adil	disgust	0.281
desist	berhenti	disgust	0.281
wince	menggerenyet	disgust	0.281
aftermath	akibat	disgust	0.281
huff	huff	disgust	0.273
discolored	berubah warna	disgust	0.273
uneasy	gelisah	disgust	0.273
wrangling	perselisihan	disgust	0.273
tribunal	pengadilan	disgust	0.273
weird	aneh	disgust	0.266
bureaucrat	birokrat	disgust	0.266
coldness	kedinginan	disgust	0.266
impolite	tidak sopan	disgust	0.266
politic	politis	disgust	0.266
unsatisfied	tdk puas	disgust	0.266
swig	swig	disgust	0.266
inefficiency	ketidakefisienan	disgust	0.266
frantic	panik	disgust	0.266
crawl	merangkak	disgust	0.266
instinctive	naluriah	disgust	0.258
barrow	gerobak dorong	disgust	0.258
incase	dalam hal	disgust	0.258
octopus	gurita	disgust	0.258
chagrin	mengecewakan	disgust	0.258
copycat	peniru	disgust	0.258
rascal	bajingan	disgust	0.258
sarcasm	sarkasme	disgust	0.258
gruff	kasar	disgust	0.258
misconception	kesalahpahaman	disgust	0.250
hulk	Hulk	disgust	0.250
shanghai	shanghai	disgust	0.250
baboon	babon	disgust	0.250
disinclined	segan	disgust	0.250
lose	kalah	disgust	0.250
john	john	disgust	0.250
cupping	bekam	disgust	0.250
rook	benteng	disgust	0.242
gratuitous	serampangan	disgust	0.242
entangled	terjerat	disgust	0.242
opponent	lawan	disgust	0.242
tariff	tarif	disgust	0.242
scrub	menggosok	disgust	0.242
resign	mengundurkan diri	disgust	0.234
prolong	memperpanjang	disgust	0.234
backwardness	keterbelakangan	disgust	0.234
reluctance	keengganan	disgust	0.234
questionable	dipertanyakan	disgust	0.234
lagging	tertinggal	disgust	0.234
unlucky	sial	disgust	0.234
misstatement	salah saji	disgust	0.234
reversal	pembalikan	disgust	0.227
disqualified	didiskualifikasi	disgust	0.227
subsidy	subsidi	disgust	0.227
