word	Ukrainian-uk	emotion	emotion-intensity-score
mediate	посередник	anticipation	0.414
continue	продовжуй	anticipation	0.414
astrologer	астролог	anticipation	0.414
punctual	пунктуальний	anticipation	0.414
ordination	свячення	anticipation	0.414
pretty	красиво	anticipation	0.414
thought	думав	anticipation	0.414
grant	грант	anticipation	0.414
withstand	витримати	anticipation	0.414
frisky	жахливий	anticipation	0.414
ongoing	триває	anticipation	0.414
sing	співай	anticipation	0.411
long	довго	anticipation	0.406
confession	сповідь	anticipation	0.406
headlight	фара	anticipation	0.406
prophylactic	профілактика	anticipation	0.406
mother	мама	anticipation	0.406
debenture	зобов'язання	anticipation	0.406
wizard	чарівник	anticipation	0.406
university	університет	anticipation	0.406
proud	гордий	anticipation	0.406
midwife	акушерка	anticipation	0.406
banquet	банкет	anticipation	0.406
continuation	продовження	anticipation	0.406
navigable	судноплавний	anticipation	0.406
punished	покараний	anticipation	0.406
chicane	шикана	anticipation	0.406
comfort	комфорт	anticipation	0.406
opponent	супротивник	anticipation	0.406
subscribe	підписатися	anticipation	0.406
outdo	перевершити	anticipation	0.406
nurture	виховати	anticipation	0.406
twinkle	блимання	anticipation	0.406
deal	угода	anticipation	0.402
efficient	ефективний	anticipation	0.398
representing	представляючи	anticipation	0.398
simmer	кип'ятити	anticipation	0.398
symphony	симфонія	anticipation	0.398
judiciary	судова влада	anticipation	0.398
obliging	зобов'язаний	anticipation	0.398
saintly	святий	anticipation	0.398
vigil	пильність	anticipation	0.398
death	смерть	anticipation	0.398
distracting	відволікає	anticipation	0.398
mortification	умертвіння	anticipation	0.398
balm	бальзам	anticipation	0.398
guillotine	гільйотина	anticipation	0.398
top	вершина	anticipation	0.398
lettered	букв	anticipation	0.398
reliance	залежність	anticipation	0.398
poke	шуміти	anticipation	0.391
unfulfilled	невиконаний	anticipation	0.391
assurance	гарантія	anticipation	0.391
condemnation	засудження	anticipation	0.391
undoubted	безсумнівно	anticipation	0.391
diplomacy	дипломатія	anticipation	0.391
familiarity	знайомство	anticipation	0.391
antidote	протиотрута	anticipation	0.391
chuckle	сміятися	anticipation	0.391
objective	об'єктивний	anticipation	0.391
maternal	материнська	anticipation	0.391
abeyance	припинення	anticipation	0.391
art	мистецтво	anticipation	0.391
linger	затримуватися	anticipation	0.391
trust	довіра	anticipation	0.391
depraved	розбещений	anticipation	0.391
sanctify	освятити	anticipation	0.391
inoculation	інокуляція	anticipation	0.384
chant	співати	anticipation	0.383
banger	банджер	anticipation	0.383
playground	дитячий майданчик	anticipation	0.383
failing	невдача	anticipation	0.383
ship	корабель	anticipation	0.383
hymn	гімн	anticipation	0.383
simplify	спростити	anticipation	0.383
ram	ОЗП	anticipation	0.383
labor	праця	anticipation	0.383
discretion	розсуд	anticipation	0.383
hap	NO TRANSLATION	anticipation	0.383
good	добре	anticipation	0.383
scientist	вчений	anticipation	0.383
undecided	не визначився	anticipation	0.383
humanitarian	гуманітарний	anticipation	0.383
depend	залежить	anticipation	0.383
dutiful	слухняний	anticipation	0.383
clock	годинник	anticipation	0.375
sterling	стерлінгів	anticipation	0.375
mountain	гора	anticipation	0.375
savor	смакувати	anticipation	0.375
recurrent	повторюваний	anticipation	0.375
interim	тимчасовий	anticipation	0.375
navigator	навігатор	anticipation	0.375
gradual	поступовий	anticipation	0.375
interminable	нескінченний	anticipation	0.375
track	трек	anticipation	0.375
public	громадськість	anticipation	0.375
cradle	колиска	anticipation	0.375
concealed	прихований	anticipation	0.367
lesson	урок	anticipation	0.367
instructions	вказівки	anticipation	0.367
shiver	тремтять	anticipation	0.367
musical	музичний	anticipation	0.367
towering	піднімається	anticipation	0.367
whim	примха	anticipation	0.367
spear	спис	anticipation	0.367
convince	переконати	anticipation	0.367
sonar	гідролокатор	anticipation	0.367
abide	дотримуйся	anticipation	0.367
biennial	бієнале	anticipation	0.367
theology	теологія	anticipation	0.359
offset	компенсувати	anticipation	0.359
atone	спокутувати	anticipation	0.359
timidity	боязкість	anticipation	0.359
theory	теорія	anticipation	0.359
undying	безсмертний	anticipation	0.359
plump	пухкий	anticipation	0.359
audience	аудиторія	anticipation	0.357
nobility	дворянство	anticipation	0.352
paragon	параг	anticipation	0.352
dietary	дієтичне харчування	anticipation	0.352
closure	закриття	anticipation	0.352
store	магазин	anticipation	0.352
localize	локалізувати	anticipation	0.352
cramp	судоми	anticipation	0.352
daily	щодня	anticipation	0.352
kindred	родинний	anticipation	0.352
farm	ферма	anticipation	0.352
edition	видання	anticipation	0.352
consecration	освячення	anticipation	0.352
archaeology	археологія	anticipation	0.344
mobile	мобільний	anticipation	0.344
errand	доручення	anticipation	0.344
wireless	бездротовий	anticipation	0.344
mutable	змінний	anticipation	0.344
meditate	медитувати	anticipation	0.344
stripped	позбавити	anticipation	0.344
lessen	зменшити	anticipation	0.336
unaccountable	невідповідний	anticipation	0.336
pare	NO TRANSLATION	anticipation	0.336
brotherly	братський	anticipation	0.336
buddy	приятель	anticipation	0.336
unbeaten	непереможний	anticipation	0.336
germ	паростка	anticipation	0.336
dove	голубка	anticipation	0.328
digress	відступити	anticipation	0.328
ribbon	стрічка	anticipation	0.328
olfactory	нюховий	anticipation	0.328
patient	пацієнт	anticipation	0.328
council	рада	anticipation	0.328
possess	володіти	anticipation	0.328
secular	світський	anticipation	0.328
chastity	цнотливість	anticipation	0.328
disposed	утилізований	anticipation	0.320
regularity	регулярність	anticipation	0.320
mediator	посередник	anticipation	0.320
scrutinize	уважно вивчте	anticipation	0.320
fancy	уява	anticipation	0.320
immature	незрілий	anticipation	0.320
infanticide	дітонародження	anticipation	0.320
heft	хит	anticipation	0.320
preservative	консервант	anticipation	0.320
paddle	байдарка	anticipation	0.320
cove	бухта	anticipation	0.320
denying	заперечуючи	anticipation	0.312
bugle	багле	anticipation	0.312
unpublished	неопублікований	anticipation	0.312
analyst	аналітик	anticipation	0.312
grim	похмурий	anticipation	0.312
church	церква	anticipation	0.312
priesthood	священство	anticipation	0.305
mill	млин	anticipation	0.305
judicial	судовий	anticipation	0.305
broadside	бічні стійки	anticipation	0.305
tributary	приплив	anticipation	0.297
cap	шапка	anticipation	0.297
thermocouple	термопари	anticipation	0.297
dismay	обурення	anticipation	0.297
instructor	інструктор	anticipation	0.297
saliva	слина	anticipation	0.297
exhaustion	виснаження	anticipation	0.297
bruise	синяк	anticipation	0.289
wont	NO TRANSLATION	anticipation	0.289
homeless	бездомний	anticipation	0.289
visor	козирок	anticipation	0.289
discreet	NO TRANSLATION	anticipation	0.289
network	мережа	anticipation	0.289
shackle	кайдани	anticipation	0.289
addresses	адреси	anticipation	0.289
noncompliance	невідповідність	anticipation	0.289
cataract	катаракта	anticipation	0.289
skewed	перекошений	anticipation	0.281
astronomer	астроном	anticipation	0.281
neighbor	сусід	anticipation	0.281
holiness	святість	anticipation	0.273
devil	диявол	anticipation	0.273
cream	крем	anticipation	0.273
picket	пікет	anticipation	0.273
latent	латентний	anticipation	0.273
immaturity	незрілість	anticipation	0.273
sentence	вирок	anticipation	0.273
neighborhood	сусідство	anticipation	0.266
morals	моралі	anticipation	0.266
lull	затишшя	anticipation	0.266
habitual	звичний	anticipation	0.266
weight	вага	anticipation	0.258
bye	до побачення	anticipation	0.258
forearm	передпліччя	anticipation	0.250
clown	клоун	anticipation	0.250
organ	орган	anticipation	0.250
quote	цитата	anticipation	0.242
commonplace	звичайне місце	anticipation	0.242
