word	Chinese (Traditional)-zh-TW	emotion	emotion-intensity-score
pungent	潑辣	disgust	0.719
bloodshed	流血	disgust	0.714
violent	暴力	disgust	0.711
tyrant	暴君	disgust	0.711
poisoned	中毒	disgust	0.711
pollute	污染	disgust	0.711
wretched	可憐	disgust	0.711
nausea	噁心	disgust	0.711
mortification	屈辱	disgust	0.711
gag	插科打諢	disgust	0.711
vulgarity	俗氣	disgust	0.703
disgusting	討厭	disgust	0.703
grope	摸索	disgust	0.703
slut	懶婦	disgust	0.703
poisoning	中毒	disgust	0.703
depraved	墮落	disgust	0.703
noxious	毒	disgust	0.703
porn	A片	disgust	0.703
nasty	討厭	disgust	0.703
slimy	泥濘的	disgust	0.703
despotism	獨裁	disgust	0.703
nauseate	作嘔	disgust	0.703
secretion	分泌	disgust	0.703
constipation	便秘	disgust	0.703
hateful	可惡	disgust	0.703
grime	煤塵	disgust	0.703
measles	麻疹	disgust	0.696
contagious	傳染性的	disgust	0.695
hellish	地獄般	disgust	0.695
waste	浪費	disgust	0.695
suicidal	自殺	disgust	0.695
abuse	濫用	disgust	0.695
hate	討厭	disgust	0.695
wretch	不幸的人	disgust	0.695
intestinal	腸	disgust	0.695
wart	疣	disgust	0.695
obesity	肥胖	disgust	0.695
scum	浮渣	disgust	0.695
contaminated	污染	disgust	0.688
disease	疾病	disgust	0.688
rabid	瘋狂的	disgust	0.688
ooze	沁	disgust	0.688
treason	叛逆	disgust	0.688
heartworm	心絲蟲	disgust	0.688
smut	黑穗病	disgust	0.688
cholera	霍亂	disgust	0.680
deformed	變形	disgust	0.680
detest	憎恨	disgust	0.680
bestial	獸	disgust	0.680
sickness	疾病	disgust	0.680
antichrist	敵基督	disgust	0.680
abhorrent	可惡	disgust	0.680
soulless	沒有靈魂	disgust	0.680
freakish	滑稽可笑的	disgust	0.680
grimy	骯髒	disgust	0.680
hatred	仇	disgust	0.680
pollution	污染	disgust	0.680
germ	病菌	disgust	0.680
abominate	鄙棄	disgust	0.680
hell	地獄	disgust	0.680
dilapidated	殘破	disgust	0.672
dictatorship	專政	disgust	0.672
inhuman	不人道	disgust	0.672
greasy	膩	disgust	0.672
hideous	可怕	disgust	0.672
loathful	作嘔	disgust	0.672
obscene	猥褻	disgust	0.672
loathing	非常討厭	disgust	0.672
cess	塞斯	disgust	0.670
devil	魔鬼	disgust	0.664
heretic	異教徒	disgust	0.664
nauseous	噁心	disgust	0.664
abominable	可惡	disgust	0.664
deformity	畸形	disgust	0.664
deadly	致命	disgust	0.664
swine	豬	disgust	0.664
discrimination	區別	disgust	0.664
masochism	受虐狂	disgust	0.664
poisonous	有毒	disgust	0.656
prejudiced	偏	disgust	0.656
bacteria	菌	disgust	0.656
death	死亡	disgust	0.656
poison	毒	disgust	0.656
trash	垃圾	disgust	0.656
abortion	流產	disgust	0.656
corruption	腐敗	disgust	0.656
victimized	受害	disgust	0.656
oppression	壓迫	disgust	0.656
goo	感傷	disgust	0.656
latrines	廁所	disgust	0.656
horror	恐怖	disgust	0.656
horrible	可怕	disgust	0.656
nefarious	邪惡	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	鬥氣	disgust	0.648
outhouse	外屋	disgust	0.648
horrid	可怕的	disgust	0.648
detestation	厭惡的人	disgust	0.648
sludge	污泥	disgust	0.648
ugly	醜陋	disgust	0.648
trashy	沒用	disgust	0.648
bitch	婊子	disgust	0.648
immoral	不道德	disgust	0.648
malfeasance	瀆職	disgust	0.641
spew	噴	disgust	0.641
pimple	疙瘩	disgust	0.641
indecency	流氓	disgust	0.641
unsightly	難看	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	流氓	disgust	0.641
cystic	囊性	disgust	0.641
horrifying	可怕的	disgust	0.641
derogatory	貶	disgust	0.641
laxative	瀉藥	disgust	0.641
criminality	犯罪	disgust	0.641
oppressive	壓抑	disgust	0.633
sinful	有罪	disgust	0.633
bigoted	拘泥	disgust	0.633
doomsday	末日	disgust	0.633
prostitution	賣淫	disgust	0.633
ulcer	潰瘍	disgust	0.633
secrete	分泌	disgust	0.633
perpetrator	肇事者	disgust	0.633
rat	鼠	disgust	0.633
queasy	動盪	disgust	0.633
mildew	黴菌	disgust	0.633
dastardly	卑鄙	disgust	0.625
disgraceful	可恥	disgust	0.625
ghastly	陰森	disgust	0.625
persecution	迫害	disgust	0.625
devilish	惡魔	disgust	0.625
degrading	降解	disgust	0.625
obscenity	意淫	disgust	0.625
fungus	菌	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	暴食	disgust	0.625
stools	凳子	disgust	0.625
suffering	痛苦	disgust	0.625
contemptible	可鄙	disgust	0.625
cuckold	烏龜	disgust	0.625
bloated	脹	disgust	0.625
aghast	駭然	disgust	0.625
betrayal	辜負	disgust	0.617
guillotine	斷頭台	disgust	0.617
infect	感染	disgust	0.617
spoil	溺愛	disgust	0.617
tetanus	破傷風	disgust	0.617
fat	脂肪	disgust	0.617
louse	蝨	disgust	0.617
malicious	惡毒	disgust	0.617
polygamy	一夫多妻制	disgust	0.617
crusty	硬皮	disgust	0.617
atrocious	窮凶極惡	disgust	0.617
deceit	謊言	disgust	0.617
termite	白蟻	disgust	0.617
loathe	厭惡	disgust	0.617
wench	丫頭	disgust	0.617
dying	垂死	disgust	0.617
sickly	病懨懨	disgust	0.617
diaper	尿布	disgust	0.617
strangle	扼殺	disgust	0.617
drool	流口水	disgust	0.609
slander	誹謗	disgust	0.609
abhor	痛恨	disgust	0.609
venomous	有毒	disgust	0.609
brothel	妓院	disgust	0.609
ghetto	貧民區	disgust	0.609
violently	猛烈	disgust	0.609
hostile	敵對	disgust	0.609
sabotage	破壞	disgust	0.609
deform	變形	disgust	0.609
bleeding	流血的	disgust	0.609
unwashed	沒洗過	disgust	0.602
lunacy	瘋狂行為	disgust	0.602
imprisonment	徒刑	disgust	0.602
infidel	異教徒	disgust	0.602
deprivation	剝奪	disgust	0.602
traitor	叛徒	disgust	0.602
ugliness	醜陋	disgust	0.602
musty	發霉的	disgust	0.602
illicit	非法的	disgust	0.602
swampy	沼澤的	disgust	0.602
poaching	偷獵	disgust	0.602
hag	魔女	disgust	0.602
butcher	屠夫	disgust	0.594
lunatic	瘋子	disgust	0.594
venom	毒液	disgust	0.594
repelling	排斥	disgust	0.594
thug	暴徒	disgust	0.594
misery	苦難	disgust	0.594
toilet	廁所	disgust	0.594
slug	金屬塊	disgust	0.594
catastrophe	災難	disgust	0.594
epidemic	疫情	disgust	0.594
gut	腸道	disgust	0.594
intoxicated	酣	disgust	0.594
blister	起泡	disgust	0.594
deceitful	狡詐	disgust	0.594
hostility	敵意	disgust	0.594
queasiness	噁心	disgust	0.594
lurid	爚	disgust	0.594
sinner	罪人	disgust	0.594
incubus	夢魘	disgust	0.586
lavatory	廁	disgust	0.586
harass	騷擾	disgust	0.586
unclean	骯髒	disgust	0.586
prostitute	妓女	disgust	0.586
pornography	色情	disgust	0.586
dreadful	可怕	disgust	0.586
deteriorated	惡化	disgust	0.586
appalling	駭人聽聞的	disgust	0.586
unfaithful	不忠	disgust	0.578
rash	皮疹	disgust	0.578
humiliating	羞辱	disgust	0.578
ruinous	毀滅性的	disgust	0.578
squeamish	過於拘謹的	disgust	0.578
offensive	進攻	disgust	0.578
conspirator	同謀	disgust	0.578
larceny	盜竊罪	disgust	0.578
debauchery	放蕩	disgust	0.578
mangle	撕裂	disgust	0.578
flea	跳蚤	disgust	0.578
hypocrite	偽君子	disgust	0.578
retard	減速	disgust	0.578
fiend	惡魔	disgust	0.578
sick	生病	disgust	0.578
quagmire	沼澤	disgust	0.578
expulsion	開除	disgust	0.578
treacherous	奸詐	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	吐	disgust	0.570
devastating	破壞性的	disgust	0.570
bastard	混蛋	disgust	0.570
messy	亂	disgust	0.570
flog	鞭打	disgust	0.570
egregious	過分的	disgust	0.570
swamp	沼澤	disgust	0.570
oppress	壓迫	disgust	0.570
despise	討厭	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	蛇	disgust	0.570
snake	蛇	disgust	0.562
terrible	可怕	disgust	0.562
awful	可怕	disgust	0.562
harmful	有害	disgust	0.562
insanity	瘋狂	disgust	0.562
indecent	非禮	disgust	0.562
sordid	污穢	disgust	0.562
loo	廁所	disgust	0.562
scoundrel	惡棍	disgust	0.562
enemy	敵人	disgust	0.562
stealing	偷竊行為	disgust	0.562
alcoholism	酗酒	disgust	0.562
humiliation	屈辱	disgust	0.562
ruthless	無情	disgust	0.562
sloppy	稀鬆	disgust	0.562
tyrannical	強橫	disgust	0.562
harlot	妓女	disgust	0.562
sinning	犯罪	disgust	0.562
robbery	搶劫	disgust	0.555
insufferable	不能忍受的	disgust	0.555
arsenic	砷	disgust	0.555
bloody	血腥	disgust	0.555
odious	可惡	disgust	0.555
ridicule	嘲笑	disgust	0.555
atrophy	痿	disgust	0.555
beastly	獸	disgust	0.555
collusion	共謀	disgust	0.555
distaste	厭惡	disgust	0.555
segregate	分離	disgust	0.555
discriminating	鑑別	disgust	0.555
coward	懦夫	disgust	0.555
wickedness	邪惡	disgust	0.555
threatening	危險的	disgust	0.555
unattractive	沒有吸引力	disgust	0.555
slayer	殺手	disgust	0.555
flabby	鬆弛	disgust	0.555
varicella	水痘	disgust	0.555
miserable	慘	disgust	0.547
sty	針眼	disgust	0.547
ogre	怪物	disgust	0.547
coercion	強迫	disgust	0.547
thief	賊	disgust	0.547
slur	誹謗	disgust	0.547
suffocating	令人窒息	disgust	0.547
anathema	詛咒	disgust	0.547
purgatory	煉獄	disgust	0.547
malevolent	壞心腸的	disgust	0.547
bitterly	痛	disgust	0.547
burglar	竊賊	disgust	0.547
attacking	進攻	disgust	0.547
vesicular	水泡	disgust	0.547
condemnation	非難	disgust	0.547
pillage	掠	disgust	0.547
deleterious	有害	disgust	0.547
thrash	鞭打	disgust	0.539
repellant	防護劑	disgust	0.539
repudiation	拒絕	disgust	0.539
infidelity	不忠	disgust	0.539
liar	說謊者	disgust	0.539
fatty	脂肪	disgust	0.539
gob	凝塊	disgust	0.539
sneer	冷笑	disgust	0.539
drunken	醉	disgust	0.539
disgrace	恥辱	disgust	0.539
shame	恥辱	disgust	0.539
jealous	妒	disgust	0.539
imprisoned	囚禁	disgust	0.539
pig	豬	disgust	0.539
greedy	貪婪	disgust	0.539
sloth	懶惰	disgust	0.539
lethal	致命	disgust	0.536
burnt	焦	disgust	0.531
aberration	像差	disgust	0.531
condescension	屈尊	disgust	0.531
hydrocephalus	腦積水	disgust	0.531
hanging	掛	disgust	0.531
destructive	有害	disgust	0.531
smuggler	走私者	disgust	0.531
intolerant	不可忍耐	disgust	0.531
travesty	滑稽戲	disgust	0.531
intrusive	侵入	disgust	0.531
ruined	毀了	disgust	0.531
withered	乾枯	disgust	0.531
disintegrate	瓦解	disgust	0.531
brawl	爭吵	disgust	0.531
blemish	缺陷	disgust	0.531
neurotic	神經質	disgust	0.531
blasphemous	褻瀆神明	disgust	0.531
lying	說謊	disgust	0.531
painful	痛苦	disgust	0.531
avarice	貪婪	disgust	0.523
disgraced	灰頭土臉	disgust	0.523
mistress	情婦	disgust	0.523
disparaging	蔑視	disgust	0.523
rubbish	垃圾	disgust	0.523
derogation	減損	disgust	0.523
accusation	指控	disgust	0.523
intolerance	不耐症	disgust	0.523
incarceration	監禁	disgust	0.523
blighted	秕	disgust	0.523
sump	油底殼	disgust	0.516
deplorable	可悲	disgust	0.516
daemon	守護進程	disgust	0.516
cringe	低三下四	disgust	0.516
degrade	降級	disgust	0.516
gutter	排水溝	disgust	0.516
rob	搶	disgust	0.516
grim	嚴峻	disgust	0.516
defraud	騙取	disgust	0.516
tortious	侵權	disgust	0.516
eradication	根除	disgust	0.516
stink	臭	disgust	0.516
convict	定罪	disgust	0.516
dishonor	羞辱	disgust	0.516
vulture	禿鷲	disgust	0.516
remains	遺跡	disgust	0.516
mite	蟎	disgust	0.516
betray	背叛	disgust	0.516
sham	假	disgust	0.509
endemic	流行	disgust	0.508
bombed	轟炸	disgust	0.508
distress	苦難	disgust	0.508
pest	蟲害	disgust	0.508
incurable	不可救藥	disgust	0.508
worthless	無用	disgust	0.508
rejection	拒絕	disgust	0.508
distasteful	令人反感	disgust	0.508
schizophrenia	精神分裂症	disgust	0.508
belittle	貶低	disgust	0.508
smelling	聞	disgust	0.508
cheat	作弊	disgust	0.508
blob	BLOB	disgust	0.508
prisoner	囚犯	disgust	0.508
idiocy	白痴	disgust	0.508
delirium	譫妄	disgust	0.508
disaster	災害	disgust	0.508
crude	原油	disgust	0.508
resentment	怨恨	disgust	0.508
dreadfully	可怕	disgust	0.508
glut	充斥	disgust	0.508
polemic	論戰	disgust	0.500
derision	愚弄	disgust	0.500
idolatry	偶像崇拜	disgust	0.500
taboo	忌諱	disgust	0.500
screaming	尖叫	disgust	0.500
banish	放逐	disgust	0.500
dirt	污垢	disgust	0.500
goblin	小妖精	disgust	0.500
shackle	鐵鍊	disgust	0.500
bribery	受賄	disgust	0.500
flagrant	明目張膽	disgust	0.500
jealousy	妒忌	disgust	0.500
impurity	不純	disgust	0.500
theft	盜竊	disgust	0.500
bitterness	苦味	disgust	0.500
offense	罪行	disgust	0.500
impeach	劾	disgust	0.500
blight	枯萎病	disgust	0.500
duress	脅迫	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	貪心	disgust	0.500
tirade	長篇大論	disgust	0.500
squirm	蠕動	disgust	0.492
robber	強盜	disgust	0.492
ill	生病	disgust	0.492
unconscionable	過度的	disgust	0.492
recession	不景氣	disgust	0.492
gorge	峽谷	disgust	0.492
wreck	破壞	disgust	0.492
malign	誹謗	disgust	0.492
boil	熬	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	白痴	disgust	0.492
disreputable	不名譽	disgust	0.492
wasteful	浪費	disgust	0.484
affliction	痛苦	disgust	0.484
stain	弄髒	disgust	0.484
contempt	鄙視	disgust	0.484
nappy	尿布	disgust	0.484
mutiny	兵變	disgust	0.484
occult	隱匿性	disgust	0.484
tramp	流浪漢	disgust	0.484
unbearable	不堪忍受	disgust	0.484
offender	犯罪分子	disgust	0.484
servile	低三下四	disgust	0.484
contraband	禁品	disgust	0.484
raging	憤怒	disgust	0.484
snarl	搞亂	disgust	0.484
mad	狂	disgust	0.484
subjugation	征服	disgust	0.484
possessed	擁有	disgust	0.484
animosity	敵意	disgust	0.484
aversation	嫌棄	disgust	0.484
defamation	誹謗	disgust	0.484
disrespectful	不恭	disgust	0.484
mess	食堂	disgust	0.484
nepotism	裙帶關係	disgust	0.484
inexcusable	不可原諒	disgust	0.484
pathetic	可憐	disgust	0.477
unpleasant	不愉快	disgust	0.477
suppression	抑制	disgust	0.477
mockery	蔑視	disgust	0.477
palsy	麻痺	disgust	0.477
criminal	刑事	disgust	0.477
illegality	違法	disgust	0.477
uncaring	冷漠	disgust	0.477
antagonistic	對抗性的	disgust	0.477
immorality	放蕩	disgust	0.477
dismal	慘淡	disgust	0.477
angry	憤怒	disgust	0.469
repellent	驅蚊	disgust	0.469
cough	咳嗽	disgust	0.469
arrogant	傲慢	disgust	0.469
grating	光柵	disgust	0.469
aggravation	加重	disgust	0.469
livid	鐵青	disgust	0.469
banishment	流放	disgust	0.469
shoddy	以次充好	disgust	0.469
banshee	女妖	disgust	0.469
poverty	貧窮	disgust	0.469
wallow	泥坑	disgust	0.469
outrage	暴行	disgust	0.469
mocking	嘲諷	disgust	0.469
furious	狂怒	disgust	0.469
perspiration	汗	disgust	0.469
prick	刺	disgust	0.461
recklessness	魯莽	disgust	0.461
distorted	扭曲	disgust	0.461
fraudulent	騙人的	disgust	0.461
spider	蜘蛛	disgust	0.461
quack	嘎嘎	disgust	0.461
perdition	殞命	disgust	0.461
muddy	渾	disgust	0.461
spurious	偽	disgust	0.461
insulting	侮辱	disgust	0.461
scar	瘢痕	disgust	0.461
deceive	欺騙	disgust	0.461
unjustifiable	無理	disgust	0.461
fool	傻子	disgust	0.461
deplore	痛惜	disgust	0.461
plunder	掠奪	disgust	0.461
aphid	蚜	disgust	0.453
bane	誅戮	disgust	0.453
indignation	憤慨	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	自私	disgust	0.453
disparage	貶損	disgust	0.453
cur	CUR	disgust	0.453
dishonest	不誠實	disgust	0.453
stigma	柱頭	disgust	0.453
eschew	避	disgust	0.453
antipathy	反感	disgust	0.453
alienate	離間	disgust	0.453
disingenuous	不誠實的	disgust	0.453
elimination	消除	disgust	0.453
unthinkable	不可思議的	disgust	0.453
wasted	浪費	disgust	0.445
recalcitrant	婼	disgust	0.445
iniquity	罪孽	disgust	0.445
mosquito	蚊子	disgust	0.445
caries	齲齒	disgust	0.445
bankruptcy	破產	disgust	0.445
egotistical	自負	disgust	0.445
piles	痔	disgust	0.445
smell	聞	disgust	0.445
vacuous	空虛的	disgust	0.445
despair	絕望	disgust	0.445
opium	鴉片	disgust	0.445
garish	扎眼	disgust	0.445
lie	謊言	disgust	0.445
pious	虔	disgust	0.445
aversion	厭惡	disgust	0.438
sticky	黏	disgust	0.438
scream	驚叫	disgust	0.438
alien	外僑	disgust	0.438
shun	順	disgust	0.438
abnormal	不正常	disgust	0.438
ashamed	羞愧	disgust	0.438
inmate	犯人	disgust	0.438
abject	卑劣	disgust	0.438
hog	豕	disgust	0.438
hopelessness	絕望	disgust	0.438
homeless	無家可歸	disgust	0.438
obnoxious	厭惡	disgust	0.438
curse	詛咒	disgust	0.430
creature	生物	disgust	0.430
cursing	咒罵	disgust	0.430
illegal	非法	disgust	0.430
lusty	精力充沛	disgust	0.430
shameless	不要臉	disgust	0.430
debris	廢墟	disgust	0.430
defiance	蔑視	disgust	0.430
pall	鮑爾	disgust	0.430
falsity	謊言	disgust	0.430
reflux	回流	disgust	0.430
incredulous	懷疑的	disgust	0.430
adverse	不利的	disgust	0.430
trickery	詭計	disgust	0.430
callous	冷酷	disgust	0.430
separatist	分裂	disgust	0.430
undesirable	不可取	disgust	0.430
denounce	聲討	disgust	0.430
witch	巫婆	disgust	0.430
bum	屁股	disgust	0.422
bovine	牛	disgust	0.422
denunciation	解約	disgust	0.422
untidy	襶	disgust	0.422
impure	不純	disgust	0.422
mistrust	不信任	disgust	0.422
tarnish	玷污	disgust	0.422
ferocious	兇猛	disgust	0.422
gush	噴	disgust	0.422
infantile	嬰兒	disgust	0.422
ammonia	氨	disgust	0.422
offend	得罪	disgust	0.422
idiotic	痴	disgust	0.422
hypertrophy	肥大	disgust	0.422
nicotine	尼古丁	disgust	0.422
tasteless	無味	disgust	0.422
pompous	自大的	disgust	0.422
