word	Kannada-kn	emotion	emotion-intensity-score
prejudiced	ಪೂರ್ವಾಗ್ರಹ	disgust	0.656
bacteria	ಬ್ಯಾಕ್ಟೀರಿಯಾ	disgust	0.656
death	ಸಾವು	disgust	0.656
poison	ವಿಷ	disgust	0.656
trash	ಕಸ	disgust	0.656
abortion	ಗರ್ಭಪಾತ	disgust	0.656
corruption	ಭ್ರಷ್ಟಾಚಾರ	disgust	0.656
victimized	ಬಲಿಯಾದ	disgust	0.656
oppression	ದಬ್ಬಾಳಿಕೆ	disgust	0.656
goo	ಗೂ	disgust	0.656
latrines	ಅಕ್ಷರಗಳು	disgust	0.656
horror	ಭಯಾನಕ	disgust	0.656
horrible	ಭಯಾನಕ	disgust	0.656
nefarious	ಅಲೌಕಿಕ	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	ಪ್ರತೀಕಾರಕ	disgust	0.648
outhouse	ಔಟ್ ಹೌಸ್	disgust	0.648
horrid	ಘೋರ	disgust	0.648
detestation	ದುರ್ಬಳಕೆ	disgust	0.648
sludge	ಕೆಸರು	disgust	0.648
ugly	ಕೊಳಕು	disgust	0.648
trashy	ಕೊಳೆತ	disgust	0.648
bitch	ಬಿಚ್	disgust	0.648
immoral	ಅನೈತಿಕ	disgust	0.648
malfeasance	ದುರ್ಬಳಕೆ	disgust	0.641
spew	ಕೊಳೆತ	disgust	0.641
pimple	ಮೊಡವೆ	disgust	0.641
indecency	ಅಸಭ್ಯತೆ	disgust	0.641
unsightly	ಅಸಹ್ಯವಾದ	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	ಖಳನಾಯಕ	disgust	0.641
cystic	ಸಿಸ್ಟಿಕ್	disgust	0.641
horrifying	ಭಯಾನಕ	disgust	0.641
derogatory	ಅವಹೇಳನಕಾರಿ	disgust	0.641
laxative	ವಿರೇಚಕ	disgust	0.641
criminality	ಅಪರಾಧ	disgust	0.641
oppressive	ದುರ್ಭರ	disgust	0.633
sinful	ಪಾಪಿ	disgust	0.633
bigoted	ದೊಡ್ಡದಾದ	disgust	0.633
doomsday	ಡೂಮ್ಸ್ಡೇ	disgust	0.633
prostitution	ವೇಶ್ಯಾವಾಟಿಕೆ	disgust	0.633
ulcer	ಹುಣ್ಣು	disgust	0.633
secrete	ರಹಸ್ಯವಾಗಿರಿಸು	disgust	0.633
perpetrator	ಅಪರಾಧಿ	disgust	0.633
rat	ಇಲಿ	disgust	0.633
queasy	ಕ್ವೇಸಿ	disgust	0.633
mildew	ಶಿಲೀಂಧ್ರ	disgust	0.633
dastardly	ದೌರ್ಜನ್ಯದಿಂದ	disgust	0.625
disgraceful	ನಾಚಿಕೆಗೇಡು	disgust	0.625
ghastly	ಭಯಂಕರವಾಗಿ	disgust	0.625
persecution	ಕಿರುಕುಳ	disgust	0.625
devilish	ದೆವ್ವದ	disgust	0.625
degrading	ಅವಮಾನಕರ	disgust	0.625
obscenity	ಅಶ್ಲೀಲತೆ	disgust	0.625
fungus	ಶಿಲೀಂಧ್ರ	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	ಹೊಟ್ಟೆಬಾಕತನ	disgust	0.625
stools	ಕೋಲುಗಳು	disgust	0.625
suffering	ಬಳಲುತ್ತಿರುವ	disgust	0.625
contemptible	ತಿರಸ್ಕಾರಾರ್ಹ	disgust	0.625
cuckold	ಕೋಕಲ್ಡ್	disgust	0.625
bloated	ಉಬ್ಬಿಕೊಳ್ಳುತ್ತದೆ	disgust	0.625
aghast	ಅಗಾಸ್ಟ್	disgust	0.625
betrayal	ನಂಬಿಕೆದ್ರೋಹ	disgust	0.617
guillotine	ಗಿಲ್ಲೊಟಿನ್	disgust	0.617
infect	ಸೋಂಕು	disgust	0.617
spoil	ಲೂಟಿ	disgust	0.617
tetanus	ಟೆಟನಸ್	disgust	0.617
fat	ಕೊಬ್ಬು	disgust	0.617
louse	ಲೌಸ್	disgust	0.617
malicious	ದುರುದ್ದೇಶಪೂರಿತ	disgust	0.617
polygamy	ಬಹುಪತ್ನಿತ್ವ	disgust	0.617
crusty	ಕಠಿಣ	disgust	0.617
atrocious	ದುಷ್ಕೃತ್ಯ	disgust	0.617
deceit	ಮೋಸ	disgust	0.617
termite	ಟರ್ಮಿನೇಟ್	disgust	0.617
loathe	ಅಸಹ್ಯ	disgust	0.617
wench	ವೆನ್ಚ್	disgust	0.617
dying	ಸಾಯುತ್ತಿರುವುದು	disgust	0.617
sickly	ಅನಾರೋಗ್ಯದಿಂದ	disgust	0.617
diaper	ಡಯಾಪರ್	disgust	0.617
strangle	ಕೊಳೆತ	disgust	0.617
drool	ದುಃಖ	disgust	0.609
slander	ಅಪನಿಂದೆ	disgust	0.609
abhor	ಅಸಹ್ಯ	disgust	0.609
venomous	ವಿಷಪೂರಿತ	disgust	0.609
brothel	ವೇಶ್ಯಾಗೃಹ	disgust	0.609
ghetto	ಘೆಟ್ಟೋ	disgust	0.609
violently	ಹಿಂಸಾತ್ಮಕವಾಗಿ	disgust	0.609
hostile	ಪ್ರತಿಕೂಲ	disgust	0.609
sabotage	ವಿಧ್ವಂಸಕ	disgust	0.609
deform	ವಿರೂಪ	disgust	0.609
bleeding	ರಕ್ತಸ್ರಾವ	disgust	0.609
unwashed	ತೊಳೆಯದ	disgust	0.602
lunacy	ಪಶ್ಚಾತ್ತಾಪ	disgust	0.602
imprisonment	ಸೆರೆವಾಸ	disgust	0.602
infidel	ನಾಸ್ತಿಕ	disgust	0.602
deprivation	ಅಭಾವ	disgust	0.602
traitor	ದೇಶದ್ರೋಹಿ	disgust	0.602
ugliness	ವಿಕಾರತೆ	disgust	0.602
musty	ಮೋಸ	disgust	0.602
illicit	ಅಕ್ರಮ	disgust	0.602
swampy	ಜೌಗು	disgust	0.602
poaching	ಬೇಟೆಯಾಡುವುದು	disgust	0.602
hag	ಹಾಗ್	disgust	0.602
butcher	ಕಟುಕ	disgust	0.594
lunatic	ಹುಚ್ಚಾಟ	disgust	0.594
venom	ವಿಷ	disgust	0.594
repelling	ಹಿಮ್ಮೆಟ್ಟಿಸುವುದು	disgust	0.594
thug	ಥಗ್	disgust	0.594
misery	ದುಃಖ	disgust	0.594
toilet	ಶೌಚಾಲಯ	disgust	0.594
slug	ಸ್ಲಗ್	disgust	0.594
catastrophe	ದುರಂತ	disgust	0.594
epidemic	ಸಾಂಕ್ರಾಮಿಕ ರೋಗ	disgust	0.594
gut	ಕರುಳು	disgust	0.594
intoxicated	ಅಮಲೇರಿದ	disgust	0.594
blister	ಹೊಳಪು	disgust	0.594
deceitful	ಮೋಸ	disgust	0.594
hostility	ಹಗೆತನ	disgust	0.594
queasiness	ಅಸಹ್ಯತೆ	disgust	0.594
lurid	ಭರ್ಜರಿ	disgust	0.594
sinner	ಪಾತಕಿ	disgust	0.594
incubus	ಒಳಹೊಕ್ಕು	disgust	0.586
lavatory	ಸಂಕೋಚನ	disgust	0.586
harass	ಕಿರುಕುಳ	disgust	0.586
unclean	ಅಶುದ್ಧ	disgust	0.586
prostitute	ವೇಶ್ಯೆ	disgust	0.586
pornography	ಅಶ್ಲೀಲತೆ	disgust	0.586
dreadful	ಘೋರ	disgust	0.586
deteriorated	ಹದಗೆಟ್ಟಿತು	disgust	0.586
appalling	ನೋಡಲಾಗದ	disgust	0.586
unfaithful	ವಿಶ್ವಾಸದ್ರೋಹಿ	disgust	0.578
rash	ರಾಶ್	disgust	0.578
humiliating	ಅವಮಾನಕರ	disgust	0.578
ruinous	ಹಾನಿಕಾರಕ	disgust	0.578
squeamish	ಹತಾಶೆ	disgust	0.578
offensive	ಆಕ್ರಮಣಕಾರಿ	disgust	0.578
conspirator	ಸಂಚುಗಾರ	disgust	0.578
larceny	ಲಾರ್ಸೆನಿ	disgust	0.578
debauchery	ದುಷ್ಕೃತ್ಯ	disgust	0.578
mangle	ಜೌಗು	disgust	0.578
flea	ಅಲ್ಪಬೆಲೆಯ	disgust	0.578
hypocrite	ಕಪಟವೇಷಕ	disgust	0.578
retard	ರಿಟಾರ್ಡ್	disgust	0.578
fiend	ದೆವ್ವ	disgust	0.578
sick	ಅನಾರೋಗ್ಯ	disgust	0.578
quagmire	ಕ್ವಾಗ್ಮಿರ್	disgust	0.578
expulsion	ಹೊರಹಾಕುವಿಕೆ	disgust	0.578
treacherous	ವಿಶ್ವಾಸಘಾತುಕ	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	ಉಗುಳುವುದು	disgust	0.570
devastating	ವಿನಾಶಕಾರಿ	disgust	0.570
bastard	ಬಾಸ್ಟರ್ಡ್	disgust	0.570
messy	ಗೊಂದಲಮಯ	disgust	0.570
flog	ಹೊಡೆಯಿರಿ	disgust	0.570
egregious	ಅಹಂಕಾರ	disgust	0.570
swamp	ಜೌಗು	disgust	0.570
oppress	ಪೀಡಿಸು	disgust	0.570
despise	ತಿರಸ್ಕರಿಸು	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	ಸರ್ಪ	disgust	0.570
snake	ಹಾವು	disgust	0.562
terrible	ಭಯಾನಕ	disgust	0.562
awful	ಭೀಕರವಾದ	disgust	0.562
harmful	ಹಾನಿಕಾರಕ	disgust	0.562
insanity	ಹುಚ್ಚುತನ	disgust	0.562
indecent	ಅಸಭ್ಯ	disgust	0.562
sordid	ಅಸ್ವಸ್ಥ	disgust	0.562
loo	ಲೂ	disgust	0.562
scoundrel	ದುಷ್ಟ	disgust	0.562
enemy	ಶತ್ರು	disgust	0.562
stealing	ಕದಿಯುವುದು	disgust	0.562
alcoholism	ಮದ್ಯಪಾನ	disgust	0.562
humiliation	ಅವಮಾನ	disgust	0.562
ruthless	ನಿರ್ದಯ	disgust	0.562
sloppy	ಅವ್ಯವಸ್ಥೆಯ	disgust	0.562
tyrannical	ದಬ್ಬಾಳಿಕೆಯ	disgust	0.562
harlot	ಕಿರುಕುಳ	disgust	0.562
sinning	ಪಾಪ	disgust	0.562
robbery	ದರೋಡೆ	disgust	0.555
insufferable	ಅಸಹನೀಯ	disgust	0.555
arsenic	ಆರ್ಸೆನಿಕ್	disgust	0.555
bloody	ರಕ್ತಸಿಕ್ತ	disgust	0.555
odious	ಕೆಟ್ಟದಾಗಿದೆ	disgust	0.555
ridicule	ಹಾಸ್ಯಾಸ್ಪದ	disgust	0.555
atrophy	ಕ್ಷೀಣತೆ	disgust	0.555
beastly	ಪ್ರಾಣಾಂತಿಕ	disgust	0.555
collusion	ತಂತ್ರ	disgust	0.555
distaste	ಅಸಹ್ಯ	disgust	0.555
segregate	ಪ್ರತ್ಯೇಕಿಸಿ	disgust	0.555
discriminating	ತಾರತಮ್ಯ	disgust	0.555
coward	ಹೇಡಿತನ	disgust	0.555
wickedness	ದುಷ್ಟತನ	disgust	0.555
threatening	ಬೆದರಿಕೆ	disgust	0.555
unattractive	ಸುಂದರವಲ್ಲದ	disgust	0.555
slayer	ಸ್ಲೇಯರ್	disgust	0.555
flabby	ನಡುಕ	disgust	0.555
varicella	ವರ್ಸಿಲ್ಲಾ	disgust	0.555
miserable	ಶೋಚನೀಯ	disgust	0.547
sty	ಸ್ಟ	disgust	0.547
ogre	ಓರೆ	disgust	0.547
coercion	ದಬ್ಬಾಳಿಕೆ	disgust	0.547
thief	ಕಳ್ಳ	disgust	0.547
slur	ಕಳಂಕ	disgust	0.547
suffocating	ಉಸಿರುಗಟ್ಟಿಸುವ	disgust	0.547
anathema	ಮುಗ್ಧತೆ	disgust	0.547
purgatory	ಶುದ್ಧೀಕರಣ	disgust	0.547
malevolent	ದುಷ್ಕೃತ್ಯ	disgust	0.547
bitterly	ಕಠಿಣವಾಗಿ	disgust	0.547
burglar	ದರೋಡೆಕೋರ	disgust	0.547
attacking	ದಾಳಿ	disgust	0.547
vesicular	ವಾಸಿಕ್ಯುಲರ್	disgust	0.547
condemnation	ಖಂಡನೆ	disgust	0.547
pillage	ಕಳ್ಳತನ	disgust	0.547
deleterious	ಹಾನಿಕರ	disgust	0.547
thrash	ಥ್ರಷ್	disgust	0.539
repellant	ನಿರೋಧಕ	disgust	0.539
repudiation	ನಿರಾಕರಣೆ	disgust	0.539
infidelity	ದಾಂಪತ್ಯ ದ್ರೋಹ	disgust	0.539
liar	ಸುಳ್ಳುಗಾರ	disgust	0.539
fatty	ಕೊಬ್ಬು	disgust	0.539
gob	ಗುಬ್ಬಿ	disgust	0.539
sneer	ಸ್ನೀರ್	disgust	0.539
drunken	ಕುಡುಕ	disgust	0.539
disgrace	ನಾಚಿಕೆಗೇಡು	disgust	0.539
shame	ಅವಮಾನ	disgust	0.539
jealous	ಅಸೂಯೆ	disgust	0.539
imprisoned	ಬಂಧಿಸಲಾಯಿತು	disgust	0.539
pig	ಹಂದಿ	disgust	0.539
greedy	ದುರಾಸೆಯ	disgust	0.539
sloth	ಸೋಮಾರಿತನ	disgust	0.539
lethal	ಮಾರಕ	disgust	0.536
burnt	ಸುಟ್ಟು	disgust	0.531
aberration	ವಿಪಥನ	disgust	0.531
condescension	ಖಿನ್ನತೆ	disgust	0.531
hydrocephalus	ಜಲಮಸ್ತಿಷ್ಕ ರೋಗ	disgust	0.531
hanging	ನೇತಾಡುವ	disgust	0.531
destructive	ವಿನಾಶಕಾರಿ	disgust	0.531
smuggler	ಕಳ್ಳಸಾಗಾಣಿಕೆದಾರ	disgust	0.531
intolerant	ಅಸಹಿಷ್ಣುತೆ	disgust	0.531
travesty	ದುರಂತ	disgust	0.531
intrusive	ಗೊಂದಲಮಯ	disgust	0.531
ruined	ನಾಶವಾದ	disgust	0.531
withered	ಕಳೆಗುಂದಿದ	disgust	0.531
disintegrate	ವಿಭಜನೆ	disgust	0.531
brawl	ಕಾದಾಟ	disgust	0.531
blemish	ಕಳಂಕ	disgust	0.531
neurotic	ನರರೋಗ	disgust	0.531
blasphemous	ಧರ್ಮನಿಂದೆಯ	disgust	0.531
lying	ಸುಳ್ಳು	disgust	0.531
painful	ನೋವುಂಟು	disgust	0.531
avarice	ದುಡಿಮೆ	disgust	0.523
disgraced	ಅಪಮಾನ	disgust	0.523
mistress	ಪ್ರೇಯಸಿ	disgust	0.523
disparaging	ನಿರಾಕರಿಸುವುದು	disgust	0.523
rubbish	ಕಳಪೆ	disgust	0.523
derogation	ಅವಹೇಳನ	disgust	0.523
accusation	ಆರೋಪ	disgust	0.523
intolerance	ಅಸಹಿಷ್ಣುತೆ	disgust	0.523
incarceration	ಕಾರಾಗೃಹವಾಸ	disgust	0.523
blighted	ಕೊಳೆತ	disgust	0.523
sump	ಸಂಕ್ಷಿಪ್ತವಾಗಿ	disgust	0.516
deplorable	ಶೋಚನೀಯ	disgust	0.516
daemon	ಡೀಮನ್	disgust	0.516
cringe	ದೈನ್ಯತೆ	disgust	0.516
degrade	ಕುಸಿಯಲು	disgust	0.516
gutter	ಗಟಾರ	disgust	0.516
rob	ರಾಬ್	disgust	0.516
grim	ಕಠೋರ	disgust	0.516
defraud	ವಂಚಿಸು	disgust	0.516
tortious	ಕಿರುಕುಳ	disgust	0.516
eradication	ನಿರ್ಮೂಲನೆ	disgust	0.516
stink	ಗಬ್ಬು	disgust	0.516
convict	ಶಿಕ್ಷಕ	disgust	0.516
dishonor	ಅವಮಾನ	disgust	0.516
vulture	ರಣಹದ್ದು	disgust	0.516
remains	ಉಳಿದಿದೆ	disgust	0.516
mite	ಮಿಟೆ	disgust	0.516
betray	ವಿಶ್ವಾಸಘಾತ	disgust	0.516
sham	ಶಾಮ್	disgust	0.509
endemic	ಸ್ಥಳೀಯ	disgust	0.508
bombed	ಬಾಂಬ್ ದಾಳಿ	disgust	0.508
distress	ಯಾತನೆ	disgust	0.508
pest	ಕೀಟ	disgust	0.508
incurable	ಗುಣಪಡಿಸಲಾಗದ	disgust	0.508
worthless	ನಿಷ್ಪ್ರಯೋಜಕ	disgust	0.508
rejection	ನಿರಾಕರಣೆ	disgust	0.508
distasteful	ಅಸಹ್ಯಕರ	disgust	0.508
schizophrenia	ಸ್ಕಿಜೋಫ್ರೇನಿಯಾ	disgust	0.508
belittle	ಕ್ಷುಲ್ಲಕ	disgust	0.508
smelling	ವಾಸನೆ	disgust	0.508
cheat	ಚೀಟ್	disgust	0.508
blob	ನೀರ ಹನಿ	disgust	0.508
prisoner	ಸೆರೆಯಾಳು	disgust	0.508
idiocy	ನಿಷ್ಕಪಟ	disgust	0.508
delirium	ಸನ್ನಿವೇಶ	disgust	0.508
disaster	ದುರಂತದ	disgust	0.508
crude	ಕಚ್ಚಾ	disgust	0.508
resentment	ಅಸಮಾಧಾನ	disgust	0.508
dreadfully	ಭಯಂಕರವಾಗಿ	disgust	0.508
glut	ಗ್ಲೂಟ್	disgust	0.508
polemic	ವಿವಾದಾತ್ಮಕ	disgust	0.500
derision	ತಿರಸ್ಕಾರ	disgust	0.500
idolatry	ವಿಗ್ರಹಾರಾಧನೆ	disgust	0.500
taboo	ನಿಷೇಧ	disgust	0.500
screaming	ಕಿರಿಚುವ	disgust	0.500
banish	ಬಹಿಷ್ಕಾರ	disgust	0.500
dirt	ಕೊಳಕು	disgust	0.500
goblin	ಗಾಬ್ಲಿನ್	disgust	0.500
shackle	ಸಂಕೋಲೆ	disgust	0.500
bribery	ಲಂಚ	disgust	0.500
flagrant	ಎದ್ದುಕಾಣುವ	disgust	0.500
jealousy	ಅಸೂಯೆ	disgust	0.500
impurity	ಅಶುದ್ಧತೆ	disgust	0.500
theft	ಕಳ್ಳತನ	disgust	0.500
bitterness	ಕಹಿ	disgust	0.500
offense	ಅಪರಾಧ	disgust	0.500
impeach	ಇಂಪೀಚ್	disgust	0.500
blight	ರೋಗ	disgust	0.500
duress	ದುಃಖ	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	ದುರಾಶೆ	disgust	0.500
tirade	ತಿರಸ್ಕಾರ	disgust	0.500
squirm	ಗುಂಡು ಹಾರಿಸು	disgust	0.492
robber	ದರೋಡೆ	disgust	0.492
ill	ಅನಾರೋಗ್ಯ	disgust	0.492
unconscionable	ಅಸಂಯಮ	disgust	0.492
recession	ಹಿಂಜರಿತ	disgust	0.492
gorge	ಕಮರಿ	disgust	0.492
wreck	ಧ್ವಂಸ	disgust	0.492
malign	ದೋಷಪೂರಿತ	disgust	0.492
boil	ಕುದಿಯುತ್ತವೆ	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	ಈಡಿಯಟ್	disgust	0.492
disreputable	ನಿರ್ವಿವಾದ	disgust	0.492
wasteful	ವ್ಯರ್ಥ	disgust	0.484
affliction	ದುಃಖ	disgust	0.484
stain	ಸ್ಟೇನ್	disgust	0.484
contempt	ತಿರಸ್ಕಾರ	disgust	0.484
nappy	ದುಃಖ	disgust	0.484
mutiny	ದಂಗೆ	disgust	0.484
occult	ನಿಗೂಢ	disgust	0.484
tramp	ಅಲೆಮಾರಿ	disgust	0.484
unbearable	ಅಸಹನೀಯ	disgust	0.484
offender	ಅಪರಾಧಿ	disgust	0.484
servile	ಸೇವೆಯುಳ್ಳ	disgust	0.484
contraband	ನಿಷಿದ್ಧ	disgust	0.484
raging	ರೇಜಿಂಗ್	disgust	0.484
snarl	ಸಿಡುಬು	disgust	0.484
mad	ಹುಚ್ಚು	disgust	0.484
subjugation	ನಿಗ್ರಹಿಸುವುದು	disgust	0.484
possessed	ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡಿತು	disgust	0.484
animosity	ದ್ವೇಷ	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	ಮಾನನಷ್ಟ	disgust	0.484
disrespectful	ಅಗೌರವ	disgust	0.484
mess	ಅವ್ಯವಸ್ಥೆ	disgust	0.484
nepotism	ಸ್ವಜನಪಕ್ಷಪಾತ	disgust	0.484
inexcusable	ಅಸಮರ್ಥನೀಯ	disgust	0.484
pathetic	ಕರುಣಾಜನಕ	disgust	0.477
unpleasant	ಅಹಿತಕರ	disgust	0.477
suppression	ನಿಗ್ರಹ	disgust	0.477
mockery	ಮಾಕರಿ	disgust	0.477
palsy	ಪಾಲ್ಸಿ	disgust	0.477
criminal	ಕ್ರಿಮಿನಲ್	disgust	0.477
illegality	ಅಕ್ರಮತೆ	disgust	0.477
uncaring	ಲೆಕ್ಕವಿಲ್ಲದಷ್ಟು	disgust	0.477
antagonistic	ವಿರೋಧದ	disgust	0.477
immorality	ಅನೈತಿಕತೆ	disgust	0.477
dismal	ನಿರಾಶಾದಾಯಕ	disgust	0.477
angry	ಕೋಪಗೊಂಡ	disgust	0.469
repellent	ನಿವಾರಕ	disgust	0.469
cough	ಕೆಮ್ಮು	disgust	0.469
arrogant	ಸೊಕ್ಕಿನ	disgust	0.469
grating	ತುಂಡು	disgust	0.469
aggravation	ಉಲ್ಬಣಗೊಳ್ಳುವಿಕೆ	disgust	0.469
livid	ಚುರುಕಾದ	disgust	0.469
banishment	ಬಹಿಷ್ಕಾರ	disgust	0.469
shoddy	ಕಳಪೆ	disgust	0.469
banshee	ಬನ್ಷೀ	disgust	0.469
poverty	ಬಡತನ	disgust	0.469
wallow	ಹಿಂಡು	disgust	0.469
outrage	ಆಕ್ರೋಶ	disgust	0.469
mocking	ಅಪಹಾಸ್ಯ	disgust	0.469
furious	ಉಗ್ರ	disgust	0.469
perspiration	ಬೆವರು	disgust	0.469
prick	ಚುಚ್ಚು	disgust	0.461
recklessness	ಅಜಾಗರೂಕತೆ	disgust	0.461
distorted	ವಿಕೃತ	disgust	0.461
fraudulent	ಮೋಸದ	disgust	0.461
spider	ಜೇಡ	disgust	0.461
quack	ಕ್ವಾಕ್	disgust	0.461
perdition	ಅಧಃಪತನ	disgust	0.461
muddy	ಮಣ್ಣಿನ	disgust	0.461
spurious	ಖೋಟಾ	disgust	0.461
insulting	ಅವಮಾನ	disgust	0.461
scar	ಗಾಯದ ಗುರುತು	disgust	0.461
deceive	ಮೋಸ	disgust	0.461
unjustifiable	ಅಸಮರ್ಥನೀಯ	disgust	0.461
fool	ಮೂರ್ಖ	disgust	0.461
deplore	ವಿಚಾರಮಾಡು	disgust	0.461
plunder	ಲೂಟಿ	disgust	0.461
aphid	ಆಫಿಡ್	disgust	0.453
bane	ಬೇನ್	disgust	0.453
indignation	ಕೋಪ	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	ಸ್ವಾರ್ಥಿ	disgust	0.453
disparage	ಅಸಮಾಧಾನ	disgust	0.453
cur	ಕರ್	disgust	0.453
dishonest	ಅಪ್ರಾಮಾಣಿಕ	disgust	0.453
stigma	ಕಳಂಕ	disgust	0.453
eschew	ಬಿಟ್ಟುಬಿಡಿ	disgust	0.453
antipathy	ವಿರೋಧಿ	disgust	0.453
alienate	ದೂರಮಾಡು	disgust	0.453
disingenuous	ಅಸಹ್ಯಕರ	disgust	0.453
elimination	ಹೊರಹಾಕುವಿಕೆ	disgust	0.453
unthinkable	ಯೋಚಿಸಲಾಗದ	disgust	0.453
wasted	ವ್ಯರ್ಥವಾಯಿತು	disgust	0.445
recalcitrant	ಮರುಕಳಿಸುವ	disgust	0.445
iniquity	ಅಕ್ರಮ	disgust	0.445
mosquito	ಸೊಳ್ಳೆ	disgust	0.445
caries	ಕಿರೀಟಗಳು	disgust	0.445
bankruptcy	ದಿವಾಳಿತನದ	disgust	0.445
egotistical	ಉದಾರವಾದಿ	disgust	0.445
piles	ರಾಶಿಗಳು	disgust	0.445
smell	ವಾಸನೆ	disgust	0.445
vacuous	ಖಾಲಿ	disgust	0.445
despair	ಹತಾಶೆ	disgust	0.445
opium	ಅಫೀಮು	disgust	0.445
garish	ಗಾಲಿಷ್	disgust	0.445
lie	ಸುಳ್ಳು	disgust	0.445
pious	ಧಾರ್ಮಿಕ	disgust	0.445
aversion	ತಿರಸ್ಕಾರ	disgust	0.438
sticky	ಜಿಗುಟಾದ	disgust	0.438
scream	ಚೀರು	disgust	0.438
alien	ಪರಕೀಯ	disgust	0.438
shun	ನಿಷೇಧಿಸು	disgust	0.438
abnormal	ಅಸಹಜ	disgust	0.438
ashamed	ನಾಚಿದ	disgust	0.438
inmate	ನಿವಾಸಿ	disgust	0.438
abject	ಅಸಹ್ಯ	disgust	0.438
hog	ಹಾಗ್	disgust	0.438
hopelessness	ಹತಾಶೆ	disgust	0.438
homeless	ನಿರಾಶ್ರಿತರು	disgust	0.438
obnoxious	ಜುಗುಪ್ಸೆ	disgust	0.438
curse	ಶಾಪ	disgust	0.430
creature	ಜೀವಿ	disgust	0.430
cursing	ಶಪಿಸುವದು	disgust	0.430
illegal	ಅಕ್ರಮ	disgust	0.430
lusty	ಮೋಸ	disgust	0.430
shameless	ನಾಚಿಕೆಯಿಲ್ಲದ	disgust	0.430
debris	ಅವಶೇಷಗಳು	disgust	0.430
defiance	ಪ್ರತಿಭಟನೆ	disgust	0.430
pall	ಪಾಲ್	disgust	0.430
falsity	ತಪ್ಪಾಗಿ	disgust	0.430
reflux	ರಿಫ್ಲಕ್ಸ್	disgust	0.430
incredulous	ನಂಬಲಾಗದ	disgust	0.430
adverse	ಪ್ರತಿಕೂಲ	disgust	0.430
trickery	ಮೋಸಗಾರಿಕೆ	disgust	0.430
callous	ಕಠೋರ	disgust	0.430
separatist	ಪ್ರತ್ಯೇಕತಾವಾದಿ	disgust	0.430
undesirable	ಅನಪೇಕ್ಷಿತ	disgust	0.430
denounce	ಖಂಡಿಸು	disgust	0.430
witch	ಮಾಟಗಾತಿ	disgust	0.430
bum	ತಿಕ	disgust	0.422
bovine	ಗೋಳ	disgust	0.422
denunciation	ಖಂಡನೆ	disgust	0.422
untidy	ಅವ್ಯವಸ್ಥೆ	disgust	0.422
impure	ಅಶುದ್ಧ	disgust	0.422
mistrust	ಅಪನಂಬಿಕೆ	disgust	0.422
tarnish	ಕ್ಷೀಣಿಸು	disgust	0.422
ferocious	ಉಗ್ರರು	disgust	0.422
gush	ಗಶ್	disgust	0.422
infantile	ಶೈಶವಾಯು	disgust	0.422
ammonia	ಅಮೋನಿಯ	disgust	0.422
offend	ಅಪರಾಧ	disgust	0.422
idiotic	ಇಡಿಯೊಟಿಕ್	disgust	0.422
hypertrophy	ಹೈಪರ್ಟ್ರೋಫಿ	disgust	0.422
nicotine	ನಿಕೋಟಿನ್	disgust	0.422
tasteless	ರುಚಿ ಇಲ್ಲ	disgust	0.422
pompous	ಎದ್ದುಕಾಣುವ	disgust	0.422
socialist	ಸಮಾಜವಾದಿ	disgust	0.422
delinquent	ಅಪರಾಧಿ	disgust	0.422
swarm	ಸಮೂಹ	disgust	0.422
contentious	ವಿವಾದಾತ್ಮಕ	disgust	0.422
carelessness	ಅಸಡ್ಡೆ	disgust	0.422
