word	Hungarian-hu	emotion	emotion-intensity-score
disappointment	csalódás	disgust	0.297
backwards	visszafelé	disgust	0.297
soreness	fájdalom	disgust	0.297
rogue	gazember	disgust	0.297
infamous	aljas	disgust	0.289
lesbian	leszbikus	disgust	0.289
notoriety	hírhedtség	disgust	0.289
catechism	katekizmus	disgust	0.289
flop	flop	disgust	0.289
nettle	csalán	disgust	0.289
janitor	gondnok	disgust	0.289
saturated	telített	disgust	0.281
gaby	tökfilkó	disgust	0.281
prohibited	tiltott	disgust	0.281
remiss	hanyag	disgust	0.281
unfair	tisztességtelen	disgust	0.281
desist	eláll	disgust	0.281
wince	összerezzen	disgust	0.281
aftermath	utóhatás	disgust	0.281
huff	megsértődik	disgust	0.273
discolored	kifakult	disgust	0.273
uneasy	kényelmetlen	disgust	0.273
wrangling	huzavona	disgust	0.273
tribunal	bíróság	disgust	0.273
weird	furcsa	disgust	0.266
bureaucrat	bürokrata	disgust	0.266
coldness	hidegség	disgust	0.266
impolite	udvariatlan	disgust	0.266
politic	politikus	disgust	0.266
unsatisfied	kielégítetlen	disgust	0.266
swig	vedel	disgust	0.266
inefficiency	eredménytelenség	disgust	0.266
frantic	őrjöngő	disgust	0.266
crawl	csúszik	disgust	0.266
instinctive	ösztönös	disgust	0.258
barrow	talicska	disgust	0.258
incase	abban az esetben	disgust	0.258
octopus	polip	disgust	0.258
chagrin	bosszúság	disgust	0.258
copycat	copycat	disgust	0.258
rascal	gazember	disgust	0.258
sarcasm	gúny	disgust	0.258
gruff	mogorva	disgust	0.258
misconception	tévhit	disgust	0.250
hulk	hajó váza	disgust	0.250
shanghai	shanghai	disgust	0.250
baboon	pávián	disgust	0.250
disinclined	kedvük	disgust	0.250
lose	elveszít	disgust	0.250
john	János	disgust	0.250
cupping	köpölyözés	disgust	0.250
rook	hamiskártyás	disgust	0.242
gratuitous	ingyenes	disgust	0.242
entangled	összekuszált	disgust	0.242
opponent	ellenfél	disgust	0.242
tariff	tarifa	disgust	0.242
scrub	cserjés	disgust	0.242
resign	lemond	disgust	0.234
prolong	meghosszabbítása	disgust	0.234
backwardness	maradiság	disgust	0.234
reluctance	idegenkedés	disgust	0.234
questionable	kérdéses	disgust	0.234
lagging	leszakadó	disgust	0.234
unlucky	szerencsétlen	disgust	0.234
misstatement	téves állítás	disgust	0.234
reversal	megfordítás	disgust	0.227
disqualified	diszkvalifikált	disgust	0.227
subsidy	szubvenció	disgust	0.227
ineffectual	hatástalan	disgust	0.227
fussy	fontoskodó	disgust	0.227
unpopular	népszerűtlen	disgust	0.227
default	alapértelmezett	disgust	0.227
intense	erős	disgust	0.219
dame	hölgy	disgust	0.219
evade	elkerülni	disgust	0.219
petroleum	petróleum	disgust	0.219
weight	súly	disgust	0.219
frowning	komor	disgust	0.219
actionable	perelhető	disgust	0.211
tawny	homokszínű	disgust	0.211
donkey	szamár	disgust	0.211
unhappy	boldogtalan	disgust	0.211
indifference	közöny	disgust	0.203
rave	félrebeszél	disgust	0.203
birch	nyír-	disgust	0.203
hood	kapucni	disgust	0.203
desert	sivatag	disgust	0.203
owing	fizetendő	disgust	0.203
gnome	törpe	disgust	0.203
awkwardness	ügyetlenség	disgust	0.203
inconvenient	kényelmetlen	disgust	0.203
dandy	remek	disgust	0.203
speck	folt	disgust	0.203
fleece	gyapjú	disgust	0.195
howl	üvöltés	disgust	0.195
monochrome	monokróm	disgust	0.195
airs	levegõ	disgust	0.195
gelatin	zselatin	disgust	0.195
misguided	NO TRANSLATION	disgust	0.195
morals	erkölcsök	disgust	0.195
dabbling	dabbling	disgust	0.195
celebrity	híres ember	disgust	0.188
avoid	elkerül	disgust	0.188
stalemate	patt	disgust	0.188
lush	buja	disgust	0.188
gent	férfi	disgust	0.188
lesser	kevesebb	disgust	0.188
sunk	elsüllyedt	disgust	0.180
nose	orr	disgust	0.180
claimant	felperes	disgust	0.180
laughable	nevetséges	disgust	0.180
possession	birtoklás	disgust	0.180
larger	nagyobb	disgust	0.164
hoot	huhogás	disgust	0.164
mouthful	falat	disgust	0.164
thrift	takarékosság	disgust	0.164
pregnancy	terhesség	disgust	0.164
undoubted	kétségtelen	disgust	0.164
clamor	kiabálás	disgust	0.156
misplace	elhány	disgust	0.156
sentence	mondat	disgust	0.156
parrot	papagáj	disgust	0.156
obliging	udvarias	disgust	0.156
nameless	névtelen	disgust	0.148
bummer	dőzsölés	disgust	0.148
feeling	érzés	disgust	0.141
elf	Manó	disgust	0.141
excellence	kiválóság	disgust	0.141
turn	fordulat	disgust	0.133
gray	szürke	disgust	0.133
asymmetry	aszimmetria	disgust	0.133
clumsy	ügyetlen	disgust	0.133
stall	átesés	disgust	0.133
bran	korpa	disgust	0.125
finally	végül	disgust	0.125
lord	lord	disgust	0.125
boy	fiú	disgust	0.117
cove	medence	disgust	0.117
nurture	táplálkozás	disgust	0.117
savor	ízesít	disgust	0.117
lemon	citrom	disgust	0.109
winning	nyerő	disgust	0.109
powerful	erős	disgust	0.102
glitter	csillám	disgust	0.094
interior	belső	disgust	0.086
mind	elme	disgust	0.086
treat	csemege	disgust	0.078
interested	érdekelt	disgust	0.078
abundance	bőség	disgust	0.078
honest	becsületes	disgust	0.055
kite	sárkány	disgust	0.055
humble	alázatos	disgust	0.047
tree	fa	disgust	0.039
torture	kínvallatás	fear	0.984
terrorist	terrorista	fear	0.972
horrific	rettenetes	fear	0.969
terrorism	terrorizmus	fear	0.969
terrorists	terroristák	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	megöl	fear	0.962
homicidal	gyilkos	fear	0.959
annihilate	megsemmisít	fear	0.953
terror	terror	fear	0.953
murderer	gyilkos	fear	0.953
catastrophe	katasztrófa	fear	0.953
dying	haldoklik	fear	0.948
war	háború	fear	0.942
bombing	bombázás	fear	0.938
bomb	bomba	fear	0.935
missiles	rakéták	fear	0.934
horror	borzalom	fear	0.923
brutality	durvaság	fear	0.922
bloodthirsty	vérszomjas	fear	0.922
terrorize	rettegésben tart	fear	0.922
horrified	rémült	fear	0.922
murderous	gyilkos	fear	0.920
massacre	mészárlás	fear	0.911
assassinate	orvul meggyilkol	fear	0.906
horrifying	szörnyű	fear	0.906
fatality	végzet	fear	0.906
murder	gyilkosság	fear	0.906
mutilation	megcsonkítás	fear	0.906
terrifying	félelmetes	fear	0.906
devastation	pusztulás	fear	0.906
holocaust	Holocaust	fear	0.906
horrors	borzalmak	fear	0.906
killing	gyilkolás	fear	0.906
demon	démon	fear	0.906
terrified	rémült	fear	0.906
suicidal	öngyilkos	fear	0.898
kidnap	elrabol	fear	0.891
slaughter	levágás	fear	0.891
assault	támadás	fear	0.891
crucifixion	keresztre feszítés	fear	0.891
doomed	kudarcra ítélt	fear	0.888
poisoned	mérgezett	fear	0.886
suicide	öngyilkosság	fear	0.879
explosion	robbanás	fear	0.879
dismemberment	feldarabolás	fear	0.875
slaughtering	levágás	fear	0.875
disastrous	katasztrofális	fear	0.875
deadly	halálos	fear	0.875
annihilation	megsemmisítés	fear	0.875
disaster	katasztrófa	fear	0.875
threatening	fenyegető	fear	0.875
suffocation	fojtás	fear	0.875
assassin	orgyilkos	fear	0.875
savagery	vadság	fear	0.875
rape	erőszak	fear	0.870
hell	pokol	fear	0.860
anthrax	lépfene	fear	0.859
explosive	robbanó	fear	0.859
warfare	hadviselés	fear	0.859
paralyzed	bénult	fear	0.859
molestation	molesztálás	fear	0.859
homicide	emberölés	fear	0.859
barbaric	barbár	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	veszély	fear	0.859
demonic	démoni	fear	0.859
bloodshed	vérontás	fear	0.859
annihilated	megsemmisült	fear	0.859
attacking	támadó	fear	0.859
dread	retteg	fear	0.859
slaughterhouse	vágóhíd	fear	0.859
tragedy	tragédia	fear	0.859
guillotine	guillotine	fear	0.859
executioner	hóhér	fear	0.859
suffocating	fojtogató	fear	0.858
treachery	árulás	fear	0.856
fright	ijedtség	fear	0.853
traumatic	traumás	fear	0.844
afraid	félnek	fear	0.844
morgue	hullaház	fear	0.844
drown	megfullad	fear	0.844
destroying	pusztító	fear	0.844
painful	fájdalmas	fear	0.844
frightened	rémült	fear	0.844
monster	szörnyeteg	fear	0.844
slayer	ölő	fear	0.844
abomination	utálat	fear	0.844
execution	végrehajtás	fear	0.844
scariest	legijesztőbb	fear	0.844
bombardment	bombázás	fear	0.844
vengeance	bosszú	fear	0.844
panicked	pánikolt	fear	0.844
frightening	ijesztő	fear	0.844
scare	megijeszt	fear	0.844
apocalypse	Apokalipszis	fear	0.844
petrified	megkövesedett	fear	0.844
death	halál	fear	0.843
chaos	káosz	fear	0.839
ghastly	kísérteties	fear	0.836
evil	gonosz	fear	0.833
gunmen	fegyveresek	fear	0.828
fear	félelem	fear	0.828
doom	végzet	fear	0.828
intruder	betolakodó	fear	0.828
cancer	rák	fear	0.828
grenade	gránát	fear	0.828
assassination	orgyilkosság	fear	0.828
fatal	halálos	fear	0.828
nightmare	lidércnyomás	fear	0.828
explode	felrobban	fear	0.828
kidnapped	elrabolt	fear	0.828
eradication	felszámolására	fear	0.828
hellish	pokoli	fear	0.828
paralyze	paralizál	fear	0.828
trauma	sérülés	fear	0.828
doomsday	utolsó ítélet	fear	0.828
violently	erőszakosan	fear	0.828
manslaughter	emberölés	fear	0.828
devil	ördög	fear	0.828
frighten	megijeszt	fear	0.828
brutal	brutális	fear	0.828
morbidity	morbiditás	fear	0.820
crippling	bénulás	fear	0.817
savage	vad	fear	0.814
crushed	szétzúzott	fear	0.812
violence	erőszak	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	ijesztő	fear	0.812
suffering	szenvedő	fear	0.812
shooting	lövés	fear	0.812
earthquake	földrengés	fear	0.812
destructive	romboló	fear	0.812
violent	erőszakos	fear	0.812
poisonous	mérgező	fear	0.812
quake	remeg	fear	0.812
damnation	kárhozat	fear	0.812
aggressor	agresszor	fear	0.812
imprisoned	bebörtönzött	fear	0.811
hurricane	hurrikán	fear	0.811
exterminate	kiírt	fear	0.810
fearing	félve	fear	0.808
hemorrhage	vérzés	fear	0.807
lethal	halálos	fear	0.806
torment	kín	fear	0.806
venom	méreg	fear	0.804
claustrophobia	klausztrofóbia	fear	0.803
danger	veszély	fear	0.802
snakes	kígyók	fear	0.802
exorcism	ördögűzés	fear	0.800
obliterated	elmosódott	fear	0.800
robbery	rablás	fear	0.800
terrifies	megrémít	fear	0.798
cyanide	cianid	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	kegyetlenség	fear	0.797
monstrosity	szörnyűség	fear	0.797
attack	támadás	fear	0.797
extermination	kiirtás	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	halálozás	fear	0.797
destruction	megsemmisítés	fear	0.797
poison	méreg	fear	0.797
harmful	káros	fear	0.797
persecution	üldözés	fear	0.797
bombers	bombázók	fear	0.797
incurable	gyógyíthatatlan	fear	0.797
hysteria	hisztéria	fear	0.797
dreadfully	félelmetesen	fear	0.796
arson	gyújtogatás	fear	0.794
devastate	elpusztít	fear	0.792
tyrant	zsarnok	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	elpusztul	fear	0.784
feared	félt	fear	0.782
maniac	mániás	fear	0.781
enslaved	leigázott	fear	0.781
rampage	tombol	fear	0.781
screaming	visító	fear	0.781
venomous	epés	fear	0.781
warlike	harcias	fear	0.781
lifeless	élettelen	fear	0.781
bloody	véres	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	kígyó	fear	0.776
epidemic	járvány	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	kitöröl	fear	0.766
shipwreck	hajótörés	fear	0.766
crisis	válság	fear	0.766
criminal	Bűnügyi	fear	0.766
invade	betör	fear	0.766
riot	lázadás	fear	0.766
fearful	félelmetes	fear	0.766
reprisal	megtorlás	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	határsértő	fear	0.766
dangerously	veszélyesen	fear	0.766
tumor	tumor	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	megsértése	fear	0.766
inferno	pokol	fear	0.766
leprosy	lepra	fear	0.766
jihad	dzsihád	fear	0.766
scary	ijedős	fear	0.766
hazardous	veszélyes	fear	0.766
detonate	felrobbant	fear	0.766
claustrophobic	klausztrofóbiás	fear	0.765
hyperventilating	hiperventilláció	fear	0.762
nightmares	rémálmok	fear	0.759
ghostly	kísérteties	fear	0.754
destroyed	elpusztított	fear	0.754
anarchy	anarchia	fear	0.750
panic	pánik	fear	0.750
dreadful	szörnyű	fear	0.750
riotous	lázadó	fear	0.750
dangerous	veszélyes	fear	0.750
projectiles	lövedékek	fear	0.750
strangle	fojt	fear	0.750
hurricanes	hurrikánok	fear	0.750
anarchist	anarchista	fear	0.750
mortuary	halotti	fear	0.750
wrenching	fájdalmas	fear	0.750
destroyer	romboló	fear	0.750
tyranny	zsarnokság	fear	0.750
ptsd	PTSD	fear	0.750
hazard	veszély	fear	0.750
tragedies	tragédiák	fear	0.750
slavery	rabszolgaság	fear	0.750
treacherous	áruló	fear	0.750
cholera	kolera	fear	0.750
imprisonment	bebörtönzés	fear	0.750
agony	gyötrelem	fear	0.750
obliteration	eltörlés	fear	0.750
accident	baleset	fear	0.750
fears	félelmek	fear	0.750
anaconda	anakonda	fear	0.750
malignancy	rosszindulat	fear	0.742
cannibal	kannibál	fear	0.740
bombard	bombáz	fear	0.740
abominable	utálatos	fear	0.738
bomber	bombázó	fear	0.734
diseased	beteg	fear	0.734
gun	pisztoly	fear	0.734
shoot	lő	fear	0.734
horrible	szörnyű	fear	0.734
missile	rakéta	fear	0.734
crash	csattanás	fear	0.734
beast	vadállat	fear	0.734
tyrannical	zsarnoki	fear	0.734
paralysis	bénulás	fear	0.734
devilish	ördögi	fear	0.734
mutiny	lázadás	fear	0.734
misery	szenvedés	fear	0.734
shot	lövés	fear	0.734
depraved	romlott	fear	0.734
gore	alvadt vér	fear	0.734
scared	megrémült	fear	0.734
cursed	átkozott	fear	0.734
threaten	fenyeget	fear	0.734
tornado	tornádó	fear	0.734
victimized	áldozattá	fear	0.734
hostage	túsz	fear	0.734
melee	verekedés	fear	0.734
hyperventilate	hyperventilate	fear	0.734
malignant	gonosz	fear	0.734
dictatorship	diktatúra	fear	0.734
mafia	maffia	fear	0.734
turmoil	felfordulás	fear	0.733
combat	harc	fear	0.728
alligator	aligátor	fear	0.727
ruin	ROM	fear	0.725
shooter	vadász	fear	0.722
contagious	fertőző	fear	0.720
miscarriage	vetélés	fear	0.719
casualty	sérülés	fear	0.719
fight	harc	fear	0.719
mortification	sanyargatás	fear	0.719
crime	bűn	fear	0.719
struggle	küzdelem	fear	0.719
shock	sokk	fear	0.719
seizure	elkobzás	fear	0.719
lynch	lincsel	fear	0.719
starvation	éhezés	fear	0.719
harm	sérelem	fear	0.719
excruciating	kínzó	fear	0.719
phobia	fóbia	fear	0.719
desperation	kétségbeesés	fear	0.719
devastating	pusztító	fear	0.719
emergency	vészhelyzet	fear	0.719
scream	sikoly	fear	0.719
havoc	pusztítás	fear	0.719
injured	sérült	fear	0.719
carnage	vérontás	fear	0.717
frantically	kétségbeesetten	fear	0.717
standoff	tartózkodó	fear	0.716
infestation	fertőzöttség	fear	0.716
soscary	olyan ijesztő	fear	0.712
panicking	pánikba	fear	0.708
rupture	törés	fear	0.706
frantic	őrjöngő	fear	0.705
horrid	borzalmas	fear	0.705
aggressive	agresszív	fear	0.703
anguish	kín	fear	0.703
gash	seb	fear	0.703
sos	NO TRANSLATION	fear	0.703
terminal	terminál	fear	0.703
diabolical	ördögi	fear	0.703
sabotage	szabotázs	fear	0.703
hatred	gyűlölet	fear	0.703
hysterical	hisztérikus	fear	0.703
psychosis	pszichózis	fear	0.703
carcinoma	carcinoma	fear	0.703
schizophrenia	skizofrénia	fear	0.703
agonizing	kínzó	fear	0.703
wrecked	tönkrement	fear	0.703
infectious	fertőző	fear	0.703
collapse	összeomlás	fear	0.703
grisly	szörnyű	fear	0.703
prey	áldozat	fear	0.703
witchcraft	boszorkányság	fear	0.703
avalanche	lavina	fear	0.703
neurotic	neurotikus	fear	0.703
harrowing	szívszaggató	fear	0.703
fugitive	szökevény	fear	0.703
arsenic	arzén	fear	0.703
assailant	támadó	fear	0.703
vendetta	vérbosszú	fear	0.703
dreaded	rettegett	fear	0.703
upheaval	felfordulás	fear	0.703
armed	fegyveres	fear	0.703
cripple	nyomorék	fear	0.703
malevolent	rosszindulatú	fear	0.703
cobra	kobra	fear	0.703
freaked	tarka	fear	0.703
burial	temetés	fear	0.703
deranged	rendetlen	fear	0.703
plague	pestis	fear	0.703
forcibly	erővel	fear	0.700
abduction	emberrablás	fear	0.700
crocodile	krokodil	fear	0.700
offender	szabálysértő	fear	0.698
mayhem	súlyos testi sértés	fear	0.690
alarm	riasztás	fear	0.688
trepidation	felindulás	fear	0.688
brawl	pörlekedik	fear	0.688
beastly	állatias	fear	0.688
oppression	elnyomás	fear	0.688
guerilla	NO TRANSLATION	fear	0.688
socialanxiety	NO TRANSLATION	fear	0.688
hopeless	reménytelen	fear	0.688
leukemia	leukémia	fear	0.688
agoraphobia	tériszony	fear	0.688
endanger	veszélyeztet	fear	0.688
cadaver	hulla	fear	0.688
hurt	sért	fear	0.688
paranoid	paranoid	fear	0.688
disease	betegség	fear	0.688
contagion	fertőzés	fear	0.688
cyclone	ciklon	fear	0.688
blast	robbanás	fear	0.688
hostile	ellenséges	fear	0.688
shrapnel	srapnel	fear	0.688
rabid	fanatikus	fear	0.688
wounding	sebesülés	fear	0.688
ambush	csapda	fear	0.688
gory	véres	fear	0.688
radiation	sugárzás	fear	0.688
banish	száműz	fear	0.688
anarchism	anarchizmus	fear	0.688
gallows	akasztófa	fear	0.686
coffin	koporsó	fear	0.684
madness	őrültség	fear	0.675
spook	kísértet	fear	0.673
fury	düh	fear	0.672
grim	zord	fear	0.672
trembling	remegő	fear	0.672
gang	banda	fear	0.672
scarier	rémisztőbb	fear	0.672
viper	vipera	fear	0.672
sinister	baljós	fear	0.672
victim	áldozat	fear	0.672
crushing	zúzó	fear	0.672
hurting	fáj	fear	0.672
atrocity	kegyetlenség	fear	0.672
tarantula	tarantellapók	fear	0.672
nervouswreck	NO TRANSLATION	fear	0.672
vermin	féreg	fear	0.672
thug	orgyilkos	fear	0.672
stab	döfés	fear	0.672
awful	szörnyű	fear	0.672
felon	gonosztevő	fear	0.672
militia	milícia	fear	0.672
dungeon	dungeon	fear	0.672
militants	fegyveresek	fear	0.672
frankenstorm	NO TRANSLATION	fear	0.672
carcass	hulla	fear	0.672
freakedout	NO TRANSLATION	fear	0.672
combatant	harcos	fear	0.672
ghost	szellem	fear	0.672
fangs	agyarak	fear	0.672
soscared	nagyon megijedt	fear	0.672
shatter	összetör	fear	0.672
persecute	gyötör	fear	0.672
eruption	kitörés	fear	0.672
mangle	mángorló	fear	0.672
perishing	dermesztő	fear	0.672
abuse	visszaélés	fear	0.672
injury	sérülés	fear	0.672
menacing	fenyegető	fear	0.672
abhorrent	gyűlöletes	fear	0.672
menace	fenyegetés	fear	0.672
revolver	revolver	fear	0.672
outbreak	kitörés	fear	0.672
desolation	pusztaság	fear	0.667
ferocious	kegyetlen	fear	0.667
battered	kopott	fear	0.667
cutthroat	gyilkos	fear	0.664
pandemic	járvány	fear	0.664
volcano	vulkán	fear	0.663
scares	ijeszt	fear	0.660
cruelly	kegyetlenül	fear	0.658
ruthless	könyörtelen	fear	0.656
endangered	veszélyeztetett	fear	0.656
neurosis	neurózis	fear	0.656
dictator	diktátor	fear	0.656
treason	árulás	fear	0.656
armament	fegyverzet	fear	0.656
traitor	áruló	fear	0.656
nefarious	aljas	fear	0.656
emetophobia	emetofóbia	fear	0.656
crazed	bolond	fear	0.656
insane	őrült	fear	0.656
encroachment	beavatkozás	fear	0.656
smash	összetör	fear	0.656
radioactive	radioaktív	fear	0.656
selfharm	NO TRANSLATION	fear	0.656
cruel	kegyetlen	fear	0.656
spider	pók	fear	0.656
malicious	rosszindulatú	fear	0.656
bully	terrorizál	fear	0.656
blizzard	hóvihar	fear	0.656
oppressive	elnyomó	fear	0.656
shitless	shitless	fear	0.656
revenge	bosszú	fear	0.656
lunatic	őrült	fear	0.656
typhoon	tájfun	fear	0.656
stroke	ütés	fear	0.656
punishment	büntetés	fear	0.656
tumult	felfordulás	fear	0.656
xenophobia	idegengyűlölet	fear	0.656
battlefield	csatatér	fear	0.656
purgatory	purgatórium	fear	0.656
despotic	zsarnoki	fear	0.656
coma	kóma	fear	0.656
debauchery	kicsapongás	fear	0.656
alarming	riasztó	fear	0.656
fearfully	szörnyen	fear	0.656
distress	szorongás	fear	0.656
projectile	lövedék	fear	0.654
flog	ostoroz	fear	0.653
bang	bumm	fear	0.652
ransom	váltságdíj	fear	0.644
criminality	bűnösség	fear	0.642
quivering	remegő	fear	0.641
dreading	rettegve	fear	0.641
haunt	tanya	fear	0.641
scoundrel	gazember	fear	0.641
