word	Corsican-co	emotion	emotion-intensity-score
disallowed	disabilitatu	disgust	0.336
unmanageable	ingannàbbili	disgust	0.328
hydrophobia	idrofobia	disgust	0.328
unsatisfactory	insatisfante	disgust	0.328
whine	chicchi	disgust	0.328
exasperation	'exasperazioni	disgust	0.328
instability	inestabilità	disgust	0.328
provoking	pruvucatu	disgust	0.328
disappointed	disappruverà	disgust	0.328
inhibit	impedisce	disgust	0.328
sly	sly	disgust	0.328
grievance	grievance	disgust	0.328
materialist	materialist	disgust	0.328
excluded	sclusa	disgust	0.328
cacophony	cacophony	disgust	0.328
misleading	induve	disgust	0.321
disclaim	riclamà	disgust	0.320
rags	raggi	disgust	0.320
soot	soot	disgust	0.320
disservice	disservice	disgust	0.320
unequal	inugee	disgust	0.320
humbug	humbug	disgust	0.320
reproach	vituperiu	disgust	0.320
confined	cunfinata	disgust	0.320
disapproving	disapproving	disgust	0.320
annoyance	annunziu	disgust	0.320
mishap	misfattu	disgust	0.320
groan	groan	disgust	0.320
soil	terra	disgust	0.312
depreciated	deprezzatu	disgust	0.312
disincline	disinsiquà	disgust	0.312
inappropriate	impussibule	disgust	0.312
inconsiderate	discunzià	disgust	0.312
burke	burke	disgust	0.312
overpriced	caru	disgust	0.312
sneeze	strannutu	disgust	0.312
stomach	stomacu	disgust	0.312
criticize	criticate	disgust	0.312
theism	lu schernu	disgust	0.312
disparity	disparità	disgust	0.305
gall	gallu	disgust	0.305
latent	latenti	disgust	0.305
grumpy	grumpy	disgust	0.305
bang	bang	disgust	0.305
inadmissible	inammissibbli	disgust	0.305
unfriendly	cunfrontu	disgust	0.305
shack	cabane	disgust	0.305
disliking	disgrazia	disgust	0.305
unaccountable	unaccountable	disgust	0.305
coop	coop	disgust	0.304
scold	scold	disgust	0.297
growling	addiventanu	disgust	0.297
lonely	solitaru	disgust	0.297
delay	demucrazzìa	disgust	0.297
congress	cungressu	disgust	0.297
disregarded	micca cunsideratu	disgust	0.297
disappointment	disappointment	disgust	0.297
backwards	u ritornu	disgust	0.297
soreness	soreness	disgust	0.297
rogue	babbu	disgust	0.297
infamous	infame	disgust	0.289
lesbian	lesbica	disgust	0.289
notoriety	notoriety	disgust	0.289
catechism	catechism	disgust	0.289
flop	flop	disgust	0.289
nettle	nettula	disgust	0.289
janitor	travagliu	disgust	0.289
saturated	saturatu	disgust	0.281
gaby	gaby	disgust	0.281
prohibited	pruibbiu	disgust	0.281
remiss	remiss	disgust	0.281
unfair	ingiustu	disgust	0.281
desist	dispiaciri	disgust	0.281
wince	Wince	disgust	0.281
aftermath	dopu	disgust	0.281
huff	huff	disgust	0.273
discolored	discolorata	disgust	0.273
uneasy	disgrazia	disgust	0.273
wrangling	riunite	disgust	0.273
tribunal	tribunale	disgust	0.273
weird	strana	disgust	0.266
bureaucrat	burucanu	disgust	0.266
coldness	frizza	disgust	0.266
impolite	impolite	disgust	0.266
politic	pulitica	disgust	0.266
unsatisfied	insatisfied	disgust	0.266
swig	swig	disgust	0.266
inefficiency	inefficiency	disgust	0.266
frantic	frantic	disgust	0.266
crawl	cammìnanu	disgust	0.266
instinctive	stintivu	disgust	0.258
barrow	Barrow	disgust	0.258
incase	in casu	disgust	0.258
octopus	polpo	disgust	0.258
chagrin	chagrin	disgust	0.258
copycat	copycat	disgust	0.258
rascal	babbu	disgust	0.258
sarcasm	sarcasmu	disgust	0.258
gruff	grùassu	disgust	0.258
misconception	cuncepimentu	disgust	0.250
hulk	hulk	disgust	0.250
shanghai	shanghai	disgust	0.250
baboon	babu	disgust	0.250
disinclined	disignati	disgust	0.250
lose	perde	disgust	0.250
john	john	disgust	0.250
cupping	cupping	disgust	0.250
rook	rook	disgust	0.242
gratuitous	gratuitous	disgust	0.242
entangled	ntricciata	disgust	0.242
opponent	avversu	disgust	0.242
tariff	tariffu	disgust	0.242
scrub	machja	disgust	0.242
resign	resignà	disgust	0.234
prolong	prolongà	disgust	0.234
backwardness	ritornu	disgust	0.234
reluctance	reluctance	disgust	0.234
questionable	dubbiute	disgust	0.234
lagging	aghjustatu	disgust	0.234
unlucky	sfurtunatu	disgust	0.234
misstatement	statu dichjaratu	disgust	0.234
reversal	cambiamentu	disgust	0.227
disqualified	ingannula	disgust	0.227
subsidy	subsidiu	disgust	0.227
ineffectual	ineffettual	disgust	0.227
fussy	fussy	disgust	0.227
unpopular	impopulari	disgust	0.227
default	automaticamente	disgust	0.227
intense	intensu	disgust	0.219
dame	dame	disgust	0.219
evade	evade	disgust	0.219
petroleum	u pitroliu	disgust	0.219
weight	pisu	disgust	0.219
frowning	arraggiati	disgust	0.219
actionable	azzione	disgust	0.211
tawny	tawny	disgust	0.211
donkey	sciccuzzu	disgust	0.211
unhappy	disgraziatu	disgust	0.211
indifference	indiffirenza	disgust	0.203
rave	rave	disgust	0.203
birch	bedu	disgust	0.203
hood	capu	disgust	0.203
desert	desertu	disgust	0.203
owing	debuli	disgust	0.203
gnome	gnome	disgust	0.203
awkwardness	ribbillenza	disgust	0.203
inconvenient	inconvenient	disgust	0.203
dandy	dandy	disgust	0.203
speck	speck	disgust	0.203
fleece	piuvaccia	disgust	0.195
howl	aube	disgust	0.195
monochrome	monochrome	disgust	0.195
airs	aria	disgust	0.195
gelatin	gelatina	disgust	0.195
misguided	misguided	disgust	0.195
morals	murali	disgust	0.195
dabbling	dabbling	disgust	0.195
celebrity	celebrità	disgust	0.188
avoid	evitari	disgust	0.188
stalemate	stalemate	disgust	0.188
lush	crescente	disgust	0.188
gent	ghjente	disgust	0.188
lesser	minore	disgust	0.188
sunk	sunk	disgust	0.180
nose	nasu	disgust	0.180
claimant	riclamà	disgust	0.180
laughable	risicate	disgust	0.180
possession	pussessu	disgust	0.180
larger	più grande	disgust	0.164
hoot	hoot	disgust	0.164
mouthful	bocca	disgust	0.164
thrift	salvà	disgust	0.164
pregnancy	gravidenza	disgust	0.164
undoubted	induve	disgust	0.164
clamor	scrusciu	disgust	0.156
misplace	misplace	disgust	0.156
sentence	sintenza	disgust	0.156
parrot	pappagaddu	disgust	0.156
obliging	impegnu	disgust	0.156
nameless	senza nome	disgust	0.148
bummer	bummer	disgust	0.148
feeling	sintimu	disgust	0.141
elf	elf	disgust	0.141
excellence	eccellenza	disgust	0.141
turn	turnu	disgust	0.133
gray	grisgiu	disgust	0.133
asymmetry	asimetria	disgust	0.133
clumsy	bagnu	disgust	0.133
stall	bancarella	disgust	0.133
bran	bran	disgust	0.125
finally	finarmenti	disgust	0.125
lord	maestru	disgust	0.125
boy	picciottu	disgust	0.117
cove	cove	disgust	0.117
nurture	cultivà	disgust	0.117
savor	tastà	disgust	0.117
lemon	limonu	disgust	0.109
winning	vinciutu	disgust	0.109
powerful	putenti	disgust	0.102
glitter	purpurinu	disgust	0.094
interior	internu	disgust	0.086
mind	in mente	disgust	0.086
treat	trattà	disgust	0.078
interested	interessatu	disgust	0.078
abundance	abbundanza	disgust	0.078
honest	onesta	disgust	0.055
kite	kite	disgust	0.055
humble	umiliu	disgust	0.047
tree	arbulu	disgust	0.039
torture	tortura	fear	0.984
terrorist	tirrurista	fear	0.972
horrific	horribilmente	fear	0.969
terrorism	u terrurismu	fear	0.969
terrorists	terruristi	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	tumbà	fear	0.962
homicidal	omicidi	fear	0.959
annihilate	aniquila	fear	0.953
terror	scantu	fear	0.953
murderer	assassinu	fear	0.953
catastrophe	catastrupia	fear	0.953
dying	moriri	fear	0.948
war	guerra	fear	0.942
bombing	bumbardamentu	fear	0.938
bomb	bomba	fear	0.935
missiles	missili	fear	0.934
horror	horror	fear	0.923
brutality	brutalità	fear	0.922
bloodthirsty	sanguina	fear	0.922
terrorize	tirrimotu	fear	0.922
horrified	horrified	fear	0.922
murderous	murtali	fear	0.920
massacre	massacre	fear	0.911
assassinate	assassinate	fear	0.906
horrifying	horrifying	fear	0.906
fatality	fatalitati	fear	0.906
murder	assassiniu	fear	0.906
mutilation	mutilazione	fear	0.906
terrifying	spavintusu	fear	0.906
devastation	divastazioni	fear	0.906
holocaust	olucaustu	fear	0.906
horrors	horruri	fear	0.906
killing	a morte	fear	0.906
demon	dimoniu	fear	0.906
terrified	spavintatu	fear	0.906
suicidal	suicida	fear	0.898
kidnap	segretu	fear	0.891
slaughter	tumbera	fear	0.891
assault	assaltu	fear	0.891
crucifixion	crucifixion	fear	0.891
doomed	cundonce	fear	0.888
poisoned	poisoned	fear	0.886
suicide	suicidiu	fear	0.879
explosion	split	fear	0.879
dismemberment	dismemberment	fear	0.875
slaughtering	tumbera	fear	0.875
disastrous	disastru	fear	0.875
deadly	mortali	fear	0.875
annihilation	aniquilazione	fear	0.875
disaster	disastru	fear	0.875
threatening	amminazzanti	fear	0.875
suffocation	suffocazione	fear	0.875
assassin	assassinu	fear	0.875
savagery	savagery	fear	0.875
rape	violazzioni	fear	0.870
hell	l 'infernu	fear	0.860
anthrax	anthrax	fear	0.859
explosive	splusivi	fear	0.859
warfare	guerra	fear	0.859
paralyzed	paralizzati	fear	0.859
molestation	annullamentu	fear	0.859
homicide	omicidiu	fear	0.859
barbaric	barbari	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	periculu	fear	0.859
demonic	demonic	fear	0.859
bloodshed	sangu	fear	0.859
annihilated	aniquilatu	fear	0.859
attacking	attaccà	fear	0.859
dread	temutu	fear	0.859
slaughterhouse	macellaiu	fear	0.859
tragedy	tragedia	fear	0.859
guillotine	guillotine	fear	0.859
executioner	vaghjimu	fear	0.859
suffocating	suffocating	fear	0.858
treachery	trattatu	fear	0.856
fright	scantu	fear	0.853
traumatic	traumatic	fear	0.844
afraid	teme	fear	0.844
morgue	morgue	fear	0.844
drown	affucari	fear	0.844
destroying	distruggiennu	fear	0.844
painful	dulurusi	fear	0.844
frightened	scantatu	fear	0.844
monster	mostru	fear	0.844
slayer	slayer	fear	0.844
abomination	abomination	fear	0.844
execution	esecutà	fear	0.844
scariest	scariest	fear	0.844
bombardment	bumbardamentu	fear	0.844
vengeance	vencia	fear	0.844
panicked	in panicu	fear	0.844
frightening	scantu	fear	0.844
scare	scantu	fear	0.844
apocalypse	apucalipse	fear	0.844
petrified	petrified	fear	0.844
death	morte	fear	0.843
chaos	u caosu	fear	0.839
ghastly	ghastly	fear	0.836
evil	u male	fear	0.833
gunmen	pistoli	fear	0.828
fear	scantu	fear	0.828
doom	fattu	fear	0.828
intruder	intruder	fear	0.828
cancer	cancer	fear	0.828
grenade	grenade	fear	0.828
assassination	assassiniu	fear	0.828
fatal	fatale	fear	0.828
nightmare	di nightmare	fear	0.828
explode	scopre	fear	0.828
kidnapped	rapitu	fear	0.828
eradication	eradicazione	fear	0.828
hellish	infernu	fear	0.828
paralyze	paralìscite	fear	0.828
trauma	traumatisme	fear	0.828
doomsday	di a ghjustizia	fear	0.828
violently	viulenza	fear	0.828
manslaughter	annunziu	fear	0.828
devil	diàvule	fear	0.828
frighten	scantatu	fear	0.828
brutal	brutali	fear	0.828
morbidity	morbidità	fear	0.820
crippling	parolle	fear	0.817
savage	salvaticu	fear	0.814
crushed	struitu	fear	0.812
violence	a viulenza	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	spavintusu	fear	0.812
suffering	patitu	fear	0.812
shooting	sparali	fear	0.812
earthquake	terrimotu	fear	0.812
destructive	destruzzione	fear	0.812
violent	viulente	fear	0.812
poisonous	poisonous	fear	0.812
quake	quake	fear	0.812
damnation	cunnanna	fear	0.812
aggressor	aggressore	fear	0.812
imprisoned	imprigiunatu	fear	0.811
hurricane	uraganu	fear	0.811
exterminate	stirminate	fear	0.810
fearing	scantannusi	fear	0.808
hemorrhage	hemorrhage	fear	0.807
lethal	letali	fear	0.806
torment	turmentu	fear	0.806
venom	veninu	fear	0.804
claustrophobia	claustrofobia	fear	0.803
danger	periculu	fear	0.802
snakes	serpi	fear	0.802
exorcism	exorcismu	fear	0.800
obliterated	obliterate	fear	0.800
robbery	rottu	fear	0.800
terrifies	spara	fear	0.798
cyanide	cianuru	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	crudeltà	fear	0.797
monstrosity	monstruità	fear	0.797
attack	attaccu	fear	0.797
extermination	stirminiu	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	mortalità	fear	0.797
destruction	distruzzioni	fear	0.797
poison	poison	fear	0.797
harmful	preghjudiziu	fear	0.797
persecution	persecuzione	fear	0.797
bombers	bombers	fear	0.797
incurable	incurable	fear	0.797
hysteria	hysteria	fear	0.797
dreadfully	dreadful	fear	0.796
arson	arson	fear	0.794
devastate	devastate	fear	0.792
tyrant	tirannu	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	perisce	fear	0.784
feared	temutu	fear	0.782
maniac	maniacu	fear	0.781
enslaved	esclavi	fear	0.781
rampage	rampage	fear	0.781
screaming	chiancennu	fear	0.781
venomous	venenu	fear	0.781
warlike	guerra	fear	0.781
lifeless	senza vita	fear	0.781
bloody	sanguinanti	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	serpente	fear	0.776
epidemic	epidemica	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	obliterate	fear	0.766
shipwreck	naufraggiu	fear	0.766
crisis	crisa	fear	0.766
criminal	criminali	fear	0.766
invade	invadiscia	fear	0.766
riot	rivoluzioni	fear	0.766
fearful	scantu	fear	0.766
reprisal	reprisal	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	invasore	fear	0.766
dangerously	periculu	fear	0.766
tumor	tumor	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	viulenza	fear	0.766
inferno	inferno	fear	0.766
leprosy	a lepra	fear	0.766
jihad	jihad	fear	0.766
scary	scary	fear	0.766
hazardous	periculosa	fear	0.766
detonate	detonate	fear	0.766
claustrophobic	claustrofobia	fear	0.765
hyperventilating	hyperventilating	fear	0.762
nightmares	Pescoli	fear	0.759
ghostly	ghostly	fear	0.754
destroyed	distruttu	fear	0.754
anarchy	anarchia	fear	0.750
panic	panicu	fear	0.750
dreadful	disgraziatu	fear	0.750
riotous	riotusu	fear	0.750
dangerous	periculosa	fear	0.750
projectiles	projettu	fear	0.750
strangle	strangle	fear	0.750
hurricanes	uragani	fear	0.750
anarchist	anarchist	fear	0.750
mortuary	mortuary	fear	0.750
wrenching	chjappu	fear	0.750
destroyer	distruttore	fear	0.750
tyranny	tirania	fear	0.750
ptsd	ptsd	fear	0.750
hazard	periculu	fear	0.750
tragedies	tragedii	fear	0.750
slavery	slaveria	fear	0.750
treacherous	traghetti	fear	0.750
cholera	colerà	fear	0.750
imprisonment	imprigiunamentu	fear	0.750
agony	agunia	fear	0.750
obliteration	obliterazione	fear	0.750
accident	accident	fear	0.750
fears	teme	fear	0.750
anaconda	anaconda	fear	0.750
malignancy	malignità	fear	0.742
cannibal	cannibale	fear	0.740
bombard	bombard	fear	0.740
abominable	abominable	fear	0.738
bomber	u bomber	fear	0.734
diseased	malati	fear	0.734
gun	fucili	fear	0.734
shoot	sparà	fear	0.734
horrible	horrible	fear	0.734
missile	missile	fear	0.734
crash	crash	fear	0.734
beast	bestia	fear	0.734
tyrannical	tirranica	fear	0.734
paralysis	paralisi	fear	0.734
devilish	devilish	fear	0.734
mutiny	mutiny	fear	0.734
misery	miseria	fear	0.734
shot	tarri	fear	0.734
depraved	depravata	fear	0.734
gore	gore	fear	0.734
scared	scantatu	fear	0.734
cursed	malatu	fear	0.734
threaten	minaccià	fear	0.734
tornado	tornatuu	fear	0.734
victimized	vittimatu	fear	0.734
hostage	a tinta	fear	0.734
melee	melee	fear	0.734
hyperventilate	hyperventilatu	fear	0.734
malignant	malignu	fear	0.734
dictatorship	a dittatura	fear	0.734
mafia	mafia	fear	0.734
turmoil	turbulenza	fear	0.733
combat	cummattimentu	fear	0.728
alligator	alligator	fear	0.727
ruin	ruina	fear	0.725
shooter	shooter	fear	0.722
contagious	contagiosa	fear	0.720
miscarriage	miscarriage	fear	0.719
casualty	casualty	fear	0.719
fight	cummattiri	fear	0.719
mortification	mortificazione	fear	0.719
crime	crime crime	fear	0.719
struggle	lotta	fear	0.719
shock	scossa	fear	0.719
seizure	in assicuranza	fear	0.719
lynch	lynch	fear	0.719
starvation	manciari	fear	0.719
harm	male	fear	0.719
excruciating	excruciating	fear	0.719
phobia	fobia	fear	0.719
desperation	dispirazioni	fear	0.719
devastating	devastanti	fear	0.719
emergency	emergenza	fear	0.719
scream	chianciri	fear	0.719
havoc	havoc	fear	0.719
injured	ferita	fear	0.719
carnage	carnaghja	fear	0.717
frantically	franticamente	fear	0.717
standoff	standoff	fear	0.716
infestation	infestation	fear	0.716
soscary	soscary	fear	0.712
panicking	in panicu	fear	0.708
rupture	rupture	fear	0.706
frantic	frantic	fear	0.705
horrid	horrid	fear	0.705
aggressive	aggressivu	fear	0.703
anguish	anguish	fear	0.703
gash	gash	fear	0.703
sos	NO TRANSLATION	fear	0.703
terminal	terminal	fear	0.703
diabolical	diabolicu	fear	0.703
sabotage	sabotage	fear	0.703
hatred	oddiu	fear	0.703
hysterical	histericu	fear	0.703
psychosis	psicosi	fear	0.703
carcinoma	carcinoma	fear	0.703
schizophrenia	schizophrenia	fear	0.703
agonizing	agonizing	fear	0.703
wrecked	afflittu	fear	0.703
infectious	infizziosi	fear	0.703
collapse	culleghju	fear	0.703
grisly	grisly	fear	0.703
prey	preda	fear	0.703
witchcraft	a soru	fear	0.703
avalanche	avalanche	fear	0.703
neurotic	neurotic	fear	0.703
harrowing	angicurandu	fear	0.703
fugitive	fugitive	fear	0.703
arsenic	arsenicu	fear	0.703
assailant	assailant	fear	0.703
vendetta	vendetta	fear	0.703
dreaded	temutu	fear	0.703
upheaval	trastalettu	fear	0.703
armed	armatu	fear	0.703
cripple	parolle	fear	0.703
malevolent	malevolente	fear	0.703
cobra	cobra	fear	0.703
freaked	afflittu	fear	0.703
burial	funerale	fear	0.703
deranged	deranged	fear	0.703
plague	pesta	fear	0.703
forcibly	forza	fear	0.700
abduction	abduction	fear	0.700
crocodile	coccodile	fear	0.700
offender	culpèvule	fear	0.698
mayhem	putiri	fear	0.690
alarm	alarme	fear	0.688
trepidation	trépidation	fear	0.688
brawl	rey	fear	0.688
beastly	bestia	fear	0.688
oppression	oppressione	fear	0.688
guerilla	guerrilla	fear	0.688
socialanxiety	NO TRANSLATION	fear	0.688
hopeless	unanimamente	fear	0.688
leukemia	leucemia	fear	0.688
agoraphobia	agorafobia	fear	0.688
endanger	in casu	fear	0.688
cadaver	cadaver	fear	0.688
hurt	ferite	fear	0.688
paranoid	paranoic	fear	0.688
disease	malattia	fear	0.688
contagion	cuntagjunu	fear	0.688
cyclone	ciclunatu	fear	0.688
blast	splutazioni	fear	0.688
hostile	ostili	fear	0.688
shrapnel	metrugliu	fear	0.688
rabid	rabid	fear	0.688
wounding	ferinu	fear	0.688
ambush	ambush	fear	0.688
gory	gory	fear	0.688
radiation	radiazzioni	fear	0.688
banish	banish	fear	0.688
anarchism	anarchismu	fear	0.688
gallows	furca	fear	0.686
coffin	casottu	fear	0.684
madness	la fuddìa	fear	0.675
spook	spook	fear	0.673
fury	furia	fear	0.672
grim	sternu	fear	0.672
trembling	trembling	fear	0.672
gang	gang	fear	0.672
scarier	scarier	fear	0.672
viper	viper	fear	0.672
sinister	sinistru	fear	0.672
victim	vittima	fear	0.672
crushing	frantumazione	fear	0.672
hurting	feriu	fear	0.672
atrocity	atrocità	fear	0.672
tarantula	tarantula	fear	0.672
nervouswreck	NO TRANSLATION	fear	0.672
vermin	vermiculite	fear	0.672
thug	matite	fear	0.672
stab	stab	fear	0.672
awful	horrible	fear	0.672
felon	felon	fear	0.672
militia	milice	fear	0.672
dungeon	dungeon	fear	0.672
militants	militanti	fear	0.672
frankenstorm	NO TRANSLATION	fear	0.672
carcass	carcassi	fear	0.672
freakedout	NO TRANSLATION	fear	0.672
combatant	cummuventi	fear	0.672
ghost	ghisa	fear	0.672
fangs	di fangs	fear	0.672
soscared	soscared	fear	0.672
shatter	si frantumava	fear	0.672
persecute	persighis	fear	0.672
eruption	eruzzioni	fear	0.672
mangle	mangle	fear	0.672
perishing	perisceci	fear	0.672
abuse	abusu	fear	0.672
injury	preghjudiziu	fear	0.672
menacing	menacing	fear	0.672
abhorrent	abumineghju	fear	0.672
menace	menace	fear	0.672
revolver	rivolversore	fear	0.672
outbreak	spargeru	fear	0.672
desolation	desolation	fear	0.667
ferocious	firoci	fear	0.667
battered	maltrattata	fear	0.667
cutthroat	cutthroat	fear	0.664
pandemic	pandemica	fear	0.664
volcano	vulcanu	fear	0.663
scares	scarsi	fear	0.660
cruelly	cruelly	fear	0.658
ruthless	spustamenti	fear	0.656
endangered	in periculazione	fear	0.656
neurosis	neurosi	fear	0.656
dictator	dittaturi	fear	0.656
treason	tradimentu	fear	0.656
armament	armamentu	fear	0.656
traitor	tradituri	fear	0.656
