word	Polish-pl	emotion	emotion-intensity-score
noxious	szkodliwy	disgust	0.703
porn	porno	disgust	0.703
nasty	paskudny	disgust	0.703
slimy	śluzowaty	disgust	0.703
despotism	despotyzm	disgust	0.703
nauseate	dostawać mdłości	disgust	0.703
secretion	wydzielanie	disgust	0.703
constipation	zaparcie	disgust	0.703
hateful	nienawistny	disgust	0.703
grime	brud	disgust	0.703
measles	odra	disgust	0.696
contagious	zaraźliwy	disgust	0.695
hellish	piekielny	disgust	0.695
waste	marnotrawstwo	disgust	0.695
suicidal	samobójczy	disgust	0.695
abuse	nadużycie	disgust	0.695
hate	nienawidzić	disgust	0.695
wretch	nieszczęśnik	disgust	0.695
intestinal	jelitowy	disgust	0.695
wart	brodawka	disgust	0.695
obesity	otyłość	disgust	0.695
scum	szumowiny	disgust	0.695
contaminated	zanieczyszczone	disgust	0.688
disease	choroba	disgust	0.688
rabid	wściekły	disgust	0.688
ooze	muł	disgust	0.688
treason	zdrada	disgust	0.688
heartworm	heartworm	disgust	0.688
smut	świństwa	disgust	0.688
cholera	cholera	disgust	0.680
deformed	zdeformowany	disgust	0.680
detest	brzydzić	disgust	0.680
bestial	bestialski	disgust	0.680
sickness	choroba	disgust	0.680
antichrist	antychryst	disgust	0.680
abhorrent	odrażający	disgust	0.680
soulless	bezduszny	disgust	0.680
freakish	kapryśny	disgust	0.680
grimy	umorusany	disgust	0.680
hatred	nienawiść	disgust	0.680
pollution	skażenie	disgust	0.680
germ	zalążek	disgust	0.680
abominate	nienawidzić	disgust	0.680
hell	piekło	disgust	0.680
dilapidated	zniszczony	disgust	0.672
dictatorship	dyktatura	disgust	0.672
inhuman	nieludzki	disgust	0.672
greasy	tłusty	disgust	0.672
hideous	ohydny	disgust	0.672
loathful	wstrętny	disgust	0.672
obscene	nieprzyzwoity	disgust	0.672
loathing	odraza	disgust	0.672
cess	cess	disgust	0.670
devil	diabeł	disgust	0.664
heretic	heretyk	disgust	0.664
nauseous	nudny	disgust	0.664
abominable	wstrętny	disgust	0.664
deformity	zniekształcenie	disgust	0.664
deadly	śmiertelnie	disgust	0.664
swine	wieprz	disgust	0.664
discrimination	dyskryminacja	disgust	0.664
masochism	masochizm	disgust	0.664
poisonous	trujący	disgust	0.656
prejudiced	uprzedzony	disgust	0.656
bacteria	bakteria	disgust	0.656
death	śmierć	disgust	0.656
poison	zatruć	disgust	0.656
trash	śmieci	disgust	0.656
abortion	poronienie	disgust	0.656
corruption	korupcja	disgust	0.656
victimized	represjonowany	disgust	0.656
oppression	ucisk	disgust	0.656
goo	maź	disgust	0.656
latrines	latryny	disgust	0.656
horror	przerażenie	disgust	0.656
horrible	okropny	disgust	0.656
nefarious	nikczemny	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	mściwy	disgust	0.648
outhouse	przybudówka	disgust	0.648
horrid	okropny	disgust	0.648
detestation	wstręt	disgust	0.648
sludge	osad	disgust	0.648
ugly	brzydki	disgust	0.648
trashy	kiczowaty	disgust	0.648
bitch	suka	disgust	0.648
immoral	niemoralny	disgust	0.648
malfeasance	malfeasance	disgust	0.641
spew	rzygać	disgust	0.641
pimple	pryszcz	disgust	0.641
indecency	nieprzyzwoitość	disgust	0.641
unsightly	brzydki	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	nikczemny	disgust	0.641
cystic	torbielowaty	disgust	0.641
horrifying	przerażające	disgust	0.641
derogatory	uwłaczający	disgust	0.641
laxative	przeczyszczający	disgust	0.641
criminality	przestępczość	disgust	0.641
oppressive	uciążliwy	disgust	0.633
sinful	grzeszny	disgust	0.633
bigoted	zajadły	disgust	0.633
doomsday	Dzień Sądu Ostatecznego	disgust	0.633
prostitution	prostytucja	disgust	0.633
ulcer	wrzód	disgust	0.633
secrete	wydzielać	disgust	0.633
perpetrator	sprawca	disgust	0.633
rat	szczur	disgust	0.633
queasy	delikatny	disgust	0.633
mildew	pleśń	disgust	0.633
dastardly	podły	disgust	0.625
disgraceful	haniebny	disgust	0.625
ghastly	upiorny	disgust	0.625
persecution	prześladowanie	disgust	0.625
devilish	diabelski	disgust	0.625
degrading	poniżający	disgust	0.625
obscenity	nieprzyzwoitość	disgust	0.625
fungus	grzyb	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	obżarstwo	disgust	0.625
stools	taborety	disgust	0.625
suffering	cierpienie	disgust	0.625
contemptible	podły	disgust	0.625
cuckold	rogacz	disgust	0.625
bloated	nadęty	disgust	0.625
aghast	przerażony	disgust	0.625
betrayal	zdrada	disgust	0.617
guillotine	gilotyna	disgust	0.617
infect	infekować	disgust	0.617
spoil	zepsuć	disgust	0.617
tetanus	tężec	disgust	0.617
fat	gruby	disgust	0.617
louse	wesz	disgust	0.617
malicious	złośliwy	disgust	0.617
polygamy	poligamia	disgust	0.617
crusty	skorupiasty	disgust	0.617
atrocious	okrutny	disgust	0.617
deceit	oszustwo	disgust	0.617
termite	bielec	disgust	0.617
loathe	brzydzić	disgust	0.617
wench	dziewucha	disgust	0.617
dying	umierający	disgust	0.617
sickly	chorowity	disgust	0.617
diaper	pielucha	disgust	0.617
strangle	udusić	disgust	0.617
drool	bzdurzyć	disgust	0.609
slander	oszczerstwo	disgust	0.609
abhor	czuć wstręt	disgust	0.609
venomous	jadowity	disgust	0.609
brothel	burdel	disgust	0.609
ghetto	getto	disgust	0.609
violently	gwałtownie	disgust	0.609
hostile	wrogi	disgust	0.609
sabotage	sabotaż	disgust	0.609
deform	deformować	disgust	0.609
bleeding	krwawienie	disgust	0.609
unwashed	nieumyte	disgust	0.602
lunacy	obłęd	disgust	0.602
imprisonment	uwięzienie	disgust	0.602
infidel	niewierny	disgust	0.602
deprivation	pozbawienie	disgust	0.602
traitor	zdrajca	disgust	0.602
ugliness	brzydota	disgust	0.602
musty	stęchły	disgust	0.602
illicit	nielegalny	disgust	0.602
swampy	bagienny	disgust	0.602
poaching	kłusownictwo	disgust	0.602
hag	wiedźma	disgust	0.602
butcher	rzeźnik	disgust	0.594
lunatic	wariat	disgust	0.594
venom	jad	disgust	0.594
repelling	odpychanie	disgust	0.594
thug	bandyta	disgust	0.594
misery	nieszczęście	disgust	0.594
toilet	toaleta	disgust	0.594
slug	ślimak	disgust	0.594
catastrophe	katastrofa	disgust	0.594
epidemic	epidemia	disgust	0.594
gut	jelito	disgust	0.594
intoxicated	odurzony	disgust	0.594
blister	pęcherz	disgust	0.594
deceitful	podstępny	disgust	0.594
hostility	wrogość	disgust	0.594
queasiness	mdłości	disgust	0.594
lurid	ponury	disgust	0.594
sinner	grzesznik	disgust	0.594
incubus	zmora	disgust	0.586
lavatory	toaleta	disgust	0.586
harass	nękać	disgust	0.586
unclean	nieczysty	disgust	0.586
prostitute	prostytutka	disgust	0.586
pornography	pornografia	disgust	0.586
dreadful	straszny	disgust	0.586
deteriorated	pogarszony	disgust	0.586
appalling	przerażający	disgust	0.586
unfaithful	niewierny	disgust	0.578
rash	wysypka	disgust	0.578
humiliating	poniżający	disgust	0.578
ruinous	rujnujący	disgust	0.578
squeamish	wrażliwy	disgust	0.578
offensive	ofensywa	disgust	0.578
conspirator	spiskowiec	disgust	0.578
larceny	kradzież	disgust	0.578
debauchery	rozpusta	disgust	0.578
mangle	magiel	disgust	0.578
flea	pchła	disgust	0.578
hypocrite	hipokryta	disgust	0.578
retard	opóźniać	disgust	0.578
fiend	diabeł	disgust	0.578
sick	chory	disgust	0.578
quagmire	bagno	disgust	0.578
expulsion	wydalenie	disgust	0.578
treacherous	zdradziecki	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	pluć	disgust	0.570
devastating	niszczycielski	disgust	0.570
bastard	drań	disgust	0.570
messy	niechlujny	disgust	0.570
flog	biczować	disgust	0.570
egregious	skandaliczny	disgust	0.570
swamp	bagno	disgust	0.570
oppress	uciskać	disgust	0.570
despise	gardzić	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	wąż	disgust	0.570
snake	wąż	disgust	0.562
terrible	straszny	disgust	0.562
awful	straszny	disgust	0.562
harmful	szkodliwy	disgust	0.562
insanity	niepoczytalność	disgust	0.562
indecent	nieprzyzwoity	disgust	0.562
sordid	brudny	disgust	0.562
loo	loo	disgust	0.562
scoundrel	łajdak	disgust	0.562
enemy	wróg	disgust	0.562
stealing	kradzież	disgust	0.562
alcoholism	alkoholizm	disgust	0.562
humiliation	upokorzenie	disgust	0.562
ruthless	bezwzględny	disgust	0.562
sloppy	niechlujny	disgust	0.562
tyrannical	despotyczny	disgust	0.562
harlot	nierządnica	disgust	0.562
sinning	grzesząc	disgust	0.562
robbery	rozbój	disgust	0.555
insufferable	nieznośny	disgust	0.555
arsenic	arsen	disgust	0.555
bloody	krwawy	disgust	0.555
odious	wstrętny	disgust	0.555
ridicule	kpiny	disgust	0.555
atrophy	zanik	disgust	0.555
beastly	nieludzki	disgust	0.555
collusion	zmowa	disgust	0.555
distaste	niechęć	disgust	0.555
segregate	segregować	disgust	0.555
discriminating	dyskryminacyjny	disgust	0.555
coward	tchórz	disgust	0.555
wickedness	niegodziwość	disgust	0.555
threatening	groźny	disgust	0.555
unattractive	nieładny	disgust	0.555
slayer	pogromca	disgust	0.555
flabby	wiotki	disgust	0.555
varicella	ospa wietrzna	disgust	0.555
miserable	nieszczęśliwy	disgust	0.547
sty	chlew	disgust	0.547
ogre	ogr	disgust	0.547
coercion	przymus	disgust	0.547
thief	złodziej	disgust	0.547
slur	łuk	disgust	0.547
suffocating	duszący	disgust	0.547
anathema	anatema	disgust	0.547
purgatory	czyściec	disgust	0.547
malevolent	wrogi	disgust	0.547
bitterly	gorzko	disgust	0.547
burglar	włamywacz	disgust	0.547
attacking	napadający	disgust	0.547
vesicular	pęcherzykowy	disgust	0.547
condemnation	potępienie	disgust	0.547
pillage	plądrowanie	disgust	0.547
deleterious	szkodliwy	disgust	0.547
thrash	prać	disgust	0.539
repellant	repelent	disgust	0.539
repudiation	odrzucenie	disgust	0.539
infidelity	niewierność	disgust	0.539
liar	kłamca	disgust	0.539
fatty	tłuszczowy	disgust	0.539
gob	gęba	disgust	0.539
sneer	szydzić	disgust	0.539
drunken	pijany	disgust	0.539
disgrace	hańba	disgust	0.539
shame	wstyd	disgust	0.539
jealous	zazdrosny	disgust	0.539
imprisoned	uwięziony	disgust	0.539
pig	świnia	disgust	0.539
greedy	chciwy	disgust	0.539
sloth	lenistwo	disgust	0.539
lethal	śmiertelny	disgust	0.536
burnt	spalony	disgust	0.531
aberration	aberracja	disgust	0.531
condescension	łaskawość	disgust	0.531
hydrocephalus	wodogłowie	disgust	0.531
hanging	wiszące	disgust	0.531
destructive	destrukcyjny	disgust	0.531
smuggler	przemytnik	disgust	0.531
intolerant	nietolerancyjny	disgust	0.531
travesty	parodia	disgust	0.531
intrusive	natrętny	disgust	0.531
ruined	zrujnowany	disgust	0.531
withered	zwiędły	disgust	0.531
disintegrate	rozpadać się	disgust	0.531
brawl	bijatyka	disgust	0.531
blemish	skaza	disgust	0.531
neurotic	nerwicowy	disgust	0.531
blasphemous	bluźnierczy	disgust	0.531
lying	kłamstwo	disgust	0.531
painful	bolesny	disgust	0.531
avarice	chciwość	disgust	0.523
disgraced	zhańbiony	disgust	0.523
mistress	kochanka	disgust	0.523
disparaging	ubliżający	disgust	0.523
rubbish	śmieci	disgust	0.523
derogation	derogacja	disgust	0.523
accusation	oskarżenie	disgust	0.523
intolerance	nietolerancja	disgust	0.523
incarceration	uwięzienie	disgust	0.523
blighted	zniszczony	disgust	0.523
sump	miska olejowa	disgust	0.516
deplorable	opłakany	disgust	0.516
daemon	demon	disgust	0.516
cringe	warować	disgust	0.516
degrade	degradować	disgust	0.516
gutter	rynna	disgust	0.516
rob	obrabować	disgust	0.516
grim	ponury	disgust	0.516
defraud	oszukać	disgust	0.516
tortious	tortury	disgust	0.516
eradication	likwidacja	disgust	0.516
stink	smród	disgust	0.516
convict	skazać	disgust	0.516
dishonor	hańba	disgust	0.516
vulture	sęp	disgust	0.516
remains	szczątki	disgust	0.516
mite	grosz	disgust	0.516
betray	zdradzać	disgust	0.516
sham	pozorny	disgust	0.509
endemic	endemiczny	disgust	0.508
bombed	zbombardowany	disgust	0.508
distress	rozpacz	disgust	0.508
pest	szkodnik	disgust	0.508
incurable	nieuleczalny	disgust	0.508
worthless	Bezwartościowy	disgust	0.508
rejection	odmowa	disgust	0.508
distasteful	niesmaczne	disgust	0.508
schizophrenia	schizofrenia	disgust	0.508
belittle	bagatelizować	disgust	0.508
smelling	pachnący	disgust	0.508
cheat	oszukać	disgust	0.508
blob	kropelka	disgust	0.508
prisoner	więzień	disgust	0.508
idiocy	idiotyzm	disgust	0.508
delirium	delirium	disgust	0.508
disaster	katastrofa	disgust	0.508
crude	surowy	disgust	0.508
resentment	uraza	disgust	0.508
dreadfully	piekielnie	disgust	0.508
glut	nadmiar	disgust	0.508
polemic	polemiczny	disgust	0.500
derision	drwina	disgust	0.500
idolatry	bałwochwalstwo	disgust	0.500
taboo	tabu	disgust	0.500
screaming	krzyczeć	disgust	0.500
banish	wygnać	disgust	0.500
dirt	brud	disgust	0.500
goblin	chochlik	disgust	0.500
shackle	jarzmo	disgust	0.500
bribery	przekupstwo	disgust	0.500
flagrant	rażący	disgust	0.500
jealousy	zazdrość	disgust	0.500
impurity	zanieczyszczenie	disgust	0.500
theft	kradzież	disgust	0.500
bitterness	gorycz	disgust	0.500
offense	wykroczenie	disgust	0.500
impeach	zakwestionować	disgust	0.500
blight	zwarzyć	disgust	0.500
duress	przymus	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	chciwość	disgust	0.500
tirade	tyrada	disgust	0.500
squirm	skręcać się	disgust	0.492
robber	bandyta	disgust	0.492
ill	chory	disgust	0.492
unconscionable	horrendalny	disgust	0.492
recession	recesja	disgust	0.492
gorge	wąwóz	disgust	0.492
wreck	wrak	disgust	0.492
malign	złośliwy	disgust	0.492
boil	gotować	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	idiota	disgust	0.492
disreputable	haniebny	disgust	0.492
wasteful	rozrzutny	disgust	0.484
affliction	cierpienie	disgust	0.484
stain	plama	disgust	0.484
contempt	pogarda	disgust	0.484
nappy	pieluszka	disgust	0.484
mutiny	bunt	disgust	0.484
occult	okultystyczny	disgust	0.484
tramp	Tramp	disgust	0.484
unbearable	nie do zniesienia	disgust	0.484
offender	przestępca	disgust	0.484
servile	służalczy	disgust	0.484
contraband	kontrabanda	disgust	0.484
raging	wściekły	disgust	0.484
snarl	warczenie	disgust	0.484
mad	szalony	disgust	0.484
subjugation	ujarzmienie	disgust	0.484
possessed	opętany	disgust	0.484
animosity	animozja	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	zniesławienie	disgust	0.484
disrespectful	lekceważący	disgust	0.484
mess	bałagan	disgust	0.484
nepotism	nepotyzm	disgust	0.484
inexcusable	niewybaczalny	disgust	0.484
pathetic	żałosne	disgust	0.477
unpleasant	nieprzyjemny	disgust	0.477
suppression	tłumienie	disgust	0.477
mockery	kpina	disgust	0.477
palsy	porażenie	disgust	0.477
criminal	kryminalista	disgust	0.477
illegality	nielegalność	disgust	0.477
uncaring	obojętny	disgust	0.477
antagonistic	antagonistyczny	disgust	0.477
immorality	niemoralność	disgust	0.477
dismal	ponury	disgust	0.477
angry	zły	disgust	0.469
repellent	odpychający	disgust	0.469
cough	kaszel	disgust	0.469
arrogant	arogancki	disgust	0.469
grating	krata	disgust	0.469
aggravation	pogorszenie	disgust	0.469
livid	wściekły	disgust	0.469
banishment	wygnanie	disgust	0.469
shoddy	buble	disgust	0.469
banshee	banshee	disgust	0.469
poverty	ubóstwo	disgust	0.469
wallow	tarzać się	disgust	0.469
outrage	skandal	disgust	0.469
mocking	kpiąco	disgust	0.469
furious	wściekły	disgust	0.469
perspiration	pot	disgust	0.469
prick	ukłucie	disgust	0.461
recklessness	lekkomyślność	disgust	0.461
distorted	zniekształcony	disgust	0.461
fraudulent	oszukańczy	disgust	0.461
spider	pająk	disgust	0.461
quack	Kwak	disgust	0.461
perdition	zatracenie	disgust	0.461
muddy	zmącić	disgust	0.461
spurious	fałszywy	disgust	0.461
insulting	obraźliwy	disgust	0.461
scar	blizna	disgust	0.461
deceive	oszukać	disgust	0.461
unjustifiable	nieuzasadniony	disgust	0.461
fool	oszukać	disgust	0.461
deplore	ubolewać	disgust	0.461
plunder	grabież	disgust	0.461
aphid	mszyca	disgust	0.453
bane	zmora	disgust	0.453
indignation	oburzenie	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	samolubny	disgust	0.453
disparage	ubliżać	disgust	0.453
cur	kundel	disgust	0.453
dishonest	nieuczciwy	disgust	0.453
stigma	piętno	disgust	0.453
eschew	unikać	disgust	0.453
antipathy	niechęć	disgust	0.453
alienate	zrazić	disgust	0.453
disingenuous	obłudny	disgust	0.453
elimination	eliminacja	disgust	0.453
unthinkable	nie do pomyślenia	disgust	0.453
wasted	zmarnowany	disgust	0.445
recalcitrant	oporny	disgust	0.445
iniquity	niesprawiedliwość	disgust	0.445
mosquito	komar	disgust	0.445
caries	próchnica	disgust	0.445
bankruptcy	bankructwo	disgust	0.445
egotistical	egoistyczny	disgust	0.445
piles	hemoroidy	disgust	0.445
smell	zapach	disgust	0.445
vacuous	bezproblemowy	disgust	0.445
despair	rozpacz	disgust	0.445
opium	opium	disgust	0.445
garish	krzykliwy	disgust	0.445
lie	kłamstwo	disgust	0.445
pious	pobożny	disgust	0.445
aversion	niechęć	disgust	0.438
sticky	lepki	disgust	0.438
scream	krzyk	disgust	0.438
alien	obcy	disgust	0.438
shun	unikać	disgust	0.438
abnormal	nieprawidłowy	disgust	0.438
ashamed	zawstydzony	disgust	0.438
inmate	więzień	disgust	0.438
abject	nikczemny	disgust	0.438
hog	wieprz	disgust	0.438
hopelessness	beznadziejność	disgust	0.438
homeless	bezdomny	disgust	0.438
obnoxious	nieprzyjemny	disgust	0.438
curse	przekleństwo	disgust	0.430
creature	kreatura	disgust	0.430
cursing	przeklinanie	disgust	0.430
illegal	nielegalny	disgust	0.430
lusty	krzepki	disgust	0.430
shameless	bezwstydny	disgust	0.430
debris	gruzy	disgust	0.430
defiance	bunt	disgust	0.430
pall	całun	disgust	0.430
falsity	fałsz	disgust	0.430
reflux	odpływ	disgust	0.430
incredulous	nieufny	disgust	0.430
adverse	niekorzystny	disgust	0.430
trickery	naciągnięcie	disgust	0.430
callous	stwardniały	disgust	0.430
separatist	separatystyczny	disgust	0.430
undesirable	niepożądany	disgust	0.430
denounce	potępiać	disgust	0.430
