word	Lao-lo	emotion	emotion-intensity-score
condescension	condescension	disgust	0.531
hydrocephalus	hydrocephalus	disgust	0.531
hanging	ຫ້ອຍ	disgust	0.531
destructive	destructive	disgust	0.531
smuggler	smuggler	disgust	0.531
intolerant	intolerant	disgust	0.531
travesty	travesty	disgust	0.531
intrusive	intrusive	disgust	0.531
ruined	ruined	disgust	0.531
withered	withered	disgust	0.531
disintegrate	ທໍາລາຍ	disgust	0.531
brawl	brawl	disgust	0.531
blemish	ບວມ	disgust	0.531
neurotic	neurotic	disgust	0.531
blasphemous	ຂົ່ມເຫັງ	disgust	0.531
lying	ນອນຢູ່	disgust	0.531
painful	ເຈັບປວດ	disgust	0.531
avarice	avarice	disgust	0.523
disgraced	ຂັດຂວາງ	disgust	0.523
mistress	mistress	disgust	0.523
disparaging	disparaging	disgust	0.523
rubbish	ຂີ້ເຫຍື້ອ	disgust	0.523
derogation	derogation	disgust	0.523
accusation	ຂໍ້ກ່າວຫາ	disgust	0.523
intolerance	intolerance	disgust	0.523
incarceration	ການຄຸມຂັງ	disgust	0.523
blighted	blighted	disgust	0.523
sump	sump	disgust	0.516
deplorable	deplorable	disgust	0.516
daemon	daemon	disgust	0.516
cringe	cringe	disgust	0.516
degrade	degrade	disgust	0.516
gutter	gutter	disgust	0.516
rob	rob	disgust	0.516
grim	ຂີ້ຮ້າຍ	disgust	0.516
defraud	ການຂົ່ມເຫັງ	disgust	0.516
tortious	ຮ້າຍແຮງ	disgust	0.516
eradication	eradication	disgust	0.516
stink	stink	disgust	0.516
convict	convict	disgust	0.516
dishonor	ຄວາມອັບອາຍຂາຍຫນ້າ	disgust	0.516
vulture	vulture	disgust	0.516
remains	ຍັງຄົງຢູ່	disgust	0.516
mite	mite	disgust	0.516
betray	betray	disgust	0.516
sham	sham	disgust	0.509
endemic	endemic	disgust	0.508
bombed	bombed	disgust	0.508
distress	ຄວາມຫຍຸ້ງຍາກ	disgust	0.508
pest	ສັດຕູພືດ	disgust	0.508
incurable	incurable	disgust	0.508
worthless	ບໍ່ມີຄ່າ	disgust	0.508
rejection	ການປະຕິເສດ	disgust	0.508
distasteful	ຫນ້າກຽດຊັງ	disgust	0.508
schizophrenia	schizophrenia	disgust	0.508
belittle	belittle	disgust	0.508
smelling	smelling	disgust	0.508
cheat	cheat	disgust	0.508
blob	blob	disgust	0.508
prisoner	ນັກໂທດ	disgust	0.508
idiocy	idiocy	disgust	0.508
delirium	delirium	disgust	0.508
disaster	ໄພພິບັດ	disgust	0.508
crude	ເຂັ້ມຂຸ້ນ	disgust	0.508
resentment	ຄວາມອຸກໃຈ	disgust	0.508
dreadfully	dreadfully	disgust	0.508
glut	glut	disgust	0.508
polemic	polemic	disgust	0.500
derision	derision	disgust	0.500
idolatry	idolatry	disgust	0.500
taboo	taboo	disgust	0.500
screaming	screaming	disgust	0.500
banish	banish	disgust	0.500
dirt	ຝຸ່ນ	disgust	0.500
goblin	goblin	disgust	0.500
shackle	shackle	disgust	0.500
bribery	ການເສຍຊີວິດ	disgust	0.500
flagrant	flagrant	disgust	0.500
jealousy	jealousy	disgust	0.500
impurity	ບໍ່ສະອາດ	disgust	0.500
theft	ການລ່ວງລະເມີດ	disgust	0.500
bitterness	ຄວາມຂົມຂື່ນ	disgust	0.500
offense	ການກະທໍາຜິດ	disgust	0.500
impeach	impeach	disgust	0.500
blight	blight	disgust	0.500
duress	ບັງຄັບ	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	greed	disgust	0.500
tirade	tirade	disgust	0.500
squirm	squirm	disgust	0.492
robber	robber	disgust	0.492
ill	ill	disgust	0.492
unconscionable	unconscious	disgust	0.492
recession	ການຖົດຖອຍ	disgust	0.492
gorge	gorge	disgust	0.492
wreck	wreck	disgust	0.492
malign	ຮ້າຍແຮງ	disgust	0.492
boil	ຕົ້ມ	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	idiot	disgust	0.492
disreputable	disreputable	disgust	0.492
wasteful	ເສຍຫາຍ	disgust	0.484
affliction	ຄວາມທຸກທໍລະມານ	disgust	0.484
stain	stain	disgust	0.484
contempt	contempt	disgust	0.484
nappy	ສະຫນຸກ	disgust	0.484
mutiny	mutiny	disgust	0.484
occult	occult	disgust	0.484
tramp	tramp	disgust	0.484
unbearable	unbearable	disgust	0.484
offender	ຜູ້ພິພາກສາ	disgust	0.484
servile	servile	disgust	0.484
contraband	contraband	disgust	0.484
raging	raging	disgust	0.484
snarl	snarl	disgust	0.484
mad	mad	disgust	0.484
subjugation	subjugation	disgust	0.484
possessed	possessed	disgust	0.484
animosity	ຄວາມກຽດຊັງ	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	defamation	disgust	0.484
disrespectful	ບໍ່ນັບຖື	disgust	0.484
mess	ຂັດຂວາງ	disgust	0.484
nepotism	nepotism	disgust	0.484
inexcusable	inexcusable	disgust	0.484
pathetic	ໄພພິບັດ	disgust	0.477
unpleasant	ບໍ່ສະບາຍ	disgust	0.477
suppression	suppression	disgust	0.477
mockery	mockery	disgust	0.477
palsy	palsy	disgust	0.477
criminal	ຄະດີອາຍາ	disgust	0.477
illegality	ຜິດກົດຫມາຍ	disgust	0.477
uncaring	ບໍ່ສົນໃຈ	disgust	0.477
antagonistic	antagonistic	disgust	0.477
immorality	immorality	disgust	0.477
dismal	ຫນ້າຢ້ານ	disgust	0.477
angry	ໃຈຮ້າຍ	disgust	0.469
repellent	repellent	disgust	0.469
cough	ໄອ້	disgust	0.469
arrogant	ກຽດຊັງ	disgust	0.469
grating	grating	disgust	0.469
aggravation	aggravation	disgust	0.469
livid	livid	disgust	0.469
banishment	ການຍົກເວັ້ນ	disgust	0.469
shoddy	shoddy	disgust	0.469
banshee	banshee	disgust	0.469
poverty	ຄວາມທຸກຍາກ	disgust	0.469
wallow	wallow	disgust	0.469
outrage	outrage	disgust	0.469
mocking	mocking	disgust	0.469
furious	furious	disgust	0.469
perspiration	ການດູດນົມ	disgust	0.469
prick	prick	disgust	0.461
recklessness	ການບໍ່ປະຕິເສດ	disgust	0.461
distorted	ຖືກບິດເບືອນ	disgust	0.461
fraudulent	ການສໍ້ໂກງ	disgust	0.461
spider	ແມງ​ມຸມ	disgust	0.461
quack	quack	disgust	0.461
perdition	perdition	disgust	0.461
muddy	ຂົມຂື່ນ	disgust	0.461
spurious	spurious	disgust	0.461
insulting	insulting	disgust	0.461
scar	scar	disgust	0.461
deceive	ຫລອກລວງ	disgust	0.461
unjustifiable	ບໍ່ຖືກຕ້ອງ	disgust	0.461
fool	fool	disgust	0.461
deplore	ຂີ້ກຽດ	disgust	0.461
plunder	plunder	disgust	0.461
aphid	aphid	disgust	0.453
bane	bane	disgust	0.453
indignation	indignation	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	selfish	disgust	0.453
disparage	disparage	disgust	0.453
cur	cur	disgust	0.453
dishonest	dishonest	disgust	0.453
stigma	stigma	disgust	0.453
eschew	eschew	disgust	0.453
antipathy	antipathy	disgust	0.453
alienate	alienate	disgust	0.453
disingenuous	disingenuous	disgust	0.453
elimination	ການກໍາຈັດ	disgust	0.453
unthinkable	unthinkable	disgust	0.453
wasted	ເສຍຫາຍ	disgust	0.445
recalcitrant	recalcitrant	disgust	0.445
iniquity	ຄວາມຊົ່ວຮ້າຍ	disgust	0.445
mosquito	mosquito	disgust	0.445
caries	caries	disgust	0.445
bankruptcy	ການລົ້ມລະລາຍ	disgust	0.445
egotistical	egotistical	disgust	0.445
piles	piles	disgust	0.445
smell	ກິ່ນຫອມ	disgust	0.445
vacuous	vacuous	disgust	0.445
despair	ຄວາມເປັນຫ່ວງ	disgust	0.445
opium	opium	disgust	0.445
garish	garish	disgust	0.445
lie	ນອນ	disgust	0.445
pious	pious	disgust	0.445
aversion	ຄວາມກະຕືລືລົ້ນ	disgust	0.438
sticky	ຫນຽວ	disgust	0.438
scream	scream	disgust	0.438
alien	ຄົນຕ່າງດ້າວ	disgust	0.438
shun	shun	disgust	0.438
abnormal	ຜິດປົກກະຕິ	disgust	0.438
ashamed	ອາຍ	disgust	0.438
inmate	ນັກໂທດ	disgust	0.438
abject	ຂີ້ຮ້າຍ	disgust	0.438
hog	ຫມູ	disgust	0.438
hopelessness	ຄວາມສິ້ນຫວັງ	disgust	0.438
homeless	ບໍ່ມີທີ່ຢູ່ອາໄສ	disgust	0.438
obnoxious	ຫນ້າກຽດຊັງ	disgust	0.438
curse	ສາບແຊ່ງ	disgust	0.430
creature	creature	disgust	0.430
cursing	cursing	disgust	0.430
illegal	ຜິດກົດຫມາຍ	disgust	0.430
lusty	lusty	disgust	0.430
shameless	shameless	disgust	0.430
debris	debris	disgust	0.430
defiance	defiance	disgust	0.430
pall	pall	disgust	0.430
falsity	falsity	disgust	0.430
reflux	reflux	disgust	0.430
incredulous	incredulous	disgust	0.430
adverse	ເປັນທາງລົບ	disgust	0.430
trickery	trickery	disgust	0.430
callous	callous	disgust	0.430
separatist	separatist	disgust	0.430
undesirable	undesirable	disgust	0.430
denounce	ປະຕິເສດ	disgust	0.430
witch	ແມ່​ມົດ	disgust	0.430
bum	bum	disgust	0.422
bovine	bovine	disgust	0.422
denunciation	ການລົງໂທດ	disgust	0.422
untidy	untidy	disgust	0.422
impure	ບໍ່ສະອາດ	disgust	0.422
mistrust	ຄວາມບໍ່ຫມັ້ນໃຈ	disgust	0.422
tarnish	tarnish	disgust	0.422
ferocious	ຮ້າຍແຮງ	disgust	0.422
gush	ຂົມຂື່ນ	disgust	0.422
infantile	ເດັກນ້ອຍ	disgust	0.422
ammonia	ammonia	disgust	0.422
offend	ກະເຮັດຜິດ	disgust	0.422
idiotic	idiotic	disgust	0.422
hypertrophy	hypertrophy	disgust	0.422
nicotine	nicotine	disgust	0.422
tasteless	tasteless	disgust	0.422
pompous	pompous	disgust	0.422
socialist	ສັງຄົມນິຍົມ	disgust	0.422
delinquent	delinquent	disgust	0.422
swarm	swarm	disgust	0.422
contentious	ຮ້າຍແຮງ	disgust	0.422
carelessness	carelessness	disgust	0.422
hairy	ມີຂົນ	disgust	0.422
wasting	ການສູນເສຍ	disgust	0.422
slush	slush	disgust	0.422
affront	ຫນ້າຢ້ານກົວ	disgust	0.422
collapse	collapse	disgust	0.422
badness	ຄວາມບໍ່ດີ	disgust	0.422
dishonesty	dishonesty	disgust	0.414
vegetative	ບໍາລຸງລ້ຽງ	disgust	0.414
displacency	ການຍົກຍ້າຍ	disgust	0.414
unfavorable	ບໍ່ດີ	disgust	0.414
disobey	ບໍ່ເຊື່ອຟັງ	disgust	0.414
sour	ສົ້ມ	disgust	0.414
socialism	ສັງຄົມນິຍົມ	disgust	0.414
murky	ຂີ້ເມົາ	disgust	0.414
neglected	ຖືກລະເລີຍ	disgust	0.414
drivel	drivel	disgust	0.414
vampire	vampire	disgust	0.414
litigious	ຜິດກົດຫມາຍ	disgust	0.414
illegitimate	illegitimate	disgust	0.414
disgruntled	disgruntled	disgust	0.406
ignorant	ignorant	disgust	0.406
outcast	outcast	disgust	0.406
unkind	unkind	disgust	0.406
repel	repel	disgust	0.406
displeasure	displeasure	disgust	0.406
phony	phony	disgust	0.406
shoplifting	shoplifting	disgust	0.406
dislike	ບໍ່ມັກ	disgust	0.406
unlawful	ຜິດກົດຫມາຍ	disgust	0.406
bogus	ໂກງ	disgust	0.406
discontinuity	ຄວາມບໍ່ຢຸດຢັ້ງ	disgust	0.406
recidivism	recidivism	disgust	0.406
ungrateful	ungrateful	disgust	0.406
wrongdoing	wrongdoing	disgust	0.406
falsify	falsify	disgust	0.406
prosecution	ການດໍາເນີນຄະດີ	disgust	0.406
failure	ຄວາມລົ້ມເຫຼວ	disgust	0.398
loon	loon	disgust	0.398
lick	lick	disgust	0.398
subvert	subvert	disgust	0.398
rigor	rigor	disgust	0.398
unruly	unruly	disgust	0.398
paucity	ຄວາມທຸກຍາກ	disgust	0.398
unnatural	unnatural	disgust	0.398
averse	ຫນ້າກຽດ	disgust	0.398
senseless	senseless	disgust	0.398
worsening	worsening	disgust	0.398
disdain	disdain	disgust	0.398
woe	woe	disgust	0.398
woefully	woefully	disgust	0.398
amphetamines	amphetamines	disgust	0.398
stingy	stingy	disgust	0.398
crushing	ລົບກວນ	disgust	0.398
insult	insult	disgust	0.393
damage	ຄວາມເສຍຫາຍ	disgust	0.391
hardened	ເຂັ້ມແຂງ	disgust	0.391
diatribe	diatribe	disgust	0.391
averseness	ຄວາມບໍ່ສະຫງົບ	disgust	0.391
critter	critter	disgust	0.391
muff	muff	disgust	0.391
antisocial	antisocial	disgust	0.391
punishment	ການລົງໂທດ	disgust	0.391
bad	ບໍ່ດີ	disgust	0.391
punished	ຖືກລົງໂທດ	disgust	0.391
disrelish	disrelish	disgust	0.391
expel	expel	disgust	0.391
farcical	farcical	disgust	0.391
scorpion	scorpion	disgust	0.391
sacrifices	ການເສຍສະລະ	disgust	0.383
plagiarism	plagiarism	disgust	0.383
hypocritical	hypocritical	disgust	0.383
divorce	ການຢ່າຮ້າງ	disgust	0.383
presumptuous	presumptuous	disgust	0.383
discord	discord	disgust	0.383
fugitive	fugitive	disgust	0.383
fulsome	fulsome	disgust	0.383
shabby	shabby	disgust	0.383
orc	orc	disgust	0.383
adder	adder	disgust	0.383
anaconda	anaconda	disgust	0.383
surly	ຢ່າງລວດໄວ	disgust	0.383
irrational	irational	disgust	0.383
disappoint	ຜິດຫວັງ	disgust	0.383
illiterate	ບໍ່ຮູ້ຫນັງສື	disgust	0.383
lament	ຮ້ອງໄຫ້	disgust	0.383
eviction	ການໂຍກຍ້າຍ	disgust	0.383
teeming	teeming	disgust	0.383
guilt	ຄວາມຮູ້ສຶກຜິດ	disgust	0.383
misconduct	misconduct	disgust	0.375
blame	ໂທດ	disgust	0.375
alienation	alienation	disgust	0.375
depressing	ຊຶມເສົ້າ	disgust	0.375
irritating	irritating	disgust	0.375
plight	ສະບາຍ	disgust	0.375
unworthy	unworthy	disgust	0.375
dislocated	dislocated	disgust	0.375
scoff	scoff	disgust	0.375
irritation	irritation	disgust	0.375
defective	ຜິດປົກກະຕິ	disgust	0.375
shock	ຊັອກ	disgust	0.375
hoax	hoax	disgust	0.367
coerce	ຄວາມຫຍຸ້ງຍາກ	disgust	0.367
revoke	ຖອນຄືນ	disgust	0.367
stripped	ດຶງອອກ	disgust	0.367
exclusion	ການຍົກເວັ້ນ	disgust	0.367
blatant	blatant	disgust	0.367
disillusionment	disillusionment	disgust	0.367
squelch	squelch	disgust	0.367
unhealthy	ບໍ່ມີສຸຂະພາບ	disgust	0.367
toad	toad	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	pitfall	disgust	0.367
vainly	vainly	disgust	0.367
powerless	ບໍ່ມີອໍານາດ	disgust	0.367
cad	cad	disgust	0.367
hurtful	hurtful	disgust	0.367
shuddering	shuddering	disgust	0.367
wimp	wimp	disgust	0.367
oddity	ຄວາມແປກປະຫຼາດ	disgust	0.359
rebellion	rebellion	disgust	0.359
incompatible	incompatible	disgust	0.359
ineptitude	ineptitude	disgust	0.359
dispose	ຈັດວາງ	disgust	0.359
disobedience	ການບໍ່ເຊື່ອຟັງ	disgust	0.359
damn	damn	disgust	0.359
bug	bug	disgust	0.359
deserted	deserted	disgust	0.359
litigate	ຮ້ອງທຸກ	disgust	0.352
ridiculous	ridiculous	disgust	0.352
compost	compost	disgust	0.352
obi	obi	disgust	0.352
untoward	untoward	disgust	0.352
censor	censor	disgust	0.352
uncertain	ບໍ່ແນ່ນອນ	disgust	0.352
lawyer	ທະ​ນາຍ​ຄວາມ	disgust	0.352
flinch	flinch	disgust	0.352
flesh	ເນື້ອຫນັງ	disgust	0.352
crushed	ຂັດຂວາງ	disgust	0.352
displeased	ບໍ່ພໍໃຈ	disgust	0.352
inept	inept	disgust	0.352
wrongful	ຜິດພາດ	disgust	0.352
cutting	ການຕັດ	disgust	0.352
fierce	ຮ້າຍແຮງ	disgust	0.352
misbehavior	misbehavior	disgust	0.352
frustrate	frustrate	disgust	0.352
dismissal	ຍົກເລີກ	disgust	0.352
disapprove	ບໍ່ເຫັນດີນໍາ	disgust	0.344
depreciate	ຕົກລົງ	disgust	0.344
tearful	tearful	disgust	0.344
thoughtless	ຄິດບໍ່ໄດ້	disgust	0.336
unsettled	unsettled	disgust	0.336
lumpy	lumpy	disgust	0.336
discoloration	ການປ່ຽນສີ	disgust	0.336
blunder	ຂໍ້ຜິດພະລາດ	disgust	0.336
disinclination	disinclination	disgust	0.336
distrust	ບໍ່ຫມັ້ນໃຈ	disgust	0.336
annoy	annoy	disgust	0.336
lawsuit	ກົດຫມາຍວ່າດ້ວຍ	disgust	0.336
discontent	ຄວາມບໍ່ພໍໃຈ	disgust	0.336
grumble	ຂົ່ມຂູ່	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	daft	disgust	0.336
heartsick	ຫົວໃຈ	disgust	0.336
disliked	ບໍ່ຊອບ	disgust	0.336
bickering	bickering	disgust	0.336
disallowed	ບໍ່ອະນຸຍາດ	disgust	0.336
unmanageable	unmanageable	disgust	0.328
hydrophobia	hydrophobia	disgust	0.328
unsatisfactory	ບໍ່ພໍໃຈ	disgust	0.328
whine	whine	disgust	0.328
exasperation	exasperation	disgust	0.328
instability	instability	disgust	0.328
provoking	provoking	disgust	0.328
disappointed	ຕົກໃຈ	disgust	0.328
inhibit	inhibit	disgust	0.328
sly	sly	disgust	0.328
grievance	ການຮ້ອງທຸກ	disgust	0.328
materialist	materialist	disgust	0.328
excluded	excluded	disgust	0.328
cacophony	cacophony	disgust	0.328
misleading	ເຮັດໃຫ້ຫຼອກລວງ	disgust	0.321
disclaim	ປະຕິເສດ	disgust	0.320
rags	rags	disgust	0.320
soot	soot	disgust	0.320
disservice	ເສຍໃຈ	disgust	0.320
unequal	ບໍ່ສົມເຫດສົມຜົນ	disgust	0.320
humbug	humbug	disgust	0.320
reproach	ສໍ້ໂກງ	disgust	0.320
confined	confined	disgust	0.320
disapproving	disapproving	disgust	0.320
annoyance	annoyance	disgust	0.320
mishap	mishap	disgust	0.320
groan	ຮ້ອງໄຫ້	disgust	0.320
soil	ດິນ	disgust	0.312
depreciated	ຖືກຫັກຄ່າ	disgust	0.312
disincline	disincline	disgust	0.312
inappropriate	ບໍ່ເຫມາະສົມ	disgust	0.312
inconsiderate	ບໍ່ສົນໃຈ	disgust	0.312
burke	burke	disgust	0.312
overpriced	overpriced	disgust	0.312
sneeze	sneeze	disgust	0.312
stomach	ທ້ອງ	disgust	0.312
criticize	ຕໍາຫນິ	disgust	0.312
theism	theism	disgust	0.312
disparity	disparity	disgust	0.305
gall	ນ້ໍາແຂໍງ	disgust	0.305
latent	latent	disgust	0.305
grumpy	ຂົມຂື່ນ	disgust	0.305
bang	bang	disgust	0.305
inadmissible	inadmissible	disgust	0.305
unfriendly	unfriendly	disgust	0.305
shack	shack	disgust	0.305
disliking	disliking	disgust	0.305
unaccountable	unaccountable	disgust	0.305
coop	coop	disgust	0.304
scold	scold	disgust	0.297
growling	growling	disgust	0.297
lonely	ເສີຍໆ	disgust	0.297
