word	Croatian-hr	emotion	emotion-intensity-score
coop	kavez	disgust	0.304
scold	grditi	disgust	0.297
growling	reži	disgust	0.297
lonely	usamljen	disgust	0.297
delay	odgoditi	disgust	0.297
congress	kongres	disgust	0.297
disregarded	zanemaruju	disgust	0.297
disappointment	razočaranje	disgust	0.297
backwards	unazad	disgust	0.297
soreness	osjetljivost	disgust	0.297
rogue	bitanga	disgust	0.297
infamous	ozloglašen	disgust	0.289
lesbian	lezbijka	disgust	0.289
notoriety	očitost	disgust	0.289
catechism	katehizam	disgust	0.289
flop	neuspjeh	disgust	0.289
nettle	kopriva	disgust	0.289
janitor	domar	disgust	0.289
saturated	zasićen	disgust	0.281
gaby	budala	disgust	0.281
prohibited	zabranjen	disgust	0.281
remiss	mlitav	disgust	0.281
unfair	nepravedan	disgust	0.281
desist	prestati	disgust	0.281
wince	trgnuti se	disgust	0.281
aftermath	posljedica	disgust	0.281
huff	hvalisati se	disgust	0.273
discolored	obezbojen	disgust	0.273
uneasy	nelagodan	disgust	0.273
wrangling	nesuglasica	disgust	0.273
tribunal	sud	disgust	0.273
weird	čudan	disgust	0.266
bureaucrat	birokrata	disgust	0.266
coldness	hladnoća	disgust	0.266
impolite	neuljudan	disgust	0.266
politic	vješt	disgust	0.266
unsatisfied	nezadovoljan	disgust	0.266
swig	gutljaj	disgust	0.266
inefficiency	neefikasnost	disgust	0.266
frantic	mahnit	disgust	0.266
crawl	puzati	disgust	0.266
instinctive	instinktivan	disgust	0.258
barrow	mogila	disgust	0.258
incase	u slučaju	disgust	0.258
octopus	hobotnica	disgust	0.258
chagrin	žalost	disgust	0.258
copycat	oponašatelj	disgust	0.258
rascal	bitanga	disgust	0.258
sarcasm	sarkazam	disgust	0.258
gruff	osoran	disgust	0.258
misconception	pogrešno shvaćanje	disgust	0.250
hulk	ponton	disgust	0.250
shanghai	Shanghai	disgust	0.250
baboon	babun	disgust	0.250
disinclined	nesklon	disgust	0.250
lose	izgubiti	disgust	0.250
john	Ivan	disgust	0.250
cupping	proces puštanja krvi	disgust	0.250
rook	vrana	disgust	0.242
gratuitous	besplatan	disgust	0.242
entangled	upetljan	disgust	0.242
opponent	protivnik	disgust	0.242
tariff	tarifa	disgust	0.242
scrub	pročišćavati	disgust	0.242
resign	dati ostavku	disgust	0.234
prolong	produžiti	disgust	0.234
backwardness	zaostalost	disgust	0.234
reluctance	nevoljkost	disgust	0.234
questionable	sumnjiv	disgust	0.234
lagging	oklijevanje	disgust	0.234
unlucky	nesretan	disgust	0.234
misstatement	neistina	disgust	0.234
reversal	preokret	disgust	0.227
disqualified	diskvalificiran	disgust	0.227
subsidy	subvencija	disgust	0.227
ineffectual	neuspješan	disgust	0.227
fussy	sitničarski	disgust	0.227
unpopular	nepopularan	disgust	0.227
default	zadano	disgust	0.227
intense	intenzivan	disgust	0.219
dame	dama	disgust	0.219
evade	izbjeći	disgust	0.219
petroleum	nafta	disgust	0.219
weight	težina	disgust	0.219
frowning	namrštena	disgust	0.219
actionable	podložan zakonskom suđenju	disgust	0.211
tawny	zlatast	disgust	0.211
donkey	magarac	disgust	0.211
unhappy	nesretan	disgust	0.211
indifference	ravnodušnost	disgust	0.203
rave	rave	disgust	0.203
birch	breza	disgust	0.203
hood	kapuljača	disgust	0.203
desert	pustinja	disgust	0.203
owing	dužan	disgust	0.203
gnome	gnom	disgust	0.203
awkwardness	nezgrapnost	disgust	0.203
inconvenient	nezgodan	disgust	0.203
dandy	kicoš	disgust	0.203
speck	mrljica	disgust	0.203
fleece	runo	disgust	0.195
howl	urlati	disgust	0.195
monochrome	jednobojna slika	disgust	0.195
airs	Zrak	disgust	0.195
gelatin	želatin	disgust	0.195
misguided	u zabludi	disgust	0.195
morals	moral	disgust	0.195
dabbling	brbljanje	disgust	0.195
celebrity	poznata ličnost	disgust	0.188
avoid	Izbjegavajte	disgust	0.188
stalemate	pat	disgust	0.188
lush	bujan	disgust	0.188
gent	gospodin	disgust	0.188
lesser	manji	disgust	0.188
sunk	udubljen	disgust	0.180
nose	nos	disgust	0.180
claimant	tužitelj	disgust	0.180
laughable	smiješan	disgust	0.180
possession	posjed	disgust	0.180
larger	veći	disgust	0.164
hoot	trubljenje	disgust	0.164
mouthful	zalogaj	disgust	0.164
thrift	štedljivost	disgust	0.164
pregnancy	trudnoća	disgust	0.164
undoubted	nesumnjiv	disgust	0.164
clamor	vika	disgust	0.156
misplace	izgubiti	disgust	0.156
sentence	rečenica	disgust	0.156
parrot	papiga	disgust	0.156
obliging	uslužan	disgust	0.156
nameless	bezimen	disgust	0.148
bummer	nešto neprijatno	disgust	0.148
feeling	osjećaj	disgust	0.141
elf	patuljak	disgust	0.141
excellence	izvrsnost	disgust	0.141
turn	skretanje	disgust	0.133
gray	siva	disgust	0.133
asymmetry	asimetrija	disgust	0.133
clumsy	nespretan	disgust	0.133
stall	odugovlačenje	disgust	0.133
bran	mekinje	disgust	0.125
finally	konačno	disgust	0.125
lord	gospodar	disgust	0.125
boy	dječak	disgust	0.117
cove	uvala	disgust	0.117
nurture	njegovanje	disgust	0.117
savor	uživati	disgust	0.117
lemon	limun	disgust	0.109
winning	osvajanjem	disgust	0.109
powerful	snažan	disgust	0.102
glitter	blistati	disgust	0.094
interior	unutrašnjost	disgust	0.086
mind	um	disgust	0.086
treat	liječiti	disgust	0.078
interested	zainteresiran	disgust	0.078
abundance	obilje	disgust	0.078
honest	pošten, čestit	disgust	0.055
kite	zmaj	disgust	0.055
humble	skroman	disgust	0.047
tree	drvo	disgust	0.039
torture	mučenje	fear	0.984
terrorist	terorista	fear	0.972
horrific	užasavajući	fear	0.969
terrorism	terorizam	fear	0.969
terrorists	teroristi	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	ubiti	fear	0.962
homicidal	ubilački	fear	0.959
annihilate	uništiti	fear	0.953
terror	teror	fear	0.953
murderer	ubica	fear	0.953
catastrophe	katastrofa	fear	0.953
dying	umiranje	fear	0.948
war	rat	fear	0.942
bombing	bombardovnje	fear	0.938
bomb	bomba	fear	0.935
missiles	rakete	fear	0.934
horror	užas	fear	0.923
brutality	brutalnost	fear	0.922
bloodthirsty	krvožedan	fear	0.922
terrorize	terorizirati	fear	0.922
horrified	užasnut	fear	0.922
murderous	ubitačan	fear	0.920
massacre	masakr	fear	0.911
assassinate	ubiti	fear	0.906
horrifying	užasavajući	fear	0.906
fatality	fatalnost	fear	0.906
murder	ubiti	fear	0.906
mutilation	sakaćenje	fear	0.906
terrifying	zastrašujući	fear	0.906
devastation	pustoš	fear	0.906
holocaust	uništenje	fear	0.906
horrors	strahote	fear	0.906
killing	ubijanje	fear	0.906
demon	demon	fear	0.906
terrified	prestravljen	fear	0.906
suicidal	suicidalan	fear	0.898
kidnap	oteti	fear	0.891
slaughter	pokolj	fear	0.891
assault	napad	fear	0.891
crucifixion	raspeće	fear	0.891
doomed	proklet	fear	0.888
poisoned	zatrovan	fear	0.886
suicide	samoubistvo	fear	0.879
explosion	Eksplozija	fear	0.879
dismemberment	komadanje	fear	0.875
slaughtering	klanje	fear	0.875
disastrous	katastrofalan	fear	0.875
deadly	ubojit	fear	0.875
annihilation	uništenje	fear	0.875
disaster	katastrofa	fear	0.875
threatening	prijeteći	fear	0.875
suffocation	ugušenje	fear	0.875
assassin	ubica	fear	0.875
savagery	divljaštvo	fear	0.875
rape	silovanje	fear	0.870
hell	pakao	fear	0.860
anthrax	antraks	fear	0.859
explosive	Eksplozivno	fear	0.859
warfare	ratovanje	fear	0.859
paralyzed	oduzet	fear	0.859
molestation	zlostavljanje	fear	0.859
homicide	umorstvo	fear	0.859
barbaric	varvarski	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	opasnost	fear	0.859
demonic	demonski	fear	0.859
bloodshed	krvoproliće	fear	0.859
annihilated	uništen	fear	0.859
attacking	napadaju	fear	0.859
dread	strah	fear	0.859
slaughterhouse	klaonica	fear	0.859
tragedy	tragedija	fear	0.859
guillotine	giljotina	fear	0.859
executioner	izvršitelj	fear	0.859
suffocating	zagušljiv	fear	0.858
treachery	izdaja	fear	0.856
fright	strah	fear	0.853
traumatic	traumatičan	fear	0.844
afraid	uplašen	fear	0.844
morgue	mrtvačnica	fear	0.844
drown	utopiti	fear	0.844
destroying	uništavanje	fear	0.844
painful	bolan	fear	0.844
frightened	uplašen	fear	0.844
monster	čudovište	fear	0.844
slayer	ubica	fear	0.844
abomination	grozota	fear	0.844
execution	izvršenje	fear	0.844
scariest	najstrašnija	fear	0.844
bombardment	bombardovanje	fear	0.844
vengeance	osveta	fear	0.844
panicked	uspaničio	fear	0.844
frightening	zastrašujuć	fear	0.844
scare	uplašiti	fear	0.844
apocalypse	Apokalipsa	fear	0.844
petrified	okamenjen	fear	0.844
death	smrt	fear	0.843
chaos	haos	fear	0.839
ghastly	mrtvački	fear	0.836
evil	zlo	fear	0.833
gunmen	napadači	fear	0.828
fear	strah	fear	0.828
doom	sudbina	fear	0.828
intruder	nametljivac	fear	0.828
cancer	Rak	fear	0.828
grenade	granata	fear	0.828
assassination	atentat	fear	0.828
fatal	fatalan	fear	0.828
nightmare	noćna mora	fear	0.828
explode	eksplodirati	fear	0.828
kidnapped	oteli	fear	0.828
eradication	iskorjenjivanje	fear	0.828
hellish	paklen	fear	0.828
paralyze	paralizirati	fear	0.828
trauma	trauma	fear	0.828
doomsday	Sudnji dan	fear	0.828
violently	žestoko	fear	0.828
manslaughter	ubistvo bez predoumišljaja	fear	0.828
devil	vrag	fear	0.828
frighten	uplašiti	fear	0.828
brutal	brutalan	fear	0.828
morbidity	morbidnost	fear	0.820
crippling	sakaćenje	fear	0.817
savage	divljak	fear	0.814
crushed	zgnječen	fear	0.812
violence	nasilje	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	strašan	fear	0.812
suffering	pati	fear	0.812
shooting	pucanje	fear	0.812
earthquake	potres	fear	0.812
destructive	destruktivno	fear	0.812
violent	nasilan	fear	0.812
poisonous	otrovan	fear	0.812
quake	potres	fear	0.812
damnation	prokletstvo	fear	0.812
aggressor	agresor	fear	0.812
imprisoned	zatvoren	fear	0.811
hurricane	uragan	fear	0.811
exterminate	uništiti	fear	0.810
fearing	bojeći	fear	0.808
hemorrhage	hemoragija	fear	0.807
lethal	smrtonosan	fear	0.806
torment	mučiti	fear	0.806
venom	otrov	fear	0.804
claustrophobia	klaustrofobija	fear	0.803
danger	opasnost	fear	0.802
snakes	zmije	fear	0.802
exorcism	istjerivanje	fear	0.800
obliterated	izbrisan	fear	0.800
robbery	pljačka	fear	0.800
terrifies	užasava	fear	0.798
cyanide	cijanid	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	okrutnost	fear	0.797
monstrosity	monstruoznost	fear	0.797
attack	napad	fear	0.797
extermination	istrebljenje	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	smrtnost	fear	0.797
destruction	razaranje	fear	0.797
poison	Otrov	fear	0.797
harmful	štetan	fear	0.797
persecution	progon	fear	0.797
bombers	bombaši	fear	0.797
incurable	neizlječiv	fear	0.797
hysteria	histerija	fear	0.797
dreadfully	strašno	fear	0.796
arson	palež	fear	0.794
devastate	opustošiti	fear	0.792
tyrant	tiranin	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	umrijeti	fear	0.784
feared	bojao	fear	0.782
maniac	manijak	fear	0.781
enslaved	porobljen	fear	0.781
rampage	divljanje	fear	0.781
screaming	vrištanje	fear	0.781
venomous	otrovan	fear	0.781
warlike	ratoboran	fear	0.781
lifeless	beživotan	fear	0.781
bloody	krvav	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	zmija	fear	0.776
epidemic	epidemija	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	uništiti	fear	0.766
shipwreck	brodolom	fear	0.766
crisis	kriza	fear	0.766
criminal	kriminalac	fear	0.766
invade	upasti	fear	0.766
riot	pobuna	fear	0.766
fearful	strašljiv	fear	0.766
reprisal	odmazda	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	osvajač	fear	0.766
dangerously	opasno	fear	0.766
tumor	tumor	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	povreda	fear	0.766
inferno	pakao	fear	0.766
leprosy	guba	fear	0.766
jihad	džihad	fear	0.766
scary	plašljiv	fear	0.766
hazardous	opasan	fear	0.766
detonate	eksplodirati	fear	0.766
claustrophobic	klaustrofobičan	fear	0.765
hyperventilating	hiperventilirala	fear	0.762
nightmares	noćne more	fear	0.759
ghostly	sablastan	fear	0.754
destroyed	uništen	fear	0.754
anarchy	anarhija	fear	0.750
panic	panika	fear	0.750
dreadful	strašan	fear	0.750
riotous	raskalašan	fear	0.750
dangerous	opasno	fear	0.750
projectiles	projektili	fear	0.750
strangle	daviti	fear	0.750
hurricanes	uragani	fear	0.750
anarchist	anarhist	fear	0.750
mortuary	mrtvačnica	fear	0.750
wrenching	iskrivljenje	fear	0.750
destroyer	razarač	fear	0.750
tyranny	tiranija	fear	0.750
ptsd	PTSP	fear	0.750
hazard	opasnost	fear	0.750
tragedies	tragedije	fear	0.750
slavery	ropstvo	fear	0.750
treacherous	podmukao	fear	0.750
cholera	kolera	fear	0.750
imprisonment	zatvor	fear	0.750
agony	agonija	fear	0.750
obliteration	uništenje	fear	0.750
accident	nesreća	fear	0.750
fears	strahovi	fear	0.750
anaconda	anakonda	fear	0.750
malignancy	malignost	fear	0.742
cannibal	kanibal	fear	0.740
bombard	bombardovati	fear	0.740
abominable	odvratan	fear	0.738
bomber	bombarder	fear	0.734
diseased	bolestan	fear	0.734
gun	puška	fear	0.734
shoot	pucati	fear	0.734
horrible	užasno	fear	0.734
missile	raketa	fear	0.734
crash	sudar	fear	0.734
beast	zvijer	fear	0.734
tyrannical	tiranski	fear	0.734
paralysis	paraliza	fear	0.734
devilish	vraški	fear	0.734
mutiny	pobuna	fear	0.734
misery	bijeda	fear	0.734
shot	šut	fear	0.734
depraved	lišen	fear	0.734
gore	klin	fear	0.734
scared	prestrašen	fear	0.734
cursed	proklet	fear	0.734
threaten	ugroziti	fear	0.734
tornado	tornado	fear	0.734
victimized	žrtve	fear	0.734
hostage	talac	fear	0.734
melee	gužva	fear	0.734
hyperventilate	hyperventilate	fear	0.734
malignant	zloćudan	fear	0.734
dictatorship	diktatura	fear	0.734
mafia	mafija	fear	0.734
turmoil	nemir	fear	0.733
combat	borba	fear	0.728
alligator	aligator	fear	0.727
ruin	propast	fear	0.725
shooter	strijelac	fear	0.722
contagious	zarazan	fear	0.720
miscarriage	pobačaj	fear	0.719
casualty	žrtva	fear	0.719
fight	borba	fear	0.719
mortification	mučenje	fear	0.719
crime	kriminal	fear	0.719
struggle	borba	fear	0.719
shock	šok	fear	0.719
seizure	napadaj	fear	0.719
lynch	linčovati	fear	0.719
starvation	gladovanje	fear	0.719
harm	šteta	fear	0.719
excruciating	bolan	fear	0.719
phobia	fobija	fear	0.719
desperation	očajanje	fear	0.719
devastating	poražavajući	fear	0.719
emergency	hitan	fear	0.719
scream	vrisak	fear	0.719
havoc	pustoš	fear	0.719
injured	ozlijeđen	fear	0.719
carnage	pokolj	fear	0.717
frantically	mahnito	fear	0.717
standoff	uzdržljivost	fear	0.716
infestation	zaraza	fear	0.716
soscary	tako zastrašujuće	fear	0.712
panicking	paničariti	fear	0.708
rupture	ruptura	fear	0.706
frantic	mahnit	fear	0.705
horrid	strašan	fear	0.705
aggressive	agresivan	fear	0.703
anguish	bol	fear	0.703
gash	razrez	fear	0.703
sos	NO TRANSLATION	fear	0.703
terminal	terminal	fear	0.703
diabolical	dijaboličan	fear	0.703
sabotage	sabotaža	fear	0.703
hatred	mržnja	fear	0.703
hysterical	histeričan	fear	0.703
psychosis	psihoza	fear	0.703
carcinoma	karcinom	fear	0.703
schizophrenia	shizofrenija	fear	0.703
agonizing	očajnički	fear	0.703
wrecked	upropašćen	fear	0.703
infectious	infektivan	fear	0.703
collapse	kolaps	fear	0.703
grisly	grozan	fear	0.703
prey	plijen	fear	0.703
witchcraft	vračanje	fear	0.703
avalanche	lavina	fear	0.703
neurotic	neurotičan	fear	0.703
harrowing	drljanje	fear	0.703
fugitive	bjegunac	fear	0.703
arsenic	arsen	fear	0.703
assailant	napadač	fear	0.703
vendetta	krvna osveta	fear	0.703
dreaded	zastrašujuća	fear	0.703
upheaval	preokret	fear	0.703
armed	naoružan	fear	0.703
cripple	bogalj	fear	0.703
malevolent	zlonamjeran	fear	0.703
cobra	kobra	fear	0.703
freaked	išaran	fear	0.703
burial	pokop	fear	0.703
deranged	poremećen	fear	0.703
plague	kuga	fear	0.703
forcibly	energično	fear	0.700
abduction	otmica	fear	0.700
crocodile	krokodil	fear	0.700
offender	prijestupnik	fear	0.698
mayhem	zločin	fear	0.690
alarm	alarm	fear	0.688
trepidation	strah	fear	0.688
brawl	svađa	fear	0.688
beastly	životinjski	fear	0.688
oppression	ugnjetavanje	fear	0.688
guerilla	gerila	fear	0.688
socialanxiety	NO TRANSLATION	fear	0.688
hopeless	beznadan	fear	0.688
leukemia	leukemija	fear	0.688
agoraphobia	strah od otvorenog prostora	fear	0.688
endanger	ugroziti	fear	0.688
cadaver	lješ	fear	0.688
hurt	povrijediti	fear	0.688
paranoid	paranoidan	fear	0.688
disease	bolest	fear	0.688
contagion	zaraza	fear	0.688
cyclone	ciklon	fear	0.688
blast	eksplozija	fear	0.688
hostile	neprijateljski	fear	0.688
shrapnel	šrapnel	fear	0.688
rabid	bijesan	fear	0.688
wounding	ranjavanje	fear	0.688
ambush	zasjeda	fear	0.688
gory	krvav	fear	0.688
radiation	radijacija	fear	0.688
banish	protjerati	fear	0.688
anarchism	anarhizam	fear	0.688
gallows	vješala	fear	0.686
coffin	mrtvački sanduk	fear	0.684
madness	ludilo	fear	0.675
spook	avet	fear	0.673
fury	bijes	fear	0.672
grim	mrgodan	fear	0.672
trembling	drhtanje	fear	0.672
gang	banda	fear	0.672
scarier	strašnije	fear	0.672
viper	poskok	fear	0.672
sinister	zlokoban	fear	0.672
victim	žrtva	fear	0.672
crushing	velik	fear	0.672
hurting	ranjavanje	fear	0.672
atrocity	grozota	fear	0.672
tarantula	tarantula	fear	0.672
nervouswreck	NO TRANSLATION	fear	0.672
vermin	štetočina	fear	0.672
thug	davilac	fear	0.672
stab	ubosti	fear	0.672
awful	grozan	fear	0.672
felon	zločinac	fear	0.672
militia	milicija	fear	0.672
dungeon	tamnica	fear	0.672
militants	militanti	fear	0.672
frankenstorm	NO TRANSLATION	fear	0.672
carcass	mrcina	fear	0.672
freakedout	NO TRANSLATION	fear	0.672
combatant	borac	fear	0.672
ghost	duh	fear	0.672
fangs	kljove	fear	0.672
soscared	jako uplašen	fear	0.672
shatter	razbiti	fear	0.672
persecute	progoniti	fear	0.672
eruption	erupcija	fear	0.672
mangle	komadati	fear	0.672
perishing	ubistven	fear	0.672
abuse	zlostavljanje	fear	0.672
injury	ozljeda	fear	0.672
menacing	prijeteći	fear	0.672
abhorrent	odvratan	fear	0.672
menace	prijetnja	fear	0.672
revolver	revolver	fear	0.672
outbreak	izbijanje	fear	0.672
desolation	pustošenje	fear	0.667
ferocious	bijesan	fear	0.667
battered	pohaban	fear	0.667
cutthroat	koljač	fear	0.664
pandemic	čulan	fear	0.664
volcano	vulkan	fear	0.663
scares	plaši	fear	0.660
cruelly	okrutno	fear	0.658
ruthless	nemilosrdan	fear	0.656
endangered	ugrožena	fear	0.656
neurosis	neuroza	fear	0.656
dictator	diktator	fear	0.656
treason	izdaja	fear	0.656
armament	naoružanje	fear	0.656
traitor	izdajnik	fear	0.656
nefarious	opak	fear	0.656
emetophobia	emetophobia	fear	0.656
crazed	bjesomučan	fear	0.656
insane	lud	fear	0.656
encroachment	zadiranje	fear	0.656
smash	razbiti	fear	0.656
radioactive	radioaktivan	fear	0.656
selfharm	NO TRANSLATION	fear	0.656
cruel	okrutan	fear	0.656
spider	pauk	fear	0.656
malicious	zlonamjeran	fear	0.656
bully	zlostavljati	fear	0.656
blizzard	mećava	fear	0.656
oppressive	tiranski	fear	0.656
shitless	straha	fear	0.656
revenge	osveta	fear	0.656
lunatic	luđak	fear	0.656
typhoon	tajfun	fear	0.656
stroke	udar	fear	0.656
punishment	kazna	fear	0.656
tumult	buka	fear	0.656
xenophobia	ksenofobija	fear	0.656
battlefield	bojno polje	fear	0.656
purgatory	čistilište	fear	0.656
despotic	despotski	fear	0.656
coma	koma	fear	0.656
debauchery	razvrat	fear	0.656
alarming	alarmantan	fear	0.656
fearfully	plašljivo	fear	0.656
distress	nevolja	fear	0.656
projectile	projektil	fear	0.654
flog	šibati	fear	0.653
bang	prasak	fear	0.652
ransom	otkupnina	fear	0.644
criminality	kriminalitet	fear	0.642
quivering	drhtanje	fear	0.641
dreading	strepeći	fear	0.641
haunt	pohađati	fear	0.641
scoundrel	nitkov	fear	0.641
retaliation	osveta	fear	0.641
vehement	žestok	fear	0.641
demented	lud	fear	0.641
raging	bijesan	fear	0.641
despair	očajavati	fear	0.641
punished	kažnjeni	fear	0.641
deteriorate	pogoršati	fear	0.641
conflict	sukob	fear	0.641
aghast	prestravljen	fear	0.641
demise	smrt	fear	0.641
duress	prinuda	fear	0.641
wildfire	požar	fear	0.641
raptors	Raptorsa	fear	0.641
tumour	tumor	fear	0.641
perturbation	uznemirenje	fear	0.641
rattlesnake	čegrtuša	fear	0.641
isolated	izolirani	fear	0.641
targeted	ciljano	fear	0.641
warlock	vještac	fear	0.641
intimidate	zastrašiti	fear	0.641
hanging	vješanje	fear	0.641
perilous	opasan	fear	0.641
dastardly	kukavički	fear	0.641
cantbreathe	NO TRANSLATION	fear	0.641
wreck	olupina	fear	0.641
hideous	odvratan	fear	0.641
abortion	abortus	fear	0.641
