word	Norwegian-no	emotion	emotion-intensity-score
dictatorship	diktatur	anticipation	0.234
board	borde	anticipation	0.234
white	hvit	anticipation	0.234
treadmill	tredemølle	anticipation	0.234
rail	skinne	anticipation	0.234
sundial	solur	anticipation	0.227
tree	tre	anticipation	0.227
paralysis	lammelse	anticipation	0.211
worm	mark	anticipation	0.203
organization	organisasjon	anticipation	0.203
cement	sement	anticipation	0.203
lagging	lagging	anticipation	0.180
neutral	nøytral	anticipation	0.148
cannibalism	kannibalisme	disgust	0.953
mutilation	lemlestelse	disgust	0.930
molestation	overgrep	disgust	0.914
incest	incest	disgust	0.914
gonorrhea	gonoré	disgust	0.906
rape	voldtekt	disgust	0.906
cannibal	kannibal	disgust	0.898
rot	råtne	disgust	0.891
corpse	lik	disgust	0.883
massacre	massakre	disgust	0.883
excrement	ekskrement	disgust	0.883
slaughter	slakte	disgust	0.875
barf	barf	disgust	0.875
slaughterhouse	slakteri	disgust	0.867
rancid	harsk	disgust	0.859
sewerage	avløp	disgust	0.859
incestuous	incestuøse	disgust	0.859
filth	skitt	disgust	0.859
bigot	fanatiker	disgust	0.859
infestation	angrep	disgust	0.852
plague	pest	disgust	0.852
bloodthirsty	blodtørstig	disgust	0.852
holocaust	holocaust	disgust	0.852
rotting	rotting	disgust	0.844
maggot	mark	disgust	0.844
feces	avføring	disgust	0.844
fecal	fekal	disgust	0.844
murder	mord	disgust	0.839
infanticide	barnedrap	disgust	0.836
homicide	drap	disgust	0.836
asshole	drittsekk	disgust	0.836
enslaved	slaver	disgust	0.836
gore	gore	disgust	0.828
perverted	pervertert	disgust	0.828
torture	tortur	disgust	0.828
slaughtering	slakting	disgust	0.828
excretion	utskillelse	disgust	0.828
contaminate	forurense	disgust	0.821
murderer	morder	disgust	0.820
gory	blodig	disgust	0.820
repugnant	frastøtende	disgust	0.820
desecration	skjending	disgust	0.820
grotesque	grotesk	disgust	0.820
revolting	frastøtende	disgust	0.820
diarrhoea	diaré	disgust	0.820
manure	gjødsel	disgust	0.820
terrorist	terrorist	disgust	0.820
shit	dritt	disgust	0.820
pervert	pervers	disgust	0.820
slavery	slaveri	disgust	0.812
faeces	avføring	disgust	0.812
sewer	kloakkrør	disgust	0.812
vomit	kaste opp	disgust	0.812
manslaughter	uaktsomt drap	disgust	0.812
dismemberment	lemlesting	disgust	0.812
cadaver	kadaver	disgust	0.812
hemorrhage	blødning	disgust	0.805
repulsive	frastøtende	disgust	0.805
perverse	perverse	disgust	0.805
filthy	skitten	disgust	0.797
sewage	kloakk	disgust	0.797
depravity	fordervelse	disgust	0.797
diseased	død	disgust	0.797
carcass	skrott	disgust	0.795
decompose	dekomponerer	disgust	0.789
vermin	skadedyr	disgust	0.789
puke	spy	disgust	0.789
parasite	parasitt	disgust	0.789
horrific	forferdelig	disgust	0.789
gruesome	gyselig	disgust	0.789
dung	NO TRANSLATION	disgust	0.789
mutilated	lemlestet	disgust	0.789
murderous	morderisk	disgust	0.789
decayed	forfalt	disgust	0.789
herpes	herpes	disgust	0.789
slime	slim	disgust	0.781
flatulence	flatulens	disgust	0.781
monstrosity	uhyrlighet	disgust	0.781
carnage	blodbad	disgust	0.781
pestilence	pest	disgust	0.781
malaria	malaria	disgust	0.781
crap	dritt	disgust	0.781
toxic	giftig	disgust	0.773
loathsome	motbydelig	disgust	0.773
insidious	snik	disgust	0.773
leprosy	spedalskhet	disgust	0.773
morgue	likhus	disgust	0.773
pus	puss	disgust	0.773
herpesvirus	herpesvirus	disgust	0.773
whore	hore	disgust	0.766
cruel	grusom	disgust	0.766
repugnance	motvilje	disgust	0.766
revulsion	avsky	disgust	0.766
xenophobia	fremmedfrykt	disgust	0.766
regurgitation	oppstøt	disgust	0.766
anthrax	anthrax	disgust	0.766
lynch	lynch	disgust	0.766
dissection	disseksjon	disgust	0.759
canker	canker	disgust	0.758
cruelty	grusomhet	disgust	0.758
perversion	perversjon	disgust	0.758
evil	ond	disgust	0.758
slum	slum	disgust	0.758
infectious	smittsomme	disgust	0.758
mucous	slimete	disgust	0.758
phlegm	slim	disgust	0.758
leeches	igler	disgust	0.750
decomposition	nedbrytning	disgust	0.750
sinister	skummel	disgust	0.750
corrupting	ødelegge	disgust	0.750
demon	demon	disgust	0.742
stinking	stinkende	disgust	0.742
septic	septisk	disgust	0.742
deranged	sinnsforvirret	disgust	0.742
bile	galle	disgust	0.742
soiled	skitten	disgust	0.742
mucus	slim	disgust	0.742
abhorrence	avsky	disgust	0.742
abomination	styggedom	disgust	0.742
sickening	kvalm	disgust	0.742
demonic	demoniske	disgust	0.742
foul	foul	disgust	0.734
obese	overvektige	disgust	0.734
sicken	kvalm	disgust	0.734
degeneracy	degenerasjon	disgust	0.734
crucifixion	korsfestelsen	disgust	0.734
despicable	avskyelig	disgust	0.734
cancer	kreft	disgust	0.734
atrocity	grusomhet	disgust	0.734
terrorism	terrorisme	disgust	0.734
dirty	skitne	disgust	0.727
dysentery	dysenteri	disgust	0.727
adultery	utroskap	disgust	0.727
contamination	forurensning	disgust	0.727
bacterium	bakterien	disgust	0.727
diabolical	djevelske	disgust	0.727
morbidity	dødelighet	disgust	0.727
grisly	uhyggelig	disgust	0.727
repulsion	frastøting	disgust	0.727
enema	klyster	disgust	0.727
contagion	smitte	disgust	0.719
disfigured	vansiret	disgust	0.719
muck	møkk	disgust	0.719
lewd	utuktig	disgust	0.719
garbage	søppel	disgust	0.719
autopsy	autopsi	disgust	0.719
bowels	Tarmer	disgust	0.719
gross	ekkelt	disgust	0.719
vulgar	vulgær	disgust	0.719
barbaric	barbariske	disgust	0.719
disgust	avsky	disgust	0.719
vicious	ond	disgust	0.719
entrails	innvoller	disgust	0.719
deterioration	forverring	disgust	0.719
pungent	stikk	disgust	0.719
bloodshed	blodsutgytelse	disgust	0.714
violent	voldelig	disgust	0.711
tyrant	tyrann	disgust	0.711
poisoned	forgiftet	disgust	0.711
pollute	forurense	disgust	0.711
wretched	elendig	disgust	0.711
nausea	kvalme	disgust	0.711
mortification	mortifikasjon	disgust	0.711
gag	gag	disgust	0.711
vulgarity	vulgaritet	disgust	0.703
disgusting	motbydelig	disgust	0.703
grope	famle	disgust	0.703
slut	ludder	disgust	0.703
poisoning	forgiftning	disgust	0.703
depraved	fordervet	disgust	0.703
noxious	skadelig	disgust	0.703
porn	porno	disgust	0.703
nasty	ekkel	disgust	0.703
slimy	slimete	disgust	0.703
despotism	despotisme	disgust	0.703
nauseate	nauseate	disgust	0.703
secretion	sekresjon	disgust	0.703
constipation	forstoppelse	disgust	0.703
hateful	hatsk	disgust	0.703
grime	skitt	disgust	0.703
measles	meslinger	disgust	0.696
contagious	smittsom	disgust	0.695
hellish	jævli	disgust	0.695
waste	Avfall	disgust	0.695
suicidal	suicidal	disgust	0.695
abuse	misbruke	disgust	0.695
hate	hat	disgust	0.695
wretch	stakkar	disgust	0.695
intestinal	intestinal	disgust	0.695
wart	vorte	disgust	0.695
obesity	fedme	disgust	0.695
scum	avskum	disgust	0.695
contaminated	forurenset	disgust	0.688
disease	sykdom	disgust	0.688
rabid	rabiat	disgust	0.688
ooze	sive	disgust	0.688
treason	forræderi	disgust	0.688
heartworm	hjerteorm	disgust	0.688
smut	sote	disgust	0.688
cholera	kolera	disgust	0.680
deformed	deformert	disgust	0.680
detest	avsky	disgust	0.680
bestial	bestialsk	disgust	0.680
sickness	sykdom	disgust	0.680
antichrist	antikrist	disgust	0.680
abhorrent	avskyelig	disgust	0.680
soulless	sjelløse	disgust	0.680
freakish	freakish	disgust	0.680
grimy	sotete	disgust	0.680
hatred	hat	disgust	0.680
pollution	forurensing	disgust	0.680
germ	bakterie	disgust	0.680
abominate	avsky	disgust	0.680
hell	helvete	disgust	0.680
dilapidated	falleferdig	disgust	0.672
dictatorship	diktatur	disgust	0.672
inhuman	umenneskelig	disgust	0.672
greasy	fettete	disgust	0.672
hideous	skrekkelig	disgust	0.672
loathful	loathful	disgust	0.672
obscene	obskøn	disgust	0.672
loathing	avsky	disgust	0.672
cess	cess	disgust	0.670
devil	djevel	disgust	0.664
heretic	kjetter	disgust	0.664
nauseous	kvalm	disgust	0.664
abominable	avskyelig	disgust	0.664
deformity	misdannelse	disgust	0.664
deadly	dødelig	disgust	0.664
swine	svin	disgust	0.664
discrimination	diskriminering	disgust	0.664
masochism	masochisme	disgust	0.664
poisonous	giftig	disgust	0.656
prejudiced	fordomsfull	disgust	0.656
bacteria	bakterie	disgust	0.656
death	død	disgust	0.656
poison	gift	disgust	0.656
trash	søppel	disgust	0.656
abortion	abort	disgust	0.656
corruption	korrupsjon	disgust	0.656
victimized	utsatt	disgust	0.656
oppression	undertrykkelse	disgust	0.656
goo	goo	disgust	0.656
latrines	latriner	disgust	0.656
horror	skrekk	disgust	0.656
horrible	fryktelig	disgust	0.656
nefarious	nefarious	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	hevngjerrig	disgust	0.648
outhouse	uthus	disgust	0.648
horrid	vemmelig	disgust	0.648
detestation	avsky	disgust	0.648
sludge	slam	disgust	0.648
ugly	stygg	disgust	0.648
trashy	trashy	disgust	0.648
bitch	tispe	disgust	0.648
immoral	umoralsk	disgust	0.648
malfeasance	funksjonsfeil	disgust	0.641
spew	spy	disgust	0.641
pimple	Kvise	disgust	0.641
indecency	uanstendighet	disgust	0.641
unsightly	skjemmende	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	onde	disgust	0.641
cystic	cystisk	disgust	0.641
horrifying	forferdelig	disgust	0.641
derogatory	nedsettende	disgust	0.641
laxative	avføringsmiddel	disgust	0.641
criminality	kriminalitet	disgust	0.641
oppressive	undertrykkende	disgust	0.633
sinful	syndig	disgust	0.633
bigoted	hyklersk	disgust	0.633
doomsday	dommedag	disgust	0.633
prostitution	prostitusjon	disgust	0.633
ulcer	magesår	disgust	0.633
secrete	avsondre	disgust	0.633
perpetrator	gjerningspersonen	disgust	0.633
rat	rotte	disgust	0.633
queasy	kvalm	disgust	0.633
mildew	mugg	disgust	0.633
dastardly	feige	disgust	0.625
disgraceful	skammelig	disgust	0.625
ghastly	uhyggelig	disgust	0.625
persecution	forfølgelse	disgust	0.625
devilish	djevelsk	disgust	0.625
degrading	nedverdigende	disgust	0.625
obscenity	obskønitet	disgust	0.625
fungus	sopp	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	fråtsing	disgust	0.625
stools	avføring	disgust	0.625
suffering	lidelse	disgust	0.625
contemptible	foraktelig	disgust	0.625
cuckold	hanrei	disgust	0.625
bloated	oppsvulmet	disgust	0.625
aghast	forferdet	disgust	0.625
betrayal	forræderi	disgust	0.617
guillotine	giljotin	disgust	0.617
infect	infisere	disgust	0.617
spoil	skjemme bort	disgust	0.617
tetanus	stivkrampe	disgust	0.617
fat	fett	disgust	0.617
louse	lus	disgust	0.617
malicious	skadelig	disgust	0.617
polygamy	polygami	disgust	0.617
crusty	sprø	disgust	0.617
atrocious	fryktelig	disgust	0.617
deceit	bedrageri	disgust	0.617
termite	termitt	disgust	0.617
loathe	avsky	disgust	0.617
wench	wench	disgust	0.617
dying	døende	disgust	0.617
sickly	sykelig	disgust	0.617
diaper	bleie	disgust	0.617
strangle	kvele	disgust	0.617
drool	sikle	disgust	0.609
slander	bakvaskelse	disgust	0.609
abhor	avsky	disgust	0.609
venomous	giftig	disgust	0.609
brothel	bordell	disgust	0.609
ghetto	ghetto	disgust	0.609
violently	voldelig	disgust	0.609
hostile	fiendtlig	disgust	0.609
sabotage	sabotasje	disgust	0.609
deform	deformeres	disgust	0.609
bleeding	blør	disgust	0.609
unwashed	uvaskede	disgust	0.602
lunacy	galskap	disgust	0.602
imprisonment	fengsling	disgust	0.602
infidel	vantro	disgust	0.602
deprivation	deprivasjon	disgust	0.602
traitor	forræder	disgust	0.602
ugliness	stygghet	disgust	0.602
musty	muggen	disgust	0.602
illicit	ulovlig	disgust	0.602
swampy	myrlendt	disgust	0.602
poaching	Koking	disgust	0.602
hag	kjerring	disgust	0.602
butcher	slakter	disgust	0.594
lunatic	galning	disgust	0.594
venom	giften	disgust	0.594
repelling	repelling	disgust	0.594
thug	bølle	disgust	0.594
misery	elendighet	disgust	0.594
toilet	toalett	disgust	0.594
slug	slug	disgust	0.594
catastrophe	katastrofe	disgust	0.594
epidemic	epidemi	disgust	0.594
gut	mage	disgust	0.594
intoxicated	beruset	disgust	0.594
blister	blemme	disgust	0.594
deceitful	bedragersk	disgust	0.594
hostility	fiendtlighet	disgust	0.594
queasiness	kvalmen	disgust	0.594
lurid	uhyggelig	disgust	0.594
sinner	synder	disgust	0.594
incubus	Incubus	disgust	0.586
lavatory	toalett	disgust	0.586
harass	trakassere	disgust	0.586
unclean	urent	disgust	0.586
prostitute	prostituert	disgust	0.586
pornography	pornografi	disgust	0.586
dreadful	dreadful	disgust	0.586
deteriorated	forverret	disgust	0.586
appalling	forferdelig	disgust	0.586
unfaithful	utro	disgust	0.578
rash	utslett	disgust	0.578
humiliating	ydmyk	disgust	0.578
ruinous	ødeleggende	disgust	0.578
squeamish	pysete	disgust	0.578
offensive	støtende	disgust	0.578
conspirator	conspirator	disgust	0.578
larceny	tyveri	disgust	0.578
debauchery	utskeielser	disgust	0.578
mangle	mangle	disgust	0.578
flea	loppe	disgust	0.578
hypocrite	hykler	disgust	0.578
retard	tilbakestående	disgust	0.578
fiend	djevel	disgust	0.578
sick	syk	disgust	0.578
quagmire	hengemyr	disgust	0.578
expulsion	utvisning	disgust	0.578
treacherous	forrædersk	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	spytte	disgust	0.570
devastating	ødeleggende	disgust	0.570
bastard	drittsekk	disgust	0.570
messy	rotete	disgust	0.570
flog	piske	disgust	0.570
egregious	skjerpende	disgust	0.570
swamp	sump	disgust	0.570
oppress	undertrykke	disgust	0.570
despise	forakte	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	slange	disgust	0.570
snake	slange	disgust	0.562
terrible	fryktelig	disgust	0.562
awful	fryktelig	disgust	0.562
harmful	skadelig	disgust	0.562
insanity	galskap	disgust	0.562
indecent	uanstendig	disgust	0.562
sordid	simpel	disgust	0.562
loo	loo	disgust	0.562
scoundrel	kjeltring	disgust	0.562
enemy	fiende	disgust	0.562
stealing	stjele	disgust	0.562
alcoholism	alkoholisme	disgust	0.562
humiliation	ydmykelse	disgust	0.562
ruthless	hensynsløs	disgust	0.562
sloppy	slurvet	disgust	0.562
tyrannical	tyranniske	disgust	0.562
harlot	skjøge	disgust	0.562
sinning	synde	disgust	0.562
robbery	ran	disgust	0.555
insufferable	utålelig	disgust	0.555
arsenic	arsen	disgust	0.555
bloody	blodig	disgust	0.555
odious	motbydelig	disgust	0.555
ridicule	latterlig	disgust	0.555
atrophy	atrofi	disgust	0.555
beastly	dyrisk	disgust	0.555
collusion	sammensvergelser	disgust	0.555
distaste	avsmak	disgust	0.555
segregate	segregere	disgust	0.555
discriminating	diskriminerende	disgust	0.555
coward	feiging	disgust	0.555
wickedness	ondskap	disgust	0.555
threatening	truende	disgust	0.555
unattractive	uattraktiv	disgust	0.555
slayer	slakter	disgust	0.555
flabby	pløsete	disgust	0.555
varicella	varicella	disgust	0.555
miserable	elendig	disgust	0.547
sty	svinesti	disgust	0.547
ogre	troll	disgust	0.547
coercion	tvang	disgust	0.547
thief	tyv	disgust	0.547
slur	Nedsmelting	disgust	0.547
suffocating	kvelende	disgust	0.547
anathema	anathema	disgust	0.547
purgatory	skjærsilden	disgust	0.547
malevolent	ondskapsfull	disgust	0.547
bitterly	bittert	disgust	0.547
burglar	innbruddstyv	disgust	0.547
attacking	angripe	disgust	0.547
vesicular	vesikulær	disgust	0.547
condemnation	fordømmelse	disgust	0.547
pillage	plyndring	disgust	0.547
deleterious	skadelig	disgust	0.547
thrash	søppel	disgust	0.539
repellant	repellant	disgust	0.539
repudiation	repudiation	disgust	0.539
infidelity	utroskap	disgust	0.539
liar	løgner	disgust	0.539
fatty	fet	disgust	0.539
gob	gob	disgust	0.539
sneer	flir	disgust	0.539
drunken	drunken	disgust	0.539
disgrace	vanære	disgust	0.539
shame	skam	disgust	0.539
jealous	sjalu	disgust	0.539
imprisoned	fengslet	disgust	0.539
pig	gris	disgust	0.539
greedy	grådig	disgust	0.539
sloth	dovendyr	disgust	0.539
lethal	dødelig	disgust	0.536
burnt	brent	disgust	0.531
aberration	aberrasjon	disgust	0.531
condescension	nedlatenhet	disgust	0.531
hydrocephalus	hydrocephalus	disgust	0.531
hanging	henger	disgust	0.531
destructive	destruktiv	disgust	0.531
smuggler	smugler	disgust	0.531
intolerant	intolerant	disgust	0.531
travesty	parodi	disgust	0.531
intrusive	påtrengende	disgust	0.531
ruined	ruinert	disgust	0.531
withered	visnet	disgust	0.531
disintegrate	desintegrerer	disgust	0.531
brawl	slåsskamp	disgust	0.531
blemish	lyte	disgust	0.531
neurotic	nevrotiske	disgust	0.531
blasphemous	blasfemisk	disgust	0.531
lying	liggende	disgust	0.531
painful	smertefull	disgust	0.531
avarice	gjerrighet	disgust	0.523
disgraced	vanæret	disgust	0.523
mistress	elskerinne	disgust	0.523
disparaging	nedsettende	disgust	0.523
rubbish	søppel	disgust	0.523
derogation	unntak	disgust	0.523
accusation	anklage	disgust	0.523
intolerance	intoleranse	disgust	0.523
incarceration	fengsling	disgust	0.523
blighted	blighted	disgust	0.523
sump	sump	disgust	0.516
deplorable	beklagelig	disgust	0.516
daemon	daemon	disgust	0.516
cringe	kleint	disgust	0.516
degrade	degradere	disgust	0.516
gutter	grøft	disgust	0.516
rob	rane	disgust	0.516
grim	uhyggelig	disgust	0.516
