word	Somali-so	emotion	emotion-intensity-score
defraud	caymis	disgust	0.516
tortious	jirdil	disgust	0.516
eradication	ciribtirka	disgust	0.516
stink	qallayl	disgust	0.516
convict	xukun	disgust	0.516
dishonor	been ah	disgust	0.516
vulture	xayawaanka	disgust	0.516
remains	wali	disgust	0.516
mite	caarada	disgust	0.516
betray	gacangelinta	disgust	0.516
sham	sham	disgust	0.509
endemic	endemic	disgust	0.508
bombed	qarxin	disgust	0.508
distress	dhibaato	disgust	0.508
pest	cayayaan	disgust	0.508
incurable	aan la daweyn karin	disgust	0.508
worthless	qiimo la'aan	disgust	0.508
rejection	diidmada	disgust	0.508
distasteful	xumaan	disgust	0.508
schizophrenia	shisoofraniya	disgust	0.508
belittle	xejin	disgust	0.508
smelling	urta	disgust	0.508
cheat	khiyaameeyaan	disgust	0.508
blob	blob	disgust	0.508
prisoner	maxbuus	disgust	0.508
idiocy	macaan	disgust	0.508
delirium	delirium	disgust	0.508
disaster	masiibo	disgust	0.508
crude	adag	disgust	0.508
resentment	xanaaq	disgust	0.508
dreadfully	dareen ahaan	disgust	0.508
glut	glut	disgust	0.508
polemic	xasaasiyad	disgust	0.500
derision	murugo	disgust	0.500
idolatry	sanamyadii	disgust	0.500
taboo	tabu	disgust	0.500
screaming	qeylinta	disgust	0.500
banish	banish	disgust	0.500
dirt	wasakh	disgust	0.500
goblin	goblin	disgust	0.500
shackle	xargo	disgust	0.500
bribery	laaluush	disgust	0.500
flagrant	qalad ah	disgust	0.500
jealousy	xaasidnimo	disgust	0.500
impurity	nadiif	disgust	0.500
theft	xatooyada	disgust	0.500
bitterness	qadhaadh	disgust	0.500
offense	dembi	disgust	0.500
impeach	fursan	disgust	0.500
blight	duufaan	disgust	0.500
duress	halis	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	daalan	disgust	0.500
tirade	tirade	disgust	0.500
squirm	xaji	disgust	0.492
robber	tuug	disgust	0.492
ill	xanuunsan	disgust	0.492
unconscionable	aan la aqoonsan	disgust	0.492
recession	Dhibaatada	disgust	0.492
gorge	gorge	disgust	0.492
wreck	burbur	disgust	0.492
malign	malignimo	disgust	0.492
boil	karkari	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	doqon	disgust	0.492
disreputable	looma baahna	disgust	0.492
wasteful	qashin-qub	disgust	0.484
affliction	dhibka	disgust	0.484
stain	dhererka	disgust	0.484
contempt	ixtiraamka	disgust	0.484
nappy	xafaayadda	disgust	0.484
mutiny	gabi ahaanba	disgust	0.484
occult	occult	disgust	0.484
tramp	Gaadhi	disgust	0.484
unbearable	loo dulqaadan karin	disgust	0.484
offender	dembiile	disgust	0.484
servile	adeegyo	disgust	0.484
contraband	ka hortag	disgust	0.484
raging	kacsanaan	disgust	0.484
snarl	sariir	disgust	0.484
mad	waalan	disgust	0.484
subjugation	subjugation	disgust	0.484
possessed	hanti	disgust	0.484
animosity	diidmo	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	jaahwareerka	disgust	0.484
disrespectful	ixtiraam la'aan	disgust	0.484
mess	qasan	disgust	0.484
nepotism	nepotism	disgust	0.484
inexcusable	aan macquul ahayn	disgust	0.484
pathetic	macaan	disgust	0.477
unpleasant	wax aan fiicneyn	disgust	0.477
suppression	xakamaynta	disgust	0.477
mockery	jees jees	disgust	0.477
palsy	caarada	disgust	0.477
criminal	dambi	disgust	0.477
illegality	sharci darro	disgust	0.477
uncaring	kicin	disgust	0.477
antagonistic	dagaal	disgust	0.477
immorality	sinada	disgust	0.477
dismal	khasaare	disgust	0.477
angry	xanaaq	disgust	0.469
repellent	daaweeye	disgust	0.469
cough	qufac	disgust	0.469
arrogant	iskibrin	disgust	0.469
grating	jeexan	disgust	0.469
aggravation	sii xumeyn	disgust	0.469
livid	si fudud	disgust	0.469
banishment	xayiraad	disgust	0.469
shoddy	qoryaha	disgust	0.469
banshee	banshee	disgust	0.469
poverty	saboolnimada	disgust	0.469
wallow	qashin	disgust	0.469
outrage	caro	disgust	0.469
mocking	jees jees	disgust	0.469
furious	cadho	disgust	0.469
perspiration	dhedig	disgust	0.469
prick	cuncun	disgust	0.461
recklessness	dareen la'aan	disgust	0.461
distorted	marin habaabin	disgust	0.461
fraudulent	been abuur	disgust	0.461
spider	caaro	disgust	0.461
quack	quack	disgust	0.461
perdition	burburka	disgust	0.461
muddy	dhoobo	disgust	0.461
spurious	foorarsan	disgust	0.461
insulting	cayayaan	disgust	0.461
scar	nabar	disgust	0.461
deceive	khiyaamo	disgust	0.461
unjustifiable	aan la isku hallayn karin	disgust	0.461
fool	nacas	disgust	0.461
deplore	gardarrada	disgust	0.461
plunder	dhaca	disgust	0.461
aphid	aphid	disgust	0.453
bane	bane	disgust	0.453
indignation	cadho	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	nafsad ahaansho	disgust	0.453
disparage	isfaham la'aan	disgust	0.453
cur	cur	disgust	0.453
dishonest	daacadnimo	disgust	0.453
stigma	dhaleeceyn	disgust	0.453
eschew	ka bax	disgust	0.453
antipathy	iska caabin	disgust	0.453
alienate	shisheeye	disgust	0.453
disingenuous	gardarrada	disgust	0.453
elimination	joojinta	disgust	0.453
unthinkable	aan la ilaawi karin	disgust	0.453
wasted	khasaariyay	disgust	0.445
recalcitrant	dib u celin	disgust	0.445
iniquity	xumaan	disgust	0.445
mosquito	kaneecada	disgust	0.445
caries	xayawaanka	disgust	0.445
bankruptcy	Burburinta	disgust	0.445
egotistical	gaabis ah	disgust	0.445
piles	godadka	disgust	0.445
smell	urin	disgust	0.445
vacuous	bannaan	disgust	0.445
despair	quusasho	disgust	0.445
opium	opium	disgust	0.445
garish	gashan	disgust	0.445
lie	been	disgust	0.445
pious	duco	disgust	0.445
aversion	Diidmada	disgust	0.438
sticky	dhajinta	disgust	0.438
scream	qaylo	disgust	0.438
alien	shisheeye	disgust	0.438
shun	shun	disgust	0.438
abnormal	aan caadi ahayn	disgust	0.438
ashamed	ceeb	disgust	0.438
inmate	maxbuus	disgust	0.438
abject	gardarrada	disgust	0.438
hog	hog	disgust	0.438
hopelessness	rajo la'aan	disgust	0.438
homeless	guri la'aan	disgust	0.438
obnoxious	qallafsan	disgust	0.438
curse	habaartaa	disgust	0.430
creature	abuuray	disgust	0.430
cursing	naclad	disgust	0.430
illegal	sharci darro ah	disgust	0.430
lusty	Fudud	disgust	0.430
shameless	shaki la'aan	disgust	0.430
debris	burburka	disgust	0.430
defiance	diidmo	disgust	0.430
pall	dhoobo	disgust	0.430
falsity	been abuur	disgust	0.430
reflux	Dib-u-celin	disgust	0.430
incredulous	cajiib ah	disgust	0.430
adverse	wax xun	disgust	0.430
trickery	khiyaamo	disgust	0.430
callous	wacan	disgust	0.430
separatist	kala qaybsanaan	disgust	0.430
undesirable	aan loo baahnayn	disgust	0.430
denounce	diidmo	disgust	0.430
witch	sixir	disgust	0.430
bum	boom	disgust	0.422
bovine	bovine	disgust	0.422
denunciation	diidmada	disgust	0.422
untidy	aanad lahayn	disgust	0.422
impure	nadiif ah	disgust	0.422
mistrust	kalsooni la'aan	disgust	0.422
tarnish	dhadhanka	disgust	0.422
ferocious	qallafsan	disgust	0.422
gush	gush	disgust	0.422
infantile	ilmo yar	disgust	0.422
ammonia	ammonia	disgust	0.422
offend	dambi	disgust	0.422
idiotic	macno ahaan	disgust	0.422
hypertrophy	hypertrophy	disgust	0.422
nicotine	nicotin	disgust	0.422
tasteless	aan dhadhamin	disgust	0.422
pompous	sawpous	disgust	0.422
socialist	Socialist	disgust	0.422
delinquent	been ah	disgust	0.422
swarm	raxan	disgust	0.422
contentious	muran	disgust	0.422
carelessness	taxadar la'aan	disgust	0.422
hairy	timo	disgust	0.422
wasting	lumid	disgust	0.422
slush	riix	disgust	0.422
affront	soo horjeeda	disgust	0.422
collapse	burburay	disgust	0.422
badness	xumaanta	disgust	0.422
dishonesty	daacadnimo	disgust	0.414
vegetative	daaqsinka	disgust	0.414
displacency	degitaanka	disgust	0.414
unfavorable	aan fiicneyn	disgust	0.414
disobey	adeeca	disgust	0.414
sour	Dhanaan	disgust	0.414
socialism	bulshada dhexdeeda	disgust	0.414
murky	murugo	disgust	0.414
neglected	dayacday	disgust	0.414
drivel	socodka	disgust	0.414
vampire	vampire	disgust	0.414
litigious	dacwad	disgust	0.414
illegitimate	sharci darro ah	disgust	0.414
disgruntled	murugaysan	disgust	0.406
ignorant	Jaahil	disgust	0.406
outcast	ka baxsan	disgust	0.406
unkind	xumayn	disgust	0.406
repel	iska caabin	disgust	0.406
displeasure	raali galin	disgust	0.406
phony	qalfoofka	disgust	0.406
shoplifting	dukaanka	disgust	0.406
dislike	necbahay	disgust	0.406
unlawful	sharci daro	disgust	0.406
bogus	bogus	disgust	0.406
discontinuity	joojin la'aan	disgust	0.406
recidivism	dib u soo kabashada	disgust	0.406
ungrateful	Gaalnimo	disgust	0.406
wrongdoing	xumayn	disgust	0.406
falsify	been abuur	disgust	0.406
prosecution	dacwad-qaadid	disgust	0.406
failure	guuldareysiga	disgust	0.398
loon	loon	disgust	0.398
lick	lick	disgust	0.398
subvert	subvert	disgust	0.398
rigor	adag	disgust	0.398
unruly	midab darro	disgust	0.398
paucity	niyad jab	disgust	0.398
unnatural	aan-sax ahayn	disgust	0.398
averse	ladoonayo	disgust	0.398
senseless	macquul ah	disgust	0.398
worsening	ka sii daraysa	disgust	0.398
disdain	diidmo	disgust	0.398
woe	hoog	disgust	0.398
woefully	Xumaan	disgust	0.398
amphetamines	amphetamines	disgust	0.398
stingy	nacasnimo	disgust	0.398
crushing	burburinta	disgust	0.398
insult	cayayaan	disgust	0.393
damage	dhaawac	disgust	0.391
hardened	adag tahay	disgust	0.391
diatribe	diarribe	disgust	0.391
averseness	leexashada	disgust	0.391
critter	dhibcaha	disgust	0.391
muff	muff	disgust	0.391
antisocial	mujtamaca	disgust	0.391
punishment	ciqaab	disgust	0.391
bad	xun	disgust	0.391
punished	ciqaab	disgust	0.391
disrelish	diidmo la'aan	disgust	0.391
expel	ka saarid	disgust	0.391
farcical	faracical	disgust	0.391
scorpion	Scorpion	disgust	0.391
sacrifices	allabaryo	disgust	0.383
plagiarism	boogaha	disgust	0.383
hypocritical	labadaba	disgust	0.383
divorce	furiinka	disgust	0.383
presumptuous	kalsooni la'aan	disgust	0.383
discord	khilaafka	disgust	0.383
fugitive	baxsade	disgust	0.383
fulsome	fulis ah	disgust	0.383
shabby	shabbi	disgust	0.383
orc	orc	disgust	0.383
adder	adder	disgust	0.383
anaconda	anaconda	disgust	0.383
surly	si qarsoodi ah	disgust	0.383
irrational	aan macquul ahayn	disgust	0.383
disappoint	niyadjab	disgust	0.383
illiterate	aan wax qorin	disgust	0.383
lament	baroorta	disgust	0.383
eviction	ka saarista	disgust	0.383
teeming	qabashada	disgust	0.383
guilt	dambi	disgust	0.383
misconduct	dhaqanxumo	disgust	0.375
blame	eedayn	disgust	0.375
alienation	shisheeye	disgust	0.375
depressing	niyadjab	disgust	0.375
irritating	xanaaqa	disgust	0.375
plight	dhibaato	disgust	0.375
unworthy	maaha	disgust	0.375
dislocated	dibad-bax	disgust	0.375
scoff	Iskuday	disgust	0.375
irritation	xanaaq	disgust	0.375
defective	khalad	disgust	0.375
shock	shoog	disgust	0.375
hoax	caqli	disgust	0.367
coerce	xayiraad	disgust	0.367
revoke	joojiso	disgust	0.367
stripped	dharbaaxay	disgust	0.367
exclusion	ka-saaris	disgust	0.367
blatant	caajis	disgust	0.367
disillusionment	diidmo la'aan	disgust	0.367
squelch	isku day	disgust	0.367
unhealthy	caafimaad daro	disgust	0.367
toad	toad	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	boobka	disgust	0.367
vainly	si aan micno lahayn	disgust	0.367
powerless	awood la'aan	disgust	0.367
cad	cad	disgust	0.367
hurtful	dhaawac ah	disgust	0.367
shuddering	shuddering	disgust	0.367
wimp	wimp	disgust	0.367
oddity	qulqulo	disgust	0.359
rebellion	caasimadda	disgust	0.359
incompatible	aan la isku hallayn karin	disgust	0.359
ineptitude	is-qabad la'aan	disgust	0.359
dispose	tuur	disgust	0.359
disobedience	caasinimadda	disgust	0.359
damn	damn	disgust	0.359
bug	cilad	disgust	0.359
deserted	ka baxsan	disgust	0.359
litigate	litigate	disgust	0.352
ridiculous	qosol badan	disgust	0.352
compost	compost	disgust	0.352
obi	obi	disgust	0.352
untoward	adigoon waxba galin	disgust	0.352
censor	faafreeb	disgust	0.352
uncertain	lama hubo	disgust	0.352
lawyer	Garyaqaan	disgust	0.352
flinch	qulqulaya	disgust	0.352
flesh	jidhka	disgust	0.352
crushed	jajabiyey	disgust	0.352
displeased	raali galin	disgust	0.352
inept	inept	disgust	0.352
wrongful	qalad ah	disgust	0.352
cutting	jarida	disgust	0.352
fierce	rabshad	disgust	0.352
misbehavior	edeb daro	disgust	0.352
frustrate	jahwareer	disgust	0.352
dismissal	ka eryid	disgust	0.352
disapprove	diiddan tahay	disgust	0.344
depreciate	qiimo la'aan	disgust	0.344
tearful	jeexan	disgust	0.344
thoughtless	aan macquul ahayn	disgust	0.336
unsettled	aan la daboolin	disgust	0.336
lumpy	buruqda	disgust	0.336
discoloration	midabtakoorka	disgust	0.336
blunder	gardarrada	disgust	0.336
disinclination	diidmada	disgust	0.336
distrust	kalsooni la'aan	disgust	0.336
annoy	annoy	disgust	0.336
lawsuit	dacwad	disgust	0.336
discontent	dareen la'aan	disgust	0.336
grumble	gaajooday	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	dheef	disgust	0.336
heartsick	kalgacal	disgust	0.336
disliked	aan nacas lahayn	disgust	0.336
bickering	xagjirnimada	disgust	0.336
disallowed	la diiday	disgust	0.336
unmanageable	lagama qaadi karo	disgust	0.328
hydrophobia	hydrophobia	disgust	0.328
unsatisfactory	aan ku qanacsaneyn	disgust	0.328
whine	qandho	disgust	0.328
exasperation	kacsanaan	disgust	0.328
instability	degganaan la'aan	disgust	0.328
provoking	caro	disgust	0.328
disappointed	niyad jabay	disgust	0.328
inhibit	in la joojiyo	disgust	0.328
sly	aad u	disgust	0.328
grievance	cabasho	disgust	0.328
materialist	Waxyaabaha	disgust	0.328
excluded	laga saaray	disgust	0.328
cacophony	cacophony	disgust	0.328
misleading	marin habaabis ah	disgust	0.321
disclaim	iska dhaaf	disgust	0.320
rags	dharka	disgust	0.320
soot	santuuq	disgust	0.320
disservice	nacasnimo	disgust	0.320
unequal	sinaan la'aan	disgust	0.320
humbug	humbug	disgust	0.320
reproach	cayda	disgust	0.320
confined	xiran	disgust	0.320
disapproving	diidmo la'aan	disgust	0.320
annoyance	dhibaatada	disgust	0.320
mishap	mishap	disgust	0.320
groan	naxaas leh	disgust	0.320
soil	ciid	disgust	0.312
depreciated	qiimo jaban	disgust	0.312
disincline	diidmada	disgust	0.312
inappropriate	aan habboonayn	disgust	0.312
inconsiderate	is-qabad la'aan	disgust	0.312
burke	burke	disgust	0.312
overpriced	qaali ah	disgust	0.312
sneeze	hindhiso	disgust	0.312
stomach	caloosha	disgust	0.312
criticize	dhaleeceeyo	disgust	0.312
theism	diinta	disgust	0.312
disparity	kala duwanaan la'aan	disgust	0.305
gall	khamri	disgust	0.305
latent	qarsoon	disgust	0.305
grumpy	daacadnimo	disgust	0.305
bang	bang	disgust	0.305
inadmissible	aan la aqbalin	disgust	0.305
unfriendly	ma jecla	disgust	0.305
shack	xirmo	disgust	0.305
disliking	necbaan	disgust	0.305
unaccountable	aan la heli karin	disgust	0.305
coop	coop	disgust	0.304
scold	dillaac	disgust	0.297
growling	gaajo	disgust	0.297
lonely	kelidii	disgust	0.297
delay	daahitaan	disgust	0.297
congress	shirarka	disgust	0.297
disregarded	la ilaaway	disgust	0.297
disappointment	Niyad Jab	disgust	0.297
backwards	gadaal	disgust	0.297
soreness	xanuun	disgust	0.297
rogue	damiir lahayn	disgust	0.297
infamous	is-casilaad	disgust	0.289
lesbian	lesbian	disgust	0.289
notoriety	malayn	disgust	0.289
catechism	catechism	disgust	0.289
flop	furaha	disgust	0.289
nettle	nettle	disgust	0.289
janitor	janitor	disgust	0.289
saturated	dufan	disgust	0.281
gaby	gaby	disgust	0.281
prohibited	mamnuucay	disgust	0.281
remiss	bixiso	disgust	0.281
unfair	caddaalad darro	disgust	0.281
desist	joojin	disgust	0.281
wince	shaki	disgust	0.281
aftermath	kadib	disgust	0.281
huff	huff	disgust	0.273
discolored	midabtakooray	disgust	0.273
uneasy	murugo	disgust	0.273
wrangling	isku dhaca	disgust	0.273
tribunal	maxkamad	disgust	0.273
weird	walaac	disgust	0.266
bureaucrat	xafiiska	disgust	0.266
coldness	qabow	disgust	0.266
impolite	akhlaaq xumo	disgust	0.266
politic	siyaasad	disgust	0.266
unsatisfied	aan ku qanacsanayn	disgust	0.266
swig	swig	disgust	0.266
inefficiency	waxtar la'aan	disgust	0.266
frantic	badan	disgust	0.266
crawl	riix	disgust	0.266
instinctive	macaan	disgust	0.258
barrow	barrow	disgust	0.258
incase	Lacalla	disgust	0.258
octopus	octopus	disgust	0.258
chagrin	chagrin	disgust	0.258
copycat	copycat	disgust	0.258
rascal	rascal	disgust	0.258
sarcasm	sarcasm	disgust	0.258
gruff	qashinka	disgust	0.258
misconception	qalad la'aan	disgust	0.250
hulk	hulk	disgust	0.250
shanghai	Shanghai	disgust	0.250
baboon	koontada	disgust	0.250
disinclined	diidanayn	disgust	0.250
lose	lumo	disgust	0.250
john	john	disgust	0.250
cupping	koobbi	disgust	0.250
rook	rook	disgust	0.242
gratuitous	lacag la'aan	disgust	0.242
entangled	isdhaafsadeen	disgust	0.242
opponent	ka soo horjeeda	disgust	0.242
tariff	canshuur	disgust	0.242
scrub	buraashka	disgust	0.242
resign	iska casilaan	disgust	0.234
prolong	sii dheer	disgust	0.234
backwardness	gadaal	disgust	0.234
reluctance	diidmada	disgust	0.234
questionable	su'aal la weydiin karo	disgust	0.234
lagging	gaabis ah	disgust	0.234
unlucky	nasiib darro	disgust	0.234
misstatement	Dhibaato	disgust	0.234
reversal	dib u dhac	disgust	0.227
disqualified	looma ogola	disgust	0.227
subsidy	kabitaan	disgust	0.227
ineffectual	aan waxtar lahayn	disgust	0.227
fussy	qallafsan	disgust	0.227
unpopular	aan la furin	disgust	0.227
default	default	disgust	0.227
intense	xoog leh	disgust	0.219
dame	dame	disgust	0.219
evade	ka baxsan	disgust	0.219
petroleum	batroolka	disgust	0.219
weight	miisaanka	disgust	0.219
frowning	qarxid	disgust	0.219
actionable	waxqaban kara	disgust	0.211
tawny	tawny	disgust	0.211
donkey	dameer	disgust	0.211
unhappy	aan ku faraxsaneyn	disgust	0.211
indifference	aan kala sooc lahayn	disgust	0.203
rave	rave	disgust	0.203
birch	bjørk	disgust	0.203
hood	dabka	disgust	0.203
desert	lamadeg	disgust	0.203
owing	deynta	disgust	0.203
gnome	gnome	disgust	0.203
awkwardness	Xurmayn	disgust	0.203
inconvenient	Dhibaato la'aan	disgust	0.203
dandy	dandy	disgust	0.203
speck	lakab	disgust	0.203
fleece	dhuxusha	disgust	0.195
howl	qulqul	disgust	0.195
monochrome	midabka	disgust	0.195
airs	hawada	disgust	0.195
gelatin	gelatin	disgust	0.195
misguided	NO TRANSLATION	disgust	0.195
morals	anshax	disgust	0.195
dabbling	gabbasho	disgust	0.195
celebrity	caanka	disgust	0.188
avoid	iska ilaali	disgust	0.188
stalemate	adkeysi	disgust	0.188
lush	luuq	disgust	0.188
gent	gent	disgust	0.188
lesser	ka yar	disgust	0.188
sunk	duufaan	disgust	0.180
nose	sanka	disgust	0.180
claimant	dacwoodaha	disgust	0.180
laughable	qosol leh	disgust	0.180
possession	haysashada	disgust	0.180
larger	weyn	disgust	0.164
hoot	hoot	disgust	0.164
mouthful	afka	disgust	0.164
thrift	taxadar	disgust	0.164
pregnancy	uurka	disgust	0.164
undoubted	shaki la'aan	disgust	0.164
clamor	xishood	disgust	0.156
misplace	meel xun	disgust	0.156
sentence	xukunka	disgust	0.156
parrot	xadhig	disgust	0.156
obliging	waajib ah	disgust	0.156
nameless	magac la'aan	disgust	0.148
bummer	xayawaan	disgust	0.148
feeling	dareen	disgust	0.141
elf	elf	disgust	0.141
excellence	heer sare	disgust	0.141
turn	jeedi	disgust	0.133
gray	cawl	disgust	0.133
asymmetry	asymmetry	disgust	0.133
clumsy	isku-dhajinta	disgust	0.133
stall	istaaga	disgust	0.133
bran	bran	disgust	0.125
finally	Ugu dambeyntii	disgust	0.125
lord	Sayid	disgust	0.125
boy	wiil	disgust	0.117
cove	rabbi	disgust	0.117
nurture	kobcinta	disgust	0.117
savor	dhadhan	disgust	0.117
lemon	liin	disgust	0.109
winning	guuleysta	disgust	0.109
powerful	xoog leh	disgust	0.102
glitter	glitter	disgust	0.094
interior	gudaha	disgust	0.086
mind	maskaxda	disgust	0.086
treat	daawee	disgust	0.078
interested	xiiso leh	disgust	0.078
abundance	faro badan	disgust	0.078
honest	daacad ah	disgust	0.055
kite	keeda	disgust	0.055
humble	hoosaysiiya	disgust	0.047
tree	geed	disgust	0.039
torture	jirdil	fear	0.984
terrorist	argagixiso	fear	0.972
horrific	cabsi	fear	0.969
terrorism	argagixisanimo	fear	0.969
terrorists	argagixisada	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	dilaan	fear	0.962
homicidal	xayiraad	fear	0.959
annihilate	baabi'i	fear	0.953
terror	argagixiso	fear	0.953
murderer	dilka	fear	0.953
catastrophe	musiibo	fear	0.953
dying	dhimasho	fear	0.948
war	dagaal	fear	0.942
bombing	qarxinta	fear	0.938
bomb	bam	fear	0.935
missiles	maraakiibta	fear	0.934
