word	Welsh-cy	emotion	emotion-intensity-score
lunatic	llonydd	disgust	0.594
venom	venom	disgust	0.594
repelling	ailgylchu	disgust	0.594
thug	thug	disgust	0.594
misery	tristwch	disgust	0.594
toilet	toiled	disgust	0.594
slug	slug	disgust	0.594
catastrophe	trychineb	disgust	0.594
epidemic	epidemig	disgust	0.594
gut	cwt	disgust	0.594
intoxicated	gwenwynig	disgust	0.594
blister	blister	disgust	0.594
deceitful	twyllodrus	disgust	0.594
hostility	gelyniaeth	disgust	0.594
queasiness	gwedduster	disgust	0.594
lurid	lurid	disgust	0.594
sinner	pechadur	disgust	0.594
incubus	incubus	disgust	0.586
lavatory	llety	disgust	0.586
harass	aflonyddu	disgust	0.586
unclean	aflan	disgust	0.586
prostitute	poeth	disgust	0.586
pornography	pornograffi	disgust	0.586
dreadful	ofnadwy	disgust	0.586
deteriorated	wedi dirywio	disgust	0.586
appalling	yn ofnadwy	disgust	0.586
unfaithful	anghyfreithlon	disgust	0.578
rash	brech	disgust	0.578
humiliating	yn niweidiol	disgust	0.578
ruinous	difetha	disgust	0.578
squeamish	squeamish	disgust	0.578
offensive	yn dramgwyddus	disgust	0.578
conspirator	conspiradwr	disgust	0.578
larceny	llithrig	disgust	0.578
debauchery	dylanwad	disgust	0.578
mangle	NO TRANSLATION	disgust	0.578
flea	fleen	disgust	0.578
hypocrite	rhagrithwr	disgust	0.578
retard	adferiad	disgust	0.578
fiend	fiend	disgust	0.578
sick	yn sâl	disgust	0.578
quagmire	quagmire	disgust	0.578
expulsion	diddymiad	disgust	0.578
treacherous	trawiadol	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	ysbwriel	disgust	0.570
devastating	yn ddinistriol	disgust	0.570
bastard	bastard	disgust	0.570
messy	llawen	disgust	0.570
flog	flog	disgust	0.570
egregious	egregious	disgust	0.570
swamp	swamp	disgust	0.570
oppress	gorthrym	disgust	0.570
despise	gwaredu	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	sarff	disgust	0.570
snake	neidr	disgust	0.562
terrible	ofnadwy	disgust	0.562
awful	ofnadwy	disgust	0.562
harmful	niweidiol	disgust	0.562
insanity	gwyndeb	disgust	0.562
indecent	anweddus	disgust	0.562
sordid	sordid	disgust	0.562
loo	loo	disgust	0.562
scoundrel	scoundrel	disgust	0.562
enemy	gelyn	disgust	0.562
stealing	dwyn	disgust	0.562
alcoholism	alcoholiaeth	disgust	0.562
humiliation	gwarthu	disgust	0.562
ruthless	anghyfreithlon	disgust	0.562
sloppy	llonydd	disgust	0.562
tyrannical	tyrannical	disgust	0.562
harlot	harlot	disgust	0.562
sinning	pechu	disgust	0.562
robbery	lladrad	disgust	0.555
insufferable	anniogeladwy	disgust	0.555
arsenic	arsenig	disgust	0.555
bloody	gwaedlyd	disgust	0.555
odious	odious	disgust	0.555
ridicule	drueni	disgust	0.555
atrophy	atrofi	disgust	0.555
beastly	anhygoel	disgust	0.555
collusion	gwrthdrawiad	disgust	0.555
distaste	anghysbell	disgust	0.555
segregate	gwahanu	disgust	0.555
discriminating	gwahaniaethu	disgust	0.555
coward	ysgogwr	disgust	0.555
wickedness	drygioni	disgust	0.555
threatening	bygythiol	disgust	0.555
unattractive	yn ddeniadol	disgust	0.555
slayer	slayer	disgust	0.555
flabby	yn fflach	disgust	0.555
varicella	varicella	disgust	0.555
miserable	yn ddrwg	disgust	0.547
sty	sty	disgust	0.547
ogre	ogre	disgust	0.547
coercion	gorfodaeth	disgust	0.547
thief	lleidr	disgust	0.547
slur	slur	disgust	0.547
suffocating	sathru	disgust	0.547
anathema	anathema	disgust	0.547
purgatory	purgator	disgust	0.547
malevolent	malevolent	disgust	0.547
bitterly	yn chwerw	disgust	0.547
burglar	burgler	disgust	0.547
attacking	ymosod	disgust	0.547
vesicular	pothellog	disgust	0.547
condemnation	condemniad	disgust	0.547
pillage	cipio	disgust	0.547
deleterious	yn niweidiol	disgust	0.547
thrash	thrash	disgust	0.539
repellant	repellant	disgust	0.539
repudiation	ad-dalu	disgust	0.539
infidelity	anffyddlondeb	disgust	0.539
liar	liarw	disgust	0.539
fatty	brasterog	disgust	0.539
gob	gob	disgust	0.539
sneer	sneer	disgust	0.539
drunken	meddw	disgust	0.539
disgrace	gwarth	disgust	0.539
shame	cywilydd	disgust	0.539
jealous	yn eiddigeddus	disgust	0.539
imprisoned	carcharu	disgust	0.539
pig	mochyn	disgust	0.539
greedy	yn greedy	disgust	0.539
sloth	sloth	disgust	0.539
lethal	yn farwol	disgust	0.536
burnt	llosgi	disgust	0.531
aberration	aberration	disgust	0.531
condescension	cywasgu	disgust	0.531
hydrocephalus	hydrocephalus	disgust	0.531
hanging	hongian	disgust	0.531
destructive	dinistriol	disgust	0.531
smuggler	smygwr	disgust	0.531
intolerant	anghyfreithlon	disgust	0.531
travesty	travesty	disgust	0.531
intrusive	ymwthiol	disgust	0.531
ruined	difetha	disgust	0.531
withered	yn withered	disgust	0.531
disintegrate	gwahanu	disgust	0.531
brawl	brawl	disgust	0.531
blemish	blemish	disgust	0.531
neurotic	neurotig	disgust	0.531
blasphemous	blasus	disgust	0.531
lying	yn gorwedd	disgust	0.531
painful	poenus	disgust	0.531
avarice	avarice	disgust	0.523
disgraced	disgraced	disgust	0.523
mistress	meistres	disgust	0.523
disparaging	yn ddigalon	disgust	0.523
rubbish	sbwriel	disgust	0.523
derogation	rhanddirymiad	disgust	0.523
accusation	cyhuddiad	disgust	0.523
intolerance	anoddefiad	disgust	0.523
incarceration	carcharu	disgust	0.523
blighted	wedi difetha	disgust	0.523
sump	sump	disgust	0.516
deplorable	anhygoel	disgust	0.516
daemon	daemon	disgust	0.516
cringe	cringe	disgust	0.516
degrade	diraddio	disgust	0.516
gutter	gwter	disgust	0.516
rob	rob	disgust	0.516
grim	grim	disgust	0.516
defraud	twyllo	disgust	0.516
tortious	yn anffodus	disgust	0.516
eradication	dileu	disgust	0.516
stink	stink	disgust	0.516
convict	yn euog	disgust	0.516
dishonor	dishonor	disgust	0.516
vulture	vulture	disgust	0.516
remains	yn parhau	disgust	0.516
mite	gwenith	disgust	0.516
betray	bradychu	disgust	0.516
sham	siâp	disgust	0.509
endemic	endemig	disgust	0.508
bombed	bomio	disgust	0.508
distress	gofid	disgust	0.508
pest	pla	disgust	0.508
incurable	annymunol	disgust	0.508
worthless	yn ddiwerth	disgust	0.508
rejection	gwrthod	disgust	0.508
distasteful	yn rhyfeddol	disgust	0.508
schizophrenia	sgitsoffrenia	disgust	0.508
belittle	braidd	disgust	0.508
smelling	arogli	disgust	0.508
cheat	twyllo	disgust	0.508
blob	blob	disgust	0.508
prisoner	carcharor	disgust	0.508
idiocy	idiocy	disgust	0.508
delirium	deliriwm	disgust	0.508
disaster	trychineb	disgust	0.508
crude	crai	disgust	0.508
resentment	angerdd	disgust	0.508
dreadfully	yn ofnadwy	disgust	0.508
glut	glut	disgust	0.508
polemic	polemig	disgust	0.500
derision	derision	disgust	0.500
idolatry	idolatra	disgust	0.500
taboo	tabŵ	disgust	0.500
screaming	sgrechian	disgust	0.500
banish	gwahardd	disgust	0.500
dirt	baw	disgust	0.500
goblin	goblin	disgust	0.500
shackle	shackle	disgust	0.500
bribery	llwgrwobrwyo	disgust	0.500
flagrant	yn syfrdanol	disgust	0.500
jealousy	eiddigedd	disgust	0.500
impurity	aneddfedrwydd	disgust	0.500
theft	dwyn	disgust	0.500
bitterness	chwerwder	disgust	0.500
offense	trosedd	disgust	0.500
impeach	impeach	disgust	0.500
blight	diffodd	disgust	0.500
duress	duedd	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	criw	disgust	0.500
tirade	tirade	disgust	0.500
squirm	sgwrsio	disgust	0.492
robber	lladrad	disgust	0.492
ill	sâl	disgust	0.492
unconscionable	anymarferol	disgust	0.492
recession	dirwasgiad	disgust	0.492
gorge	ceunant	disgust	0.492
wreck	llongddrylliad	disgust	0.492
malign	malign	disgust	0.492
boil	berwi	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	idiot	disgust	0.492
disreputable	anghydnaws	disgust	0.492
wasteful	gwastraffus	disgust	0.484
affliction	aflonyddwch	disgust	0.484
stain	staen	disgust	0.484
contempt	dirmyg	disgust	0.484
nappy	cewyn	disgust	0.484
mutiny	treigl	disgust	0.484
occult	ocwlt	disgust	0.484
tramp	tramp	disgust	0.484
unbearable	annioddefol	disgust	0.484
offender	troseddwr	disgust	0.484
servile	servile	disgust	0.484
contraband	contraband	disgust	0.484
raging	yn rhyfeddu	disgust	0.484
snarl	snarl	disgust	0.484
mad	yn wallgof	disgust	0.484
subjugation	subjugation	disgust	0.484
possessed	meddiant	disgust	0.484
animosity	animeiddrwydd	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	difenwi	disgust	0.484
disrespectful	amharchus	disgust	0.484
mess	llanast	disgust	0.484
nepotism	nepotiaeth	disgust	0.484
inexcusable	anhygoel	disgust	0.484
pathetic	pathetig	disgust	0.477
unpleasant	annymunol	disgust	0.477
suppression	gwaharddiad	disgust	0.477
mockery	ffug	disgust	0.477
palsy	parlys	disgust	0.477
criminal	troseddol	disgust	0.477
illegality	anghyfreithlondeb	disgust	0.477
uncaring	di-gariad	disgust	0.477
antagonistic	antagonist	disgust	0.477
immorality	anfoesoldeb	disgust	0.477
dismal	yn ddrwg	disgust	0.477
angry	yn ddig	disgust	0.469
repellent	gwrthod	disgust	0.469
cough	peswch	disgust	0.469
arrogant	arrogant	disgust	0.469
grating	grating	disgust	0.469
aggravation	gwaethygu	disgust	0.469
livid	livid	disgust	0.469
banishment	gwaharddiad	disgust	0.469
shoddy	shoddy	disgust	0.469
banshee	banshee	disgust	0.469
poverty	tlodi	disgust	0.469
wallow	wal	disgust	0.469
outrage	ofid	disgust	0.469
mocking	magu	disgust	0.469
furious	yn flinedig	disgust	0.469
perspiration	perswadio	disgust	0.469
prick	prick	disgust	0.461
recklessness	di-hid	disgust	0.461
distorted	wedi'i ystumio	disgust	0.461
fraudulent	yn dwyllodrus	disgust	0.461
spider	pry cop	disgust	0.461
quack	cwac	disgust	0.461
perdition	colli	disgust	0.461
muddy	mwdlyd	disgust	0.461
spurious	ysbrydol	disgust	0.461
insulting	sarhaus	disgust	0.461
scar	sgarfr	disgust	0.461
deceive	twyllo	disgust	0.461
unjustifiable	anghyfiawnadwy	disgust	0.461
fool	ffwl	disgust	0.461
deplore	dadlwch	disgust	0.461
plunder	profedigaeth	disgust	0.461
aphid	afid	disgust	0.453
bane	bane	disgust	0.453
indignation	yn ddig	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	hunanol	disgust	0.453
disparage	disparage	disgust	0.453
cur	cur	disgust	0.453
dishonest	anonest	disgust	0.453
stigma	stigma	disgust	0.453
eschew	eschew	disgust	0.453
antipathy	antipathi	disgust	0.453
alienate	yn estron	disgust	0.453
disingenuous	anniben	disgust	0.453
elimination	dileu	disgust	0.453
unthinkable	annisgwyl	disgust	0.453
wasted	gwastraffu	disgust	0.445
recalcitrant	yn anghysbell	disgust	0.445
iniquity	anwiredd	disgust	0.445
mosquito	mosgito	disgust	0.445
caries	caries	disgust	0.445
bankruptcy	methdaliad	disgust	0.445
egotistical	egotistaidd	disgust	0.445
piles	pentyrrau	disgust	0.445
smell	arogl	disgust	0.445
vacuous	gwag	disgust	0.445
despair	anobaith	disgust	0.445
opium	opiwm	disgust	0.445
garish	yn ddrwg	disgust	0.445
lie	gorwedd	disgust	0.445
pious	pïol	disgust	0.445
aversion	aversion	disgust	0.438
sticky	gludiog	disgust	0.438
scream	sgrechian	disgust	0.438
alien	estron	disgust	0.438
shun	shun	disgust	0.438
abnormal	annormal	disgust	0.438
ashamed	cywilydd	disgust	0.438
inmate	carcharorion	disgust	0.438
abject	yn aneglur	disgust	0.438
hog	mochyn	disgust	0.438
hopelessness	anobaith	disgust	0.438
homeless	digartref	disgust	0.438
obnoxious	yn frawychus	disgust	0.438
curse	curse	disgust	0.430
creature	creadur	disgust	0.430
cursing	melltithio	disgust	0.430
illegal	anghyfreithlon	disgust	0.430
lusty	lusty	disgust	0.430
shameless	yn ddrwg	disgust	0.430
debris	malurion	disgust	0.430
defiance	ddiffygiol	disgust	0.430
pall	pall	disgust	0.430
falsity	ffug	disgust	0.430
reflux	reflux	disgust	0.430
incredulous	anhygoel	disgust	0.430
adverse	anffafriol	disgust	0.430
trickery	trickery	disgust	0.430
callous	callous	disgust	0.430
separatist	separatydd	disgust	0.430
undesirable	yn annymunol	disgust	0.430
denounce	denounce	disgust	0.430
witch	wrach	disgust	0.430
bum	bum	disgust	0.422
bovine	buchol	disgust	0.422
denunciation	denunciation	disgust	0.422
untidy	yn rhyfedd	disgust	0.422
impure	impure	disgust	0.422
mistrust	diffyg ymddiriedaeth	disgust	0.422
tarnish	tarnis	disgust	0.422
ferocious	ffyrnig	disgust	0.422
gush	gush	disgust	0.422
infantile	babanod	disgust	0.422
ammonia	amonia	disgust	0.422
offend	troseddu	disgust	0.422
idiotic	idiotig	disgust	0.422
hypertrophy	hypertrwyth	disgust	0.422
nicotine	nicotin	disgust	0.422
tasteless	blasus	disgust	0.422
pompous	pompous	disgust	0.422
socialist	sosialaidd	disgust	0.422
delinquent	yn anghyfiawn	disgust	0.422
swarm	swarm	disgust	0.422
contentious	dadleuol	disgust	0.422
carelessness	ddiofal	disgust	0.422
hairy	gwallt	disgust	0.422
wasting	gwastraffu	disgust	0.422
slush	slush	disgust	0.422
affront	afront	disgust	0.422
collapse	cwymp	disgust	0.422
badness	gwaelodrwydd	disgust	0.422
dishonesty	anonestrwydd	disgust	0.414
vegetative	llystyfiant	disgust	0.414
displacency	dadleoli	disgust	0.414
unfavorable	anffafriol	disgust	0.414
disobey	anghydfod	disgust	0.414
sour	sur	disgust	0.414
socialism	sosialaeth	disgust	0.414
murky	llofrudd	disgust	0.414
neglected	wedi'i esgeuluso	disgust	0.414
drivel	gyrru	disgust	0.414
vampire	vampire	disgust	0.414
litigious	gwallus	disgust	0.414
illegitimate	anghyfreithlon	disgust	0.414
disgruntled	anffodus	disgust	0.406
ignorant	anwybodus	disgust	0.406
outcast	allan allan	disgust	0.406
unkind	anhygoel	disgust	0.406
repel	repel	disgust	0.406
displeasure	anffodus	disgust	0.406
phony	phony	disgust	0.406
shoplifting	siopa	disgust	0.406
dislike	ddim yn hoffi	disgust	0.406
unlawful	anghyfreithlon	disgust	0.406
bogus	yn ffug	disgust	0.406
discontinuity	anghysondeb	disgust	0.406
recidivism	ailddechrau	disgust	0.406
ungrateful	yn ddymunol	disgust	0.406
wrongdoing	anghywir	disgust	0.406
falsify	ffugio	disgust	0.406
prosecution	erlyniad	disgust	0.406
failure	methiant	disgust	0.398
loon	llawenydd	disgust	0.398
lick	llawen	disgust	0.398
subvert	gwrthdroi	disgust	0.398
rigor	trylwyredd	disgust	0.398
unruly	anghyfrifol	disgust	0.398
paucity	prin iawn	disgust	0.398
unnatural	annaturiol	disgust	0.398
averse	gwrthdro	disgust	0.398
senseless	heb synnwyr	disgust	0.398
worsening	yn gwaethygu	disgust	0.398
disdain	diswyddo	disgust	0.398
woe	gwae	disgust	0.398
woefully	yn ofnadwy	disgust	0.398
amphetamines	amffetaminau	disgust	0.398
stingy	stingy	disgust	0.398
crushing	trwsio	disgust	0.398
insult	sarhad	disgust	0.393
damage	difrod	disgust	0.391
hardened	caled	disgust	0.391
diatribe	diatribe	disgust	0.391
averseness	NO TRANSLATION	disgust	0.391
critter	critter	disgust	0.391
muff	muff	disgust	0.391
antisocial	gwrthgymdeithasol	disgust	0.391
punishment	cosb	disgust	0.391
bad	drwg	disgust	0.391
punished	cosbi	disgust	0.391
disrelish	disgwylio	disgust	0.391
expel	diddymu	disgust	0.391
farcical	crafiog	disgust	0.391
scorpion	sgorpion	disgust	0.391
sacrifices	aberth	disgust	0.383
plagiarism	llên-ladrad	disgust	0.383
hypocritical	rhagrithiol	disgust	0.383
divorce	ysgariad	disgust	0.383
presumptuous	yn ddrwg	disgust	0.383
discord	anghytuno	disgust	0.383
fugitive	ffug	disgust	0.383
fulsome	llawn	disgust	0.383
shabby	yn ysgafn	disgust	0.383
orc	orc	disgust	0.383
adder	gwyn	disgust	0.383
anaconda	anaconda	disgust	0.383
surly	yn sydyn	disgust	0.383
irrational	anghyson	disgust	0.383
disappoint	siom	disgust	0.383
illiterate	anllythrennig	disgust	0.383
lament	lament	disgust	0.383
eviction	troi allan	disgust	0.383
teeming	yn cwympo	disgust	0.383
guilt	euogrwydd	disgust	0.383
misconduct	camymddwyn	disgust	0.375
blame	bai	disgust	0.375
alienation	dieithrio	disgust	0.375
depressing	iselder	disgust	0.375
irritating	yn llidus	disgust	0.375
plight	poen	disgust	0.375
unworthy	yn ddiangen	disgust	0.375
dislocated	wedi'i ddiddymu	disgust	0.375
scoff	syfrdanol	disgust	0.375
irritation	llid	disgust	0.375
defective	diffygiol	disgust	0.375
shock	sioc	disgust	0.375
hoax	ffug	disgust	0.367
coerce	coerce	disgust	0.367
revoke	diddymu	disgust	0.367
stripped	wedi'i dynnu allan	disgust	0.367
exclusion	gwaharddiad	disgust	0.367
blatant	yn rhyfedd	disgust	0.367
disillusionment	dadrithiad	disgust	0.367
squelch	sgwrsio	disgust	0.367
unhealthy	afiach	disgust	0.367
toad	gig	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	perygl	disgust	0.367
vainly	yn ofer	disgust	0.367
powerless	yn ddi-rym	disgust	0.367
cad	cad	disgust	0.367
hurtful	yn brifo	disgust	0.367
shuddering	ysgwyd	disgust	0.367
wimp	wimp	disgust	0.367
oddity	oddity	disgust	0.359
rebellion	gwrthryfel	disgust	0.359
incompatible	anghydnaws	disgust	0.359
ineptitude	anfodlonrwydd	disgust	0.359
dispose	gwaredu	disgust	0.359
disobedience	anobeithioldeb	disgust	0.359
damn	damn	disgust	0.359
bug	bug	disgust	0.359
deserted	wedi diflannu	disgust	0.359
litigate	troseddu	disgust	0.352
ridiculous	yn chwerthinllyd	disgust	0.352
compost	compost	disgust	0.352
obi	obi	disgust	0.352
untoward	untoward	disgust	0.352
censor	censor	disgust	0.352
uncertain	ansicr	disgust	0.352
lawyer	cyfreithiwr	disgust	0.352
flinch	ffos	disgust	0.352
flesh	cnawd	disgust	0.352
crushed	wedi'i falu	disgust	0.352
displeased	anffodus	disgust	0.352
inept	aneffeithiol	disgust	0.352
wrongful	yn anghywir	disgust	0.352
cutting	torri	disgust	0.352
fierce	ffyrnig	disgust	0.352
misbehavior	camymddwyn	disgust	0.352
frustrate	rhwystredigaeth	disgust	0.352
dismissal	diswyddo	disgust	0.352
disapprove	anghytuno	disgust	0.344
depreciate	dibrisio	disgust	0.344
tearful	yn dychrynllyd	disgust	0.344
thoughtless	heb feddwl	disgust	0.336
unsettled	anghysbell	disgust	0.336
lumpy	lumpy	disgust	0.336
discoloration	argyhoeddiad	disgust	0.336
blunder	chwalu	disgust	0.336
disinclination	dadleoliad	disgust	0.336
distrust	diffyg ymddiriedaeth	disgust	0.336
annoy	annoy	disgust	0.336
lawsuit	lawsuit	disgust	0.336
discontent	anfodlonrwydd	disgust	0.336
grumble	grumble	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	daft	disgust	0.336
heartsick	calon	disgust	0.336
disliked	yn anfodlon	disgust	0.336
bickering	bickering	disgust	0.336
disallowed	heb ei ganiatáu	disgust	0.336
unmanageable	na ellir eu rheoli	disgust	0.328
hydrophobia	hydroffobia	disgust	0.328
unsatisfactory	anfoddhaol	disgust	0.328
whine	cwch	disgust	0.328
exasperation	annisgwyl	disgust	0.328
instability	ansefydlogrwydd	disgust	0.328
provoking	ysgogi	disgust	0.328
disappointed	siomedig	disgust	0.328
inhibit	atal	disgust	0.328
sly	glod	disgust	0.328
grievance	cwyn	disgust	0.328
materialist	deunyddydd	disgust	0.328
excluded	wedi'i eithrio	disgust	0.328
cacophony	cacophony	disgust	0.328
misleading	yn gamarweiniol	disgust	0.321
disclaim	ymwadwch	disgust	0.320
rags	carcharorion	disgust	0.320
soot	huddygl	disgust	0.320
disservice	anfodlonrwydd	disgust	0.320
unequal	anghyfartal	disgust	0.320
humbug	humbug	disgust	0.320
reproach	disgresiwn	disgust	0.320
confined	cyfyngedig	disgust	0.320
disapproving	anghytuno	disgust	0.320
annoyance	aflonyddwch	disgust	0.320
mishap	camarwain	disgust	0.320
groan	groan	disgust	0.320
soil	pridd	disgust	0.312
depreciated	dibrisio	disgust	0.312
disincline	disincline	disgust	0.312
inappropriate	amhriodol	disgust	0.312
inconsiderate	anghyson	disgust	0.312
burke	burke	disgust	0.312
overpriced	yn ormodol	disgust	0.312
sneeze	Tisian	disgust	0.312
stomach	stumog	disgust	0.312
criticize	beirniadu	disgust	0.312
theism	theism	disgust	0.312
disparity	gwahaniaethau	disgust	0.305
gall	gall	disgust	0.305
latent	cuddio	disgust	0.305
grumpy	grwmp	disgust	0.305
bang	bang	disgust	0.305
inadmissible	yn annerbyniol	disgust	0.305
unfriendly	anghyfeillgar	disgust	0.305
