word	Javanese-jw	emotion	emotion-intensity-score
puke	puke	disgust	0.789
parasite	parasit	disgust	0.789
horrific	horrific	disgust	0.789
gruesome	gruesome	disgust	0.789
dung	NO TRANSLATION	disgust	0.789
mutilated	mutilated	disgust	0.789
murderous	murderous	disgust	0.789
decayed	cacat	disgust	0.789
herpes	herpes	disgust	0.789
slime	slime	disgust	0.781
flatulence	flatulence	disgust	0.781
monstrosity	monstrosity	disgust	0.781
carnage	nyerang	disgust	0.781
pestilence	pestilence	disgust	0.781
malaria	malaria	disgust	0.781
crap	crap	disgust	0.781
toxic	beracun	disgust	0.773
loathsome	loathsome	disgust	0.773
insidious	insidious	disgust	0.773
leprosy	lepra	disgust	0.773
morgue	morgue	disgust	0.773
pus	pus	disgust	0.773
herpesvirus	herpesvirus	disgust	0.773
whore	lonthe	disgust	0.766
cruel	kejem	disgust	0.766
repugnance	repugnance	disgust	0.766
revulsion	ngganggu	disgust	0.766
xenophobia	xenophobia	disgust	0.766
regurgitation	regurgitasi	disgust	0.766
anthrax	anthrax	disgust	0.766
lynch	lynch	disgust	0.766
dissection	dissection	disgust	0.759
canker	canker	disgust	0.758
cruelty	kekejeman	disgust	0.758
perversion	perversion	disgust	0.758
evil	jahat	disgust	0.758
slum	slum	disgust	0.758
infectious	infèksi	disgust	0.758
mucous	mucous	disgust	0.758
phlegm	phlegm	disgust	0.758
leeches	leeches	disgust	0.750
decomposition	dekomposisi	disgust	0.750
sinister	sinister	disgust	0.750
corrupting	ngrusak	disgust	0.750
demon	setan	disgust	0.742
stinking	stinking	disgust	0.742
septic	septic	disgust	0.742
deranged	deranged	disgust	0.742
bile	bile	disgust	0.742
soiled	soiled	disgust	0.742
mucus	mucus	disgust	0.742
abhorrence	nesu	disgust	0.742
abomination	nistha	disgust	0.742
sickening	sickening	disgust	0.742
demonic	demonic	disgust	0.742
foul	gawe salah	disgust	0.734
obese	obese	disgust	0.734
sicken	sicken	disgust	0.734
degeneracy	degeneracy	disgust	0.734
crucifixion	penyaliban	disgust	0.734
despicable	despicable	disgust	0.734
cancer	kanker	disgust	0.734
atrocity	atrocity	disgust	0.734
terrorism	terorisme	disgust	0.734
dirty	reged	disgust	0.727
dysentery	dysentery	disgust	0.727
adultery	jinahe	disgust	0.727
contamination	kontaminasi	disgust	0.727
bacterium	bakteri	disgust	0.727
diabolical	diabolical	disgust	0.727
morbidity	morbidity	disgust	0.727
grisly	grisly	disgust	0.727
repulsion	repulsion	disgust	0.727
enema	enema	disgust	0.727
contagion	contagion	disgust	0.719
disfigured	disfigured	disgust	0.719
muck	muck	disgust	0.719
lewd	lewd	disgust	0.719
garbage	sampah	disgust	0.719
autopsy	otopsi	disgust	0.719
bowels	bowels	disgust	0.719
gross	reged	disgust	0.719
vulgar	vulgar	disgust	0.719
barbaric	barbaric	disgust	0.719
disgust	nesu	disgust	0.719
vicious	jahat	disgust	0.719
entrails	entrails	disgust	0.719
deterioration	rusak	disgust	0.719
pungent	pungent	disgust	0.719
bloodshed	nyebabake getih	disgust	0.714
violent	kasar	disgust	0.711
tyrant	tyrant	disgust	0.711
poisoned	diracun	disgust	0.711
pollute	ngrusak	disgust	0.711
wretched	wretched	disgust	0.711
nausea	mual	disgust	0.711
mortification	nyenyet	disgust	0.711
gag	lelucon	disgust	0.711
vulgarity	vulgaritas	disgust	0.703
disgusting	njijiki	disgust	0.703
grope	grope	disgust	0.703
slut	slut	disgust	0.703
poisoning	keracunan	disgust	0.703
depraved	depraved	disgust	0.703
noxious	cacat	disgust	0.703
porn	porno	disgust	0.703
nasty	nesu	disgust	0.703
slimy	slimy	disgust	0.703
despotism	despotism	disgust	0.703
nauseate	nauseate	disgust	0.703
secretion	sekresi	disgust	0.703
constipation	constipation	disgust	0.703
hateful	sengit	disgust	0.703
grime	grime	disgust	0.703
measles	campak	disgust	0.696
contagious	contagious	disgust	0.695
hellish	hellish	disgust	0.695
waste	sampah	disgust	0.695
suicidal	suicidal	disgust	0.695
abuse	penyalahgunaan	disgust	0.695
hate	sengit	disgust	0.695
wretch	wretch	disgust	0.695
intestinal	usus	disgust	0.695
wart	wart	disgust	0.695
obesity	obesitas	disgust	0.695
scum	scum	disgust	0.695
contaminated	kontaminasi	disgust	0.688
disease	penyakit	disgust	0.688
rabid	rabid	disgust	0.688
ooze	Mbah	disgust	0.688
treason	pengorbanan	disgust	0.688
heartworm	heartworm	disgust	0.688
smut	smut	disgust	0.688
cholera	cholera	disgust	0.680
deformed	cacat	disgust	0.680
detest	ngguyu	disgust	0.680
bestial	bestial	disgust	0.680
sickness	penyakit	disgust	0.680
antichrist	antikristus	disgust	0.680
abhorrent	abhorrent	disgust	0.680
soulless	soulless	disgust	0.680
freakish	freakish	disgust	0.680
grimy	grimy	disgust	0.680
hatred	gething	disgust	0.680
pollution	polusi	disgust	0.680
germ	kuman	disgust	0.680
abominate	abominate	disgust	0.680
hell	neraka	disgust	0.680
dilapidated	dilapidated	disgust	0.672
dictatorship	dictatorship	disgust	0.672
inhuman	kejem	disgust	0.672
greasy	greasy	disgust	0.672
hideous	hideous	disgust	0.672
loathful	loathful	disgust	0.672
obscene	saru	disgust	0.672
loathing	ngguyu	disgust	0.672
cess	cess	disgust	0.670
devil	setan	disgust	0.664
heretic	heretic	disgust	0.664
nauseous	nauseous	disgust	0.664
abominable	abominable	disgust	0.664
deformity	cacat	disgust	0.664
deadly	mateni	disgust	0.664
swine	babi	disgust	0.664
discrimination	diskriminasi	disgust	0.664
masochism	masochism	disgust	0.664
poisonous	beracun	disgust	0.656
prejudiced	prejudis	disgust	0.656
bacteria	bakteri	disgust	0.656
death	mati	disgust	0.656
poison	racun	disgust	0.656
trash	sampah	disgust	0.656
abortion	aborsi	disgust	0.656
corruption	korupsi	disgust	0.656
victimized	korban	disgust	0.656
oppression	oppression	disgust	0.656
goo	goo	disgust	0.656
latrines	jamban	disgust	0.656
horror	horor	disgust	0.656
horrible	nggegirisi	disgust	0.656
nefarious	nefarious	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	kasiksa	disgust	0.648
outhouse	outhouse	disgust	0.648
horrid	horrid	disgust	0.648
detestation	nesu	disgust	0.648
sludge	sludge	disgust	0.648
ugly	elek	disgust	0.648
trashy	trashy	disgust	0.648
bitch	asu	disgust	0.648
immoral	immoral	disgust	0.648
malfeasance	malfeasance	disgust	0.641
spew	spew	disgust	0.641
pimple	pimple	disgust	0.641
indecency	indecency	disgust	0.641
unsightly	unsightly	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	villainous	disgust	0.641
cystic	cystic	disgust	0.641
horrifying	horrifying	disgust	0.641
derogatory	derogatory	disgust	0.641
laxative	laxative	disgust	0.641
criminality	kriminalitas	disgust	0.641
oppressive	oppressive	disgust	0.633
sinful	dosa	disgust	0.633
bigoted	bigoted	disgust	0.633
doomsday	kiamat	disgust	0.633
prostitution	prostitusi	disgust	0.633
ulcer	ulcer	disgust	0.633
secrete	secrete	disgust	0.633
perpetrator	pelaku	disgust	0.633
rat	tikus	disgust	0.633
queasy	kepenak	disgust	0.633
mildew	mildew	disgust	0.633
dastardly	dastardly	disgust	0.625
disgraceful	disgraceful	disgust	0.625
ghastly	ghastly	disgust	0.625
persecution	buron	disgust	0.625
devilish	setan	disgust	0.625
degrading	ngilangi	disgust	0.625
obscenity	obscenity	disgust	0.625
fungus	jamur	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	gluttony	disgust	0.625
stools	dhingklik	disgust	0.625
suffering	gerah	disgust	0.625
contemptible	nesu	disgust	0.625
cuckold	cuckold	disgust	0.625
bloated	kembung	disgust	0.625
aghast	aghast	disgust	0.625
betrayal	betrayal	disgust	0.617
guillotine	guillotine	disgust	0.617
infect	nginfeksi	disgust	0.617
spoil	spoil	disgust	0.617
tetanus	tetanus	disgust	0.617
fat	lemak	disgust	0.617
louse	louse	disgust	0.617
malicious	angkoro	disgust	0.617
polygamy	poligami	disgust	0.617
crusty	crusty	disgust	0.617
atrocious	atrocious	disgust	0.617
deceit	ngapusi	disgust	0.617
termite	termite	disgust	0.617
loathe	sengit	disgust	0.617
wench	wench	disgust	0.617
dying	mati	disgust	0.617
sickly	sakit	disgust	0.617
diaper	diaper	disgust	0.617
strangle	nyuwek	disgust	0.617
drool	drool	disgust	0.609
slander	slander	disgust	0.609
abhor	nesu	disgust	0.609
venomous	venomous	disgust	0.609
brothel	brothel	disgust	0.609
ghetto	ghetto	disgust	0.609
violently	kasar	disgust	0.609
hostile	mungsuh	disgust	0.609
sabotage	sabotase	disgust	0.609
deform	cacat	disgust	0.609
bleeding	pendarahan	disgust	0.609
unwashed	unwashed	disgust	0.602
lunacy	lunacy	disgust	0.602
imprisonment	penjara	disgust	0.602
infidel	infidel	disgust	0.602
deprivation	nyuda	disgust	0.602
traitor	pengkhianat	disgust	0.602
ugliness	kebecikan	disgust	0.602
musty	panci	disgust	0.602
illicit	ilegal	disgust	0.602
swampy	swampy	disgust	0.602
poaching	pemburu	disgust	0.602
hag	hag	disgust	0.602
butcher	tukang daging	disgust	0.594
lunatic	lunatic	disgust	0.594
venom	venom	disgust	0.594
repelling	repelling	disgust	0.594
thug	thug	disgust	0.594
misery	kasangsaran	disgust	0.594
toilet	toilet	disgust	0.594
slug	slug	disgust	0.594
catastrophe	musibah	disgust	0.594
epidemic	epidemi	disgust	0.594
gut	usus	disgust	0.594
intoxicated	mabuk	disgust	0.594
blister	blister	disgust	0.594
deceitful	ngapusi	disgust	0.594
hostility	permusuhan	disgust	0.594
queasiness	ngguyu	disgust	0.594
lurid	lurid	disgust	0.594
sinner	dosa	disgust	0.594
incubus	incubus	disgust	0.586
lavatory	lavatory	disgust	0.586
harass	ngganggu	disgust	0.586
unclean	najis	disgust	0.586
prostitute	pelacur	disgust	0.586
pornography	pornografi	disgust	0.586
dreadful	dreadful	disgust	0.586
deteriorated	deteriorated	disgust	0.586
appalling	ngguyu	disgust	0.586
unfaithful	ora setya	disgust	0.578
rash	kurang ajar	disgust	0.578
humiliating	humiliating	disgust	0.578
ruinous	ruinous	disgust	0.578
squeamish	squeamish	disgust	0.578
offensive	nyerang	disgust	0.578
conspirator	komplotan	disgust	0.578
larceny	larceny	disgust	0.578
debauchery	debauchery	disgust	0.578
mangle	mangle	disgust	0.578
flea	kutu	disgust	0.578
hypocrite	munafik	disgust	0.578
retard	retard	disgust	0.578
fiend	fiend	disgust	0.578
sick	lara	disgust	0.578
quagmire	quagmire	disgust	0.578
expulsion	expulsion	disgust	0.578
treacherous	cidra	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	ngidoni	disgust	0.570
devastating	nyerang	disgust	0.570
bastard	bastard	disgust	0.570
messy	kotor	disgust	0.570
flog	flog	disgust	0.570
egregious	egregious	disgust	0.570
swamp	swamp	disgust	0.570
oppress	nindakake oppress	disgust	0.570
despise	nyepelekake	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	ula	disgust	0.570
snake	snake	disgust	0.562
terrible	elek	disgust	0.562
awful	awake dhewe	disgust	0.562
harmful	mbebayani	disgust	0.562
insanity	nggegirisi	disgust	0.562
indecent	ora sopan	disgust	0.562
sordid	sordid	disgust	0.562
loo	loo	disgust	0.562
scoundrel	sengit	disgust	0.562
enemy	mungsuh	disgust	0.562
stealing	nyolong	disgust	0.562
alcoholism	alkoholisme	disgust	0.562
humiliation	ngina	disgust	0.562
ruthless	kejem	disgust	0.562
sloppy	ora apik	disgust	0.562
tyrannical	tyrannical	disgust	0.562
harlot	harlot	disgust	0.562
sinning	nglakoni dosa	disgust	0.562
robbery	rampokan	disgust	0.555
insufferable	insufferable	disgust	0.555
arsenic	arsenik	disgust	0.555
bloody	getih	disgust	0.555
odious	odious	disgust	0.555
ridicule	ridicule	disgust	0.555
atrophy	atrophy	disgust	0.555
beastly	beastly	disgust	0.555
collusion	kolusi	disgust	0.555
distaste	distaste	disgust	0.555
segregate	segregate	disgust	0.555
discriminating	discriminating	disgust	0.555
coward	pengecut	disgust	0.555
wickedness	duraka	disgust	0.555
threatening	anceman	disgust	0.555
unattractive	unattractive	disgust	0.555
slayer	slayer	disgust	0.555
flabby	apik banget	disgust	0.555
varicella	varicella	disgust	0.555
miserable	dakkirim	disgust	0.547
sty	sty	disgust	0.547
ogre	lane	disgust	0.547
coercion	kepeksa	disgust	0.547
thief	maling	disgust	0.547
slur	slur	disgust	0.547
suffocating	suffocating	disgust	0.547
anathema	anathema	disgust	0.547
purgatory	purgatory	disgust	0.547
malevolent	malevolent	disgust	0.547
bitterly	kepenak	disgust	0.547
burglar	burglar	disgust	0.547
attacking	nyerang	disgust	0.547
vesicular	vesicular	disgust	0.547
condemnation	paukuman	disgust	0.547
pillage	pillage	disgust	0.547
deleterious	deleterious	disgust	0.547
thrash	thrash	disgust	0.539
repellant	repellant	disgust	0.539
repudiation	nolak	disgust	0.539
infidelity	infidelity	disgust	0.539
liar	ngapusi	disgust	0.539
fatty	lemak	disgust	0.539
gob	gob	disgust	0.539
sneer	sneer	disgust	0.539
drunken	mabuk	disgust	0.539
disgrace	disgrace	disgust	0.539
shame	malu	disgust	0.539
jealous	cemburu	disgust	0.539
imprisoned	ditahan	disgust	0.539
pig	babi	disgust	0.539
greedy	rakus	disgust	0.539
sloth	sloth	disgust	0.539
lethal	nyebabake	disgust	0.536
burnt	obaran	disgust	0.531
aberration	aberration	disgust	0.531
condescension	condescension	disgust	0.531
hydrocephalus	hidrosefalus	disgust	0.531
hanging	nggantung	disgust	0.531
destructive	ngrusak	disgust	0.531
smuggler	smuggler	disgust	0.531
intolerant	intolerant	disgust	0.531
travesty	travesty	disgust	0.531
intrusive	intrusive	disgust	0.531
ruined	rusak	disgust	0.531
withered	kringet	disgust	0.531
disintegrate	disintegrate	disgust	0.531
brawl	brawl	disgust	0.531
blemish	cacad	disgust	0.531
neurotic	neurotic	disgust	0.531
blasphemous	blasphemous	disgust	0.531
lying	lying	disgust	0.531
painful	nyenyet	disgust	0.531
avarice	avarice	disgust	0.523
disgraced	ngremehake	disgust	0.523
mistress	wanita simpanan	disgust	0.523
disparaging	disparaging	disgust	0.523
rubbish	sampah	disgust	0.523
derogation	derogation	disgust	0.523
accusation	accusation	disgust	0.523
intolerance	intoleransi	disgust	0.523
incarceration	dipenjara	disgust	0.523
blighted	blighted	disgust	0.523
sump	sump	disgust	0.516
deplorable	deplorable	disgust	0.516
daemon	daemon	disgust	0.516
cringe	cringe	disgust	0.516
degrade	degrade	disgust	0.516
gutter	gutter	disgust	0.516
rob	rob	disgust	0.516
grim	surem	disgust	0.516
defraud	defraud	disgust	0.516
tortious	tortious	disgust	0.516
eradication	eradikasi	disgust	0.516
stink	bau	disgust	0.516
convict	convict	disgust	0.516
dishonor	ngapusi	disgust	0.516
vulture	manuk gagak	disgust	0.516
remains	tetep	disgust	0.516
mite	mite	disgust	0.516
betray	ngelanggar	disgust	0.516
sham	sham	disgust	0.509
endemic	endemik	disgust	0.508
bombed	dibom	disgust	0.508
distress	kesusu	disgust	0.508
pest	pest	disgust	0.508
incurable	incurable	disgust	0.508
worthless	ora ana gunane	disgust	0.508
rejection	penolakan	disgust	0.508
distasteful	distasteful	disgust	0.508
schizophrenia	skizofrenia	disgust	0.508
belittle	belittle	disgust	0.508
smelling	smelling	disgust	0.508
cheat	ngapusi	disgust	0.508
blob	blob	disgust	0.508
prisoner	tahanan	disgust	0.508
idiocy	idiocy	disgust	0.508
delirium	kelingan	disgust	0.508
disaster	bilai	disgust	0.508
crude	crude	disgust	0.508
resentment	resentment	disgust	0.508
dreadfully	dreadfully	disgust	0.508
glut	glut	disgust	0.508
polemic	polemik	disgust	0.500
derision	derision	disgust	0.500
idolatry	idolatri	disgust	0.500
taboo	tabu	disgust	0.500
screaming	njerit	disgust	0.500
banish	ngilangi	disgust	0.500
dirt	rereget	disgust	0.500
goblin	goblin	disgust	0.500
shackle	shackle	disgust	0.500
bribery	sogokan	disgust	0.500
flagrant	tegese	disgust	0.500
jealousy	cemburu	disgust	0.500
impurity	impurity	disgust	0.500
theft	nyolong	disgust	0.500
bitterness	keprungu	disgust	0.500
offense	pelanggaran	disgust	0.500
impeach	impeach	disgust	0.500
blight	blight	disgust	0.500
duress	duress	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	rakus	disgust	0.500
tirade	nyenyet	disgust	0.500
squirm	squirm	disgust	0.492
robber	perampokan	disgust	0.492
ill	gerah	disgust	0.492
unconscionable	unconscionable	disgust	0.492
recession	resesi	disgust	0.492
gorge	gorge	disgust	0.492
wreck	wreck	disgust	0.492
malign	malign	disgust	0.492
boil	godhok	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	bodho	disgust	0.492
disreputable	disreputable	disgust	0.492
wasteful	boros	disgust	0.484
affliction	kasangsaran	disgust	0.484
stain	noda	disgust	0.484
contempt	penghinaan	disgust	0.484
nappy	nappy	disgust	0.484
mutiny	mutiny	disgust	0.484
occult	gaib	disgust	0.484
tramp	tramp	disgust	0.484
unbearable	ora kuwatir	disgust	0.484
offender	pelanggaran	disgust	0.484
servile	servile	disgust	0.484
contraband	contraband	disgust	0.484
raging	raging	disgust	0.484
snarl	snarl	disgust	0.484
mad	mad	disgust	0.484
subjugation	subjugation	disgust	0.484
possessed	duweni	disgust	0.484
animosity	kepenak	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	fitnah	disgust	0.484
disrespectful	disrespectful	disgust	0.484
mess	kekacoan	disgust	0.484
nepotism	nepotisme	disgust	0.484
inexcusable	inexcusable	disgust	0.484
pathetic	nyenengake	disgust	0.477
unpleasant	ora nyenengake	disgust	0.477
suppression	panahan	disgust	0.477
mockery	ngguyu	disgust	0.477
palsy	palsy	disgust	0.477
criminal	pidana	disgust	0.477
illegality	ilegalitas	disgust	0.477
uncaring	uncaring	disgust	0.477
antagonistic	antagonistic	disgust	0.477
immorality	laku jina	disgust	0.477
dismal	dismal	disgust	0.477
angry	duka	disgust	0.469
