word	Serbian-sr	emotion	emotion-intensity-score
scrub	пилинг	disgust	0.242
resign	оставити оставку	disgust	0.234
prolong	продужити	disgust	0.234
backwardness	заосталост	disgust	0.234
reluctance	невољност	disgust	0.234
questionable	упитно	disgust	0.234
lagging	заостајање	disgust	0.234
unlucky	несрећан	disgust	0.234
misstatement	погрешно приказивање	disgust	0.234
reversal	преокрет	disgust	0.227
disqualified	дисквалификован	disgust	0.227
subsidy	субвенције	disgust	0.227
ineffectual	неефективно	disgust	0.227
fussy	ситничарски	disgust	0.227
unpopular	непопуларно	disgust	0.227
default	Уобичајено	disgust	0.227
intense	интензивно	disgust	0.219
dame	даме	disgust	0.219
evade	избјећи	disgust	0.219
petroleum	петролеум	disgust	0.219
weight	тежина	disgust	0.219
frowning	мршти	disgust	0.219
actionable	изводљиво	disgust	0.211
tawny	тавни	disgust	0.211
donkey	магарац	disgust	0.211
unhappy	несретан	disgust	0.211
indifference	равнодушност	disgust	0.203
rave	раве	disgust	0.203
birch	бирцх	disgust	0.203
hood	хауба	disgust	0.203
desert	пустиња	disgust	0.203
owing	захваљујући	disgust	0.203
gnome	гноме	disgust	0.203
awkwardness	неугодност	disgust	0.203
inconvenient	неугодно	disgust	0.203
dandy	данди	disgust	0.203
speck	Мрљица	disgust	0.203
fleece	руно	disgust	0.195
howl	Вук	disgust	0.195
monochrome	монохроматски	disgust	0.195
airs	ваздух	disgust	0.195
gelatin	желатин	disgust	0.195
misguided	NO TRANSLATION	disgust	0.195
morals	морале	disgust	0.195
dabbling	дабблинг	disgust	0.195
celebrity	позната личност	disgust	0.188
avoid	избегавајте	disgust	0.188
stalemate	застој	disgust	0.188
lush	бујна	disgust	0.188
gent	гент	disgust	0.188
lesser	мање	disgust	0.188
sunk	потопљен	disgust	0.180
nose	нос	disgust	0.180
claimant	тужилац	disgust	0.180
laughable	смешно	disgust	0.180
possession	поседовање	disgust	0.180
larger	веће	disgust	0.164
hoot	хоот	disgust	0.164
mouthful	уста	disgust	0.164
thrift	штедњака	disgust	0.164
pregnancy	трудноће	disgust	0.164
undoubted	несумњиво	disgust	0.164
clamor	шамар	disgust	0.156
misplace	мисплаце	disgust	0.156
sentence	реченица	disgust	0.156
parrot	папагаја	disgust	0.156
obliging	обавезујући	disgust	0.156
nameless	безимени	disgust	0.148
bummer	буммер	disgust	0.148
feeling	Осећај	disgust	0.141
elf	елф	disgust	0.141
excellence	изврсност	disgust	0.141
turn	ред	disgust	0.133
gray	сива	disgust	0.133
asymmetry	асиметрија	disgust	0.133
clumsy	неспретан	disgust	0.133
stall	штанда	disgust	0.133
bran	отворе	disgust	0.125
finally	коначно	disgust	0.125
lord	Господару	disgust	0.125
boy	дечко	disgust	0.117
cove	залив	disgust	0.117
nurture	неговати	disgust	0.117
savor	савор	disgust	0.117
lemon	лимун	disgust	0.109
winning	Побеђивати	disgust	0.109
powerful	моћан	disgust	0.102
glitter	глиттер	disgust	0.094
interior	ентеријер	disgust	0.086
mind	ум	disgust	0.086
treat	лечити	disgust	0.078
interested	заинтересован	disgust	0.078
abundance	заступљеност	disgust	0.078
honest	поштен	disgust	0.055
kite	ките	disgust	0.055
humble	понизан	disgust	0.047
tree	дрво	disgust	0.039
torture	мучење	fear	0.984
terrorist	терориста	fear	0.972
horrific	ужасно	fear	0.969
terrorism	тероризам	fear	0.969
terrorists	терористи	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	убиј	fear	0.962
homicidal	убиство	fear	0.959
annihilate	уништити	fear	0.953
terror	терор	fear	0.953
murderer	убица	fear	0.953
catastrophe	катастрофа	fear	0.953
dying	умирање	fear	0.948
war	рат	fear	0.942
bombing	бомбардовање	fear	0.938
bomb	бомба	fear	0.935
missiles	ракете	fear	0.934
horror	хорор	fear	0.923
brutality	бруталност	fear	0.922
bloodthirsty	крволочно	fear	0.922
terrorize	терроризе	fear	0.922
horrified	ужаснут	fear	0.922
murderous	убилачки	fear	0.920
massacre	масакр	fear	0.911
assassinate	атентат	fear	0.906
horrifying	страшно	fear	0.906
fatality	смртност	fear	0.906
murder	убиство	fear	0.906
mutilation	мутилација	fear	0.906
terrifying	застрашујуће	fear	0.906
devastation	девастација	fear	0.906
holocaust	холокауст	fear	0.906
horrors	ужас	fear	0.906
killing	убијање	fear	0.906
demon	демон	fear	0.906
terrified	престрављен	fear	0.906
suicidal	самоубилачки	fear	0.898
kidnap	киднаповање	fear	0.891
slaughter	клање	fear	0.891
assault	напад	fear	0.891
crucifixion	распеће	fear	0.891
doomed	осуђена	fear	0.888
poisoned	отрован	fear	0.886
suicide	самоубиство	fear	0.879
explosion	експлозија	fear	0.879
dismemberment	дисмембермент	fear	0.875
slaughtering	клање	fear	0.875
disastrous	катастрофалан	fear	0.875
deadly	смртоносно	fear	0.875
annihilation	анихилација	fear	0.875
disaster	катастрофа	fear	0.875
threatening	претња	fear	0.875
suffocation	гушење	fear	0.875
assassin	убица	fear	0.875
savagery	савагери	fear	0.875
rape	силовање	fear	0.870
hell	пакао	fear	0.860
anthrax	антракс	fear	0.859
explosive	експлозивно	fear	0.859
warfare	ратовање	fear	0.859
paralyzed	парализован	fear	0.859
molestation	злостављање	fear	0.859
homicide	убиство	fear	0.859
barbaric	варварски	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	опасност	fear	0.859
demonic	демонска	fear	0.859
bloodshed	крвопролиће	fear	0.859
annihilated	уништен	fear	0.859
attacking	нападају	fear	0.859
dread	страх	fear	0.859
slaughterhouse	кланица	fear	0.859
tragedy	трагедија	fear	0.859
guillotine	гиљотина	fear	0.859
executioner	извршилац	fear	0.859
suffocating	гушење	fear	0.858
treachery	издајство	fear	0.856
fright	страх	fear	0.853
traumatic	трауматично	fear	0.844
afraid	уплашен	fear	0.844
morgue	моргуе	fear	0.844
drown	удавити се	fear	0.844
destroying	уништавајући	fear	0.844
painful	болан	fear	0.844
frightened	уплашен	fear	0.844
monster	чудовиште	fear	0.844
slayer	убица	fear	0.844
abomination	абоминатион	fear	0.844
execution	извршење	fear	0.844
scariest	најстрашније	fear	0.844
bombardment	бомбардовање	fear	0.844
vengeance	освета	fear	0.844
panicked	панично	fear	0.844
frightening	застрашујуће	fear	0.844
scare	престрашити	fear	0.844
apocalypse	апокалипсе	fear	0.844
petrified	окамењен	fear	0.844
death	смрт	fear	0.843
chaos	хаос	fear	0.839
ghastly	страшно	fear	0.836
evil	зло	fear	0.833
gunmen	гунмен	fear	0.828
fear	бојати се	fear	0.828
doom	Доом	fear	0.828
intruder	уљез	fear	0.828
cancer	рак	fear	0.828
grenade	граната	fear	0.828
assassination	атентат	fear	0.828
fatal	фаталан	fear	0.828
nightmare	ноћна мора	fear	0.828
explode	експлодира	fear	0.828
kidnapped	киднаповани	fear	0.828
eradication	искорењивање	fear	0.828
hellish	пакао	fear	0.828
paralyze	паралисати	fear	0.828
trauma	траума	fear	0.828
doomsday	Доомсдаи	fear	0.828
violently	насилно	fear	0.828
manslaughter	убиство	fear	0.828
devil	ђаво	fear	0.828
frighten	уплашити	fear	0.828
brutal	брутално	fear	0.828
morbidity	морбидитет	fear	0.820
crippling	оштећивање	fear	0.817
savage	дивљач	fear	0.814
crushed	здробљен	fear	0.812
violence	насиље	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	страшно	fear	0.812
suffering	патња	fear	0.812
shooting	пуцање	fear	0.812
earthquake	земљотрес	fear	0.812
destructive	деструктивна	fear	0.812
violent	насилан	fear	0.812
poisonous	Отрован	fear	0.812
quake	потрес	fear	0.812
damnation	проклетство	fear	0.812
aggressor	агресор	fear	0.812
imprisoned	затворен	fear	0.811
hurricane	урагана	fear	0.811
exterminate	истребити	fear	0.810
fearing	страхујући	fear	0.808
hemorrhage	хеморагија	fear	0.807
lethal	смртоносно	fear	0.806
torment	мучење	fear	0.806
venom	отров	fear	0.804
claustrophobia	клаустрофобија	fear	0.803
danger	опасност	fear	0.802
snakes	змије	fear	0.802
exorcism	истеривање дјавола	fear	0.800
obliterated	избрисана	fear	0.800
robbery	пљачка	fear	0.800
terrifies	застрашујуће	fear	0.798
cyanide	цијанид	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	окрутност	fear	0.797
monstrosity	монстросити	fear	0.797
attack	напад	fear	0.797
extermination	истребљење	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	смртност	fear	0.797
destruction	уништење	fear	0.797
poison	отров	fear	0.797
harmful	штетно	fear	0.797
persecution	прогоне	fear	0.797
bombers	бомбардери	fear	0.797
incurable	неизлечива	fear	0.797
hysteria	хистерија	fear	0.797
dreadfully	ужасно	fear	0.796
arson	подметање пожара	fear	0.794
devastate	пусти	fear	0.792
tyrant	тиран	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	пропасти	fear	0.784
feared	бојао	fear	0.782
maniac	манијак	fear	0.781
enslaved	поробљен	fear	0.781
rampage	разјареност	fear	0.781
screaming	вришти	fear	0.781
venomous	отровни	fear	0.781
warlike	ратно	fear	0.781
lifeless	без живота	fear	0.781
bloody	крваво	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	змија	fear	0.776
epidemic	епидемија	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	обрисати	fear	0.766
shipwreck	бродолом	fear	0.766
crisis	криза	fear	0.766
criminal	криминал	fear	0.766
invade	нападнути	fear	0.766
riot	немири	fear	0.766
fearful	страх	fear	0.766
reprisal	одмазда	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	инвадер	fear	0.766
dangerously	опасно	fear	0.766
tumor	тумор	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	кршење	fear	0.766
inferno	инферно	fear	0.766
leprosy	лепра	fear	0.766
jihad	џихад	fear	0.766
scary	страшно	fear	0.766
hazardous	опасно	fear	0.766
detonate	детонира	fear	0.766
claustrophobic	цлаустропхобиц	fear	0.765
hyperventilating	хипервентилатинг	fear	0.762
nightmares	ноћне море	fear	0.759
ghostly	духовит	fear	0.754
destroyed	уништено	fear	0.754
anarchy	анархија	fear	0.750
panic	панике	fear	0.750
dreadful	грозно	fear	0.750
riotous	риотно	fear	0.750
dangerous	опасно	fear	0.750
projectiles	пројектили	fear	0.750
strangle	задавити	fear	0.750
hurricanes	урагана	fear	0.750
anarchist	анархиста	fear	0.750
mortuary	мртвађа	fear	0.750
wrenching	зезнути	fear	0.750
destroyer	разарач	fear	0.750
tyranny	тиранија	fear	0.750
ptsd	птсд	fear	0.750
hazard	Опасност	fear	0.750
tragedies	трагедије	fear	0.750
slavery	ропство	fear	0.750
treacherous	издајнички	fear	0.750
cholera	колера	fear	0.750
imprisonment	затварање	fear	0.750
agony	агонија	fear	0.750
obliteration	облитератион	fear	0.750
accident	несрећа	fear	0.750
fears	страхови	fear	0.750
anaconda	анаконда	fear	0.750
malignancy	малигност	fear	0.742
cannibal	канибал	fear	0.740
bombard	бомбардовање	fear	0.740
abominable	гнусно	fear	0.738
bomber	бомбардер	fear	0.734
diseased	оболелих	fear	0.734
gun	пиштољ	fear	0.734
shoot	Пуцај	fear	0.734
horrible	ужасно	fear	0.734
missile	пројектил	fear	0.734
crash	црасх	fear	0.734
beast	звер	fear	0.734
tyrannical	тирански	fear	0.734
paralysis	парализа	fear	0.734
devilish	ђаво	fear	0.734
mutiny	побуна	fear	0.734
misery	беда	fear	0.734
shot	пуцањ	fear	0.734
depraved	одвратан	fear	0.734
gore	горе	fear	0.734
scared	уплашен	fear	0.734
cursed	проклет	fear	0.734
threaten	претити	fear	0.734
