word	Tajik-tg	emotion	emotion-intensity-score
hideous	заиф	disgust	0.672
loathful	хафа шуд	disgust	0.672
obscene	зишт	disgust	0.672
loathing	хафа нашавед	disgust	0.672
cess	шир	disgust	0.670
devil	шайтон	disgust	0.664
heretic	гетӣ	disgust	0.664
nauseous	ламсӣ	disgust	0.664
abominable	вайроннашаванда	disgust	0.664
deformity	дубора	disgust	0.664
deadly	марговар	disgust	0.664
swine	хукон	disgust	0.664
discrimination	табъиз	disgust	0.664
masochism	масоҳат	disgust	0.664
poisonous	заҳролуд	disgust	0.656
prejudiced	шубҳанок	disgust	0.656
bacteria	бактерияҳо	disgust	0.656
death	марг	disgust	0.656
poison	заҳри	disgust	0.656
trash	партов	disgust	0.656
abortion	аборт	disgust	0.656
corruption	коррупсия	disgust	0.656
victimized	қурбонӣ карда шуд	disgust	0.656
oppression	таҳқир	disgust	0.656
goo	го	disgust	0.656
latrines	ҳоҷатхонаҳо	disgust	0.656
horror	дуд	disgust	0.656
horrible	шадид	disgust	0.656
nefarious	нефред	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	мантиқан	disgust	0.648
outhouse	outhouse	disgust	0.648
horrid	шадид	disgust	0.648
detestation	зӯроварӣ	disgust	0.648
sludge	заҳри	disgust	0.648
ugly	данд	disgust	0.648
trashy	тозагӣ	disgust	0.648
bitch	бич	disgust	0.648
immoral	ахлоқӣ	disgust	0.648
malfeasance	манъ аст	disgust	0.641
spew	латукӯб	disgust	0.641
pimple	pimple	disgust	0.641
indecency	ғайриқонунӣ	disgust	0.641
unsightly	беэҳтиётӣ	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	зӯроварӣ	disgust	0.641
cystic	cystic	disgust	0.641
horrifying	шубҳанок	disgust	0.641
derogatory	бадбахтӣ	disgust	0.641
laxative	тозакунанда	disgust	0.641
criminality	ҷинояткорӣ	disgust	0.641
oppressive	золимона	disgust	0.633
sinful	гуноҳ аст	disgust	0.633
bigoted	Бештар	disgust	0.633
doomsday	Садо Ояндасоз	disgust	0.633
prostitution	фоҳиша	disgust	0.633
ulcer	захми меъда	disgust	0.633
secrete	secrete	disgust	0.633
perpetrator	гунаҳкор	disgust	0.633
rat	ранг	disgust	0.633
queasy	нависед	disgust	0.633
mildew	mildew	disgust	0.633
dastardly	достардли	disgust	0.625
disgraceful	золимона	disgust	0.625
ghastly	хайр	disgust	0.625
persecution	таъқибот	disgust	0.625
devilish	шайтон	disgust	0.625
degrading	таҳқиромез	disgust	0.625
obscenity	пинҳонӣ	disgust	0.625
fungus	fungus	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	gluttony	disgust	0.625
stools	донаҳо	disgust	0.625
suffering	ранҷ	disgust	0.625
contemptible	ихтиёрӣ	disgust	0.625
cuckold	гулзор	disgust	0.625
bloated	bloated	disgust	0.625
aghast	шабоҳат	disgust	0.625
betrayal	хиёнаткор	disgust	0.617
guillotine	гилотин	disgust	0.617
infect	сироят	disgust	0.617
spoil	гумроҳӣ	disgust	0.617
tetanus	tetanus	disgust	0.617
fat	фарбеҳ	disgust	0.617
louse	лес	disgust	0.617
malicious	бадкирдор	disgust	0.617
polygamy	бисёрзанӣ	disgust	0.617
crusty	задааст	disgust	0.617
atrocious	золимона	disgust	0.617
deceit	фиребгарӣ	disgust	0.617
termite	тифл	disgust	0.617
loathe	нофармонанд	disgust	0.617
wench	шӯхӣ	disgust	0.617
dying	мурд	disgust	0.617
sickly	бемор аст	disgust	0.617
diaper	Бистарӣ	disgust	0.617
strangle	сангин	disgust	0.617
drool	дандон	disgust	0.609
slander	дуздӣ	disgust	0.609
abhor	нафратангез	disgust	0.609
venomous	возеҳ аст	disgust	0.609
brothel	brothel	disgust	0.609
ghetto	ghetto	disgust	0.609
violently	зӯроварӣ	disgust	0.609
hostile	душманона	disgust	0.609
sabotage	таҳқир	disgust	0.609
deform	deform	disgust	0.609
bleeding	хунрезӣ	disgust	0.609
unwashed	пӯшида нестанд	disgust	0.602
lunacy	зебоӣ	disgust	0.602
imprisonment	зиндон	disgust	0.602
infidel	кофир	disgust	0.602
deprivation	маҳрум кардан аз озодӣ	disgust	0.602
traitor	хиёнаткор	disgust	0.602
ugliness	тухм	disgust	0.602
musty	бӯй	disgust	0.602
illicit	ғайриқонунӣ	disgust	0.602
swampy	селоба	disgust	0.602
poaching	пошхӯрӣ	disgust	0.602
hag	роҳнамоӣ	disgust	0.602
butcher	Қассоб	disgust	0.594
lunatic	лонача	disgust	0.594
venom	venom	disgust	0.594
repelling	бозгашт	disgust	0.594
thug	ҳак	disgust	0.594
misery	бадбахтӣ	disgust	0.594
toilet	ҳоҷатхона	disgust	0.594
slug	slug	disgust	0.594
catastrophe	фалокат	disgust	0.594
epidemic	эпидемия	disgust	0.594
gut	ханд	disgust	0.594
intoxicated	заҳролуд	disgust	0.594
blister	блистер	disgust	0.594
deceitful	фиребгар	disgust	0.594
hostility	душманӣ	disgust	0.594
queasiness	нигаҳдорӣ	disgust	0.594
lurid	шохис	disgust	0.594
sinner	гуноҳкор	disgust	0.594
incubus	вохӯрӣ	disgust	0.586
lavatory	лабораторӣ	disgust	0.586
harass	харобиовар	disgust	0.586
unclean	нопок	disgust	0.586
prostitute	фоҳиша	disgust	0.586
pornography	порнография	disgust	0.586
dreadful	шадид	disgust	0.586
deteriorated	бад шуд	disgust	0.586
appalling	шубҳанок	disgust	0.586
unfaithful	беэътиноӣ мекунанд	disgust	0.578
rash	садақа	disgust	0.578
humiliating	пастзанӣ	disgust	0.578
ruinous	зӯроварӣ	disgust	0.578
squeamish	Ситамиш	disgust	0.578
offensive	зӯроварӣ	disgust	0.578
conspirator	мушовир	disgust	0.578
larceny	секунҷа	disgust	0.578
debauchery	бадбахтӣ	disgust	0.578
mangle	NO TRANSLATION	disgust	0.578
flea	плаза	disgust	0.578
hypocrite	риёкорона	disgust	0.578
retard	садақа кардан	disgust	0.578
fiend	вироиш	disgust	0.578
sick	бемор	disgust	0.578
quagmire	дубора	disgust	0.578
expulsion	хориҷ кардан	disgust	0.578
treacherous	хашмгин	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	торт	disgust	0.570
devastating	вайрон шудааст	disgust	0.570
bastard	Ҳаромзода	disgust	0.570
messy	нопадид	disgust	0.570
flog	гулӯгиранд	disgust	0.570
egregious	мантиқан	disgust	0.570
swamp	обанбор	disgust	0.570
oppress	золимона	disgust	0.570
despise	хафа нашавед	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	мор	disgust	0.570
snake	мор	disgust	0.562
terrible	шадид	disgust	0.562
awful	бад	disgust	0.562
harmful	зараровар	disgust	0.562
insanity	сеҳрнокӣ	disgust	0.562
indecent	ғайриқонунӣ	disgust	0.562
sordid	сиддед	disgust	0.562
loo	данд	disgust	0.562
scoundrel	садақа	disgust	0.562
enemy	душман	disgust	0.562
stealing	дуздӣ	disgust	0.562
alcoholism	alcoholism	disgust	0.562
humiliation	бадбахтӣ	disgust	0.562
ruthless	бесавод	disgust	0.562
sloppy	нобуд кардан	disgust	0.562
tyrannical	тиражӣ	disgust	0.562
harlot	фоҳиша	disgust	0.562
sinning	гуноҳ	disgust	0.562
robbery	зӯроварӣ	disgust	0.555
insufferable	истисно нест	disgust	0.555
arsenic	Арсений	disgust	0.555
bloody	хунӣ	disgust	0.555
odious	афсона	disgust	0.555
ridicule	дашном додан	disgust	0.555
atrophy	дарофагӣ	disgust	0.555
beastly	қаҳрамонона	disgust	0.555
collusion	ҳабс кардан	disgust	0.555
distaste	ҷарима	disgust	0.555
segregate	ҷудо кунед	disgust	0.555
discriminating	табъиз	disgust	0.555
coward	тарсонанд	disgust	0.555
wickedness	бадӣ	disgust	0.555
threatening	таҳдид мекунанд	disgust	0.555
unattractive	ғайриқонунӣ	disgust	0.555
slayer	зӯроварӣ	disgust	0.555
flabby	гулӯя	disgust	0.555
varicella	varicella	disgust	0.555
miserable	бадбахт	disgust	0.547
sty	sty	disgust	0.547
ogre	офтоб	disgust	0.547
coercion	маҷбурӣ	disgust	0.547
thief	дузд	disgust	0.547
slur	суст	disgust	0.547
suffocating	шикастан	disgust	0.547
anathema	антирема	disgust	0.547
purgatory	вирус	disgust	0.547
malevolent	бадкор	disgust	0.547
bitterly	азият мекашад	disgust	0.547
burglar	хиёнаткорона	disgust	0.547
attacking	ҳамла	disgust	0.547
vesicular	шашум	disgust	0.547
condemnation	маҳкумшуда	disgust	0.547
pillage	зӯроварӣ	disgust	0.547
deleterious	зӯроварӣ	disgust	0.547
thrash	гандум	disgust	0.539
repellant	такмили ихтисос	disgust	0.539
repudiation	радкунӣ	disgust	0.539
infidelity	тӯҳмат	disgust	0.539
liar	дурӯғгӯй	disgust	0.539
fatty	равған	disgust	0.539
gob	данд	disgust	0.539
sneer	снайпер	disgust	0.539
drunken	мастӣ	disgust	0.539
disgrace	золимона	disgust	0.539
shame	шармандагӣ	disgust	0.539
jealous	ҳасад	disgust	0.539
imprisoned	маҳбус	disgust	0.539
pig	хук	disgust	0.539
greedy	хашмгин	disgust	0.539
sloth	суст	disgust	0.539
lethal	мурдааст	disgust	0.536
burnt	сӯхтааст	disgust	0.531
aberration	аъмол	disgust	0.531
condescension	шиддатнокӣ	disgust	0.531
hydrocephalus	гидросфалус	disgust	0.531
hanging	овезон	disgust	0.531
destructive	харобкунанда	disgust	0.531
smuggler	қочоқчӣ	disgust	0.531
intolerant	бетафовутӣ	disgust	0.531
travesty	ҳасад	disgust	0.531
intrusive	бепарвоӣ	disgust	0.531
ruined	вайрон шуд	disgust	0.531
withered	хушк шуд	disgust	0.531
disintegrate	пароканда	disgust	0.531
brawl	ҷарима	disgust	0.531
blemish	манъ аст	disgust	0.531
neurotic	неврастия	disgust	0.531
blasphemous	куфр аст	disgust	0.531
lying	хоб	disgust	0.531
painful	дардовар	disgust	0.531
avarice	харита	disgust	0.523
disgraced	нопадид шудааст	disgust	0.523
mistress	мастер	disgust	0.523
disparaging	ғайриқонунӣ	disgust	0.523
rubbish	партофташуда	disgust	0.523
derogation	делатсия	disgust	0.523
accusation	айбдоршаванда	disgust	0.523
intolerance	беэътиноӣ	disgust	0.523
incarceration	ҷабрдида	disgust	0.523
blighted	бадбахт	disgust	0.523
sump	партофташуда	disgust	0.516
deplorable	шаффоф	disgust	0.516
daemon	дубора	disgust	0.516
cringe	зирак	disgust	0.516
degrade	degrade	disgust	0.516
gutter	бандер	disgust	0.516
rob	роб	disgust	0.516
grim	гул	disgust	0.516
defraud	фирор кардан	disgust	0.516
tortious	шиканҷа	disgust	0.516
eradication	бартараф кардан	disgust	0.516
stink	хушк кунед	disgust	0.516
convict	маҳкум мекунад	disgust	0.516
dishonor	беэҳтиромӣ	disgust	0.516
vulture	гарданбанд	disgust	0.516
remains	боқӣ мемонад	disgust	0.516
mite	фулуси	disgust	0.516
betray	хиёнат кунед	disgust	0.516
sham	шам	disgust	0.509
endemic	endemic	disgust	0.508
bombed	ба ҳалокат расиданд	disgust	0.508
distress	мушкилот	disgust	0.508
pest	зараррасонҳо	disgust	0.508
incurable	истисно нест	disgust	0.508
worthless	бесабаб нест	disgust	0.508
rejection	рад	disgust	0.508
distasteful	золимона	disgust	0.508
schizophrenia	шизофрения	disgust	0.508
belittle	бадбахт	disgust	0.508
smelling	сеҳр	disgust	0.508
cheat	фиреб	disgust	0.508
blob	блог	disgust	0.508
prisoner	маҳбус	disgust	0.508
idiocy	садо дод	disgust	0.508
delirium	делир	disgust	0.508
disaster	фалокат	disgust	0.508
crude	хом	disgust	0.508
resentment	хашмгин	disgust	0.508
dreadfully	шадидтар	disgust	0.508
glut	glut	disgust	0.508
polemic	polemic	disgust	0.500
derision	дубора	disgust	0.500
idolatry	бутпарастӣ	disgust	0.500
taboo	мода	disgust	0.500
screaming	садо дод	disgust	0.500
banish	барҳам диҳед	disgust	0.500
dirt	лой	disgust	0.500
goblin	ш	disgust	0.500
shackle	Шакл	disgust	0.500
bribery	ришва	disgust	0.500
flagrant	хушбахт	disgust	0.500
jealousy	ҳасад	disgust	0.500
impurity	нопокӣ	disgust	0.500
theft	дуздӣ	disgust	0.500
bitterness	дилсӯз	disgust	0.500
offense	хафагӣ	disgust	0.500
impeach	империализм	disgust	0.500
blight	бадкорӣ	disgust	0.500
duress	данд	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	хашмгин	disgust	0.500
tirade	рақам	disgust	0.500
squirm	сиёҳ	disgust	0.492
robber	садақа	disgust	0.492
ill	бемор	disgust	0.492
unconscionable	беэҳтиромӣ кардан	disgust	0.492
recession	раҳоӣ ёфтан	disgust	0.492
gorge	зирак	disgust	0.492
wreck	зарб	disgust	0.492
malign	бадбахтӣ	disgust	0.492
boil	напазед	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	Садо Ояндасоз	disgust	0.492
disreputable	ғайриоддӣ	disgust	0.492
wasteful	харобиовар	disgust	0.484
affliction	азоб мекашанд	disgust	0.484
stain	дандон	disgust	0.484
contempt	ихтиёрӣ	disgust	0.484
nappy	nappy	disgust	0.484
mutiny	изтироб	disgust	0.484
occult	сеҳр	disgust	0.484
tramp	tramp	disgust	0.484
unbearable	бепарвоёна	disgust	0.484
offender	ҷинояткор	disgust	0.484
servile	хизматчӣ	disgust	0.484
contraband	контент	disgust	0.484
raging	шадид	disgust	0.484
snarl	сӯзанак	disgust	0.484
mad	девона	disgust	0.484
subjugation	унвон	disgust	0.484
possessed	соҳиби	disgust	0.484
animosity	шубҳанок	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	ифротгароӣ	disgust	0.484
