word	Malagasy-mg	emotion	emotion-intensity-score
abeyance	abeyance	anticipation	0.391
art	kanto	anticipation	0.391
linger	Mijanòna	anticipation	0.391
trust	fahatokiana	anticipation	0.391
depraved	ratsy fitondran-tena	anticipation	0.391
sanctify	manamasina	anticipation	0.391
inoculation	inoculation	anticipation	0.384
chant	mivovo	anticipation	0.383
banger	banger	anticipation	0.383
playground	tokotanin-tsekoly	anticipation	0.383
failing	mahomby	anticipation	0.383
ship	sambo	anticipation	0.383
hymn	hira	anticipation	0.383
simplify	manatsotra	anticipation	0.383
ram	ram	anticipation	0.383
labor	asa	anticipation	0.383
discretion	ny fisainana mazava,	anticipation	0.383
hap	NO TRANSLATION	anticipation	0.383
good	tsara	anticipation	0.383
scientist	mpahay siansa	anticipation	0.383
undecided	tapa-kevitra	anticipation	0.383
humanitarian	maha-olona	anticipation	0.383
depend	miankina	anticipation	0.383
dutiful	fanaovana adidy	anticipation	0.383
clock	famantaranandro	anticipation	0.375
sterling	Sterling	anticipation	0.375
mountain	tendrombohitra	anticipation	0.375
savor	ankasitrahana	anticipation	0.375
recurrent	miverimberina	anticipation	0.375
interim	vonjimaika	anticipation	0.375
navigator	tantsambo	anticipation	0.375
gradual	tsikelikely	anticipation	0.375
interminable	interminable	anticipation	0.375
track	lalana	anticipation	0.375
public	-bahoaka	anticipation	0.375
cradle	fandrian-jaza	anticipation	0.375
concealed	miafina	anticipation	0.367
lesson	lesona	anticipation	0.367
instructions	toromarika	anticipation	0.367
shiver	Nangorintsina	anticipation	0.367
musical	mozika	anticipation	0.367
towering	mijoalajoala	anticipation	0.367
whim	haitraitra fotsiny	anticipation	0.367
spear	lefona	anticipation	0.367
convince	handresy lahatra	anticipation	0.367
sonar	Sonar	anticipation	0.367
abide	mitoera	anticipation	0.367
biennial	biennial	anticipation	0.367
theology	teolojia	anticipation	0.359
offset	offset	anticipation	0.359
atone	hanonitra	anticipation	0.359
timidity	henatra	anticipation	0.359
theory	-kevitra	anticipation	0.359
undying	tsy mety lefy	anticipation	0.359
plump	plump	anticipation	0.359
audience	mpihaino	anticipation	0.357
nobility	ambony	anticipation	0.352
paragon	paragon	anticipation	0.352
dietary	sakafo	anticipation	0.352
closure	fanakatonana	anticipation	0.352
store	fivarotana	anticipation	0.352
localize	localize	anticipation	0.352
cramp	cramp	anticipation	0.352
daily	isan'andro	anticipation	0.352
kindred	havanao	anticipation	0.352
farm	toeram-pambolena	anticipation	0.352
edition	fanontana	anticipation	0.352
consecration	fanokanana	anticipation	0.352
archaeology	arkeolojia	anticipation	0.344
mobile	finday	anticipation	0.344
errand	raharahako	anticipation	0.344
wireless	Wireless	anticipation	0.344
mutable	mutable	anticipation	0.344
meditate	misaintsaina	anticipation	0.344
stripped	nesoriny ny akanjony	anticipation	0.344
lessen	hampihenana	anticipation	0.336
unaccountable	unaccountable	anticipation	0.336
pare	NO TRANSLATION	anticipation	0.336
brotherly	rahalahy	anticipation	0.336
buddy	akama	anticipation	0.336
unbeaten	unbeaten	anticipation	0.336
germ	mikraoba	anticipation	0.336
dove	voromailala	anticipation	0.328
digress	manalavitra	anticipation	0.328
ribbon	kofehy	anticipation	0.328
olfactory	olfactory	anticipation	0.328
patient	marary	anticipation	0.328
council	filan-kevitra	anticipation	0.328
possess	manana	anticipation	0.328
secular	tsy ara-pivavahana	anticipation	0.328
chastity	fahadiovam-pitiavana	anticipation	0.328
disposed	vonona	anticipation	0.320
regularity	tapaka	anticipation	0.320
mediator	mpanelanelana	anticipation	0.320
scrutinize	handini-	anticipation	0.320
fancy	fancy	anticipation	0.320
immature	matoy	anticipation	0.320
infanticide	zazalahy hebreo	anticipation	0.320
heft	heft	anticipation	0.320
preservative	miaro	anticipation	0.320
paddle	paddle	anticipation	0.320
cove	Cove	anticipation	0.320
denying	fandavana	anticipation	0.312
bugle	Bugle	anticipation	0.312
unpublished	tsy navoaka	anticipation	0.312
analyst	mpandalina	anticipation	0.312
grim	mampalahelo	anticipation	0.312
church	fiangonana	anticipation	0.312
priesthood	fisoronana	anticipation	0.305
mill	bary	anticipation	0.305
judicial	fitsarana	anticipation	0.305
broadside	broadside	anticipation	0.305
tributary	fanompoana	anticipation	0.297
cap	Cap	anticipation	0.297
thermocouple	thermocouple	anticipation	0.297
dismay	fampitahorana	anticipation	0.297
instructor	mpampianatra	anticipation	0.297
saliva	rora	anticipation	0.297
exhaustion	harerahana	anticipation	0.297
bruise	hanorotoro	anticipation	0.289
wont	NO TRANSLATION	anticipation	0.289
homeless	tsy manan-kialofana	anticipation	0.289
visor	visor	anticipation	0.289
discreet	NO TRANSLATION	anticipation	0.289
network	Network	anticipation	0.289
shackle	shackle	anticipation	0.289
addresses	adiresy	anticipation	0.289
noncompliance	noncompliance	anticipation	0.289
cataract	cataract	anticipation	0.289
skewed	skewed	anticipation	0.281
astronomer	astronoma	anticipation	0.281
neighbor	mpiara-belona	anticipation	0.281
holiness	fahamasinana	anticipation	0.273
devil	Devoly	anticipation	0.273
cream	fanosotra	anticipation	0.273
picket	picket	anticipation	0.273
latent	miseho	anticipation	0.273
immaturity	immaturity	anticipation	0.273
sentence	didim-pitsarana	anticipation	0.273
neighborhood	fiarahamonina	anticipation	0.266
morals	fitondran-tena	anticipation	0.266
lull	lull	anticipation	0.266
habitual	fahazarana	anticipation	0.266
weight	lanja	anticipation	0.258
bye	veloma	anticipation	0.258
forearm	forearm	anticipation	0.250
clown	mpanao hatsikana	anticipation	0.250
organ	taova	anticipation	0.250
quote	notsongaina	anticipation	0.242
commonplace	mahazatra	anticipation	0.242
dictatorship	didy jadona	anticipation	0.234
board	board	anticipation	0.234
white	fotsy	anticipation	0.234
treadmill	milina fitotoana	anticipation	0.234
rail	rail	anticipation	0.234
sundial	sundial	anticipation	0.227
tree	hazo	anticipation	0.227
paralysis	nalemy	anticipation	0.211
worm	kankana	anticipation	0.203
organization	fikambanana	anticipation	0.203
cement	simenitra	anticipation	0.203
lagging	lagging	anticipation	0.180
neutral	tsy miandany	anticipation	0.148
cannibalism	mihinana olona	disgust	0.953
mutilation	fanapahana rantsambatana	disgust	0.930
molestation	fametavetana	disgust	0.914
incest	firaisana amin'olom-pady	disgust	0.914
gonorrhea	angatra	disgust	0.906
rape	fanolanana	disgust	0.906
cannibal	mpihinan'olona	disgust	0.898
rot	rot	disgust	0.891
corpse	faty	disgust	0.883
massacre	fandripahana	disgust	0.883
excrement	dikiny	disgust	0.883
slaughter	famonoana	disgust	0.875
barf	barf	disgust	0.875
slaughterhouse	slaughterhouse	disgust	0.867
rancid	rancid	disgust	0.859
sewerage	sewerage	disgust	0.859
incestuous	olom-pady	disgust	0.859
filth	fahalotoana	disgust	0.859
bigot	bigot	disgust	0.859
infestation	voakaikitry	disgust	0.852
plague	aretina	disgust	0.852
bloodthirsty	mpandatsa-drà	disgust	0.852
holocaust	Famonoana Tambabe	disgust	0.852
rotting	lo	disgust	0.844
maggot	olitra	disgust	0.844
feces	fivalanana	disgust	0.844
fecal	fecal	disgust	0.844
murder	vonoan-olona	disgust	0.839
infanticide	zazalahy hebreo	disgust	0.836
homicide	vono olona	disgust	0.836
asshole	Dondrom-belona	disgust	0.836
enslaved	andevo	disgust	0.836
gore	feno herisetra	disgust	0.828
perverted	miangatra	disgust	0.828
torture	fampijaliana	disgust	0.828
slaughtering	famonoana	disgust	0.828
excretion	excretion	disgust	0.828
contaminate	ho nitera-pahavoazana	disgust	0.821
murderer	mpamono olona	disgust	0.820
gory	Góry	disgust	0.820
repugnant	maharikoriko	disgust	0.820
desecration	fanimbazimbana	disgust	0.820
grotesque	hafahafa	disgust	0.820
revolting	maditra	disgust	0.820
diarrhoea	aretim-pivalanana	disgust	0.820
manure	zezika	disgust	0.820
terrorist	mpampihorohoro	disgust	0.820
shit	diky	disgust	0.820
pervert	hamadika ny	disgust	0.820
slavery	fanandevozana	disgust	0.812
faeces	faeces	disgust	0.812
sewer	sewer	disgust	0.812
vomit	loa	disgust	0.812
manslaughter	tsy nahy	disgust	0.812
dismemberment	dismemberment	disgust	0.812
cadaver	cadaver	disgust	0.812
hemorrhage	hemorrhage	disgust	0.805
repulsive	maharikoriko	disgust	0.805
perverse	efa nivadika	disgust	0.805
filthy	maloto	disgust	0.797
sewage	maloto	disgust	0.797
depravity	fitondran-tena maloto	disgust	0.797
diseased	marary	disgust	0.797
carcass	fatin'ilay	disgust	0.795
decompose	potipotika	disgust	0.789
vermin	bibikely	disgust	0.789
puke	puke	disgust	0.789
parasite	katsentsitra	disgust	0.789
horrific	mampihoron-koditra	disgust	0.789
gruesome	mampihoro-koditra	disgust	0.789
dung	NO TRANSLATION	disgust	0.789
mutilated	azo ampiasaina	disgust	0.789
murderous	mpamono olona	disgust	0.789
decayed	simba	disgust	0.789
herpes	Herpes	disgust	0.789
slime	fota	disgust	0.781
flatulence	flatulence	disgust	0.781
monstrosity	monstrosity	disgust	0.781
carnage	fandripahana	disgust	0.781
pestilence	areti-mandringana	disgust	0.781
malaria	tazo	disgust	0.781
crap	misy dikany izany	disgust	0.781
toxic	misy poizina	disgust	0.773
loathsome	maharikoriko	disgust	0.773
insidious	mampidi-doza	disgust	0.773
leprosy	habokana	disgust	0.773
morgue	morgue	disgust	0.773
pus	pus	disgust	0.773
herpesvirus	herpesvirus	disgust	0.773
whore	vehivavy janga	disgust	0.766
cruel	lozabe	disgust	0.766
repugnance	rikorikon'ny	disgust	0.766
revulsion	tsy tiako maizina àry	disgust	0.766
xenophobia	fankahalana vahiny	disgust	0.766
regurgitation	regurgitation	disgust	0.766
anthrax	ny vain'omby	disgust	0.766
lynch	Lynch	disgust	0.766
dissection	fandidiana faty	disgust	0.759
canker	hanimba	disgust	0.758
cruelty	habibiana	disgust	0.758
perversion	fady	disgust	0.758
evil	ratsy	disgust	0.758
slum	slum	disgust	0.758
infectious	mifindra	disgust	0.758
mucous	mucous	disgust	0.758
phlegm	phlegm	disgust	0.758
leeches	dinta	disgust	0.750
decomposition	lo	disgust	0.750
sinister	Zavaboary Ratsy	disgust	0.750
corrupting	dratsy	disgust	0.750
demon	demonia	disgust	0.742
stinking	maimbo	disgust	0.742
septic	septic	disgust	0.742
deranged	deranged	disgust	0.742
bile	bile	disgust	0.742
soiled	maloto	disgust	0.742
mucus	mucus	disgust	0.742
abhorrence	rikoriko	disgust	0.742
abomination	fahavetavetana	disgust	0.742
sickening	Mankaloiloy	disgust	0.742
demonic	demonia	disgust	0.742
foul	maloto	disgust	0.734
obese	matavy loatra	disgust	0.734
sicken	sicken	disgust	0.734
degeneracy	fitontongananan'ny	disgust	0.734
crucifixion	fanomboana	disgust	0.734
despicable	maharikoriko	disgust	0.734
cancer	cancer	disgust	0.734
atrocity	habibiana	disgust	0.734
terrorism	fampihorohoroana	disgust	0.734
dirty	maloto	disgust	0.727
dysentery	nivalan-dra	disgust	0.727
adultery	ny fanitsakitsaham-bady	disgust	0.727
contamination	fandotoana	disgust	0.727
bacterium	bakteria	disgust	0.727
diabolical	devoly	disgust	0.727
morbidity	morbidity	disgust	0.727
grisly	Nampihoron-koditra	disgust	0.727
repulsion	hankaloiloy	disgust	0.727
enema	enema	disgust	0.727
contagion	areti-mifindra	disgust	0.719
disfigured	nanimban'ny	disgust	0.719
muck	muck	disgust	0.719
lewd	fahavetavetana	disgust	0.719
garbage	fako	disgust	0.719
autopsy	autopsy	disgust	0.719
bowels	kibony	disgust	0.719
gross	lehibe	disgust	0.719
vulgar	vulgar	disgust	0.719
barbaric	feno habibiana	disgust	0.719
disgust	rikoriko	disgust	0.719
vicious	masiaka	disgust	0.719
entrails	tsinainy	disgust	0.719
deterioration	fahasimban'ny	disgust	0.719
pungent	Mahery be	disgust	0.719
bloodshed	ny fandatsahan-dra	disgust	0.714
violent	mahery setra	disgust	0.711
tyrant	mpanao jadona	disgust	0.711
poisoned	voapoizina	disgust	0.711
pollute	handoto	disgust	0.711
wretched	ory	disgust	0.711
nausea	maloiloy	disgust	0.711
mortification	hampijalian-tena	disgust	0.711
gag	gag	disgust	0.711
vulgarity	baranahina fanaony hatrizay	disgust	0.703
disgusting	maharikoriko	disgust	0.703
grope	Mitsapatsapa manara	disgust	0.703
slut	slut	disgust	0.703
poisoning	fanapoizinana	disgust	0.703
depraved	ratsy fitondran-tena	disgust	0.703
noxious	gazy mahafaty	disgust	0.703
porn	mamoafady	disgust	0.703
nasty	ratsy	disgust	0.703
slimy	slimy	disgust	0.703
despotism	despotism	disgust	0.703
nauseate	nauseate	disgust	0.703
secretion	secretion	disgust	0.703
constipation	fitohanana	disgust	0.703
hateful	feno fankahalana	disgust	0.703
grime	grime	disgust	0.703
measles	kitrotro	disgust	0.696
contagious	areti-mifindra	disgust	0.695
hellish	hellish	disgust	0.695
waste	fandaniam-poana	disgust	0.695
suicidal	hamono tena	disgust	0.695
abuse	fanararaotana	disgust	0.695
hate	mankahala	disgust	0.695
wretch	vanona	disgust	0.695
intestinal	tsinay	disgust	0.695
wart	wart	disgust	0.695
obesity	matavy loatra	disgust	0.695
scum	fahalovan'izao tntolo	disgust	0.695
contaminated	voaloto	disgust	0.688
disease	aretina	disgust	0.688
rabid	romotra	disgust	0.688
ooze	ooze	disgust	0.688
treason	mpamadika	disgust	0.688
heartworm	heartworm	disgust	0.688
smut	smut	disgust	0.688
cholera	Kôlera	disgust	0.680
deformed	sampona	disgust	0.680
detest	mankahala	disgust	0.680
bestial	bestial	disgust	0.680
sickness	aretina	disgust	0.680
antichrist	antikristy	disgust	0.680
abhorrent	maharikoriko	disgust	0.680
soulless	soulless	disgust	0.680
freakish	freakish	disgust	0.680
grimy	grimy	disgust	0.680
hatred	fankahalana	disgust	0.680
pollution	fandotoana	disgust	0.680
germ	mikraoba	disgust	0.680
abominate	zava-betaveta	disgust	0.680
hell	helo	disgust	0.680
dilapidated	efa ratsy be	disgust	0.672
dictatorship	didy jadona	disgust	0.672
inhuman	feno habibiana	disgust	0.672
greasy	matavy	disgust	0.672
hideous	mahatsiravina	disgust	0.672
loathful	loathful	disgust	0.672
obscene	mamoafady	disgust	0.672
loathing	tsinontsinona	disgust	0.672
cess	cess	disgust	0.670
devil	Devoly	disgust	0.664
heretic	Mpivadi-pinoana	disgust	0.664
nauseous	nauseous	disgust	0.664
abominable	fahavetavetana	disgust	0.664
deformity	deformity	disgust	0.664
deadly	mahafaty	disgust	0.664
swine	kisoa	disgust	0.664
discrimination	fanavakavahana	disgust	0.664
masochism	masochism	disgust	0.664
poisonous	misy poizina	disgust	0.656
prejudiced	manavakavaka	disgust	0.656
bacteria	bakteria	disgust	0.656
death	fahafatesana	disgust	0.656
poison	poizina	disgust	0.656
trash	fako	disgust	0.656
abortion	fanalan-jaza	disgust	0.656
corruption	kolikoly	disgust	0.656
victimized	iharan'ireo	disgust	0.656
oppression	famoretana	disgust	0.656
goo	goo	disgust	0.656
latrines	lava-piringa	disgust	0.656
horror	horohoro	disgust	0.656
horrible	mahatsiravina	disgust	0.656
nefarious	nefarious	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	hamaly faty	disgust	0.648
outhouse	outhouse	disgust	0.648
horrid	nahatsiravina	disgust	0.648
detestation	fankahalana	disgust	0.648
sludge	sludge	disgust	0.648
ugly	ratsy tarehy	disgust	0.648
trashy	trashy	disgust	0.648
bitch	Bitch	disgust	0.648
immoral	fitondran-tena maloto	disgust	0.648
malfeasance	malfeasance	disgust	0.641
spew	spew	disgust	0.641
pimple	pimple	disgust	0.641
indecency	ambony ny tsy fahamaontinana	disgust	0.641
unsightly	unsightly	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	villainous	disgust	0.641
cystic	cystic	disgust	0.641
horrifying	mampihorohoro	disgust	0.641
derogatory	fanambaniana	disgust	0.641
laxative	laxative	disgust	0.641
criminality	heloka bevava	disgust	0.641
oppressive	nampahory	disgust	0.633
sinful	mpanota	disgust	0.633
bigoted	tery saina	disgust	0.633
doomsday	Olona ny Fara Andro	disgust	0.633
prostitution	fivarotan-tena	disgust	0.633
ulcer	fery	disgust	0.633
secrete	hanafina	disgust	0.633
perpetrator	nahavita	disgust	0.633
rat	voalavo	disgust	0.633
queasy	queasy	disgust	0.633
mildew	maty fotsy	disgust	0.633
dastardly	dastardly	disgust	0.625
disgraceful	-baraka	disgust	0.625
ghastly	ghastly	disgust	0.625
persecution	fanenjehana	disgust	0.625
devilish	araka ny an'ny demonia	disgust	0.625
degrading	manakodingy	disgust	0.625
obscenity	obscenity	disgust	0.625
fungus	holatra	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	hatendan-kanina	disgust	0.625
stools	fipetrahany	disgust	0.625
suffering	mijaly	disgust	0.625
contemptible	tsinontsinona	disgust	0.625
cuckold	cuckold	disgust	0.625
bloated	bloated	disgust	0.625
aghast	aghast	disgust	0.625
betrayal	famadihana	disgust	0.617
guillotine	Tapahina ireo taratasim	disgust	0.617
infect	hanan-kery	disgust	0.617
spoil	manimba	disgust	0.617
tetanus	tetanosy	disgust	0.617
fat	matavy	disgust	0.617
louse	hao	disgust	0.617
malicious	ratsy toetra	disgust	0.617
polygamy	fananana vady maro	disgust	0.617
crusty	crusty	disgust	0.617
atrocious	mahatsiravina	disgust	0.617
deceit	fitaka	disgust	0.617
termite	vitsikazo taloha	disgust	0.617
loathe	Maharikoriko	disgust	0.617
wench	wench	disgust	0.617
dying	maty	disgust	0.617
sickly	farofy	disgust	0.617
diaper	diaper	disgust	0.617
strangle	hahasempotra	disgust	0.617
drool	drool	disgust	0.609
slander	fanendrikendrehana	disgust	0.609
abhor	mankahalà	disgust	0.609
venomous	bibilava	disgust	0.609
brothel	brothel	disgust	0.609
